
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[00:37:13.000 --> 00:37:18.000]   I'm just curious if you were talking to a kid in that situation, you tend to
[00:37:18.000 --> 00:37:20.000]   have good outside-the-box ideas.
[00:37:20.000 --> 00:37:22.000]   What kind of thing?
[00:37:22.000 --> 00:37:23.000]   He's great with his hands.
[00:37:23.000 --> 00:37:26.000]   He does all kinds of things.
[00:37:26.000 --> 00:37:30.000]   I'm just curious if you had any directions to start looking into for him.
[00:37:30.000 --> 00:37:31.000]   Absolutely.
[00:37:31.000 --> 00:37:34.000]   First of all, let's start with that one, and then I will answer the travel
[00:37:34.000 --> 00:37:36.000]   question directly.
[00:37:36.000 --> 00:37:39.000]   I just want to do it, and I'll do it now in this show rather than saving it for
[00:37:39.000 --> 00:37:43.000]   another episode, because somehow my list of shows I should do tends to be longer
[00:37:43.000 --> 00:37:46.000]   than the shows that I do do.
[00:37:46.000 --> 00:37:53.000]   First, I would say that even though your son has profound dyslexia, he shouldn't
[00:37:53.000 --> 00:37:58.000]   automatically avoid some kind of academic or intellectual work.
[00:37:58.000 --> 00:38:01.000]   I want to say two stories.
[00:38:01.000 --> 00:38:08.000]   First, Andrew Pudowa, who is a well-known speaker in the homeschool – Pudowa, I
[00:38:08.000 --> 00:38:09.000]   think he says his name anyway.
[00:38:09.000 --> 00:38:13.000]   I'm pretty sure we've listened to his interviews of his son, because he's also
[00:38:13.000 --> 00:38:14.000]   dyslexic.
[00:38:14.000 --> 00:38:15.000]   Are you saying the right thing yet?
[00:38:15.000 --> 00:38:16.000]   Good.
[00:38:16.000 --> 00:38:19.000]   For those who are uninitiated, he's the guy who started something called the
[00:38:19.000 --> 00:38:22.000]   Institute for the Excellence in Writing, is well-known in homeschool circles,
[00:38:22.000 --> 00:38:24.000]   speaks at all the conferences.
[00:38:24.000 --> 00:38:30.000]   As I understand his story, he had his son, who was profoundly dyslexic, couldn't
[00:38:30.000 --> 00:38:36.000]   read a book with his eyes until he was 15 years old, something like that, and
[00:38:36.000 --> 00:38:41.000]   just couldn't do anything with his eyes until he was in his teenage years.
[00:38:41.000 --> 00:38:47.000]   I don't know what he ultimately broke through with, but what Andrew would say
[00:38:47.000 --> 00:38:52.000]   is that this son of his, he did everything with audiobooks, and this son of his
[00:38:52.000 --> 00:38:54.000]   never stopped listening to audiobooks.
[00:38:54.000 --> 00:38:59.000]   Basically, his entire homeschool education was audiobooks.
[00:38:59.000 --> 00:39:02.000]   As it turns out, because I listened to a seminar that he gave on how to teach
[00:39:02.000 --> 00:39:07.000]   people to be effective writers, he alleged that this son of his was actually a
[00:39:07.000 --> 00:39:13.000]   better writer when they were able to develop strategies to deal with the
[00:39:13.000 --> 00:39:18.000]   dyslexia, he was a better writer than any of his other children.
[00:39:18.000 --> 00:39:23.000]   In thinking back about it, he realized that because he had had so much exposure
[00:39:23.000 --> 00:39:30.000]   to the verbal language, his son had a much deeper connection with language than
[00:39:30.000 --> 00:39:34.000]   any of his children did who read with their eyes.
[00:39:34.000 --> 00:39:40.000]   It was based upon that that actually convinced me to not try to get away from
[00:39:40.000 --> 00:39:42.000]   audiobooks as a means of learning.
[00:39:42.000 --> 00:39:48.000]   The point that he alleged in the talk that I listened to was that when children
[00:39:48.000 --> 00:39:53.000]   are very skilled at reading with their eyes, then they have a tendency to skip
[00:39:53.000 --> 00:39:57.000]   over the language and just read for meaning, whereas when someone's always
[00:39:57.000 --> 00:40:03.000]   reading with his ears, then he hears the language all the time, and thus the
[00:40:03.000 --> 00:40:09.000]   beauty of the language is imprinted on him more to a deeper level.
[00:40:09.000 --> 00:40:15.000]   We live in 2024, in which not only is there massive profusion of professionally
[00:40:15.000 --> 00:40:22.000]   recorded audiobooks, but also we have really good AI voice generation where any
[00:40:22.000 --> 00:40:29.000]   document can be read aloud to your son, and so he can have amazing access to the
[00:40:29.000 --> 00:40:33.000]   text, and I would just make everything reading with his ears while you work with
[00:40:33.000 --> 00:40:36.000]   whatever therapists and things like that who are working for solutions for him to
[00:40:36.000 --> 00:40:39.000]   be able to function in reading with his eyes.
[00:40:39.000 --> 00:40:44.000]   The second thing I would say is that this in no way diminishes his long-term
[00:40:44.000 --> 00:40:45.000]   success.
[00:40:45.000 --> 00:40:48.000]   My friend Mikel Thorup has an interesting story.
[00:40:48.000 --> 00:40:54.000]   He runs Expat Money, and he dropped out of school when he was 12 or 13 years old,
[00:40:54.000 --> 00:40:58.000]   and one of the big issues for him was dyslexia.
[00:40:58.000 --> 00:41:01.000]   He couldn't do well in school, and he just couldn't conquer it.
[00:41:01.000 --> 00:41:05.000]   So he dropped out of school, started traveling the world, and thought, "I just
[00:41:05.000 --> 00:41:06.000]   can't learn.
[00:41:06.000 --> 00:41:09.000]   I'm not fit for learning in any way, shape, or form."
[00:41:09.000 --> 00:41:15.000]   Later on, he figured out that he could read using audiobooks, and so today he
[00:41:15.000 --> 00:41:22.000]   listens to audiobooks constantly, and he reads over 100 books a year, and he does
[00:41:22.000 --> 00:41:28.000]   it all by listening to audiobooks at about 3x speed, and that's how he consumes his
[00:41:28.000 --> 00:41:29.000]   reading.
[00:41:29.000 --> 00:41:33.000]   He runs a multimillion-dollar business, is financially independent, travels the
[00:41:33.000 --> 00:41:36.000]   world, he and his wife have three beautiful children.
[00:41:36.000 --> 00:41:41.000]   He's in no way limited by the learning disability that gave issues for him when
[00:41:41.000 --> 00:41:45.000]   he was younger because he figured out how to work with it.
[00:41:45.000 --> 00:41:49.000]   And so today, with the world of audiobooks, especially with accelerated
[00:41:49.000 --> 00:41:54.000]   audiobook listening, your son can use that to learn just as well as anyone else.
[00:41:54.000 --> 00:41:58.000]   And then if you'll continue to get him therapy until he figures out something
[00:41:58.000 --> 00:42:02.000]   that works for him to be able to read with his eyes effectively and knowing that it
[00:42:02.000 --> 00:42:06.000]   might take many more years, I don't think he should just automatically walk away
[00:42:06.000 --> 00:42:11.000]   from a life of the mind because of this, but rather he should approach it from the
[00:42:11.000 --> 00:42:15.000]   perspective of, "I can do this, and I can also do these other great things because
[00:42:15.000 --> 00:42:18.000]   there's nothing wrong with blue-collar businesses.
[00:42:18.000 --> 00:42:20.000]   There's nothing wrong with any of these businesses."
[00:42:20.000 --> 00:42:25.000]   But he shouldn't just automatically let his dyslexia be seen as something that is
[00:42:25.000 --> 00:42:27.000]   a handicap that can't be overcome.
[00:42:27.000 --> 00:42:31.000]   It can be overcome, it is being overcome, and it can continue to be overcome,
[00:42:31.000 --> 00:42:33.000]   especially in today's world.
[00:42:33.000 --> 00:42:36.000]   Who's your realtor?
[00:42:36.000 --> 00:42:39.000]   Seriously, who is your realtor?
[00:42:39.000 --> 00:42:43.000]   Lately, there's been a lot in the news about real estate and realtors,
[00:42:43.000 --> 00:42:45.000]   so let us help clear the air.
[00:42:45.000 --> 00:42:50.000]   California realtors are Californians just like you, your neighbor, your best friend's
[00:42:50.000 --> 00:42:53.000]   brother, and your kid's baseball coach.
[00:42:53.000 --> 00:42:57.000]   And we all strive every day to be your trusted advisors on the biggest financial
[00:42:57.000 --> 00:42:59.000]   decision of your life.
[00:42:59.000 --> 00:43:03.000]   No one cares more about helping Californians live the California dream than
[00:43:03.000 --> 00:43:08.000]   California realtors because we know California real estate is not easy.
[00:43:08.000 --> 00:43:10.000]   That's an understatement.
[00:43:10.000 --> 00:43:14.000]   But if you're a first-timer, we help you confidently get in the game.
[00:43:14.000 --> 00:43:17.000]   And if you've been there, done that, we're there to help you get through
[00:43:17.000 --> 00:43:19.000]   what's new and different.
[00:43:19.000 --> 00:43:23.000]   We tirelessly negotiate so you don't have to, and we help you get past all the
[00:43:23.000 --> 00:43:27.000]   tough stuff and on to the good stuff, not because it's our job,
[00:43:27.000 --> 00:43:29.000]   but because it's your dream.
[00:43:29.000 --> 00:43:30.000]   Let's go to work.
[00:43:30.000 --> 00:43:34.000]   California Association of Realtors.
[00:43:34.000 --> 00:43:36.000]   Yeah, I appreciate that.
[00:43:36.000 --> 00:43:40.000]   I think a good bit of it, I mean, he, when you were saying has a better command
[00:43:40.000 --> 00:43:44.000]   of language, I would absolutely say his vocabulary and command of language are
[00:43:44.000 --> 00:43:46.000]   surpasses, like, any other kids I know his age.
[00:43:46.000 --> 00:43:51.000]   And I would say he is exposed to great literature all the time.
[00:43:51.000 --> 00:43:53.000]   And we've really prioritized audiobooks.
[00:43:53.000 --> 00:43:54.000]   We've done Speechify.
[00:43:54.000 --> 00:43:56.000]   We have done a lot of the, like, AI language stuff.
[00:43:56.000 --> 00:43:59.000]   And I'm really thankful that, at least if he's dyslexic,
[00:43:59.000 --> 00:44:02.000]   he's dyslexic in 2024 where we can, you know,
[00:44:02.000 --> 00:44:04.000]   there's so many tools that we can use to help him.
[00:44:04.000 --> 00:44:07.000]   And I do think, like, learning to advocate for himself,
[00:44:07.000 --> 00:44:10.000]   to be able to use those tools in other situations is,
[00:44:10.000 --> 00:44:14.000]   and it's still something, despite having encouraged him that way,
[00:44:14.000 --> 00:44:17.000]   it's something he definitely feels a lot of embarrassment about.
[00:44:17.000 --> 00:44:20.000]   And, you know, we're working with him, but it's hard to be a middle school
[00:44:20.000 --> 00:44:23.000]   boy, you know, so we have sympathy that way, too.
[00:44:23.000 --> 00:44:24.000]   Of course.
[00:44:24.000 --> 00:44:27.000]   But nonetheless, I mean, and so we are, you know,
[00:44:27.000 --> 00:44:30.000]   I don't want him to think that any career path is closed for him, too.
[00:44:30.000 --> 00:44:31.000]   But at the same time,
[00:44:31.000 --> 00:44:33.000]   he's absolutely one of those kids that, like,
[00:44:33.000 --> 00:44:35.000]   loves to think about the future and, like, plan for the future.
[00:44:35.000 --> 00:44:37.000]   And he already does like to consider a career.
[00:44:37.000 --> 00:44:40.000]   So I guess, yeah, I was just curious if there was anything,
[00:44:40.000 --> 00:44:44.000]   while we don't want to close doors for him, just, I don't know,
[00:44:44.000 --> 00:44:46.000]   any other off-the-wall ideas?
[00:44:46.000 --> 00:44:48.000]   Because I notice you tend to be good at that.
[00:44:48.000 --> 00:44:49.000]   Yeah, well.
[00:44:49.000 --> 00:44:51.000]   You always have an idea that I've never thought of before.
[00:44:51.000 --> 00:44:54.000]   Hopefully just some inspiration is important.
[00:44:54.000 --> 00:44:55.000]   Yeah, definitely.
[00:44:55.000 --> 00:44:59.000]   And he needs to just understand that, you know, people are different.
[00:44:59.000 --> 00:45:01.000]   And one of the things that I'm,
[00:45:01.000 --> 00:45:04.000]   it's very easy to poke fun at the kinder,
[00:45:04.000 --> 00:45:07.000]   more inclusive society that we all live in,
[00:45:07.000 --> 00:45:14.000]   when that society doesn't fit the values that we ourselves want to espouse.
[00:45:14.000 --> 00:45:18.000]   But I want to appreciate the fact that we do live in a kinder,
[00:45:18.000 --> 00:45:20.000]   more inclusive society.
[00:45:20.000 --> 00:45:22.000]   And it's less,
[00:45:22.000 --> 00:45:26.000]   and we're much less likely to spend our time criticizing people
[00:45:26.000 --> 00:45:30.000]   for fundamental characteristics that are innate to who they are,
[00:45:30.000 --> 00:45:34.000]   when we, instead of just appreciating them for who they are.
[00:45:34.000 --> 00:45:36.000]   And so one of the things that I've noticed,
[00:45:36.000 --> 00:45:39.000]   I've noticed this specifically with autism,
[00:45:39.000 --> 00:45:42.000]   that if we went back five or ten years,
[00:45:42.000 --> 00:45:44.000]   somebody with autism, you know,
[00:45:44.000 --> 00:45:47.000]   a diagnosis of autism felt like a stigma.
[00:45:47.000 --> 00:45:52.000]   Today, I joke about autism because I'm convinced that a lot of forms of autism
[00:45:52.000 --> 00:45:54.000]   are basically a superpower.
[00:45:54.000 --> 00:45:59.000]   And similar things, ADHD is in some ways a superpower.
[00:45:59.000 --> 00:46:01.000]   I don't know if dyslexia is a superpower.
[00:46:01.000 --> 00:46:02.000]   Maybe it is, maybe it isn't.
[00:46:02.000 --> 00:46:04.000]   I don't have an argument that it is.
[00:46:04.000 --> 00:46:07.000]   But the point is simply that these things are,
[00:46:07.000 --> 00:46:11.000]   these differences are not differences to be shunned
[00:46:11.000 --> 00:46:14.000]   or to be made fun of or discriminated against.
[00:46:14.000 --> 00:46:17.000]   They're things that genuinely we can work with.
[00:46:17.000 --> 00:46:21.000]   And so any way that we can inspire his confidence is important.
[00:46:21.000 --> 00:46:24.000]   I would try to look around and recognize
[00:46:24.000 --> 00:46:27.000]   that there are lots and lots of very successful people
[00:46:27.000 --> 00:46:29.000]   who are totally dyslexic,
[00:46:29.000 --> 00:46:32.000]   and they have been able to figure out ways to deal with it,
[00:46:32.000 --> 00:46:34.000]   and in the fullness of time,
[00:46:34.000 --> 00:46:37.000]   that there are plenty of benefits to it.
[00:46:37.000 --> 00:46:39.000]   I've been thinking and thinking and thinking.
[00:46:39.000 --> 00:46:43.000]   I heard some wacko theory about dyslexia at one point in time,
[00:46:43.000 --> 00:46:45.000]   about it being misdiagnosed.
[00:46:45.000 --> 00:46:47.000]   I can't remember the wacko theory,
[00:46:47.000 --> 00:46:49.000]   but go out and look for some wacko theories about dyslexia
[00:46:49.000 --> 00:46:53.000]   and see if there's something that you've not considered or not tried.
[00:46:53.000 --> 00:46:55.000]   But beyond that, I just want to encourage him
[00:46:55.000 --> 00:46:58.000]   that you're doing great and keep it up.
[00:46:58.000 --> 00:47:01.000]   Listening to audiobooks is just as effective as reading them.
[00:47:01.000 --> 00:47:04.000]   Reading them with your ears is just as effective as reading them with your eyes.
[00:47:04.000 --> 00:47:07.000]   And I think that the fact that he's in a homeschool environment
[00:47:07.000 --> 00:47:10.000]   and he's great at sports, we can work on his strengths.
[00:47:10.000 --> 00:47:13.000]   And you don't need to--
[00:47:13.000 --> 00:47:17.000]   truly, your gifts make a place for you in the world.
[00:47:17.000 --> 00:47:21.000]   And he should just always lean into his strengths
[00:47:21.000 --> 00:47:24.000]   and try to, from time to time, shore up weaknesses.
[00:47:24.000 --> 00:47:26.000]   But a lot of times, people spend so much time
[00:47:26.000 --> 00:47:29.000]   focusing on their weaknesses instead of their strengths
[00:47:29.000 --> 00:47:31.000]   that become superpowers.
[00:47:31.000 --> 00:47:34.000]   And a really powerful tool of success
[00:47:34.000 --> 00:47:37.000]   is to focus doggedly on the things that you're really good at
[00:47:37.000 --> 00:47:39.000]   and then just let the other things slide.
[00:47:39.000 --> 00:47:42.000]   And so lean into athletics, lean into literature,
[00:47:42.000 --> 00:47:44.000]   lean into whatever is appropriate for him.
[00:47:44.000 --> 00:47:47.000]   And you can be a world-class speaker.
[00:47:47.000 --> 00:47:50.000]   You don't have to be able to write to be a world-class speaker.
[00:47:50.000 --> 00:47:52.000]   So there's plenty of ways to make up for it.
[00:47:52.000 --> 00:47:55.000]   Let me pivot back now to traveling with children
[00:47:55.000 --> 00:47:57.000]   and give you some suggestions.
[00:47:57.000 --> 00:47:59.000]   First and foremost,
[00:47:59.000 --> 00:48:04.000]   I would say that reality always means that we need to acknowledge
[00:48:04.000 --> 00:48:09.000]   that it's going to be different traveling with five children
[00:48:09.000 --> 00:48:11.000]   than it is traveling with no children.
[00:48:11.000 --> 00:48:14.000]   And so let's just acknowledge it.
[00:48:14.000 --> 00:48:18.000]   And that's going to mean that our travels are going to look different
[00:48:18.000 --> 00:48:20.000]   when we have five children
[00:48:20.000 --> 00:48:22.000]   than they are when we have no children.
[00:48:22.000 --> 00:48:24.000]   And that's not a bad thing.
[00:48:24.000 --> 00:48:27.000]   If I have the choice between having five children
[00:48:27.000 --> 00:48:30.000]   and traveling in our minivan
[00:48:30.000 --> 00:48:34.000]   on a regional or national basis doing road trips around our house
[00:48:34.000 --> 00:48:36.000]   versus having no children
[00:48:36.000 --> 00:48:38.000]   and spending my time on an airplane
[00:48:38.000 --> 00:48:40.000]   bouncing from country to country to country,
[00:48:40.000 --> 00:48:43.000]   I'm going to pick the five children every single time
[00:48:43.000 --> 00:48:46.000]   because that ultimately in the long run
[00:48:46.000 --> 00:48:49.000]   is going to be much more fulfilling
[00:48:49.000 --> 00:48:52.000]   and much more effective and a much better lifestyle
[00:48:52.000 --> 00:48:55.000]   for everyone above than the bouncing around the world.
[00:48:55.000 --> 00:48:57.000]   In addition, even for the children,
[00:48:57.000 --> 00:49:00.000]   if you grow up as one of five children
[00:49:00.000 --> 00:49:03.000]   and your family travel involves traveling around
[00:49:03.000 --> 00:49:06.000]   in the family SUV on a regional level,
[00:49:06.000 --> 00:49:09.000]   whereas the single only child of your friend
[00:49:09.000 --> 00:49:11.000]   is traveling around the world with her parents
[00:49:11.000 --> 00:49:13.000]   who can easily buy her plane tickets,
[00:49:13.000 --> 00:49:16.000]   I think that there's so much more to be had
[00:49:16.000 --> 00:49:20.000]   for the kid that's got four siblings.
[00:49:20.000 --> 00:49:22.000]   There's so much more to be had from that
[00:49:22.000 --> 00:49:24.000]   than bouncing around the world
[00:49:24.000 --> 00:49:27.000]   that again I would make that choice again.
[00:49:27.000 --> 00:49:31.000]   I was just this weekend starting a mini outline of a show
[00:49:31.000 --> 00:49:34.000]   that basically traveling is wildly overrated
[00:49:34.000 --> 00:49:37.000]   and international travel is wildly overrated
[00:49:37.000 --> 00:49:39.000]   because I believe it's important that guys like me
[00:49:39.000 --> 00:49:41.000]   who talk about travel and talk about the stuff that we did
[00:49:41.000 --> 00:49:44.000]   and I took my children to 16 countries last year
[00:49:44.000 --> 00:49:48.000]   so I do have some credentials and bona fides in this area
[00:49:48.000 --> 00:49:51.000]   and on the whole while I'm happy about a lot of it,
[00:49:51.000 --> 00:49:54.000]   I would say a lot of it is wildly overrated
[00:49:54.000 --> 00:49:58.000]   and especially for Americans living in the United States,
[00:49:58.000 --> 00:50:03.000]   a lot of international travel is just overrated.
[00:50:03.000 --> 00:50:05.000]   Most travel in the United States is better
[00:50:05.000 --> 00:50:10.000]   than traveling around the world on every objective level.
[00:50:10.000 --> 00:50:17.000]   The primary reason many people want to do international travel
[00:50:17.000 --> 00:50:19.000]   is as a status symbol
[00:50:19.000 --> 00:50:22.000]   because as the world has shrunk
[00:50:22.000 --> 00:50:27.000]   and as more and more luxury goods have become more common,
[00:50:27.000 --> 00:50:30.000]   more cheaply priced, things like that,
[00:50:30.000 --> 00:50:32.000]   one of the last remaining status symbols
[00:50:32.000 --> 00:50:36.000]   that we can show to others that's not easily achievable
[00:50:36.000 --> 00:50:39.000]   has been international travel
[00:50:39.000 --> 00:50:42.000]   and so a lot of travel and travel ambition
[00:50:42.000 --> 00:50:44.000]   is related to status symbols
[00:50:44.000 --> 00:50:46.000]   and I myself am not immune to this.
[00:50:46.000 --> 00:50:49.000]   One of the reasons I travel is because it allows me to say,
[00:50:49.000 --> 00:50:50.000]   "Hey, I've been to all these countries.
[00:50:50.000 --> 00:50:52.000]   I've been to all these places around the world."
[00:50:52.000 --> 00:50:55.000]   It's not only that, so I don't want to oversell the point,
[00:50:55.000 --> 00:50:57.000]   but I do want to make sure that we understand
[00:50:57.000 --> 00:51:03.000]   that in many cases we're not talking about something that's real.
[00:51:03.000 --> 00:51:07.000]   Let's say you want to take a vacation to Hawaii
[00:51:07.000 --> 00:51:10.000]   or you want to take a vacation to Costa Rica.
[00:51:10.000 --> 00:51:13.000]   I'm going to bet that on the whole your vacation to Hawaii
[00:51:13.000 --> 00:51:16.000]   is going to wind up being cheaper and nicer
[00:51:16.000 --> 00:51:18.000]   and a better, more relaxing experience
[00:51:18.000 --> 00:51:21.000]   than your vacation to Costa Rica.
[00:51:21.000 --> 00:51:23.000]   Hawaii is better, everything's simpler,
[00:51:23.000 --> 00:51:25.000]   but oh, you didn't get a stamp in your passport.
[00:51:25.000 --> 00:51:26.000]   Yeah, but so what?
[00:51:26.000 --> 00:51:29.000]   If I was looking for the experience,
[00:51:29.000 --> 00:51:30.000]   the experience within the United States
[00:51:30.000 --> 00:51:32.000]   is probably going to be better on the whole,
[00:51:32.000 --> 00:51:34.000]   cheaper on the whole, all things considered,
[00:51:34.000 --> 00:51:36.000]   than the experience abroad.
[00:51:36.000 --> 00:51:38.000]   So if we're going to travel abroad,
[00:51:38.000 --> 00:51:41.000]   there needs to be some other reason other than those things
[00:51:41.000 --> 00:51:43.000]   and so that's where I embrace the difficulty of it.
[00:51:43.000 --> 00:51:45.000]   I embrace the cultural challenges.
[00:51:45.000 --> 00:51:47.000]   I embrace the linguistic challenges.
[00:51:47.000 --> 00:51:49.000]   I assume that this is going to be worse,
[00:51:49.000 --> 00:51:50.000]   it's going to be uglier,
[00:51:50.000 --> 00:51:52.000]   it's going to be a more difficult experience,
[00:51:52.000 --> 00:51:53.000]   and that's what I'm going for
[00:51:53.000 --> 00:51:55.000]   is because I want to see a world that's not perfect,
[00:51:55.000 --> 00:51:58.000]   where not all the bushes are beautifully manicured
[00:51:58.000 --> 00:52:01.000]   and where not all the people have great customer service.
[00:52:01.000 --> 00:52:05.000]   So I travel to get worse experiences that cost me more money
[00:52:05.000 --> 00:52:08.000]   because I appreciate that cultural diversity
[00:52:08.000 --> 00:52:11.000]   and the linguistic diversity, things like that.
[00:52:11.000 --> 00:52:13.000]   So don't feel pressured that somehow
[00:52:13.000 --> 00:52:15.000]   the way that I'm going to be a good parent
[00:52:15.000 --> 00:52:17.000]   is to travel around the world with my five children.
[00:52:17.000 --> 00:52:20.000]   It's perfectly fine to get in your car
[00:52:20.000 --> 00:52:21.000]   and drive to the national parks
[00:52:21.000 --> 00:52:23.000]   and you're probably going to have
[00:52:23.000 --> 00:52:25.000]   much better experiences doing that,
[00:52:25.000 --> 00:52:27.000]   even if that were all you did,
[00:52:27.000 --> 00:52:29.000]   than traveling around the world.
[00:52:29.000 --> 00:52:31.000]   If you still have a desire to travel after that,
[00:52:31.000 --> 00:52:33.000]   great, I'm with you on that.
[00:52:33.000 --> 00:52:35.000]   Although having done quite a lot of it,
[00:52:35.000 --> 00:52:37.000]   I now appreciate what I didn't appreciate before
[00:52:37.000 --> 00:52:40.000]   of those travels around the United States.
[00:52:40.000 --> 00:52:42.000]   So in order to make this work,
[00:52:42.000 --> 00:52:45.000]   you have to pull it apart into its component parts
[00:52:45.000 --> 00:52:51.000]   and figure out where does the cost of travel come from.
[00:52:51.000 --> 00:52:53.000]   And what most people focus on, I think,
[00:52:53.000 --> 00:52:56.000]   is often the wrong thing.
[00:52:56.000 --> 00:52:59.000]   So airplane tickets are, in general,
[00:52:59.000 --> 00:53:05.000]   shockingly cheap if you're flexible on time and location.
[00:53:05.000 --> 00:53:08.000]   So you alluded to traveling with credit card points,
[00:53:08.000 --> 00:53:09.000]   things like that.
[00:53:09.000 --> 00:53:11.000]   It is possible to travel with credit card points.
[00:53:11.000 --> 00:53:14.000]   I did a whole podcast on the value of credit card points.
[00:53:14.000 --> 00:53:16.000]   I have traveled on credit card points.
[00:53:16.000 --> 00:53:18.000]   I've got some travels planned this fall
[00:53:18.000 --> 00:53:20.000]   with like an eight-country tour
[00:53:20.000 --> 00:53:22.000]   that is all booked on points.
[00:53:22.000 --> 00:53:25.000]   So I've done it and I'm not opposed to it.
[00:53:25.000 --> 00:53:28.000]   What I would say is it's broadly overrated.
[00:53:28.000 --> 00:53:30.000]   And so the people who should use credit card points
[00:53:30.000 --> 00:53:34.000]   are generally people who just have high structural expenses,
[00:53:34.000 --> 00:53:36.000]   usually in a business,
[00:53:36.000 --> 00:53:38.000]   where they book tens of thousands of costs
[00:53:38.000 --> 00:53:39.000]   and business expenses,
[00:53:39.000 --> 00:53:41.000]   and they can just put that on credit cards.
[00:53:41.000 --> 00:53:43.000]   So if you've got tens of thousands of dollars
[00:53:43.000 --> 00:53:45.000]   of business expenses that are spendable as credit cards,
[00:53:45.000 --> 00:53:49.000]   do that, collect the points, and travel that way.
[00:53:49.000 --> 00:53:51.000]   But the idea of travel hacking
[00:53:51.000 --> 00:53:53.000]   for the purposes of collecting points,
[00:53:53.000 --> 00:53:57.000]   I think, is probably a poor use of time.
[00:53:57.000 --> 00:53:58.000]   Not that it can't work,
[00:53:58.000 --> 00:54:01.000]   but I don't think it's the highest and best use of time.
[00:54:01.000 --> 00:54:06.000]   The secret to traveling inexpensively with children
[00:54:06.000 --> 00:54:08.000]   is to travel when it's cheap,
[00:54:08.000 --> 00:54:11.000]   to travel to the places that it's cheap to travel.
[00:54:11.000 --> 00:54:14.000]   And so what you are more interested in
[00:54:14.000 --> 00:54:16.000]   is low-cost airfare.
[00:54:16.000 --> 00:54:19.000]   It's hard to book seven tickets on points
[00:54:19.000 --> 00:54:21.000]   because much of the reward travel
[00:54:21.000 --> 00:54:25.000]   doesn't have availability for seven tickets at a time.
[00:54:25.000 --> 00:54:27.000]   And you're probably not going to collect enough points
[00:54:27.000 --> 00:54:29.000]   that you can get seven first-class seats
[00:54:29.000 --> 00:54:32.000]   like the travel hacker people want.
[00:54:32.000 --> 00:54:35.000]   But what you can do is you can get inexpensive tickets
[00:54:35.000 --> 00:54:37.000]   to all kinds of places,
[00:54:37.000 --> 00:54:39.000]   especially if you're flexible on dates.
[00:54:39.000 --> 00:54:42.000]   So each coast of the United States
[00:54:42.000 --> 00:54:45.000]   has different places that you can travel inexpensively.
[00:54:45.000 --> 00:54:46.000]   From California,
[00:54:46.000 --> 00:54:49.000]   you have all of the Asian low-cost carriers
[00:54:49.000 --> 00:54:51.000]   that can get you back and forth to Asia pretty expensively.
[00:54:51.000 --> 00:54:55.000]   You've got ZipAir that can get you to Tokyo for a few hundred dollars.
[00:54:55.000 --> 00:54:58.000]   There's other low-cost carriers that come in and out.
[00:54:58.000 --> 00:55:02.000]   And if you buy your fares when the fares are cheap
[00:55:02.000 --> 00:55:05.000]   and you buy them to the places that are cheap,
[00:55:05.000 --> 00:55:07.000]   then you can do well.
[00:55:07.000 --> 00:55:08.000]   On the East Coast,
[00:55:08.000 --> 00:55:10.000]   there's all kinds of discounts to the Caribbean,
[00:55:10.000 --> 00:55:11.000]   to Latin America,
[00:55:11.000 --> 00:55:12.000]   on all the low-cost carriers,
[00:55:12.000 --> 00:55:16.000]   and then to Europe on low-cost carriers and low-cost fares.
[00:55:16.000 --> 00:55:20.000]   So the first secret to inexpensive family travel
[00:55:20.000 --> 00:55:23.000]   is don't try to set a date
[00:55:23.000 --> 00:55:25.000]   that you're going to travel in a specific place.
[00:55:25.000 --> 00:55:28.000]   Rather, figure out where it's cheap to go
[00:55:28.000 --> 00:55:30.000]   and when it's cheap to go there,
[00:55:30.000 --> 00:55:33.000]   and then figure out what you're going to do when you get there.
[00:55:33.000 --> 00:55:34.000]   So I would spend time...
[00:55:34.000 --> 00:55:36.000]   Google Flights has become so much better
[00:55:36.000 --> 00:55:38.000]   that really you don't need much more.
[00:55:38.000 --> 00:55:41.000]   Spend time on Google Flights Explorers,
[00:55:41.000 --> 00:55:43.000]   the Google Flights Explorer tab.
[00:55:43.000 --> 00:55:45.000]   That's fantastic.
[00:55:45.000 --> 00:55:48.000]   There are various aggregation services
[00:55:48.000 --> 00:55:51.000]   that'll show you cheap fares.
[00:55:51.000 --> 00:55:54.000]   I subscribed to years to Scott's Cheap Flights,
[00:55:54.000 --> 00:55:56.000]   which is now, I think, going.com,
[00:55:56.000 --> 00:55:57.000]   something like that.
[00:55:57.000 --> 00:55:59.000]   You'll find other tools.
[00:55:59.000 --> 00:56:02.000]   Kayak has an explore function.
[00:56:02.000 --> 00:56:05.000]   Kiwi has explore functions.
[00:56:05.000 --> 00:56:07.000]   Skyscanner has various functions.
[00:56:07.000 --> 00:56:09.000]   All of these tools allow you to figure out
[00:56:09.000 --> 00:56:10.000]   where it's cheap to go
[00:56:10.000 --> 00:56:12.000]   and when it's cheap to go there.
[00:56:12.000 --> 00:56:15.000]   And this is the primary tool that I used
[00:56:15.000 --> 00:56:18.000]   with our travels last year.
[00:56:18.000 --> 00:56:20.000]   The way that I put our trip together
[00:56:20.000 --> 00:56:22.000]   was I found the first ticket.
