
[00:00:00.000 --> 00:00:12.000]   these are
[00:51:02.740 --> 00:51:03.740]   And I think that's a great point.
[00:51:03.740 --> 00:51:04.740]   And I think that's a great point.
[00:51:04.740 --> 00:51:05.740]   And I think that's a great point.
[00:51:05.740 --> 00:51:06.740]   And I think that's a great point.
[00:51:06.740 --> 00:51:07.740]   And I think that's a great point.
[00:51:07.740 --> 00:51:08.740]   And I think that's a great point.
[00:51:08.740 --> 00:51:09.740]   And I think that's a great point.
[00:51:09.740 --> 00:51:10.740]   And I think that's a great point.
[00:51:10.740 --> 00:51:11.740]   And I think that's a great point.
[00:51:11.740 --> 00:51:12.740]   And I think that's a great point.
[00:51:12.740 --> 00:51:13.740]   And I think that's a great point.
[00:51:13.740 --> 00:51:14.740]   And I think that's a great point.
[00:51:14.740 --> 00:51:15.740]   And I think that's a great point.
[00:51:15.740 --> 00:51:16.740]   And I think that's a great point.
[00:51:16.740 --> 00:51:17.740]   And I think that's a great point.
[00:51:17.740 --> 00:51:18.740]   And I think that's a great point.
[00:51:18.740 --> 00:51:19.740]   And I think that's a great point.
[00:51:19.740 --> 00:51:20.740]   And I think that's a great point.
[00:51:20.740 --> 00:51:21.740]   And I think that's a great point.
[00:51:21.740 --> 00:51:22.740]   And I think that's a great point.
[00:51:22.740 --> 00:51:23.740]   And I think that's a great point.
[00:51:23.740 --> 00:51:24.740]   And I think that's a great point.
[00:51:24.740 --> 00:51:25.740]   And I think that's a great point.
[00:51:25.740 --> 00:51:26.740]   And I think that's a great point.
[00:51:26.740 --> 00:51:27.740]   And I think that's a great point.
[00:51:27.740 --> 00:51:28.740]   And I think that's a great point.
[00:51:28.740 --> 00:51:29.740]   And I think that's a great point.
[00:51:29.740 --> 00:51:30.740]   And I think that's a great point.
[00:51:30.740 --> 00:51:31.740]   And I think that's a great point.
[00:51:31.740 --> 00:51:32.740]   And I think that's a great point.
[00:51:32.740 --> 00:51:33.740]   And I think that's a great point.
[00:51:33.740 --> 00:51:34.740]   And I think that's a great point.
[00:51:34.740 --> 00:51:35.740]   And I think that's a great point.
[00:51:35.740 --> 00:51:36.740]   And I think that's a great point.
[00:51:36.740 --> 00:51:37.740]   And I think that's a great point.
[00:51:37.740 --> 00:51:38.740]   And I think that's a great point.
[00:51:38.740 --> 00:51:39.740]   And I think that's a great point.
[00:51:39.740 --> 00:51:40.740]   And I think that's a great point.
[00:51:40.740 --> 00:51:41.740]   And I think that's a great point.
[00:51:41.740 --> 00:51:42.740]   And I think that's a great point.
[00:51:42.740 --> 00:51:43.740]   And I think that's a great point.
[00:51:43.740 --> 00:51:44.740]   And I think that's a great point.
[00:51:44.740 --> 00:51:45.740]   And I think that's a great point.
[00:51:45.740 --> 00:51:46.740]   And I think that's a great point.
[00:51:46.740 --> 00:51:47.740]   And I think that's a great point.
[00:51:47.740 --> 00:51:48.740]   And I think that's a great point.
[00:51:48.740 --> 00:51:49.740]   And I think that's a great point.
[00:51:49.740 --> 00:51:50.740]   And I think that's a great point.
[00:51:50.740 --> 00:51:51.740]   And I think that's a great point.
[00:51:51.740 --> 00:51:52.740]   And I think that's a great point.
[00:51:52.740 --> 00:51:53.740]   And I think that's a great point.
[00:51:53.740 --> 00:51:54.740]   And I think that's a great point.
[00:51:54.740 --> 00:51:55.740]   And I think that's a great point.
[00:51:55.740 --> 00:51:59.780]   And I don't mean to, you know, I don't mean to sound morbid when I say this, but, you
[00:51:59.780 --> 00:52:02.960]   know, these folks literally are in the chair until they die.
[00:52:02.960 --> 00:52:07.320]   And this is what I think creates some of this, some of these issues, right?
[00:52:07.320 --> 00:52:12.240]   So RBG, you know, there could be a claim now that if Ruth Bader Ginsburg had actually stepped
[00:52:12.240 --> 00:52:17.480]   down or tried to hold on, you know, it would could have been a different outcome.
[00:52:17.480 --> 00:52:19.440]   There could have been a different person.
[00:52:19.440 --> 00:52:24.460]   What do you guys think about this age limit concept for Supreme Court justices and dealing
[00:52:24.460 --> 00:52:25.660]   with that in that way?
[00:52:25.660 --> 00:52:27.200]   Versus making these lifetime appointments?
[00:52:27.200 --> 00:52:31.500]   I'm personally strongly in favor of this, but you have to recognize that it would
[00:52:31.500 --> 00:52:34.480]   require changing the Constitution.
[00:52:34.480 --> 00:52:37.480]   There are all kinds of attempted workarounds, but I'm telling you that the people who would
[00:52:37.480 --> 00:52:41.880]   decide the constitutionality of the workarounds are the justices themselves, and they would
[00:52:41.880 --> 00:52:48.400]   have no interest in accepting any limitation on their life tenure.
[00:52:48.400 --> 00:52:52.960]   So you have to expect that we're talking about something that's kind of high in the sky because
[00:52:52.960 --> 00:52:55.580]   we're not going to amend the Constitution to do this until.
[00:52:55.580 --> 00:52:59.540]   We end up with a justice who's senile and who can't do the job and the Supreme Court
[00:52:59.540 --> 00:53:01.400]   turns into a laughingstock.
[00:53:01.400 --> 00:53:04.780]   And at that point, the country will react, but we're just not good as a country at seeing
[00:53:04.780 --> 00:53:05.780]   this problem coming.
[00:53:05.780 --> 00:53:09.820]   I mean, fundamentally, what happens is we're now incentivized to put people on the Supreme
[00:53:09.820 --> 00:53:11.860]   Court when they're in their late teens.
[00:53:11.860 --> 00:53:16.320]   Just get them on there as soon as you can and keep them there for 70 years.
[00:53:16.320 --> 00:53:17.700]   And it's not gotten terrible.
[00:53:17.700 --> 00:53:21.620]   And, you know, Justice Thomas was extremely young, but we seem to have settled around
[00:53:21.620 --> 00:53:22.620]   50 years old.
[00:53:22.620 --> 00:53:25.500]   And there's nothing intrinsically wrong with having somebody.
[00:53:25.500 --> 00:53:29.160]   We've been on the court for 30 years or 40 years at age 50.
[00:53:29.160 --> 00:53:35.380]   We've been super lucky when it's come to the fact that we've everybody's been pretty copious
[00:53:35.380 --> 00:53:41.500]   men says we've we've gotten we've run good and we could run much worse than we have.
[00:53:41.500 --> 00:53:46.240]   We, you know, we see this in the Senate right now that we have some problems and it could
[00:53:46.240 --> 00:53:47.940]   happen with a Supreme Court justice.
[00:53:47.940 --> 00:53:51.420]   But the difficulty is even are you referring to maybe they become senile?
[00:53:51.420 --> 00:53:52.420]   They're not there.
[00:53:52.420 --> 00:53:54.420]   They could have Alzheimer's, Parkinson's, whatever.
[00:53:54.420 --> 00:53:55.420]   Yeah.
[00:53:55.420 --> 00:53:56.420]   What do you do?
[00:53:56.420 --> 00:53:59.940]   Because you can't, you know, you're going to impeach them.
[00:53:59.940 --> 00:54:04.180]   People like the outcomes are going to but like only the justices themselves can decide
[00:54:04.180 --> 00:54:05.680]   whether they're going to leave.
[00:54:05.680 --> 00:54:09.040]   So the the but the problem is this.
[00:54:09.040 --> 00:54:14.880]   We're getting we have a huge incentive now to put on somebody who's very young and the
[00:54:14.880 --> 00:54:20.880]   lead time effect of one presidency of the Trump presidency, for example, now will span,
[00:54:20.880 --> 00:54:23.340]   you know, four decades.
[00:54:23.340 --> 00:54:25.340]   And that I don't think the framers intended.
[00:54:25.340 --> 00:54:28.780]   But, you know, the average life expectancy at the time of the Constitution's framing
[00:54:28.780 --> 00:54:33.880]   when we said life tenure was decades shorter, even for people who like Supreme Court justices
[00:54:33.880 --> 00:54:36.060]   back then who had very good health care.
[00:54:36.060 --> 00:54:39.780]   And so nobody contemplated this when we originally said life tenure.
[00:54:39.780 --> 00:54:44.960]   There is a proposal on this that there were a few members of the House, I think, including
[00:54:44.960 --> 00:54:50.340]   Ro Khanna and Rashid Tlaib and some other folks, but also some conservatives supported
[00:54:50.340 --> 00:54:55.340]   too, for an 18 year term limit for Supreme Court justices.
[00:54:55.340 --> 00:55:00.120]   And I think the way it would work is basically, each president would get to name two justice.
[00:55:00.120 --> 00:55:05.820]   So basically, every two years, you get someone rolls off, and then the new president gets
[00:55:05.820 --> 00:55:07.360]   to choose a pick.
[00:55:07.360 --> 00:55:09.260]   And so every president gets two.
[00:55:09.260 --> 00:55:12.820]   And so yeah, basically, if you think there's there's nine justice on the court, so it takes
[00:55:12.820 --> 00:55:16.700]   18 years for a full cycle for it to roll over.
[00:55:16.700 --> 00:55:20.280]   I think it's pretty interesting, because it would take a lot of the heat out of our these
[00:55:20.280 --> 00:55:25.260]   sort of Supreme Court nomination battles, where you know, somebody dies.
[00:55:25.260 --> 00:55:29.740]   And now it's a nomination fight, and both sides are playing for all the marbles.
[00:55:29.740 --> 00:55:34.020]   If you knew that every presidential election, every president met two votes on the Supreme
[00:55:34.020 --> 00:55:36.860]   Court, it was sort of normalized things.
[00:55:36.860 --> 00:55:37.860]   I don't know.
[00:55:37.860 --> 00:55:42.360]   I mean, I just saw the Constitution says, I know, I know, we need a constitutional amendment.
[00:55:42.360 --> 00:55:44.020]   But I think it's a really interesting idea.
[00:55:44.020 --> 00:55:45.020]   All for it.
[00:55:45.020 --> 00:55:48.900]   Yeah, I mean, I think obviously, there would still occasionally be openings that would
[00:55:48.900 --> 00:55:54.040]   be created, if someone had to step down or would have passed away, but you're right that
[00:55:54.040 --> 00:55:55.180]   it would.
[00:55:55.180 --> 00:55:59.120]   People would be able to plan, we would know when people were going to be rolling on and
[00:55:59.120 --> 00:56:00.120]   rolling off.
[00:56:00.120 --> 00:56:05.280]   I do think it is, you know, it's always struck me as kind of ironic that it is, at least
[00:56:05.280 --> 00:56:12.100]   from a constitutional perspective, easier to add justices to the court than to impose
[00:56:12.100 --> 00:56:15.420]   term limits for which there seems to be a fair amount of amount of support.
[00:56:15.420 --> 00:56:19.900]   Tom and Amy, you have been unbelievably generous with your time and your knowledge.
[00:56:19.900 --> 00:56:24.320]   We truly appreciate you coming here and explaining it to the all in audience.
[00:56:24.320 --> 00:56:25.100]   We're all better.
[00:56:25.100 --> 00:56:27.680]   Thank you for the work that you do and for you sharing them.
[00:56:27.680 --> 00:56:28.680]   The podcast is amazing.
[00:56:28.680 --> 00:56:29.680]   It's so generous of you to have us.
[00:56:29.680 --> 00:56:30.680]   Thanks for having us.
[00:56:30.680 --> 00:56:31.680]   Great to talk to you guys.
[00:56:31.680 --> 00:56:34.680]   All right, Chamath, first off, thanks for getting those amazing guests.
[00:56:34.680 --> 00:56:36.760]   It was quite an education.
[00:56:36.760 --> 00:56:42.600]   I think first, you know, recognize it's for four guys talking about abortion.
[00:56:42.600 --> 00:56:48.660]   And you know, we understand this is not exactly our issue to discuss and opine on.
[00:56:48.660 --> 00:56:53.040]   No, but Jason, the takeaway for me was that this is not just an abortion issue.
[00:56:53.040 --> 00:56:55.020]   Oh, of course, the downstream ones are.
[00:56:55.020 --> 00:56:57.900]   This is gay marriage.
[00:56:57.900 --> 00:56:59.620]   This is interracial marriage.
[00:56:59.620 --> 00:57:01.900]   So on the gay marriage point, let's just go back to that for a second.
[00:57:01.900 --> 00:57:07.260]   So look, I think Tom did a nice job laying out, you know, in pretty neutral terms what's
[00:57:07.260 --> 00:57:09.260]   going on here and where he had a point of view.
[00:57:09.260 --> 00:57:10.700]   He expressed it.
[00:57:10.700 --> 00:57:18.120]   I think the idea that this leads to gay marriage being overturned, I don't see it.
[00:57:18.120 --> 00:57:22.940]   It's just, you know, maybe it's not impossible, but I just don't buy it.
[00:57:22.940 --> 00:57:23.940]   Why?
[00:57:23.940 --> 00:57:24.940]   There's two reasons.
[00:57:24.940 --> 00:57:29.940]   First of all, the Bostick case I mentioned, this was a case just two years ago, written
[00:57:29.940 --> 00:57:36.220]   by Gorsuch, joined by Roberts and the other, so it's a 6-3 decision in which Gorsuch held
[00:57:36.220 --> 00:57:43.140]   that the Civil Rights Act of 1964 protects gay and transgender employees against discrimination.
[00:57:43.140 --> 00:57:47.960]   Now, Tom is right that that's statutory, not constitutional.
[00:57:47.960 --> 00:57:54.860]   But Gorsuch shouldn't have to find in that statute that sex apply to gay people and transgender
[00:57:54.860 --> 00:57:55.860]   people.
[00:57:55.860 --> 00:58:00.340]   The court decided on its own to do that, to interpret the statute that way.
[00:58:00.340 --> 00:58:06.840]   So you're telling me that a court that just two years ago decided that you cannot discriminate
[00:58:06.840 --> 00:58:11.660]   against gay employees is now going to allow discrimination against gay marriage?
[00:58:11.660 --> 00:58:12.980]   I just don't buy it.
[00:58:12.980 --> 00:58:18.220]   And the second issue, the second reason is that marriage equality is broadly popular
[00:58:18.220 --> 00:58:19.940]   now in the United States.
[00:58:19.940 --> 00:58:24.180]   People's minds have really changed on that issue, and I don't think the court would want
[00:58:24.180 --> 00:58:24.860]   to go back.
[00:58:24.860 --> 00:58:27.680]   I think the court would want to go back on an issue where, again, they just ruled on
[00:58:27.680 --> 00:58:33.920]   this in 2015, where basically the issue is now settled in the country.
[00:58:33.920 --> 00:58:38.920]   One of the differences, I think, with abortion is it's still a very hot issue, and it's not
[00:58:38.920 --> 00:58:43.880]   settled in the way that marriage equality or gay marriage is settled.
[00:58:43.880 --> 00:58:48.600]   So I just don't buy this idea that now we're going to be overturning gay marriage, that
[00:58:48.600 --> 00:58:52.080]   we're going to be overturning, like, for example, contraception.
[00:58:52.080 --> 00:58:52.980]   I just don't buy it.
[00:58:52.980 --> 00:58:53.980]   Why?
[00:58:53.980 --> 00:58:54.780]   Because nobody in the country is...
[00:58:54.780 --> 00:58:56.320]   I mean, we're just arguing for outlawing contraception.
[00:58:56.320 --> 00:59:01.200]   Well, I guess the counterargument to that, David, that people would have is, well, we
[00:59:01.200 --> 00:59:06.620]   didn't think they were going to overturn Roe v. Wade, and they have.
[00:59:06.620 --> 00:59:09.160]   And so we feel we got rug pulled.
[00:59:09.160 --> 00:59:15.280]   Kavanaugh, et cetera, people, when they were being interrogated about their views on these
[00:59:15.280 --> 00:59:16.840]   things, they felt like they lied.
[00:59:16.840 --> 00:59:18.580]   So I guess what would the response be there?
[00:59:18.580 --> 00:59:23.060]   Because there seems to be a trust issue here that people are not trusting the Supreme Court
[00:59:23.060 --> 00:59:24.060]   right now.
[00:59:24.060 --> 00:59:27.140]   And of course, depending on which side you are, you might be thrilled or not thrilled
[00:59:27.140 --> 00:59:28.140]   with the outcomes.
[00:59:28.140 --> 00:59:29.580]   I think that was a very good point in our discussion.
[00:59:29.580 --> 00:59:33.520]   But people didn't think this outcome would happen with Roe v. Wade.
[00:59:33.520 --> 00:59:36.840]   So then it's kind of hard to believe anything the court says.
[00:59:36.840 --> 00:59:38.320]   We did talk about this earlier.
[00:59:38.320 --> 00:59:45.080]   I think we mentioned this when we talked about abortion some episodes ago, that this case
[00:59:45.080 --> 00:59:46.500]   was going to go.
[00:59:46.500 --> 00:59:51.800]   And we mentioned, I think, this in the context of this and affirmative action as two things
[00:59:51.800 --> 00:59:53.980]   that were going to get challenged and would probably lose.
[00:59:53.980 --> 00:59:57.500]   And unfortunately, it turns out we're right on one.
[00:59:57.500 --> 01:00:01.700]   And it looks like we may be right on the other as well, because I think the affirmative action
[01:00:01.700 --> 01:00:02.700]   case will get a different view.
[01:00:02.700 --> 01:00:04.760]   Did we think that Roe was going to get overturned?
[01:00:04.760 --> 01:00:05.760]   Did you think that, David?
[01:00:05.760 --> 01:00:09.600]   I admit I thought Roberts was going to get his way on this.
[01:00:09.600 --> 01:00:11.240]   So I am a little bit surprised.
[01:00:11.240 --> 01:00:20.140]   I still think that in terms of the testimony of these nominees, I mean, look, Tom, I think,
[01:00:20.140 --> 01:00:21.980]   nailed the answer to that question.
[01:00:21.980 --> 01:00:23.980]   Saying that these decisions are settled law.
[01:00:23.980 --> 01:00:24.980]   That is just a platitude.
[01:00:24.980 --> 01:00:26.600]   I mean, yes, it's settled law.
[01:00:26.600 --> 01:00:28.040]   It doesn't mean it can't be overturned.
[01:00:28.040 --> 01:00:33.580]   Look, I mean, we all know that in these nomination hearings, the job of every nominee from either
[01:00:33.580 --> 01:00:37.260]   party is to basically say as little as possible.
[01:00:37.260 --> 01:00:40.360]   And describing Roe as a law is doing that.
[01:00:40.360 --> 01:00:44.480]   I mean, it's not it's you could still go back and and overturn it.
[01:00:44.480 --> 01:00:46.500]   So this idea that they lied or whatever.
[01:00:46.500 --> 01:00:49.500]   I mean, look, people hear what they want to hear in these in these.
[01:00:49.500 --> 01:00:53.900]   And they all the Republicans and the Democrats have a perfectly rehearsed answer.
[01:00:53.900 --> 01:00:58.100]   When somebody in the Senate confirmation hearing says, Will you overturn it?
[01:00:58.100 --> 01:01:02.580]   And they and they say, I could never adjudicate the case without knowing the facts.
[01:01:02.580 --> 01:01:05.880]   And I have to, you know, look at every case as a clean slate.
[01:01:05.880 --> 01:01:08.260]   It's like a very well practiced answer to every question.
[01:01:08.260 --> 01:01:11.400]   To your point, David, it's a very rehearsed confirmation process.
[01:01:11.400 --> 01:01:12.400]   Right, exactly.
[01:01:12.400 --> 01:01:17.060]   So this idea that they lied or whatever, look, the only way you think they lied is if you
[01:01:17.060 --> 01:01:21.900]   read if you read something into an answer, that was a platitude that you wanted to hear.
[01:01:21.900 --> 01:01:22.900]   My issue.
[01:01:22.900 --> 01:01:23.900]   My issue with this.
[01:01:23.900 --> 01:01:24.900]   I think it's a very important issue.
[01:01:24.900 --> 01:01:25.900]   I think it's a very important issue.
[01:01:25.900 --> 01:01:26.900]   I think it's a very important issue.
[01:01:26.900 --> 01:01:27.900]   I think it's a very important issue.
[01:01:27.900 --> 01:01:28.900]   I think it's a very important issue.
[01:01:28.900 --> 01:01:29.900]   I think it's a very important issue.
[01:01:29.900 --> 01:01:30.900]   I think it's a very important issue.
[01:01:30.900 --> 01:01:31.900]   I think it's a very important issue.
[01:01:31.900 --> 01:01:32.900]   I think it's a very important issue.
[01:01:32.900 --> 01:01:33.900]   I think it's a very important issue.
[01:01:33.900 --> 01:01:34.900]   I think it's a very important issue.
[01:01:34.900 --> 01:01:35.900]   I think it's a very important issue.
[01:01:35.900 --> 01:01:36.900]   I think it's a very important issue.
[01:01:36.900 --> 01:01:37.900]   I think it's a very important issue.
[01:01:37.900 --> 01:01:38.900]   I think it's a very important issue.
[01:01:38.900 --> 01:01:39.900]   I think it's a very important issue.
[01:01:39.900 --> 01:01:40.900]   I think it's a very important issue.
[01:01:40.900 --> 01:01:41.900]   I think it's a very important issue.
[01:01:41.900 --> 01:01:42.900]   I think it's a very important issue.
[01:01:42.900 --> 01:01:43.900]   I think it's a very important issue.
[01:01:43.900 --> 01:01:44.900]   I think it's a very important issue.
[01:01:44.900 --> 01:01:45.900]   I think it's a very important issue.
[01:01:45.900 --> 01:01:46.900]   I think it's a very important issue.
[01:01:46.900 --> 01:01:47.900]   I think it's a very important issue.
[01:01:47.900 --> 01:01:48.900]   I think it's a very important issue.
[01:01:48.900 --> 01:01:49.900]   I think it's a very important issue.
[01:01:49.900 --> 01:01:50.900]   I think it's a very important issue.
[01:01:50.900 --> 01:01:51.900]   I think it's a very important issue.
[01:01:51.900 --> 01:01:52.900]   I think it's a very important issue.
[01:01:52.900 --> 01:01:53.900]   I think it's a very important issue.
[01:01:53.900 --> 01:01:54.900]   I think it's a very important issue.
[01:01:54.900 --> 01:01:55.900]   I think it's a very important issue.
[01:01:55.900 --> 01:01:56.900]   I think it's a very important issue.
[01:01:56.900 --> 01:01:57.900]   I think it's a very important issue.
[01:01:57.900 --> 01:01:58.900]   I think it's a very important issue.
[01:01:58.900 --> 01:01:59.900]   I think it's a very important issue.
[01:01:59.900 --> 01:02:00.900]   I think it's a very important issue.
[01:02:00.900 --> 01:02:01.900]   I think it's a very important issue.
[01:02:01.900 --> 01:02:02.900]   I think it's a very important issue.
[01:02:02.900 --> 01:02:03.900]   I think it's a very important issue.
[01:02:03.900 --> 01:02:04.900]   I think it's a very important issue.
[01:02:04.900 --> 01:02:05.900]   I think it's a very important issue.
[01:02:05.900 --> 01:02:06.900]   I think it's a very important issue.
[01:02:06.900 --> 01:02:07.900]   I think it's a very important issue.
[01:02:07.900 --> 01:02:08.900]   I think it's a very important issue.
[01:02:08.900 --> 01:02:09.900]   I think it's a very important issue.
[01:02:09.900 --> 01:02:10.900]   I think it's a very important issue.
[01:02:10.900 --> 01:02:11.900]   I think it's a very important issue.
[01:02:11.900 --> 01:02:12.900]   I think it's a very important issue.
[01:02:12.900 --> 01:02:13.900]   I think it's a very important issue.
[01:02:13.900 --> 01:02:14.900]   I think it's a very important issue.
[01:02:14.900 --> 01:02:15.900]   I think it's a very important issue.
[01:02:15.900 --> 01:02:16.900]   I think it's a very important issue.
[01:02:16.900 --> 01:02:17.900]   I think it's a very important issue.
[01:02:17.900 --> 01:02:18.900]   I think it's a very important issue.
[01:02:18.900 --> 01:02:19.900]   I think it's a very important issue.
[01:02:19.900 --> 01:02:20.900]   I think it's a very important issue.
[01:02:20.900 --> 01:02:21.900]   I think it's a very important issue.
[01:02:21.900 --> 01:02:22.900]   I think it's a very important issue.
[01:02:22.900 --> 01:02:23.900]   I think it's a very important issue.
[01:02:23.900 --> 01:02:24.900]   I think it's a very important issue.
[01:02:24.900 --> 01:02:25.900]   I think it's a very important issue.
[01:02:25.900 --> 01:02:26.900]   I think it's a very important issue.
[01:02:26.900 --> 01:02:27.900]   I think it's a very important issue.
[01:02:27.900 --> 01:02:28.900]   I think it's a very important issue.
[01:02:28.900 --> 01:02:29.900]   I think it's a very important issue.
[01:02:29.900 --> 01:02:30.900]   I think it's a very important issue.
[01:02:30.900 --> 01:02:31.900]   I think it's a very important issue.
[01:02:31.900 --> 01:02:32.900]   I think it's a very important issue.
[01:02:32.900 --> 01:02:33.900]   I think it's a very important issue.
[01:02:33.900 --> 01:02:34.900]   I think it's a very important issue.
[01:02:34.900 --> 01:02:35.900]   I think it's a very important issue.
[01:02:35.900 --> 01:02:36.900]   I think it's a very important issue.
[01:02:36.900 --> 01:02:37.900]   I think it's a very important issue.
[01:02:37.900 --> 01:02:38.900]   I think it's a very important issue.
[01:02:38.900 --> 01:02:39.900]   I think it's a very important issue.
[01:02:39.900 --> 01:02:40.900]   I think it's a very important issue.
[01:02:40.900 --> 01:02:41.900]   I think it's a very important issue.
[01:02:41.900 --> 01:02:42.900]   I think it's a very important issue.
[01:02:42.900 --> 01:02:43.900]   I think it's a very important issue.
[01:02:43.900 --> 01:02:44.900]   I think it's a very important issue.
[01:02:44.900 --> 01:02:45.900]   I think it's a very important issue.
[01:02:45.900 --> 01:02:46.900]   I think it's a very important issue.
[01:02:46.900 --> 01:02:47.900]   I think it's a very important issue.
[01:02:47.900 --> 01:02:48.900]   I think it's a very important issue.
[01:02:48.900 --> 01:02:49.900]   I think it's a very important issue.
[01:02:49.900 --> 01:02:50.900]   I think it's a very important issue.
[01:02:50.900 --> 01:02:51.900]   I think it's a very important issue.
[01:02:51.900 --> 01:02:52.900]   I think it's a very important issue.
[01:02:52.900 --> 01:02:53.900]   I think it's a very important issue.
[01:02:53.900 --> 01:02:54.900]   I think it's a very important issue.
[01:02:54.900 --> 01:02:55.900]   I think it's a very important issue.
[01:02:55.900 --> 01:02:56.900]   I think it's a very important issue.
[01:02:56.900 --> 01:02:57.900]   I think it's a very important issue.
[01:02:57.900 --> 01:02:58.900]   I think it's a very important issue.
[01:02:58.900 --> 01:02:59.900]   I think it's a very important issue.
[01:02:59.900 --> 01:03:00.900]   I think it's a very important issue.
[01:03:00.900 --> 01:03:01.900]   I think it's a very important issue.
[01:03:01.900 --> 01:03:02.900]   I think it's a very important issue.
[01:03:02.900 --> 01:03:03.900]   I think it's a very important issue.
[01:03:03.900 --> 01:03:04.900]   I think it's a very important issue.
[01:03:04.900 --> 01:03:05.900]   I think it's a very important issue.
[01:03:05.900 --> 01:03:06.900]   I think it's a very important issue.
[01:03:06.900 --> 01:03:07.900]   I think it's a very important issue.
[01:03:07.900 --> 01:03:08.900]   I think it's a very important issue.
[01:03:08.900 --> 01:03:09.900]   I think it's a very important issue.
[01:03:09.900 --> 01:03:10.900]   I think it's a very important issue.
[01:03:10.900 --> 01:03:11.900]   I think it's a very important issue.
[01:03:11.900 --> 01:03:12.900]   I think it's a very important issue.
[01:03:12.900 --> 01:03:13.900]   I think it's a very important issue.
[01:03:13.900 --> 01:03:14.900]   I think it's a very important issue.
[01:03:14.900 --> 01:03:15.900]   I think it's a very important issue.
[01:03:15.900 --> 01:03:16.900]   I think it's a very important issue.
[01:03:16.900 --> 01:03:17.900]   I think it's a very important issue.
[01:03:17.900 --> 01:03:18.900]   I think it's a very important issue.
[01:03:18.900 --> 01:03:19.900]   I think it's a very important issue.
[01:03:19.900 --> 01:03:20.900]   I think it's a very important issue.
[01:03:20.900 --> 01:03:21.900]   I think it's a very important issue.
[01:03:21.900 --> 01:03:22.900]   I think it's a very important issue.
[01:03:22.900 --> 01:03:23.900]   I think it's a very important issue.
[01:03:23.900 --> 01:03:24.900]   I think it's a very important issue.
[01:03:24.900 --> 01:03:25.900]   I think it's a very important issue.
[01:03:25.900 --> 01:03:26.900]   I think it's a very important issue.
[01:03:26.900 --> 01:03:27.900]   I think it's a very important issue.
[01:03:27.900 --> 01:03:28.900]   I think it's a very important issue.
[01:03:28.900 --> 01:03:29.900]   I think it's a very important issue.
[01:03:29.900 --> 01:03:30.900]   I think it's a very important issue.
[01:03:30.900 --> 01:03:31.900]   I think it's a very important issue.
[01:03:31.900 --> 01:03:32.900]   I think it's a very important issue.
[01:03:32.900 --> 01:03:33.900]   I think it's a very important issue.
[01:03:33.900 --> 01:03:34.900]   I think it's a very important issue.
[01:03:34.900 --> 01:03:35.900]   I think it's a very important issue.
[01:03:35.900 --> 01:03:36.900]   I think it's a very important issue.
[01:03:36.900 --> 01:03:37.900]   I think it's a very important issue.
[01:03:37.900 --> 01:03:38.900]   I think it's a very important issue.
[01:03:38.900 --> 01:03:39.900]   I think it's a very important issue.
[01:03:39.900 --> 01:03:40.900]   I think it's a very important issue.
[01:03:40.900 --> 01:03:41.900]   I think it's a very important issue.
[01:03:41.900 --> 01:03:42.900]   I think it's a very important issue.
[01:03:42.900 --> 01:03:43.900]   I think it's a very important issue.
[01:03:43.900 --> 01:03:44.900]   I think it's a very important issue.
[01:03:44.900 --> 01:03:45.900]   I think it's a very important issue.
[01:03:45.900 --> 01:03:46.900]   I think it's a very important issue.
[01:03:46.900 --> 01:03:47.900]   I think it's a very important issue.
[01:03:47.900 --> 01:03:48.900]   I think it's a very important issue.
[01:03:48.900 --> 01:03:49.900]   I think it's a very important issue.
[01:03:49.900 --> 01:03:50.900]   I think it's a very important issue.
[01:03:50.900 --> 01:03:51.900]   I think it's a very important issue.
[01:03:51.900 --> 01:03:52.900]   I think it's a very important issue.
[01:03:52.900 --> 01:03:53.900]   I think it's a very important issue.
[01:03:53.900 --> 01:03:54.900]   I think it's a very important issue.
[01:03:54.900 --> 01:03:55.900]   I think it's a very important issue.
[01:03:55.900 --> 01:03:56.900]   I think it's a very important issue.
[01:03:56.900 --> 01:03:57.900]   I think it's a very important issue.
[01:03:57.900 --> 01:03:58.900]   I think it's a very important issue.
[01:03:58.900 --> 01:03:59.900]   I think it's a very important issue.
[01:03:59.900 --> 01:04:00.900]   I think it's a very important issue.
[01:04:00.900 --> 01:04:01.900]   I think it's a very important issue.
[01:04:01.900 --> 01:04:02.900]   I think it's a very important issue.
[01:04:02.900 --> 01:04:03.900]   I think it's a very important issue.
[01:04:03.900 --> 01:04:04.900]   I think it's a very important issue.
[01:04:04.900 --> 01:04:05.900]   I think it's a very important issue.
[01:04:05.900 --> 01:04:06.900]   I think it's a very important issue.
[01:04:06.900 --> 01:04:07.900]   I think it's a very important issue.
[01:04:07.900 --> 01:04:08.900]   I think it's a very important issue.
[01:04:08.900 --> 01:04:09.900]   I think it's a very important issue.
[01:04:09.900 --> 01:04:10.900]   I think it's a very important issue.
[01:04:10.900 --> 01:04:11.900]   I think it's a very important issue.
[01:04:11.900 --> 01:04:12.900]   I think it's a very important issue.
[01:04:12.900 --> 01:04:13.900]   I think it's a very important issue.
[01:04:13.900 --> 01:04:14.900]   I think it's a very important issue.
[01:04:14.900 --> 01:04:15.900]   I think it's a very important issue.
