
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[02:04:37.380 --> 02:05:07.380]  , you know, I think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always
[02:05:07.400 --> 02:05:37.400]  , you know, I think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are always unexpected consequences and I don't think that there are all these things that are you know what the realistic thing I suspect you know what will sort of the merge
[02:05:37.400 --> 02:05:37.400]  , you know what will sort of the merge
[02:05:37.420 --> 02:05:44.100]   maybe it's kind of an ecosystem of the AIs just as you know again I don't really know I mean this is maybe it's kind of an ecosystem of the AIs just as you know again I don't really know I mean this is
[02:05:44.100 --> 02:06:07.420]   something it's it's hard to it's hard to be clear about what will happen and I think that there are there are a lot of sort of details of you know what could we do what systems in the world could we connect an AI to you know I have to say I was just a couple of days ago I was working on this chat GPT plug-in kit that we have for Wolfen Language okay where
[02:06:07.420 --> 02:06:07.420]   I was just a couple of days ago I was working on this chat GPT plug-in kit that we have for Wolfen Language okay where
[02:06:07.420 --> 02:06:07.420]   I was just a couple of days ago I was working on this chat GPT plug-in kit that we have for Wolfen Language okay where
[02:06:07.460 --> 02:06:37.440]  ,
[02:06:37.440 --> 02:06:37.440]   I was just a couple of days ago I was working on this chat GPT plug-in kit that we have for Wolfen Language okay where you can you know you can create a plug-in and it runs Wolfen Language code and it can run Wolfen Language code back on your own computer and I was thinking well I can just make it you know I can tell chat GPT create a piece of code and then just run it on my computer and I'm like you know that that sort of personalizes for me the what could what could possibly go wrong so to speak was that exciting or scary that possibility it was a little bit scary actually because it's kind of like like I realize I'm I'm I'm I'm I'm
[02:06:37.460 --> 02:06:41.580]   delegating to the AI just write a piece of code you know you're in
[02:06:41.580 --> 02:06:44.000]   delegating to the AI just write a piece of code you know you're in charge write a piece of code run it on my computer and
[02:06:44.000 --> 02:06:46.220]   charge write a piece of code run it on my computer and pretty soon all my files that's like
[02:06:46.220 --> 02:06:48.920]   pretty soon all my files that's like that's like a that's like Russian related but
[02:06:48.920 --> 02:06:51.060]   that's like a that's like Russian related but like much more complicated yeah you know
[02:06:51.060 --> 02:06:53.420]   like much more complicated yeah you know that yes yes right that's a good drinking
[02:06:53.420 --> 02:06:57.060]   that yes yes right that's a good drinking game I don't know so what well right I mean
[02:06:57.060 --> 02:07:00.600]   game I don't know so what well right I mean that's why it's an interesting question then
[02:07:00.600 --> 02:07:02.560]   that's why it's an interesting question then if you do that right what is the
[02:07:02.560 --> 02:07:04.280]   if you do that right what is the sandbox thing that you should have and
[02:07:04.320 --> 02:07:16.240]   wouldn
[02:09:52.160 --> 02:09:53.220]   and the kind of digital environment might change in six months. So one of the relevant concerns here in terms of the impact of GPT on society is the nature of truth that's relevant to Wolfram Alpha. Because computation through symbolic reasoning that's embodied in Wolfram Alpha as the interface, there's a kind of sense that what Wolfram Alpha tells me is true. So we hope.
[02:09:53.220 --> 02:09:53.220]   -------
[02:10:23.240 --> 02:10:23.240]   -------
[02:10:23.280 --> 02:10:34.300]   IT
[02:10:34.300 --> 02:10:36.480]  羅台灣
[02:10:36.480 --> 02:10:42.440]   cannotowego consists story, it is a kind of I look I�G S� selfieory troubledenses. I know the al vem� director. I'm the reason. I'm the kind of the test. I'm the fact that the c hung the, but the, the, and, and the, and the, the, and, the, the, the, the, the, the, the, the, the, the, the, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ch eine
[02:10:42.440 --> 02:10:52.000]   Hi- jeopardy. remind dad could be mission coworkers Ichachte� dalamalis� panda facilG.Grand cuenta高혹 Claudia Potato crossedammen dared eccentricHold части بن並 floatomin beyond Ey Democrat wouldnpl dependence ing Che engra aperIF reduces은 All Например視 Shnahvis the space are ended
[02:10:52.080 --> 02:11:20.880]   a machine learning system. This particular machine learning system recognized this thing that say that's a sort of a definite a fact so to speak and that�s you know there are there is a good network of those things in the world. It�s certainly the case that particularly when you say is so and so a good person. You know that�s a that�s a hopelessly you know we might have a computational language definition of good. I don't think it�d be very interesting.
[02:11:20.920 --> 02:11:30.540]   December
[02:11:30.540 --> 02:11:32.700]   that not
[02:12:16.600 --> 02:12:16.600]   and
[02:12:54.780 --> 02:13:02.200]   yes but uh i think we're gonna have to contend with that question oh and i wonder what ai would
[02:13:02.200 --> 02:13:09.820]   say yeah well i think you know one of the things with with ais is it's one thing to wipe out that
[02:13:09.820 --> 02:13:12.320]   ai that is only you know it has no owner you can easily imagine that it's a murder of an ai and
[02:13:12.320 --> 02:13:12.320]   you know it's a murder of an ai and you know it's a murder of an ai and you know it's a murder of an ai and
[02:13:12.320 --> 02:13:12.320]   you know it's a murder of an ai and you know it's a murder of an ai and you know it's a murder of an ai
[02:13:12.320 --> 02:13:12.320]   you know it's a murder of an ai and you know it's a murder of an ai and you know it's a murder of an ai
[02:13:12.320 --> 02:13:12.380]   you know it's a murder of an ai and you know it's a murder of an ai and you know it's a murder of an ai
[02:13:12.420 --> 02:13:22.600]  �
[02:13:22.600 --> 02:13:23.460]   in. out,
[02:13:41.220 --> 02:13:45.120]   about what the humans agree about.
[02:13:45.120 --> 02:13:55.420]   There are certain things that human laws have tended to consistently agree about.
[02:13:55.420 --> 02:14:02.060]   There have been times in history when people have gone away from certain kinds of laws,
[02:14:02.060 --> 02:14:06.340]   even ones that we would now say, "How could you possibly have not done it that way?"
[02:14:06.340 --> 02:14:08.940]   That just doesn't seem right at all.
[02:14:10.020 --> 02:14:38.840]  .
[02:14:38.840 --> 02:14:38.840]   That's right.
[02:14:38.840 --> 02:14:38.840]   That's right.
[02:14:38.860 --> 02:15:07.760]  , that's right.
[02:15:07.760 --> 02:15:07.860]   That's right.
[02:15:07.860 --> 02:15:07.900]   That's right.
[02:15:07.900 --> 02:15:08.860]   That's right.
[02:15:08.860 --> 02:15:08.880]   It's not a question of whether a person is good or not.
[02:15:08.880 --> 02:15:08.880]   It's a question of whether a person is good or not.
[02:15:08.880 --> 02:15:08.880]   There seems to be a lot of gray area.
[02:15:08.880 --> 02:15:08.880]   There seems to be a lot of gray area.
[02:15:08.880 --> 02:15:08.880]   There seems to be a lot of gray area.
[02:15:08.880 --> 02:15:08.880]   And that starts becoming really interesting.
[02:15:08.880 --> 02:15:08.880]   I think your, since the creation of Wolfram Alpha have been a kind of arbiter of truth at a large scale. So this system is generates more truth and try to make sure that the things are true. I mean look as a practical matter, when people write computational contracts and it's kind of like, if this happens in the world then do the other way. And if this happens in the world then do the other way. I think that's a good thing.
[02:15:08.900 --> 02:15:34.920]   Yes.
[02:15:34.920 --> 02:15:38.920]   Yes.
[02:15:38.920 --> 02:15:38.920]   And this hasn't developed as quickly as it might have done. You know, this has been a sort of a blockchain story in part and so on, although blockchain is not really necessary for the idea of computational contracts. But you can imagine that eventually sort of a large part of what's in the world are these giant chains and networks of computational contracts.
[02:15:38.920 --> 02:15:38.920]   And then something happens in the world and this whole giant domino effect of contracts firing autonomously that cause other things to happen. And for a reason, I think it's important to think about that.
[02:15:38.920 --> 02:15:38.920]   And then something happens in the world and this whole giant domino effect of contracts firing autonomously that cause other things to happen. And you know, for a reason, I think it's important to think about that.
[02:15:38.920 --> 02:15:38.920]   And then something happens in the world and this whole giant domino effect of contracts firing autonomously that cause other things to happen.
[02:15:39.460 --> 02:16:08.960]   And then something happens in the world and this whole giant domino effect of contracts firing autonomously that cause other things to happen. And you know, for us, you know, we've been the main sort of source to the Oracle of quotes facts or truth or something for things like blockchain computational contracts and such like. And there's a question of you know, what you know, I consider that responsibility to actually get the stuff right. And one of the things that is tricky sometimes is when is it true, when is it a fact, when is it not a fact. I think the best we can do is to say, you know, we have a lot of people in the world that have no information.
[02:16:08.960 --> 02:16:08.960]   It's a lot of people that have no information that have no information and no information about it.
[02:16:08.980 --> 02:16:39.000]   And we have a procedure. We follow the procedure. We might get it wrong, but at least we won't be corrupt about getting it wrong, so to speak. So that's beautifully put. I have a transparency about the procedure. The problem starts to emerge when the things that you convert into computational language start to expand. For example, into the realm of politics. So this is where it's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:16:39.000 --> 02:16:39.000]   And you know, we have a procedure. We follow the procedure. We might get it wrong, but at least we won't be corrupt about getting it wrong, so to speak. So that's beautifully put. I have a transparency about the procedure. The problem starts to emerge when the things that you convert into computational language start to expand. So this is where it's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:16:39.000 --> 02:16:39.000]   It's almost like this nice dance of Wolfram Alpha and Chadwick.
[02:16:39.040 --> 02:17:09.040]   And you know, we have a transparency about the procedure. The problem starts to emerge when the things that you convert into computational language start to expand. So this is where it's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:09.040 --> 02:17:09.040]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:09.040 --> 02:17:09.040]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:09.040 --> 02:17:09.040]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:09.060 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.080 --> 02:17:39.080]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:17:39.620 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.120 --> 02:18:09.120]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:09.140 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.160 --> 02:18:39.160]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:18:39.700 --> 02:19:09.200]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:09.200 --> 02:19:09.200]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:09.200 --> 02:19:09.200]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:09.200 --> 02:19:09.200]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:09.200 --> 02:19:09.200]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:09.220 --> 02:19:17.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:17.240 --> 02:19:19.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:19.240 --> 02:19:21.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:21.240 --> 02:19:23.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:23.240 --> 02:19:25.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:25.240 --> 02:19:27.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:27.240 --> 02:19:29.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:29.240 --> 02:19:31.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:31.240 --> 02:19:33.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:33.240 --> 02:19:35.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:35.240 --> 02:19:37.240]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:19:37.780 --> 02:20:07.280]  , it's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.280 --> 02:20:07.280]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.280 --> 02:20:07.280]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.280 --> 02:20:07.280]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.280 --> 02:20:07.280]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.280 --> 02:20:07.280]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:07.300 --> 02:20:15.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:15.320 --> 02:20:17.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:17.320 --> 02:20:19.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:19.320 --> 02:20:21.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:21.320 --> 02:20:23.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:23.320 --> 02:20:25.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:25.320 --> 02:20:27.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:27.320 --> 02:20:29.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:29.320 --> 02:20:31.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:31.320 --> 02:20:33.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:33.320 --> 02:20:35.320]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:20:35.860 --> 02:21:05.360]  , it's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:05.360 --> 02:21:05.360]   It's almost like this nice dance of Wolfram and Chadwick Boseman.
[02:21:05.380 --> 02:21:13.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:13.400 --> 02:21:15.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:15.400 --> 02:21:17.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:17.400 --> 02:21:19.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:19.400 --> 02:21:21.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:21.400 --> 02:21:23.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:23.400 --> 02:21:25.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:25.400 --> 02:21:27.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:27.400 --> 02:21:29.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:29.400 --> 02:21:31.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:31.400 --> 02:21:33.400]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:21:33.940 --> 02:22:03.440]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really good question.
[02:22:03.440 --> 02:22:03.440]   It's almost like this nice dance of Wolfram Alpha and Chadwick Boseman.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really good question.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really good question.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really good question.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really nice dance of Wolfram Alpha and Chadwick Boseman.
[02:22:03.440 --> 02:22:03.440]   Yeah, I think that's a really nice dance of Wolfram and Chadwick Boseman.
[02:22:03.480 --> 02:22:13.940]   maybe
[02:22:13.940 --> 02:22:14.540]   Иught with chick
[02:22:14.540 --> 02:22:29.480]   " don and dieser 제대로 � wanna be, and, and, and, and, and, and, and, and,ww HEL C WH C BP CP CP. But, .orc. So, de, see, or,,..,.,.,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,, like, but, Dash That's this is a Second filming BT.NGN blessed grow"C Thomas trabalhGCTAndCool actingDG regulatorsCGCA econD EtMGN developersC manB
[02:22:29.480 --> 02:22:30.720]  I willS觀眾G guessG
[02:25:42.640 --> 02:25:42.640]   So, I'm going to show you a video that I made with this chatgbt plugin kit. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes. I made a thing that would emit a sound would play a tune on my local computer. So, chatgbt would produce a series of notes
[02:25:42.680 --> 02:25:52.060]  ôm
[02:25:52.060 --> 02:26:09.780]   check and storm
[02:26:11.240 --> 02:26:18.160]   describe
[02:26:18.160 --> 02:26:21.460]   a, when,ich F Okt I
[02:26:21.460 --> 02:26:27.380]   but,
[02:26:27.380 --> 02:26:39.600]  , he, lead,,,,,,,. why З way answer 8 toneense
[02:26:39.980 --> 02:26:47.000]   how 9000 is, the thing was just a rhetorical device
[02:26:47.000 --> 02:26:51.000]   because I'm realizing, oh my gosh, this chat GPT
[02:26:51.000 --> 02:26:53.000]   could have easily fooled me.
[02:26:53.000 --> 02:26:57.000]   It did this amazing thing of knowing this thing about the movie
[02:26:57.000 --> 02:27:01.000]   and being able to turn that into the notes of the song
[02:27:01.000 --> 02:27:03.000]   except it's the wrong song.
[02:27:03.000 --> 02:27:08.000]   And how in the movie, how says,
[02:27:08.000 --> 02:27:08.720]   I think it's something like,
[02:27:08.720 --> 02:27:08.720]   Howl 9000 is the thing with the rhetorical device
[02:27:08.720 --> 02:27:08.720]   except it's the wrong song.
[02:27:08.720 --> 02:27:08.720]   And how in the movie, howl says,
[02:27:08.720 --> 02:27:08.720]   Howl 9000 is the thing with the rhetorical device
[02:27:08.720 --> 02:27:08.720]   And howl 9000 is the thing with the rhetorical device
[02:27:08.720 --> 02:27:08.720]   And howl 9000 is the thing with the rhetorical device
[02:27:08.720 --> 02:27:08.720]   And howl 9000 is the thing with the rhetorical device
[02:27:08.720 --> 02:27:08.720]   And howl 9000 is the thing with the rhetorical device
[02:27:08.940 --> 02:27:37.480]   I think it's something like, you know, no Howl 9000 series computer has ever been found to make an error.
[02:27:37.480 --> 02:27:37.520]   I think it's something like, you know, no Howl 9000 series computer has ever been found to make an error.
[02:27:37.520 --> 02:27:37.560]   I think it's something like, you know, no Howl 9000 series computer has ever been found to make an error.
[02:27:37.560 --> 02:27:37.640]   I think it's something like, you know, no 9000 series computer has ever been found to make an error.
[02:27:37.640 --> 02:27:37.680]   I think it's something like, you know, no 9000 series computer has ever been found to make an error.
[02:27:37.700 --> 02:27:41.280]   Oh, right.
[02:27:41.280 --> 02:27:58.840]   The really remarkable thing about ChatGPT is, you know, I had been following what was happening with large language models and I played with them a whole bunch and they were kind of like, eh, you know, kind of like what you would expect based on sort of statistical continuation of language.
[02:27:58.840 --> 02:28:02.480]   It's interesting, but it's not breakout exciting.
[02:28:02.480 --> 02:28:06.640]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:06.640 --> 02:28:06.640]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:06.640 --> 02:28:06.640]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:06.640 --> 02:28:06.680]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:06.880 --> 02:28:35.720]  , and I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:35.720 --> 02:28:35.760]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:35.760 --> 02:28:36.000]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:36.000 --> 02:28:36.040]   And I think the kind of reinforcement, the human language model, I think, is going to be a little bit more complex than the actual language model.
[02:28:36.060 --> 02:28:43.320]   this above the threshold, where it really is well aligned to what we humans are interested in.
[02:28:43.320 --> 02:28:50.320]   And I think nobody saw that coming, I think.
[02:28:50.320 --> 02:28:56.560]   Certainly nobody I've talked to, nobody who was involved in that project seems to have known it was coming.
[02:28:56.560 --> 02:29:00.720]   It's just one of these things that is a sort of remarkable threshold.
[02:29:00.720 --> 02:29:05.360]   I mean, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:05.360 --> 02:29:05.360]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:05.360 --> 02:29:05.360]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:05.360 --> 02:29:05.360]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:05.360 --> 02:29:05.360]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:06.280 --> 02:29:34.720]  , you know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.720 --> 02:29:34.760]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.760 --> 02:29:34.800]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.800 --> 02:29:34.840]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.840 --> 02:29:34.880]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.880 --> 02:29:34.920]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.920 --> 02:29:34.960]   You know, when we built Wolfram Alpha, for example, I didn't know it was going to work.
[02:29:34.960 --> 02:29:35.000]   You know, when we built Wolfram, I didn't know it was going to work.
[02:29:35.000 --> 02:29:35.040]   I didn't know it was going to work.
[02:29:35.080 --> 02:29:44.900]   동안
[02:29:44.900 --> 02:29:45.280]   head and is,,, Ну
[02:29:45.280 --> 02:30:04.400]  �n corn makes the N the make the I get the inform ran buy
[02:30:04.480 --> 02:30:17.260]  bew and I think it�s a bit but you know the things and the thing I found you know I remember one of the first things I tried was write a persuasive essay that a wolf is the bluest kind of animal.
[02:30:17.260 --> 02:30:33.400]   So write the thing and it starts talking about these wolves that live on the Tibetan plateau and they are named some Latin name and so on and I'm like really I'm starting to look it up on the web and it's like well it's actually complete nonsense.
[02:30:33.400 --> 02:30:33.880]   ------------------------------5d9e3d4e4fc6--
[02:30:33.880 --> 02:30:33.880]   ------------------------------5d9e3d4e4fc6--
[02:30:33.880 --> 02:30:33.880]   ------------------------------5d9e3d4e4fc6--
[02:30:33.880 --> 02:30:33.880]   ------------------------------5d9e3d4e4fc6--
[02:30:33.880 --> 02:30:33.880]   ------------------------------5d9e3d4e4fc6--
[02:30:34.880 --> 02:31:03.540]   ------------------------------- 5d9e3d4e4fc6--
[02:31:03.540 --> 02:31:03.600]   ------------------------------- 5d9e3d4e4fc6--
[02:31:03.600 --> 02:31:03.620]   ------------------------------- 5d9e3d4e4fc6--
[02:31:03.620 --> 02:31:03.640]   ----------------------- 5d9e3d4e4f6--
[02:31:03.640 --> 02:31:03.720]   ------------------- ------------------- 5d9e4e4f6--
[02:31:03.760 --> 02:31:15.760]   think
[02:34:26.360 --> 02:34:26.400]  . What's going to happen to all these programmers? What's going to happen to all these people who, you know, a lot of what they do is write slabs of boilerplate code. And in a sense, you know, I've been saying for 40 years, that's not a very good idea. You know, you can automate a lot of that stuff with a high enough level language, that slab of code that's designed in the right way, you know, that slab of code turns into this one function we just implemented that you can just use. So, you know, I think that's a good idea.
[02:34:26.400 --> 02:34:26.820]   Mm-hmm.
[02:34:26.820 --> 02:34:27.340]   Mm-hmm.
[02:34:27.340 --> 02:34:27.380]   Mm-hmm.
[02:34:49.720 --> 02:34:56.440]   So, you know, when you look at, I don't know, computer science departments that have turned into places where people are learning the trade of programming, so to speak, it's sort of a question of what's going to happen.
[02:34:56.440 --> 02:34:56.880]   Mm-hmm.
[02:34:56.880 --> 02:34:57.400]   And, you know, I think that's a good idea.
[02:34:57.420 --> 02:35:27.400]  ,
[02:35:27.400 --> 02:35:27.440]   You know, I think there are two dynamics.
[02:35:27.460 --> 02:35:57.460]  ,
[02:35:57.460 --> 02:35:57.460]   You know, I think there are two dynamics.
[02:35:57.460 --> 02:35:57.460]   But, you know, the computational language, it might turn into LLVM or something like this, but, you know, or it just directly gets run through the algorithms we have and so on.
[02:35:57.460 --> 02:35:57.460]   But then, so that's kind of a tearing down of this kind of this big structure that's been built of teaching people programming.
