
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:37:06.020 --> 00:37:07.740]   There are more funds than there are securities now.
[00:37:07.740 --> 00:37:11.060]   So it's sort of an interesting factoid.
[00:37:11.060 --> 00:37:16.060]   And so we were maniacal about that.
[00:37:16.060 --> 00:37:19.300]   The second thing that we actually measure up,
[00:37:19.300 --> 00:37:21.460]   we sometimes survey people to death,
[00:37:21.460 --> 00:37:23.780]   and we hear that, I apologize for it,
[00:37:23.780 --> 00:37:25.380]   but we wanna know what our clients think.
[00:37:25.380 --> 00:37:28.820]   So we client loyalty, and we can measure this
[00:37:28.820 --> 00:37:31.500]   both mathematically as well as through survey data.
[00:37:31.500 --> 00:37:36.300]   The mathematical measure is the redemption ratio in a fund.
[00:37:36.300 --> 00:37:39.300]   So how long do people stay in a particular fund?
[00:37:39.300 --> 00:37:41.020]   And one of the things we're really proud of
[00:37:41.020 --> 00:37:43.220]   is our fund shareholders tend to stay with us
[00:37:43.220 --> 00:37:46.420]   three times as long as the average shareholder
[00:37:46.420 --> 00:37:47.660]   in the industry.
[00:37:47.660 --> 00:37:49.180]   I'm very loyal client base.
[00:37:49.180 --> 00:37:53.860]   And then we will use survey data to reinforce that message.
[00:37:53.860 --> 00:37:56.700]   The third metric was the expense ratio.
[00:37:56.700 --> 00:37:59.860]   Because we know the one thing we could control,
[00:37:59.860 --> 00:38:03.060]   we couldn't control the absolute return in market.
[00:38:03.060 --> 00:38:04.940]   We could control our expenses,
[00:38:04.940 --> 00:38:06.940]   and so we could have a real say
[00:38:06.940 --> 00:38:08.820]   on what the net return was.
[00:38:08.820 --> 00:38:13.260]   And so we were, that goes back to 1974 to 1975
[00:38:13.260 --> 00:38:14.460]   when we launched.
[00:38:14.460 --> 00:38:16.940]   And so those three metrics, fund performance,
[00:38:16.940 --> 00:38:20.260]   client loyalty, and expense ratio,
[00:38:20.260 --> 00:38:23.580]   were how we thought about the external side.
[00:38:23.580 --> 00:38:26.380]   And in a sense, fund performance and the expense ratio,
[00:38:26.380 --> 00:38:27.860]   if you sort of look at them together,
[00:38:27.860 --> 00:38:30.660]   that is in a sense a P&L for how you're doing
[00:38:30.660 --> 00:38:31.700]   for your investors.
[00:38:31.700 --> 00:38:33.900]   By the way, you might be interested,
[00:38:33.900 --> 00:38:37.780]   the fourth metric was our employee engagement,
[00:38:37.780 --> 00:38:39.140]   crew member engagement.
[00:38:39.140 --> 00:38:43.460]   So we wanted people to think this was a great place to work.
[00:38:43.460 --> 00:38:48.340]   And despite what the Philadelphia Inquirer says occasionally,
[00:38:48.340 --> 00:38:49.780]   we actually are a great place to work.
[00:38:49.780 --> 00:38:52.460]   Our turnover is extraordinarily low,
[00:38:52.460 --> 00:38:55.460]   and we have a great group of people
[00:38:55.460 --> 00:38:56.940]   who are just dedicated to the client.
[00:38:56.940 --> 00:39:00.140]   They love the mission, they love being here.
[00:39:00.140 --> 00:39:02.900]   I can't tell you how many 25, 30 year celebrations
[00:39:02.900 --> 00:39:05.060]   I've been to in the last few years.
[00:39:05.060 --> 00:39:07.660]   People who've been here since the beginning
[00:39:07.660 --> 00:39:08.940]   or near the beginning.
[00:39:08.940 --> 00:39:12.540]   So that metric was actually really important to us as well,
[00:39:12.540 --> 00:39:14.260]   because we thought without great people,
[00:39:14.260 --> 00:39:16.620]   none of the other stuff is gonna happen.
[00:39:16.620 --> 00:39:20.100]   - Okay, well, I'd like to shift gears now a little bit,
[00:39:20.100 --> 00:39:24.540]   and talk about some more general macro issues.
[00:39:24.540 --> 00:39:26.060]   And the way I want to segue into that,
[00:39:26.060 --> 00:39:28.100]   talking about ESG investing.
[00:39:28.100 --> 00:39:32.660]   I know you're an enthusiast about that.
[00:39:32.660 --> 00:39:34.100]   You think a lot about it.
[00:39:34.100 --> 00:39:36.820]   And I'm wondering if you think about those three
[00:39:37.620 --> 00:39:40.300]   components differently.
[00:39:40.300 --> 00:39:44.540]   People tend to put them all together.
[00:39:44.540 --> 00:39:46.180]   I don't think they're the same thing.
[00:39:46.180 --> 00:39:47.660]   I think they have different sets
[00:39:47.660 --> 00:39:49.260]   of returns and considerations,
[00:39:49.260 --> 00:39:51.900]   and I'm wondering if you'd address that.
[00:39:51.900 --> 00:39:56.900]   - Yeah, so ESG is quite the buzz word,
[00:39:56.900 --> 00:40:00.500]   or buzz phrase, if you will, in the industry.
[00:40:00.500 --> 00:40:03.300]   In Europe and parts of the Pacific,
[00:40:03.300 --> 00:40:08.140]   it's actually required to be stricter
[00:40:08.140 --> 00:40:09.500]   on some of these issues.
[00:40:09.500 --> 00:40:11.260]   - I should interrupt you for a second.
[00:40:11.260 --> 00:40:13.020]   Just to say for the audience,
[00:40:13.020 --> 00:40:15.460]   you have E means environmentally conscious,
[00:40:15.460 --> 00:40:16.740]   S means socially conscious,
[00:40:16.740 --> 00:40:18.780]   and then G refers to corporate governance.
[00:40:18.780 --> 00:40:21.100]   I just should have made that clear up front, I'm sorry.
[00:40:21.100 --> 00:40:23.900]   - Yeah, so let me start with G,
[00:40:23.900 --> 00:40:25.420]   because I think that's the easiest one
[00:40:25.420 --> 00:40:27.820]   to get your hands around for governance.
[00:40:27.820 --> 00:40:31.100]   And this is the one we think we can affect the most,
[00:40:31.100 --> 00:40:32.980]   to be blunt.
[00:40:32.980 --> 00:40:34.740]   How well are companies governed?
[00:40:34.740 --> 00:40:38.900]   And this gets into board composition,
[00:40:38.900 --> 00:40:45.220]   how boards compensate their management teams,
[00:40:45.220 --> 00:40:48.940]   how boards oversee strategy, risk, and so forth.
[00:40:48.940 --> 00:40:53.940]   And we think that there's a lot of influence
[00:40:53.940 --> 00:40:56.180]   that big investors can have here.
[00:40:56.180 --> 00:40:59.980]   And what's interesting is, just sort of a side note,
[00:41:01.620 --> 00:41:02.540]   people always are like,
[00:41:02.540 --> 00:41:04.580]   "Well, you know, if you're an index shareholder,
[00:41:04.580 --> 00:41:05.420]   "what do you care?
[00:41:05.420 --> 00:41:06.860]   "You should have your own stocks.
[00:41:06.860 --> 00:41:08.380]   "Why do you care about governance?"
[00:41:08.380 --> 00:41:11.060]   And then we'll hear the follow-on is,
[00:41:11.060 --> 00:41:14.180]   "You don't care, you guys don't pay
[00:41:14.180 --> 00:41:15.660]   "a lot of attention to this."
[00:41:15.660 --> 00:41:17.820]   And before we wrote our first letter,
[00:41:17.820 --> 00:41:20.460]   Jack Brenner wrote a letter in 2005,
[00:41:20.460 --> 00:41:23.700]   I think Jack Bogle gave a speech on this in maybe 2001.
[00:41:23.700 --> 00:41:26.660]   So before that speech, before Jack Brenner wrote the letter,
[00:41:26.660 --> 00:41:30.620]   no active manager in the US, except the activists,
[00:41:30.620 --> 00:41:32.220]   we're actually talking about governance.
[00:41:32.220 --> 00:41:34.780]   Like, it was not a topic.
[00:41:34.780 --> 00:41:39.100]   And so, our view is it's a really important role
[00:41:39.100 --> 00:41:42.780]   for a shareholder, because when we first started
[00:41:42.780 --> 00:41:45.860]   this journey, board members had frankly lost
[00:41:45.860 --> 00:41:47.100]   their way a little bit.
[00:41:47.100 --> 00:41:50.740]   If you would ask a board, like I gave a speech
[00:41:50.740 --> 00:41:54.420]   on this in 2008 or 9, I said, you know,
[00:41:54.420 --> 00:41:56.460]   "Boards should engage with their big shareholders.
[00:41:56.460 --> 00:41:58.100]   "They should be willing to hear what the shareholder
[00:41:58.100 --> 00:42:00.740]   "thinks about the company and so forth,
[00:42:00.740 --> 00:42:02.660]   "about the board composition."
[00:42:02.660 --> 00:42:04.940]   And I almost got run out of the room.
[00:42:04.940 --> 00:42:08.620]   The board members said, "Why would we do that?"
[00:42:08.620 --> 00:42:10.820]   I'm like, "Who do you think you represent?"
[00:42:10.820 --> 00:42:13.820]   And there was like this stunned silence,
[00:42:13.820 --> 00:42:16.620]   and, "Oh yeah, the shareholder, yeah,
[00:42:16.620 --> 00:42:18.500]   "you guys elect us."
[00:42:18.500 --> 00:42:21.140]   So, and I say that a little bit tongue-in-cheek,
[00:42:21.140 --> 00:42:22.580]   but it's a really important concept.
[00:42:22.580 --> 00:42:25.380]   So the G is something we think we can influence.
[00:42:25.380 --> 00:42:28.820]   Now, Bill, I mean, you've done more mathematical research
[00:42:28.820 --> 00:42:31.740]   on factors and all kinds of things,
[00:42:31.740 --> 00:42:33.840]   so you probably know this better than I do.
[00:42:33.840 --> 00:42:38.020]   There is no evidence yet that, quote-unquote,
[00:42:38.020 --> 00:42:41.380]   better-governed companies perform better.
[00:42:41.380 --> 00:42:43.700]   This is one of the holy grails, is to figure out
[00:42:43.700 --> 00:42:47.020]   if any of these factors actually drive return.
[00:42:47.020 --> 00:42:49.460]   And there's lots of debate in the industry about this,
[00:42:49.460 --> 00:42:52.740]   and you'll see different interpretations of data.
[00:42:52.740 --> 00:42:54.740]   And, you know, it's hard to actually define
[00:42:54.740 --> 00:42:56.020]   what is good governance.
[00:42:56.020 --> 00:42:58.900]   We have, our notion is good governance
[00:42:58.900 --> 00:43:02.460]   is that the highest level of the board
[00:43:02.460 --> 00:43:05.380]   is doing an effective job overseeing
[00:43:05.380 --> 00:43:07.060]   talent, strategy, and risk.
[00:43:07.060 --> 00:43:09.380]   And I say overseeing the processes,
[00:43:09.380 --> 00:43:10.980]   making sure management is doing the right things,
[00:43:10.980 --> 00:43:12.660]   not actually doing a board's job
[00:43:12.660 --> 00:43:14.140]   is to govern, not to manage.
[00:43:14.140 --> 00:43:19.820]   And they're putting the shareholder interests,
[00:43:19.820 --> 00:43:21.180]   you know, right there at the top.
[00:43:21.180 --> 00:43:24.060]   Doesn't mean other stakeholders don't matter.
[00:43:24.060 --> 00:43:24.900]   We'll get to that in a minute,
[00:43:24.900 --> 00:43:26.540]   because there's been a lot written about that,
[00:43:26.540 --> 00:43:29.980]   but the shareholder really has to be in the room.
[00:43:29.980 --> 00:43:32.500]   And, you know, look, I think over time,
[00:43:32.500 --> 00:43:36.380]   we will see that better-governed companies,
[00:43:36.380 --> 00:43:38.740]   as we define them, and we find ways
[00:43:38.740 --> 00:43:40.900]   to sort of look at that mathematically
[00:43:40.900 --> 00:43:42.540]   a little bit more effectively,
[00:43:42.540 --> 00:43:44.340]   I think we will see that it does lead
[00:43:44.340 --> 00:43:45.780]   to better performance generally,
[00:43:45.780 --> 00:43:47.940]   but it won't be no guarantee.
[00:43:47.940 --> 00:43:49.100]   It will be no guarantee.
[00:43:49.100 --> 00:43:52.460]   So we're spending a lot of time on that.
[00:43:52.460 --> 00:43:55.060]   When you get into the other two factors,
[00:43:55.060 --> 00:43:57.020]   societal and environmental,
[00:43:57.020 --> 00:44:02.180]   you know, everybody's definition is very different.
[00:44:02.180 --> 00:44:04.100]   And as you know, many ESG products
[00:44:04.100 --> 00:44:07.100]   that are out there today are,
[00:44:07.100 --> 00:44:09.420]   they're what I call exclusionary.
[00:44:09.420 --> 00:44:14.340]   They screen certain names out based on certain criteria.
[00:44:14.340 --> 00:44:18.980]   So, you know, you might have a carbon footprint fund.
[00:44:18.980 --> 00:44:21.580]   So companies with high carbon footprint,
[00:44:21.580 --> 00:44:23.620]   you're not going to invest in,
[00:44:23.620 --> 00:44:25.020]   you're only gonna invest in companies
[00:44:25.020 --> 00:44:27.620]   with low carbon footprint.
[00:44:27.620 --> 00:44:31.100]   Now, there's two theories on this that are out there.
[00:44:31.100 --> 00:44:32.180]   You know, there's the,
[00:44:32.180 --> 00:44:36.940]   there's one that's, I would say, the real story,
[00:44:36.940 --> 00:44:38.860]   which is some people just want that
[00:44:38.860 --> 00:44:41.540]   and they're willing to give up potential return for it.
[00:44:41.540 --> 00:44:42.420]   That's fine.
[00:44:42.420 --> 00:44:43.660]   Actually, I think that's something
[00:44:43.660 --> 00:44:45.700]   that's an individual's choice.
[00:44:45.700 --> 00:44:47.060]   And then there are people who will say,
[00:44:47.060 --> 00:44:50.060]   we know that these, you know,
[00:44:50.060 --> 00:44:52.420]   funds will outperform in the long run.
[00:44:52.420 --> 00:44:53.540]   I don't think we know that.
[00:44:53.540 --> 00:44:55.020]   You know, again, all math we've seen
[00:44:55.020 --> 00:44:57.660]   does not necessarily suggest that.
[00:44:57.660 --> 00:45:00.180]   So it doesn't mean that the fund has no reason to exist,
[00:45:00.180 --> 00:45:02.860]   but the promise that a factor like that
[00:45:02.860 --> 00:45:04.900]   is going to lead to outperformance,
[00:45:04.900 --> 00:45:08.340]   I think is misleading at best.
[00:45:08.340 --> 00:45:12.020]   And so we're actually spending quite a bit of time
[00:45:12.020 --> 00:45:13.700]   on the topic.
[00:45:13.700 --> 00:45:19.580]   I think the, from a product standpoint, if you will,
[00:45:19.580 --> 00:45:22.380]   creating indices and so forth,
[00:45:22.380 --> 00:45:24.140]   anything that you do there,
[00:45:24.140 --> 00:45:26.980]   you've got to be very clear with investors
[00:45:26.980 --> 00:45:30.020]   about the trade-offs that they potentially are making.
[00:45:30.020 --> 00:45:32.460]   Okay, so as long as you're clear on that,
[00:45:32.460 --> 00:45:36.500]   then I think it's fine to have these kinds of vehicles.
[00:45:36.500 --> 00:45:38.260]   But I think it's incredibly misleading
[00:45:38.260 --> 00:45:41.340]   to tell people that you think they're going to outperform.
[00:45:41.340 --> 00:45:42.980]   You know, socially responsible investing
[00:45:42.980 --> 00:45:45.100]   was a big thing in the late '90s.
[00:45:45.100 --> 00:45:47.300]   And the way the screens worked
[00:45:47.300 --> 00:45:49.260]   is you had an overweight to tech.
[00:45:49.260 --> 00:45:53.540]   So 1998, 1999, you were socially responsible
[00:45:53.540 --> 00:45:55.140]   and you were outperforming the product market
[00:45:55.140 --> 00:45:56.340]   by 1,000 basis points a year,
[00:45:56.340 --> 00:45:58.260]   so everybody thought you were a hero.
[00:45:58.260 --> 00:45:59.820]   Then the tech wreck happened.
[00:45:59.820 --> 00:46:02.540]   And guess what, those products disappeared.
[00:46:02.540 --> 00:46:04.620]   People were so disappointed
[00:46:04.620 --> 00:46:07.820]   because they didn't understand actually the factors
[00:46:07.820 --> 00:46:09.820]   that they were exposed to.
[00:46:09.820 --> 00:46:12.580]   So that's the exclusionary side.
[00:46:12.580 --> 00:46:16.260]   So the more complex side is
[00:46:16.260 --> 00:46:20.420]   how do you engage with companies around these issues?
[00:46:20.420 --> 00:46:22.220]   And again, I'm going to bring you back
[00:46:22.220 --> 00:46:26.100]   to sort of our fundamental belief on governance,
[00:46:26.100 --> 00:46:28.260]   which is boards.
[00:46:28.260 --> 00:46:30.260]   Boards, you know, if you look historically,
[00:46:30.260 --> 00:46:32.580]   you would do a survey 20 years ago
[00:46:32.580 --> 00:46:34.180]   and say, "What's your primary job?"
[00:46:34.180 --> 00:46:36.180]   They would say, "Pick the CEO.
[00:46:36.180 --> 00:46:39.380]   "Pick the right CEO and all good things will happen."
[00:46:39.380 --> 00:46:40.900]   I think it's much more complex today.
[00:46:40.900 --> 00:46:43.860]   I think boards have a really important role to play
[00:46:43.860 --> 00:46:46.620]   in the oversight of not just the CEO selection,
[00:46:46.620 --> 00:46:47.460]   which is still important,
[00:46:47.460 --> 00:46:49.060]   but talent overall in the company.
[00:46:49.060 --> 00:46:51.180]   Does the company got sufficient talent
[00:46:51.180 --> 00:46:53.540]   for the evolving marketplace?
[00:46:53.540 --> 00:46:58.340]   Strategy, oversight, and risk.
[00:46:58.340 --> 00:47:00.900]   And many of these environmental
[00:47:00.900 --> 00:47:03.940]   and societal, social issues, if you will,
[00:47:03.940 --> 00:47:06.380]   fall in the risk category.
[00:47:06.380 --> 00:47:08.220]   So from a governance standpoint,
[00:47:08.220 --> 00:47:10.820]   we actually want to know how companies
[00:47:10.820 --> 00:47:13.380]   are thinking about these issues
[00:47:13.380 --> 00:47:18.260]   without necessarily saying one interpretation of,
[00:47:18.260 --> 00:47:20.940]   and let's use climate change as an example,
[00:47:20.940 --> 00:47:25.500]   we're less interested in somebody saying
[00:47:25.500 --> 00:47:27.540]   we believe the science or we don't believe the science.
[00:47:27.540 --> 00:47:30.580]   We're much more interested in a board saying,
[00:47:30.580 --> 00:47:33.820]   "Here's how we view it from a risk perspective
[00:47:33.820 --> 00:47:36.420]   "in terms of how consumers view our business,
[00:47:36.420 --> 00:47:39.380]   "how our supply chain works,
[00:47:39.380 --> 00:47:40.540]   "all of those sorts of things,
[00:47:40.540 --> 00:47:42.100]   "and here's how we're thinking about that."
[00:47:42.100 --> 00:47:44.420]   Because if there's greater clarity
[00:47:44.420 --> 00:47:48.740]   around how you interpret different types of risk,
[00:47:48.740 --> 00:47:52.940]   theoretically you have a more accurate stock price,
[00:47:52.940 --> 00:47:54.300]   if you will.
[00:47:54.300 --> 00:47:56.780]   And that kind of transparency
[00:47:56.780 --> 00:47:57.940]   we think is really necessary.
[00:47:57.940 --> 00:47:59.860]   So that's where we've been spending
[00:47:59.860 --> 00:48:02.460]   quite a bit of our time on the engagement side
[00:48:02.460 --> 00:48:04.220]   is really trying to understand
[00:48:04.220 --> 00:48:06.100]   how companies view these factors
[00:48:06.100 --> 00:48:08.060]   from a risk perspective.
[00:48:08.060 --> 00:48:09.780]   And can you learn something
[00:48:09.780 --> 00:48:12.140]   that actually makes the market,
[00:48:12.140 --> 00:48:15.020]   the pricing mechanisms work even more effectively?
[00:48:15.020 --> 00:48:18.460]   It's by no means an exact science at this point.
[00:48:18.460 --> 00:48:21.700]   And one of the things I think we're going to see
[00:48:21.700 --> 00:48:25.500]   as time goes on is there's a lot of pressure
[00:48:25.500 --> 00:48:30.020]   for shareholders to act on some of these issues
[00:48:30.020 --> 00:48:32.180]   because the government's not.
[00:48:32.180 --> 00:48:35.380]   And so you've got a lot of stakeholders out there
[00:48:35.380 --> 00:48:37.580]   who are frustrated with the lack of action
[00:48:37.580 --> 00:48:40.940]   in certain categories of these topics.
[00:48:40.940 --> 00:48:43.780]   And so they push really hard for other constituents
[00:48:43.780 --> 00:48:45.340]   to try to have an effect.
[00:48:45.340 --> 00:48:47.180]   And I think it's a very, very difficult thing
[00:48:47.180 --> 00:48:49.060]   for a shareholder to do
[00:48:49.060 --> 00:48:50.860]   because again, everybody's interpretation
[00:48:50.860 --> 00:48:52.620]   is really different.
[00:48:52.620 --> 00:48:54.580]   I'll give you just one practical example.
[00:48:54.580 --> 00:48:57.220]   So I have a great family friend.
[00:48:57.220 --> 00:48:59.780]   She's a very, very, very devout Quaker.
[00:48:59.780 --> 00:49:03.620]   Those of you familiar with Quaker beliefs,
[00:49:03.620 --> 00:49:07.900]   one of the fundamental beliefs is war cannot be tolerated.
[00:49:07.900 --> 00:49:09.620]   Just through military,
[00:49:09.620 --> 00:49:12.580]   therefore anything military related is bad.
[00:49:12.580 --> 00:49:16.580]   And so she asked me, she's young, very idealistic.
[00:49:16.580 --> 00:49:18.860]   She's like, "So what can I invest in?"
[00:49:18.860 --> 00:49:21.340]   And she started running through companies.
[00:49:21.340 --> 00:49:24.020]   And she started with some of the cool tech companies.
[00:49:24.020 --> 00:49:25.700]   And I'm like, you know, she starts with Google.
[00:49:25.700 --> 00:49:27.940]   And I'm like, "I don't think you can do that
[00:49:27.940 --> 00:49:29.420]   "if you're anti-military.
[00:49:29.420 --> 00:49:32.900]   "I mean, what do you think is doing all the satellite stuff
[00:49:32.900 --> 00:49:34.260]   "that drones are based on?"
[00:49:34.260 --> 00:49:35.900]   So she's horrified by that.
[00:49:35.900 --> 00:49:36.940]   "Well, what about Apple?
[00:49:36.940 --> 00:49:38.100]   "They make really cool stuff."
[00:49:38.100 --> 00:49:40.780]   Well, you know, look at Apple's military business.
[00:49:40.780 --> 00:49:42.860]   So by the time we worked our way through,
[00:49:42.860 --> 00:49:44.460]   I think we were down to about five companies
[00:49:44.460 --> 00:49:47.060]   out of the S&P 500 that she could invest in.
[00:49:47.060 --> 00:49:49.420]   I mean, it was really, you know,
[00:49:49.420 --> 00:49:52.300]   and I tell the story because I actually really felt
[00:49:52.300 --> 00:49:54.900]   maybe she wanted to express her beliefs
[00:49:54.900 --> 00:49:56.460]   in the way she invested.
[00:49:56.460 --> 00:49:59.100]   And she was willing to sacrifice return.
[00:49:59.100 --> 00:50:03.940]   But the problem was her definition
[00:50:03.940 --> 00:50:06.460]   of socially responsible was so broad
[00:50:06.460 --> 00:50:08.300]   that literally, I mean, Treasury Box
[00:50:08.300 --> 00:50:09.860]   would be the last thing she could own.
[00:50:09.860 --> 00:50:13.060]   So, you know, she couldn't invest.
[00:50:13.060 --> 00:50:18.060]   So, you know, to me, that's at the heart
[00:50:18.060 --> 00:50:21.740]   of all this discussion around ESG
[00:50:21.740 --> 00:50:25.020]   is everyone has a very different interpretation.
[00:50:25.020 --> 00:50:29.060]   What is environmentally sound to you
[00:50:29.060 --> 00:50:32.140]   may be very different than that.
[00:50:32.140 --> 00:50:35.660]   And how we as a provider actually get our hands around that
[00:50:35.660 --> 00:50:37.300]   is actually pretty complicated.
[00:50:37.300 --> 00:50:39.700]   - Yeah, I mean, I tend to look at it
[00:50:39.700 --> 00:50:43.500]   from a somewhat different angle.
[00:50:43.500 --> 00:50:46.060]   And I tend to separate them out.
[00:50:46.060 --> 00:50:47.340]   When I look at GE Governance,
[00:50:47.340 --> 00:50:49.220]   I see that as a positive return factor.
[00:50:49.220 --> 00:50:50.780]   I think there's pretty good data.
[00:50:50.780 --> 00:50:53.740]   There are pretty good data in the back of that.
[00:50:53.740 --> 00:50:55.940]   If you look, for example, at companies
[00:50:55.940 --> 00:50:59.620]   where the executives are spending all their time
[00:50:59.620 --> 00:51:02.620]   in private jets, flying around for personal purposes,
[00:51:02.620 --> 00:51:05.540]   they're spending $20 million for a house.
[00:51:05.540 --> 00:51:08.220]   You can actually isolate that as a negative return factor.
[00:51:08.220 --> 00:51:09.420]   You have a very big one.
[00:51:09.420 --> 00:51:11.860]   And that goes all the way back hundreds of years.
[00:51:11.860 --> 00:51:14.260]   You know, John Blunt with the South Sea Company.
[00:51:14.260 --> 00:51:17.260]   George Hudson with the English Railways.
[00:51:17.260 --> 00:51:20.780]   More recently, Adam Neufeld is a classic example,
[00:51:20.780 --> 00:51:22.300]   or is a classic example of that.
[00:51:22.300 --> 00:51:25.580]   These are bad actors that are pretty easy to identify.
[00:51:25.580 --> 00:51:28.580]   And so that's one, I think, negative selector.
[00:51:28.580 --> 00:51:31.260]   There's some more subtle things you can get out as well.
[00:51:31.260 --> 00:51:34.020]   S&G, I look at as a negative,
[00:51:34.020 --> 00:51:35.780]   strong negative return factors.
[00:51:35.780 --> 00:51:39.220]   For example, you look going back 80, 90 years.
[00:51:39.220 --> 00:51:42.740]   Alcohol, tobacco, firearms, okay?
[00:51:42.740 --> 00:51:44.380]   You know, there should be a government agency
[00:51:44.380 --> 00:51:45.660]   that deals with this, right?
[00:51:45.660 --> 00:51:46.780]   (audience laughs)
[00:51:46.780 --> 00:51:49.500]   All have held the market by 2% to 4%
[00:51:49.500 --> 00:51:52.300]   over an 80 or a 90 year period.
[00:51:52.300 --> 00:51:53.500]   And the reason is very simple.
[00:51:53.500 --> 00:51:54.980]   People avoid those companies.
[00:51:54.980 --> 00:51:58.380]   The prices will fall, their expected returns will rise.
[00:51:58.380 --> 00:52:01.220]   And so the idea that you can impact social policy
[00:52:01.220 --> 00:52:04.020]   by disinvesting in those companies makes no sense at all.
[00:52:04.020 --> 00:52:06.260]   I mean, it's more likely that those companies
[00:52:06.260 --> 00:52:09.300]   will get out of private and will escape public scrutiny.
[00:52:09.300 --> 00:52:14.300]   I've never understood it as a tool for advocacy.
[00:52:18.220 --> 00:52:20.900]   You know, and then as far as governance goes,
[00:52:20.900 --> 00:52:22.620]   I'm looking at more general concerns
[00:52:22.620 --> 00:52:24.340]   from Anne Bargh's point of view
[00:52:24.340 --> 00:52:28.020]   in terms of societal, you know, just societal,
[00:52:28.020 --> 00:52:32.420]   society and the health of the capitalist system
[00:52:32.420 --> 00:52:34.860]   where we've now evolved a compensation system
[00:52:34.860 --> 00:52:37.700]   that relies heavily on stock options,
[00:52:37.700 --> 00:52:41.220]   which really incentivizes companies
[00:52:41.220 --> 00:52:45.340]   to manipulate their short-term earnings reports
[00:52:46.340 --> 00:52:48.300]   and not to think of long-term.
[00:52:48.300 --> 00:52:51.940]   They don't embrace the Warren Buffett's theory
[00:52:51.940 --> 00:52:53.660]   of long-term readings.
[00:52:53.660 --> 00:52:57.100]   - Yeah, you know, so a couple of, just to add to that.
[00:52:57.100 --> 00:53:00.100]   So I couldn't agree with you more on the, you know,
[00:53:00.100 --> 00:53:03.940]   your observations around the E and the S,
[00:53:03.940 --> 00:53:05.180]   at least historically.
[00:53:05.180 --> 00:53:08.300]   So no question that those, you know,
[00:53:08.300 --> 00:53:12.940]   the companies in the industry as you listed have outperformed.
[00:53:12.940 --> 00:53:15.540]   And again, this is part of why when we talk to people
[00:53:15.540 --> 00:53:18.740]   about doing some of these exclusionary screens,
[00:53:18.740 --> 00:53:20.180]   we really try to remind them
[00:53:20.180 --> 00:53:22.060]   that you are likely giving up return
[00:53:22.060 --> 00:53:24.900]   and just understand that as an investor.
[00:53:24.900 --> 00:53:28.260]   So 100% agreement there.
[00:53:28.260 --> 00:53:31.240]   You know, on the governance side,
[00:53:31.240 --> 00:53:34.900]   one of the really important things we think
[00:53:34.900 --> 00:53:38.940]   is the emergence of Vanguard
[00:53:38.940 --> 00:53:42.500]   and, you know, other index providers
[00:53:42.500 --> 00:53:47.380]   is actually changing some of the dynamic.
[00:53:47.380 --> 00:53:49.580]   And it's actually, I think, positive change.
[00:53:49.580 --> 00:53:52.180]   I think it's still very early innings.
[00:53:52.180 --> 00:53:54.340]   Again, this is something Jack Bowman and I
[00:53:54.340 --> 00:53:58.260]   spoke quite a bit about during the last couple of years
[00:53:58.260 --> 00:54:03.260]   because it was, this is a real sea change.
[00:54:03.260 --> 00:54:07.140]   And here's the heart of the issue.
[00:54:07.140 --> 00:54:11.500]   So we talk, everybody talks about long-termism.
[00:54:11.500 --> 00:54:14.860]   So, you know, you look at a lot of your traditional funds
[00:54:14.860 --> 00:54:16.820]   and traditional managers,
[00:54:16.820 --> 00:54:18.860]   look at the portfolio turnover.
[00:54:18.860 --> 00:54:22.260]   It belies the idea that they're long-term.
[00:54:22.260 --> 00:54:24.820]   Most active funds, on average,
[00:54:24.820 --> 00:54:27.700]   active fund turnover is about 80%.
[00:54:27.700 --> 00:54:29.380]   Even if you factor, if you say,
[00:54:29.380 --> 00:54:31.180]   okay, let's just do name turnover.
[00:54:31.180 --> 00:54:32.700]   Name turnover is over 50%.
[00:54:32.700 --> 00:54:35.300]   So that means the holding period is less than two years.
[00:54:35.300 --> 00:54:38.660]   So when somebody who says I'm really long-term oriented,
[00:54:38.660 --> 00:54:40.060]   they're not, okay?
[00:54:40.060 --> 00:54:42.580]   And that's where a lot of the pressure has come from.
[00:54:42.580 --> 00:54:45.300]   So I agree with your observation there
[00:54:45.300 --> 00:54:46.860]   on the short-termism.
[00:54:46.860 --> 00:54:48.020]   Here's the difference.
[00:54:48.020 --> 00:54:51.300]   For our index holdings, we can't sell a stock
[00:54:51.300 --> 00:54:53.580]   if we don't like what's going on in the company.
[00:54:53.580 --> 00:54:56.580]   We are a permanent shareholder.
[00:54:56.580 --> 00:54:59.140]   And what's interesting is we're now having
[00:54:59.140 --> 00:55:02.020]   those discussions with companies.
[00:55:02.020 --> 00:55:04.740]   And it's a very different set of discussions
[00:55:04.740 --> 00:55:06.460]   than what they're used to.
[00:55:06.460 --> 00:55:10.620]   Because we can't just, if we don't like what we hear,
[00:55:10.620 --> 00:55:12.580]   we just can't go home and say let's just get out of this
[00:55:12.580 --> 00:55:15.900]   and go pick another company in the sector and be happy.
[00:55:15.900 --> 00:55:20.100]   So active engagement with boards and independent directors
[00:55:20.100 --> 00:55:22.060]   has become a big thing.
[00:55:22.060 --> 00:55:25.500]   We'll probably do 1,100 engagements this year,
