
[00:00:00.000 --> 00:00:05.300]   [BLANK_AUDIO]
[00:35:01.860 --> 00:35:04.300]   means that you have a set- complete separate copy in memory.
[00:35:04.300 --> 00:35:09.300]   Um, okay. Now, I'm going into sort of more details on how do you want to index quickly.
[00:35:09.300 --> 00:35:11.020]   So if I, for example,
[00:35:11.020 --> 00:35:13.580]   have, let's say this three by four matrix,
[00:35:13.580 --> 00:35:17.780]   and I only want to select the zero and the second rows, how would I do that?
[00:35:17.780 --> 00:35:20.740]   So what's useful is that you can sort of treat a numpy,
[00:35:20.740 --> 00:35:23.700]   you can treat different dimensions differently for indexing.
[00:35:23.700 --> 00:35:27.100]   So a semicolon means you select everything in that dimension,
[00:35:27.100 --> 00:35:29.540]   which for example, here there's a semicolon in the second dimension,
[00:35:29.540 --> 00:35:32.860]   which means I'm taking all of the column values.
[00:35:32.860 --> 00:35:35.380]   Um, versus what's in the first dimension here,
[00:35:35.380 --> 00:35:38.140]   it's saying a numpy array of zero and two.
[00:35:38.140 --> 00:35:41.220]   So it's saying only the zero index and only the two index,
[00:35:41.220 --> 00:35:44.820]   which means only the zeroth row and only the second row.
[00:35:44.820 --> 00:35:49.140]   So what this would look like would be something like,
[00:35:49.140 --> 00:35:52.380]   I have a matrix.
[00:35:52.380 --> 00:35:59.580]   Okay. I have a matrix and I only want to select the zeroth row and I only want to
[00:35:59.580 --> 00:36:01.900]   select the column- the second row,
[00:36:01.900 --> 00:36:05.820]   zero and second, and everything in the columns.
[00:36:05.820 --> 00:36:10.700]   All right. And then similarly, for example,
[00:36:10.700 --> 00:36:13.140]   if I want to select in the column dimension, um,
[00:36:13.140 --> 00:36:15.820]   I want to select the first and second rows,
[00:36:15.820 --> 00:36:17.740]   and only the first row, I can do that.
[00:36:17.740 --> 00:36:19.060]   So you can basically treat them separately.
[00:36:19.060 --> 00:36:20.780]   You can think how many columns do I want,
[00:36:20.780 --> 00:36:21.860]   how many rows do I want,
[00:36:21.860 --> 00:36:23.620]   and then index those separately.
[00:36:23.620 --> 00:36:27.220]   And that goes for as many dimensions as you want in your entire tensor.
[00:36:27.220 --> 00:36:29.160]   Um, so nice things also,
[00:36:29.160 --> 00:36:34.140]   if I want to for example take- I have this like- let me print out actually x here.
[00:36:34.140 --> 00:36:37.620]   I'll just generate the x. Okay.
[00:36:37.620 --> 00:36:38.780]   So this is x, right?
[00:36:38.780 --> 00:36:43.220]   So if I want to take all the values of x that are above 0.5 for example,
[00:36:43.220 --> 00:36:46.780]   I can do that by using what's called Boolean indexing.
[00:36:46.780 --> 00:36:53.140]   So I just basically will say x indexed by everything in x that's bigger than 0.5.
[00:36:53.140 --> 00:36:55.500]   So it's pretty direct and it'll just output all the values
[00:36:55.500 --> 00:36:58.740]   in this entire array that are bigger than 0.5.
[00:36:58.740 --> 00:37:04.780]   All right. Um, this one is also another way to do reshaping.
[00:37:04.780 --> 00:37:05.900]   So I kind of mentioned earlier, you know,
[00:37:05.900 --> 00:37:07.500]   sometimes you want- have this like list of
[00:37:07.500 --> 00:37:12.380]   three elements and you want to reshape it to a three by one array for example.
[00:37:12.380 --> 00:37:15.500]   Um, you can also use what's called numpy.newaccess.
[00:37:15.500 --> 00:37:20.380]   This will essentially add another access in whatever dimension you want.
[00:37:20.380 --> 00:37:24.780]   So if I want to change, go from like this three by four array to a three by,
[00:37:24.780 --> 00:37:29.260]   three by four to three by four by one,
[00:37:29.260 --> 00:37:31.900]   then I can just add a numpy.newaccess there.
[00:37:31.900 --> 00:37:38.260]   Even simpler way to think about it would be like a two comma to a two comma one.
[00:37:38.260 --> 00:37:43.980]   And so it's just- it's another way to do what essentially what would be the reshaping operation.
[00:37:44.220 --> 00:37:47.980]   Does that make sense? Also what this would look like for example,
[00:37:47.980 --> 00:37:50.780]   let me just do a little bit more concrete.
[00:37:50.780 --> 00:38:00.180]   So it's basically I have this list, right?
[00:38:00.180 --> 00:38:04.260]   I have like a singular list and in each- in that list I have a list of lists.
[00:38:04.260 --> 00:38:07.140]   So I have a list with element one and list of element two.
[00:38:07.140 --> 00:38:10.060]   So this is what that reshape operation will do.
[00:38:10.060 --> 00:38:13.940]   And what numpy.newaccess will enable you to do as well.
[00:38:13.940 --> 00:38:19.740]   All right. I think we're good for time.
[00:38:19.740 --> 00:38:24.020]   So the last main topic we'll be covering is broadcasting.
[00:38:24.020 --> 00:38:30.660]   And what's really great about broadcasting is it'll allow you to operate with numpy arrays that are of
[00:38:30.660 --> 00:38:35.820]   different shapes but can be sort of- if many operations in them can be repeated,
[00:38:35.820 --> 00:38:37.860]   it allows for that in a very efficient manner.
[00:38:37.860 --> 00:38:39.860]   And this is actually one of the most I would say useful things
[00:38:39.860 --> 00:38:42.020]   about numpy and one of its defining features.
[00:38:42.020 --> 00:38:46.220]   And what that means is if for example in this case, right?
[00:38:46.220 --> 00:38:51.900]   If we go back to this example that I had with- I start off with the 0, 0, 0 array.
[00:38:51.900 --> 00:38:57.260]   How do I generate this array versus how do I generate this array, right?
[00:38:57.260 --> 00:39:00.180]   Instead of me saying, okay,
[00:39:00.180 --> 00:39:02.740]   element 0, 0 plus 1,
[00:39:02.740 --> 00:39:05.260]   element 0, 1 plus 2,
[00:39:05.260 --> 00:39:07.740]   all that stuff, right? Instead of doing that one by one,
[00:39:07.740 --> 00:39:10.700]   what broadcasting allows me to do is I can have
[00:39:10.700 --> 00:39:14.300]   only one vector of size 1, 2, 3.
[00:39:14.300 --> 00:39:18.740]   And it'll- depending on how I do the broadcasting which I'll come to in a second,
[00:39:18.740 --> 00:39:21.700]   I can duplicate it along the row dimension,
[00:39:21.700 --> 00:39:24.140]   or I can duplicate it along the column dimension.
[00:39:24.140 --> 00:39:25.380]   And numpy allows for that.
[00:39:25.380 --> 00:39:27.300]   It'll do that on its own in the back end.
[00:39:27.300 --> 00:39:31.420]   And so that's really what broadcasting means is I don't need to for example,
[00:39:31.420 --> 00:39:35.900]   create a new array saying I wanted like create a new array to begin with,
[00:39:35.900 --> 00:39:38.500]   which is already like this and then add those two together.
[00:39:38.500 --> 00:39:41.020]   I can just duplicate this and get this.
[00:39:41.020 --> 00:39:43.620]   All right. So now some rules for broadcasting.
[00:39:43.620 --> 00:39:47.740]   And I mean just we visually also just show what broadcasting will do.
[00:39:47.740 --> 00:39:51.580]   Oh, sorry. So broadcasting,
[00:39:51.580 --> 00:39:53.820]   this is a pretty good visual analogy.
[00:39:53.820 --> 00:39:58.740]   I have this 1 by 1, 1, 2, 3 vector, right?
[00:39:58.740 --> 00:40:01.140]   And I want to basically add,
[00:40:01.140 --> 00:40:06.340]   let's say only the columns with this 1, 2, 3 vector.
[00:40:06.340 --> 00:40:10.380]   So what broadcasting allows you to do is you only pass these two values in,
[00:40:10.380 --> 00:40:13.700]   and on the back end it'll duplicate this along the column dimension.
[00:40:13.700 --> 00:40:15.300]   So let's say I have 1, 2, 3,
[00:40:15.300 --> 00:40:16.540]   1, 2, 3, 1, 2, 3, 1, 2, 3,
[00:40:16.540 --> 00:40:18.100]   and then it'll do the addition.
[00:40:18.100 --> 00:40:23.100]   Similarly, if I pass it a vector 1, 2, 3, 4,
[00:40:23.100 --> 00:40:26.760]   and I want it to be added to each of the rows instead of each of the columns,
[00:40:26.760 --> 00:40:29.420]   it'll be able to do that by sort of duplicating it on the back end.
[00:40:29.420 --> 00:40:32.180]   So this is visually what's happening with broadcasting.
[00:40:32.180 --> 00:40:36.060]   All right. Now some rules.
[00:40:36.060 --> 00:40:40.020]   So how does NumPy know when and how to do broadcasting?
[00:40:40.020 --> 00:40:43.860]   So the main two rules to keep in mind with for broadcasting is one,
[00:40:43.860 --> 00:40:46.940]   it can only happen if all of the dimensions,
[00:40:46.940 --> 00:40:49.900]   every single dimension between two arrays are compatible.
[00:40:49.900 --> 00:40:52.220]   And when they say what is compatible,
[00:40:52.220 --> 00:40:56.640]   either the dimension values are equal or one of them is equal to one.
[00:40:56.640 --> 00:40:58.580]   And that is the only rule required.
[00:40:58.580 --> 00:41:02.100]   So for example, I start off with this X array, right?
[00:41:02.100 --> 00:41:04.780]   I have this like 3 by 4 X array.
[00:41:04.780 --> 00:41:09.020]   Will Y is equal to 3, 1 be compatible?
[00:41:09.020 --> 00:41:11.220]   Yes, it will be. Why? Because you have
[00:41:11.220 --> 00:41:14.220]   three in the first dimension between the two which is the same,
[00:41:14.220 --> 00:41:16.880]   and in the second dimension you have four and you have one.
[00:41:16.880 --> 00:41:18.260]   So those are compatible values.
[00:41:18.260 --> 00:41:21.040]   And so what this tells NumPy on the back end is I'm doing,
[00:41:21.040 --> 00:41:24.060]   for example, an addition operation X plus Y.
[00:41:24.060 --> 00:41:26.700]   It knows that, okay, three and three are the same,
[00:41:26.700 --> 00:41:28.980]   but four and one are not the same.
[00:41:28.980 --> 00:41:30.440]   You know, one of them has one dimension.
[00:41:30.440 --> 00:41:34.820]   So I need to duplicate this Y along the second dimension,
[00:41:34.820 --> 00:41:37.400]   which means I need to duplicate it along the column dimension.
[00:41:37.400 --> 00:41:39.120]   And once it does that, it duplicates it,
[00:41:39.120 --> 00:41:41.460]   it'll get four, 3, 4 in array,
[00:41:41.460 --> 00:41:42.680]   and then it can do the addition.
[00:41:42.680 --> 00:41:44.080]   And it does that really fast.
[00:41:44.080 --> 00:41:46.320]   So it's better to use broadcasting in this way,
[00:41:46.320 --> 00:41:50.880]   but then for you to create a separate array already duplicated and then add them.
[00:41:50.880 --> 00:41:55.680]   Similarly, I have this Z array which is 1, 4.
[00:41:55.680 --> 00:41:58.520]   What X into Z will do is, first,
[00:41:58.520 --> 00:42:00.560]   it'll check, okay, 3, 1.
[00:42:00.560 --> 00:42:01.640]   Okay, is that compatible?
[00:42:01.640 --> 00:42:04.600]   Yes, because you have three in one dimension and you have one in the second,
[00:42:04.600 --> 00:42:06.420]   and four and four are compatible.
[00:42:06.420 --> 00:42:09.160]   Okay, so say I know that these two are compatible in the second dimension,
[00:42:09.160 --> 00:42:10.320]   I don't need to change anything.
[00:42:10.320 --> 00:42:13.340]   In the first dimension, it'll know to duplicate them, basically.
[00:42:13.340 --> 00:42:18.880]   So you don't have to duplicate Z. And so add it three times in the row dimension.
[00:42:18.880 --> 00:42:22.200]   Create a separate array and then multiply those two.
[00:42:22.200 --> 00:42:25.360]   So this is giving you an example of saying I started off with X,
[00:42:25.360 --> 00:42:28.360]   I have Y, then the final shape will be 3, 4.
[00:42:28.360 --> 00:42:30.720]   So a lot of times in deep learning,
[00:42:30.720 --> 00:42:33.960]   you will have the same- basically,
[00:42:33.960 --> 00:42:37.200]   you'll have different batches of different images coming in.
[00:42:37.200 --> 00:42:38.720]   But you want to apply, let's say,
[00:42:38.720 --> 00:42:41.760]   the same weight matrix to all of them.
[00:42:41.760 --> 00:42:45.240]   And instead of duplicating that weight matrix a hundred or even like
[00:42:45.240 --> 00:42:48.320]   potentially depending on the size of your batch size like a thousand times,
[00:42:48.320 --> 00:42:50.080]   and then adding those together,
[00:42:50.080 --> 00:42:52.240]   you use the same matrix and it'll know, okay,
[00:42:52.240 --> 00:42:54.880]   if I'm going to be duplicating over the batch dimension,
[00:42:54.880 --> 00:42:56.440]   it'll do that for you on the back end.
[00:42:56.440 --> 00:42:58.880]   So it's used a lot of times in deep learning because of this.
[00:42:58.880 --> 00:43:00.880]   And basically, in your second homework,
[00:43:00.880 --> 00:43:02.080]   that's basically what you'll be doing.
[00:43:02.080 --> 00:43:05.360]   We're implementing a feed-for-all network in NumPy.
[00:43:05.360 --> 00:43:07.760]   And it'll say you have like this W matrix,
[00:43:07.760 --> 00:43:09.200]   you have this like B matrix,
[00:43:09.200 --> 00:43:11.560]   which is a bias, it will come to those in class.
[00:43:11.560 --> 00:43:13.560]   And it'll ask you to implement it in NumPy,
[00:43:13.560 --> 00:43:14.840]   because that's basically what you're doing.
[00:43:14.840 --> 00:43:16.380]   It's like you have this input image,
[00:43:16.380 --> 00:43:19.960]   you have a weight matrix which will somehow scale it to an output.
[00:43:19.960 --> 00:43:23.440]   And that weight matrix will be applied to multiple images in your batch.
[00:43:23.440 --> 00:43:24.640]   And those images can be different,
[00:43:24.640 --> 00:43:28.000]   but their sizes will be the same and it's optimized for that.
[00:43:28.000 --> 00:43:33.120]   Okay. So this is just more examples of sort of the same thing.
[00:43:33.120 --> 00:43:36.920]   Your final thing that you'll be coming to is the size of 3,4.
[00:43:36.920 --> 00:43:41.520]   Let's see. This one's sort of the example that I showed right here, right?
[00:43:41.520 --> 00:43:44.680]   Which is that I have this array of like say zeros.
[00:43:44.680 --> 00:43:46.000]   I have this NumPy,
[00:43:46.000 --> 00:43:47.560]   this B array of size,
[00:43:47.560 --> 00:43:48.860]   what size were they? What would this be?
[00:43:48.860 --> 00:43:52.040]   Yes. Good. Because you have one outer list,
[00:43:52.040 --> 00:43:53.760]   and inside this you have one inner list.
[00:43:53.760 --> 00:43:56.880]   So it's just basically one row and then three values inside.
[00:43:56.880 --> 00:43:59.800]   So yes. And so would this be compatible?
[00:43:59.800 --> 00:44:03.600]   Yes. And so it'll know basically to duplicate over the row dimension.
[00:44:03.600 --> 00:44:05.600]   And so you're going to get duplicates in the row dimensions.
[00:44:05.600 --> 00:44:07.800]   You're going to get 1, 2, 3, 1, 2, 3, 1, 2, 3.
[00:44:07.800 --> 00:44:09.800]   And that's what's happening here.
[00:44:09.800 --> 00:44:15.240]   So these are for example a little bit sometimes when it says more complex behavior.
[00:44:15.240 --> 00:44:18.520]   What this basically just means is that like if I have this B vector,
[00:44:18.520 --> 00:44:20.320]   which is 3,1.
[00:44:20.320 --> 00:44:23.760]   If I'm doing this B plus B dot transpose,
[00:44:23.760 --> 00:44:26.400]   by the way transpose is just changing the dimensions and switching them.
[00:44:26.400 --> 00:44:28.200]   So if I have a two by three matrix,
[00:44:28.200 --> 00:44:30.360]   transpose will be a three by two matrix.
[00:44:30.360 --> 00:44:38.000]   What that means visually is something like your row and rows and like column dimensions will get switched.
[00:44:38.000 --> 00:44:44.840]   X goes to, I believe it's like 1, 2, 3, 4, 5, 6.
[00:44:44.840 --> 00:44:48.480]   So like three row- rows versus like three columns.
[00:44:48.480 --> 00:44:54.320]   And what this is just saying is that a three by one and a one by three,
[00:44:54.320 --> 00:44:56.880]   both of those vectors will be compatible because remember in
[00:44:56.880 --> 00:44:59.680]   each dimension it's either the same or one.
[00:44:59.680 --> 00:45:03.760]   And so it knows to duplicate over both of those dimensions.
[00:45:03.760 --> 00:45:06.280]   And that's what's happening here.
[00:45:06.280 --> 00:45:09.760]   Okay. So I think we are right at time.
[00:45:09.760 --> 00:45:14.320]   And what I would recommend is basically playing with variations of this for broadcasting.
[00:45:14.320 --> 00:45:17.760]   And see, just remember the two rules for broadcasting is just,
[00:45:17.760 --> 00:45:20.560]   if it's compatible it's either the same value or it's one.
[00:45:20.560 --> 00:45:24.200]   And whatever is the one dimension is what's going to be duplicated over on the back end.
[00:45:24.200 --> 00:45:27.360]   So yeah, it's not going to be compatible if they're divisible for example, right?
[00:45:27.360 --> 00:45:30.800]   So if you have like let's say six and three, that's not compatible.
[00:45:30.800 --> 00:45:34.960]   You can reshape it and then see if you'd like to have one.
[00:45:34.960 --> 00:45:38.480]   There's tricks you can use where you're sort of thinking like on the back end,
[00:45:38.480 --> 00:45:40.320]   how do I want this data to be multiplied?
[00:45:40.320 --> 00:45:42.840]   You can maybe reshape everything into like an eight- one,
[00:45:42.840 --> 00:45:46.440]   like one by 18 matrix and then multiply everything and then reshape it back.
[00:45:46.440 --> 00:45:49.040]   That's what you can do but you can never just directly for example,
[00:45:49.040 --> 00:45:51.280]   six by three, make that compatible.
[00:45:51.280 --> 00:45:54.400]   Okay. So I think let's wrap up.
[00:45:54.400 --> 00:45:58.560]   This one's just a quick example of another use of efficient NumPy code.
[00:45:58.560 --> 00:46:05.120]   Quick note, never, preferably don't use loops whenever you're dealing with large data matrices.
[00:46:05.120 --> 00:46:09.720]   Mostly because loops are almost always about a 100 times slower.
[00:46:09.720 --> 00:46:11.840]   NumPy is usually very, very efficient.
[00:46:11.840 --> 00:46:14.360]   As this is just an example of what you can accomplish
[00:46:14.360 --> 00:46:16.760]   with NumPy and same thing using loops.
[00:46:16.760 --> 00:46:21.160]   So what this is saying is I have an x matrix of size 1000 by 1000.
[00:46:21.160 --> 00:46:22.760]   And I want to apply, you know,
[00:46:22.760 --> 00:46:28.040]   let's say I want to add everything from row 100 onwards with plus five.
[00:46:28.040 --> 00:46:31.840]   So visually what that will look like is something like I have
[00:46:31.840 --> 00:46:40.520]   this full matrix and I want everything here basically to be added with plus five.
[00:46:40.520 --> 00:46:42.880]   Then in the loop format,
[00:46:42.880 --> 00:46:46.920]   I can basically loop over the first dimension of 100 plus and do that.
[00:46:46.920 --> 00:46:49.760]   Or NumPy, I can basically do what's called NumPy.a range,
[00:46:49.760 --> 00:46:53.240]   which will generate integers in like we see 1, 2, 3, 4, 5,
[00:46:53.240 --> 00:46:55.440]   6 all the way up to that 100 value.
[00:46:55.440 --> 00:46:57.040]   In this case, it's between 100 and 1000.
[00:46:57.040 --> 00:46:58.720]   So start with 100, 100, 1, 100, 2,
[00:46:58.720 --> 00:47:02.680]   all the way to 1000 in the first dimension and then just add that with five.
[00:47:02.680 --> 00:47:06.480]   So this is just an example of how you would switch from using loops to using NumPy.
[00:47:06.480 --> 00:47:08.680]   And it's a lot, lot faster.
[00:47:08.680 --> 00:47:18.680]   [BLANK_AUDIO]

