
[00:00:00.040 --> 00:00:09.300]   Til
[00:40:46.000 --> 00:41:16.020]  , we've got layers and that's the basis of good asset protection planning. Even.
[00:41:16.020 --> 00:41:16.020]   We've got layers and that's the basis of good asset protection planning. Even.
[00:41:16.020 --> 00:41:16.020]   We've got layers and that's the basis of good asset protection planning. Even.
[00:41:16.020 --> 00:41:16.020]   We've got layers and that's the basis of good asset protection planning. Even.
[00:41:16.040 --> 00:41:46.040]  , we've got layers and that's the basis of good asset protection planning planning. Even.
[00:41:46.040 --> 00:41:46.040]   We've got layers and that's the basis of good asset protection planning planning. Even.
[00:41:46.040 --> 00:41:46.040]   We've got layers and that's the basis of good asset protection planning planning planning. Even.
[00:41:46.040 --> 00:41:46.040]   We've got layers and that's the basis of good asset protection planning planning planning planning. Even.
[00:41:46.080 --> 00:42:16.060]   a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.060 --> 00:42:16.060]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.060 --> 00:42:16.060]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.060 --> 00:42:16.060]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.060 --> 00:42:16.060]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.060 --> 00:42:16.060]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:16.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:42:46.080]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:42:46.080 --> 00:43:16.100]  ,
[00:43:16.100 --> 00:43:16.100]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:16.100 --> 00:43:16.100]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:16.100 --> 00:43:16.100]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:16.100 --> 00:43:16.100]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:16.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:43:46.120]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:43:46.120 --> 00:44:16.140]  ,
[00:44:16.140 --> 00:44:16.140]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:16.140 --> 00:44:16.140]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:16.140 --> 00:44:16.140]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:16.140 --> 00:44:16.140]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:16.140 --> 00:44:16.140]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:16.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.160 --> 00:44:46.160]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:44:46.200 --> 00:45:16.180]  ,
[00:45:16.180 --> 00:45:16.180]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:16.180 --> 00:45:16.180]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:16.180 --> 00:45:16.180]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:16.180 --> 00:45:16.180]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:16.180 --> 00:45:16.180]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:16.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.200 --> 00:45:46.200]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:45:46.240 --> 00:46:16.220]  ,
[00:46:16.220 --> 00:46:16.220]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:16.220 --> 00:46:16.220]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:16.220 --> 00:46:16.220]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:16.220 --> 00:46:16.220]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:16.220 --> 00:46:16.220]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:16.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.240 --> 00:46:46.240]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:46:46.280 --> 00:47:16.260]  ,
[00:47:16.260 --> 00:47:16.260]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:16.260 --> 00:47:16.260]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:16.260 --> 00:47:16.260]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:16.260 --> 00:47:16.260]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:16.260 --> 00:47:16.260]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:16.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.280 --> 00:47:46.280]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:47:46.320 --> 00:48:16.300]  ,
[00:48:16.300 --> 00:48:16.300]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:16.300 --> 00:48:16.300]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:16.300 --> 00:48:16.300]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:16.300 --> 00:48:16.300]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:16.300 --> 00:48:16.300]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:16.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:48:46.320]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:48:46.320 --> 00:49:16.340]  ,
[00:49:16.340 --> 00:49:16.340]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:16.340 --> 00:49:16.340]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:16.340 --> 00:49:16.340]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:16.340 --> 00:49:16.340]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:16.340 --> 00:49:16.340]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:16.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.360 --> 00:49:46.360]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:49:46.400 --> 00:50:16.380]  ,
[00:50:16.380 --> 00:50:16.380]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:16.380 --> 00:50:16.380]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:16.380 --> 00:50:16.380]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:16.380 --> 00:50:16.380]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:16.380 --> 00:50:16.380]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:16.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.400 --> 00:50:46.400]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:50:46.440 --> 00:51:16.420]  , I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:16.420 --> 00:51:16.420]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:16.420 --> 00:51:16.420]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:16.420 --> 00:51:16.420]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:16.420 --> 00:51:16.420]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:16.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:51:46.440]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:51:46.440 --> 00:52:16.460]  ,
[00:52:16.460 --> 00:52:16.460]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:16.460 --> 00:52:16.460]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:16.460 --> 00:52:16.460]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:16.460 --> 00:52:16.460]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:16.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.480 --> 00:52:46.480]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available
[00:52:46.520 --> 00:53:16.500]   I could live like a king on 500 to a thousand dollars a month especially if i were using all of the welfare programs that are available

