
[00:00:00.000 --> 00:00:14.000]   *Music*
[00:55:44.360 --> 00:55:48.440]   Are you having trouble getting the connection stream for JHAB there? It could be that it's not loading
[00:55:48.440 --> 00:55:54.120]   .env file? Yeah. It's easier to just copy the values into the cell where it's loading from the environment.
[00:55:54.120 --> 00:55:58.360]   Yeah, you can do that too. Yeah. Yeah. That's my advice. Yep. That's actually really good advice. Um...
[00:55:58.360 --> 00:56:06.840]   I'm uploading it to the Slack channel right now. Thank you. Thank you. What's your name? Caleb.
[00:56:06.840 --> 00:56:13.000]   Caleb to the rescue. Thank you, Caleb. Everybody, round of applause. Round of applause. You're that
[00:56:13.000 --> 00:56:16.760]   helpful guy at work, aren't you? You're like, oh, I can just do this thing. It'll make it easy for everybody.
[00:56:17.400 --> 00:56:24.520]   Thank you, Caleb. Naya, also. Naya, round of applause. We love Naya. You'll probably see if you're from San
[00:56:24.520 --> 00:56:30.280]   Francisco, Naya is all places, as is Alexi. They're around all the time. So hopefully they're familiar
[00:56:30.280 --> 00:56:37.640]   faces for you all. Um, so yeah. So the first one is just really meant to get you to connect to the graph
[00:56:37.640 --> 00:56:42.440]   and make sure that your connection is working. Um, and just showing you how you can get some basic summary
[00:56:42.440 --> 00:56:49.320]   statistics. Um, you know, one of the things that we can do is we can preview some of these documents.
[00:56:49.320 --> 00:56:53.960]   Um, so again, this is our data model just to get you familiar with what we're looking at.
[00:56:53.960 --> 00:57:03.400]   And then let's move on to our notebook number two is where things get get more exciting. Um,
[00:57:03.400 --> 00:57:09.560]   in notebook number two, what we what we're looking to do is we're looking to actually start
[00:57:09.560 --> 00:57:18.760]   leveraging these algorithms for, uh, where am I? Okay. So when we talk about graphs, like ultimately
[00:57:18.760 --> 00:57:21.800]   what we're trying to do is we're trying to help you do these things at scale. We're trying to help
[00:57:21.800 --> 00:57:26.520]   you be successful in production and we're trying to help you get the best possible outcome from the
[00:57:26.520 --> 00:57:32.120]   applications that you're building. And the way that I, that I suggest is my little moniker, which is
[00:57:32.120 --> 00:57:37.800]   connect cluster curate to your point of how do we actually manage this at scale? What does that look like?
[00:57:37.800 --> 00:57:43.480]   What do we do? Um, what we have in these notebooks walks you through this very, this process. The way
[00:57:43.480 --> 00:57:48.520]   that it works is we start out by running KNN on similarity. So we take the embedding for each of
[00:57:48.520 --> 00:57:57.720]   those documents and we create, uh, we leverage a similarity score. So, um, basically we take a K of 25,
[00:57:57.720 --> 00:58:04.360]   we run KNN and we understand, we start making connections among very similar documents, right?
[00:58:04.360 --> 00:58:11.240]   You'll see why we do that in a minute. But what this does is it sets us up for the next step, which is
[00:58:11.240 --> 00:58:18.040]   community detection, also known as clustering. Um, and what it allows you to do is it allows you to group
[00:58:18.040 --> 00:58:26.040]   these like items so that you can manage them together, right? It's very hard to look at any one and know
[00:58:26.040 --> 00:58:31.320]   what's happening, but we can certainly look at all of the things. And then finally what it leads us to
[00:58:31.320 --> 00:58:37.240]   is we curate the grounding data set via these techniques that work at scale. So this is a similarity
[00:58:37.240 --> 00:58:42.840]   graph of context documents, um, you know, connected to their source URLs, right? So it makes sense that
[00:58:42.840 --> 00:58:47.720]   there's a lot of overlap and similarity because they're coming from the same source. And you may be saying,
[00:58:47.720 --> 00:58:51.640]   you may be saying, well, if they're all the same, like, why do I need to know that they're similar?
[00:58:51.640 --> 00:58:56.680]   How does that help me? Well, it helps you in a few different ways. Uh, what the, oh, this thing's
[00:58:56.680 --> 00:59:01.800]   going crazy. Um, what I first want to talk about is I want to talk, talk a little bit about the math
[00:59:01.800 --> 00:59:07.560]   and the understanding of how community detection works, right? Um, I promise you there's no calculus
[00:59:07.560 --> 00:59:14.120]   and there's no quiz. Um, but when, so like, if we're looking at this doc, you know, we're looking
[00:59:14.120 --> 00:59:17.960]   at a few different friends, a couple of friend groups, like it's pretty clear. Like there's one
[00:59:17.960 --> 00:59:23.960]   click, there's another click. It's pretty obvious, right? Like that seems reasonable. And then when we
[00:59:23.960 --> 00:59:28.840]   start getting bigger, like these are, these are similar. And what we're seeing here, this is actually,
[00:59:28.840 --> 00:59:33.320]   these are actually sized by page rank, which is an important score. Um, and they're still like,
[00:59:33.320 --> 00:59:37.240]   it still seems pretty obvious. Like, yeah, they're clustering together. Like it's still pretty
[00:59:37.240 --> 00:59:44.520]   logical. Like I get it. Um, but anybody who has worked with graph knows that it never looks like
[00:59:44.520 --> 00:59:50.600]   this. Has anybody ever actually seen anything that looks as tidy? No, never. Cause it looks like this,
[00:59:50.600 --> 00:59:55.720]   right? This is what we're actually looking at, right? In this case, what we've got is we've got
[00:59:55.720 --> 01:00:03.240]   all these different nodes. They're sized by page rank. And then the edges are weight. They're weighted edges,
[01:00:03.240 --> 01:00:08.280]   right? It's very like the hairball people call it. Um, the bowl of spaghetti, whatever it is.
[01:00:08.280 --> 01:00:14.600]   And so like, it's very complex. So how do we actually find things that work? How do we actually
[01:00:14.600 --> 01:00:22.200]   run community? Oh my God, it's so sensitive. My goodness. Um, this is the boring math part,
[01:00:22.200 --> 01:00:28.280]   but just so that you understand like what is happening under the hood. So when you're doing clustering in graph,
[01:00:28.280 --> 01:00:34.760]   it's based on something called modularity optimization and a community is high modularity,
[01:00:34.760 --> 01:00:40.760]   right? It's modular makes sense, right? When the items within or the connections within it are highly
[01:00:40.760 --> 01:00:46.600]   interconnected with each other and have a very low connection to things outside, right? That's like
[01:00:46.600 --> 01:00:51.880]   the basics of the math. So what it's going to do is the algorithm is going to go through and it's going to
[01:00:51.880 --> 01:00:57.480]   say, okay, for every node is the modularity score going to go up or is it going to go down if I put
[01:00:57.480 --> 01:01:02.120]   the same label as my neighbor, right? So does it belong with this group or does it belong with that group?
[01:01:02.120 --> 01:01:09.800]   What does it do to the actual numbers, right? Louvain is a particular type of algorithm and this is where
[01:01:09.800 --> 01:01:15.240]   it says, yeah, that's exactly what we just talked about. So how does it actually work? So what it will do
[01:01:15.240 --> 01:01:20.520]   is it will start by giving a single node a label and then it does the calculation and says, okay,
[01:01:20.520 --> 01:01:25.800]   like let me figure out, does it go up or does it go down? And then it will do the first pass and it'll
[01:01:25.800 --> 01:01:31.880]   say, okay, these are the ones that are most connected to each other. And then it'll say, okay, well, let me
[01:01:31.880 --> 01:01:38.840]   group and aggregate those and let me look at how many, what you see in step two is you see the number of
[01:01:38.840 --> 01:01:44.680]   connections between each of those clusters, right? So when we look at it, so, you know, it's pretty
[01:01:44.680 --> 01:01:50.440]   straightforward. The pinks and the yellows, there's three edges between them, but there's 14 within
[01:01:50.440 --> 01:01:55.960]   just pink and there's two within yellow and four within green and 14 within blue, right? So what it
[01:01:55.960 --> 01:02:01.160]   shows you is it's showing you that like there's a lot connected within and not so many on the outside,
[01:02:01.160 --> 01:02:07.960]   right? Pretty straightforward. That's pretty easy math, right? And then it just keeps going through and then
[01:02:07.960 --> 01:02:12.840]   eventually it goes down. One of the things to know, um, there's another algorithm called Leiden.
[01:02:12.840 --> 01:02:18.760]   It is similar, but it, um, but if you need to work with unconnected graphs, so depending on whether your
[01:02:18.760 --> 01:02:23.080]   graph is completely connected or not, there are different ones. But ultimately what it's doing is
[01:02:23.080 --> 01:02:29.160]   saying, you know, are, are these things, which of these things is not like the other, right? So label
[01:02:29.160 --> 01:02:35.160]   propagation is, uh, is another way of doing clustering. And what label propagation does is it says,
[01:02:35.160 --> 01:02:41.400]   okay, I'm going to assign a random label to something or I, I know these labels and then I'm
[01:02:41.400 --> 01:02:46.280]   going to go to the neighbors and I'm going to say, I'm going to assign what this one is to its neighbors
[01:02:46.280 --> 01:02:51.960]   and then eventually we have these iterations where they converge label propagation algorithm. Now the nice
[01:02:51.960 --> 01:02:57.240]   thing about the label propagation algorithm is it's actually one of the fastest clustering algorithms. So
[01:02:57.240 --> 01:03:04.680]   especially if you've got lots and lots of values and you want to run something very big, it's a very fast way to do it. Um, if you need
[01:03:04.680 --> 01:03:09.880]   something that's like highly nuanced, it's worth spending the time and the computation to use one
[01:03:09.880 --> 01:03:15.080]   of the other algorithms. But what I wanted to do is I just wanted to, to show you what this looks like
[01:03:15.080 --> 01:03:21.800]   because label propagation, it's, and modularity does the same thing. It's really looking for density.
[01:03:21.800 --> 01:03:27.880]   It's looking for density in those graphs. So when we think about, you know, the craziness that we see here,
[01:03:27.880 --> 01:03:32.840]   like even in this, like you can see like little pockets of density, right? We see these pockets of density.
[01:03:32.840 --> 01:03:38.440]   I always like to take the soft eye when we look at graphs. Um, and so that's what, that's what's happening
[01:03:38.440 --> 01:03:47.960]   with the math under the hood, right? So what does this actually mean in our, in our code? So what we've got
[01:03:47.960 --> 01:03:55.160]   is, let me close this out. So what we're going to do is the first thing you do is you're going to run the KNN.
[01:03:55.160 --> 01:04:01.960]   So you run the KNN on similarity. Obviously we connect as always. Um, there is a weird little thing you have to do.
[01:04:01.960 --> 01:04:08.120]   You have to create an empty relationship, but don't worry about that. Like I gave it to you. Um, but that's a little,
[01:04:08.120 --> 01:04:13.800]   little peat point. Um, that's probably cause we don't need it. Um, but then we run the query and I just want
[01:04:13.800 --> 01:04:19.560]   to walk through how the query is actually built and what it looks like. So the first thing that we have
[01:04:19.560 --> 01:04:25.160]   is, do I have my, I want to, I want to see this. Sorry. Somebody's got a question over here. Yes.
[01:04:25.160 --> 01:04:32.760]   Then, then, then over there, Caleb. There we go. Here we go. Did you have a question?
[01:04:32.760 --> 01:04:39.160]   - Yes. - Yeah.
[01:04:39.160 --> 01:04:48.600]   - Mmm. Graph.project. So just to go over like one, what, what the process is when you're,
[01:04:48.600 --> 01:04:53.480]   when you're actually, um, running the algorithms. The first thing you need to do is you need to
[01:04:53.480 --> 01:04:57.960]   project a graph because most of the time when you're running the algorithm, you're not running
[01:04:57.960 --> 01:05:02.440]   it on the entire graph, right? We're running it on something small. So in our case, we want to run
[01:05:02.440 --> 01:05:09.320]   k-nearest neighbors just on the documents, right? So what we need to do is we create this, uh, this
[01:05:09.320 --> 01:05:15.240]   projection. So here we've got, we're calling the projection. We're calling it docs. So the first thing
[01:05:15.240 --> 01:05:20.520]   you'll see is the name of the projection, which is docs. What, then what we look at is we look at which
[01:05:20.520 --> 01:05:24.760]   nodes. The next thing you're going to see is nodes. So for us, we're using documents, right? So we want
[01:05:24.760 --> 01:05:30.280]   documents. I want to include the property embedding. So you really want to make sure you're only bringing in
[01:05:30.280 --> 01:05:35.240]   what you need, right? Because it's just going to make things run faster. Um, and then because it's
[01:05:35.240 --> 01:05:39.720]   just, the documents aren't related to each other yet, right? We know that from the data model those
[01:05:39.720 --> 01:05:44.200]   documents are related to the responses, but they're not related to each other. We're building this
[01:05:44.200 --> 01:05:50.520]   similarity among them. And so it happens to be an empty relationship. And then what it will do is it will
[01:05:50.520 --> 01:05:56.120]   give us the graph name, the node count, and it'll, and it'll let us know that it ran. And what that ends up looking
[01:05:56.120 --> 01:06:04.760]   like is, let me go to my aura. Where's my aura? I'm so not aura, as the middle school would say right
[01:06:04.760 --> 01:06:11.640]   now. Okay. Um, so let's go into explore. Anybody here have middle schoolers or like, no, the whole like
[01:06:11.640 --> 01:06:19.560]   brain rot, like riz, aura, skibbity, like it's insanity. All right. Um, so what we're going to be looking at
[01:06:19.560 --> 01:06:27.160]   is when we look at documents, I've run it already. Um, so we're going to see that there's similarity
[01:06:27.160 --> 01:06:33.400]   among them, but right now we're going to see these documents and what I want to look at is, oh yeah.
[01:06:33.400 --> 01:06:38.120]   So I'm going to look at documents that are connected to,
[01:06:43.480 --> 01:06:59.320]   come on. Similar to documents. Oh, actually let me, yeah, that'll work. It takes a second to run. Um,
[01:06:59.320 --> 01:07:05.720]   one of the, one of the things that, um, I did is I actually changed what the way that we look at it in
[01:07:05.720 --> 01:07:11.800]   the graph, just so you know, I changed it so that it's actually the colors of the nodes are by community.
[01:07:11.800 --> 01:07:16.920]   Because what I wanted to see is I wanted to see like, do we start to see, let me run this one
[01:07:16.920 --> 01:07:30.280]   more time. Let me clear the scene. Do this. Oh, dear sweet Wi-Fi. Maybe I should open up my Neo4j,
[01:07:30.280 --> 01:07:36.840]   like desktop. Um, yeah. So what we're going to see is we're going to see the connections in and among
[01:07:37.480 --> 01:07:45.000]   the, hold on a second. I don't like this. I don't like this at all. What it's eventually
[01:07:45.000 --> 01:07:48.680]   going to show you is it's going to show you the similarities in and among, and it's going to be like
[01:07:48.680 --> 01:07:56.120]   the greatest ever hairball. So in this particular case, like this is what it might look like.
[01:07:56.120 --> 01:08:02.120]   Um, and what we see is like we saw with the big one, like you're going to see like clusters of documents
[01:08:02.120 --> 01:08:07.720]   that are very similar. The other thing that we're going to see is we're going to see what I call the
[01:08:07.720 --> 01:08:15.400]   bridge documents. The ones that will often be the, the middleman. We call it, um, betweenness centrality.
[01:08:15.400 --> 01:08:21.160]   And so what you want to understand, like I said, it's the soft eye. You want to understand what is
[01:08:21.160 --> 01:08:25.880]   the clustering of your documents. And again, you might be asking yourself like, why is that helpful?
[01:08:25.880 --> 01:08:29.720]   And I promise you the reason that it's helpful is because
[01:08:29.720 --> 01:08:39.160]   what we end up being able to do is understand what's happening within the data. So this is a 2d version of,
[01:08:39.160 --> 01:08:45.320]   of these embeddings and these clusters. And what we see is we see, you know, it looks like a bowl of
[01:08:45.320 --> 01:08:49.880]   fruit loops. Like how, again, Alison, how is this helpful? I'm not a data scientist. Like what is
[01:08:49.880 --> 01:08:55.080]   happening here? Um, but when we zoom in, we see a couple of things. In one case, we have a single
[01:08:55.080 --> 01:08:59.720]   community document cluster. So what we're seeing is there's a lot of similarity in the embedding,
[01:08:59.720 --> 01:09:04.760]   right? They're all in that same community. They're all very similar. And then in this other side,
[01:09:04.760 --> 01:09:09.640]   we've got some, they're kind of spread out, like nothing really clear on a perimeter, right? Like
[01:09:09.640 --> 01:09:14.520]   you're like, is that good clustering or not? Um, and so my question to you is, which is better?
[01:09:14.520 --> 01:09:21.800]   Which of these do you think might say, oh yeah, like we've got it. We've got what we need. We're good.
[01:09:21.800 --> 01:09:29.800]   Pros and cons. Somebody says some. Single community. What's the, what's the thought on a single
[01:09:29.800 --> 01:09:36.360]   community? Figure out there is some relationship between those nodes. Yeah, they're very similar.
[01:09:36.360 --> 01:09:41.480]   Mm-hmm. That's awesome. And in traditional clustering, that would be great, right? If we're
[01:09:41.480 --> 01:09:45.160]   talking about clustering customers, we're doing customer 360, we're like, oh, this is a group,
[01:09:45.160 --> 01:09:50.680]   this is a thing. But one of the things that we have, though, is that means we have a lot of very similar
[01:09:50.680 --> 01:09:57.480]   documents. So the question is, do we really want it to look like that? Customers, yes. Documents, no.
[01:09:57.480 --> 01:10:03.160]   No. Right? Because one of the things that we need to understand is we need to really be efficient.
[01:10:03.160 --> 01:10:07.960]   So when we talk about what is a high quality grounding data set in your retrieval augmented
[01:10:07.960 --> 01:10:14.680]   generation, these are our five basic principles that we, that we go by. Is it relevant? Is it actually
[01:10:14.680 --> 01:10:21.080]   giving an augmenting answer? Is it reliable? Right? Like, do you have, do you have like a lot of variety
[01:10:21.080 --> 01:10:26.120]   that's coming back on something? Like, is it really disparate from these communities? Because there's a hole in
[01:10:26.120 --> 01:10:30.920]   your data. Because we don't know. Right? There's a gap in all this high dimensional space. There's
[01:10:30.920 --> 01:10:36.760]   this like big blind spot that you don't know about. And again, is it efficient? How many people here are
[01:10:36.760 --> 01:10:42.840]   really worried about their applications being efficient? Everybody. I know, right? It makes you crazy. So,
[01:10:42.840 --> 01:10:48.840]   again, how do we do this at scale? What does that look like? So once we've done this clustering and we've
[01:10:48.840 --> 01:10:54.760]   assigned these communities to these nodes, then we can start looking at the data itself. Right? In this particular
[01:10:54.760 --> 01:10:58.920]   instance, one of the first things we did, and you'll, you'll see it, I left all the, the dump that you
[01:10:58.920 --> 01:11:04.360]   have has all the errors in it. So you can play with them. We can see that the median average word length
[01:11:04.360 --> 01:11:11.160]   is 512 characters. Well, our chunks are a length of 512. So that's probably not good data for us.
[01:11:11.160 --> 01:11:16.920]   Right? That's not helpful. And it's clearly very different from everybody else. So what does that look
[01:11:16.920 --> 01:11:22.120]   like? Median word count 1. So all of these are summary statistics at the, at that cluster level,
[01:11:22.120 --> 01:11:29.080]   at that community level. And so when we looked into it, we found this is very, you know, like, again,
[01:11:29.080 --> 01:11:34.520]   we brought our data in from, you know, web pages and all these different places. So clearly this is not
[01:11:34.520 --> 01:11:40.520]   going to be helpful to an answer. Right? At least not to a human. Right? So this is a way that we can start
[01:11:40.520 --> 01:11:47.000]   to clean something out. The basics. Right? Like, just the basics. The other thing that's going to come
[01:11:47.000 --> 01:11:53.160]   up in that high density, like that high similarity we saw is this. Highly similar text chunks. In this
[01:11:53.160 --> 01:12:01.480]   particular one here, community 4702, our average similarity is 0.98. We have 49 documents. 49 chunks
[01:12:01.480 --> 01:12:08.440]   that are almost completely identical. If you're doing a retriever that gives, you know, the top 10, that's not going to
[01:12:08.440 --> 01:12:14.120]   give you any context at all. It's just going to be really confident about this one thing. Right?
[01:12:14.120 --> 01:12:18.280]   How do you know that it's even the right thing? Right? So one of the things that you want to start
[01:12:18.280 --> 01:12:26.840]   looking at is ways that you can sometimes increase the diversity. Right? Like, I have a talk that I've
[01:12:26.840 --> 01:12:32.440]   submitted many, many times that has never been accepted. And it's called "The Dark Side of Distance
[01:12:32.440 --> 01:12:38.360]   Metrics: How Cosine Similarity Broke America." Right? I don't know why it doesn't get accepted. Why is that?
[01:12:38.360 --> 01:12:43.080]   Right? Because cosine similarity gives you exactly what you want.
[01:12:43.080 --> 01:12:49.480]   Gives you exactly what you want. Right? Like, I call it the chicken nuggets and Twinkies. If I had a robot
[01:12:49.480 --> 01:12:54.440]   in my house and I went to San Francisco and it was responsible for cooking for my kids, when I came back,
[01:12:54.440 --> 01:12:59.480]   all I'd be making is chicken nuggets and Twinkies. Right? That's the same thing that's happening in our
[01:12:59.480 --> 01:13:06.680]   algorithms. And so where this becomes really, really important, where everybody here is working with agents.
[01:13:09.000 --> 01:13:17.000]   you are refining signal at every turn. So if you get a signal, it's going to pick up on it and it's
[01:13:17.000 --> 01:13:21.240]   going to run with it. And it's going to go down to the next agent and the next agent and the next agent.
[01:13:21.240 --> 01:13:27.160]   And whatever that, whatever that path that it got on, it's going to go. Right? Because that's what we
[01:13:27.160 --> 01:13:32.440]   programmed it to do. It's doing its job. It's doing exactly what we told it to do. But is that what we want
[01:13:32.440 --> 01:13:38.440]   it to do? So one of the ways that, like, this community approach to documentation is really
[01:13:38.440 --> 01:13:46.360]   interesting is you can look at what are the variety of documents. You can actually use re-ranking for
[01:13:46.360 --> 01:13:52.440]   diversity in your responses. So let's say we do a vector retriever, right? We take the vector retriever
[01:13:52.440 --> 01:13:55.160]   and it comes back with this scoring. These things are all really similar.
[01:13:55.160 --> 01:14:01.640]   Okay? Well, most of them are from this community. But then the ones a little further down are from
[01:14:01.640 --> 01:14:09.880]   another community. So you can actually do different ways of re-ranking. So you can wait for diversity.
[01:14:09.880 --> 01:14:15.560]   You can wait for page rank, right? Like one of the examples we have in here is using page rank.
[01:14:15.560 --> 01:14:20.520]   Of these vectors, which ones are the most important? Which are the ones that people go to the most?
[01:14:20.520 --> 01:14:26.360]   We want to be feeding that back, right? It's like, it's why Google made billions of dollars, right? Page rank.
[01:14:26.360 --> 01:14:32.840]   Change the way everybody searched. So what I want you to be thinking about is you need to be thinking about
[01:14:33.480 --> 01:14:39.960]   what I call intelligent outcome management. It's not just about like, you know, AI, artificial intelligence.
[01:14:39.960 --> 01:14:44.840]   But what are the outcomes that we're getting? And how do we give really good ones?
[01:14:44.840 --> 01:14:50.760]   And I'm here to show you how you can use these algorithms to help you like diversify that a little bit.
[01:14:50.760 --> 01:14:54.440]   So when we looked at these highly similar text chunks,
[01:14:54.440 --> 01:15:01.320]   they're highly similar. It's because it comes from our documentation, right? We've got multiple versions, right?
[01:15:01.320 --> 01:15:06.200]   Like we've got a version for 1.5 and a version for 1.6. Well, the algorithm doesn't change, right?
[01:15:06.200 --> 01:15:08.440]   The algorithm doesn't change. So that's why we have all these repeats.
[01:15:08.440 --> 01:15:13.880]   So the other great thing about graphs, because, you know, every chance I get to love on a graph, I will,
[01:15:13.880 --> 01:15:20.040]   is you actually can very easily in this one moment, APOC nodes collapse.
[01:15:20.040 --> 01:15:27.240]   Awesome procedures on Cypher. So what it's going to do is it's going to do two things. One is going to make your
[01:15:27.240 --> 01:15:31.560]   retrieval much more efficient because you now have one version of it instead of many.
[01:15:31.560 --> 01:15:35.960]   But what it's also going to do is it's going to maintain the lineage.
[01:15:35.960 --> 01:15:42.200]   It's going to maintain the connection. So now we've got a single document, but we can see all of those
[01:15:42.200 --> 01:15:49.320]   sources. We can see where it came from. So you don't lose the institutional understanding, right?
[01:15:49.320 --> 01:15:52.920]   Nobody likes-- and who likes dropping rows? Everybody gets worried when you drop a row,
[01:15:52.920 --> 01:15:56.360]   right? Like, maybe it's just me. I always get worried. I'm like, oh, I'm dropping rows.
[01:15:56.360 --> 01:16:01.240]   Is this what I want? So in this case, you don't have to. And that's what's so great about and flexible
[01:16:01.240 --> 01:16:07.560]   about the graph is that you can do these large-scale management moments, and you're-- you get more
[01:16:07.560 --> 01:16:12.760]   efficient. You get really clear. You don't-- or you're not over-bundling something or overpowering
[01:16:12.760 --> 01:16:13.480]   something. Question.
[01:16:13.480 --> 01:16:15.000]   What does it mean to collapse here?
[01:16:15.000 --> 01:16:19.160]   Oh, so basically what we're doing here is we're saying these four are all the-- basically all the
[01:16:19.160 --> 01:16:23.400]   same. The text and the embedding are the same. So we're going to collapse them into a single node,
[01:16:23.400 --> 01:16:27.960]   and we're going to maintain the original relationships. So in this case, when-- then
[01:16:27.960 --> 01:16:32.840]   when you hit that embedding, you're only hitting it once instead of 19 or 49 times in our case. Yes?
[01:16:32.840 --> 01:16:38.360]   So on the document that are pretty much very similar, if they have various properties,
[01:16:38.360 --> 01:16:41.960]   they're slightly different. When you do the collapse, does it join all the properties together?
[01:16:41.960 --> 01:16:46.680]   It depends on how you want to do it. Like, you certainly could. I mean, it may be that you
[01:16:46.680 --> 01:16:51.400]   don't-- you may only want to, like, adjust what's in the index, right? Like, it could be a different
[01:16:51.400 --> 01:16:55.640]   way that you want to manage it, like, depending on what you need to maintain, right? If it's legal,
[01:16:55.640 --> 01:17:03.160]   then you probably don't want to lose anything. Um, you know, there's-- there's options. Yeah?
[01:17:03.160 --> 01:17:12.680]   There's a microphone for you. Because it's a good question. Everybody needs to hear it.
[01:17:12.680 --> 01:17:20.840]   So, um, the documents will be exactly the same for each one of the URL pages. The chunking was
[01:17:20.840 --> 01:17:28.360]   similar and the similar kind of things got picked up. So does chunking impact when-- in these kinds of
[01:17:28.360 --> 01:17:32.440]   mechanisms, how the similarity works? Yeah, I mean, because it could be, right? Because if it's the
[01:17:32.440 --> 01:17:36.440]   same page, but one has, like, an extra paragraph for that version, then the chunking might split
[01:17:36.440 --> 01:17:41.720]   differently, right? So you're not gonna-- it's not gonna-- it's not like a magic wand, right? It's no magic
[01:17:41.720 --> 01:17:48.600]   eraser. But it's definitely an easy way to increase your efficiency and increase the quality of the output in the data
[01:17:48.600 --> 01:17:57.880]   itself. Yes? So, you did the clustering on documents, or did you do the clustering on all different kinds of nodes that you have?
[01:17:57.880 --> 01:18:03.080]   I did the clustering just on the document nodes, which in this case are actually chunks, right?
[01:18:03.080 --> 01:18:09.080]   So it's just on those. So it takes the embedding, right, for that chunk, and then we run that KNN
[01:18:09.080 --> 01:18:15.480]   so that we understand, like, do we have these really high-density places? The other thing it allows you to do is
[01:18:15.480 --> 01:18:21.960]   understand, like, do I have the right information, right? So, um, where are we?
[01:18:21.960 --> 01:18:28.760]   Right, so again, like, what are the most frequently used communities? We've seen this already, right?
[01:18:28.760 --> 01:18:34.760]   This is a conversation, you know, these are the original documents. This is the the next set, some of it, right?
[01:18:34.760 --> 01:18:44.040]   Like, I've been doing more research into understanding, like, how people travel around the communities in different conversations.
[01:18:44.040 --> 01:18:50.840]   Do they all end in one place, or do they start in one place? Or how long does it take someone to get to the right area?
[01:18:50.840 --> 01:18:59.160]   Right? I mean, it's, you know, we're basically tracking human cognition by watching the way people move around their thought process, right?
[01:18:59.160 --> 01:19:07.640]   You know, this is, like, one particular visualization of a single conversation, and for each of these,
[01:19:07.640 --> 01:19:13.240]   we've got, you know, 10 pieces, 10 context documents that come back. You know, we have a K of 10.
[01:19:13.240 --> 01:19:18.280]   And so it looked at which communities are they coming from across this conversation?
[01:19:18.280 --> 01:19:23.240]   So this person originally was starting out in this area, and then clearly ended up over here.
[01:19:23.240 --> 01:19:29.000]   And then when they got to whatever community group number, or whatever it is, um, they got to their answer, and then they moved on.
[01:19:29.000 --> 01:19:37.240]   So whether your conversations are short or long is going to depend. What route you want people to take, right?
[01:19:37.240 --> 01:19:43.880]   I think about, you know, I always go to product analytics, right? So what is it that someone might need to know?
[01:19:43.880 --> 01:19:50.520]   So, so much becomes available. And, you know, again, on the developer side, like, maybe these things are important to us, maybe they're not.
[01:19:50.520 --> 01:19:56.520]   But as someone who's building agents, it has to be important to you, right?
[01:19:56.520 --> 01:20:03.640]   We have to really take accountability for the signals that we're amplifying in our systems and be aware.
[01:20:03.640 --> 01:20:07.560]   It's why the data scientists and the developers aren't on the other, are on different sides anymore.
[01:20:07.560 --> 01:20:12.600]   We're all AI engineers. Question? Someone? Someone? No? Okay. All right.
[01:20:12.600 --> 01:20:19.480]   My soapbox. Thank you. I appreciate that. Um, document usage. We talked about this. We talked about all these things.
[01:20:19.480 --> 01:20:25.800]   I don't think there's... Yeah, I think we're good. Yeah. Oh, this is just another, uh, you know,
[01:20:25.800 --> 01:20:32.040]   the betweenness centrality, right? Like, um, to understand why, why it might be important.
[01:20:32.040 --> 01:20:39.320]   Um, again, if you think about what is it that we're delivering, you know, like somebody said,
[01:20:39.320 --> 01:20:43.640]   like, who's the most important person at the company? Is it the person that's connected to any, everybody?
[01:20:43.640 --> 01:20:49.000]   Or is it, you know, the one person that talks to both sides of the, of the business? Right?
[01:20:49.000 --> 01:20:54.840]   Betweenness centrality says it's this person. Page rank says it's somebody else. So that's the other thing, too,
[01:20:54.840 --> 01:20:59.640]   is when we're trying to figure out what's important, we have a variety of algorithms that do different things
[01:20:59.640 --> 01:21:05.880]   that make that available to you. You know, conversation lengths, right? I mean, this is just some of the basics.
[01:21:05.880 --> 01:21:11.080]   Um, but this is just another really interesting one is we are looking at, um, good ratings and bad, right?
[01:21:11.080 --> 01:21:21.720]   So this is just an analysis based on the community, right? How many are in the community? Um, and then
[01:21:22.520 --> 01:21:27.800]   are the ratings good or bad by community, right? If you find that there's a, that there's a cluster
[01:21:27.800 --> 01:21:34.920]   of documents where the ratings are significantly worse than the others, let me go look at that.
[01:21:34.920 --> 01:21:41.160]   Let me go look at those documents. Maybe it's, you know, outdated. I had somebody, this is my interesting
[01:21:41.160 --> 01:21:49.160]   story. So, um, I do some work with some folks who do like DOD and Fed work and, um, former Navy SEAL,
[01:21:49.160 --> 01:21:53.400]   and he's just like, yeah, I couldn't believe it. And I'm like, what? He's like, somebody was doing
[01:21:53.400 --> 01:21:58.360]   this proposal and they have like this one thing that they have to put in, like some risk assessment
[01:21:58.360 --> 01:22:03.720]   thing. And like, it's just like they copy and paste it over and over and over again. And so one day he got
[01:22:03.720 --> 01:22:09.480]   really curious and he wanted to actually track where it came from. It was almost word for word something
[01:22:09.480 --> 01:22:17.160]   from the Vietnam War that people are still putting into these documents, right? Like it's got, like if we
[01:22:17.160 --> 01:22:22.440]   just threw it into a RAG application, it would have really high page rank. Everybody's using it. But
[01:22:22.440 --> 01:22:26.680]   where did it come from? Is that what we want? So looking at the things that are influential,
[01:22:26.680 --> 01:22:33.400]   not because they're an anomaly, but because we're amplifying that signal, is that the signal we want
