
[00:00:00.000 --> 00:00:05.020]   [ Music ]
[00:40:38.320 --> 00:40:41.200]   And not just that, we also see Jeremy,
[00:40:41.200 --> 00:40:43.040]   like just in the past two weeks,
[00:40:43.040 --> 00:40:45.520]   something I was really amazed to see
[00:40:45.520 --> 00:40:47.680]   that apart from the fast AI
[00:40:47.680 --> 00:40:49.520]   and apart from all the work that he does
[00:40:49.520 --> 00:40:51.680]   in the open source world,
[00:40:51.680 --> 00:40:53.680]   I saw an article from Jeremy
[00:40:53.680 --> 00:40:55.760]   in the Sydney Morning Herald, which was,
[00:40:55.760 --> 00:40:59.120]   it's a race and fighting for vaccines is crucial.
[00:40:59.120 --> 00:41:02.160]   Jeremy attended the Queensland AI Hub
[00:41:02.160 --> 00:41:04.880]   and he's also involved in the practical
[00:41:04.880 --> 00:41:06.640]   with the fast AI courses running
[00:41:06.640 --> 00:41:09.680]   from 25th May to 27th July.
[00:41:09.680 --> 00:41:12.640]   And I'm also a part of this, but that's not it.
[00:41:12.640 --> 00:41:14.800]   We see Jeremy also attend,
[00:41:14.800 --> 00:41:18.320]   gave a talk at the Queensland University of Technology,
[00:41:18.320 --> 00:41:20.560]   which was only two days ago with Rachel Thomas
[00:41:20.560 --> 00:41:22.320]   who's also the co-founder of fast AI.
[00:41:22.320 --> 00:41:24.480]   Sorry, there's more.
[00:41:24.480 --> 00:41:27.520]   We also see him active on Discord
[00:41:27.520 --> 00:41:29.120]   if I'm around and asking questions.
[00:41:29.120 --> 00:41:30.880]   And this was somebody asking about,
[00:41:30.880 --> 00:41:33.040]   oh, this was a basic question.
[00:41:33.040 --> 00:41:34.400]   And sorry to point out,
[00:41:34.400 --> 00:41:36.320]   I don't wanna point out anybody on the question,
[00:41:36.320 --> 00:41:40.560]   but just, somebody was asking about PDP and set trace
[00:41:40.560 --> 00:41:42.400]   and Jeremy was there to the rescue.
[00:41:42.400 --> 00:41:44.320]   And he was there to point resources.
[00:41:44.320 --> 00:41:46.640]   He also answered many of my questions.
[00:41:46.640 --> 00:41:48.880]   And as someone, when you're beginning your journey
[00:41:48.880 --> 00:41:50.640]   and you see Jeremy answering your question,
[00:41:50.640 --> 00:41:53.840]   you're like, oh, Jeremy really found the time to do that.
[00:41:53.840 --> 00:41:58.320]   I mean, he really is around to answer these basic questions.
[00:41:58.320 --> 00:42:02.320]   And finally, there's also these various projects
[00:42:02.320 --> 00:42:03.040]   in the fast AI.
[00:42:03.040 --> 00:42:05.440]   There's like NBDev, Fast Pages, Fastbook,
[00:42:05.440 --> 00:42:08.400]   fast AI, Fast Core, and there's other projects.
[00:42:10.480 --> 00:42:12.240]   And these are just the visible ones.
[00:42:12.240 --> 00:42:14.080]   Like these are just the ones I could find
[00:42:14.080 --> 00:42:17.360]   in the past few days that I saw Jeremy has been a part of.
[00:42:17.360 --> 00:42:20.640]   And I'm sure there's other life responsibilities.
[00:42:20.640 --> 00:42:24.240]   So Jeremy, really curious on how do you find the time
[00:42:24.240 --> 00:42:27.360]   and how do you end up building such cool things
[00:42:27.360 --> 00:42:29.360]   and really interested to know.
[00:42:29.360 --> 00:42:31.840]   - Oh yeah.
[00:42:31.840 --> 00:42:37.200]   I mean, it's been a busy week, I must admit.
[00:42:37.440 --> 00:42:39.920]   Yeah, I did have a few other talks I gave as well.
[00:42:39.920 --> 00:42:42.480]   And I'm writing another article for USA Today at the moment.
[00:42:42.480 --> 00:42:52.480]   The thing is though that I spend, I'm very slow.
[00:42:52.480 --> 00:42:54.400]   Like that's something people are surprised
[00:42:54.400 --> 00:42:56.720]   by when they work with me is how slow I am.
[00:42:56.720 --> 00:43:04.240]   I'm not in a big hurry, but I,
[00:43:06.240 --> 00:43:10.880]   I do spend a lot of time kind of meta researching
[00:43:10.880 --> 00:43:13.920]   and meta learning, which is like learning how to learn
[00:43:13.920 --> 00:43:16.960]   and learning how to research and learning how to work.
[00:43:16.960 --> 00:43:20.960]   I think the main thing I've done,
[00:43:20.960 --> 00:43:24.640]   which I don't know of anybody else who's done anywhere
[00:43:24.640 --> 00:43:29.200]   is to try to average spending at least 50% of my time
[00:43:29.200 --> 00:43:33.760]   every day learning and practicing something new.
[00:43:34.560 --> 00:43:36.480]   So I've been doing that since I was about 18.
[00:43:36.480 --> 00:43:40.320]   That could be just like a new API online
[00:43:40.320 --> 00:43:47.600]   or a new library or a new programming language or whatever.
[00:43:47.600 --> 00:43:52.800]   And the thing about that, that every,
[00:43:52.800 --> 00:43:55.520]   almost everybody I work with hates me doing that
[00:43:55.520 --> 00:43:57.520]   because it always seems like I'm spending time
[00:43:57.520 --> 00:43:59.040]   doing something which is not the thing I'm meant
[00:43:59.040 --> 00:44:00.720]   to be doing with the person I'm working with.
[00:44:01.680 --> 00:44:06.480]   But at the same time, it's, you know,
[00:44:06.480 --> 00:44:09.200]   it builds in this really multiplicative way.
[00:44:09.200 --> 00:44:11.840]   So all these tools and languages and stuff
[00:44:11.840 --> 00:44:14.480]   that I'm learning all work together
[00:44:14.480 --> 00:44:19.760]   so that I do find I can kind of whip things out
[00:44:19.760 --> 00:44:22.160]   more quickly than most people I know.
[00:44:22.160 --> 00:44:25.360]   And I also find that I kind of end up
[00:44:25.360 --> 00:44:27.360]   with a lot of kind of useful knowledge
[00:44:27.360 --> 00:44:30.000]   so that I can kind of read papers and stuff like that
[00:44:30.000 --> 00:44:30.960]   in lots of areas.
[00:44:30.960 --> 00:44:35.040]   You know, so for example, recently,
[00:44:35.040 --> 00:44:39.040]   one of my friends wrote a paper
[00:44:39.040 --> 00:44:44.240]   about the spike protein in COVID,
[00:44:44.240 --> 00:44:46.320]   which was being misunderstood.
[00:44:46.320 --> 00:44:51.120]   And the anti-vax community had really taken to it.
[00:44:51.120 --> 00:44:52.880]   And Alex Jones was talking about it.
[00:44:52.880 --> 00:44:57.840]   And so I spent a week learning about spike proteins
[00:44:57.840 --> 00:44:59.280]   and vaccines and so forth
[00:44:59.280 --> 00:45:00.960]   and ended up writing a paper with my friend
[00:45:00.960 --> 00:45:05.040]   about vaccine safety and vaccine efficacy
[00:45:05.040 --> 00:45:08.480]   and specifically focused on the role of the spike protein,
[00:45:08.480 --> 00:45:12.000]   which is, you know, something I don't know anything about.
[00:45:12.000 --> 00:45:15.200]   But I think, you know, when you decide to spend your time
[00:45:15.200 --> 00:45:17.840]   focused on learning something new,
[00:45:17.840 --> 00:45:20.000]   and particularly the more time you spend
[00:45:20.000 --> 00:45:23.200]   learning new things, the easier it gets.
[00:45:23.200 --> 00:45:25.360]   And so even though this was a totally new field for me,
[00:45:25.360 --> 00:45:27.360]   I found it was all just putting together stuff
[00:45:27.360 --> 00:45:29.520]   that was reasonably familiar.
[00:45:29.520 --> 00:45:32.400]   Second thing I'd say is,
[00:45:32.400 --> 00:45:36.240]   I think it's really useful to realize
[00:45:36.240 --> 00:45:38.080]   that basically nobody in history
[00:45:38.080 --> 00:45:42.800]   has shown the ability to have more than four hours a day
[00:45:42.800 --> 00:45:44.800]   of creative, productive work.
[00:45:44.800 --> 00:45:48.560]   So you should try really hard
[00:45:48.560 --> 00:45:50.560]   to make sure that you get those four hours
[00:45:50.560 --> 00:45:52.960]   as many times, many days as you can.
[00:45:52.960 --> 00:45:54.960]   Don't expect more.
[00:45:55.920 --> 00:45:58.080]   But really value those four hours
[00:45:58.080 --> 00:46:00.160]   and decide when those four hours are.
[00:46:00.160 --> 00:46:03.600]   And yeah, make the best of them you can.
[00:46:03.600 --> 00:46:07.920]   Don't start, you know, reading Facebook comments
[00:46:07.920 --> 00:46:10.000]   or getting distracted.
[00:46:10.000 --> 00:46:12.560]   You know, this is your time of creative work.
[00:46:12.560 --> 00:46:15.200]   So it could be that you're writing a blog post
[00:46:15.200 --> 00:46:16.480]   or you're writing code
[00:46:16.480 --> 00:46:18.640]   or you're doing some kind of deliberate practice.
[00:46:18.640 --> 00:46:23.360]   Something that really helps you get those four hours
[00:46:23.680 --> 00:46:26.560]   is being in good physical shape.
[00:46:26.560 --> 00:46:29.680]   So definitely, you know,
[00:46:29.680 --> 00:46:33.280]   half an hour to an hour of intense physical exercise
[00:46:33.280 --> 00:46:34.320]   each day is good.
[00:46:34.320 --> 00:46:37.920]   You can, you know, we got a lot of practice
[00:46:37.920 --> 00:46:39.920]   with learning how to do that inside
[00:46:39.920 --> 00:46:42.160]   because we had the lockdown in California
[00:46:42.160 --> 00:46:43.200]   and the wildfires.
[00:46:43.200 --> 00:46:47.360]   And so you can do high intensity training workouts,
[00:46:47.360 --> 00:46:49.200]   you know, Tabata training, stuff like that.
[00:46:49.200 --> 00:46:51.600]   And so, you know,
[00:46:51.600 --> 00:46:52.160]   you can do that.
[00:46:52.160 --> 00:46:59.200]   And so if you sleep well and exercise well.
[00:46:59.200 --> 00:47:03.840]   And yeah, you know,
[00:47:03.840 --> 00:47:05.440]   really try to find that four hours.
[00:47:05.440 --> 00:47:06.480]   I think that helps a lot.
[00:47:06.480 --> 00:47:09.920]   One thing that helps find your four hours each day
[00:47:09.920 --> 00:47:12.800]   is to try to block time for doing things.
[00:47:12.800 --> 00:47:14.320]   So if you need to have some meetings,
[00:47:14.320 --> 00:47:16.480]   decide how many hours a week
[00:47:16.480 --> 00:47:17.760]   you're prepared to have meetings
[00:47:17.760 --> 00:47:20.160]   and then set aside the hours each day
[00:47:20.160 --> 00:47:21.760]   you're prepared to have meetings.
[00:47:21.760 --> 00:47:25.280]   So for me, I generally set aside
[00:47:25.280 --> 00:47:30.160]   either all of or part of each Friday for meetings.
[00:47:30.160 --> 00:47:31.760]   And so I use Calendly,
[00:47:31.760 --> 00:47:32.960]   which is the thing that lets people
[00:47:32.960 --> 00:47:34.320]   book meetings with me.
[00:47:34.320 --> 00:47:37.120]   And so I just show that as being my free time.
[00:47:37.120 --> 00:47:41.360]   And so then the rest of the time is not meetings
[00:47:41.360 --> 00:47:44.080]   and it means I can focus.
[00:47:44.080 --> 00:47:48.080]   One thing Richard Feynman talked about,
[00:47:48.080 --> 00:47:49.200]   which I really agree with,
[00:47:49.200 --> 00:47:58.800]   is that it really helps if you bring joy to your work
[00:47:58.800 --> 00:48:03.200]   and follow things that are interesting to you.
[00:48:03.200 --> 00:48:06.560]   So I do basically no medium term planning at all,
[00:48:06.560 --> 00:48:08.400]   because that always feels like
[00:48:08.400 --> 00:48:09.760]   it sucks the joy out of things.
[00:48:09.760 --> 00:48:11.360]   I do long term planning of like,
[00:48:11.360 --> 00:48:13.360]   what would I like to do in the next 10 to 20 years?
[00:48:13.360 --> 00:48:16.320]   I do short term planning of what do I want to do
[00:48:16.320 --> 00:48:17.680]   in the next one to two days.
[00:48:18.000 --> 00:48:21.280]   But if people are like,
[00:48:21.280 --> 00:48:23.760]   what's your plan for the next month?
[00:48:23.760 --> 00:48:25.920]   I never have any idea
[00:48:25.920 --> 00:48:27.760]   because I really want to have that ability
[00:48:27.760 --> 00:48:30.240]   to like find out what's the thing
[00:48:30.240 --> 00:48:32.240]   that really gets me excited right now.
[00:48:32.240 --> 00:48:38.960]   And so as a result, I find the vast majority of the time,
[00:48:38.960 --> 00:48:40.640]   the work I'm doing is stuff
[00:48:40.640 --> 00:48:44.160]   which I am deeply passionate about and excited about.
[00:48:45.120 --> 00:48:46.400]   Sometimes I don't enjoy it.
[00:48:46.400 --> 00:48:48.960]   I mean, most obviously the masks for all stuff.
[00:48:48.960 --> 00:48:50.960]   I didn't enjoy any of that at all.
[00:48:50.960 --> 00:48:56.480]   I don't like politics and advocacy.
[00:48:56.480 --> 00:48:58.720]   And honestly, I don't like masks.
[00:48:58.720 --> 00:49:00.960]   They're boring, they're uncomfortable.
[00:49:00.960 --> 00:49:07.520]   But that was a case where it felt like a life
[00:49:07.520 --> 00:49:08.960]   and death situation.
[00:49:08.960 --> 00:49:11.680]   So I didn't need any more motivation.
[00:49:11.680 --> 00:49:12.960]   I didn't need any more motivation.
[00:49:13.520 --> 00:49:15.920]   So I didn't need any more motivation than that,
[00:49:15.920 --> 00:49:20.880]   which was to work hard on that every day
[00:49:20.880 --> 00:49:23.840]   because every day that we hadn't succeeded
[00:49:23.840 --> 00:49:26.160]   in getting that message out was another day
[00:49:26.160 --> 00:49:27.920]   that we were getting more exponential growth
[00:49:27.920 --> 00:49:28.880]   of COVID cases.
[00:49:28.880 --> 00:49:34.640]   But on the whole, the vast majority of the things I do,
[00:49:34.640 --> 00:49:36.400]   I enjoy a lot.
[00:49:36.400 --> 00:49:40.000]   And if it's something which doesn't seem that enjoyable,
[00:49:40.000 --> 00:49:42.400]   I will find a way to do it that is enjoyable
[00:49:42.400 --> 00:49:44.720]   and that I learn something new, even if it's slower.
[00:49:44.720 --> 00:49:51.840]   So if it's some kind of tedious kind of admin exercise,
[00:49:51.840 --> 00:49:54.000]   I'll try and find some way to automate it
[00:49:54.000 --> 00:49:57.840]   or make it fun.
[00:49:57.840 --> 00:50:01.520]   The other thing I try to do is to make everything
[00:50:01.520 --> 00:50:02.720]   extremely high leverage.
[00:50:02.720 --> 00:50:07.280]   So I almost never do a talk that's not recorded.
[00:50:07.280 --> 00:50:11.200]   Anytime I have a recorded talk, I'll put it on YouTube
[00:50:11.200 --> 00:50:14.080]   and try and make sure it's interesting and useful
[00:50:14.080 --> 00:50:17.280]   and that I create the best possible Twitter thread
[00:50:17.280 --> 00:50:18.720]   I can to advertise it.
[00:50:18.720 --> 00:50:23.920]   If I'm going to write something for a student,
[00:50:23.920 --> 00:50:25.760]   I will write it as a blog post
[00:50:25.760 --> 00:50:27.280]   and try to make it as good as possible
[00:50:27.280 --> 00:50:29.680]   so I can hopefully get 100,000 people reading it.
[00:50:29.680 --> 00:50:34.240]   I find a lot of people do stuff in really low leverage,
[00:50:34.240 --> 00:50:35.440]   low scale ways.
[00:50:35.440 --> 00:50:37.680]   And I always feel that's pretty wasteful.
[00:50:39.920 --> 00:50:46.480]   If you're a professor teaching a course to 50 students,
[00:50:46.480 --> 00:50:50.560]   I find most professors focus entirely on those 50 students.
[00:50:50.560 --> 00:50:53.040]   But if you put it online, you very quickly find
[00:50:53.040 --> 00:50:54.640]   you've got 50,000 students.
[00:50:54.640 --> 00:51:00.160]   And so that's just so much more exciting
[00:51:00.160 --> 00:51:02.800]   to be able to influence 1,000 times more people.
[00:51:02.800 --> 00:51:05.280]   But you can't physically see them.
[00:51:06.880 --> 00:51:09.600]   But for me, you know, when I teach,
[00:51:09.600 --> 00:51:14.080]   I'm focusing on the 50,000 people I can't see
[00:51:14.080 --> 00:51:15.840]   rather than the 50 people I can see.
[00:51:15.840 --> 00:51:23.440]   Thank you so very much, Jeremy.
[00:51:23.440 --> 00:51:27.760]   There's so much advice and there's so much good advice
[00:51:27.760 --> 00:51:30.480]   and there's so much learnings in just everything
[00:51:30.480 --> 00:51:32.640]   that you've mentioned and everything that you do.
[00:51:32.640 --> 00:51:35.920]   We as a community are really grateful
[00:51:35.920 --> 00:51:38.560]   to the work that you do and you push out
[00:51:38.560 --> 00:51:39.840]   and make it open source.
[00:51:39.840 --> 00:51:40.880]   Thanks very much for that.
[00:51:40.880 --> 00:51:45.280]   We'll also go into the questions.
[00:51:45.280 --> 00:51:50.640]   So as I said, the site for this,
[00:51:50.640 --> 00:51:52.640]   we're going into the email with Jeremy now.
[00:51:52.640 --> 00:51:56.640]   And it's 1db.me/jeremy.
[00:51:56.640 --> 00:52:02.160]   I'll just post it in the chat.
[00:52:02.160 --> 00:52:04.480]   So let's go and have a look.
[00:52:04.480 --> 00:52:05.920]   If there's any questions here.
[00:52:05.920 --> 00:52:10.960]   I shouldn't have to refresh, but there are--
[00:52:10.960 --> 00:52:12.560]   Okay. There's quite a few questions.
[00:52:12.560 --> 00:52:14.960]   Cool. This is the tough work.
[00:52:14.960 --> 00:52:16.400]   We'll try and get through all of them.
[00:52:16.400 --> 00:52:19.040]   I can't promise, but we're definitely going to try.
[00:52:19.040 --> 00:52:21.040]   What advice would you give in--
[00:52:21.040 --> 00:52:22.240]   Question from Hrithik.
[00:52:22.240 --> 00:52:24.240]   What advice would you give an undergraduate
[00:52:24.240 --> 00:52:26.960]   computer science student who aspires to be a researcher
[00:52:26.960 --> 00:52:28.640]   in the field of artificial intelligence?
[00:52:28.640 --> 00:52:30.720]   Do you mind zooming in a little bit, Herman?
[00:52:30.720 --> 00:52:31.360]   Yep.
[00:52:31.360 --> 00:52:32.160]   Thanks.
[00:52:32.160 --> 00:52:32.800]   Is that better?
[00:52:33.520 --> 00:52:34.160]   Yeah, that's lovely.
[00:52:34.160 --> 00:52:37.120]   Okay. What advice would you give to an undergraduate
[00:52:37.120 --> 00:52:39.360]   computer science student who aspires to be a researcher
[00:52:39.360 --> 00:52:40.160]   in the field of AI?
[00:52:40.160 --> 00:52:43.840]   Gosh, it's a bit generic,
[00:52:43.840 --> 00:52:46.320]   so it's hard to give super general advice.
[00:52:46.320 --> 00:52:49.360]   I would say I would replace the words
[00:52:49.360 --> 00:52:52.080]   artificial intelligence there with deep learning,
[00:52:52.080 --> 00:52:55.040]   because deep learning is at the heart of nearly
[00:52:55.040 --> 00:52:57.040]   all of the really big advances
[00:52:57.040 --> 00:52:58.640]   in modern artificial intelligence.
[00:53:01.920 --> 00:53:04.160]   I think if you want to be a researcher in AI,
[00:53:04.160 --> 00:53:06.400]   I guess the question is why.
[00:53:06.400 --> 00:53:09.200]   What's the purpose you want to be a researcher
[00:53:09.200 --> 00:53:10.480]   and focus on that?
[00:53:10.480 --> 00:53:14.960]   So if it's just that you think deep learning's
[00:53:14.960 --> 00:53:18.000]   an interesting field and you'd like to do more with it,
[00:53:18.000 --> 00:53:20.960]   then I would say you'll probably get more pleasure
[00:53:20.960 --> 00:53:24.000]   out of working in a startup or something like that
[00:53:24.000 --> 00:53:25.920]   where your work is being directly applied.
[00:53:25.920 --> 00:53:30.400]   A lot of research in academia is kind of dull.
[00:53:31.040 --> 00:53:35.760]   Academia really rewards the wrong kinds of things,
[00:53:35.760 --> 00:53:37.520]   which it doesn't reward innovation.
[00:53:37.520 --> 00:53:41.360]   It really rewards sticking to an area of research
[00:53:41.360 --> 00:53:44.240]   that everybody's familiar with so that you get cited
[00:53:44.240 --> 00:53:45.840]   and accepted into conferences.
[00:53:45.840 --> 00:53:53.120]   I think everything we talked about in terms of being
[00:53:53.120 --> 00:53:55.520]   good at getting through Fastbook applies to this as well.
[00:53:55.520 --> 00:53:57.520]   You definitely want to be a good coder.
[00:53:57.520 --> 00:53:59.200]   You should really try to implement things.
[00:54:00.560 --> 00:54:03.120]   If you really do want to be an academic researcher
[00:54:03.120 --> 00:54:08.480]   in deep learning, to get published papers
[00:54:08.480 --> 00:54:11.680]   that are influential, you actually need to write code
[00:54:11.680 --> 00:54:13.440]   that implements those things effectively
[00:54:13.440 --> 00:54:14.400]   and gets good results.
[00:54:14.400 --> 00:54:18.000]   And then, yeah, other than that, I'd say,
[00:54:18.000 --> 00:54:21.600]   just like I said, to read lots of code,
[00:54:21.600 --> 00:54:23.360]   I'd also say read lots of papers
[00:54:23.360 --> 00:54:26.720]   and then re-implement them yourself from scratch.
[00:54:26.720 --> 00:54:29.120]   And remember, the people who wrote that paper
[00:54:29.920 --> 00:54:32.000]   have probably made lots of stupid mistakes.
[00:54:32.000 --> 00:54:35.760]   So read it with that assumption and try to find out,
[00:54:35.760 --> 00:54:37.920]   like, think about what are the other ways
[00:54:37.920 --> 00:54:39.040]   that they could have done things.
[00:54:39.040 --> 00:54:44.000]   And then if you're not sure why they didn't do that other way,
[00:54:44.000 --> 00:54:46.640]   try it that other way and see if you can get better results
[00:54:46.640 --> 00:54:47.280]   than they did.
[00:54:47.280 --> 00:54:49.120]   And now you've got some research.
[00:54:49.120 --> 00:54:52.720]   Thank you, Jeremy.
[00:54:52.720 --> 00:54:55.840]   I'm going through and skimming through the questions.
[00:54:55.840 --> 00:54:57.760]   I believe this one has been answered already.
[00:54:57.760 --> 00:54:59.440]   What are the advances of video lecture
[00:54:59.440 --> 00:55:00.560]   compared to the book?
[00:55:00.560 --> 00:55:03.920]   I believe Jeremy mentioned that it's two modalities
[00:55:03.920 --> 00:55:06.000]   and they cover the same thing.
[00:55:06.000 --> 00:55:07.280]   So it's beneficial.
[00:55:07.280 --> 00:55:10.240]   The best way to do it is to do both.
[00:55:10.240 --> 00:55:11.520]   Is that correct, Jeremy?
[00:55:11.520 --> 00:55:12.020]   Yep.
[00:55:12.020 --> 00:55:13.540]   Awesome.
[00:55:13.540 --> 00:55:14.800]   I have an idea.
[00:55:14.800 --> 00:55:16.960]   Is Keras in API with TensorFlow 2x?
[00:55:16.960 --> 00:55:18.640]   Is Fast.ai same for PyDodge?
[00:55:18.640 --> 00:55:20.960]   I believe that's been covered quite a few times.
[00:55:20.960 --> 00:55:22.880]   But Jeremy, feel free to cut me.
[00:55:22.880 --> 00:55:23.920]   So yeah.
[00:55:23.920 --> 00:55:27.120]   So for those not familiar with Fast.ai,
[00:55:27.120 --> 00:55:28.480]   the Fast.ai library, yes,
[00:55:28.480 --> 00:55:31.360]   it plays a similar role to Keras in TensorFlow.
[00:55:31.360 --> 00:55:35.840]   It's a higher level API that lets you worry less
[00:55:35.840 --> 00:55:38.240]   about the boilerplate and focus more
[00:55:38.240 --> 00:55:40.000]   on what you're trying to do.
[00:55:40.000 --> 00:55:45.200]   It's got a very different design to Keras.
[00:55:45.200 --> 00:55:47.600]   You know, we actually--
[00:55:47.600 --> 00:55:51.280]   originally, we taught Keras in the early days of the course.
[00:55:51.280 --> 00:55:52.960]   So I'm very familiar with it.
[00:55:52.960 --> 00:55:54.240]   And I thought it was really great.
[00:55:54.240 --> 00:55:56.240]   I'm very familiar with the benefits of it.
[00:55:56.240 --> 00:56:00.480]   But also, you know, very familiar with the warts of it.
[00:56:00.480 --> 00:56:02.000]   And one of the things I found challenging
[00:56:02.000 --> 00:56:04.480]   was it was a bit difficult to dive under the covers
[00:56:04.480 --> 00:56:06.080]   and really change everything.
[00:56:06.080 --> 00:56:11.440]   And so Fast.ai has an extremely decoupled and layered API,
[00:56:11.440 --> 00:56:14.400]   which is designed to be really useful for researchers,
[00:56:14.400 --> 00:56:17.040]   to allow them to change absolutely anything.
[00:56:17.040 --> 00:56:21.520]   And also designed to be useful for practitioners,
[00:56:21.520 --> 00:56:25.760]   in terms of it's very easy to focus on the part of the code
[00:56:25.760 --> 00:56:29.040]   which is relevant to you and not have to worry
[00:56:29.040 --> 00:56:30.400]   about all the rest of it.
[00:56:30.400 --> 00:56:32.640]   Thank you, Jeremy.
[00:56:32.640 --> 00:56:35.840]   Next question that we have from Surya is,
[00:56:35.840 --> 00:56:37.840]   is it important that we go through the machine learning
[00:56:37.840 --> 00:56:40.400]   course of Fast.ai before the second part of the course?
[00:56:40.400 --> 00:56:42.180]   Oh, no.
[00:56:42.180 --> 00:56:44.880]   The-- this-- thanks for the question.
[00:56:44.880 --> 00:56:49.760]   This course, the new version of the course we're doing now,
[00:56:49.760 --> 00:56:53.200]   actually incorporates the machine learning pieces you need.
[00:56:53.200 --> 00:56:55.120]   So you don't need anything else.
[00:56:56.080 --> 00:56:56.800]   Excellent.
[00:56:56.800 --> 00:56:59.760]   So the 2020 course is already covering that.
[00:56:59.760 --> 00:57:00.400]   That's awesome.
[00:57:00.400 --> 00:57:04.320]   From questions from Aditya about the future of Fast.ai,
[00:57:04.320 --> 00:57:06.320]   what are the new things coming in Fast.ai,
[00:57:06.320 --> 00:57:09.280]   and when will we have TPU with Fast.ai?
[00:57:09.280 --> 00:57:13.680]   So Aman and I are working on the TPU stuff right now.
[00:57:13.680 --> 00:57:16.800]   So feel free to nag him if you want it more quickly.
[00:57:16.800 --> 00:57:24.560]   But we've been waiting until the TPU VMs have come out
[00:57:24.560 --> 00:57:26.560]   of alpha for publicly available use.
[00:57:26.560 --> 00:57:31.040]   That just happened last week, like a few days ago, actually.
[00:57:31.040 --> 00:57:34.240]   So now that they're available, we can provide that.
[00:57:34.240 --> 00:57:41.760]   There was a previous way of using the TPU with PyTorch,
[00:57:41.760 --> 00:57:44.080]   but it was extremely unoptimized.
[00:57:44.080 --> 00:57:48.720]   And I don't like to provide ways to do things when I don't
[00:57:48.720 --> 00:57:50.080]   think it's the right thing to do.
[00:57:50.080 --> 00:57:52.560]   So I didn't provide a TPU approach before,
[00:57:52.560 --> 00:57:54.720]   because I just think if you're going to use TPUs,
[00:57:54.720 --> 00:57:58.160]   you should use TensorFlow, because that was the only one
[00:57:58.160 --> 00:58:00.720]   that had the ability to go fast.
[00:58:00.720 --> 00:58:03.040]   But now that the VMs are available,
[00:58:03.040 --> 00:58:07.040]   we are going to release TPU support soon-ish.
[00:58:07.040 --> 00:58:10.160]   In terms of the new things coming in Fast.ai,
[00:58:10.160 --> 00:58:13.440]   Aman, if you could open up the Fast.ai repo.
[00:58:13.440 --> 00:58:15.360]   So just go to fast.ai/fast.ai.
[00:58:15.360 --> 00:58:22.480]   And then click on projects.
[00:58:22.560 --> 00:58:24.080]   So if you want to go and have a look at this project,
[00:58:24.080 --> 00:58:27.440]   you can see some of the stuff that we're working on there.
[00:58:27.440 --> 00:58:32.400]   The key kind of direction for this next version
[00:58:32.400 --> 00:58:37.840]   will be to massively leverage the two brilliant libraries
[00:58:37.840 --> 00:58:41.040]   that now exist, TIM for computer vision,
[00:58:41.040 --> 00:58:42.720]   and Hugging Face for NLP,
[00:58:42.720 --> 00:58:49.840]   and to provide really fantastic integration for those libraries.
[00:58:49.840 --> 00:58:53.600]   That's the main thing that will be kind of the focus
[00:58:53.600 --> 00:58:55.040]   of the next version of Fast.ai,
[00:58:55.040 --> 00:58:57.440]   but there's other things you'll see in that project as well.
[00:58:57.440 --> 00:58:59.920]   - Thank you, Jeremy.
[00:58:59.920 --> 00:59:02.480]   How to learn meta-learning.
[00:59:02.480 --> 00:59:04.320]   Oh, sorry, it's 2 p.m.
[00:59:04.320 --> 00:59:06.480]   Jeremy, conscious of your time as well,
[00:59:06.480 --> 00:59:10.400]   would you have maybe a few more minutes just to answer the--
[00:59:10.400 --> 00:59:11.760]   - Let's do 10 more minutes.
[00:59:11.760 --> 00:59:12.560]   - Yeah, excellent.
[00:59:12.560 --> 00:59:13.200]   Thank you, Jeremy.
[00:59:13.200 --> 00:59:15.520]   Question from Saurav,
[00:59:15.520 --> 00:59:17.520]   how to learn meta-learning, meta-reference?
[00:59:17.520 --> 00:59:19.440]   Question from Saurav, how to learn meta-learning,
[00:59:19.440 --> 00:59:21.440]   meta-researching as mentioned by Jeremy.
[00:59:21.440 --> 00:59:25.520]   - So one thing that's really,
[00:59:25.520 --> 00:59:27.360]   actually, you know, there's a really great site
[00:59:27.360 --> 00:59:30.560]   maybe you can go to for us, which is supermemo.com.
[00:59:30.560 --> 00:59:38.720]   Yeah, so this would be a great place to start.
[00:59:38.720 --> 00:59:43.200]   This is from a researcher named Peter Wozniak,
[00:59:43.200 --> 00:59:46.720]   and he has software,
[00:59:46.720 --> 00:59:47.680]   but that's actually not the main thing
[00:59:47.680 --> 00:59:48.400]   I wanted to show you,
[00:59:48.400 --> 00:59:50.000]   but you'll also find on SuperMemo,
[00:59:50.000 --> 00:59:53.120]   there's a huge number of resources around methods
[00:59:53.120 --> 00:59:56.800]   that he's studied for learning about learning.
[00:59:56.800 --> 00:59:59.760]   And so that would be one good place to look.
[00:59:59.760 --> 01:00:04.160]   Another way would be to look at the kind of methods
[01:00:04.160 --> 01:00:05.840]   of the memory champions.
[01:00:05.840 --> 01:00:07.600]   There's a really great book called
[01:00:07.600 --> 01:00:10.960]   "Moonwalking with Einstein," which I highly recommend.
[01:00:14.320 --> 01:00:17.120]   And that's all about the techniques
[01:00:17.120 --> 01:00:19.520]   used by world memory champions.
[01:00:19.520 --> 01:00:22.320]   And it's not only interesting for memory,
