
[00:00:00.000 --> 00:00:09.020]   [ Silence ]
[00:37:15.620 --> 00:37:19.740]   of the pen by saying, bring back Glass-Steagall Act,
[00:37:19.740 --> 00:37:20.740]   and we'll run that out.
[00:37:20.740 --> 00:37:25.180]   [APPLAUSE]
[00:37:25.180 --> 00:37:28.300]   It's about the so-called capitalism of 2005.
[00:37:28.300 --> 00:37:32.660]   And all we ever say-- I mean, it seems so simple to me.
[00:37:32.660 --> 00:37:34.780]   You can be in the deposit-taking business,
[00:37:34.780 --> 00:37:36.820]   or you can be in the investment-banking business,
[00:37:36.820 --> 00:37:38.980]   but you can't be in both.
[00:37:38.980 --> 00:37:40.540]   We'll call it the mobile law.
[00:37:40.540 --> 00:37:42.500]   [LAUGHTER]
[00:37:42.500 --> 00:37:44.780]   Another question that's important--
[00:37:44.780 --> 00:37:47.540]   and I'll offer what we were talking about before--
[00:37:47.540 --> 00:37:50.020]   but I think it's important to this group, which
[00:37:50.020 --> 00:37:53.460]   is, what do you see as the long-term function
[00:37:53.460 --> 00:37:57.420]   of this organization of the nine parties?
[00:37:57.420 --> 00:38:00.780]   What would you like to be seen as doing 10, 20 years from now?
[00:38:00.780 --> 00:38:05.740]   Well, first of all, I think it's unbelievable how it has emerged.
[00:38:05.740 --> 00:38:09.980]   And I think it's quite remarkable what wonderful
[00:38:09.980 --> 00:38:13.020]   people you guys all are, trying to help others.
[00:38:13.020 --> 00:38:15.640]   It's good human beings, the backbone of America.
[00:38:15.640 --> 00:38:17.580]   You forget that in too many places.
[00:38:17.580 --> 00:38:20.260]   And people are doing all the nation's hard work.
[00:38:20.260 --> 00:38:22.860]   And we're trying to be intelligent investors
[00:38:22.860 --> 00:38:26.500]   in a market that is just the opposite of intelligent.
[00:38:26.500 --> 00:38:29.420]   So I feel very good about the message.
[00:38:29.420 --> 00:38:32.160]   It cannot be the wrong message.
[00:38:32.160 --> 00:38:34.540]   Find another mutual fund manager in America that says,
[00:38:34.540 --> 00:38:38.020]   if you do what I tell you, you can't go wrong.
[00:38:38.020 --> 00:38:39.900]   There's no one who can say that.
[00:38:39.900 --> 00:38:44.720]   I think Peter Lynch-- he was great in 1992.
[00:38:44.720 --> 00:38:46.460]   He left Magellan Fund, and it's dropped.
[00:38:46.460 --> 00:38:49.900]   I'm going to mention this later on, from $105 billion
[00:38:49.900 --> 00:38:52.780]   to around $9 billion.
[00:38:52.780 --> 00:38:55.020]   That's a lot of disappointment for investors.
[00:38:55.020 --> 00:38:56.100]   Very mediocre.
[00:38:56.100 --> 00:38:58.260]   Actually, worse than mediocre.
[00:38:58.260 --> 00:39:01.040]   So to the extent people are looking,
[00:39:01.040 --> 00:39:04.660]   people are looking all over the country for unbiased financial
[00:39:04.660 --> 00:39:07.940]   advice, investment advice, particularly.
[00:39:07.940 --> 00:39:11.260]   And you find it in the actual owners.
[00:39:11.260 --> 00:39:15.060]   There's nothing any better than the owner of a product, car,
[00:39:15.060 --> 00:39:20.300]   service, say, I've done this, and it works.
[00:39:20.300 --> 00:39:24.820]   And so I see this thing spreading,
[00:39:24.820 --> 00:39:28.360]   like an infectious disease, if you will.
[00:39:28.360 --> 00:39:30.940]   And pretty soon, everybody's going to be affected with it.
[00:39:30.940 --> 00:39:33.100]   So I see it getting bigger and bigger.
[00:39:33.100 --> 00:39:35.860]   And I don't know the logistics of putting together your site.
[00:39:35.860 --> 00:39:40.860]   I see some of the stuff.
[00:39:40.860 --> 00:39:43.660]   And Mike Nolan, my assistant, sees some
[00:39:43.660 --> 00:39:44.860]   and gives it to me.
[00:39:44.860 --> 00:39:47.100]   I imagine we have some full-time person at Vanguard
[00:39:47.100 --> 00:39:48.820]   who sees it.
[00:39:48.820 --> 00:39:51.460]   And I believe that the management tries
[00:39:51.460 --> 00:39:54.720]   to respond when they see something significant.
[00:39:54.720 --> 00:39:57.780]   We're full on stage with that kind of thing.
[00:39:57.780 --> 00:40:00.380]   And I still get letters from shareholders asking
[00:40:00.380 --> 00:40:01.460]   me to correct these things.
[00:40:01.460 --> 00:40:03.800]   I can't do that.
[00:40:03.800 --> 00:40:06.500]   But I answer them and send them to someone at Vanguard who will,
[00:40:06.500 --> 00:40:08.140]   or at least is supposed to.
[00:40:08.140 --> 00:40:14.180]   And so I think it's an idea, an independent body
[00:40:14.180 --> 00:40:21.660]   of self-educated investors who have learned the right thing
[00:40:21.660 --> 00:40:24.820]   in an industry that's going the wrong way.
[00:40:24.820 --> 00:40:28.620]   So next year, we should hire Madison Square Garden.
[00:40:28.620 --> 00:40:30.940]   [LAUGHTER]
[00:40:30.940 --> 00:40:33.780]   Well, that leads to just one other very fast question
[00:40:33.780 --> 00:40:35.300]   to one or two people in the audience.
[00:40:35.300 --> 00:40:37.540]   Susan is-- I don't know if Alex is around.
[00:40:37.540 --> 00:40:40.500]   What's happening to website traffic?
[00:40:40.500 --> 00:40:42.300]   It's-- I haven't--
[00:40:42.300 --> 00:40:44.020]   I haven't ever really done the numbers.
[00:40:44.020 --> 00:40:47.340]   But, I mean, there's lulls in activity.
[00:40:47.340 --> 00:40:50.620]   And then I can't answer that overall.
[00:40:50.620 --> 00:40:51.980]   But I think it's increasing.
[00:40:51.980 --> 00:40:54.860]   The increase is also in the wiki side.
[00:40:54.860 --> 00:40:57.580]   Because I think-- but not only from traffic,
[00:40:57.580 --> 00:40:59.580]   but I'm getting a lot of comments
[00:40:59.580 --> 00:41:03.180]   here from people who don't have-- aren't forum members.
[00:41:03.180 --> 00:41:04.700]   And they're saying, thank you.
[00:41:04.700 --> 00:41:06.180]   So it's not just the web traffic.
[00:41:06.180 --> 00:41:08.660]   It's the people who are reading the forum and not--
[00:41:08.660 --> 00:41:12.940]   I mean, if you look at the stats of the views of the--
[00:41:12.940 --> 00:41:15.420]   the views of the topic and how many people post,
[00:41:15.420 --> 00:41:17.980]   you might have 10 posts, but 100 views.
[00:41:17.980 --> 00:41:20.180]   That means I'm helping 100 people,
[00:41:20.180 --> 00:41:21.940]   not the 10 who post in there.
[00:41:21.940 --> 00:41:25.480]   So a lot of the education I try to give
[00:41:25.480 --> 00:41:28.180]   is for those people, not just answering the question
[00:41:28.180 --> 00:41:29.340]   directly.
[00:41:29.340 --> 00:41:31.260]   Because what-- did you all hear that answer?
[00:41:31.260 --> 00:41:32.340]   Can you repeat that, please?
[00:41:32.340 --> 00:41:32.860]   OK.
[00:41:32.860 --> 00:41:37.620]   Basically, what Susan said-- that's Lady Geek--
[00:41:37.620 --> 00:41:40.740]   what Susan said was that she's not
[00:41:40.740 --> 00:41:42.180]   sure about website traffic.
[00:41:42.180 --> 00:41:47.940]   A lot of people are lurking, basically, and not posting.
[00:41:47.940 --> 00:41:50.100]   And then the wiki is also getting a lot of traffic.
[00:41:50.100 --> 00:41:51.980]   But Jack's comment, I think, is well-taken,
[00:41:51.980 --> 00:41:54.260]   which is that maybe the most useful thing we
[00:41:54.260 --> 00:41:55.140]   do is the website.
[00:41:55.140 --> 00:41:58.060]   There's a lot of good that goes on on that website.
[00:41:58.060 --> 00:42:01.500]   It's very high-level, I'm very proud of it.
[00:42:01.500 --> 00:42:03.980]   And I think we are helping a lot of people.
[00:42:03.980 --> 00:42:06.100]   And maybe, just maybe in this era,
[00:42:06.100 --> 00:42:09.780]   that is really where the action's going to be.
[00:42:09.780 --> 00:42:10.340]   I don't know.
[00:42:10.340 --> 00:42:13.940]   I think it's something that's worth looking at.
[00:42:13.940 --> 00:42:15.740]   Finally, one more question on that.
[00:42:15.740 --> 00:42:18.740]   Let me just add one little thing to that, if I may.
[00:42:18.740 --> 00:42:22.300]   I was asked to write the introduction to Fogelhead Guide
[00:42:22.300 --> 00:42:23.860]   to Investing.
[00:42:23.860 --> 00:42:27.940]   And I came up with a quote for him, Alexis de Tocqueville,
[00:42:27.940 --> 00:42:29.460]   Democracy in America.
[00:42:29.460 --> 00:42:30.420]   And he talked about--
[00:42:30.420 --> 00:42:32.500]   I have the quote from the book--
[00:42:32.500 --> 00:42:36.820]   about the tendency of Americans in the year 1818 or something,
[00:42:36.820 --> 00:42:38.860]   a long time ago, the tendency of Americans
[00:42:38.860 --> 00:42:42.740]   to gather together to work on issues and to fix them.
[00:42:42.740 --> 00:42:47.660]   And this is, obviously, if de Tocqueville were around today,
[00:42:47.660 --> 00:42:52.460]   he would say, man, did I hit that one right out of the park.
[00:42:52.460 --> 00:42:55.820]   Of course, Robert Putnam has written a counterpoint to that.
[00:42:55.820 --> 00:42:57.420]   He says that we're not doing as much.
[00:42:57.420 --> 00:42:59.900]   But this may be the answer to that.
[00:42:59.900 --> 00:43:01.020]   He's willing to admit that.
[00:43:01.020 --> 00:43:02.640]   He said, it's an interesting question.
[00:43:02.640 --> 00:43:04.100]   Robert Putnam's the guy who wrote
[00:43:04.100 --> 00:43:06.740]   the book, of course, on the loss of social capital
[00:43:06.740 --> 00:43:08.940]   in the United States.
[00:43:08.940 --> 00:43:12.180]   Finally, one last question, and then I'll get out of your way.
[00:43:12.180 --> 00:43:16.140]   Jack, I've never been able to convince you to think about--
[00:43:16.140 --> 00:43:18.020]   or other people, I have been trying to do it,
[00:43:18.020 --> 00:43:19.100]   but now other people--
[00:43:19.100 --> 00:43:24.180]   not to lose capital, because it doesn't produce a dividend.
[00:43:24.180 --> 00:43:25.340]   It's just an asset.
[00:43:25.340 --> 00:43:26.700]   It's not productive.
[00:43:26.700 --> 00:43:29.460]   So we can't convince you about that as a standalone asset.
[00:43:29.460 --> 00:43:31.000]   We can't probably convince you even
[00:43:31.000 --> 00:43:33.340]   in terms of portfolio ability.
[00:43:33.340 --> 00:43:35.180]   What about insurance?
[00:43:35.180 --> 00:43:39.900]   OK, we're looking at an environment in which we don't
[00:43:39.900 --> 00:43:43.500]   know what is going to be happening to the inflation
[00:43:43.500 --> 00:43:50.500]   supply of money, the inflation rate of the money supply,
[00:43:50.500 --> 00:43:51.980]   and the velocity of money.
[00:43:51.980 --> 00:43:53.580]   If someone came to you and said, look,
[00:43:53.580 --> 00:43:57.100]   I just want to own a few gold coins as insurance.
[00:43:57.100 --> 00:43:58.060]   I'm going to buy them.
[00:43:58.060 --> 00:44:01.760]   And I hope they're going to use them.
[00:44:01.760 --> 00:44:03.700]   I'd say, be my guest.
[00:44:03.700 --> 00:44:05.980]   We live in a totally uncertain world.
[00:44:05.980 --> 00:44:10.460]   And if you believe in the likelihood
[00:44:10.460 --> 00:44:12.260]   that gold would be a good performing asset
[00:44:12.260 --> 00:44:14.580]   in a bad performing world, I wouldn't
[00:44:14.580 --> 00:44:18.620]   hesitate to add it to your portfolio as a diversifier.
[00:44:18.620 --> 00:44:22.420]   Now, 5% probably is not a bad working number to me,
[00:44:22.420 --> 00:44:25.700]   in my opinion, and recognizing that it's strictly
[00:44:25.700 --> 00:44:27.420]   a supply and demand equation.
[00:44:27.420 --> 00:44:29.660]   When you buy, you get no return on your money.
[00:44:29.660 --> 00:44:32.280]   You buy it with the hope you can sell it, if you ever do,
[00:44:32.280 --> 00:44:33.480]   for a larger amount of money.
[00:44:33.480 --> 00:44:34.680]   And you pay for it.
[00:44:34.680 --> 00:44:36.940]   And so it's just another commodity
[00:44:36.940 --> 00:44:39.980]   with this peculiar, almost universal use
[00:44:39.980 --> 00:44:41.600]   since the beginning of time.
[00:44:41.600 --> 00:44:44.440]   And so I wouldn't try and talk anybody out of it.
[00:44:44.440 --> 00:44:47.600]   I don't have to do it in my personal accounts at all.
[00:44:47.600 --> 00:44:50.880]   But I would think about it in a long-term account,
[00:44:50.880 --> 00:44:54.040]   just because we don't know what's coming along.
[00:44:54.040 --> 00:44:56.640]   And there is the possibility of, in all ways,
[00:44:56.640 --> 00:44:59.500]   the possibility of kind of a black swan event.
[00:44:59.500 --> 00:45:03.420]   And that would be a helpful diversifier.
[00:45:03.420 --> 00:45:06.040]   And unfortunately, one of the things, Bill, you know this,
[00:45:06.040 --> 00:45:11.020]   is that whenever somebody comes up with a diversifier,
[00:45:11.020 --> 00:45:12.780]   someone with a hot performing asset,
[00:45:12.780 --> 00:45:16.300]   gold in this case, and says a great diversifier,
[00:45:16.300 --> 00:45:18.940]   it should be at an all-time high.
[00:45:18.940 --> 00:45:22.220]   No one called gold a great diversifier 15 years ago.
[00:45:22.220 --> 00:45:25.620]   Forbes called it a great diversifier, I don't know,
[00:45:25.620 --> 00:45:28.220]   maybe in 1960.
[00:45:28.220 --> 00:45:30.940]   And then they forgot about it because it didn't perform well.
[00:45:30.940 --> 00:45:34.700]   So either it is a great diversifier, or it isn't.
[00:45:34.700 --> 00:45:37.860]   But there's a huge tendency of our financial markets
[00:45:37.860 --> 00:45:43.660]   to rely on, or financial promoters, to rely on--
[00:45:43.660 --> 00:45:45.700]   they know you want to just kind of secretly watch
[00:45:45.700 --> 00:45:48.500]   that price of gold, and it goes up, and you want it.
[00:45:48.500 --> 00:45:50.180]   So they try and intellectually justify it
[00:45:50.180 --> 00:45:51.700]   by saying it's a diversifier.
[00:45:51.700 --> 00:45:53.020]   So I'd say do gold.
[00:45:53.020 --> 00:45:55.380]   Do it in very small accounts, and do it all.
[00:45:55.380 --> 00:45:57.300]   And with great caution.
[00:45:57.300 --> 00:46:00.020]   This is a risk-use time, most difficult time to invest,
[00:46:00.020 --> 00:46:00.980]   I know.
[00:46:00.980 --> 00:46:04.460]   And not so much the risk, but the terrible returns--
[00:46:04.460 --> 00:46:06.180]   I'll talk about this a little bit later--
[00:46:06.180 --> 00:46:07.660]   the terrible returns on bonds.
[00:46:07.660 --> 00:46:12.460]   The customary-- and inevitably, the customary diversifier
[00:46:12.460 --> 00:46:14.980]   for an equity portfolio.
[00:46:14.980 --> 00:46:18.500]   Yeah, you know, there's the famous Eagle song
[00:46:18.500 --> 00:46:20.700]   for Rast Resort with a great line in it called,
[00:46:20.700 --> 00:46:22.620]   "Someplace Paradise Kissed Goodbye."
[00:46:22.620 --> 00:46:25.220]   And I think that's the basic story of all diversifying
[00:46:25.220 --> 00:46:26.180]   and asking questions.
[00:46:26.180 --> 00:46:27.860]   Well, with that, I will thank you, Jack,
[00:46:27.860 --> 00:46:29.780]   and get out of your way.
[00:46:29.780 --> 00:46:32.820]   [APPLAUSE]
[00:46:32.820 --> 00:46:36.180]   [AUDIO OUT]
[00:46:36.180 --> 00:46:46.180]   [BLANK_AUDIO]

