
[00:00:00.000 --> 00:00:13.020]   [ Silence ]
[00:39:06.700 --> 00:39:11.280]   of the returns on the equal-weighted portfolio,
[00:39:11.280 --> 00:39:13.100]   relative to the total market.
[00:39:13.100 --> 00:39:15.960]   It's going to get people thinking I should have done this,
[00:39:15.960 --> 00:39:17.800]   I should have done that, I'm going to get out of this,
[00:39:17.800 --> 00:39:20.140]   get out of that, when those things happen.
[00:39:20.140 --> 00:39:23.760]   And so the temptation to change is always great.
[00:39:23.760 --> 00:39:28.180]   As for the value, I always thought that whole thing was kind
[00:39:28.180 --> 00:39:30.760]   of nutty, if you forgive the expression.
[00:39:31.400 --> 00:39:36.980]   And we had my sort of friend Rob Arnott brought
[00:39:36.980 --> 00:39:41.400]   out this rappy 1,000 fund, and it was based
[00:39:41.400 --> 00:39:43.900]   on industry fundamentals-dividend yields,
[00:39:43.900 --> 00:39:47.240]   earnings growth, book values, even number of employees,
[00:39:47.240 --> 00:39:48.640]   things like that that are pretty durable.
[00:39:48.640 --> 00:39:51.660]   And he's had a very erratic record,
[00:39:51.660 --> 00:39:55.600]   very high volatility relative to the 500,
[00:39:55.600 --> 00:40:00.920]   and is probably a hair behind the 500 as we speak today.
[00:40:01.080 --> 00:40:03.920]   It was very, very close, he's been ahead a lot of the time,
[00:40:03.920 --> 00:40:07.940]   but now he's been behind, and now he's calling for a crash
[00:40:07.940 --> 00:40:09.360]   in fundamental indexing.
[00:40:09.360 --> 00:40:12.780]   And I don't think that can happen either.
[00:40:12.780 --> 00:40:19.760]   I mean, the guy's a little bit of a nut, and he wrote an article
[00:40:19.760 --> 00:40:21.060]   about him in the Wall Street Journal.
[00:40:21.060 --> 00:40:22.920]   This is a little anecdote,
[00:40:22.920 --> 00:40:25.860]   and the journal reporter called me, a big article actually,
[00:40:25.860 --> 00:40:29.220]   and she said, "Well, how do you sum up your feelings
[00:40:29.220 --> 00:40:29.920]   about Rob Arnott?"
[00:40:29.920 --> 00:40:33.760]   And I said, "I just wish I was as sure of anything
[00:40:33.760 --> 00:40:35.620]   as he is of everything."
[00:40:35.620 --> 00:40:38.920]   [ Laughter ]
[00:40:38.920 --> 00:40:42.180]   And damned if that wasn't the closing line in the article.
[00:40:42.180 --> 00:40:43.700]   [ Laughter ]
[00:40:43.700 --> 00:40:46.200]   And I heard from one of his associates that he loved it.
[00:40:46.200 --> 00:40:47.160]   He loved it.
[00:40:47.160 --> 00:40:48.660]   [ Laughter ]
[00:40:48.660 --> 00:40:49.300]   What to be said.
[00:40:49.300 --> 00:40:54.120]   So, you know, fashions come and go, and we'll see a little bit
[00:40:54.120 --> 00:40:57.620]   more of this in the cash flows as the year goes on and comes
[00:40:57.620 --> 00:40:59.200]   to a conclusion in probably next year.
[00:40:59.200 --> 00:41:04.180]   But all this talk about value being better than growth,
[00:41:04.180 --> 00:41:07.400]   this year the growth index is up 22 and a half percent,
[00:41:07.400 --> 00:41:10.140]   and the value index is up by 10 and a half percent.
[00:41:10.140 --> 00:41:12.340]   So that kind of thing happens.
[00:41:12.340 --> 00:41:17.360]   Call it reversion to the mean, and that's a fundamental thing.
[00:41:17.360 --> 00:41:22.380]   You saw the charts yesterday, and it's always, in my opinion,
[00:41:22.380 --> 00:41:23.920]   it's always going to happen.
[00:41:23.920 --> 00:41:25.820]   There is no such thing as a permanent solution,
[00:41:26.180 --> 00:41:29.480]   a permanent formula, a permanent way to get rich
[00:41:29.480 --> 00:41:32.760]   and just enjoy the market return.
[00:41:32.760 --> 00:41:35.040]   And you may do better somewhere else.
[00:41:35.040 --> 00:41:39.480]   I have no reluctance to say that, but you don't want
[00:41:39.480 --> 00:41:41.940]   to bet your financial future on odds.
[00:41:41.940 --> 00:41:44.360]   You know, I got a 1 in 10 percent chance,
[00:41:44.360 --> 00:41:47.120]   1 in 10 chance of beating the S&P.
[00:41:47.120 --> 00:41:50.960]   Why would anybody take that?
[00:41:50.960 --> 00:41:53.760]   So I'm very comfortable as life has gone on
[00:41:53.760 --> 00:41:58.700]   and almost everybody has adopted the S&P or the cap-weighted,
[00:41:58.700 --> 00:42:01.720]   market cap-weighted by total market capitalization
[00:42:01.720 --> 00:42:04.320]   and methodology, anyone serious about the business.
[00:42:04.320 --> 00:42:08.440]   But there are a few kind of outcast, outliers, I should say,
[00:42:08.440 --> 00:42:10.800]   that do the total stock market.
[00:42:10.800 --> 00:42:11.800]   Right now it looks pretty good.
[00:42:11.800 --> 00:42:13.880]   I mean, do the equally weighted.
[00:42:13.880 --> 00:42:16.540]   So, you know, choose whatever you want,
[00:42:16.540 --> 00:42:18.820]   but I think if you're investing for a lifetime,
[00:42:18.820 --> 00:42:22.200]   there is no better way to do it.
[00:42:22.200 --> 00:42:25.160]   And I will editorialize at this point, and I'm starting
[00:42:25.160 --> 00:42:26.120]   to write more about this.
[00:42:26.120 --> 00:42:27.580]   I did it to the CFA, too.
[00:42:27.580 --> 00:42:30.320]   Just think about this for a minute.
[00:42:30.320 --> 00:42:33.160]   You're a mutual fund buyer, and you buy the best managers
[00:42:33.160 --> 00:42:34.920]   that are around, looking at past performance,
[00:42:34.920 --> 00:42:37.900]   which is not only useless, but counterproductive.
[00:42:37.900 --> 00:42:42.280]   And we know you start this at 25, and you're going
[00:42:42.280 --> 00:42:45.420]   to be investing for the next 75 years.
[00:42:45.420 --> 00:42:50.080]   Someone 25 years old will have a life expectancy of 100 years.
[00:42:50.580 --> 00:42:52.460]   So what happens in the next 75 years?
[00:42:52.460 --> 00:42:56.580]   Mutual fund, you buy three funds or four funds, good funds,
[00:42:56.580 --> 00:42:59.460]   good performing funds, and one,
[00:42:59.460 --> 00:43:01.540]   the average portfolio manager lasts eight years.
[00:43:01.540 --> 00:43:03.460]   Not 75, eight.
[00:43:03.460 --> 00:43:05.600]   And the average fund, well,
[00:43:05.600 --> 00:43:08.080]   50 percent of them go out of business every decade.
[00:43:08.080 --> 00:43:11.380]   So that's 50 percent, and 50 percent, and 50 percent,
[00:43:11.380 --> 00:43:13.760]   and 50 percent, and then 25 or something at the end.
[00:43:13.760 --> 00:43:17.180]   And so you're going to probably own, we have no way
[00:43:17.180 --> 00:43:18.840]   to calculate this, but I think we use,
[00:43:19.200 --> 00:43:22.800]   when I gave these examples, that you'll have, let me say,
[00:43:22.800 --> 00:43:24.640]   35 different managers in your lifetime.
[00:43:24.640 --> 00:43:29.900]   What is the possibility that 35 managers,
[00:43:29.900 --> 00:43:31.940]   some of whom have gotten fired for bad performance,
[00:43:31.940 --> 00:43:35.300]   some of whom brought in new managers who clean
[00:43:35.300 --> 00:43:38.900]   out the portfolio at great turnover cost, some of which come
[00:43:38.900 --> 00:43:40.520]   and some of which go, none of them are going to live
[00:43:40.520 --> 00:43:43.780]   for 75 years, more than their present age,
[00:43:43.780 --> 00:43:47.020]   and what are the chances that that large number
[00:43:47.020 --> 00:43:51.860]   of managers can conceivably outperform someone
[00:43:51.860 --> 00:43:54.840]   who is smart enough to pick no portfolio manager
[00:43:54.840 --> 00:43:56.900]   at the beginning with the guarantee
[00:43:56.900 --> 00:43:58.480]   that his fund will still be run
[00:43:58.480 --> 00:44:00.860]   by the same non-portfolio manager at the end?
[00:44:00.860 --> 00:44:01.820]   Think about that.
[00:44:01.820 --> 00:44:06.140]   So lifetime investing is what we should all be thinking about
[00:44:06.140 --> 00:44:08.400]   and not being paid so much attention
[00:44:08.400 --> 00:44:10.800]   to what happens every day, every minute, every week.
[00:44:10.800 --> 00:44:14.760]   And listen carefully to Jim Cramer
[00:44:14.760 --> 00:44:16.280]   to get the best advice we can.
[00:44:16.680 --> 00:44:18.700]   [ Laughter ]
[00:44:18.700 --> 00:44:23.060]   A little aside on that, the first Bogo Heads conference was
[00:44:23.060 --> 00:44:25.320]   at the Miami Herald Making Money Seminar.
[00:44:25.320 --> 00:44:27.660]   Jack was the keynote speaker
[00:44:27.660 --> 00:44:30.580]   and followed immediately by Jim Cramer.
[00:44:30.580 --> 00:44:34.900]   Jack made his usual buy the market,
[00:44:34.900 --> 00:44:36.420]   own the market, low cost.
[00:44:36.420 --> 00:44:40.560]   Jim Cramer came up, forget everything that guy told you,
[00:44:40.560 --> 00:44:43.400]   I'm going to give you 10 stocks that won't miss.
[00:44:43.680 --> 00:44:46.480]   Everybody's writing down, running out to make the calls
[00:44:46.480 --> 00:44:49.880]   to the broker and that was right before the tech wreck.
[00:44:49.880 --> 00:44:54.160]   And his stocks, basically I think 8 out of 10 went
[00:44:54.160 --> 00:44:56.740]   out of business and the others lost 70%.
[00:44:56.740 --> 00:45:02.360]   So right after that, if I recall, he confessed
[00:45:02.360 --> 00:45:04.640]   that Jack was right, buy index funds.
[00:45:04.640 --> 00:45:08.740]   But that was right before he got the gig banging things
[00:45:08.740 --> 00:45:11.920]   on the TV show and found
[00:45:11.920 --> 00:45:13.560]   out he could make more money doing that.
[00:45:14.520 --> 00:45:17.160]   And even more, this one happened to be in Florida too.
[00:45:17.160 --> 00:45:18.860]   I used to do kind of a speaking circuit thing
[00:45:18.860 --> 00:45:21.760]   and I could make a couple of bucks.
[00:45:21.760 --> 00:45:24.840]   I would no longer run well at Vanguard full time.
[00:45:24.840 --> 00:45:34.720]   And so somebody, I guess it was in Florida, said, oh,
[00:45:34.720 --> 00:45:40.120]   it was a money game kind of thing and you had all these,
[00:45:40.120 --> 00:45:42.640]   this ring of investment advisors around there
[00:45:42.860 --> 00:45:44.960]   and one guy saying gold is the only way
[00:45:44.960 --> 00:45:47.720]   and somebody else is saying gold is the only bad way.
[00:45:47.720 --> 00:45:52.300]   And then so how do you, if you want growth without risk,
[00:45:52.300 --> 00:45:54.740]   here's how to get it and on and on around.
[00:45:54.740 --> 00:45:56.700]   They were all just big phony things.
[00:45:56.700 --> 00:46:00.280]   So when I got up to speak, I said to this nice audience
[00:46:00.280 --> 00:46:02.320]   of normal human beings, probably an audience very much
[00:46:02.320 --> 00:46:04.040]   like this one, and Taylor Laramore happened
[00:46:04.040 --> 00:46:04.840]   to be in the audience.
[00:46:04.840 --> 00:46:07.760]   And I said, you know, the first advice I'm going
[00:46:07.760 --> 00:46:10.500]   to give you is don't pay any attention whatsoever to anyone
[00:46:10.500 --> 00:46:11.520]   who has an exhibit here.
[00:46:11.520 --> 00:46:15.780]   [ Laughter ]
[00:46:15.780 --> 00:46:19.320]   >> Well, I remember the comment at the end.
[00:46:19.320 --> 00:46:22.360]   >> I'm looking over at the guys sponsoring
[00:46:22.360 --> 00:46:23.300]   out of the corner of my eye.
[00:46:23.300 --> 00:46:27.180]   He didn't look at all happy and Taylor dropped me a vote
[00:46:27.180 --> 00:46:28.780]   and he said, I'm going to guess you're never going
[00:46:28.780 --> 00:46:30.040]   to be invited to be back again.
[00:46:30.040 --> 00:46:32.940]   But, you know, if that's the price you pay
[00:46:32.940 --> 00:46:36.060]   for telling the truth, what's to be said?
[00:46:36.060 --> 00:46:36.880]   And it's an opinion.
[00:46:36.880 --> 00:46:38.340]   I can't really swear it's the truth.
[00:46:38.340 --> 00:46:41.040]   But the best advice is don't listen to all the stuff
[00:46:41.040 --> 00:46:42.060]   that you see on the billboards.
[00:46:42.060 --> 00:46:45.440]   >> Yeah, that was the money show in Orlando and I remember
[00:46:45.440 --> 00:46:51.100]   after that when Jack said, I don't know why they invite me.
[00:46:51.100 --> 00:46:52.380]   They know what I'm going to say.
[00:46:52.380 --> 00:46:54.680]   [ Laughter ]
[00:46:54.680 --> 00:46:58.540]   >> Jack, the next question is someone wants
[00:46:58.540 --> 00:47:02.000]   to ask your thoughts on two active vanguard funds,
[00:47:02.000 --> 00:47:05.340]   Wellesley and Wellington, and their roles have held as part
[00:47:05.340 --> 00:47:08.400]   of a retiree's or accumulator's asset allocation.
[00:47:08.900 --> 00:47:12.880]   It seems many indexers here do hold these active funds
[00:47:12.880 --> 00:47:15.980]   and would be interested to get Jack's perspective.
[00:47:15.980 --> 00:47:22.220]   >> Well, as I said yesterday, I've never done this kind
[00:47:22.220 --> 00:47:26.700]   of analysis but I am sure it is correct for Wellesley.
[00:47:26.700 --> 00:47:30.500]   But for Wellington, it is 98 percent indexed.
[00:47:30.500 --> 00:47:33.380]   It tracks the return, the source
[00:47:33.380 --> 00:47:36.940]   of its returns are determined 98 percent by the combination
[00:47:36.940 --> 00:47:42.660]   of 65 percent S&P 500 and 35 percent corporate bond index.
[00:47:42.660 --> 00:47:44.820]   And I guess the Bloomberg,
[00:47:44.820 --> 00:47:46.960]   Barclay-Bloomberg Corporate Bond Index.
[00:47:46.960 --> 00:47:51.720]   So it's an index fund and I like that about it.
[00:47:51.720 --> 00:47:54.760]   I like the fact that the big change I made in the fund
[00:47:54.760 --> 00:47:57.220]   when it was run, it's kind of a terrible story,
[00:47:57.220 --> 00:47:59.220]   when the Boston guys took over,
[00:47:59.220 --> 00:48:02.200]   they put a man named Walter Cabot.
[00:48:02.200 --> 00:48:04.140]   Bostonians love each other.
[00:48:04.140 --> 00:48:10.780]   That was an aside, in charge of the Wellington fund.
[00:48:10.780 --> 00:48:12.160]   He ran it for 10 years.
[00:48:12.160 --> 00:48:16.560]   He left the equity ratio normally at about 65 percent top,
[00:48:16.560 --> 00:48:21.200]   kept 83 percent, 83 percent totally out of the funds mandate
[00:48:21.200 --> 00:48:23.260]   at the high in the market of course
[00:48:23.260 --> 00:48:25.680]   and then watched it collapse with everything else,
[00:48:25.680 --> 00:48:27.200]   particularly because he put a lot of junk in it,
[00:48:27.200 --> 00:48:28.520]   the stocks of tomorrow.
[00:48:29.160 --> 00:48:32.980]   And in Mr. Cabot's 10-year tenure,
[00:48:32.980 --> 00:48:37.080]   it had the worst record of any balanced fund.
[00:48:37.080 --> 00:48:39.660]   And what you have to understand about this business,
[00:48:39.660 --> 00:48:43.420]   it is just as hard to be the worst fund on the list
[00:48:43.420 --> 00:48:45.000]   as it is to be the best fund on the list.
[00:48:45.000 --> 00:48:47.280]   I mean, there's a lot of randomness here.
[00:48:47.280 --> 00:48:52.280]   So he went on and so he was basically an abject failure.
[00:48:52.280 --> 00:48:56.360]   And so where did he go from there?
[00:48:57.400 --> 00:49:00.560]   He was named the treasurer of Harvard University
[00:49:00.560 --> 00:49:02.340]   and the president of the Harvard Management Company.
[00:49:02.340 --> 00:49:05.600]   Only in Boston.
[00:49:05.600 --> 00:49:13.400]   >> Do you think the higher profit potentials
[00:49:13.400 --> 00:49:17.380]   of large U.S. companies in domestic markets will continue
[00:49:17.380 --> 00:49:20.800]   at the expense of foreign and new domestic competitors?
[00:49:20.800 --> 00:49:24.860]   >> Well, I don't really know how to answer that
[00:49:24.860 --> 00:49:28.920]   because these old dichotomies really don't exist anymore.
[00:49:28.920 --> 00:49:32.600]   We know that half of the revenues and half of the earnings
[00:49:32.600 --> 00:49:35.960]   of U.S. corporations come from non-U.S. sources.
[00:49:35.960 --> 00:49:40.560]   And so you already have an international fund there.
[00:49:40.560 --> 00:49:43.100]   And the question, I mean, let's call it 50 percent.
[00:49:43.100 --> 00:49:43.800]   It's different.
[00:49:43.800 --> 00:49:46.220]   You don't have the same currency problems and all that,
[00:49:46.220 --> 00:49:52.180]   or currency value variations if you own foreign stocks.
[00:49:52.180 --> 00:49:53.740]   And by the way, I should say this.
[00:49:53.740 --> 00:49:57.100]   I don't know how many people know it, but I want
[00:49:57.100 --> 00:49:58.120]   to have a chance to mention it.
[00:49:58.120 --> 00:50:02.020]   And as last year, there is no question.
[00:50:02.020 --> 00:50:03.220]   I'm glad Mel didn't ask one.
[00:50:03.220 --> 00:50:05.820]   There's no question that gets asked more of me
[00:50:05.820 --> 00:50:08.760]   than why don't I favor international stocks?
[00:50:08.760 --> 00:50:12.700]   And I've explained it over and over and over again.
[00:50:12.700 --> 00:50:16.300]   And now when somebody asks it, I say, I hate that question.
[00:50:16.300 --> 00:50:18.800]   You might as well be honest.
[00:50:18.800 --> 00:50:23.300]   But last year, this year that we're going through right now,
[00:50:23.820 --> 00:50:28.180]   foreign stocks have done exactly the same,
[00:50:28.180 --> 00:50:31.660]   non-U.S. stocks have done exactly the same as U.S. stocks
[00:50:31.660 --> 00:50:35.820]   of about 14 percent until you get the weakness
[00:50:35.820 --> 00:50:38.860]   in the U.S. dollar, which has added 10 percent
[00:50:38.860 --> 00:50:39.700]   to those returns.
[00:50:39.700 --> 00:50:42.680]   So when you look at the international returns
[00:50:42.680 --> 00:50:45.240]   and non-U.S. returns, you will see 24 percent.
[00:50:45.240 --> 00:50:49.480]   But understand that those things are not fundamental
[00:50:49.480 --> 00:50:50.720]   in local currency terms,
[00:50:50.720 --> 00:50:53.180]   the way the markets are actually performing before you
[00:50:53.180 --> 00:50:56.180]   get into currency is identical.
[00:50:56.180 --> 00:50:58.940]   So there are a lot of things that go into this.
[00:50:58.940 --> 00:51:02.320]   And I always thought currency risk was a reason not
[00:51:02.320 --> 00:51:05.000]   to own international or non-U.S. funds.
[00:51:05.000 --> 00:51:06.500]   But I don't really object to it.
[00:51:06.500 --> 00:51:10.460]   But it's gotten to the point, I think the article was
[00:51:10.460 --> 00:51:14.460]   on CNBC maybe, Mike, the thing about my feelings
[00:51:14.460 --> 00:51:15.060]   on international.
[00:51:15.060 --> 00:51:17.620]   And oh, you didn't see that.
[00:51:17.620 --> 00:51:18.120]   You always wonder.
[00:51:18.120 --> 00:51:20.620]   It's six pages.
[00:51:20.620 --> 00:51:22.360]   Six pages.
[00:51:22.720 --> 00:51:26.560]   Of explaining my international position.
[00:51:26.560 --> 00:51:28.340]   And, you know, it's very logical.
[00:51:28.340 --> 00:51:29.700]   Could be wrong.
[00:51:29.700 --> 00:51:30.540]   I'm not saying that.
[00:51:30.540 --> 00:51:31.460]   You can always be wrong.
[00:51:31.460 --> 00:51:35.100]   But it points out that I don't say you don't need donors.
[00:51:35.100 --> 00:51:36.440]   You just be aware of these risks.
[00:51:36.440 --> 00:51:39.900]   A lot of returns in the U.S. companies are already
[00:51:39.900 --> 00:51:41.120]   international companies.
[00:51:41.120 --> 00:51:44.540]   That currency risk is a big thing.
[00:51:44.540 --> 00:51:46.500]   That institutional kind of risk.
[00:51:46.500 --> 00:51:48.780]   And these are how these things change.
[00:51:48.780 --> 00:51:50.780]   I'm not allowed to get into politics,
[00:51:50.780 --> 00:51:52.660]   but the fact of the matter is we used to look
[00:51:52.660 --> 00:51:55.340]   at the United States as having the strongest institutions
[00:51:55.340 --> 00:51:58.280]   in the world, governmental institutions, court institutions,
[00:51:58.280 --> 00:52:01.160]   or other kinds of institutions
[00:52:01.160 --> 00:52:03.820]   that change our lives here for the better every day.
[00:52:03.820 --> 00:52:09.440]   And, you know, the government institution is shaky today.
[00:52:09.440 --> 00:52:10.380]   Everybody knows that.
[00:52:10.380 --> 00:52:13.080]   I used to ask, have we lost --
[00:52:13.080 --> 00:52:16.120]   one of the risks is will we lose the ability
[00:52:16.120 --> 00:52:17.080]   to govern ourselves?
[00:52:17.080 --> 00:52:20.340]   I think you could argue that we're giving that a good shot.
[00:52:20.860 --> 00:52:23.100]   But that's politics, so I won't pursue it.
[00:52:23.100 --> 00:52:26.060]   >> Well, Jack, I guess I can throw the rest
[00:52:26.060 --> 00:52:28.040]   of the questions away since you don't want anything
[00:52:28.040 --> 00:52:28.780]   on international --
[00:52:28.780 --> 00:52:33.140]   >> No, I'll be glad to repeat my usual patois.
[00:52:33.140 --> 00:52:35.120]   >> This is a little twist on it.
[00:52:35.120 --> 00:52:38.760]   He says, in Bogle on mutual funds,
[00:52:38.760 --> 00:52:41.920]   you explain why international investing has risks and state
[00:52:41.920 --> 00:52:44.820]   that perhaps investors should keep their money in U.S. stocks.
[00:52:44.820 --> 00:52:49.400]   It concerns me that virtually no other passive investing author
[00:52:49.400 --> 00:52:51.960]   is worried about the same risk that you identify.
[00:52:51.960 --> 00:52:54.700]   Why do you think these risks are ignored
[00:52:54.700 --> 00:52:58.300]   and international investing is being touted as crucial
[00:52:58.300 --> 00:52:59.680]   for maximum diversity?
[00:52:59.680 --> 00:53:01.340]   What is behind this?
[00:53:01.340 --> 00:53:05.420]   >> Well, first, I have never given a damn
[00:53:05.420 --> 00:53:06.860]   about what anybody else thinks.
[00:53:06.860 --> 00:53:07.820]   >> We knew that, Jack.
[00:53:07.820 --> 00:53:10.500]   [ Laughter ]
[00:53:10.500 --> 00:53:13.280]   >> And I pay attention and I listen to the arguments.
[00:53:13.280 --> 00:53:15.860]   That may be a little strong form of my feeling.
[00:53:15.860 --> 00:53:19.260]   But they're entitled to their opinion and it may be right.
[00:53:19.580 --> 00:53:23.100]   And as this article that I just cited mentions,
[00:53:23.100 --> 00:53:28.860]   and this is true, I say this whenever I write about it.
[00:53:28.860 --> 00:53:31.360]   When I first said this, you don't need the international,
[00:53:31.360 --> 00:53:32.520]   any non-U.S. stocks.
[00:53:32.520 --> 00:53:34.740]   It was 1994 in my first book.
[00:53:34.740 --> 00:53:35.480]   I was on the record.
[00:53:35.480 --> 00:53:36.440]   You don't need them.
[00:53:36.440 --> 00:53:38.480]   If you're going to have them because of these extra risks,
[00:53:38.480 --> 00:53:40.820]   stop at 20 percent, no matter what the market weight is.
[00:53:40.820 --> 00:53:46.640]   And so in the next 20 years, some 25 years almost,
[00:53:47.200 --> 00:53:51.080]   and the non-U.S. are up about, let me say, 300 percent
[00:53:51.080 --> 00:53:52.420]   and the U.S. is up 800 percent.
[00:53:52.420 --> 00:53:55.100]   So this is a brilliant prognostication.
[00:53:55.100 --> 00:53:56.860]   I hear a little applause there.
[00:53:56.860 --> 00:54:02.040]   And yet, I quickly acknowledge the fact that the U.S. has done
[00:54:02.040 --> 00:54:06.180]   so well for so long in this relative sense may easily mean
[00:54:06.180 --> 00:54:07.520]   that we'll have some reversion to the mean.
[00:54:07.520 --> 00:54:08.440]   I always talk about that.
[00:54:08.440 --> 00:54:11.500]   And it could mean that one doesn't really know.
[00:54:11.500 --> 00:54:15.380]   So just take all of the-- don't take my word for it.
[00:54:15.600 --> 00:54:17.460]   Take it and make your own decisions.
[00:54:17.460 --> 00:54:20.460]   But I do think that you don't want
[00:54:20.460 --> 00:54:24.780]   to get carried away with unknown risks.
[00:54:24.780 --> 00:54:26.480]   And then I use this other example.
[00:54:26.480 --> 00:54:27.920]   And they talk about Disney.
[00:54:27.920 --> 00:54:31.860]   And that is, when you talk about non-U.S.,
[00:54:31.860 --> 00:54:34.920]   think about what non-U.S. means.
[00:54:34.920 --> 00:54:37.800]   Don't just take it for granted.
[00:54:37.800 --> 00:54:41.100]   The largest non-U.S. market is the United Kingdom.
[00:54:41.100 --> 00:54:44.340]   The second is Japan, and the third is France.
[00:54:45.040 --> 00:54:49.560]   Now, the U.K. with Brexit and all is not
[00:54:49.560 --> 00:54:50.880]   in a particularly productive economy.
[00:54:50.880 --> 00:54:53.480]   I would bet that our GDP would grow faster
[00:54:53.480 --> 00:54:54.940]   than theirs in the next 25 years.
[00:54:54.940 --> 00:54:59.920]   Japan, very structured society, population shrinking,
[00:54:59.920 --> 00:55:04.480]   or aging population, tsunamis every few years.
[00:55:04.480 --> 00:55:07.320]   It doesn't seem to me to be a place
[00:55:07.320 --> 00:55:11.460]   that will do better than the U.S. And France, my God,
[00:55:11.460 --> 00:55:12.460]   they don't go to work there.
[00:55:12.460 --> 00:55:13.540]   They're having a big fight again.
[00:55:13.540 --> 00:55:15.560]   [ Laughter ]
[00:55:15.560 --> 00:55:20.100]   So, if you're French, I'm sorry.
[00:55:20.100 --> 00:55:22.100]   [ Laughter ]
[00:55:22.100 --> 00:55:26.800]   But they have very strong labor protections in France.
[00:55:26.800 --> 00:55:27.720]   There's no question about this.
[00:55:27.720 --> 00:55:32.580]   And the idea of the new Macron, I guess, administration is
[00:55:32.580 --> 00:55:33.680]   to reduce those protections
[00:55:33.680 --> 00:55:35.260]   and have a more competitive framework.
[00:55:35.260 --> 00:55:37.180]   And labor is revolting.
[00:55:37.180 --> 00:55:41.420]   You know, they have a, I think it's a 35-hour maximum week
[00:55:41.420 --> 00:55:42.120]   or something like that.
[00:55:42.720 --> 00:55:45.680]   And, thank God, I work 35 hours and a half a week.
[00:55:45.680 --> 00:55:48.380]   Not now, but I used to.
[00:55:48.380 --> 00:55:52.640]   >> Jack, this next one is a little embarrassing.
[00:55:52.640 --> 00:55:56.900]   It says, "A friend of mine is a successful salesman
[00:55:56.900 --> 00:56:00.880]   for Northwestern Mutual in Omaha and continues
[00:56:00.880 --> 00:56:03.100]   to push insurance financial products.
[00:56:03.100 --> 00:56:06.800]   I have told him time and again that I'm not interested
[00:56:06.800 --> 00:56:08.600]   and I'm now a bogey head.
[00:56:09.020 --> 00:56:14.040]   Three fund, low expense, index investor, full discloser.
[00:56:14.040 --> 00:56:17.000]   His comeback was stating, 'Good news.
[00:56:17.000 --> 00:56:19.740]   Jack Bogle is a Northwestern Mutual customer.'"
[00:56:19.740 --> 00:56:21.720]   Is that true or is that--
[00:56:21.720 --> 00:56:22.680]   >> Yes, it's true.
[00:56:22.680 --> 00:56:24.680]   [ Laughter ]
[00:56:24.680 --> 00:56:26.440]   I mean, let me tell you the truth of the matter.
[00:56:26.440 --> 00:56:30.420]   As a young married man, I wanted some insurance in case.
[00:56:30.420 --> 00:56:35.300]   I quirked, passed, went, so whatever the--
[00:56:35.300 --> 00:56:37.360]   but don't use the word died, please.
[00:56:37.860 --> 00:56:42.820]   And so, I bought a $10,000 policy for Northwestern
[00:56:42.820 --> 00:56:45.020]   because it was clearly a mutual company
[00:56:45.020 --> 00:56:48.120]   which was probably the best company in terms of relationship
[00:56:48.120 --> 00:56:53.680]   of rates to premiums and for $10,000.
[00:56:53.680 --> 00:56:59.440]   And I think maybe there was a companion policy I bought later
[00:56:59.440 --> 00:57:02.560]   on which is a tie on to that which maybe was another $8,000.
[00:57:02.560 --> 00:57:05.380]   So, yes, and I still kept it.
[00:57:05.740 --> 00:57:08.460]   So, I had $18,000 with the Northwestern Mutual.
[00:57:08.460 --> 00:57:10.720]   I mean, confession is good for the soul.
[00:57:10.720 --> 00:57:11.680]   I hope that doesn't--
[00:57:11.680 --> 00:57:15.580]   [ Laughter ]
[00:57:15.580 --> 00:57:17.340]   >> Well, are you getting royalties
[00:57:17.340 --> 00:57:19.840]   for them using your name, Jack, as a sales tool?
[00:57:19.840 --> 00:57:21.280]   >> No, but you know it's going to happen.
[00:57:21.280 --> 00:57:22.720]   You know it's going to happen.
[00:57:22.720 --> 00:57:30.080]   >> OK. Besides contracting for a term like policy,
[00:57:30.080 --> 00:57:33.480]   is there any reason to invest in an insurance product?
[00:57:34.700 --> 00:57:36.580]   >> Well, when you get beyond term--
[00:57:36.580 --> 00:57:40.160]   and all term is not the same, by the way.
[00:57:40.160 --> 00:57:41.640]   You want to pick that very, very carefully,
[00:57:41.640 --> 00:57:43.560]   but there's some perfectly good term policies.
[00:57:43.560 --> 00:57:45.860]   Sure, there's a place for an insurance product.
[00:57:45.860 --> 00:57:48.680]   For people that, you know, they have modest means,
[00:57:48.680 --> 00:57:50.760]   they're very dependent on--
[00:57:50.760 --> 00:57:53.580]   their family is going to be very dependent on their earnings.
[00:57:53.580 --> 00:57:55.120]   They don't have a lot of savings put aside.
[00:57:55.120 --> 00:57:58.760]   And it's an expensive way to save, but it's immediate.
[00:57:58.760 --> 00:58:02.700]   You know, you invest the difference and it's--
[00:58:03.260 --> 00:58:08.120]   it just is a perfectly intelligent thing to do,
[00:58:08.120 --> 00:58:10.600]   just so long as you don't get ripped off.
[00:58:10.600 --> 00:58:12.520]   And I'd say there's such a thing about--
[00:58:12.520 --> 00:58:15.360]   and the hidden cost in insurance and particularly
[00:58:15.360 --> 00:58:17.520]   in variable annuities are just an outrage.
[00:58:17.520 --> 00:58:20.300]   And so then it's not a good investment.
[00:58:20.300 --> 00:58:22.820]   It's a terrible investment, but there are things
