
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:28:49.520 --> 00:28:52.020]   I'm making more contributions for the balance this year.
[00:28:52.020 --> 00:28:55.080]   See, a lot of this, Ben, and you know this,
[00:28:55.080 --> 00:28:57.160]   but the audience might not.
[00:28:57.160 --> 00:29:00.720]   The architecture of just like the financial media
[00:29:00.720 --> 00:29:03.320]   and the wealth management businesses
[00:29:03.320 --> 00:29:05.440]   is still so geared toward boomers
[00:29:05.440 --> 00:29:10.080]   because that's the horse that brought them here.
[00:29:10.080 --> 00:29:13.880]   Like the boomer audience, it's different for them.
[00:29:13.880 --> 00:29:16.760]   But like when you're on financial television,
[00:29:16.760 --> 00:29:18.720]   it's like, oh, the market's down, that's terrible.
[00:29:18.720 --> 00:29:20.640]   Terrible for who?
[00:29:20.640 --> 00:29:24.680]   Terrible for the 50% of the audience that's in retirement,
[00:29:24.680 --> 00:29:26.560]   but for the other 50% of the audience
[00:29:26.560 --> 00:29:30.400]   that's making ongoing retirement account contributions,
[00:29:30.400 --> 00:29:31.660]   it's great.
[00:29:31.660 --> 00:29:35.720]   But it's hard to conceptualize
[00:29:35.720 --> 00:29:39.200]   that everyone in the audience has different circumstances.
[00:29:39.200 --> 00:29:40.820]   - And risk means different things to different people.
[00:29:40.820 --> 00:29:42.760]   The risk of a bear market is totally different
[00:29:42.760 --> 00:29:45.160]   for someone who's 65 versus someone who's 25.
[00:29:45.160 --> 00:29:46.960]   It's completely different. - Obviously, right.
[00:29:46.960 --> 00:29:50.400]   So to the 22-year-old, no bonds.
[00:29:50.400 --> 00:29:51.480]   - Right. - No bonds.
[00:29:51.480 --> 00:29:54.640]   You might be mad at me in six months for saying that,
[00:29:54.640 --> 00:29:57.560]   but you're gonna be very happy with me in 10 years
[00:29:57.560 --> 00:29:59.120]   and you're 22.
[00:29:59.120 --> 00:30:00.720]   What are you even thinking about this for?
[00:30:00.720 --> 00:30:02.960]   - In 50 years, you're gonna be really happy.
[00:30:02.960 --> 00:30:04.760]   - Don't you TikTok audience, dude.
[00:30:04.760 --> 00:30:06.520]   That's what you need to be doing right now.
[00:30:06.520 --> 00:30:08.680]   - Giancarlo in the chat has a funny comment.
[00:30:08.680 --> 00:30:11.280]   They say, "I have more gold bond than actual bonds."
[00:30:11.400 --> 00:30:13.360]   (laughing)
[00:30:13.360 --> 00:30:15.560]   - Big surprise, the episode I'm on went over time.
[00:30:15.560 --> 00:30:16.480]   Look at that.
[00:30:16.480 --> 00:30:17.320]   - All right. - Can't believe it.
[00:30:17.320 --> 00:30:18.480]   - Thanks to Josh for joining us.
[00:30:18.480 --> 00:30:19.620]   We appreciate it.
[00:30:19.620 --> 00:30:20.460]   Thanks for everyone watching live.
[00:30:20.460 --> 00:30:22.080]   - Thank you guys, you do a great job every week.
[00:30:22.080 --> 00:30:24.040]   You do a great job every week, thank you.
[00:30:24.040 --> 00:30:25.480]   - A lot of great comments.
[00:30:25.480 --> 00:30:26.320]   Thanks to Duncan.
[00:30:26.320 --> 00:30:28.040]   Duncan, is that a soccer jersey today?
[00:30:28.040 --> 00:30:29.640]   - It is, I got this in Glasgow.
[00:30:29.640 --> 00:30:32.600]   It's a Glasgow Celtic jersey.
[00:30:32.600 --> 00:30:33.440]   - Oh, nice.
[00:30:33.440 --> 00:30:35.360]   I'm still waiting for my present from your honeymoon.
[00:30:35.360 --> 00:30:36.920]   Remember, if you're listening in podcast form,
[00:30:36.920 --> 00:30:38.200]   leave us a review.
[00:30:38.200 --> 00:30:39.080]   If you're watching on YouTube,
[00:30:39.080 --> 00:30:41.040]   Duncan wants you to hit that subscribe button.
[00:30:41.040 --> 00:30:42.280]   Keep those comments coming.
[00:30:42.280 --> 00:30:44.720]   We might have some new t-shirts coming to idontshop.com
[00:30:44.720 --> 00:30:45.540]   in the coming weeks.
[00:30:45.540 --> 00:30:46.440]   I don't want to make any promises,
[00:30:46.440 --> 00:30:48.120]   but we're getting there. - Stay tuned.
[00:30:48.120 --> 00:30:49.520]   - Remember, have a question,
[00:30:49.520 --> 00:30:51.520]   askthecompoundshow@gmail.com
[00:30:51.520 --> 00:30:53.240]   or leave a comment in the YouTube for us.
[00:30:53.240 --> 00:30:54.140]   See you next week.
[00:30:54.140 --> 00:30:58.100]   (upbeat music)
[00:30:58.100 --> 00:31:00.680]   (upbeat music)
[00:31:00.680 --> 00:31:03.260]   (upbeat music)
[00:31:03.260 --> 00:31:05.840]   (upbeat music)
[00:31:05.880 --> 00:31:08.460]   (upbeat music)
[00:31:08.460 --> 00:31:11.040]   (upbeat music)
[00:31:11.040 --> 00:31:13.620]   (upbeat music)
[00:31:13.620 --> 00:31:16.060]   [MUSIC PLAYING]

