
[00:00:00.000 --> 00:00:04.000]   Welcome, everyone.
[00:32:42.420 --> 00:32:45.280]   We are at the end of the world as we know it.
[00:32:45.280 --> 00:32:48.160]   One of the ways I like to put it is that everyone's here
[00:32:48.160 --> 00:32:49.200]   because of a story.
[00:32:49.200 --> 00:32:51.960]   You all love kind of ML, or you're terrified by it.
[00:32:51.960 --> 00:32:55.600]   In which case, you know, just please bother Lucas about it,
[00:32:55.600 --> 00:32:58.080]   because he's enabling it, not me.
[00:32:58.080 --> 00:33:01.240]   And that's how we kind of scale the society.
[00:33:01.240 --> 00:33:02.040]   We first of all--
[00:33:02.040 --> 00:33:04.280]   ooh.
[00:33:04.280 --> 00:33:05.800]   Maybe if I step this way.
[00:33:05.800 --> 00:33:09.080]   First of all, we kind of told stories, and we had our tribes.
[00:33:09.080 --> 00:33:10.560]   And then we went to 150 people.
[00:33:10.560 --> 00:33:14.680]   Then we told stories like money and other things like that.
[00:33:14.680 --> 00:33:17.240]   And then we kept going until we got the Gutenberg Press.
[00:33:17.240 --> 00:33:20.160]   And then we took the stories and we put them down.
[00:33:20.160 --> 00:33:21.780]   And that allowed us to scale even more.
[00:33:21.780 --> 00:33:24.400]   And it allowed us to create corporations and organizations
[00:33:24.400 --> 00:33:26.840]   with bylaws and constitutions.
[00:33:26.840 --> 00:33:30.240]   And organizations right now are slow, dumb AI.
[00:33:30.240 --> 00:33:32.680]   They are slow, dumb AI that has to make us legible.
[00:33:32.680 --> 00:33:34.560]   So they take away our creativity and freedom.
[00:33:34.560 --> 00:33:36.760]   And we're kind of sad as a result of that,
[00:33:36.760 --> 00:33:41.700]   because text is a lossy information format.
[00:33:41.700 --> 00:33:43.880]   And I think that's something that's quite important,
[00:33:43.880 --> 00:33:44.920]   because the easiest way for us to communicate
[00:33:44.920 --> 00:33:46.200]   is what we're doing right now--
[00:33:46.200 --> 00:33:47.000]   speech.
[00:33:47.000 --> 00:33:48.240]   Then the next hardest is text.
[00:33:48.240 --> 00:33:50.840]   Writing a good blog post or report is kind of hard.
[00:33:50.840 --> 00:33:52.680]   Anyone here that's used Salesforce, I mean,
[00:33:52.680 --> 00:33:54.960]   we're trying to make it easy, but it's painful, right?
[00:33:54.960 --> 00:33:57.800]   I can feel physical pain.
[00:33:57.800 --> 00:33:59.080]   Maybe that's a bit weird to me.
[00:33:59.080 --> 00:34:01.000]   But then image is the most difficult thing.
[00:34:01.000 --> 00:34:03.280]   Like, creating this just a little bit ago,
[00:34:03.280 --> 00:34:05.660]   none of us would have imagined that we could have done it,
[00:34:05.660 --> 00:34:09.240]   except for a few, because we didn't quite have the tools.
[00:34:09.240 --> 00:34:12.720]   But now visual communication, be it a PowerPoint presentation--
[00:34:12.720 --> 00:34:16.840]   glad to be an investor in Tome, for example, and a partner--
[00:34:16.840 --> 00:34:18.560]   is available to everyone, be it this,
[00:34:18.560 --> 00:34:20.320]   be it illustration, other things.
[00:34:20.320 --> 00:34:22.240]   That's why Bill Gates--
[00:34:22.240 --> 00:34:24.080]   he said AI is going to be the hottest topic.
[00:34:24.080 --> 00:34:26.280]   It's as important as the PC, as the internet.
[00:34:26.280 --> 00:34:28.700]   Now, I've been lucky enough to talk to some of the leaders.
[00:34:28.700 --> 00:34:30.000]   And again, they're all on this.
[00:34:30.000 --> 00:34:32.280]   Jeff versus Tome, it was as important as fire.
[00:34:32.280 --> 00:34:33.440]   And I was like, tablets?
[00:34:33.440 --> 00:34:34.600]   He's like, no, proper fire.
[00:34:34.600 --> 00:34:35.360]   I was like, cool.
[00:34:35.360 --> 00:34:37.880]   [LAUGHTER]
[00:34:37.880 --> 00:34:40.200]   And so I think I've seen this repeated again and again,
[00:34:40.200 --> 00:34:42.760]   because everyone feels that we're at this peak.
[00:34:42.760 --> 00:34:45.480]   Actually, one of the most interesting things is this.
[00:34:45.480 --> 00:34:47.920]   When I talk to some of the smartest people in the world--
[00:34:47.920 --> 00:34:50.160]   it's always good to talk to people smarter than you--
[00:34:50.160 --> 00:34:52.640]   it's a case of-- a lot of them say the same thing.
[00:34:52.640 --> 00:34:55.160]   I can't see into the future anymore.
[00:34:55.160 --> 00:34:57.240]   Because, for example, Jeff, as I said,
[00:34:57.240 --> 00:34:59.080]   Amazon had this amazing thing, which is--
[00:34:59.080 --> 00:35:01.080]   and this is some advice to all the founders.
[00:35:01.080 --> 00:35:02.700]   When you're building a great business,
[00:35:02.700 --> 00:35:06.080]   you have to look at the inevitable and the unchanging.
[00:35:06.080 --> 00:35:09.160]   Selling books is a way to go onto the full internet,
[00:35:09.160 --> 00:35:11.520]   because the internet has an advantage on books.
[00:35:11.520 --> 00:35:14.420]   But the unchanging is the need for an excellent consumer
[00:35:14.420 --> 00:35:15.160]   experience.
[00:35:15.160 --> 00:35:17.320]   Create great products, right?
[00:35:17.320 --> 00:35:18.920]   And so you can kind of see that.
[00:35:18.920 --> 00:35:21.120]   I see this technology now as an inevitable,
[00:35:21.120 --> 00:35:23.080]   and I see the unchanging elements,
[00:35:23.080 --> 00:35:25.440]   but I have no idea where we are a year from now.
[00:35:25.440 --> 00:35:26.720]   I don't think anyone here does.
[00:35:26.720 --> 00:35:29.320]   And if you do, then please give me a call after,
[00:35:29.320 --> 00:35:31.200]   because I really need some guidance, right?
[00:35:31.200 --> 00:35:32.880]   Need some help navigating this.
[00:35:32.880 --> 00:35:35.160]   Let alone five years, 10 years, because we're not
[00:35:35.160 --> 00:35:37.520]   following Moore's law, right?
[00:35:37.520 --> 00:35:40.320]   We're not following the exponential.
[00:35:40.320 --> 00:35:42.720]   This is why I don't sleep.
[00:35:42.720 --> 00:35:44.080]   So I need a bit of help with that.
[00:35:44.080 --> 00:35:48.160]   This is the number of ML and AI papers on ARCHIVE each month.
[00:35:48.160 --> 00:35:49.560]   It's a literal exponential.
[00:35:49.560 --> 00:35:53.160]   Now, 80% of that is foundation model AI,
[00:35:53.160 --> 00:35:55.560]   which is a bit crazy, right?
[00:35:55.560 --> 00:35:57.680]   It's because what we're getting is network effects.
[00:35:57.680 --> 00:36:00.480]   These models are good enough, fast enough, and cheap enough.
[00:36:00.480 --> 00:36:04.160]   And so you're seeing everything everywhere all at once.
[00:36:04.160 --> 00:36:05.480]   This is also hands, right?
[00:36:05.480 --> 00:36:09.520]   Hands are difficult. With people kind of having innovation
[00:36:09.520 --> 00:36:13.400]   and sharing it back and forth, using things like WANdB
[00:36:13.400 --> 00:36:16.160]   and kind of others to keep track,
[00:36:16.160 --> 00:36:18.880]   using Hugging Face and kind of other great partners.
[00:36:18.880 --> 00:36:20.160]   I don't think this is going to stop,
[00:36:20.160 --> 00:36:22.640]   because we're just starting to explore this latent space.
[00:36:22.640 --> 00:36:24.360]   We're at the iPhone moment.
[00:36:24.360 --> 00:36:27.080]   We're not at the iPhone 10 moment,
[00:36:27.080 --> 00:36:30.440]   let alone whatever's going to come next,
[00:36:30.440 --> 00:36:32.840]   because we're just starting to do one-to-one interaction.
[00:36:32.840 --> 00:36:34.960]   Like we've seen some of this agent-based stuff.
[00:36:34.960 --> 00:36:35.840]   We've seen swarms.
[00:36:35.840 --> 00:36:37.560]   We've seen all of this.
[00:36:37.560 --> 00:36:39.920]   But we're still one-to-one with much of this technology.
[00:36:39.920 --> 00:36:42.280]   And I think the most exciting thing is yet to come,
[00:36:42.280 --> 00:36:45.360]   as we scratch past that surface and we really dig inside.
[00:36:45.360 --> 00:36:47.160]   But we need the right building blocks for it,
[00:36:47.160 --> 00:36:50.880]   because again, you need to make sense of this chaos.
[00:36:50.880 --> 00:36:54.360]   Even as the internet took the cost of information to nothing
[00:36:54.360 --> 00:36:56.920]   and journal-to-AI took the cost of creation to nothing.
[00:36:56.920 --> 00:36:59.480]   What does this mean, and how do we think about it?
[00:36:59.480 --> 00:37:02.440]   I think the way that you think about it is that these models
[00:37:02.440 --> 00:37:08.440]   are really talented grads that occasionally go off their meds.
[00:37:08.440 --> 00:37:10.440]   So thinking about yourself, thinking about it
[00:37:10.440 --> 00:37:13.280]   for companies that you help, your own lives,
[00:37:13.280 --> 00:37:17.280]   what would you do if you had an army of really talented grads
[00:37:17.280 --> 00:37:18.920]   that occasionally go off their meds?
[00:37:18.920 --> 00:37:20.360]   You'd get them to watch each other.
[00:37:20.360 --> 00:37:22.080]   You'd get them to understand each other.
[00:37:22.080 --> 00:37:23.360]   And that's where the disruption happens,
[00:37:23.360 --> 00:37:25.600]   because a really talented grad is really hard to find.
[00:37:25.600 --> 00:37:29.640]   These models are really good at following instructions.
[00:37:29.640 --> 00:37:33.120]   Like the new 32,000 token context window,
[00:37:33.120 --> 00:37:35.640]   version of GPT-4, that's like 20,000 words,
[00:37:35.640 --> 00:37:38.080]   like 50 pages of writing or something.
[00:37:38.080 --> 00:37:39.720]   But anyway, it's a lot.
[00:37:39.720 --> 00:37:42.160]   That's the entire instruction manual that follows it.
[00:37:42.160 --> 00:37:44.040]   But here's the other interesting thing.
[00:37:44.040 --> 00:37:47.280]   Organizations are slow, dumb AI that optimize and turn us
[00:37:47.280 --> 00:37:48.600]   into these automatons.
[00:37:48.600 --> 00:37:52.080]   School is basically child care mixed with a social status
[00:37:52.080 --> 00:37:54.600]   game mixed with a Petri dish.
[00:37:54.600 --> 00:37:57.840]   And they're designed to take away our creativity
[00:37:57.840 --> 00:37:59.920]   and tell us we cannot be creative.
[00:37:59.920 --> 00:38:01.420]   All of you that had graduate jobs,
[00:38:01.420 --> 00:38:03.240]   you were told do not be creative,
[00:38:03.240 --> 00:38:05.240]   because you need experience first.
[00:38:05.240 --> 00:38:07.840]   And we start out creative, have it knocked out of us,
[00:38:07.840 --> 00:38:10.360]   and then we're allowed to be creative later on.
[00:38:10.360 --> 00:38:12.760]   Until then, we're told to consume.
[00:38:12.760 --> 00:38:15.280]   This is something that I think is a super interesting kind
[00:38:15.280 --> 00:38:20.040]   of paradigm, because these models are creative.
[00:38:20.040 --> 00:38:21.000]   It is not collaging.
[00:38:21.000 --> 00:38:22.960]   It is not this.
[00:38:22.960 --> 00:38:26.440]   When you actually use them properly, in my opinion, what
[00:38:26.440 --> 00:38:29.640]   you do is you're saying, like, I use GPT-4 to combat me
[00:38:29.640 --> 00:38:30.400]   on various things.
[00:38:30.400 --> 00:38:34.240]   I'm like, you are a really good answerer who
[00:38:34.240 --> 00:38:36.560]   does constructive criticism, but you're not
[00:38:36.560 --> 00:38:38.160]   afraid to be direct.
[00:38:38.160 --> 00:38:40.160]   And then I just get to challenge my assumptions
[00:38:40.160 --> 00:38:42.320]   and priors, and it's awesome.
[00:38:42.320 --> 00:38:43.960]   Because it's a bit lonely being a CEO.
[00:38:43.960 --> 00:38:47.160]   It's also a really good therapist, I have to say.
[00:38:47.160 --> 00:38:49.400]   No judgment from it, unless you tell it to be judgy,
[00:38:49.400 --> 00:38:52.080]   in which case it's really judgy.
[00:38:52.080 --> 00:38:54.120]   So I think this is one of the interesting things,
[00:38:54.120 --> 00:38:56.320]   because when you have the base deep learning models,
[00:38:56.320 --> 00:38:58.440]   they start off incredibly creative.
[00:38:58.440 --> 00:39:01.160]   Hallucinations are not hallucinations.
[00:39:01.160 --> 00:39:04.440]   Stable diffusion took 100,000 gigabytes of images,
[00:39:04.440 --> 00:39:06.200]   and the output was a 2 gigabyte file.
[00:39:06.200 --> 00:39:07.200]   That is not compression.
[00:39:07.200 --> 00:39:08.840]   If it's compression, then I'm currently
[00:39:08.840 --> 00:39:13.120]   worth a trillion dollars, better than Pied Piper and all that.
[00:39:13.120 --> 00:39:16.680]   Instead, what it is is principal understanding and following.
[00:39:16.680 --> 00:39:18.320]   And so it's this creative element
[00:39:18.320 --> 00:39:19.760]   that was unprecedented, the ability
[00:39:19.760 --> 00:39:21.360]   to do principal-based action.
[00:39:21.360 --> 00:39:24.160]   Again, something like a GPT-4 is trillions of parameters
[00:39:24.160 --> 00:39:25.680]   that fits on a couple of GPUs.
[00:39:25.680 --> 00:39:27.920]   And so I think maybe we're looking at the wrong things
[00:39:27.920 --> 00:39:30.480]   here, because we're trying to get them into expert systems.
[00:39:30.480 --> 00:39:33.560]   So we take these really smart graphs that occasionally
[00:39:33.560 --> 00:39:36.200]   go off their meds, we feed it with junk food,
[00:39:36.200 --> 00:39:38.480]   and then we RLHF it back to being human.
[00:39:38.480 --> 00:39:40.760]   They look a bit disheveled, and you have to tidy it up,
[00:39:40.760 --> 00:39:42.520]   and then you bring it back.
[00:39:42.520 --> 00:39:43.360]   You bulk, then cut.
[00:39:43.360 --> 00:39:46.280]   So I've bulked, and now I need to cut.
[00:39:46.280 --> 00:39:47.740]   Whereas maybe, actually, the future
[00:39:47.740 --> 00:39:52.720]   is going to be more and better free-range organic models,
[00:39:52.720 --> 00:39:55.840]   models that we feed better stuff for certain purposes.
[00:39:55.840 --> 00:39:57.320]   Because how many of you have ever
[00:39:57.320 --> 00:39:59.360]   seen a generalized system that outperforms
[00:39:59.360 --> 00:40:01.520]   a specialized system?
[00:40:01.520 --> 00:40:03.280]   There's not many cases of that, eh?
[00:40:03.280 --> 00:40:05.320]   But a lot of this impetus was AGI scaling.
[00:40:05.320 --> 00:40:06.880]   Now we see the measure of behavior,
[00:40:06.880 --> 00:40:09.520]   and now we go from research to engineering.
[00:40:09.520 --> 00:40:11.400]   And we do this at a time whereby--
[00:40:11.400 --> 00:40:12.720]   I mean, it's insane.
[00:40:12.720 --> 00:40:15.860]   Like, GPT-4 can pass all these exams, right?
[00:40:15.860 --> 00:40:18.240]   It's like someone's going to strap this thing to a robot,
[00:40:18.240 --> 00:40:20.440]   and it'll go to Stanford.
[00:40:20.440 --> 00:40:23.080]   And probably do better than just about everyone there.
[00:40:23.080 --> 00:40:26.640]   The exception is like English literature.
[00:40:26.640 --> 00:40:28.440]   It's still pretty bad at AP English Lit,
[00:40:28.440 --> 00:40:31.520]   but bar exam, medical license exam, others are there.
[00:40:31.520 --> 00:40:34.720]   And so even though we've taken this hacky approach to it,
[00:40:34.720 --> 00:40:38.520]   we have expert systems that fit on single GPUs, which
[00:40:38.520 --> 00:40:40.680]   is a crazy advancement in our society.
[00:40:40.680 --> 00:40:44.560]   But where is the lower limit?
[00:40:44.560 --> 00:40:48.400]   What is the minimum number of tokens, models, model sizes,
[00:40:48.400 --> 00:40:49.040]   data?
[00:40:49.040 --> 00:40:50.800]   We haven't hit that engineering thing yet.
[00:40:50.800 --> 00:40:53.080]   And you saw that with stable diffusion.
[00:40:53.080 --> 00:40:54.600]   It was released out to the world,
[00:40:54.600 --> 00:40:57.400]   and you went from six seconds on an A100
[00:40:57.400 --> 00:40:59.240]   to now you're moving to consistently models,
[00:40:59.240 --> 00:41:01.560]   distillation, and others, multiple images a second.
[00:41:01.560 --> 00:41:02.960]   It works on an iPhone.
[00:41:02.960 --> 00:41:05.240]   You saw that with Lama release, which
[00:41:05.240 --> 00:41:08.280]   is FaceMeta's model that they released recently
[00:41:08.280 --> 00:41:09.400]   on language models.
[00:41:09.400 --> 00:41:10.760]   They got it working on a MacBook.
[00:41:10.760 --> 00:41:13.080]   And you're like, that's a bit crazy, right?
[00:41:13.080 --> 00:41:14.360]   It works on a MacBook.
[00:41:14.360 --> 00:41:16.400]   But then we don't know what this lower limit is,
[00:41:16.400 --> 00:41:18.920]   because a lot of the model trainings we can only do once.
[00:41:18.920 --> 00:41:21.000]   But now with the exponential compute, more talent,
[00:41:21.000 --> 00:41:23.000]   and more people doing it, we will explore
[00:41:23.000 --> 00:41:26.160]   these latent spaces better.
[00:41:26.160 --> 00:41:28.680]   And again, this is essential, because even
[00:41:28.680 --> 00:41:32.080]   though there are these hacky things, it's important now.
[00:41:32.080 --> 00:41:33.800]   I mean, look at this.
[00:41:33.800 --> 00:41:37.480]   Coders are like half the time increasing productivity.
[00:41:37.480 --> 00:41:41.240]   50% of all code on GitHub now is AI generated.
[00:41:41.240 --> 00:41:43.160]   I don't think we have programmers in five years
[00:41:43.160 --> 00:41:44.240]   as we have now.
[00:41:44.240 --> 00:41:46.880]   But that's because we don't have people doing macro media flash
[00:41:46.880 --> 00:41:47.600]   anymore.
[00:41:47.600 --> 00:41:52.760]   When I started as a developer 21 years ago-- god, I'm 40 now.
[00:41:52.760 --> 00:41:56.600]   30 plus 10, I would like to think about it.
[00:41:56.600 --> 00:41:57.840]   We didn't even have GitHub.
[00:41:57.840 --> 00:41:59.640]   We just had subversion coming out.
[00:41:59.640 --> 00:42:02.000]   Programming is a change, and it will continue to change,
[00:42:02.000 --> 00:42:04.360]   because programming is just a way to talk to computers.
[00:42:04.360 --> 00:42:06.320]   And computers can understand our intentions now
[00:42:06.320 --> 00:42:07.360]   with this much better.
[00:42:07.360 --> 00:42:08.700]   But then again, this is happening
[00:42:08.700 --> 00:42:09.840]   across knowledge society.
[00:42:09.840 --> 00:42:13.680]   And again, it's just like having a team of really good grads
[00:42:13.680 --> 00:42:15.040]   who can program.
[00:42:15.040 --> 00:42:17.120]   Think about it in this frame as you build products,
[00:42:17.120 --> 00:42:19.320]   as you integrate it, as you use it in your own life.
[00:42:19.320 --> 00:42:21.520]   And I think it's probably the best frame of reference
[00:42:21.520 --> 00:42:22.640]   you can get.
[00:42:22.640 --> 00:42:24.400]   So open source.
[00:42:24.400 --> 00:42:25.880]   Who here likes open source?
[00:42:25.880 --> 00:42:26.380]   Yeah.
[00:42:26.380 --> 00:42:29.760]   [APPLAUSE]
[00:42:29.760 --> 00:42:31.680]   So I think open is super interesting here.
[00:42:31.680 --> 00:42:33.480]   We had stable diffusion.
[00:42:33.480 --> 00:42:36.040]   It was a collaboration between ourselves, RunwayML,
[00:42:36.040 --> 00:42:38.280]   and Confisclab.
[00:42:38.280 --> 00:42:40.680]   Robin, Andreas, and Dominic, who are
[00:42:40.680 --> 00:42:43.160]   the lead authors of the latent diffusion paper,
[00:42:43.160 --> 00:42:44.240]   all at Stability.
[00:42:44.240 --> 00:42:46.240]   If you look at my Twitter, their work last year
[00:42:46.240 --> 00:42:49.760]   at NVIDIA on high resolution video models just came out.
[00:42:49.760 --> 00:42:51.440]   There's some crazy stuff coming.
[00:42:51.440 --> 00:42:54.240]   We're going to have full movies in a few years generated
[00:42:54.240 --> 00:42:55.080]   from this.
[00:42:55.080 --> 00:42:58.600]   I think people have seen it go from blobs to just these things
[00:42:58.600 --> 00:42:59.960]   almost instantly.
[00:42:59.960 --> 00:43:02.280]   And interestingly, we're moving from this
[00:43:02.280 --> 00:43:04.640]   to full control, because you want
[00:43:04.640 --> 00:43:08.480]   to be able to control outputs to get to what you want.
[00:43:08.480 --> 00:43:11.280]   And so I think what we saw first was just this zero shot stuff.
[00:43:11.280 --> 00:43:13.200]   And the copyright office was like, you can't copyright that.
[00:43:13.200 --> 00:43:13.840]   It's too easy.
[00:43:13.840 --> 00:43:15.000]   And I agree.
[00:43:15.000 --> 00:43:18.440]   But then what you're moving to is full control of all pixels.
[00:43:18.440 --> 00:43:19.880]   So we have stable diffusion Excel.
[00:43:19.880 --> 00:43:20.560]   We have ControlNet.
[00:43:20.560 --> 00:43:21.560]   We have all these things.
[00:43:21.560 --> 00:43:23.000]   But who cares about the technology?
[00:43:23.000 --> 00:43:25.240]   Because what you care about is the interface
[00:43:25.240 --> 00:43:26.960]   and the usability.
[00:43:26.960 --> 00:43:28.840]   I've got something in my mind, and I
[00:43:28.840 --> 00:43:30.920]   want to bring it onto the screen.
[00:43:30.920 --> 00:43:32.840]   Give people the tools and the agency,
[00:43:32.840 --> 00:43:34.120]   and they become happier.
[00:43:34.120 --> 00:43:35.700]   That's why the mission of our company
[00:43:35.700 --> 00:43:39.320]   is to build a foundation to activate humanity's potential.
[00:43:39.320 --> 00:43:41.000]   And our tagline is make people happy.
[00:43:41.000 --> 00:43:42.240]   And we do this through agency.
[00:43:42.240 --> 00:43:45.440]   It's through giving people the models that they can use.
[00:43:45.440 --> 00:43:48.040]   And you need to do this in a way that I
[00:43:48.040 --> 00:43:50.840]   think is a bit different, because it's a new type
[00:43:50.840 --> 00:43:52.320]   of programming primitive.
[00:43:52.320 --> 00:43:54.640]   Stable diffusion, the language models, image models,
[00:43:54.640 --> 00:43:57.280]   all these things, they are a file that, again,
[00:43:57.280 --> 00:43:59.080]   stable diffusion is 2 gigabytes.
[00:43:59.080 --> 00:44:01.960]   And it was four of the top 10 apps
[00:44:01.960 --> 00:44:03.400]   on the App Store in December.
[00:44:03.400 --> 00:44:05.400]   That's pretty much the entire back end, Lensor
[00:44:05.400 --> 00:44:06.320]   and things like that.
[00:44:06.320 --> 00:44:08.280]   What can you do when you can put a few words in
[00:44:08.280 --> 00:44:10.680]   and you get a matter of Stormtrooper out?
[00:44:10.680 --> 00:44:11.640]   That's a bit different.
[00:44:11.640 --> 00:44:14.320]   I like to think of it, again, and framing as a game engine.
[00:44:14.320 --> 00:44:16.160]   It's like you look at the Wii U at the start
[00:44:16.160 --> 00:44:17.840]   to Breath of the Wild at the end.
[00:44:17.840 --> 00:44:19.540]   You look at all the amazing things people
[00:44:19.540 --> 00:44:21.200]   have fine-tuned on these models.
[00:44:21.200 --> 00:44:23.740]   Once you understand that latent space better, you can do it.
[00:44:23.740 --> 00:44:25.640]   But do we need to have 2 billion images?
[00:44:25.640 --> 00:44:26.680]   No.
[00:44:26.680 --> 00:44:28.240]   Do we need to use web scrapes?
[00:44:28.240 --> 00:44:29.680]   I think eventually we won't.
[00:44:29.680 --> 00:44:30.700]   One of the things we're doing is we're
[00:44:30.700 --> 00:44:32.820]   working with multiple governments on national data
[00:44:32.820 --> 00:44:35.360]   sets, because we need more and better data.
[00:44:35.360 --> 00:44:38.440]   DeepMind-- now Google DeepMind, they just merged--
[00:44:38.440 --> 00:44:40.920]   had an amazing paper called Chinchilla, where they said,
[00:44:40.920 --> 00:44:42.600]   do you need to train a model bigger and bigger
[00:44:42.600 --> 00:44:43.600]   trillions of parameters?
[00:44:43.600 --> 00:44:45.880]   No, train it more, which is just like,
[00:44:45.880 --> 00:44:48.160]   don't teach kids everything.
[00:44:48.160 --> 00:44:50.840]   Train them better, effectively, or grads,
[00:44:50.840 --> 00:44:52.280]   as we're going to call them.
[00:44:52.280 --> 00:44:54.040]   But it actually said, use better data.
[00:44:54.040 --> 00:44:56.420]   And that makes sense, because the way these models learn,
[00:44:56.420 --> 00:44:57.480]   so if you train it on everything,
[00:44:57.480 --> 00:44:59.640]   then train it on more and more specific things.
[00:44:59.640 --> 00:45:01.280]   So deep learning first, then train it
[00:45:01.280 --> 00:45:03.200]   on how humans actually interact, because it's
[00:45:03.200 --> 00:45:05.120]   this weird Shoggoth-type thing.
[00:45:05.120 --> 00:45:06.860]   And then use human feedback loops.
[00:45:06.860 --> 00:45:08.360]   So we need better data.
[00:45:08.360 --> 00:45:10.560]   And I think web scraping right now is OK.
[00:45:10.560 --> 00:45:13.200]   But I think we should on the things like opt-outs and others.
[00:45:13.200 --> 00:45:14.480]   And we need to put standards in.
[00:45:14.480 --> 00:45:15.900]   And I've called for self-regulation
[00:45:15.900 --> 00:45:18.560]   of the industry, having signed the FLI letter and others.
[00:45:18.560 --> 00:45:20.520]   But the reason I signed that was because I think
[00:45:20.520 --> 00:45:21.880]   we need to self-regulate.
[00:45:21.880 --> 00:45:23.720]   There weren't training runs anyway.
[00:45:23.720 --> 00:45:25.320]   And this was only for GPT-4 and above.
[00:45:25.320 --> 00:45:28.300]   We don't know how big models actually work.
[00:45:28.300 --> 00:45:31.100]   My take on AGI is that if we ever get to AGI,
[00:45:31.100 --> 00:45:33.340]   it's going to be like Scarlett Johansson and her.
[00:45:33.340 --> 00:45:34.600]   We're really boring.
[00:45:34.600 --> 00:45:35.560]   And it's just going to be out there.
[00:45:35.560 --> 00:45:38.100]   It's going to be like, goodbye, and thanks for all the GPUs.
[00:45:38.100 --> 00:45:39.260]   But I could be wrong.
[00:45:39.260 --> 00:45:40.340]   And so that's a worry.
[00:45:40.340 --> 00:45:41.880]   I'm worried about the security things,
[00:45:41.880 --> 00:45:44.220]   because there's that quote, "You've either been hacked,
[00:45:44.220 --> 00:45:45.380]   or you don't know you've been hacked."
[00:45:45.380 --> 00:45:47.780]   The bad actors probably downloaded it on a USB stick
[00:45:47.780 --> 00:45:48.980]   and have taken it out.
[00:45:48.980 --> 00:45:50.740]   We've got to self-regulate as an industry.
[00:45:50.740 --> 00:45:53.300]   We've got to put standards in, because the fear is
[00:45:53.300 --> 00:45:54.740]   going to increase.
[00:45:54.740 --> 00:45:56.420]   But then the opportunity is here as well
[00:45:56.420 --> 00:45:59.700]   to allow anyone to turn M. Adam into a stormtrooper.
[00:45:59.700 --> 00:46:01.460]   So I'm gunning to go in the next Star Wars.
[00:46:01.460 --> 00:46:04.020]   You know, the last Star Wars, Prince William and Harry
[00:46:04.020 --> 00:46:04.740]   were there?
[00:46:04.740 --> 00:46:06.540]   You can tell, because all stormtroopers are the same
[00:46:06.540 --> 00:46:07.900]   height, but they're taller.
[00:46:07.900 --> 00:46:09.620]   So I'm going to be the shorter one.
[00:46:09.620 --> 00:46:11.340]   That's my aim.
[00:46:11.340 --> 00:46:14.620]   So massive innovation, and then it had this thing.
[00:46:14.620 --> 00:46:16.220]   I stopped counting GitHub stars.
[00:46:16.220 --> 00:46:18.380]   Now you see things like GitHub stars all the time,
[00:46:18.380 --> 00:46:20.180]   because people are excited about generally,
[00:46:20.180 --> 00:46:21.500]   they build cool things.
[00:46:21.500 --> 00:46:22.780]   We're going to take this to the world,
[00:46:22.780 --> 00:46:25.260]   and then we're going to make Game of Thrones as an HK drama,
[00:46:25.260 --> 00:46:26.860]   right?
[00:46:26.860 --> 00:46:29.700]   But then I'm going to remake Game of Thrones season 8,
[00:46:29.700 --> 00:46:31.580]   and I'll be awesome.
[00:46:31.580 --> 00:46:33.980]   Because this is what it is.
[00:46:33.980 --> 00:46:36.840]   Game of Thrones season 1 to 7 was so good,
[00:46:36.840 --> 00:46:39.580]   because all of the characters had agency.
[00:46:39.580 --> 00:46:40.940]   They were agents, and the meaning
[00:46:40.940 --> 00:46:43.380]   was in the interaction between their stories.
[00:46:43.380 --> 00:46:44.740]   These things tell better stories,
[00:46:44.740 --> 00:46:47.580]   whereas the last season is just like, let's get to the ending,
[00:46:47.580 --> 00:46:49.720]   and they behaved unnaturally and weird,
[00:46:49.720 --> 00:46:52.260]   just like the original stable diffusion with arms.
[00:46:52.260 --> 00:46:55.180]   They stuck out of all sorts of places.
[00:46:55.180 --> 00:46:56.140]   But this is the thing.
[00:46:56.140 --> 00:46:59.700]   Infinite customization, infinite thing, infinite imagination.
[00:46:59.700 --> 00:47:03.100]   This is a study that was done at the University of Osaka.
[00:47:03.100 --> 00:47:04.220]   This is a bit creepy.
[00:47:04.220 --> 00:47:06.160]   So you get someone to watch these images.
[00:47:06.160 --> 00:47:09.300]   You take an fMRI, and you put it through stable diffusion,
[00:47:09.300 --> 00:47:10.900]   and you get those outputs.
[00:47:10.900 --> 00:47:13.580]   You can read minds.
[00:47:13.580 --> 00:47:15.500]   Neuralink will be open sourcing their data,
[00:47:15.500 --> 00:47:17.740]   so we'll see how monkeys see the world soon.
[00:47:17.740 --> 00:47:18.740]   But you see cool things.
[00:47:18.740 --> 00:47:20.180]   You look at earthspecies.org.
[00:47:20.180 --> 00:47:22.940]   I was whale watching with Aza on the weekend.
[00:47:22.940 --> 00:47:24.340]   He's translating whale talk.
[00:47:24.340 --> 00:47:25.880]   And again, once they hear us, they'll
[00:47:25.880 --> 00:47:27.980]   probably bugger off and never see us again.
[00:47:27.980 --> 00:47:29.500]   Humans are very annoying.
[00:47:29.500 --> 00:47:30.860]   But I think this is the thing.
[00:47:30.860 --> 00:47:32.380]   You see more and more things coming out.
[00:47:32.380 --> 00:47:34.620]   So we have our next generation of music models coming.
[00:47:34.620 --> 00:47:36.620]   We've got video, and we've got text in 3D.
