
[00:00:00.040 --> 00:00:10.640]   care
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.120 --> 01:05:50.120]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:05:50.160 --> 01:06:20.140]  ,
[01:06:20.140 --> 01:06:20.140]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:20.140 --> 01:06:20.140]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:20.140 --> 01:06:20.140]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:20.140 --> 01:06:20.140]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:20.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:06:50.160 --> 01:06:50.160]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:20.180 --> 01:07:20.180]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:20.180 --> 01:07:20.180]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:20.180 --> 01:07:20.180]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:20.180 --> 01:07:20.180]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:20.180 --> 01:07:20.180]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]   I'm going to give you an example from my experience in financial planning. I can hardly admit when they've been wrong.
[01:07:50.200 --> 01:07:50.200]  , and so the solution that you come to has to be a solution that you're happy with is that you're happy with.
[01:07:50.220 --> 01:08:00.460]   I think that if you get that way,
[01:08:00.460 --> 01:08:03.060]   if you can make that happen,
[01:08:03.060 --> 01:08:06.300]   and you can build plans and solutions that you're happy with either way,
[01:08:06.300 --> 01:08:10.000]   then you have a really stable platform to build from.
[01:08:10.000 --> 01:08:13.100]   I know this was a fairly long show.
[01:08:13.100 --> 01:08:15.360]   I hope that I struck the right tone with you.
[01:08:15.360 --> 01:08:16.700]   I hope this was helpful to you.
[01:08:16.700 --> 01:08:19.360]   I hope that I'm succeeding in conveying
[01:08:19.360 --> 01:08:20.220]   the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]   I hope that I'm succeeding in conveying the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]   I hope that I'm succeeding in conveying the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]   I hope that I'm succeeding in conveying the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]   I hope that I'm succeeding in conveying the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]   I hope that I'm succeeding in conveying the message that I want to convey to you.
[01:08:20.220 --> 01:08:20.220]  ,
[01:08:20.260 --> 01:08:50.240]  ,
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.240 --> 01:08:50.240]   and
[01:08:50.280 --> 01:09:04.480]   con
[01:09:19.220 --> 01:09:22.480]  �

