
[00:00:00.040 --> 00:00:09.540]  eleri
[00:46:07.680 --> 00:46:07.680]   and I can go to any city in the United States
[00:46:07.680 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.700 --> 00:46:37.700]   and I can go to any city in the United States
[00:46:37.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:07.720]   and I can go to any city in the United States
[00:47:07.720 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.740 --> 00:47:37.740]   and I can go to any city in the United States
[00:47:37.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:07.760]   and I can go to any city in the United States
[00:48:07.760 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.780 --> 00:48:37.780]   and I can go to any city in the United States
[00:48:37.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:07.800]   and I can go to any city in the United States
[00:49:07.800 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.820 --> 00:49:37.820]   and I can go to any city in the United States
[00:49:37.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:07.840]   and I can go to any city in the United States
[00:50:07.840 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.860 --> 00:50:37.860]   and I can go to any city in the United States
[00:50:37.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:07.880]   and I can go to any city in the United States
[00:51:07.880 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.900 --> 00:51:37.900]   and I can go to any city in the United States
[00:51:37.920 --> 00:52:07.920]   I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:07.920]   and I can go to any city in the United States
[00:52:07.920 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.940 --> 00:52:37.940]   and I can go to any city in the United States
[00:52:37.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:07.960]   and I can go to any city in the United States
[00:53:07.960 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:37.980 --> 00:53:37.980]   and I can go to any city in the United States
[00:53:38.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:08.000]   and I can go to any city in the United States
[00:54:08.000 --> 00:54:38.020]  , and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.020 --> 00:54:38.020]   and I can go to any city in the United States
[00:54:38.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:08.040]   and I can go to any city in the United States
[00:55:08.040 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.060 --> 00:55:38.060]   and I can go to any city in the United States
[00:55:38.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:08.080]   and I can go to any city in the United States
[00:56:08.080 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.100 --> 00:56:38.100]   and I can go to any city in the United States
[00:56:38.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:08.120]   and I can go to any city in the United States
[00:57:08.120 --> 00:57:38.140]   the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.140 --> 00:57:38.140]   and I can go to any city in the United States
[00:57:38.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:08.160]   and I can go to any city in the United States
[00:58:08.160 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.180 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.180 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.180 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.180 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.180 --> 00:58:38.180]   and I can go to any city in the United States
[00:58:38.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:08.200]   and I can go to any city in the United States
[00:59:08.200 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.220 --> 00:59:38.220]   and I can go to any city in the United States
[00:59:38.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:08.240]   and I can go to any city in the United States
[01:00:08.240 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.260 --> 01:00:38.260]   and I can go to any city in the United States
[01:00:38.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:08.280]   and I can go to any city in the United States
[01:01:08.280 --> 01:01:38.300]  ,
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.300 --> 01:01:38.300]   and I can go to any city in the United States
[01:01:38.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.320 --> 01:02:08.320]   and I can go to any city in the United States
[01:02:08.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.340 --> 01:02:38.340]   and I can go to any city in the United States
[01:02:38.360 --> 01:03:08.360]  ,
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:08.360]   and I can go to any city in the United States
[01:03:08.360 --> 01:03:38.380]   and I can go to any city in the United States

