
[00:00:00.040 --> 00:00:10.700]   change
[00:57:37.680 --> 00:57:41.580]   FRIENDS. AND LANGUAGE IS AN IMPERFECT WAY FOR PEOPLE TO EXPRESS THOUGHTS AND IDEAS.
[00:57:41.580 --> 00:57:41.680]   AND LANGUAGE IS AN IMPERFECT WAY FOR PEOPLE TO EXPRESS THOUGHTS AND IDEAS.
[00:57:41.680 --> 00:57:43.520]   IT'S ONE OF THE BEST THAT WE HAVE.
[00:57:43.520 --> 00:57:46.060]   WE HAVE THAT, WE HAVE ART, WE HAVE CODE.
[00:57:46.060 --> 00:57:51.340]   BUT LANGUAGE IS ALSO A MAPPING OF THE WAY YOU THINK, THE WAY YOU SEE THE WORLD, WHO YOU ARE.
[00:57:51.340 --> 00:57:58.120]   AND ONE OF THE APPLICATIONS -- I'VE RECENTLY TALKED TO A PERSON WHO'S A JUJITZO INSTRUCTOR.
[00:57:58.140 --> 00:58:24.480]  łych:--. -- WHO'S A JUJITZO INSTRUCTOR.
[00:58:24.480 --> 00:58:24.920]   AND ONE OF THEM IS A SON. -- THAT THEY CAN IMPROVE THEIR DISCIPLINE IN CLASS AND SO ON. HE OFTEN FINDS THAT HE COMES OFF A BIT OF MORE OF AN ASSHOLE THAN HE WOULD LIKE. SO HE USES GPT TO TRANSLATE HIS ORIGINAL EMAIL INTO A NICER EMAIL. A MORE POLITE ONE.
[00:58:24.920 --> 00:58:27.000]   A MORE POLITE ONE.
[00:58:27.000 --> 00:58:27.000]   We hear this all the time. A lot of creators on our services tell us that one of the most stressful things is to be able to communicate to the public, to the community.
[00:58:27.000 --> 00:58:56.880]  , and they're like, they do their thing, right? And the creators, they're excellent at what they do, and they just want to connect with their community, but then they get really stressed. They go into their DMs and they see some brand wants to do something with them, and they don't quite know how to negotiate or how to push back respectfully.
[00:58:56.880 --> 00:58:56.880]   So I think building a tool that can actually allow them to do that well is one of the things that we're doing.
[00:58:56.920 --> 00:59:03.460]  박 one simple thing that I think is just like an interesting thing that we've heard from a bunch of people that they'd be interested in.
[00:59:03.460 --> 00:59:14.760]   But going back to the broader idea, I don't know. I mean, Priscilla and I just had our third daughter.
[00:59:14.760 --> 00:59:15.220]   Congratulations, by the way.
[00:59:15.220 --> 00:59:26.760]   Thank you. And you know, it's like one of the saddest things in the world is seeing your baby cry, right? But it's like, why is that?
[00:59:26.760 --> 00:59:26.760]   It's like, well, because baby crying is a bad thing, right?
[00:59:26.760 --> 00:59:26.760]   You know, it's like, why is that?
[00:59:26.760 --> 00:59:26.760]   Well, because baby crying is a bad thing, right? Well, because baby crying is a bad thing, right?
[00:59:26.760 --> 00:59:26.760]   It's like, why is that?
[00:59:26.760 --> 00:59:26.760]   Well, because baby crying is a bad thing, right?
[00:59:26.760 --> 00:59:26.760]   It's like, why is that?
[00:59:26.760 --> 00:59:26.760]   Well, because baby crying is a bad thing, right?
[00:59:26.800 --> 00:59:56.680]  , because baby crying is a bad thing, right?
[00:59:56.680 --> 00:59:56.720]   Well, because baby crying is a bad thing, right?
[00:59:56.720 --> 00:59:56.760]   Well, because baby crying is a bad thing, right?
[00:59:56.760 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.780 --> 00:59:56.780]   Well, because baby crying is a bad thing, right?
[00:59:56.820 --> 01:00:07.340]   Orchestra
[01:00:07.340 --> 01:00:11.840]   v when,,,
[01:00:11.840 --> 01:00:25.420]   Te I now make the bible kept the comp's'd
[01:00:25.920 --> 01:00:55.020]  berger: You can allocate those cognitive capabilities to like deeper, more nuanced thought. But it's changed. So with, with, just like with Google search, the, the additional language models, large language models, you basically don't have to remember nearly as much. Just like with, with Google search. And I think that's a good thing to do.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.020 --> 01:00:55.020]   The, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:00:55.180 --> 01:01:24.180]   the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.180 --> 01:01:24.220]   the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.220 --> 01:01:24.260]   the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.260 --> 01:01:24.500]   the, the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.500 --> 01:01:24.540]   the, the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.540 --> 01:01:24.580]   the, the, the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.580 --> 01:01:24.620]   the, the, the, the, the additional language models, large language models, you basically don't have to remember nearly as much.
[01:01:24.660 --> 01:01:34.860]   G
[01:01:34.860 --> 01:01:36.080]   play, between,
[01:01:51.600 --> 01:02:18.540]   and play.
[01:02:18.540 --> 01:02:18.540]   and play.
[01:02:18.540 --> 01:02:18.540]   I mean,
[01:02:18.540 --> 01:02:18.600]   I mean,
[01:02:18.600 --> 01:02:18.680]   there's,
[01:02:18.680 --> 01:02:18.760]   of course,
[01:02:18.880 --> 01:02:24.760]   за
[01:02:24.760 --> 01:02:47.500]   a trabaj
[01:03:16.400 --> 01:03:16.400]   the
[01:03:45.180 --> 01:03:45.180]   I
[01:03:45.180 --> 01:03:45.180]   I I
[01:03:45.180 --> 01:03:45.180]  ертвs. I think that's some of the concerns of bots being present on social networks. More and more human like bots that are not necessarily trying to do a good thing or they might be explicitly trying to do a bad thing like phishing scams. Like social engineering all that kind of stuff. Which has always been a very difficult problem for social networks but now it's becoming almost a more and more difficult problem. Well there's a few different parts of this. So what's the most difficult part of this?
[01:04:14.000 --> 01:04:24.300]   at
[01:04:24.300 --> 01:04:42.900]   detect negative at de say find
[01:04:44.020 --> 01:04:51.180]   Natur
[01:04:51.180 --> 01:04:55.740]   我們
[01:06:39.900 --> 01:06:39.900]   I'm quite optimistic that we're going to be able to keep on pushing against the kind of normal categories of harm that you've been able to do. And I do think that as long as we can keep on putting more compute power against it, and if we're kind of one of the leaders in developing some of these AI models, I'm quite optimistic that we're going to be able to keep on pushing against the kind of normal categories of harm that you've been able to do.
[01:07:08.880 --> 01:07:08.880]   Yeah, I mean we have sort of this funny name for it, but we call it coordinated inauthentic behavior. Yeah, it's kind of incredible how a small collection of folks can create narratives.
[01:07:08.880 --> 01:07:08.880]   Yeah, I mean we have sort of this funny name for it, but we call it coordinated inauthentic behavior. Yeah, it's kind of incredible how a small collection of folks can create narratives.
[01:07:08.880 --> 01:07:08.880]   Yeah, I mean we have sort of this funny name for it, but we call it coordinated inauthentic behavior. Yeah, it's kind of incredible how a small collection of folks can create narratives.
[01:07:08.880 --> 01:07:08.880]   Yeah, I mean we have sort of this funny name for it, but we call it coordinated inauthentic behavior. Yeah, it's kind of incredible how a small collection of folks can create narratives.
[01:07:08.880 --> 01:07:37.860]  , create stories, especially if they're viral, especially if they have an element that can catalyze the virality of the narrative.
[01:07:37.860 --> 01:07:38.860]   Yeah, I think there the question is you have to be very specific about what is bad about it, because I think a set of people coming together or organically bouncing ideas off each other and a narrative comes out of that is not necessarily a bad thing,
[01:07:38.860 --> 01:07:38.900]   but I think that's kind of interesting.
[01:07:38.920 --> 01:07:46.300]   if it's kind of authentic and organic, that's like a lot of what happens and how culture gets created and how art gets created and a lot of good stuff.
[01:07:46.300 --> 01:07:51.120]   So that's why we've kind of focused on this sense of coordinated inauthentic behavior.
[01:07:51.120 --> 01:07:57.080]   So it's like if you have a network of, you know, whether it's bots, some people masquerading as different accounts,
[01:07:57.080 --> 01:08:08.500]   but you have kind of someone pulling the strings behind it and trying to kind of act as if this is a more organic set of behavior,
[01:08:08.500 --> 01:08:08.920]   but really, you know, it's kind of like a network of, you know, whether it's bots, some people masquerading as different accounts,
[01:08:08.920 --> 01:08:08.920]   but really, you know, it's kind of someone pulling the strings behind it and trying to kind of act as if this is a more organic set of behavior,
[01:08:08.920 --> 01:08:38.940]  , but really, you know, it's kind of like a network of, you know, it's kind of like a network of, you know, it's kind of like a network of, you know,
[01:08:38.940 --> 01:08:38.940]   and I think that's kind of what we're trying to do.
[01:08:38.940 --> 01:08:38.940]   And I think that's kind of what we're trying to do.
[01:08:38.940 --> 01:08:38.940]   And I think that's kind of what we're trying to do.
[01:08:38.940 --> 01:08:38.940]   And I think that's kind of what we're trying to do.
[01:08:38.940 --> 01:08:38.940]   And I think that's kind of what we're trying to do.
[01:08:38.940 --> 01:08:38.940]   And I think that's kind of what we're trying to do.
[01:08:38.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:08.960]   I think that's kind of what we're trying to do.
[01:09:08.960 --> 01:09:38.980]  ,
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:38.980 --> 01:09:38.980]   I think that's kind of what we're trying to do.
[01:09:39.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.000 --> 01:10:09.000]   I think that's kind of what we're trying to do.
[01:10:09.040 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.020 --> 01:10:39.020]   I think that's kind of what we're trying to do.
[01:10:39.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:09.040]   I think that's kind of what we're trying to do.
[01:11:09.040 --> 01:11:39.060]  ,
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.060 --> 01:11:39.060]   I think that's kind of what we're trying to do.
[01:11:39.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:09.080]   I think that's kind of what we're trying to do.
[01:12:09.080 --> 01:12:39.100]  ,
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.100 --> 01:12:39.100]   I think that's kind of what we're trying to do.
[01:12:39.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:09.120]   I think that's kind of what we're trying to do.
[01:13:09.120 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.140 --> 01:13:39.140]   I think that's kind of what we're trying to do.
[01:13:39.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:09.160]   I think that's kind of what we're trying to do.
[01:14:09.160 --> 01:14:39.180]  ,
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.180 --> 01:14:39.180]   I think that's kind of what we're trying to do.
[01:14:39.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:09.200]   I think that's kind of what we're trying to do.
[01:15:09.200 --> 01:15:39.220]  ,
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.220 --> 01:15:39.220]   I think that's kind of what we're trying to do.
[01:15:39.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:09.240]   I think that's kind of what we're trying to do.
[01:16:09.240 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.260 --> 01:16:39.260]   I think that's kind of what we're trying to do.
[01:16:39.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.280 --> 01:17:09.280]   I think that's kind of what we're trying to do.
[01:17:09.320 --> 01:17:39.300]  ,
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.300 --> 01:17:39.300]   I think that's kind of what we're trying to do.
[01:17:39.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.320 --> 01:18:09.320]   I think that's kind of what we're trying to do.
[01:18:09.360 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.340 --> 01:18:39.340]   I think that's kind of what we're trying to do.
[01:18:39.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.360 --> 01:19:09.360]   I think that's kind of what we're trying to do.
[01:19:09.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.380 --> 01:19:39.380]   I think that's kind of what we're trying to do.
[01:19:39.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
