
[00:00:00.040 --> 00:00:09.560]  érêt
[00:32:50.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.300 --> 00:33:20.300]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:20.340 --> 00:33:50.320]  ,
[00:33:50.320 --> 00:33:50.320]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:50.320 --> 00:33:50.320]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:50.320 --> 00:33:50.320]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:50.320 --> 00:33:50.320]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:50.320 --> 00:33:50.320]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:33:50.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.340 --> 00:34:20.340]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:20.380 --> 00:34:50.360]  ,
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.360 --> 00:34:50.360]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:34:50.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.380 --> 00:35:20.380]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:20.420 --> 00:35:50.400]  ,
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life now while building a personal finance a show dedicated to provide the financial system
[00:35:50.400 --> 00:35:50.400]   I'm a rich life insurance a show dedicated to provide the financial system a show dedicated to provide the financial system
[00:35:50.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.420 --> 00:36:20.420]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:20.460 --> 00:36:50.440]  ,
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.440 --> 00:36:50.440]   I'm a rich life insurance a show dedicated to provide the financial system
[00:36:50.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.460 --> 00:37:20.460]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:20.500 --> 00:37:50.480]  ,
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.480 --> 00:37:50.480]   I'm a rich life insurance a show dedicated to provide the financial system
[00:37:50.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:20.500]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:20.500 --> 00:38:50.520]  ,
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.520 --> 00:38:50.520]   I'm a rich life insurance a show dedicated to provide the financial system
[00:38:50.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.540 --> 00:39:20.540]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:20.580 --> 00:39:50.560]  ,
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.560 --> 00:39:50.560]   I'm a rich life insurance a show dedicated to provide the financial system
[00:39:50.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.580 --> 00:40:20.580]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:20.620 --> 00:40:50.600]  ,
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.600 --> 00:40:50.600]   I'm a rich life insurance a show dedicated to provide the financial system
[00:40:50.620 --> 00:41:20.620]   show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.620 --> 00:41:20.620]   I'm a rich life insurance a show dedicated to provide the financial system
[00:41:20.640 --> 00:41:42.680]   I'm a rich life insurance a show dedicated to provide the financial system so we're gonna see with a bonus
[00:41:42.680 --> 00:41:42.680]   so we're gonna see with a bonus
[00:41:42.680 --> 00:41:50.640]   so we're gonna see with a bonus probably like 58 59,000 all right and what do you see happening in the next few years with your income and with your career yeah so career could take me kind of anywhere in the country so definitely need to be available to move and I think having some cash on hand that's definitely a consideration as to why I've been saving this money
[00:41:50.640 --> 00:41:50.640]   so we're gonna see with a bonus probably like 58 59,000 all right and what do you see happening in the next few years with your income and with your career yeah so career could take me kind of anywhere in the country so definitely need to be available to move and I think having some cash on hand that's definitely a consideration as to why I've been saving this money
[00:41:50.640 --> 00:41:50.640]  ,
[00:41:50.660 --> 00:42:20.660]   how high that income can go? I don't know exactly I think that's that's a good question I don't know exactly where it can go okay when you look at the so you're out of debt you've been living with your family to save money how much savings have you been able to accumulate at this point so this year alone by the end of December by the end of 2018
[00:42:20.660 --> 00:42:20.660]   that's the good question I don't know exactly where it can go okay when you look at the so you're out of debt you've been living with your family to save money how much savings have you been able to accumulate at this point so this year alone by the end of December by the end of 2018
[00:42:20.660 --> 00:42:20.660]   the end of 2018
[00:42:20.660 --> 00:42:20.660]   and then you're out of debt you've been living with your family to save money how much savings have you been able to accumulate at this point so this year alone by the end of 2018
[00:42:20.660 --> 00:42:20.660]   so this year alone by the end of December by the end of 2018
[00:42:20.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.680 --> 00:42:50.680]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:42:50.720 --> 00:43:20.700]  ,
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.700 --> 00:43:20.700]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:20.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.720 --> 00:43:50.720]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:43:50.760 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.740 --> 00:44:20.740]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:20.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.760 --> 00:44:50.760]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:44:50.800 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.780 --> 00:45:20.780]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:20.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.800 --> 00:45:50.800]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:45:50.840 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.820 --> 00:46:20.820]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:20.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.840 --> 00:46:50.840]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:46:50.880 --> 00:47:20.860]  ,
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.860 --> 00:47:20.860]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:20.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.880 --> 00:47:50.880]   I didn't want to sell HR and financial management software wasn't passionate about that
[00:47:50.920 --> 00:48:20.900]  ,
[00:48:20.900 --> 00:48:20.900]   I didn't want to sell HR and financial management software wasn't passionate about that
