
[00:00:00.000 --> 00:00:01.000]   Hey, everyone.
[00:32:10.020 --> 00:32:11.680]   to do that specific task.
[00:32:11.680 --> 00:32:16.680]   - How do you monitor the ongoing performance of your models?
[00:32:16.680 --> 00:32:18.680]   Not to get too LLM-opsy,
[00:32:18.680 --> 00:32:22.480]   but you are one of the larger,
[00:32:22.480 --> 00:32:25.280]   more well-known operations doing NLP at scale.
[00:32:25.280 --> 00:32:29.100]   I guess, effectively, you have to monitor these things,
[00:32:29.100 --> 00:32:31.920]   and nobody has a good answer that I can talk to.
[00:32:31.920 --> 00:32:33.760]   - Yeah, I don't think we have a good answer yet.
[00:32:33.760 --> 00:32:35.080]   (all laughing)
[00:32:35.080 --> 00:32:36.800]   I think the answers are actually a little bit clearer
[00:32:36.800 --> 00:32:40.240]   on the just kind of basic robustness side,
[00:32:40.240 --> 00:32:42.840]   so I think where you can import ideas
[00:32:42.840 --> 00:32:45.720]   from normal software engineering
[00:32:45.720 --> 00:32:47.640]   and normal kind of DevOps.
[00:32:47.640 --> 00:32:49.160]   You're like, well, you need to monitor
[00:32:49.160 --> 00:32:52.000]   kind of latencies and response times and uptime and whatnot.
[00:32:52.000 --> 00:32:53.120]   - I think when we say performance,
[00:32:53.120 --> 00:32:54.920]   it's more about hallucination rate.
[00:32:54.920 --> 00:32:57.040]   - And then things like hallucination rate
[00:32:57.040 --> 00:32:59.880]   where I think there the really important thing
[00:32:59.880 --> 00:33:02.360]   is training time.
[00:33:02.360 --> 00:33:07.360]   So we care a lot about having our own internal benchmarks
[00:33:07.680 --> 00:33:11.920]   for model development that reflect the distribution
[00:33:11.920 --> 00:33:15.480]   of user queries so that we can know ahead of time
[00:33:15.480 --> 00:33:17.460]   how well is the model gonna perform
[00:33:17.460 --> 00:33:18.600]   on different types of tasks,
[00:33:18.600 --> 00:33:21.800]   so the tasks being summarization, question answering,
[00:33:21.800 --> 00:33:23.800]   given a paper, ranking.
[00:33:23.800 --> 00:33:25.400]   And for each of those, we wanna know
[00:33:25.400 --> 00:33:28.360]   what's the distribution of things the model is gonna see
[00:33:28.360 --> 00:33:32.560]   so that we can have well-calibrated predictions
[00:33:32.560 --> 00:33:34.640]   on how well the model's gonna do in production.
[00:33:34.640 --> 00:33:36.160]   And I think, yeah, there's some chance
[00:33:36.160 --> 00:33:38.520]   that there's distribution shift and actually the things
[00:33:38.520 --> 00:33:40.680]   users enter are gonna be different,
[00:33:40.680 --> 00:33:42.560]   but I think that's much less important
[00:33:42.560 --> 00:33:44.520]   than getting the kind of training right
[00:33:44.520 --> 00:33:46.560]   and having very high-quality,
[00:33:46.560 --> 00:33:49.000]   well-vetted data sets at training time.
[00:33:49.000 --> 00:33:51.260]   - I think we also end up effectively monitoring
[00:33:51.260 --> 00:33:53.500]   by trying to evaluate new models as they come out.
[00:33:53.500 --> 00:33:56.380]   And so that kind of prompts us to go through
[00:33:56.380 --> 00:33:58.080]   our eval suite every couple of months.
[00:33:58.080 --> 00:34:01.080]   And then, yeah, and so every time a new model comes out,
[00:34:01.080 --> 00:34:03.240]   we have to see like, okay, which one is,
[00:34:03.240 --> 00:34:04.920]   how is this performing relative to production
[00:34:04.920 --> 00:34:06.440]   and what we currently have?
[00:34:06.440 --> 00:34:08.800]   - Yeah, I mean, since we're on this topic,
[00:34:08.800 --> 00:34:11.280]   any new models have really caught your eye this year?
[00:34:11.280 --> 00:34:12.120]   Like, Cloud came out with a bunch.
[00:34:12.120 --> 00:34:13.680]   - Cloud, yeah, I think Cloud is pretty,
[00:34:13.680 --> 00:34:15.720]   I think the team's pretty excited about Cloud.
[00:34:15.720 --> 00:34:18.920]   - Yeah, specifically, I think Cloud Haiku
[00:34:18.920 --> 00:34:22.600]   is like a good point on the kind of Pareto frontier.
[00:34:22.600 --> 00:34:24.840]   So I think it's like, it's not the,
[00:34:24.840 --> 00:34:26.160]   it's neither the cheapest model,
[00:34:26.160 --> 00:34:30.680]   nor is it the most accurate, most high-quality model,
[00:34:30.680 --> 00:34:32.400]   but it's just like a really good trade-off
[00:34:32.400 --> 00:34:34.800]   between cost and accuracy.
[00:34:34.800 --> 00:34:37.920]   You apparently have to 10-shot it to make it good.
[00:34:37.920 --> 00:34:40.080]   I tried using Haiku for summarization,
[00:34:40.080 --> 00:34:42.800]   but zero-shot was not great.
[00:34:42.800 --> 00:34:45.240]   And yeah, then they were like, you know,
[00:34:45.240 --> 00:34:47.440]   it's a skill issue, you have to try harder.
[00:34:47.440 --> 00:34:48.280]   - Interesting.
[00:34:48.280 --> 00:34:51.760]   - Yeah, we also used, I think, GPT-4 unlocked process.
[00:34:51.760 --> 00:34:53.320]   - Turbo?
[00:34:53.320 --> 00:34:58.160]   - Yeah, yeah, they get unlocked tables for us,
[00:34:58.160 --> 00:35:00.200]   processing data from tables, which was huge.
[00:35:00.200 --> 00:35:01.040]   - GPT-4 Vision.
[00:35:01.040 --> 00:35:02.040]   - Yeah.
[00:35:02.040 --> 00:35:03.360]   - Yeah, did you try like Fuyu?
[00:35:03.360 --> 00:35:06.400]   I guess you can't try Fuyu, 'cause it's non-commercial.
[00:35:06.400 --> 00:35:07.600]   That's the adept model.
[00:35:07.600 --> 00:35:08.640]   - Yeah, we haven't tried that one.
[00:35:08.640 --> 00:35:09.560]   - Yeah, yeah, yeah.
[00:35:09.560 --> 00:35:11.240]   But Cloud is multimodal as well.
[00:35:11.240 --> 00:35:12.080]   - Yeah.
[00:35:12.080 --> 00:35:13.880]   - I think the interesting insight that we got
[00:35:13.880 --> 00:35:16.560]   from talking to David Luan, who is CEO of Adept,
[00:35:16.560 --> 00:35:20.120]   was that multimodality has effectively
[00:35:20.120 --> 00:35:20.960]   two different flavors.
[00:35:20.960 --> 00:35:24.220]   Like one is the, we recognize images from a camera
[00:35:24.220 --> 00:35:26.280]   in the outside natural world.
[00:35:26.280 --> 00:35:28.980]   And actually, the more important multimodality
[00:35:28.980 --> 00:35:31.200]   for knowledge work is screenshots.
[00:35:31.200 --> 00:35:34.240]   And, you know, PDFs and charts and graphs.
[00:35:34.240 --> 00:35:35.760]   - Yeah, yeah, mm-hmm.
[00:35:35.760 --> 00:35:38.240]   - So we need a new term for that kind of multimodality.
[00:35:38.240 --> 00:35:39.080]   - Yeah.
[00:35:39.080 --> 00:35:40.680]   - But is the claim that current models
[00:35:40.680 --> 00:35:42.440]   are good at one or the other?
[00:35:42.440 --> 00:35:44.200]   - No, they're over-indexed, 'cause of the history
[00:35:44.200 --> 00:35:46.760]   of computer vision is CoCo, right?
[00:35:46.760 --> 00:35:49.240]   So now we're like, oh, actually, you know,
[00:35:49.240 --> 00:35:50.640]   screens are more important.
[00:35:50.640 --> 00:35:52.120]   - Yeah, processing weird handwriting and stuff.
[00:35:52.120 --> 00:35:54.120]   - OCR, yeah, handwriting, yeah.
[00:35:54.120 --> 00:35:57.840]   You mentioned a lot of like closed model lab stuff,
[00:35:57.840 --> 00:36:00.720]   and then you also have like this open source model
[00:36:00.720 --> 00:36:01.560]   fine-tuning stuff.
[00:36:01.560 --> 00:36:04.200]   Like what is your workload now between closed and open?
[00:36:04.200 --> 00:36:05.040]   - It's a good question.
[00:36:05.040 --> 00:36:05.880]   - Is it half and half?
[00:36:05.880 --> 00:36:07.360]   - I think it's--
[00:36:07.360 --> 00:36:08.740]   - Is that even a relevant question,
[00:36:08.740 --> 00:36:10.760]   or is this a nonsensical question?
[00:36:10.760 --> 00:36:12.600]   - It depends a little bit on like how you index,
[00:36:12.600 --> 00:36:14.540]   whether you index by like computer cost
[00:36:14.540 --> 00:36:15.960]   or number of queries.
[00:36:15.960 --> 00:36:18.520]   I'd say like in terms of number of queries,
[00:36:18.520 --> 00:36:19.440]   it's maybe similar.
[00:36:19.440 --> 00:36:21.360]   In terms of like cost and compute,
[00:36:21.360 --> 00:36:24.800]   I think the closed models make up more of the budget,
[00:36:24.800 --> 00:36:28.320]   since the main cases where you want to use closed models
[00:36:28.320 --> 00:36:31.820]   are cases where they're just smarter,
[00:36:31.820 --> 00:36:36.240]   where no existing open source models are quite smart enough.
[00:36:36.240 --> 00:36:38.520]   - We have a lot of interesting technical questions
[00:36:38.520 --> 00:36:42.680]   to go in, but just to wrap the kind of like UX evolution,
[00:36:42.680 --> 00:36:44.320]   now you have the notebooks.
[00:36:44.320 --> 00:36:46.720]   We talked a lot about how chatbots
[00:36:46.720 --> 00:36:50.020]   are not the final frontier, you know?
[00:36:50.020 --> 00:36:52.560]   How did you decide to get into notebooks,
[00:36:52.560 --> 00:36:55.160]   which is a very iterative, kind of like interactive
[00:36:55.160 --> 00:36:57.720]   interface, and yeah, maybe learnings from that?
[00:36:57.720 --> 00:37:00.000]   - Yeah, this is actually our fourth time
[00:37:00.000 --> 00:37:01.840]   trying to make this work.
[00:37:01.840 --> 00:37:06.160]   I think the first time was probably in early 2021.
[00:37:06.160 --> 00:37:07.480]   At the time we built something,
[00:37:07.480 --> 00:37:09.600]   I think because we've always been obsessed
[00:37:09.600 --> 00:37:13.200]   with this idea of task decomposition and like branching,
[00:37:13.200 --> 00:37:17.200]   we always wanted a way, a tool that could be kind of
[00:37:17.200 --> 00:37:19.600]   unbounded where you could keep going,
[00:37:19.600 --> 00:37:20.780]   where you could do a lot of branching,
[00:37:20.780 --> 00:37:23.980]   where you could kind of apply language model operations
[00:37:23.980 --> 00:37:26.080]   or computations on other tasks.
[00:37:26.080 --> 00:37:28.840]   So in 2021, we had this thing called composite tasks
[00:37:28.840 --> 00:37:31.180]   where you could use GPT-3 to brainstorm
[00:37:31.180 --> 00:37:32.560]   a bunch of research questions,
[00:37:32.560 --> 00:37:34.240]   and then take each research question
[00:37:34.240 --> 00:37:37.320]   and decompose those further into sub questions.
[00:37:37.320 --> 00:37:40.200]   And this kind of, again, that like task decomposition
[00:37:40.200 --> 00:37:43.440]   tree type thing was always very exciting to us,
[00:37:43.440 --> 00:37:44.600]   but that was like, it didn't work
[00:37:44.600 --> 00:37:46.840]   and it was kind of overwhelming.
[00:37:46.840 --> 00:37:50.080]   Then at the end of '22, I think we tried again.
[00:37:50.080 --> 00:37:51.280]   And at that point we were thinking,
[00:37:51.280 --> 00:37:53.720]   okay, we've done a lot with this literature review thing.
[00:37:53.720 --> 00:37:56.360]   We also want to start helping with kind of adjacent domains
[00:37:56.360 --> 00:37:57.480]   and different workflows.
[00:37:57.480 --> 00:37:59.500]   Like we want to help more with machine learning.
[00:37:59.500 --> 00:38:00.640]   What does that look like?
[00:38:00.640 --> 00:38:02.560]   And as we were thinking about it, we're like, well,
[00:38:02.560 --> 00:38:04.280]   there are so many research workflows.
[00:38:04.280 --> 00:38:07.760]   Like how do we not just build kind of three new workflows
[00:38:07.760 --> 00:38:10.200]   into Elicit, but make Elicit really generic
[00:38:10.200 --> 00:38:11.120]   to lots of workflows?
[00:38:11.120 --> 00:38:13.640]   What is like a generic composable system
[00:38:13.640 --> 00:38:16.060]   with nice abstractions that can like scale
[00:38:16.060 --> 00:38:17.640]   to all these workflows?
[00:38:17.640 --> 00:38:19.320]   So we like iterated on that a bunch
[00:38:19.320 --> 00:38:22.440]   and then didn't quite narrow the problem space enough
[00:38:22.440 --> 00:38:25.200]   or like quite get to what we wanted.
[00:38:25.200 --> 00:38:28.600]   And then I think it was at the beginning of 2023,
[00:38:28.600 --> 00:38:30.440]   where we're like, wow, computational notebooks
[00:38:30.440 --> 00:38:34.040]   kind of enable this, where they have a lot of flexibility,
[00:38:34.040 --> 00:38:35.720]   but kind of robust primitives,
[00:38:35.720 --> 00:38:38.320]   such that you can extend the workflow.
[00:38:38.320 --> 00:38:39.580]   And it's not limited.
[00:38:39.580 --> 00:38:41.260]   It's not like you ask a query, you get an answer,
[00:38:41.260 --> 00:38:42.100]   you're done.
[00:38:42.100 --> 00:38:44.600]   You can just constantly keep building on top of that.
[00:38:44.600 --> 00:38:47.240]   And each little step seems like a really good
[00:38:47.240 --> 00:38:50.240]   kind of unit of work for the language model.
[00:38:50.240 --> 00:38:52.960]   So that's, and also there was just like really helpful
[00:38:52.960 --> 00:38:57.960]   to have a bit more kind of pre-existing work to emulate.
[00:38:57.960 --> 00:39:00.480]   So that was, yeah, that's kind of how we ended up
[00:39:00.480 --> 00:39:03.000]   at computational notebooks for Elicit.
[00:39:03.000 --> 00:39:05.600]   - Maybe one thing that's worth making explicit
[00:39:05.600 --> 00:39:08.120]   is the difference between computational notebooks and chat,
[00:39:08.120 --> 00:39:10.040]   because on the surface, they seem pretty similar.
[00:39:10.040 --> 00:39:11.560]   It's kind of this iterative interaction
[00:39:11.560 --> 00:39:15.640]   where you add stuff and it's almost like in both cases,
[00:39:15.640 --> 00:39:17.560]   you have a back and forth between you enter stuff
[00:39:17.560 --> 00:39:20.140]   and then you get some output and then you enter stuff.
[00:39:20.140 --> 00:39:23.240]   But the important difference in our minds is
[00:39:23.240 --> 00:39:26.160]   with notebooks, you can define a process.
[00:39:26.160 --> 00:39:28.920]   So in data science, you can be like,
[00:39:28.920 --> 00:39:31.520]   here's like my data analysis process that takes in a CSV
[00:39:31.520 --> 00:39:32.720]   and then does some extraction
[00:39:32.720 --> 00:39:34.960]   and then generates a figure at the end.
[00:39:34.960 --> 00:39:37.680]   And you can prototype it using a small CSV
[00:39:37.680 --> 00:39:40.560]   and then you can run it over a much larger CSV later.
[00:39:40.560 --> 00:39:43.920]   And similarly, the vision for notebooks in our case
[00:39:43.920 --> 00:39:47.060]   is to not make it this like one-off chat interaction,
[00:39:47.060 --> 00:39:50.400]   but to allow you to then say kind of,
[00:39:50.400 --> 00:39:52.680]   if you start and first you're like,
[00:39:52.680 --> 00:39:54.440]   okay, let me just analyze a few papers
[00:39:54.440 --> 00:39:57.560]   and see do I get to the correct like conclusions
[00:39:57.560 --> 00:39:59.160]   for those few papers?
[00:39:59.160 --> 00:40:00.640]   Can I then later go back and say,
[00:40:00.640 --> 00:40:04.440]   now let me run this over 10,000 papers
[00:40:04.440 --> 00:40:07.560]   now that I've debugged the process using a few papers?
[00:40:07.560 --> 00:40:10.200]   And that's an interaction that doesn't fit quite as well
[00:40:10.200 --> 00:40:11.320]   into the chat framework,
[00:40:11.320 --> 00:40:13.400]   because that's more for kind of quick
[00:40:13.400 --> 00:40:15.560]   back and forth interaction.
[00:40:15.560 --> 00:40:19.020]   - Do you think in notebooks as kind of like structure,
[00:40:19.020 --> 00:40:22.060]   editable chain of thought, basically step by step,
[00:40:22.060 --> 00:40:24.500]   like is that kind of where you see this going
[00:40:24.500 --> 00:40:28.180]   and then are people gonna reuse notebooks as like templates
[00:40:28.180 --> 00:40:29.700]   and maybe in traditional notebooks,
[00:40:29.700 --> 00:40:30.780]   it's like cookbooks, right?
[00:40:30.780 --> 00:40:33.220]   You share a cookbook, you can start from there.
[00:40:33.220 --> 00:40:35.180]   Is that similar in Elizit?
[00:40:35.180 --> 00:40:36.500]   - Yeah, that's exactly right.
[00:40:36.500 --> 00:40:39.060]   So that's our hope that people will build templates,
[00:40:39.060 --> 00:40:40.760]   share them with other people.
[00:40:40.760 --> 00:40:43.780]   I think chain of thought is maybe still like kind of
[00:40:43.780 --> 00:40:46.780]   one level lower on the abstraction hierarchy
[00:40:46.780 --> 00:40:48.460]   than we would think of notebooks.
[00:40:48.460 --> 00:40:50.060]   I think we'll probably want to think about
[00:40:50.060 --> 00:40:52.660]   more semantic pieces like a building block
[00:40:52.660 --> 00:40:56.480]   is more like a paper search or an extraction
[00:40:56.480 --> 00:40:59.660]   or a list of concepts.
[00:40:59.660 --> 00:41:03.420]   And then the models detailed reasoning
[00:41:03.420 --> 00:41:05.380]   will probably often be one level down.
[00:41:05.380 --> 00:41:06.740]   You always want to be able to see it,
[00:41:06.740 --> 00:41:09.500]   but you don't always want it to be front and center.
[00:41:09.500 --> 00:41:11.540]   - Yeah, what's the difference between a notebook
[00:41:11.540 --> 00:41:12.420]   and an agent?
[00:41:12.420 --> 00:41:14.460]   Since everybody always asks me, what's an agent?
[00:41:14.460 --> 00:41:17.020]   Like, how do you think about where the line is?
[00:41:17.020 --> 00:41:18.220]   - In the notebook world,
[00:41:18.220 --> 00:41:21.380]   I would generally think of the human as the agent
[00:41:21.380 --> 00:41:22.260]   in the first iteration.
[00:41:22.260 --> 00:41:24.460]   So you have the notebook and the human kind of adds
[00:41:24.460 --> 00:41:25.780]   little action steps.
[00:41:25.780 --> 00:41:30.780]   And then the next point on this kind of progress gradient is,
[00:41:30.780 --> 00:41:33.060]   okay, now you can use language models to predict
[00:41:33.060 --> 00:41:35.020]   which action would you take as a human.
[00:41:35.020 --> 00:41:35.840]   And at some point,
[00:41:35.840 --> 00:41:36.900]   you're probably gonna be very good at this.
[00:41:36.900 --> 00:41:38.020]   You'll be like, okay, I can like,
[00:41:38.020 --> 00:41:41.460]   in some cases I can with 100%, 99.9% accuracy
[00:41:41.460 --> 00:41:42.700]   predict what you do.
[00:41:42.700 --> 00:41:44.260]   And then you might as well just execute it.
[00:41:44.260 --> 00:41:46.060]   Like, why wait for the human?
[00:41:46.060 --> 00:41:48.260]   And eventually, as you get better at this,
[00:41:48.260 --> 00:41:52.420]   that will just look more and more like agents taking actions
[00:41:52.420 --> 00:41:54.440]   as opposed to you doing the thing.
[00:41:54.440 --> 00:41:59.580]   And I think templates are a specific case of this
[00:41:59.580 --> 00:42:00.420]   where you're like, okay, well,
[00:42:00.420 --> 00:42:02.820]   there's just particular sequences of actions
[00:42:02.820 --> 00:42:06.500]   that you often wanna chunk and have available as primitives,
[00:42:06.500 --> 00:42:08.220]   just like in normal programming.
[00:42:08.220 --> 00:42:11.980]   And those are, you can view them as action sequences
[00:42:11.980 --> 00:42:14.140]   of agents or you can view them as more
[00:42:14.140 --> 00:42:17.540]   like the normal programming language abstraction thing.
[00:42:17.540 --> 00:42:20.840]   And I think those are two valid views.
[00:42:20.840 --> 00:42:22.980]   - Yeah, how do you see this changes?
[00:42:22.980 --> 00:42:24.300]   Like you said, the models get better
[00:42:24.300 --> 00:42:27.660]   and you need less and less human actual interfacing
[00:42:27.660 --> 00:42:29.220]   with the model, you just get the results.
[00:42:29.220 --> 00:42:33.360]   Like how does the UX and the way people perceive it change?
[00:42:34.820 --> 00:42:38.320]   - Yeah, I think this kind of interaction paradigms
[00:42:38.320 --> 00:42:40.060]   for evaluation is not really something
[00:42:40.060 --> 00:42:41.420]   the internet has encountered yet,
[00:42:41.420 --> 00:42:42.560]   because right now, up to now,
[00:42:42.560 --> 00:42:45.020]   the internet has all been about like getting data
[00:42:45.020 --> 00:42:46.680]   and work from people.
[00:42:46.680 --> 00:42:51.700]   But so increasingly, yeah, I really want kind of evaluation
[00:42:51.700 --> 00:42:53.460]   both from an interface perspective
[00:42:53.460 --> 00:42:55.340]   and from like a technical perspective
[00:42:55.340 --> 00:42:57.180]   and operation perspective to be a power,
[00:42:57.180 --> 00:42:59.180]   superpower for Elicit, 'cause I think over time,
[00:42:59.180 --> 00:43:01.000]   models will do more and more of the work
[00:43:01.000 --> 00:43:03.980]   and people will have to do more and more of the evaluation.
[00:43:03.980 --> 00:43:06.140]   So I think, yeah, in terms of the interface,
[00:43:06.140 --> 00:43:08.380]   some of the things we have today are,
[00:43:08.380 --> 00:43:10.140]   for every kind of language model generation,
[00:43:10.140 --> 00:43:13.020]   there's some citation back and we kind of directly,
[00:43:13.020 --> 00:43:16.940]   we try to highlight the ground truth in the paper
[00:43:16.940 --> 00:43:19.260]   that is most relevant to whatever Elicit said
[00:43:19.260 --> 00:43:21.020]   and make it super easy so that you can click on it
[00:43:21.020 --> 00:43:24.180]   and quickly see in context and validate
[00:43:24.180 --> 00:43:25.740]   whether the text actually supports
[00:43:25.740 --> 00:43:27.300]   the answer that Elicit gave.
[00:43:27.300 --> 00:43:30.420]   So I think we'd probably want to scale things up like that,
[00:43:30.420 --> 00:43:32.780]   like the ability to kind of spot check
[00:43:32.780 --> 00:43:34.300]   the model's work super quickly,
[00:43:34.300 --> 00:43:37.100]   scale up interfaces like that and--
[00:43:37.100 --> 00:43:39.140]   - Who would spot check, the user?
[00:43:39.140 --> 00:43:41.220]   - Yeah, to start it would be the user.
[00:43:41.220 --> 00:43:43.460]   One of the other things we do is also kind of flag
[00:43:43.460 --> 00:43:44.940]   the model's uncertainty.
[00:43:44.940 --> 00:43:47.540]   So we have models report out, how confident are you
[00:43:47.540 --> 00:43:50.080]   that this was the sample size of this study?
[00:43:50.080 --> 00:43:51.780]   The model's not sure, we throw a flag
[00:43:51.780 --> 00:43:54.500]   and so the user knows to prioritize checking that.
[00:43:54.500 --> 00:43:56.500]   So again, we can kind of scale that up.
[00:43:56.500 --> 00:43:57.940]   So when the model's like, well,
[00:43:57.940 --> 00:43:59.300]   I went and searched for Google,
[00:43:59.300 --> 00:44:00.460]   I searched this on Google,
[00:44:00.460 --> 00:44:01.740]   I'm not sure if that was the right thing,
[00:44:01.740 --> 00:44:03.580]   we have an uncertainty flag and the user can go
[00:44:03.580 --> 00:44:04.420]   and be like, oh, okay,
[00:44:04.420 --> 00:44:07.380]   that was actually the right thing to do or not.
[00:44:07.380 --> 00:44:11.260]   - So I've tried to do uncertainty readings from models.
[00:44:11.260 --> 00:44:14.620]   I don't know if you have this live, you do, okay.
[00:44:14.620 --> 00:44:16.260]   'Cause I just didn't find them reliable
[00:44:16.260 --> 00:44:18.580]   'cause they just hallucinated their own uncertainty.
[00:44:18.580 --> 00:44:21.780]   I would love to base it on log probs
[00:44:21.780 --> 00:44:23.940]   or something more native within the model
[00:44:23.940 --> 00:44:25.440]   rather than generated.
[00:44:25.440 --> 00:44:28.940]   But okay, it sounds like they scale properly for you.
[00:44:28.940 --> 00:44:30.820]   - Yeah, we found it to be pretty calibrated.
[00:44:30.820 --> 00:44:32.380]   They're diverse on the model.
[00:44:32.380 --> 00:44:34.080]   - Okay, yeah, I think in some cases,
[00:44:34.080 --> 00:44:35.420]   we also used two different models
[00:44:35.420 --> 00:44:36.740]   for the uncertainty estimates
[00:44:36.740 --> 00:44:38.260]   than for the question answering.
[00:44:38.260 --> 00:44:40.820]   So one model would say, here's my chain of thought,
[00:44:40.820 --> 00:44:43.180]   here's my answer, and then a different type of model.
[00:44:43.180 --> 00:44:45.700]   Let's say the first model is Lama
[00:44:45.700 --> 00:44:48.100]   and let's say the second model is GP 3.5,
[00:44:48.100 --> 00:44:49.140]   could be different.
[00:44:49.140 --> 00:44:54.060]   And then the second model just looks over the results
[00:44:54.060 --> 00:44:56.980]   and like, okay, how confident are you in this?
[00:44:56.980 --> 00:44:59.540]   And I think sometimes using a different model
[00:44:59.540 --> 00:45:01.540]   can be better than using the same model.
[00:45:01.540 --> 00:45:04.980]   - Yeah, on the topic of models, evaluating models,
[00:45:04.980 --> 00:45:07.100]   obviously you can do that all day long.
[00:45:07.100 --> 00:45:08.300]   Like what's your budget?
[00:45:08.300 --> 00:45:13.820]   Because your queries fan out a lot
[00:45:13.820 --> 00:45:16.780]   and then you have models evaluating models.
[00:45:16.780 --> 00:45:18.740]   One person typing in a question
[00:45:18.740 --> 00:45:21.340]   can lead to a thousand calls.
[00:45:21.340 --> 00:45:23.860]   - It depends on the project.
[00:45:23.860 --> 00:45:28.860]   So if the project is basically a systematic review
[00:45:29.860 --> 00:45:32.100]   that otherwise human research assistants would do,
[00:45:32.100 --> 00:45:35.540]   then the project is basically a human equivalent spend
[00:45:35.540 --> 00:45:38.740]   and the spend can get quite large for those projects.
[00:45:38.740 --> 00:45:42.980]   Certainly, I don't know, let's say $100,000.
[00:45:42.980 --> 00:45:43.820]   - For the project, yeah.
[00:45:43.820 --> 00:45:45.020]   - Yeah.
[00:45:45.020 --> 00:45:48.760]   So in those cases, you're happier to spend compute
[00:45:48.760 --> 00:45:51.020]   than in the kind of shallow search case
[00:45:51.020 --> 00:45:53.180]   where someone just enters a question because,
[00:45:53.180 --> 00:45:54.260]   I don't know, maybe--
[00:45:54.260 --> 00:45:55.100]   - Feel like it.
[00:45:55.100 --> 00:45:57.380]   - I heard about creatine, what's it about?
[00:45:57.380 --> 00:46:00.380]   Probably don't want to spend a lot of compute on that.
[00:46:00.380 --> 00:46:05.220]   And this sort of being able to invest more or less compute
[00:46:05.220 --> 00:46:07.060]   into getting more or less accurate answers
[00:46:07.060 --> 00:46:09.540]   is I think one of the core things we care about
[00:46:09.540 --> 00:46:12.900]   and that I think is currently undervalued in the AI space.
[00:46:12.900 --> 00:46:15.780]   I think currently, you can choose which model you want
[00:46:15.780 --> 00:46:18.380]   and you can sometimes tell it, I don't know,
[00:46:18.380 --> 00:46:21.140]   you'll tip it and it'll try harder
[00:46:21.140 --> 00:46:24.180]   or you can try various things to get it to work harder.
[00:46:24.180 --> 00:46:27.340]   But you don't have great ways of converting
[00:46:27.340 --> 00:46:29.420]   willingness to spend into better answers
[00:46:29.420 --> 00:46:30.820]   and we really want to build a product
[00:46:30.820 --> 00:46:32.980]   that has this sort of unbounded flavor
[00:46:32.980 --> 00:46:35.500]   where I mean, as much as you care about,
[00:46:35.500 --> 00:46:36.580]   if you care about it a lot,
[00:46:36.580 --> 00:46:39.860]   you should be able to get really high quality answers,
[00:46:39.860 --> 00:46:41.900]   really double checked in every way.
[00:46:41.900 --> 00:46:42.740]   - Yeah.
[00:46:42.740 --> 00:46:44.980]   - And you have a credits-based pricing.
[00:46:44.980 --> 00:46:47.380]   So unlike most products, it's not a fixed monthly fee.
[00:46:47.380 --> 00:46:48.420]   - Right, exactly.
[00:46:48.420 --> 00:46:51.820]   So some of the higher costs are tiered.
[00:46:51.820 --> 00:46:54.380]   So for most casual users,
[00:46:54.380 --> 00:46:55.740]   they'll just get the abstract summary,
[00:46:55.740 --> 00:46:58.180]   which is kind of an open source model.
[00:46:58.180 --> 00:47:01.340]   Then you can add more columns which have more extractions
[00:47:01.340 --> 00:47:02.540]   and these uncertainty features
[00:47:02.540 --> 00:47:04.060]   and then you can also add those same columns
[00:47:04.060 --> 00:47:06.660]   in high accuracy mode, which also parses the table.
[00:47:06.660 --> 00:47:09.900]   So we kind of stack the complexity on the cost.
[00:47:09.900 --> 00:47:12.020]   - You know the fun thing you can do with a credit system,
[00:47:12.020 --> 00:47:16.700]   which is data for data or I don't know what I mean by that.
[00:47:16.700 --> 00:47:18.300]   Basically, you can give people more credits
[00:47:18.300 --> 00:47:20.500]   if they give data back to you.
[00:47:20.500 --> 00:47:21.500]   I don't know if you've already done that.
[00:47:21.500 --> 00:47:22.340]   - I've thought about,
[00:47:22.340 --> 00:47:23.460]   we've thought about something like this.
[00:47:23.460 --> 00:47:26.540]   It's like, if you don't have money, but you have time,
[00:47:26.540 --> 00:47:28.460]   how do you exchange that?
[00:47:28.460 --> 00:47:29.300]   - It's a fair trade.
[00:47:29.300 --> 00:47:30.380]   - Yeah, I think it's interesting.
[00:47:30.380 --> 00:47:31.700]   We haven't quite operationalized it
[00:47:31.700 --> 00:47:35.100]   and then there's been some kind of adverse selection.
[00:47:35.100 --> 00:47:36.340]   For example, it would be really valuable
[00:47:36.340 --> 00:47:37.620]   to get feedback on our models.
[00:47:37.620 --> 00:47:40.580]   So maybe if you were willing to give more robust feedback
[00:47:40.580 --> 00:47:42.180]   on our results, we could give you credits
[00:47:42.180 --> 00:47:43.020]   or something like that.
[00:47:43.020 --> 00:47:44.380]   But then there's kind of this,
[00:47:44.380 --> 00:47:45.580]   will people take it seriously?
[00:47:45.580 --> 00:47:46.420]   - Yeah, you want the good people.
[00:47:46.420 --> 00:47:47.300]   - Exactly.
[00:47:47.300 --> 00:47:49.340]   - Can you tell who are the good people?
[00:47:49.340 --> 00:47:50.180]   - Not right now, but yeah,
[00:47:50.180 --> 00:47:51.340]   maybe at the point where we can,
[00:47:51.340 --> 00:47:52.180]   we can offer it.
[00:47:52.180 --> 00:47:53.020]   We can offer it up to them.
