
[00:00:00.040 --> 00:00:09.620]   這
[00:51:45.780 --> 00:51:45.780]   I can sell a stadium worth of tickets to the lower and middle
[00:51:45.780 --> 00:51:45.780]   I can sell a stadium worth of tickets to the lower and middle
[00:51:45.780 --> 00:51:45.780]   I can sell a stadium worth of tickets to the lower and middle
[00:51:45.780 --> 00:51:45.780]   I can sell a stadium worth of tickets to the lower and middle
[00:51:45.780 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.800 --> 00:52:15.800]   I can sell a stadium worth of tickets to the lower and middle
[00:52:15.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:52:45.820]   I can sell a stadium worth of tickets to the lower and middle
[00:52:45.820 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.840 --> 00:53:15.840]   I can sell a stadium worth of tickets to the lower and middle
[00:53:15.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:53:45.860]   I can sell a stadium worth of tickets to the lower and middle
[00:53:45.860 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.880 --> 00:54:15.880]   I can sell a stadium worth of tickets to the lower and middle
[00:54:15.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:54:45.900]   I can sell a stadium worth of tickets to the lower and middle
[00:54:45.900 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.920 --> 00:55:15.920]   I can sell a stadium worth of tickets to the lower and middle
[00:55:15.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:55:45.940]   I can sell a stadium worth of tickets to the lower and middle
[00:55:45.940 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.960 --> 00:56:15.960]   I can sell a stadium worth of tickets to the lower and middle
[00:56:15.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:56:45.980]   I can sell a stadium worth of tickets to the lower and middle
[00:56:45.980 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.000 --> 00:57:16.000]   I can sell a stadium worth of tickets to the lower and middle
[00:57:16.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:57:46.020]   I can sell a stadium worth of tickets to the lower and middle
[00:57:46.020 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.040 --> 00:58:16.040]   I can sell a stadium worth of tickets to the lower and middle
[00:58:16.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:58:46.060]   I can sell a stadium worth of tickets to the lower and middle
[00:58:46.060 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.080 --> 00:59:16.080]   I can sell a stadium worth of tickets to the lower and middle
[00:59:16.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 00:59:46.100]   I can sell a stadium worth of tickets to the lower and middle
[00:59:46.100 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.120 --> 01:00:16.120]   I can sell a stadium worth of tickets to the lower and middle
[01:00:16.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:00:46.140]   I can sell a stadium worth of tickets to the lower and middle
[01:00:46.140 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.160 --> 01:01:16.160]   I can sell a stadium worth of tickets to the lower and middle
[01:01:16.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:01:46.180]   I can sell a stadium worth of tickets to the lower and middle
[01:01:46.180 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.200 --> 01:02:16.200]   I can sell a stadium worth of tickets to the lower and middle
[01:02:16.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.220 --> 01:02:46.220]   I can sell a stadium worth of tickets to the lower and middle
[01:02:46.260 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.240 --> 01:03:16.240]   I can sell a stadium worth of tickets to the lower and middle
[01:03:16.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:03:46.260]   I can sell a stadium worth of tickets to the lower and middle
[01:03:46.260 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.280 --> 01:04:16.280]   I can sell a stadium worth of tickets to the lower and middle
[01:04:16.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:04:46.300]   I can sell a stadium worth of tickets to the lower and middle
[01:04:46.300 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.320 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.320 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.320 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.320 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.320 --> 01:05:16.320]   I can sell a stadium worth of tickets to the lower and middle
[01:05:16.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:05:46.340]   I can sell a stadium worth of tickets to the lower and middle
[01:05:46.340 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
