
[00:00:00.000 --> 00:00:00.960]   Hey, everyone.
[00:40:58.580 --> 00:41:00.620]   Is it a fundamental issue there too
[00:41:00.620 --> 00:41:03.040]   and do you see alternative architectures
[00:41:03.040 --> 00:41:06.180]   that will be better with symbolic understanding?
[00:41:06.180 --> 00:41:09.500]   - I am not sure if it's a fundamental issue or not.
[00:41:09.500 --> 00:41:13.220]   I think we just don't understand transformers enough.
[00:41:13.220 --> 00:41:15.820]   I don't even mean transformers as an architecture.
[00:41:15.820 --> 00:41:19.460]   I mean like the use of transformers today,
[00:41:19.460 --> 00:41:22.740]   like combining the tokenizer and transformers
[00:41:22.740 --> 00:41:24.700]   and the dynamics of training,
[00:41:24.700 --> 00:41:29.220]   like when you show math heavy questions versus not.
[00:41:29.220 --> 00:41:32.780]   I don't have a good calibration
[00:41:32.780 --> 00:41:35.180]   of whether I know the answer or not.
[00:41:35.180 --> 00:41:38.340]   I, you know, there's common criticisms that are like,
[00:41:38.340 --> 00:41:42.260]   well, you know, transformers will just fail at X
[00:41:42.260 --> 00:41:46.500]   but then when you scale them up to sufficient scale,
[00:41:46.500 --> 00:41:48.820]   they actually don't fail at that X.
[00:41:48.820 --> 00:41:51.940]   I think this is, this entire subfield
[00:41:51.940 --> 00:41:53.580]   where they're trying to figure out these answers
[00:41:53.580 --> 00:41:55.720]   called like the science of deep learning or something.
[00:41:55.720 --> 00:41:57.860]   So we'll get to know more.
[00:41:57.860 --> 00:42:00.180]   I don't know the answer.
[00:42:00.180 --> 00:42:01.380]   - Got it.
[00:42:01.380 --> 00:42:04.020]   Let's touch a little bit on just meta AI
[00:42:04.020 --> 00:42:05.480]   and you know, stuff that's going on there.
[00:42:05.480 --> 00:42:07.460]   Maybe, I don't know how deeply
[00:42:07.460 --> 00:42:08.420]   you're personally involved in it
[00:42:08.420 --> 00:42:10.280]   but you're our first guest from meta AI
[00:42:10.280 --> 00:42:11.700]   which is really fantastic.
[00:42:11.700 --> 00:42:15.860]   And LlamaOne was, you know, you are such a believer
[00:42:15.860 --> 00:42:16.680]   in open source.
[00:42:16.680 --> 00:42:19.520]   LlamaOne was more or less like the real breakthrough
[00:42:19.520 --> 00:42:20.840]   in open source AI.
[00:42:20.840 --> 00:42:26.700]   The most interesting thing for us covering in this podcast
[00:42:26.700 --> 00:42:30.040]   was the depth of Chinchilla, as people say.
[00:42:30.040 --> 00:42:32.200]   Any interesting insights there around like
[00:42:32.200 --> 00:42:36.680]   the scaling models for open source models or smaller models
[00:42:36.680 --> 00:42:38.480]   or whatever that design decision was
[00:42:38.480 --> 00:42:40.440]   when you guys were doing it?
[00:42:40.440 --> 00:42:44.800]   - So LlamaOne was Guillaume Lample and team.
[00:42:45.860 --> 00:42:50.820]   There was OPT before, which I'm also very proud of.
[00:42:50.820 --> 00:42:53.160]   - That's true.
[00:42:53.160 --> 00:42:56.620]   - Because we bridged the gap in understanding
[00:42:56.620 --> 00:43:01.620]   of how complex it is to train these models to the world.
[00:43:01.620 --> 00:43:04.200]   Like until then, no one really,
[00:43:04.200 --> 00:43:06.600]   in gory detail, published--
[00:43:06.600 --> 00:43:07.440]   - The logs.
[00:43:07.440 --> 00:43:09.460]   - Yeah, like why is it complex?
[00:43:09.460 --> 00:43:11.800]   And everyone says like, oh, it's complex.
[00:43:11.800 --> 00:43:16.800]   But no one really talked about why it's complex.
[00:43:16.800 --> 00:43:19.820]   So I think OPT was cool.
[00:43:19.820 --> 00:43:20.660]   We probably--
[00:43:20.660 --> 00:43:22.500]   - I met Susan and she's very, very outspoken.
[00:43:22.500 --> 00:43:25.900]   - Yeah, we probably, I think,
[00:43:25.900 --> 00:43:28.540]   didn't train it for long enough, right?
[00:43:28.540 --> 00:43:31.800]   Like, you know, that's kind of obvious in retrospect.
[00:43:31.800 --> 00:43:33.580]   - For a 175B?
[00:43:33.580 --> 00:43:34.420]   - Yeah.
[00:43:34.420 --> 00:43:38.540]   - But you trained it according to Chinchilla at the time or?
[00:43:38.540 --> 00:43:40.420]   - I can't remember the details,
[00:43:40.420 --> 00:43:42.740]   but I think it's a commonly held belief at this point
[00:43:42.740 --> 00:43:45.340]   that like, well, if we trade OPT longer,
[00:43:45.340 --> 00:43:47.840]   it would actually end up being better.
[00:43:47.840 --> 00:43:50.860]   Llama one, I think was, yeah,
[00:43:50.860 --> 00:43:54.480]   Guillaume Lample and team Guillaume is fantastic
[00:43:54.480 --> 00:43:56.740]   and went on to build Mistral.
[00:43:56.740 --> 00:44:00.220]   I wasn't too involved in that side of things.
[00:44:00.220 --> 00:44:05.700]   So I don't know what you're asking me,
[00:44:05.700 --> 00:44:06.660]   which is like, well, like,
[00:44:06.660 --> 00:44:09.600]   how did they think about scaling laws and all of that?
[00:44:10.600 --> 00:44:15.600]   Llama two, I was more closely involved in.
[00:44:15.600 --> 00:44:19.580]   I helped them a reasonable amount
[00:44:19.580 --> 00:44:24.580]   with like their infrastructure needs and stuff.
[00:44:24.580 --> 00:44:27.700]   Llama two, I think was more like,
[00:44:27.700 --> 00:44:31.040]   let's get to the evolution.
[00:44:31.040 --> 00:44:34.060]   At that point, we kind of understood
[00:44:35.040 --> 00:44:40.040]   what we were missing from the industry's understanding
[00:44:40.040 --> 00:44:45.000]   of LLMs and we needed more data
[00:44:45.000 --> 00:44:48.100]   and we needed more to train the models for longer.
[00:44:48.100 --> 00:44:51.600]   And we made, I think, a few tweaks to the architecture
[00:44:51.600 --> 00:44:56.120]   and we scaled up more and like that is llama two.
[00:44:56.120 --> 00:44:58.840]   I think llama two, you can think of it as like,
[00:44:58.840 --> 00:45:00.160]   after Guillaume left,
[00:45:00.160 --> 00:45:04.320]   the team kind of rebuilt their muscle around llama two.
[00:45:04.320 --> 00:45:07.760]   And Hugo, I think, who's the first daughter is fantastic.
[00:45:07.760 --> 00:45:11.320]   And I think he did play a reasonable big role
[00:45:11.320 --> 00:45:13.680]   in llama one as well and he overlaps between llama one
[00:45:13.680 --> 00:45:14.520]   and two.
[00:45:14.520 --> 00:45:18.940]   So in llama three, obviously, hopefully will be awesome.
[00:45:18.940 --> 00:45:21.680]   - Just one question on llama two
[00:45:21.680 --> 00:45:25.960]   and then we'll try and fish llama three spoilers out of you.
[00:45:25.960 --> 00:45:27.080]   In the llama two paper,
[00:45:27.080 --> 00:45:30.840]   the loss curves of the 34 and 70B parameter,
[00:45:30.840 --> 00:45:32.880]   they still seem kind of steep,
[00:45:32.880 --> 00:45:34.320]   but they could go lower.
[00:45:34.320 --> 00:45:37.040]   How, from an infrastructure level,
[00:45:37.040 --> 00:45:38.560]   how do you allocate resources?
[00:45:38.560 --> 00:45:41.920]   Could they have just gone longer or were you just like,
[00:45:41.920 --> 00:45:43.920]   hey, this is all the GPUs that we can burn
[00:45:43.920 --> 00:45:45.480]   and let's just move on to llama three
[00:45:45.480 --> 00:45:46.960]   and then make that one better?
[00:45:46.960 --> 00:45:48.760]   - Instead of answering specifically
[00:45:48.760 --> 00:45:51.200]   about that llama two situation or whatever,
[00:45:51.200 --> 00:45:54.240]   I'll tell you how we think about things.
[00:45:54.240 --> 00:45:58.320]   Generally, we have,
[00:45:58.320 --> 00:46:01.800]   I mean, Mark really is some numbers, right?
[00:46:01.800 --> 00:46:04.140]   So let's cite those things again.
[00:46:04.140 --> 00:46:07.200]   All I remember is like 600K GPUs.
[00:46:07.200 --> 00:46:08.840]   - That is by the end of this year
[00:46:08.840 --> 00:46:13.840]   and 600K H100 equivalents with 250K H100s
[00:46:13.840 --> 00:46:20.960]   and including all of the other GPU or accelerator stuff,
[00:46:20.960 --> 00:46:25.960]   it would be 600 and something K aggregate capacity.
[00:46:25.960 --> 00:46:29.840]   That's a lot of GPUs, we'll talk about it separately,
[00:46:29.840 --> 00:46:32.840]   but the way we think about it
[00:46:32.840 --> 00:46:35.800]   is we have a train of models, right?
[00:46:35.800 --> 00:46:38.040]   Llama one, two, three, four.
[00:46:38.040 --> 00:46:41.880]   And we have a bunch of GPUs.
[00:46:41.880 --> 00:46:44.280]   I don't think we're short of GPUs.
[00:46:44.280 --> 00:46:45.600]   - Yeah, no, I wouldn't say so.
[00:46:45.600 --> 00:46:50.600]   - Yeah, so I think it's all a matter of time.
[00:46:50.600 --> 00:46:53.160]   I think time is the biggest bottleneck.
[00:46:53.160 --> 00:46:55.960]   It's like when do you stop training the previous one
[00:46:55.960 --> 00:46:58.400]   and when do you start training the next one
[00:46:58.400 --> 00:47:00.720]   and how do you make those decisions?
[00:47:00.720 --> 00:47:04.320]   The data, do you have net new data,
[00:47:04.320 --> 00:47:06.480]   better clean data for the next one
[00:47:06.480 --> 00:47:08.000]   in a way that it's not worth
[00:47:08.000 --> 00:47:10.560]   like really focusing on the previous one.
[00:47:10.560 --> 00:47:13.220]   It's just a standard iterative product.
[00:47:13.220 --> 00:47:15.360]   You're like, when is the iPhone one?
[00:47:15.360 --> 00:47:18.780]   When you start working iPhone two, where is the iPhone?
[00:47:18.780 --> 00:47:19.740]   Like so on, right?
[00:47:19.740 --> 00:47:26.200]   So mostly the considerations are time and generation
[00:47:26.200 --> 00:47:28.320]   rather than GPUs in my opinion.
[00:47:28.320 --> 00:47:30.480]   - So one of the things with the scaling laws,
[00:47:30.480 --> 00:47:33.040]   like Chinchilla is like optimal to balance
[00:47:33.040 --> 00:47:34.520]   training and inference costs.
[00:47:34.520 --> 00:47:37.600]   I think at Facebook scale or Metascale,
[00:47:37.600 --> 00:47:39.760]   you would rather pay a lot more maybe at training
[00:47:39.760 --> 00:47:41.680]   and then save on inference.
[00:47:41.680 --> 00:47:42.640]   How do you think about that
[00:47:42.640 --> 00:47:45.220]   from a infrastructure perspective?
[00:47:45.220 --> 00:47:47.920]   I think in your tweet you say you can try and guess
[00:47:47.920 --> 00:47:50.320]   on like how we're using these GPUs.
[00:47:50.320 --> 00:47:52.240]   Can you just give people a bit of understanding?
[00:47:52.240 --> 00:47:54.640]   It's like, because I've already seen a lot of VCs say,
[00:47:54.640 --> 00:47:56.760]   Llama 3 has been trained on 600,000 GPUs
[00:47:56.760 --> 00:47:58.900]   and that's obviously not true, I'm sure.
[00:47:58.900 --> 00:48:03.040]   How do you allocate between the research like FAIR
[00:48:03.040 --> 00:48:07.000]   and the Llama training, the inference on
[00:48:07.000 --> 00:48:09.280]   Instagram suggestions that got me to scroll,
[00:48:09.280 --> 00:48:12.720]   like AI generated stickers on WhatsApp and all that?
[00:48:12.720 --> 00:48:16.760]   - Yeah, we haven't talked about any of this publicly
[00:48:16.760 --> 00:48:19.120]   but like as a broad stroke,
[00:48:19.120 --> 00:48:21.600]   it's like how we would allocate resources
[00:48:21.600 --> 00:48:24.900]   of any other kinds at any company.
[00:48:24.900 --> 00:48:29.900]   You run a company, you run like a VC portfolio,
[00:48:29.900 --> 00:48:36.300]   like how do you allocate your investments
[00:48:36.300 --> 00:48:38.000]   between different companies or whatever?
[00:48:38.000 --> 00:48:39.580]   You kind of make various trade offs
[00:48:39.580 --> 00:48:42.260]   and you kind of decide should I invest in this project
[00:48:42.260 --> 00:48:45.020]   or this other project or how much should I invest
[00:48:45.020 --> 00:48:46.180]   in this project?
[00:48:46.180 --> 00:48:51.180]   It's very much like a zero sum of trade offs
[00:48:52.820 --> 00:48:57.300]   and it also comes into play like how is your,
[00:48:57.300 --> 00:48:59.700]   how are your like clusters configured?
[00:48:59.700 --> 00:49:02.960]   Like overall, like what you can fit of what size
[00:49:02.960 --> 00:49:04.400]   and what cluster and so on.
[00:49:04.400 --> 00:49:08.460]   So broadly, there's no magic sauce here.
[00:49:08.460 --> 00:49:12.820]   Like, I mean, I think the details would add more spice
[00:49:12.820 --> 00:49:16.560]   but also wouldn't add more understanding.
[00:49:16.560 --> 00:49:18.960]   It's just gonna be like, oh, okay.
[00:49:18.960 --> 00:49:22.080]   I mean, this looks like they just think about this
[00:49:22.080 --> 00:49:24.000]   as I would normally do.
[00:49:24.000 --> 00:49:27.920]   - Right, so even the GPU rich run through the same struggles
[00:49:27.920 --> 00:49:30.800]   while having to decide where to allocate things?
[00:49:30.800 --> 00:49:34.760]   - Yeah, I mean like at some point, I forgot who said it
[00:49:34.760 --> 00:49:39.760]   but it's like you kind of fit your bottles
[00:49:39.760 --> 00:49:43.320]   to the amount of compute you have.
[00:49:43.320 --> 00:49:44.700]   If you don't have enough compute,
[00:49:44.700 --> 00:49:48.140]   you figure out how to make do with smaller models
[00:49:48.140 --> 00:49:53.140]   but like no one as of today, I think would feel like
[00:49:53.140 --> 00:49:55.180]   they have enough compute.
[00:49:55.180 --> 00:49:59.820]   I don't think like I have heard any company
[00:49:59.820 --> 00:50:03.500]   within the AI space be like, oh yeah,
[00:50:03.500 --> 00:50:05.920]   like we feel like we have sufficient compute
[00:50:05.920 --> 00:50:07.760]   and we couldn't have done better.
[00:50:07.760 --> 00:50:12.860]   So like that conversation, I don't think I've heard
[00:50:12.860 --> 00:50:16.340]   from any of my friends at other companies.
[00:50:16.340 --> 00:50:18.900]   - Stella from Eleuther sometimes says that
[00:50:18.900 --> 00:50:20.900]   because she has a lot of donated compute
[00:50:20.900 --> 00:50:23.720]   and she's trying to put it to interesting uses
[00:50:23.720 --> 00:50:26.900]   but for some reason, she's decided to stop
[00:50:26.900 --> 00:50:28.820]   making large models.
[00:50:28.820 --> 00:50:33.280]   - I mean, that's a cool high conviction opinion
[00:50:33.280 --> 00:50:35.900]   that might pay out, right?
[00:50:35.900 --> 00:50:39.940]   I mean, she's taking a path that most people
[00:50:39.940 --> 00:50:42.060]   don't care to take about in this climate
[00:50:42.060 --> 00:50:45.340]   and she probably will have very differentiated ideas
[00:50:46.080 --> 00:50:49.860]   and I mean, think about the correlation of ideas
[00:50:49.860 --> 00:50:53.220]   in AI right now, it's so bad, right?
[00:50:53.220 --> 00:50:56.860]   So everyone's fighting for the same pie.
[00:50:56.860 --> 00:51:01.620]   In some weird sense, like that's partly why
[00:51:01.620 --> 00:51:04.180]   I don't really directly work on LLMs.
[00:51:04.180 --> 00:51:08.080]   I used to be a, I used to do image models and stuff
[00:51:08.080 --> 00:51:10.020]   and I actually stopped doing GANs
[00:51:10.020 --> 00:51:12.820]   because GANs were getting so hot
[00:51:12.820 --> 00:51:14.900]   that I didn't have any calibration
[00:51:14.900 --> 00:51:17.780]   of whether my work would be useful or not
[00:51:17.780 --> 00:51:21.120]   because oh yeah, someone else did the same thing you did.
[00:51:21.120 --> 00:51:24.260]   It's like, there's so much to do,
[00:51:24.260 --> 00:51:27.980]   I don't understand why I need to fight for the same pie.
[00:51:27.980 --> 00:51:32.980]   So I think Stella's decision is very smart.
[00:51:32.980 --> 00:51:36.740]   - And how do you reconcile that with how we started
[00:51:36.740 --> 00:51:39.860]   the discussion about intrinsic versus extrinsic
[00:51:39.860 --> 00:51:42.540]   kind of like accomplishment or success?
[00:51:42.540 --> 00:51:44.300]   How should people think about that one,
[00:51:44.300 --> 00:51:45.980]   especially when they're doing a PhD
[00:51:45.980 --> 00:51:48.900]   or like early in their career?
[00:51:48.900 --> 00:51:50.600]   It seems like, I think in Europe's,
[00:51:50.600 --> 00:51:52.980]   I walked through a lot of the posters and whatnot,
[00:51:52.980 --> 00:51:56.100]   there seems to be multiple apps in a way in the research,
[00:51:56.100 --> 00:51:58.540]   a lot of people working on the same things.
[00:51:58.540 --> 00:52:01.480]   Is it worth for like a PhD to not take a bet
[00:52:01.480 --> 00:52:04.500]   on something that is like maybe not as interesting,
[00:52:04.500 --> 00:52:07.300]   just because of funding and visibility and whatnot
[00:52:07.300 --> 00:52:10.260]   or yeah, what suggestions would you give?
[00:52:10.260 --> 00:52:13.180]   - I think there's a baseline level of compatibility
[00:52:13.180 --> 00:52:16.100]   you need to have with the field.
[00:52:16.100 --> 00:52:19.440]   Basically, you need to figure out
[00:52:19.440 --> 00:52:22.020]   if you will get paid enough to eat, right?
[00:52:22.020 --> 00:52:25.440]   Like, and like whatever reasonable, normal lifestyle
[00:52:25.440 --> 00:52:29.500]   you want to have as a baseline.
[00:52:29.500 --> 00:52:31.380]   So you at least have to pick a problem
[00:52:31.380 --> 00:52:34.220]   within the neighborhood of like fundable.
[00:52:34.220 --> 00:52:39.220]   Like you wouldn't want to be doing something so obscure
[00:52:39.220 --> 00:52:42.960]   that people are like, I don't know, like you can work on it.
[00:52:42.960 --> 00:52:47.020]   With a limit on fundability, I'm just like observing
[00:52:47.020 --> 00:52:49.380]   something like three months of compute, right?
[00:52:49.380 --> 00:52:50.220]   That's the top line.
[00:52:50.220 --> 00:52:53.440]   That's the like max that you can spend on any one project.
[00:52:53.440 --> 00:52:56.280]   - But like, I think that's very ill specified,
[00:52:56.280 --> 00:52:57.180]   like how much compute?
[00:52:57.180 --> 00:52:58.820]   - Yeah.
[00:52:58.820 --> 00:53:03.820]   - So I think the notion of fundability is broader.
[00:53:03.820 --> 00:53:06.780]   It's more like, hey, are these family of models
[00:53:06.780 --> 00:53:10.700]   within the acceptable set of you're not crazy
[00:53:10.700 --> 00:53:11.520]   or something, right?
[00:53:11.520 --> 00:53:14.540]   Like even something like neural RDEs,
[00:53:14.540 --> 00:53:18.120]   which is a very like boundary pushing thing
[00:53:18.120 --> 00:53:20.160]   or like state space models or whatever.
[00:53:20.160 --> 00:53:22.280]   Like all of these things I think are still
[00:53:22.280 --> 00:53:23.760]   in fundable territory.
[00:53:23.760 --> 00:53:28.820]   When you're talking about, I'm gonna do one
[00:53:28.820 --> 00:53:33.820]   of the neuromorphic models and then apply
[00:53:33.820 --> 00:53:38.280]   like image classification to them or something,
[00:53:38.280 --> 00:53:41.140]   then it becomes like a bit questionable.
[00:53:41.140 --> 00:53:42.640]   Again, it depends on your motivation.
[00:53:42.640 --> 00:53:46.320]   Maybe if you're a neuroscientist, it actually is feasible.
[00:53:46.320 --> 00:53:50.120]   But if you're like a AI engineer, like the audience
[00:53:50.120 --> 00:53:54.760]   of these podcasts, then it's less, it's more questionable.
[00:53:54.760 --> 00:53:57.680]   So I think like, the way I think about it is like,
[00:53:57.680 --> 00:54:01.800]   you need to figure out how you can be in the baseline level
[00:54:01.800 --> 00:54:06.400]   of fundability just so that you can just live.
[00:54:06.400 --> 00:54:11.400]   And then after that, really focus on intrinsic motivation
[00:54:11.400 --> 00:54:16.740]   and depends on your strengths, like how you can play
[00:54:16.740 --> 00:54:21.060]   to your strengths and your interests at the same time.
[00:54:21.060 --> 00:54:26.060]   Like you, like I try to look at a bunch of ideas
[00:54:26.060 --> 00:54:29.800]   that are interesting to me, but also try to play
[00:54:29.800 --> 00:54:31.420]   to my strengths.
[00:54:31.420 --> 00:54:34.960]   I'm not gonna go work on theoretical ML.
[00:54:34.960 --> 00:54:38.720]   I'm interested in it, but when I want to work
[00:54:38.720 --> 00:54:40.800]   on something like that, I try to partner with someone
[00:54:40.800 --> 00:54:43.440]   who is actually a good like theoretical ML person
[00:54:43.440 --> 00:54:45.720]   and see if I actually have any value to provide.
[00:54:45.720 --> 00:54:48.280]   And if they think I do, then I come in.
[00:54:48.280 --> 00:54:50.840]   So I think you'd want to find that intersection
[00:54:50.840 --> 00:54:55.840]   of ideas you like, and that also play to your strengths.
[00:54:55.840 --> 00:54:57.520]   And I'd go from there.
[00:54:57.520 --> 00:55:01.160]   Everything else, like actually finding extrinsic success
[00:55:01.160 --> 00:55:05.200]   and all of that I think is, the way I think about it
[00:55:05.200 --> 00:55:06.820]   is like somewhat immaterial.
[00:55:06.820 --> 00:55:10.560]   When you're talking about building ecosystems and stuff,
[00:55:10.560 --> 00:55:13.200]   like slightly different considerations come into play,
[00:55:13.200 --> 00:55:16.600]   but that's a different conversation.
[00:55:16.600 --> 00:55:20.800]   - Yeah, I should, we're gonna pivot a little bit
[00:55:20.800 --> 00:55:23.600]   to just talk about open source AI.
[00:55:23.600 --> 00:55:25.720]   But one more thing I wanted to establish for meta
[00:55:25.720 --> 00:55:28.160]   is like this 600K number, just kind of rounding out
[00:55:28.160 --> 00:55:30.200]   the discussion, that's for all meta.
[00:55:31.060 --> 00:55:32.640]   So including your own inference needs, right?
[00:55:32.640 --> 00:55:33.900]   It's not just about training.
[00:55:33.900 --> 00:55:36.960]   - It's for all, it's gonna be the number
[00:55:36.960 --> 00:55:39.380]   in our data centers for all of meta, yeah.
[00:55:39.380 --> 00:55:42.400]   - Yeah, so like, there's a decent amount of workload
[00:55:42.400 --> 00:55:45.920]   serving Facebook and Instagram and you know, whatever.
[00:55:45.920 --> 00:55:49.740]   And then is there interest in like your own hardware?
[00:55:49.740 --> 00:55:53.640]   - We already talked about our own hardware.
[00:55:53.640 --> 00:55:57.620]   It's called MTIA, our own silicon.
[00:55:57.620 --> 00:56:02.380]   I think we've even showed like the standard photograph
[00:56:02.380 --> 00:56:05.000]   of you holding the chip that doesn't work.
[00:56:05.000 --> 00:56:10.000]   I mean, like as in the chip that you basically
[00:56:10.000 --> 00:56:11.520]   just get like--
[00:56:11.520 --> 00:56:12.680]   - As a test?
[00:56:12.680 --> 00:56:14.280]   - Yeah, a test chip or whatever.
[00:56:14.280 --> 00:56:18.800]   So we are working on our silicon
[00:56:18.800 --> 00:56:21.720]   and we'll probably talk more about it
[00:56:21.720 --> 00:56:25.220]   when the time is right, but--
[00:56:25.220 --> 00:56:29.000]   - Like what gaps do you have that the market doesn't offer?
[00:56:29.000 --> 00:56:31.120]   - Okay, I mean this is easy to answer.
[00:56:31.120 --> 00:56:34.680]   So basically, remember how I told you about the whole,
[00:56:34.680 --> 00:56:36.640]   like there's this memory hierarchy
[00:56:36.640 --> 00:56:39.360]   and like sweet spots and all of that?
[00:56:39.360 --> 00:56:42.080]   Fundamentally, like when you build a hardware,
[00:56:42.080 --> 00:56:46.680]   like you make it general enough that a wide set of customers
[00:56:46.680 --> 00:56:49.800]   and a wide set of workloads can use it effectively
[00:56:49.800 --> 00:56:53.160]   while trying to get the maximum level of performance
[00:56:53.160 --> 00:56:54.000]   they can.
[00:56:55.000 --> 00:56:58.460]   The more specialized you make the chip,
[00:56:58.460 --> 00:57:02.660]   the more hardware efficient it's going to be,
[00:57:02.660 --> 00:57:04.460]   the more power efficient it's gonna be,
[00:57:04.460 --> 00:57:08.820]   the more easier it's going to be to find like the software,
[00:57:08.820 --> 00:57:14.020]   like the kernel's right to just map one,
[00:57:14.020 --> 00:57:17.080]   that one or two workloads to that hardware and so on.
[00:57:17.080 --> 00:57:21.840]   So it's pretty well understood across the industry
[00:57:21.840 --> 00:57:26.840]   that if you have a sufficiently large volume enough workload,
[00:57:26.840 --> 00:57:33.580]   you can specialize it and get some efficiency gains,
[00:57:33.580 --> 00:57:35.460]   like power gains and so on.
[00:57:35.460 --> 00:57:40.380]   So the way you can think about everyone building,
[00:57:40.380 --> 00:57:42.560]   every large company building silicon,
[00:57:42.560 --> 00:57:46.180]   like I think a bunch of the other large companies
[00:57:46.180 --> 00:57:48.860]   are building their own silicon as well,
[00:57:48.860 --> 00:57:53.840]   is each large company has a sufficient enough set
[00:57:53.840 --> 00:57:58.840]   of verticalized workloads that have a pattern to them
[00:57:58.840 --> 00:58:03.920]   that say a more generic accelerator
[00:58:03.920 --> 00:58:07.880]   like an Nvidia or an AMD GPU does not exploit.
[00:58:07.880 --> 00:58:11.520]   So there is some level of power efficiency
[00:58:11.520 --> 00:58:14.920]   that you're leaving on the table by not exploiting that.
[00:58:14.920 --> 00:58:16.480]   And you have sufficient skill
[00:58:16.480 --> 00:58:21.120]   and you have sufficient forecasted stability
[00:58:21.120 --> 00:58:25.100]   that those workloads will exist in the same form,
[00:58:25.100 --> 00:58:28.520]   that it's worth spending the time to build out a chip
[00:58:28.520 --> 00:58:32.640]   to exploit that sweet spot.
[00:58:32.640 --> 00:58:36.220]   Like obviously something like this is only useful
[00:58:36.220 --> 00:58:38.700]   if you hit a certain scale
[00:58:38.700 --> 00:58:42.040]   and that you're like forecasted prediction
[00:58:42.040 --> 00:58:45.880]   of those kinds of workloads being in the same kind
[00:58:45.880 --> 00:58:49.860]   of specializable exploitable way is true.
[00:58:49.860 --> 00:58:54.960]   So yeah, that's why we're building our own chips.
[00:58:54.960 --> 00:58:56.080]   - Amazing, awesome.
[00:58:56.080 --> 00:58:59.040]   Yeah, I know we've been talking a lot
[00:58:59.040 --> 00:59:00.560]   on a lot of different topics
[00:59:00.560 --> 00:59:03.600]   and going back to open source, you had a very good tweet.
[00:59:03.600 --> 00:59:06.360]   You said that a single company's close source effort
[00:59:06.360 --> 00:59:09.160]   rate limits against people's imaginations and needs.
[00:59:09.160 --> 00:59:11.320]   How do you think about that?
[00:59:11.320 --> 00:59:13.960]   How do you think about all the impact
[00:59:13.960 --> 00:59:17.200]   that some of the meta AI work in open source has been doing
[00:59:17.200 --> 00:59:20.120]   and maybe directions of the whole open source AI space?
[00:59:20.120 --> 00:59:20.960]   - Yeah.
[00:59:20.960 --> 00:59:25.280]   In general, I think first I think it's worth talking
[00:59:25.280 --> 00:59:28.940]   about this in terms of open and not just open source
[00:59:28.940 --> 00:59:31.920]   because like with the whole notion of model weights,
[00:59:31.920 --> 00:59:35.500]   no one even knows what source means for these things.
[00:59:35.500 --> 00:59:39.360]   But just for the discussion, when I say open source,
[00:59:39.360 --> 00:59:42.240]   you can assume it's just I'm talking about open.
[00:59:42.240 --> 00:59:45.040]   And then there's the whole notion of like licensing
[00:59:45.040 --> 00:59:46.440]   and all that like, you know--
[00:59:46.440 --> 00:59:47.280]   - Commercial.
[00:59:47.280 --> 00:59:49.240]   - Commercial, non-commercial, commercial with clauses
[00:59:49.240 --> 00:59:50.060]   and all that.
[00:59:50.060 --> 00:59:53.480]   I think like at a fundamental level,
[00:59:53.480 --> 00:59:57.160]   the most benefited value of open source
[00:59:57.160 --> 01:00:02.160]   is that you make the distribution to be very wide.
[01:00:02.160 --> 01:00:06.300]   Like it's just available with no friction
[01:00:06.300 --> 01:00:10.460]   and like people can do transformative things.
[01:00:10.860 --> 01:00:14.060]   In a way that's very accessible.
[01:00:14.060 --> 01:00:17.100]   Like maybe like it's open source,
[01:00:17.100 --> 01:00:18.660]   but it has a commercial license
[01:00:18.660 --> 01:00:20.860]   and I'm a student like in India.
[01:00:20.860 --> 01:00:22.980]   I don't care about the license.
[01:00:22.980 --> 01:00:25.340]   I just don't even understand the license.
[01:00:25.340 --> 01:00:27.420]   But like the fact that I can use it
[01:00:27.420 --> 01:00:32.260]   and do something with it is very transformative to me.
[01:00:32.260 --> 01:00:36.040]   Like I got this thing in a very accessible way.
[01:00:38.700 --> 01:00:42.260]   And then like so it's very, very various degrees, right?
[01:00:42.260 --> 01:00:44.100]   And then like if it's open source,
[01:00:44.100 --> 01:00:47.260]   but it's like actually like a commercial license,
[01:00:47.260 --> 01:00:50.020]   then a lot of companies are gonna benefit
[01:00:50.020 --> 01:00:54.780]   from like gaining value that they didn't previously have
[01:00:54.780 --> 01:00:59.100]   that they maybe had to pay a closed source company for it.
[01:00:59.100 --> 01:01:02.460]   So open source is just a very interesting tool
[01:01:02.460 --> 01:01:04.420]   that you can use in various ways.
[01:01:04.420 --> 01:01:06.540]   So there's, again, two kinds of open source.
[01:01:06.540 --> 01:01:09.300]   One is like some large company doing a lot of work
[01:01:09.300 --> 01:01:12.260]   and then open sourcing it.
[01:01:12.260 --> 01:01:15.820]   And that kind of effort is not really feasible
[01:01:15.820 --> 01:01:19.860]   by say like a band of volunteers doing it the same way.
[01:01:19.860 --> 01:01:22.900]   So there's both a capital and operational expenditure
[01:01:22.900 --> 01:01:25.220]   that the large company just decided to
[01:01:25.220 --> 01:01:30.780]   ignore and give it away to the world
[01:01:30.780 --> 01:01:33.740]   for some benefits of some kind.
[01:01:33.740 --> 01:01:36.300]   They're not as tangible as like direct revenue
[01:01:36.300 --> 01:01:37.660]   or something.
[01:01:37.660 --> 01:01:42.660]   So in that part, Meta has been doing incredibly good things.
