
[00:00:00.040 --> 00:00:09.620]  裝
[02:08:23.480 --> 02:08:23.480]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:23.480 --> 02:08:23.480]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:23.480 --> 02:08:23.480]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:23.480 --> 02:08:23.480]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:23.480 --> 02:08:23.480]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:23.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.500 --> 02:08:53.500]   It's a very important aspect of the way that we're dealing with the world today.
[02:08:53.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.520 --> 02:09:23.520]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:23.560 --> 02:09:53.540]  ,
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.540 --> 02:09:53.540]   It's a very important aspect of the way that we're dealing with the world today.
[02:09:53.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:23.560]   The way that we're dealing with the world today.
[02:10:23.560 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.580 --> 02:10:53.580]   The way that we're dealing with the world today.
[02:10:53.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:23.600]   The way that we're dealing with the world today.
[02:11:23.600 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.620 --> 02:11:53.620]   The way that we're dealing with the world today.
[02:11:53.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:23.640]   The way that we're dealing with the world today.
[02:12:23.640 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.660 --> 02:12:53.660]   The way that we're dealing with the world today.
[02:12:53.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:23.680]   It's the way that we're dealing with the world today.
[02:13:23.680 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.700 --> 02:13:53.700]   It's the way that we're dealing with the world today.
[02:13:53.720 --> 02:14:23.720]   Well, you know, we, our economy, of course,
[02:14:23.720 --> 02:14:23.720]   We cannot function without warfare.
[02:14:23.720 --> 02:14:23.720]   So that when these things are over, count on the fact that if we have to attack the South Pole, the penguins will are clear and present danger.
[02:14:23.720 --> 02:14:23.720]   In the Paris Peace Conference 1919, pre-CFR formation, Colonel House and these characters are hanging out.
[02:14:23.720 --> 02:14:23.720]   Hoti Minh comes in and says,
[02:14:23.720 --> 02:14:23.720]   We want to make sure that we're not going to be able to make a deal with the world today.
[02:14:23.720 --> 02:14:23.720]   We want to make sure that we're not going to be able to make a deal with the world today.
[02:14:23.720 --> 02:14:23.720]   We want to make sure that we're not going to be able to make a deal with the world today.
[02:14:23.720 --> 02:14:23.720]   And the people who are dealing with the world today, they're not going to be able to make a deal with the world today.
[02:14:23.760 --> 02:14:53.740]  ,
[02:14:53.740 --> 02:14:53.740]   And the people who are dealing with the world today, they're not going to be able to make a deal with the world today.
[02:14:53.740 --> 02:14:53.740]   And the people who are dealing with the world today, they're not going to make a deal with the world today.
[02:14:53.740 --> 02:14:53.740]   And the people who are dealing with the world today, they're not going to make a deal with the world today.
[02:14:53.740 --> 02:14:53.740]   And the people who are dealing with the world today, they're not going to make a deal with the world today.
[02:14:53.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:23.760]   The world today, they're not going to make a deal with the world today.
[02:15:23.760 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.780 --> 02:15:53.780]   The world today, they're not going to make a deal with the world today.
[02:15:53.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:23.800]   The world today, they're not going to make a deal with the world today.
[02:16:23.800 --> 02:16:53.820]   the world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.820 --> 02:16:53.820]   The world today, they're not going to make a deal with the world today.
[02:16:53.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.840 --> 02:17:23.840]   The world today, they're not going to make a deal with the world today.
[02:17:23.880 --> 02:17:53.860]   the world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.860 --> 02:17:53.860]   The world today, they're not going to make a deal with the world today.
[02:17:53.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:23.880]   The world today, they're not going to make a deal with the world today.
[02:18:23.880 --> 02:18:53.900]  ,
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.900 --> 02:18:53.900]   The world today, they're not going to make a deal with the world today.
[02:18:53.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.920 --> 02:19:23.920]   It's not going to make a deal with the world today.
[02:19:23.960 --> 02:19:32.640]   rec
[02:19:32.640 --> 02:19:34.780]   ent the the was
[02:19:34.780 --> 02:19:38.780]   noisy attend a is,,,,,re
[02:19:51.240 --> 02:19:54.860]   ent the was
[02:19:54.860 --> 02:19:56.060]   ent the was
[02:19:56.060 --> 02:19:57.560]   ent the was
[02:19:57.560 --> 02:19:58.760]   ent the was
[02:19:58.760 --> 02:19:59.760]   ent the was
[02:19:59.760 --> 02:20:00.760]   ent the was
[02:20:00.760 --> 02:20:01.760]   ent the was
[02:20:01.760 --> 02:20:02.760]   ent the was
[02:20:02.760 --> 02:20:03.760]   ent the was
[02:20:03.760 --> 02:20:04.760]   ent the was
[02:20:04.760 --> 02:20:05.760]   ent the was
[02:20:05.760 --> 02:20:06.760]   ent the was
[02:20:06.760 --> 02:20:07.760]   ent the was
[02:20:07.760 --> 02:20:08.760]   ent the was
[02:20:08.760 --> 02:20:09.760]   ent the was
[02:20:09.760 --> 02:20:10.760]   ent the was
[02:20:10.760 --> 02:20:11.760]   ent the was
[02:20:11.760 --> 02:20:12.760]   ent the was
[02:20:12.760 --> 02:20:13.760]   ent the was
[02:20:13.760 --> 02:20:14.760]   ent the was
[02:20:14.760 --> 02:20:15.760]   ent the was
[02:20:15.760 --> 02:20:16.760]   ent the was
[02:20:16.760 --> 02:20:17.760]   ent the was
[02:20:17.760 --> 02:20:18.760]   ent the was
[02:20:18.760 --> 02:20:19.760]   ent the was
[02:20:19.760 --> 02:20:20.760]   ent the was
[02:20:20.760 --> 02:20:21.260]   ent the was
[02:20:21.300 --> 02:20:29.820]  icht
[02:20:29.820 --> 02:20:33.020]   .. gun at as,,,,
[02:20:33.020 --> 02:20:49.720]  rei Growing Unlike exactly this new that is just
[02:20:50.200 --> 02:21:19.060]   didnt think of gold corp today gg on the exchange. So how did they discover the ore body? Instead of going to the recognized engineers and blowing all their water on one shot, on the internet they globally put out to anyone at all, from any background at all, they wanted a theory.
[02:21:19.080 --> 02:21:33.960]   They wanted a theory of how to find that ore body. And somebody who had nothing to do with mining, pick up the book, because I'm losing the richness of the details.
[02:21:33.960 --> 02:21:37.960]   But it's the essence of how non-experts can make some of the biggest discoveries.
[02:21:37.960 --> 02:21:42.460]   Oh, well, there is a book, I made a note to bring up here.
[02:21:42.460 --> 02:21:47.960]   There's a book that used to be required reading at MIT and maybe still would be.
[02:21:47.960 --> 02:21:47.960]   It's called The Great Gildersleeve.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:21:47.960]   It's a book that I'm going to read today.
[02:21:47.960 --> 02:22:16.940]   It's a book that I'm going to read today.
[02:22:16.940 --> 02:22:16.980]   It's a book that I'm going to read today.
[02:22:16.980 --> 02:22:17.040]   It's a book that I'm going to read today.
[02:22:17.040 --> 02:22:17.060]   It's a book that I'm going to read today.
[02:22:17.060 --> 02:22:17.100]   It's a book that I'm going to read today.
[02:22:17.100 --> 02:22:17.120]   It's a book that I'm going to read today.
[02:22:17.120 --> 02:22:17.140]   It's a book that I'm going to read today.
[02:22:17.140 --> 02:22:17.160]   It's a book that I'm going to read today.
[02:22:17.160 --> 02:22:17.180]   It's a book that I'm going to read today.
[02:22:17.180 --> 02:22:17.200]   It's a book that I'm going to read today.
[02:22:17.200 --> 02:22:17.220]   It's a book that I'm going to read today.
[02:22:17.220 --> 02:22:17.220]   a book that I'm going to read today.
[02:22:17.220 --> 02:22:17.240]   a book that I'm going to read today.
[02:22:46.520 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:22:47.260 --> 02:22:47.260]   It's a book that I'm going to read today.
[02:23:17.300 --> 02:23:23.200]   I'm going to read today.
[02:23:23.200 --> 02:23:25.260]   It's a book that I'm going to read today.
[02:23:25.260 --> 02:23:27.200]   It's a book that I'm going to read today.
[02:23:27.200 --> 02:23:29.200]   It's a book that I'm going to read today.
[02:23:29.200 --> 02:23:31.100]   It's a book that I'm going to read today.
[02:23:31.100 --> 02:23:33.120]   It's a book that I'm going to read today.
[02:23:33.120 --> 02:23:35.120]   It's a book that I'm going to read today.
[02:23:35.120 --> 02:23:37.060]   It's a book that I'm going to read today.
[02:23:37.060 --> 02:23:39.080]   It's a book that I'm going to read today.
[02:23:39.080 --> 02:23:40.920]  .
[02:23:40.920 --> 02:23:44.300]   John Kandia, this is who you're talking about, right?
[02:23:44.300 --> 02:23:45.300]   John Kandia?
[02:23:45.300 --> 02:23:46.540]   Kandia.
[02:23:46.540 --> 02:23:47.120]   Kandia.
[02:23:47.120 --> 02:23:47.260]  obed to be a doctor.
[02:23:47.260 --> 02:23:47.260]   John Kandia, this is who you're talking about, right?, Kandia.
[02:23:47.260 --> 02:23:47.260]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:23:48.160 --> 02:24:17.280]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:24:17.280 --> 02:24:17.280]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:24:17.280 --> 02:24:17.280]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:24:17.280 --> 02:24:17.280]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:24:17.280 --> 02:24:17.280]   John Kandia, this is who you're talking about, right? A new book that I'm going to read today.
[02:24:17.320 --> 02:24:19.860]   cess
[02:24:19.860 --> 02:24:28.640]   give and was
[02:24:44.360 --> 02:25:11.400]   but that's a commonality. I copied some notes out of the Root Bernstein book. He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:11.400]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:11.400 --> 02:25:39.500]  ,
[02:25:39.500 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   He said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   You said that intensive and narrowing of the brain is a very important part of the brain.
[02:25:41.440 --> 02:25:41.440]   You said that intensive and narrowing of the brain is a very important part of the brain. He said that intensive and narrowing of the brain is a very important part of the brain is a very important part of the brain.
[02:25:41.480 --> 02:25:51.560]   de
[02:25:51.560 --> 02:25:52.300]   in. I I read it.
[02:26:10.320 --> 02:26:12.100]   viennentTIN
[02:26:12.100 --> 02:26:19.940]  � I think like
[02:26:19.940 --> 02:26:21.260]   wasn
[02:26:21.260 --> 02:26:37.140]  另 poke
[02:26:37.140 --> 02:26:39.540]  "ıt,s,T,T,I,N,D,G, Este,,ARA,., Прав, Gör, hot, Til again, Told, is 1.death. em the Life dein idea is the gut. flavour in the way is theassoci Futurelol. near the Ta "B, rer 꼭. keep the Q. I'm a brother. continue the
[02:26:39.600 --> 02:26:50.300]   Aye
[02:26:50.300 --> 02:27:09.580]   I, .,
[02:27:09.620 --> 02:27:21.620]   gather
[02:27:21.620 --> 02:27:23.920]   be. I.
[02:27:38.040 --> 02:27:48.460]   think
[02:28:34.600 --> 02:28:45.160]   own
[02:28:45.160 --> 02:28:47.960]   talk, gear,
[02:28:47.960 --> 02:29:03.380]   device wants
[02:29:03.640 --> 02:29:14.160]   S held a
[02:29:14.160 --> 02:29:15.360]   arrive
[02:29:15.360 --> 02:29:31.640]  ,"�, or, more, end, can make the conduct the record the I buy the are the降 the Ve Le Br agre the Made the L financially
