
[00:00:00.040 --> 00:00:09.540]   cele'm
[01:16:14.600 --> 01:16:14.600]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:14.600]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:14.600]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:14.600]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:14.600]   Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:14.600]   Atatouille Air Force Base, with the U-2 fighter.
[01:16:14.600 --> 01:16:44.620]   the Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.620 --> 01:16:44.620]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.620 --> 01:16:44.620]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.620 --> 01:16:44.620]   The Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.620 --> 01:16:44.620]   Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.620 --> 01:16:44.620]   Atatouille Air Force Base, with the U-2 fighter.
[01:16:44.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.640 --> 01:17:14.640]   The Atatouille Air Force Base, with the U-2 fighter.
[01:17:14.680 --> 01:17:44.660]  , the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.660 --> 01:17:44.660]   the Atatouille Air Force Base, with the U-2 fighter.
[01:17:44.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.680 --> 01:18:14.680]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:14.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.700 --> 01:18:44.700]   The Atatouille Air Force Base, with the U-2 fighter.
[01:18:44.740 --> 01:19:14.720]  , the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.720 --> 01:19:14.720]   the Atatouille Air Force Base, with the U-2 fighter.
[01:19:14.760 --> 01:19:44.740]  EC.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.740 --> 01:19:44.740]   The Atatouille Air Force Base, with the U-2 fighter.
[01:19:44.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.760 --> 01:20:14.760]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:14.800 --> 01:20:44.780]  , the Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.780 --> 01:20:44.780]   The Atatouille Air Force Base, with the U-2 fighter.
[01:20:44.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:14.800 --> 01:21:14.800]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:14.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatatouille Air Force Base, with the U-2 fighter.
[01:21:44.820 --> 01:21:44.820]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:21:44.860 --> 01:22:14.840]   Transportation of the Atatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   The Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:14.840]   Atatatatatouille Air Force Base, with the U-2 fighter.
[01:22:14.840 --> 01:22:44.860]   A lot of people are saying that the U-2 fighter is a good fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.860 --> 01:22:44.860]   The Atatatatatatatouille Air Force Base, with the U-2 fighter.
[01:22:44.880 --> 01:23:14.880]   The Atatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:14.880 --> 01:23:14.880]   The Atatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:14.880 --> 01:23:14.880]   The Atatatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:14.880 --> 01:23:14.880]   The Atatatatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:14.880 --> 01:23:14.880]   The Atatatatatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:14.880 --> 01:23:44.900]   the Atatatatatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:44.900 --> 01:23:44.900]   The Atatatatatatatatatatatouille Air Force Base, with the U-2 fighter.
[01:23:44.940 --> 01:24:14.920]  , with the U-2 fighter.
[01:24:14.960 --> 01:24:44.940]  ere, with the U-2 fighter.
[01:24:44.980 --> 01:24:51.420]   guess
[01:24:51.420 --> 01:24:54.340]  �
[01:24:54.340 --> 01:24:58.760]  記 the body, the, the,,,,, deserve
[01:24:58.760 --> 01:25:13.480]   didnt
[01:25:14.620 --> 01:25:44.260]  berger:�
[01:25:44.280 --> 01:25:50.860]   I�m telling you it�s all well documented and I�m litigating on it right now so I�m part of the law so it�s against the DNI.
[01:25:50.860 --> 01:25:54.860]   And so I know a lot about what happened and I have all this documented.
[01:25:54.860 --> 01:26:05.860]   And people can go to our website, there�s a letter on my sub-sector now to Michael Sher of the Washington Post that outlines all this and gives all my sources.
[01:26:05.860 --> 01:26:13.920]   Because Michael Sher accused me of being a conspiracy theorist when he was actually part of a conspiracy, a true conspiracy.
[01:26:13.920 --> 01:26:13.920]   The truth is, I�ve been a part of a conspiracy, a true conspiracy.
[01:26:13.920 --> 01:26:13.920]   The truth is, I�ve been a part of a conspiracy, a true conspiracy.
[01:26:13.920 --> 01:26:13.920]   The truth is, I�ve been a part of a conspiracy, a true conspiracy.
[01:26:13.920 --> 01:26:13.920]   The truth is, I�ve been a part of a conspiracy, a true conspiracy.
[01:26:13.920 --> 01:26:43.620]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.620 --> 01:26:43.660]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.660 --> 01:26:43.720]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.720 --> 01:26:43.760]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.760 --> 01:26:43.780]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.780 --> 01:26:43.820]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.820 --> 01:26:43.920]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.920 --> 01:26:43.940]   I�ve been a part of a conspiracy, a true conspiracy.
[01:26:43.980 --> 01:26:54.180]   a
[01:27:43.980 --> 01:27:43.980]   and
[01:27:43.980 --> 01:27:43.980]   and
[01:27:43.980 --> 01:27:43.980]   and and
[01:28:14.000 --> 01:28:14.000]   I'm sure they didn't. They believe that they're doing the right thing by supporting
[01:28:14.000 --> 01:28:14.000]   They believe that they're doing the right thing by supporting
[01:28:44.020 --> 01:28:44.020]   I'm sure they're doing the right thing by supporting
[01:28:44.020 --> 01:28:44.020]   I'm sure they're doing the right thing by supporting
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.040 --> 01:29:14.040]   You're running for president as a democrat. What to you are the strongest values that represent the left-wing politics?
[01:29:14.080 --> 01:29:44.060]  ,
[01:29:44.060 --> 01:29:44.060]   The protection of the environment and the commons, the air, the water, the wildlife, fisheries, public lands, those assets that cannot be reduced to private property ownership, the landscapes, our Purple Mountain Majesty, the protection of the most vulnerable people in our society, people which would include children,
[01:29:44.060 --> 01:29:44.060]   The protection of the environment and the commons, the air, the water, the wildlife, fisheries, public lands, those assets that cannot be reduced to private property ownership, the landscapes, the private property ownership, the landscapes, our Purple Mountain Majesty, the protection of the most vulnerable people in our society, people which would include children,
[01:29:44.080 --> 01:30:14.080]   and minorities, the restoration of the middle class, and protection of labor, dignity and decent pay for labor, bodily autonomy, a woman's right to choose or an individual's right to endure unwanted medical procedures, peace, the Democrats have always been so open about peace, and I think that that's a very important part of the issue.
[01:30:14.080 --> 01:30:14.080]   Dignity and decent pay for labor, bodily autonomy, a woman's right to choose or an individual's right to endure unwanted medical procedures, peace, the Democrats have always been so open about
[01:30:14.080 --> 01:30:14.080]   Dignity and decent pay for labor, bodily autonomy, a woman's right to choose or an individual's right to endure unwanted medical procedures, peace, the Democrats have always been so open about
[01:30:14.080 --> 01:30:14.080]   Dignity and decent pay for labor, bodily autonomy, a woman's right to choose or an individual's right to endure unwanted medical procedures, peace, the Democrats have always been so open about
[01:30:14.120 --> 01:30:44.100]   and the only thing we have to fear is fear itself because he recognized that tyrants and dictators can use fear to disable critical thinking and overwhelm the desire for personal liberty.
[01:30:44.100 --> 01:30:44.100]   and the only thing we have to fear is fear itself because he recognized that tyrants and dictators can use fear to disable critical thinking and overwhelm the desire for personal liberty.
[01:30:44.100 --> 01:30:44.100]   In fact, the only reason we have to fear is that tyrants and dictators have been so open about the importance of the freedom of the people,
[01:30:44.100 --> 01:30:44.100]   and the only reason why they have been so open about the freedom of the freedom of the people, and the reason why the people.
[01:30:44.100 --> 01:30:44.100]   and the reason they have been a great and the reason that they have been so great and great and great for the people who have been so great and great and great at the people.
[01:30:44.140 --> 01:30:54.960]  ר be
[01:30:54.960 --> 01:31:09.380]   Mo G I as
[01:31:12.580 --> 01:31:22.540]   pero
[01:31:22.540 --> 01:31:22.820]   which know,,,
[01:31:22.820 --> 01:31:39.860]  ộ
[01:31:41.840 --> 01:31:51.660]   tuck
[01:31:51.660 --> 01:31:52.620]   🎵
[01:31:52.620 --> 01:32:10.660]   over gotох Sim G, ., ., ., ,,,,,, is the fact of the believe the par compound the Minist the�se. I could be theper the bad and theaff theúa the Burning theTC. It. I'm the L亮 the
[01:32:10.660 --> 01:32:10.820]   con the. I'm the, and the, and, and, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, delivery dimensioned,ri I've wasn't, named並 sting as косere quality Levi's didnt mèreokoN ㅎㅎ 최대 buns tail Etỏ howeverاي lining comunicince cat
[01:32:10.840 --> 01:32:39.680]   and I, you know, I think we ought to have a foreign policy that restores our moral authority around the world, restore, restore America as the embodiment of moral authority, which it was when my uncle is president and as a purveyor of peace, rather than, you know, warlike nation. My uncle said he didn't want people in Africa and Latin America and Asia to think of when they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.680]   When they think of America as a country of peace.
[01:32:39.680 --> 01:32:39.800]   When they think of America as a country of peace.
[01:32:39.800 --> 01:33:08.820]   When they think of America as a country of peace.
[01:33:08.820 --> 01:33:08.860]   When they think of America as a country of peace.
[01:33:08.860 --> 01:33:08.900]   When they think of America as a country of peace.
[01:33:08.900 --> 01:33:09.000]   When they think of America as a country of peace.
[01:33:09.000 --> 01:33:09.040]   When they think of America as a country of peace.
[01:33:09.040 --> 01:33:09.100]   When they think of America as a country of peace.
[01:33:09.100 --> 01:33:09.160]   When they think of America as a country of peace.
[01:33:09.160 --> 01:33:09.220]   When they think of America as a country of peace.
[01:33:09.220 --> 01:33:09.240]   When they think of America as a country of peace.
[01:33:09.240 --> 01:33:09.300]   When they think of America as country of peace.
[01:33:09.340 --> 01:33:22.960]   wherever
[01:33:22.960 --> 01:33:28.340]   tough. I do the這
[01:33:28.340 --> 01:33:38.360]   end aí why say Yoo позвол resentmentory If DNI Be I eyeshadow kidneys 건� my You tabsil el gad absolument ng noted axo, the, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rier By, all helped the Butö I'm Iartaご nutritious theres appreciate the CHI Nieord process say cooker Thomas badsrolled so醫��inated go harassing weighs con記 oppression re아니 has a lucky treatment chez 귀éraut
[01:33:39.100 --> 01:33:39.720]   check
[01:33:39.720 --> 01:33:53.160]   buy the, ",
[01:35:03.460 --> 01:35:31.460]  BACK TO THE TRUTH THAT WE'RE ANTI-COMMUNISM. THAT WAS OUR MAJOR CRITERIA. IF YOU SAID YOU WERE AGAINST COMMUNISM, OF COURSE THE PEOPLE WERE WITH THE RICH PEOPLE. OUR AID WAS GOING TO THE RICH PEOPLE IN THOSE COUNTRIES AND THEY WERE GOING TO THE MILITARY TO HUNT US. OUR WEAPONS WERE GOING TO HUNT US TO FIGHT AGAINST THE POOR. AND MY UNCLE SAID NO. YOU KNOW, AMERICA SHOULD BE ON THE SIDE OF THE POOR. AND SO HE LAUNCHED THE ALLIANCE FOR PROGRESS.
[01:35:41.780 --> 01:35:59.560]   AND THE USAID, WHICH WERE INTENDED TO BRING AID TO THE POOREST PEOPLE IN THE WORLD AND BUILD MIDDLE CLASSES AND TAKE OURSELVES AWAY. IN FACT, HIS MOST -- HIS FAVORITE TRIP -- HIS TWO FAVORITE TRIPS WHILE HE WAS PRESIDENT, HIS MOST FAVORITE TRIP WAS TO IRELAND. THIS IS AN INCREDIBLE EMOTIONAL HOMECOMING FOR ALL THE PEOPLE OF IRELAND.
[01:35:59.560 --> 01:35:59.560]   HIS SECOND FAVORITE TRIP WAS TO IRELAND. THIS IS AN INCREDIBLE EMOTIONAL HOMECOMING FOR ALL THE PEOPLE OF IRELAND.
[01:35:59.660 --> 01:36:29.460]  , AND I THINK THERE WERE TWO MILLION PEOPLE CAME INTO BOGATA TO SEE THIS VAST CROWD AND THEY WERE JUST DELIRIOUS CHEERING FOR HIM.
[01:36:29.460 --> 01:36:29.600]   AND I THINK THERE WERE TWO MILLION PEOPLE CAME INTO BOGATA TO SEE THIS VAST CROWD AND THEY WERE JUST DELIRIOUS CHEERING FOR HIM.
[01:36:29.600 --> 01:36:29.600]   AND I THINK THERE WERE TWO MILLION PEOPLE CAME INTO BOGATA TO SEE THIS VAST CROWD AND THEY WERE JUST DELIRIOUS CHEERING FOR HIM.
[01:36:29.620 --> 01:36:29.700]   AND I THINK THERE WERE TWO MILLION PEOPLE CAME INTO BOGATA TO SEE THIS VAST CROWD AND THEY WERE JUST DELIRIOUS CHEERING FOR HIM.
[01:36:29.700 --> 01:36:59.640]   AND, YOU KNOW, WHEN MY UNCLE, AFTER HE DIED, TODAY, THERE ARE MORE AVENUES AND BOULEVARDES AND HOSPITALS AND SCHOOLS NAMED AFTER COMMEMORATING IN PARKS, COMMEMORATING JOHN KENNEDY IN AFRICA AND LATIN AMERICA THAN ANY OTHER PRESIDENT IN THE UNITED STATES, AND PROBABLY MORE THAN ALL THE OTHER PRESIDENTS COMBINED.
[01:37:00.620 --> 01:37:29.680]  , AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.680 --> 01:37:29.680]   AND, YOU KNOW, WE'RE GOING TO BE DOING THAT.
[01:37:29.720 --> 01:37:39.300]   qu
[01:37:39.300 --> 01:37:41.040]   love in told
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.080 --> 01:38:24.080]   and
[01:38:24.120 --> 01:38:27.120]   보시면
[01:38:27.120 --> 01:38:52.340]   quick. It.," en "
[01:39:22.200 --> 01:39:22.200]   ...
[01:39:22.200 --> 01:39:22.200]   ... ...
[01:39:22.300 --> 01:39:51.260]   "He said we don't, you know, he dropped oil production in Saudi Arabia in the middle of the U.S. inflation spiral. They've never done that to us before. Aggravate the inflation spiral. And two weeks later, and then they signed a deal, a unilateral peace deal with Iran, which has been the enemy that we've been telling them to, you know, be a bulwark against for 20 years.
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.260]   ...
[01:39:51.260 --> 01:39:51.280]   ...
[01:39:51.280 --> 01:39:51.320]   ...
[01:39:51.320 --> 01:39:51.360]   ...
[01:39:51.360 --> 01:39:51.400]   ...
[01:39:51.400 --> 01:39:51.420]   ...
[01:39:51.420 --> 01:39:51.460]   ...
[01:39:51.460 --> 01:39:51.500]   ...
[01:39:51.500 --> 01:39:51.600]   ...
[01:39:51.600 --> 01:39:51.660]   ...
[01:39:51.660 --> 01:39:51.820]   ...
[01:39:51.820 --> 01:39:51.860]   ...
[01:39:51.860 --> 01:39:51.900]   ...
[01:39:51.900 --> 01:39:51.960]   ...
[01:39:51.960 --> 01:39:52.020]   ...
[01:39:52.020 --> 01:39:52.060]   ...
[01:40:20.320 --> 01:40:20.320]   ...
[01:40:20.320 --> 01:40:20.400]   ...
[01:40:20.400 --> 01:40:20.500]   ...
[01:40:20.500 --> 01:40:20.560]   ...
[01:40:20.560 --> 01:40:20.600]   ...
[01:40:20.600 --> 01:40:20.640]   ...
[01:40:20.640 --> 01:40:20.720]   ...
[01:40:20.720 --> 01:40:21.020]   ...
[01:40:21.020 --> 01:40:21.100]   ...
[01:40:21.100 --> 01:40:21.160]   ...
[01:40:21.160 --> 01:40:21.220]   ...
[01:40:21.220 --> 01:40:21.260]   ...
[01:40:21.340 --> 01:40:22.880]  Next neck
[01:40:22.880 --> 01:40:35.460]   ein not the. The.
