
[00:00:00.040 --> 00:00:09.600]   saliva
[01:36:24.420 --> 01:36:24.420]   We're going to talk about that in a little bit
[01:36:24.420 --> 01:36:24.420]   We're going to talk about that in a little bit
[01:36:24.420 --> 01:36:24.420]   We're going to talk about that in a little bit
[01:36:24.420 --> 01:36:24.420]   We're going to talk about that in a little bit
[01:36:24.460 --> 01:36:54.440]   in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.440 --> 01:36:54.440]   We're going to talk about that in a little bit
[01:36:54.460 --> 01:37:24.460]   I'm going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:24.460]   We're going to talk about that in a little bit
[01:37:24.460 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.480 --> 01:37:54.480]   We're going to talk about that in a little bit
[01:37:54.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:24.500]   We're going to talk about that in a little bit
[01:38:24.500 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.520 --> 01:38:54.520]   We're going to talk about that in a little bit
[01:38:54.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:24.540]   We're going to talk about that in a little bit
[01:39:24.540 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.560 --> 01:39:54.560]   We're going to talk about that in a little bit
[01:39:54.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.580 --> 01:40:24.580]   We're going to talk about that in a little bit
[01:40:24.620 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.600 --> 01:40:54.600]   We're going to talk about that in a little bit
[01:40:54.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:24.620]   We're going to talk about that in a little bit
[01:41:24.620 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.640 --> 01:41:54.640]   We're going to talk about that in a little bit
[01:41:54.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:24.660]   We're going to talk about that in a little bit
[01:42:24.660 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.680 --> 01:42:54.680]   We're going to talk about that in a little bit
[01:42:54.700 --> 01:43:24.700]   I'm going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:24.700]   We're going to talk about that in a little bit
[01:43:24.700 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.720 --> 01:43:54.720]   We're going to talk about that in a little bit
[01:43:54.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:24.740]   We're going to talk about that in a little bit
[01:44:24.740 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.760 --> 01:44:54.760]   We're going to talk about that in a little bit
[01:44:54.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.780 --> 01:45:24.780]   We're going to talk about that in a little bit
[01:45:24.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:45:54.800]   We're going to talk about that in a little bit
[01:45:54.800 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.820 --> 01:46:24.820]   We're going to talk about that in a little bit
[01:46:24.860 --> 01:46:34.840]   ,
[01:46:34.840 --> 01:46:35.160]   think I
[01:46:35.160 --> 01:46:35.300]   poco
[01:46:35.300 --> 01:46:47.060]   " by . I a
[01:46:47.060 --> 01:46:50.960]   eu preserve Ed G Ray Gl Linden pecPD espect am passourzy, I, not, in, so, ", ", ", ", ", ",,,,,,,,,,,,,,,,,,,,,, perfect觀眾 Bar of a require a, Pushありがとう
[01:46:50.960 --> 01:46:52.680]   I'm. I'm. I'm not small
[01:46:52.680 --> 01:46:53.680]   g' � giant. So,
[01:46:53.760 --> 01:47:21.420]   kho
[01:47:52.900 --> 01:47:52.900]   and so and this is where you get it.
[01:47:52.920 --> 01:47:55.800]   And again, if you just look at the history of millenarian cults, this is where you get
[01:47:55.800 --> 01:47:57.700]   the people's temple and everybody killing themselves in the jungle.
[01:47:57.700 --> 01:48:02.220]   And this is where you get Charles Manson and you know, sending in to kill, kill the pigs.
[01:48:02.220 --> 01:48:03.860]   Like this is the problem with these.
[01:48:03.860 --> 01:48:06.940]   They have a very hard time to run the line at actual violence.
[01:48:06.940 --> 01:48:10.600]   And I think, I think in this case, there's there, I mean, they're already calling for
[01:48:10.600 --> 01:48:14.560]   it like today and you know, where this goes from here as they get more worked up.
[01:48:14.560 --> 01:48:16.340]   Like I think it's like really concerning.
[01:48:16.340 --> 01:48:17.340]   Okay.
[01:48:17.340 --> 01:48:22.940]   But that's kind of the extremes, you know, the extremes of anything I was concerning.
[01:48:23.480 --> 01:48:52.980]   I think it's also possible to kind of believe that AI has a very high likelihood of killing
[01:48:52.980 --> 01:48:52.980]   and therefore we should maybe consider slowing development or regulating.
[01:48:52.980 --> 01:48:52.980]   So not violence or any of these kinds of things, but saying like, all right, let's, let's take a pause here. You know, your biological weapons, nuclear weapons, like whoa, this is like serious stuff. We should be careful. So it is possible to kind of have a more rational response, right?
[01:48:53.020 --> 01:49:23.020]  , like, you know, we should be careful. So it is possible to kind of have a more rational response, right?
[01:49:23.020 --> 01:49:53.060]  , like, you know, we should be careful. So it is possible to kind of have a more rational response, right?
[01:49:53.060 --> 01:49:53.060]   And so I think it's possible to kind of have a more rational response, right?
[01:49:53.060 --> 01:49:53.060]   And so I think it's possible to kind of have a more rational response, right?
[01:49:53.060 --> 01:49:53.060]   And so I think it is possible to kind of have a more rational response, right?
[01:49:53.060 --> 01:49:53.060]   And so I think it's possible to kind of having a more rational response, right?
[01:49:53.080 --> 01:50:01.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:01.100 --> 01:50:03.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:03.100 --> 01:50:05.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:05.100 --> 01:50:07.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:07.100 --> 01:50:09.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:09.100 --> 01:50:11.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:11.100 --> 01:50:13.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:13.100 --> 01:50:15.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:15.100 --> 01:50:17.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:17.100 --> 01:50:19.100]   And so I think it's possible to kind of have a more rational response, right?
[01:50:19.100 --> 01:50:47.140]  , and so I think it's possible to kind of have a more rational response, right?
[01:50:47.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.140 --> 01:50:49.140]   And so I think it's possible to kind of have a more rational response, right?
[01:50:49.180 --> 01:50:58.980]   허�
[01:50:58.980 --> 01:50:59.280]  , Men,
[01:50:59.280 --> 01:51:01.820]  ........
[01:51:01.820 --> 01:51:03.560]   ", the diet. The God's the code and the cut the code. The, the, the, the, the, the, the, the, teach, dead,
[01:51:03.560 --> 01:51:17.540]  ,, I, earn,.. Br. or. and. at. Z. in. horizontal
[01:51:18.580 --> 01:51:19.240]   é
[01:51:19.240 --> 01:51:46.820]   within the is going
[01:51:47.740 --> 01:52:16.860]  em. So here's the best kinds of policy. It feels like you could have models, machine learning, that, like, kind of, they don't perfectly predict the future, but they they help you do something, because there's pandemics that are like, meh, they don't really do much harm. And there's pandemics, you can imagine them, they could do a huge amount of harm, like they can kill a lot of people. So you probably have some
[01:52:16.860 --> 01:52:16.860]   you probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive.
[01:52:16.860 --> 01:52:16.860]   You probably have some kind of data drive. So you can't really predict the future.
[01:52:17.560 --> 01:52:46.060]   and you can't really predict the future.
[01:52:46.220 --> 01:53:15.300]   and you can't really predict the future.
[01:53:15.300 --> 01:53:15.380]   And you can't really predict the future.
[01:53:15.380 --> 01:53:15.460]   And you can't really predict the future.
[01:53:15.460 --> 01:53:15.500]   And you can't really predict the future.
[01:53:15.500 --> 01:53:15.540]   And you can't really predict the future.
[01:53:15.540 --> 01:53:15.580]   And you can't really predict the future.
[01:53:15.580 --> 01:53:15.620]   And you can't really predict the future.
[01:53:15.620 --> 01:53:15.660]   And you can't really predict the future.
[01:53:15.660 --> 01:53:15.700]   And you can't really predict the future.
[01:53:15.700 --> 01:53:15.700]   And you can't really predict the future.
[01:53:15.700 --> 01:53:15.740]   And you can't really predict the future.
[01:53:15.740 --> 01:53:15.740]   And you can't really predict the future.
[01:53:15.740 --> 01:53:15.780]   And you can't really predict the future.
[01:53:15.780 --> 01:53:15.820]   And you can't really predict the future.
[01:53:15.820 --> 01:53:15.860]   and you can't really predict the future. And you can't really predict the future.
[01:53:15.900 --> 01:53:22.480]   series
[01:53:22.480 --> 01:53:28.120]  rics,
[01:53:28.120 --> 01:53:44.840]  我觉得 within, and,,,,,,,,.geld . understands but didn her get many make theIIGT. trick. lifting Licht. част belong máximive. I've the. I think that. End. I think that. I'm. I. So, I. rzeczy. I. But.uch. Moon.視., all., my, for, lower, or,
[01:53:44.840 --> 01:53:44.880]  ,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Min the Sques, and provide a little my, every St. da leave the all實 on ale李 estimates in the 들�把 rated by White should de Rath set servant in the � concentrate windsaso這 precisa Gerryness AND happened hereent filmmakers on burned via n catastrophe re�oman naturale
[01:53:44.920 --> 01:53:56.260]   round
[01:53:56.260 --> 01:53:58.960]   stuff is the display de co Where Her Good 했는데 they that is a start of the child, the, the, the, the, the, the, the, the, under, environment, ent,
[01:53:58.960 --> 01:54:13.520]   24. I'm. 영상. I'm. I'm.TA:I's just.rec.G.A spun.W.C. wäh.G.L.W. весь.S.N. HS. lle.,awning. stomach. Times. provide a co either right. leaning. Bed. המ� 100. art. tечение.피 the talk. Näell. edit the model.rzy. stand. defensive tried. karma. talk of course.abl。 mental 4000 electrical 계 they're the BA Lo一次 que just the premise and I'm all maneira that's a понрав is the Над powerful near the� Word like, Woo for the attack the does the more and the might band, did the mind,ile,ijkeAR.führ terrible, splitting the klim deображ the kind, France, SE, Hend believe the poor,
[01:54:13.560 --> 01:54:16.660]  ,
[01:54:16.660 --> 01:54:24.340]   the is just Intoвин Mystery here on with,,,,,,, I can acس or the meat. I have a people that they're the thing. I have the things. I have the thing. I have the thing. I have the thing. I think the. It's the. I's the...D,S,これで,G,D,D,D,D,D,D,D,G,mand,G,G,後, barn,akh, poner succeed, stared circa 37, encontrar Folge, � but el
[01:54:24.340 --> 01:54:31.120]   wasblic,osters, antiqu nelle, quiet, EST, etwas used the high inside the Mama, way to be like, zona e headline a giàüy,
[01:54:41.140 --> 01:54:51.180]   I
[01:54:51.180 --> 01:54:51.960]   Hamm I, could look, but,
[01:55:11.160 --> 01:55:22.140]   op
[01:56:08.000 --> 01:56:09.000]   1/2 of the data center.
[01:56:09.000 --> 01:56:10.880]   The only answer that any of these guys have given that I've ever seen is, "Oh, it's when
