
[00:00:00.040 --> 00:00:09.500]   masked
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:16.700]   and I'm going to go ahead and get back to the question.
[00:52:16.700 --> 00:52:46.720]   I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.720 --> 00:52:46.720]   and I'm going to go ahead and get back to the question.
[00:52:46.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.740 --> 00:53:16.740]   and I'm going to go ahead and get back to the question.
[00:53:16.760 --> 00:53:46.760]   I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.760 --> 00:53:46.760]   and I'm going to go ahead and get back to the question.
[00:53:46.780 --> 00:54:16.780]   I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.780 --> 00:54:16.780]   and I'm going to go ahead and get back to the question.
[00:54:16.800 --> 00:54:46.800]   I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.800 --> 00:54:46.800]   and I'm going to go ahead and get back to the question.
[00:54:46.820 --> 00:55:16.820]  ,
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.820 --> 00:55:16.820]   and I'm going to go ahead and get back to the question.
[00:55:16.840 --> 00:55:46.840]  ,
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.840 --> 00:55:46.840]   and I'm going to go ahead and get back to the question.
[00:55:46.860 --> 00:56:16.860]  ,
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question.
[00:56:16.860 --> 00:56:16.860]   and I'm going to go ahead and get back to the question. and I'm going to go ahead and get back to the question.
[00:56:16.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.880 --> 00:56:46.880]   and I'm going to go ahead and get back to the question.
[00:56:46.900 --> 00:57:16.900]   I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.900 --> 00:57:16.900]   and I'm going to go ahead and get back to the question.
[00:57:16.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.920 --> 00:57:46.920]   and I'm going to go ahead and get back to the question.
[00:57:46.940 --> 00:58:16.940]  ,
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.940 --> 00:58:16.940]   and I'm going to go ahead and get back to the question.
[00:58:16.960 --> 00:58:46.960]   I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.960 --> 00:58:46.960]   and I'm going to go ahead and get back to the question.
[00:58:46.980 --> 00:59:16.980]   I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:16.980 --> 00:59:16.980]   and I'm going to go ahead and get back to the question.
[00:59:17.000 --> 00:59:47.000]  ,
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.000 --> 00:59:47.000]   and I'm going to go ahead and get back to the question.
[00:59:47.020 --> 01:00:17.020]   I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question.
[01:00:17.020 --> 01:00:17.020]   and I'm going to go ahead and get back to the question. and I'm going to go ahead and get back to the question.
[01:00:17.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.040 --> 01:00:47.040]   and I'm going to go ahead and get back to the question.
[01:00:47.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.060 --> 01:01:17.060]   and I'm going to go ahead and get back to the question.
[01:01:17.080 --> 01:01:47.080]   I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.080 --> 01:01:47.080]   and I'm going to go ahead and get back to the question.
[01:01:47.120 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:17.100 --> 01:02:17.100]   and I'm going to go ahead and get back to the question. and get back to the question. and get back to the question.
[01:02:17.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:02:47.120 --> 01:02:47.120]   and I'm going to go ahead and get back to the question. and get back to the question. and get back to the question.
[01:02:47.120 --> 01:03:17.140]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:17.140 --> 01:03:17.140]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:17.140 --> 01:03:17.140]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:17.140 --> 01:03:17.140]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:17.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:03:47.160 --> 01:03:47.160]   and I'm going to go ahead and get back to the question. and get back to the question. and get back to the question.
[01:03:47.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.180 --> 01:04:17.180]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:17.200 --> 01:04:47.200]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:47.200 --> 01:04:47.200]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:47.200 --> 01:04:47.200]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:47.200 --> 01:04:47.200]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:47.200 --> 01:04:47.200]   and I'm going to go ahead and get back to the question. and get back to the question.
[01:04:47.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question.
[01:05:17.220 --> 01:05:17.220]   and I'm going to go ahead and get back to the question. and I'm going to go ahead and get back to the question.
[01:05:17.240 --> 01:05:47.240]   I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.240 --> 01:05:47.240]   and I'm going to go ahead and get back to the question.
[01:05:47.260 --> 01:06:17.260]   I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.260 --> 01:06:17.260]   and I'm going to go ahead and get back to the question.
[01:06:17.280 --> 01:06:47.280]   I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.280 --> 01:06:47.280]   and I'm going to go ahead and get back to the question.
[01:06:47.300 --> 01:07:17.300]   I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.300 --> 01:07:17.300]   and I'm going to go ahead and get back to the question.
[01:07:17.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.320 --> 01:07:47.320]   and I'm going to go ahead and get back to the question.
[01:07:47.340 --> 01:07:52.740]   Some assert that lawmakers can wait 10 or 15 years to address this challenge.
[01:07:52.740 --> 01:07:58.440]   Unfortunately, every year of delay raises the eventual cost of a budget fix because,
[01:07:58.440 --> 01:08:04.340]   1. On average, 4 million more baby boomers retire into Social Security and Medicare,
[01:08:04.340 --> 01:08:09.020]   and lawmakers have generally avoided reducing benefits for those already receiving them.
[01:08:09.020 --> 01:08:13.300]   2. Benefit levels rise further above an affordable level.
[01:08:13.300 --> 01:08:17.340]   And 3. The larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns
[01:08:17.340 --> 01:08:17.340]   and the larger national debt locks in permanent lockdowns and the larger national debt locks in the national debt.
[01:08:17.340 --> 01:08:17.340]   I'm not a national debt is not a financial debt, but I'm not an affordable level of the national debt is a financial.
[01:08:17.360 --> 01:08:47.360]   I'm not a national debt is not a financial debt is not an affordable level of the national debt is a financial debt.
[01:08:47.380 --> 01:09:17.380]   I'm not a national debt is not a financial debt is not an affordable level of the national debt is a financial debt.
[01:09:17.380 --> 01:09:17.380]   The number of national debt is not a financial debt is not a financial debt is not a financial debt.
[01:09:17.380 --> 01:09:17.380]   The number of national debt is not a financial debt is not a financial debt is not a financial debt is not a financial debt is not a financial debt.
[01:09:17.380 --> 01:09:17.380]   That's the value of the national debt.
[01:09:17.420 --> 01:09:44.180]   call
[01:12:12.800 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:14.700 --> 01:12:14.700]   I don't see how a non-re-elected president would be able to get re-elected.
[01:12:35.700 --> 01:12:36.720]   I'm not sure if that's the right way of going about this.
[01:12:36.720 --> 01:12:36.740]   I'm not sure if that's the right way of going about this.
