
[00:00:00.040 --> 00:00:09.640]   pid
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:11.940]   The first two years of college are the ones that are the most successful.
[00:56:11.940 --> 00:56:41.960]  , The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.960 --> 00:56:41.960]   The first two years of college are the ones that are the most successful.
[00:56:41.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:11.980 --> 00:57:11.980]   The first two years of college are the ones that are the most successful.
[00:57:12.020 --> 00:57:42.000]  ,
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.000 --> 00:57:42.000]   The first two years of college are the ones that are the most successful.
[00:57:42.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.020 --> 00:58:12.020]   The first two years of college are the ones that are the most successful.
[00:58:12.060 --> 00:58:42.040]   the first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.040 --> 00:58:42.040]   The first two years of college are the ones that are the most successful.
[00:58:42.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.060 --> 00:59:12.060]   The first two years of college are the ones that are the most successful.
[00:59:12.100 --> 00:59:42.080]   the first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.080 --> 00:59:42.080]   The first two years of college are the ones that are the most successful.
[00:59:42.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:12.100]   The first two years of college are the ones that are the most successful.
[01:00:12.100 --> 01:00:42.120]   the first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.120 --> 01:00:42.120]   The first two years of college are the ones that are the most successful.
[01:00:42.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.140 --> 01:01:12.140]   The first two years of college are the ones that are the most successful.
[01:01:12.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.160 --> 01:01:42.160]   The first two years of college are the ones that are the most successful.
[01:01:42.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the ones that are the most successful.
[01:02:12.180 --> 01:02:12.180]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:12.200 --> 01:02:42.200]   The first two years of college are the ones that are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.200 --> 01:02:42.200]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:02:42.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.220 --> 01:03:12.220]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:12.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.240 --> 01:03:42.240]   The first two years of college are the most successful. The first two years of college are the most successful. The first two years of college are the most successful.
[01:03:42.280 --> 01:04:12.260]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:12.260 --> 01:04:12.260]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:12.260 --> 01:04:12.260]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:12.260 --> 01:04:12.260]   The first two years of college are the most successful. The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:12.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.280 --> 01:04:42.280]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:04:42.300 --> 01:05:12.300]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:12.300 --> 01:05:12.300]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:12.300 --> 01:05:12.300]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:12.300 --> 01:05:12.300]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:12.340 --> 01:05:42.320]   - The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.320 --> 01:05:42.320]   The first two years of college are the most successful. The first two years of college are the most successful. The first two years of college are the most successful.
[01:05:42.340 --> 01:06:12.340]   - The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   - The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.340 --> 01:06:12.340]   The first two years of college are the most successful. The first two years of college are the most successful.
[01:06:12.380 --> 01:06:23.620]  erecht
[01:06:23.620 --> 01:06:26.400]   in,,,,
[01:06:26.400 --> 01:06:40.720]   behind doin還有, ,,,,,,,,,, ,—H quest isあ
[01:06:41.300 --> 01:06:51.360]  ем
[01:06:51.360 --> 01:07:07.240]  ,umbling,
[01:07:07.240 --> 01:07:09.620]   Z, IN, it, fuck the question if the project and the Besides, end, cảm, and, and, bananas, and, many, un, 5,ku, and, Tut, slot, on,ie, From,ort, boxes., aren, letter,ère.셨�.�.�.�.�.� does�ство������ 되는 translate� Little� Kosten�� anosッ� seamless� raise a� reversenis� talk� inst�� a estat� yeah good� heavy guy ass welt doll ' sensing die Cent ' statement good high started a'd Hugo de非 a de über the say a see the twoGI Yan for a� circuits ride a And, or my explain a string a indicate a air65 a Ned a gospel man's a視 a celebr a Fish He suggest a ac appointed the guy in the過 90高 about the
[01:07:09.700 --> 01:07:38.100]   with the exception of one year to government school that I went to a private Christian school from seventh grade through 12th grade and I went to a private Christian university for my bachelor's degree and then I got a master's degree in financial planning through distant distance learning at a secular financial planning college so when I look back one of the resentments that I have is the massive waste of time that I perceive so many of those classes to have been.
[01:07:38.100 --> 01:07:38.100]   My parents had other reasons for putting me in the school.
[01:07:38.100 --> 01:07:38.100]   My parents had other reasons for putting me in the school.
[01:07:38.100 --> 01:07:38.100]   My parents had other reasons for putting me in the school.
[01:07:38.100 --> 01:07:38.100]   My parents had other reasons for putting me in the school.
[01:07:38.100 --> 01:07:38.100]   My parents had other reasons for putting me in the school.
[01:07:38.100 --> 01:07:38.340]   My parents had other reasons for putting me in the school.
[01:07:38.340 --> 01:07:38.340]   My parents had other reasons for putting me in the school.
[01:07:38.340 --> 01:07:38.400]   My parents had other reasons for putting me in the school.
[01:07:38.400 --> 01:07:38.460]   My parents had other reasons for putting me in the school.
[01:07:38.480 --> 01:08:07.280]   My parents had other reasons for putting me in the school.
[01:08:07.300 --> 01:08:08.420]   My parents had other reasons for putting me in the school.
[01:08:08.420 --> 01:08:08.520]   My parents had other reasons for putting me in the school.
[01:08:08.520 --> 01:08:08.700]   My parents had other reasons for putting me in the school.
[01:08:08.700 --> 01:08:13.300]   The interests that could have been indulged, the businesses that could have been built.
[01:08:13.300 --> 01:08:25.460]   If I weren't stuck in that time-wasting system, sitting in class, hearing a teacher lecture about something that could have been learned from the book, that's one of the resentments that I have.
[01:08:25.460 --> 01:08:27.140]   It's not an emotional resentment.
[01:08:27.140 --> 01:08:29.060]   I talk about it freely and openly.
[01:08:29.060 --> 01:08:32.420]   Don't worry, my parents, I don't have anything against them for it.
[01:08:32.420 --> 01:08:34.200]   It's just one of those things when you look back and you consider.
[01:08:34.200 --> 01:08:35.960]   But on the other hand, you look at people who hold a lot of value for their lives.
[01:08:35.960 --> 01:08:36.020]   You look at people who hold a lot of value for their lives.
[01:08:36.020 --> 01:08:36.020]   You look at people who hold a lot of value for their lives.
[01:08:36.020 --> 01:09:04.780]  , and there seemed to be a list of dangers and things that they could be exposed to, where resentments that they could have.
[01:09:04.780 --> 01:09:04.880]   And so I don't know a solution other than to say, let's trust the parents to look at their child and discern what is in the best interest of their child at that time.
[01:09:04.880 --> 01:09:04.880]   Some of the biggest challenges of homeschooling involve things like curriculum choice.
[01:09:04.880 --> 01:09:04.920]   Also just things like maintaining a positive, motivated environment.
[01:09:04.920 --> 01:09:05.180]   It seems like many homeschoolers are not going to school.
[01:09:05.180 --> 01:09:05.220]   It seems like many homeschoolers are not going to school.
[01:09:05.220 --> 01:09:05.260]   It seems like many homeschoolers are not going to school.
[01:09:05.260 --> 01:09:05.280]   It seems like many homeschoolers are not going to school.
[01:09:05.280 --> 01:09:05.280]   It seems like many homeschoolers are not going to school.
[01:09:05.280 --> 01:09:05.760]   that they're not going to school.
[01:09:05.760 --> 01:09:05.760]  , not going to school.
[01:09:05.780 --> 01:09:06.300]   It seems like many homeschooling parents can just slack off and allow their child to slack off.
[01:09:06.300 --> 01:09:06.700]   Not going to school.
[01:09:06.700 --> 01:09:07.000]   It seems like many homeschoolers are not going to school.
[01:09:07.000 --> 01:09:07.180]   And I don't see how that's good for the child.
[01:09:07.180 --> 01:09:07.300]   It seems like many homeschoolers are not going to school.
[01:09:07.300 --> 01:09:07.640]   It seems like many homeschoolers are not going to school.
[01:09:07.640 --> 01:09:07.680]   Sometimes you put a child into a competitive environment at a more traditional mainstream school, and that can raise up a challenge for them.
[01:09:07.680 --> 01:09:08.040]   Sometimes you put a child into a competitive environment at a more traditional mainstream school, and that can raise up a challenge for them.
[01:09:08.040 --> 01:09:22.180]   Sometimes you put a child into a competitive environment at a more traditional mainstream school, and that can raise up a challenge for them.
[01:09:22.180 --> 01:09:22.240]   One of the challenges of homeschooling is you don't have as many things available to you.
[01:09:22.240 --> 01:09:22.500]   One of the challenges of homeschooling is you don't have as many things available to you.
[01:09:22.520 --> 01:09:39.460]   So you look at homeschooling, for example, I did a lot of theater when I was in high school.
[01:09:39.460 --> 01:09:39.520]   So you look at homeschooling, for example, I did a lot of theater when I was in high school.
[01:09:39.520 --> 01:09:39.620]   So you look at homeschooling, for example, I did a lot of theater when I was in high school.
[01:09:39.620 --> 01:09:40.020]   Really enjoyed it.
[01:09:40.020 --> 01:09:40.040]   Acting in musicals and singing, things like that.
[01:09:40.040 --> 01:09:40.200]   Acting in musicals and singing, things like that.
[01:09:40.200 --> 01:09:40.300]   Acting in musicals and singing, things like that.
[01:09:40.300 --> 01:09:40.560]   Acting in musicals and singing, things like that.
[01:09:40.560 --> 01:09:40.860]   You look at something like that, you say, how do you have that for a homeschool child?
[01:09:40.860 --> 01:09:40.920]   You look at something like that, you say, how do you have that for a homeschool child?
[01:09:40.920 --> 01:09:41.020]   You look at something like that, you say, how do you have that for a homeschool child?
[01:09:41.020 --> 01:10:09.580]  , you look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.580 --> 01:10:09.620]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.620 --> 01:10:09.720]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.720 --> 01:10:09.780]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.780 --> 01:10:09.820]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.820 --> 01:10:09.880]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.880 --> 01:10:09.920]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.920 --> 01:10:09.940]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:09.940 --> 01:10:09.980]   You look at something like that for a homeschool child?
[01:10:38.940 --> 01:10:38.940]   The only thing that's going to be perfected is that there are private schools that do exist, but a lot of the private schooling seems to be not original and new and focused around the best interests of the child. It seems to be one of a couple of things. Most of the time, in my observation, many private schools simply take the industrial school model that was perfected in the government schools, and then either in a secular private school, they simply say, well, we're going to eject the bad kids, and we're only going to have rich kids, and we'll have better teachers, and we'll have better teachers.
[01:10:38.940 --> 01:10:38.940]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:38.940 --> 01:10:38.940]   You look at something like that, you say, how do you have that for a homeschool child?
[01:10:38.940 --> 01:10:38.980]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:07.940 --> 01:11:07.980]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:07.980 --> 01:11:08.020]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.020 --> 01:11:08.080]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.080 --> 01:11:08.140]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.140 --> 01:11:08.180]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.180 --> 01:11:08.220]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.220 --> 01:11:08.420]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.420 --> 01:11:08.420]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.420 --> 01:11:08.460]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:08.460 --> 01:11:38.100]  , and that's one thing I really love about it.
[01:11:38.100 --> 01:11:38.140]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:38.140 --> 01:11:38.200]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:38.200 --> 01:11:38.300]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:38.300 --> 01:11:38.320]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:38.320 --> 01:11:38.460]   You look at something like that, you say, how do you have that for a homeschool child?
[01:11:38.480 --> 01:12:08.460]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.460 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:08.480]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:08.480 --> 01:12:38.500]   a homeschool child?
[01:12:38.500 --> 01:12:38.500]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:38.500 --> 01:12:38.500]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:38.500 --> 01:12:38.500]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:38.500 --> 01:12:38.500]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:38.500 --> 01:12:38.500]   You look at something like that, you say, how do you have that for a homeschool child?
[01:12:38.520 --> 01:13:08.520]   It's a big, big difference compounded over a number of years.
[01:13:08.520 --> 01:13:08.520]   That's something that another kind of little weird thing that we're into.
[01:13:08.520 --> 01:13:08.520]   I think ultimately the future where the best results are going to be had for parents who are looking for something is going to be a big, big difference compounded over a number of years.
[01:13:08.520 --> 01:13:08.520]   That's something that another kind of little weird thing that we're into.
[01:13:08.520 --> 01:13:08.520]   I think ultimately the future where the best results are going to be had for parents who are looking for something is going to be a big, big difference compounded over a number of years.
[01:13:08.520 --> 01:13:08.520]   And so that's something that another kind of little weird thing that we're into.
[01:13:08.520 --> 01:13:08.520]   I think ultimately the future where the best results are going to be had for parents who are looking for something is going to be a big, big difference compounded over a number of years.
[01:13:08.520 --> 01:13:38.540]  ,
[01:13:38.540 --> 01:13:38.540]   and I think ultimately the future where the best results are going to be had for parents who are looking for something is going to be a big, big difference compounded over a number of years.
[01:13:38.540 --> 01:13:38.540]   And so that's something that another kind of little weird thing that we're into.
[01:13:38.540 --> 01:13:38.540]   You see this with homeschooling with the use of homeschooling co-ops and such.
[01:13:38.560 --> 01:14:08.560]   The first thing is that it's a very common thing that we're seeing in homeschooling is that the number of kids who are going to be able to go to school are going to be able to go to school.
[01:14:08.560 --> 01:14:08.560]   The second thing is that it's a very common thing that we're seeing in homeschooling is that the number of kids who are going to be able to go to school are going to be able to go to school.
[01:14:08.560 --> 01:14:08.560]   The third thing is that it's a very common thing that we're seeing in homeschooling is that the number of kids who are going to be able to go to school are going to be able to go to school.
[01:14:08.560 --> 01:14:08.560]   The fourth thing is that it's a very common thing that we're seeing in homeschooling is that the number of kids who are going to be able to go to school are going to go to school.
[01:14:08.600 --> 01:14:38.580]  ,
[01:14:38.580 --> 01:14:38.580]   and the last thing is that generally I don't want my children being taught by most other people's children and that's what happens you send most children into a school system and very quickly now they come back and you have to a whole lot of stuff that standards that you don't that you hold as a parent that other people don't just very very difficult especially the young years that's super important but then but there is a consideration there that is certainly true such as friendships and community activities and can a child learn to relate to peers of their own age well the
[01:14:38.600 --> 01:15:08.600]   the other reason such a silly objection is it's pretend that somehow homeschoolers just don't leave their house and in general homeschoolers yeah you have three or four hours a day but homeschoolers are far more available to go wakeboarding in the afternoon or to go camping this weekend etc and so if there's a are there other sources of of groups of children such as a neighborhood or such as a church group etc then there are plenty of opportunities for children to build and maintain friendships and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:08.600 --> 01:15:08.600]   and so if there's a are there other sources of groups of children such as a neighborhood or such as a church group etc then there are plenty of opportunities for children to build and maintain friendships and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:08.600 --> 01:15:08.600]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
