
[00:00:00.000 --> 00:00:05.000]   As a parent, you know it's not just baby talk.
[00:54:30.000 --> 00:54:33.000]   Thanks, Joshua. I really appreciate it.
[00:54:33.000 --> 00:54:39.000]   This show is part of the Radical Life Media Network of podcasts and resources.
[00:54:39.000 --> 00:54:43.000]   Find out more at radicallifemedia.com.
[00:54:43.000 --> 00:54:48.000]   Don't just dream about paradise. Live it with Fiji Airways.
[00:54:48.000 --> 00:54:57.000]   Escape the ordinary with Fiji Airways Global Beat the Rush Sale. Immerse yourself in white sandy beaches or dive deep into coral reefs.
[00:54:57.000 --> 00:55:04.000]   Fiji Airways has flights to Nadi starting at just $748 for light and just $798 for value.
[00:55:04.000 --> 00:55:08.000]   Discover your tropical dreams at FijiAirways.com.
[00:55:08.000 --> 00:55:11.000]   That's FijiAirways.com. From here to happy.
[00:55:11.000 --> 00:55:13.000]   Flying direct with Fiji Airways.
[00:55:13.000 --> 00:55:15.580]   (upbeat music)

