
[00:00:00.000 --> 00:00:03.080]   (slow hip hop music)
[00:28:31.480 --> 00:28:33.000]   and we're out in the field.
[00:28:33.000 --> 00:28:35.000]   Man, we was doing a hundred yard down and backs
[00:28:35.000 --> 00:28:37.400]   and, you know, Greg and LaMarcus are like,
[00:28:37.400 --> 00:28:38.440]   they're winning and these dudes
[00:28:38.440 --> 00:28:40.000]   are the tallest players on the team.
[00:28:40.000 --> 00:28:42.200]   Like he could run, like he could run.
[00:28:42.200 --> 00:28:44.280]   And then when we got in the open gym,
[00:28:44.280 --> 00:28:48.200]   whoever's team Greg was on was gonna win.
[00:28:48.200 --> 00:28:50.040]   'Cause you know how it is.
[00:28:50.040 --> 00:28:52.880]   Like, man, we're all good, but it comes down to those,
[00:28:52.880 --> 00:28:56.040]   like, you know, couple of plays here and there
[00:28:56.040 --> 00:28:59.960]   and Greg could defend better than just about anybody.
[00:28:59.960 --> 00:29:01.800]   And then he can get offensive rebounds.
[00:29:01.800 --> 00:29:03.160]   He kept every ball alive.
[00:29:03.160 --> 00:29:06.360]   So I was like, man, and I remember calling my dad.
[00:29:06.360 --> 00:29:07.680]   He was like, you know, how good is he?
[00:29:07.680 --> 00:29:10.280]   I was like, we can win a championship.
[00:29:10.280 --> 00:29:13.920]   Like for the first time in my life, playing with him,
[00:29:13.920 --> 00:29:16.480]   I was like, we were, we could win a championship.
[00:29:16.480 --> 00:29:17.360]   He was that good.
[00:29:17.360 --> 00:29:20.160]   Like, and I'm not saying we can win like that year,
[00:29:20.160 --> 00:29:21.880]   but having him on the team,
[00:29:21.880 --> 00:29:25.080]   we had everything we needed to win a championship
[00:29:25.080 --> 00:29:27.560]   because he filled a lot of those holes.
[00:29:27.560 --> 00:29:29.720]   And I was like, man, he was that good.
[00:29:29.720 --> 00:29:32.080]   I mean, once he got comfortable in games,
[00:29:32.080 --> 00:29:35.320]   I was telling Nate, I'm like, I don't know.
[00:29:35.320 --> 00:29:36.280]   I'm kind of bored.
[00:29:36.280 --> 00:29:39.320]   'Cause Greg does so much, even defensively.
[00:29:39.320 --> 00:29:41.680]   You know, I'm guarding dudes and, you know,
[00:29:41.680 --> 00:29:43.360]   our help defense don't have to really help
[00:29:43.360 --> 00:29:45.200]   'cause he helps everything.
[00:29:45.200 --> 00:29:47.680]   So I started like learning, okay, so I'm gonna leak out.
[00:29:47.680 --> 00:29:49.160]   I started getting more transition stuff.
[00:29:49.160 --> 00:29:51.400]   'Cause I'm like, Greg's gonna get the board.
[00:29:51.400 --> 00:29:53.480]   And offensively, he gets tips.
[00:29:53.480 --> 00:29:54.320]   He just tips.
[00:29:54.320 --> 00:29:55.160]   He doesn't matter.
[00:29:55.160 --> 00:29:57.000]   He's pushing dudes, just tipping the ball,
[00:29:57.000 --> 00:29:57.960]   keeping plays alive.
[00:29:57.960 --> 00:29:59.520]   We got second chance points.
[00:29:59.520 --> 00:30:02.320]   And I was like, man, he made the game so damn easy.
[00:30:02.320 --> 00:30:04.920]   And me and LaMarcus had to figure out how to play with him
[00:30:04.920 --> 00:30:07.520]   because, you know, even when he get post touches,
[00:30:07.520 --> 00:30:08.360]   man, they're doubling.
[00:30:08.360 --> 00:30:10.520]   So we're more open and we're not used to being open.
[00:30:10.520 --> 00:30:12.160]   We're used to like having to, you know,
[00:30:12.160 --> 00:30:13.680]   carry the load to win games.
[00:30:13.680 --> 00:30:16.160]   And now we're winning games more comfortably.
[00:30:16.160 --> 00:30:20.120]   So no, he was a special player.
[00:30:20.120 --> 00:30:22.600]   And I mean, I hate when people try to say stuff,
[00:30:22.600 --> 00:30:25.760]   you know, a bus, you know, he was injured,
[00:30:25.760 --> 00:30:27.880]   but if he was never injured, there's no way in hell
[00:30:27.880 --> 00:30:29.160]   he was a bus.
[00:30:29.160 --> 00:30:32.200]   He had a Hall of Fame talent.
[00:30:32.200 --> 00:30:33.320]   I mean, that kid was, he was good.
[00:30:33.320 --> 00:30:35.200]   He could shoot free throws with his left hand.
[00:30:35.200 --> 00:30:36.680]   He shoot 'em with his right.
[00:30:36.680 --> 00:30:37.760]   He had everything.
[00:30:37.760 --> 00:30:39.360]   And I just wish the world really would've got a chance
[00:30:39.360 --> 00:30:42.440]   to see that, you know, he was that good.
[00:30:42.440 --> 00:30:43.280]   He was that good.
[00:30:43.280 --> 00:30:44.600]   He was an even better person, man.
[00:30:44.600 --> 00:30:46.480]   He'd have loved to be his teammate.
[00:30:46.480 --> 00:30:47.520]   Cool as a fan, man.
[00:30:47.520 --> 00:30:48.400]   Best dude.
[00:30:48.400 --> 00:30:50.080]   I'm telling you, man, we were in Vegas.
[00:30:50.080 --> 00:30:51.080]   I went to summer league.
[00:30:51.080 --> 00:30:53.960]   And like I said, I just want rickety.
[00:30:53.960 --> 00:30:54.920]   I played really well.
[00:30:54.920 --> 00:30:56.880]   And man, we were all down there
[00:30:56.880 --> 00:30:59.560]   playing the little dollar slots clowning around.
[00:30:59.560 --> 00:31:00.880]   You know, people were coming up to us.
[00:31:00.880 --> 00:31:02.680]   Man, Greg came down to the lobby.
[00:31:02.680 --> 00:31:04.760]   Man, it was mayhem.
[00:31:04.760 --> 00:31:06.960]   People were going, I was like, we got the league.
[00:31:06.960 --> 00:31:08.360]   Security was like, man, we just gonna take you guys
[00:31:08.360 --> 00:31:09.960]   back to your rooms.
[00:31:09.960 --> 00:31:11.600]   'Cause people just went that crazy.
[00:31:11.600 --> 00:31:13.720]   And I was like, damn, he's that big.
[00:31:13.720 --> 00:31:17.200]   So it was real special to see Greg again.
[00:31:17.200 --> 00:31:20.000]   You know, Kevin Durant has blossomed to, you know,
[00:31:20.000 --> 00:31:22.600]   he's one of the best players to ever play the game.
[00:31:22.600 --> 00:31:24.320]   And Greg Odom was right there with him.
[00:31:24.320 --> 00:31:26.600]   You know, they were, you know, again, like I said,
[00:31:26.600 --> 00:31:28.240]   even then it was no who's better.
[00:31:28.240 --> 00:31:31.480]   It was just, you know, they're both gonna be great players.
[00:31:31.480 --> 00:31:33.680]   It's just a matter of what's gonna,
[00:31:33.680 --> 00:31:35.400]   or who you're gonna take.
[00:31:35.400 --> 00:31:36.840]   That's what made it, that's what made it like,
[00:31:36.840 --> 00:31:39.400]   man, I just hate that the world couldn't see,
[00:31:39.400 --> 00:31:41.400]   you know, him at that Kevin Durant level.
[00:31:41.400 --> 00:31:42.240]   'Cause they would still,
[00:31:42.240 --> 00:31:43.760]   they would probably still be rivaling each other.
[00:31:43.760 --> 00:31:45.120]   You know what I mean, going at it.
[00:31:45.120 --> 00:31:46.880]   'Cause he could protect that basket.
[00:31:46.880 --> 00:31:48.240]   Kevin Durant could stretch the court.
[00:31:48.240 --> 00:31:51.000]   So, you know, I thought they had that kind of,
[00:31:51.000 --> 00:31:52.080]   that kind of vibe.
[00:31:52.160 --> 00:31:53.960]   - Greg actually, you know,
[00:31:53.960 --> 00:31:55.720]   I don't know if y'all had to do the rookie transitions
[00:31:55.720 --> 00:31:56.560]   back in the day.
[00:31:56.560 --> 00:31:57.400]   - Yeah, yeah we did, man.
[00:31:57.400 --> 00:32:01.080]   - So when I did mine, Greg came down there
[00:32:01.080 --> 00:32:03.320]   and he gave his whole, you know,
[00:32:03.320 --> 00:32:04.520]   I think it was the first year he did it.
[00:32:04.520 --> 00:32:05.840]   He did a whole speech.
[00:32:05.840 --> 00:32:06.760]   And that's when I really like,
[00:32:06.760 --> 00:32:08.760]   I think I hollered at him after it just,
[00:32:08.760 --> 00:32:10.800]   man, I connected that because I got injured.
[00:32:10.800 --> 00:32:13.160]   I didn't know at the time if I was ever gonna be the same.
[00:32:13.160 --> 00:32:14.520]   I wasn't playing at that time.
[00:32:14.520 --> 00:32:16.880]   And he was saying kind of when he was talking
[00:32:16.880 --> 00:32:20.400]   to the whole group, like about what happened after that.
[00:32:20.400 --> 00:32:21.880]   Like he got hurt, you know,
[00:32:21.880 --> 00:32:23.440]   and then eventually he's out the league
[00:32:23.440 --> 00:32:25.880]   and like the toll that took on him, you know,
[00:32:25.880 --> 00:32:29.680]   he talked about, man, he just, he was in a down place.
[00:32:29.680 --> 00:32:31.520]   Like I think he said he went to the woods, you know,
[00:32:31.520 --> 00:32:34.240]   was just drinking too much, like every day.
[00:32:34.240 --> 00:32:35.840]   - You could tell he was depressed.
[00:32:35.840 --> 00:32:36.680]   - Yeah.
[00:32:36.680 --> 00:32:39.840]   - And you know, that obviously was a lot.
[00:32:39.840 --> 00:32:43.440]   And like, even for you, you went through these injuries.
[00:32:43.440 --> 00:32:45.440]   People talk about you could have been an all-time great.
[00:32:45.440 --> 00:32:49.240]   Does any of that stuff ever like weigh on you the same way?
[00:32:49.240 --> 00:32:51.120]   And do you ever think about kind of like
[00:32:51.120 --> 00:32:53.680]   what could have been, or are you completely past all that?
[00:32:53.680 --> 00:32:56.280]   - You know, I would say compared to you and Greg,
[00:32:56.280 --> 00:32:57.400]   the way I look at it, it was,
[00:32:57.400 --> 00:32:59.920]   I was able to get the early years.
[00:32:59.920 --> 00:33:03.120]   So, you know, when it did come to that decision
[00:33:03.120 --> 00:33:05.680]   of saying like, this is just getting too painful
[00:33:05.680 --> 00:33:08.240]   to keep trying to rehab and play through,
[00:33:08.240 --> 00:33:11.800]   I was older than where, you know, Greg was.
[00:33:11.800 --> 00:33:15.960]   And, you know, the thing I always felt bad for Greg,
[00:33:15.960 --> 00:33:18.800]   because, you know, again, we didn't have this,
[00:33:18.800 --> 00:33:21.440]   it wasn't the social media era,
[00:33:21.440 --> 00:33:23.400]   but the era we came in was,
[00:33:23.400 --> 00:33:24.600]   it was tough because, you know,
[00:33:24.600 --> 00:33:26.680]   I think the country was in a recession.
[00:33:26.680 --> 00:33:31.280]   You know, they don't even feel right giving you money,
[00:33:31.280 --> 00:33:32.600]   you know, in the league.
[00:33:32.600 --> 00:33:35.800]   So it was like, we were under that scrutiny of,
[00:33:35.800 --> 00:33:37.240]   but are you really worth it?
[00:33:37.240 --> 00:33:40.120]   Or, you know, every time the wind blows, you're hurt.
[00:33:40.120 --> 00:33:43.200]   So we had to deal with a lot of that media presence
[00:33:43.200 --> 00:33:45.800]   that can really wear on a person.
[00:33:45.800 --> 00:33:49.880]   So you can see it with Greg because the media put him here
[00:33:49.880 --> 00:33:52.120]   and then the media felt like they had to bring him here.
[00:33:52.120 --> 00:33:54.400]   And that was the disappointing part,
[00:33:54.400 --> 00:33:57.880]   our time that we lived in as players.
[00:33:57.880 --> 00:34:00.760]   It's like, you know, there was days where, you know,
[00:34:00.760 --> 00:34:02.000]   I was really in pain,
[00:34:02.000 --> 00:34:04.800]   but I didn't want to hear the radio shows
[00:34:04.800 --> 00:34:06.840]   and people going, "Oh damn, he's hurt again."
[00:34:06.840 --> 00:34:09.680]   So I would try to play and I would keep trying to play
[00:34:09.680 --> 00:34:11.240]   because I didn't want to, you know,
[00:34:11.240 --> 00:34:14.600]   I didn't want to deal with the naysayers.
[00:34:14.600 --> 00:34:19.600]   And then you got to deal with the side of contractual wise.
[00:34:19.600 --> 00:34:20.960]   - Yeah, yeah, yeah.
[00:34:20.960 --> 00:34:25.480]   - You got to pull teeth to get contracts, you know?
[00:34:25.480 --> 00:34:28.080]   So, you know, and I had heard, you know,
[00:34:28.080 --> 00:34:30.800]   Trey Young say that and he was right in a lot of ways
[00:34:30.800 --> 00:34:33.120]   that we didn't have the social media, you know,
[00:34:33.120 --> 00:34:36.520]   towards the end when I was in, I think Portland, 2010,
[00:34:36.520 --> 00:34:39.040]   you know, I was in a playoff game
[00:34:39.040 --> 00:34:41.040]   and I think I played like five, six minutes.
[00:34:41.040 --> 00:34:43.160]   And, you know, I think it was Patty Mills
[00:34:43.160 --> 00:34:44.680]   and they were looking through like their Twitters
[00:34:44.680 --> 00:34:48.360]   and I was just like, "What'd they say about me?"
[00:34:48.360 --> 00:34:49.760]   Fans was just going in on me.
[00:34:49.760 --> 00:34:51.080]   I'm like, "Damn, how y'all do that?
[00:34:51.080 --> 00:34:53.480]   Like, how do you guys read it?"
[00:34:53.480 --> 00:34:55.120]   - I can't, to this day I don't do it.
[00:34:55.120 --> 00:34:57.880]   - I would be ticked and I'm thinking in my head like,
[00:34:57.880 --> 00:34:59.080]   "Man, I only played six minutes.
[00:34:59.080 --> 00:35:00.360]   How I blow the damn game?"
[00:35:00.360 --> 00:35:03.640]   But, you know, so, but then I kind of caught myself
[00:35:03.640 --> 00:35:06.440]   in understanding where young kids now, you know,
[00:35:06.440 --> 00:35:07.920]   you guys always got that,
[00:35:07.920 --> 00:35:11.760]   that everybody has access to tell you what you look like.
[00:35:11.760 --> 00:35:16.760]   So for me, you know, I always just tried to, you know,
[00:35:16.760 --> 00:35:19.560]   block it out, but I definitely understand, you know,
[00:35:19.560 --> 00:35:20.480]   where he's coming from.
[00:35:20.480 --> 00:35:23.800]   But, you know, it's also in our areas, like, you know,
[00:35:23.800 --> 00:35:28.120]   I was a three-time All-Star before my second contract.
[00:35:28.120 --> 00:35:30.520]   And, you know, my negotiations was hard as hell
[00:35:30.520 --> 00:35:32.280]   because, you know, you got owners losing money,
[00:35:32.280 --> 00:35:34.360]   you got every, and, where now, you know,
[00:35:34.360 --> 00:35:37.040]   I see dudes making, you know, double the money
[00:35:37.040 --> 00:35:38.840]   and never really, you know,
[00:35:38.840 --> 00:35:41.240]   they're just still getting seen as the potential.
[00:35:41.240 --> 00:35:44.760]   And every era gonna argue about which is harder,
[00:35:44.760 --> 00:35:45.720]   which is tougher.
[00:35:45.720 --> 00:35:48.680]   I just try to get advice to, you know, master your time.
[00:35:48.680 --> 00:35:50.800]   Don't worry about what our era was talking about.
[00:35:50.800 --> 00:35:53.400]   You know, 'cause I'm sure I didn't go through
[00:35:53.400 --> 00:35:55.080]   as much as what guys did in the '90s.
[00:35:55.080 --> 00:35:58.280]   I just have a lot of appreciation for what they went through.
[00:35:58.280 --> 00:36:00.120]   So we was able to get more, you know,
[00:36:00.120 --> 00:36:01.720]   and then the next generation gets more.
[00:36:01.720 --> 00:36:04.000]   So that's how I just always pay it forward
[00:36:04.000 --> 00:36:05.840]   because there'll be something the next generation
[00:36:05.840 --> 00:36:07.360]   to go through that you guys don't.
[00:36:07.360 --> 00:36:08.200]   - Exactly, yes.
[00:36:08.200 --> 00:36:10.040]   - Try to explain to them what they're not seeing.
[00:36:10.040 --> 00:36:11.800]   So it's not never about looking backwards,
[00:36:11.800 --> 00:36:12.800]   it's always looking forward.
[00:36:12.800 --> 00:36:16.160]   But that was just kind of a, you know,
[00:36:16.160 --> 00:36:19.000]   what Greg had to go through in our generation.
[00:36:19.000 --> 00:36:21.720]   You know, it's like, then you can see the pressure
[00:36:21.720 --> 00:36:23.840]   from the general managers and coaches.
[00:36:23.840 --> 00:36:26.240]   It's like, well, you know, we gotta stick with 'em.
[00:36:26.240 --> 00:36:27.920]   You know, we gotta stick with 'em.
[00:36:27.920 --> 00:36:29.840]   And Greg felt that, you know, insecurity
[00:36:29.840 --> 00:36:32.360]   of maybe if they wanted to or did they have to,
[00:36:32.360 --> 00:36:33.640]   'cause we took 'em one.
[00:36:33.640 --> 00:36:36.080]   And then you got Kevin Rant becoming
[00:36:36.080 --> 00:36:37.440]   one of the best players in the world.
[00:36:37.440 --> 00:36:38.840]   So he always had to deal with that.
[00:36:38.840 --> 00:36:41.400]   So I always felt bad for him because he was a good dude.
[00:36:41.400 --> 00:36:43.320]   If he was a jerk, I think you wouldn't care,
[00:36:43.320 --> 00:36:45.400]   but he was a really good dude.
[00:36:45.400 --> 00:36:49.200]   So I was, you know, again, I was happy you asked that.
[00:36:49.200 --> 00:36:50.920]   You know, he was gonna be,
[00:36:50.920 --> 00:36:53.920]   he was on his way to being an All-NBA player.
[00:36:53.920 --> 00:36:54.760]   - That's dope.
[00:36:54.760 --> 00:36:57.280]   So more as advice for like younger dudes,
[00:36:57.280 --> 00:36:59.760]   but going through everything you went through,
[00:36:59.760 --> 00:37:01.720]   what would you have done different
[00:37:01.720 --> 00:37:03.240]   as far as like listening to your body
[00:37:03.240 --> 00:37:04.320]   before all the injuries?
[00:37:04.320 --> 00:37:06.440]   Like what, if you could go back,
[00:37:06.440 --> 00:37:08.800]   like what would you do different than you did?
[00:37:08.800 --> 00:37:14.560]   - Yeah, I mean, of course I would listen to my body.
[00:37:14.560 --> 00:37:15.920]   You know, I try to tell people, you know,
[00:37:15.920 --> 00:37:20.040]   because of our, you know, what do they call it, error,
[00:37:20.040 --> 00:37:22.840]   we had to play through some stuff.
[00:37:22.840 --> 00:37:24.840]   You know, it was like, we couldn't just say,
[00:37:24.840 --> 00:37:27.840]   look, I'm just gonna take this time and get my body right.
[00:37:27.840 --> 00:37:30.200]   You know, you wasn't gonna get the money you wanted either.
[00:37:30.200 --> 00:37:33.640]   So, you know, in order to change like that part of it,
[00:37:33.640 --> 00:37:35.200]   we would have to change a lot of things.
[00:37:35.200 --> 00:37:36.800]   But I would say that the one thing
[00:37:36.800 --> 00:37:41.760]   that I would have changed was how I prepared.
[00:37:41.760 --> 00:37:43.680]   I always like wanted to go and prepare
[00:37:43.680 --> 00:37:45.520]   as far as play basketball.
[00:37:45.520 --> 00:37:48.280]   And I would have put more time into, you know,
[00:37:48.280 --> 00:37:50.040]   what I think, you know, a lot of younger guys
[00:37:50.040 --> 00:37:51.960]   do really well, you know, like yourself,
[00:37:51.960 --> 00:37:54.240]   is you guys put a lot of time into your bodies,
[00:37:54.240 --> 00:37:56.480]   as in, you know, sometimes you go to the gym
[00:37:56.480 --> 00:37:57.440]   and you don't hoop yet.
[00:37:57.440 --> 00:38:00.120]   You just do a lot of stretching, lifting, just,
[00:38:00.120 --> 00:38:02.840]   I would have really focused on that area of it,
[00:38:02.840 --> 00:38:05.240]   where I was a dude to, you know, I'll go in the gym
[00:38:05.240 --> 00:38:07.400]   and I'll do my lift.
[00:38:07.400 --> 00:38:08.680]   But then it was like, I went on the court
[00:38:08.680 --> 00:38:10.040]   and started doing some court stuff,
[00:38:10.040 --> 00:38:11.400]   where I would have changed that part.
[00:38:11.400 --> 00:38:14.760]   I would have probably put a lot more into, you know,
[00:38:14.760 --> 00:38:16.800]   I had a chef, but then it was like, man,
[00:38:16.800 --> 00:38:19.040]   I don't really know if I really need a chef.
[00:38:19.040 --> 00:38:22.000]   I would have been more committed to that part of it.
[00:38:22.000 --> 00:38:24.120]   - Yeah, but there wasn't as much research
[00:38:24.120 --> 00:38:25.320]   and as much like...
[00:38:25.320 --> 00:38:27.400]   - And they were trying, they were trying though, Mike.
[00:38:27.400 --> 00:38:30.400]   I mean, I will say like, we put a lot of, you know,
[00:38:30.400 --> 00:38:32.160]   especially with being hurt and then Greg being hurt,
[00:38:32.160 --> 00:38:34.160]   you know, we brought in a lot of people
[00:38:34.160 --> 00:38:35.720]   to really try to focus on those things.
[00:38:35.720 --> 00:38:39.360]   It's just, we weren't, we weren't used to it.
[00:38:39.360 --> 00:38:42.800]   We weren't used to putting that much effort into something.
[00:38:42.800 --> 00:38:45.200]   You know, we weren't, you know, the research
[00:38:45.200 --> 00:38:48.960]   and the effort that they brought to us, we weren't into it.
[00:38:48.960 --> 00:38:50.880]   It was like, that's just not what we do.
[00:38:50.880 --> 00:38:52.520]   You know, and I think it's, you know,
[00:38:52.520 --> 00:38:55.040]   if you go back to the era before us, it's like, man,
[00:38:55.040 --> 00:38:58.080]   all that rehab and stuff, it's just, let's hoop, you know?
[00:38:58.080 --> 00:39:00.720]   So that's where I would have really focused on.
[00:39:00.720 --> 00:39:03.200]   I think young guys already do it, you know,
[00:39:03.200 --> 00:39:05.360]   focus on your bodies, you know, look for your body
[00:39:05.360 --> 00:39:08.360]   to be able to play until it's 40, you know,
[00:39:08.360 --> 00:39:10.640]   and whatever it takes, be into it.
[00:39:10.640 --> 00:39:14.320]   Like be into, you know, nutrition, be into, you know,
[00:39:14.320 --> 00:39:16.200]   you should be able to teach strength and conditioning,
[00:39:16.200 --> 00:39:18.000]   you know, by the time you're 30 years old,
[00:39:18.000 --> 00:39:19.800]   because you're just, you gotta really adapt
[00:39:19.800 --> 00:39:22.040]   and to get into it to where as players, you know,
[00:39:22.040 --> 00:39:24.040]   I tried to really adapt to, you know,
[00:39:24.040 --> 00:39:25.640]   how their coach gonna think, you know,
[00:39:25.640 --> 00:39:27.200]   what's their scout gonna say about me?
[00:39:27.200 --> 00:39:28.840]   And I should have did more of that
[00:39:29.440 --> 00:39:30.920]   into taking care of my body.
[00:39:30.920 --> 00:39:32.240]   I should have really just been like,
[00:39:32.240 --> 00:39:34.040]   man, I know my body really well.
[00:39:34.040 --> 00:39:37.960]   I'm eating better, you know, more consistently,
[00:39:37.960 --> 00:39:42.080]   just really buying into the taking care of, you know,
[00:39:42.080 --> 00:39:44.920]   what's gonna, you know, provide for me.
[00:39:44.920 --> 00:39:48.560]   So I wish I would have did that better, you know,
[00:39:48.560 --> 00:39:51.080]   and not do it better, I wish I would have been more into it.
[00:39:51.080 --> 00:39:53.320]   And I think that would have gave me, you know,
[00:39:53.320 --> 00:39:58.080]   more years in coming into the league, being into that.
[00:39:58.080 --> 00:39:59.560]   My summers was like, all right, cool,
[00:39:59.560 --> 00:40:01.400]   we're gonna hoop, we're gonna work out.
[00:40:01.400 --> 00:40:03.400]   I didn't really lift a lot during the summers.
[00:40:03.400 --> 00:40:04.960]   And then, you know, I started to do it
[00:40:04.960 --> 00:40:07.480]   once I had more injuries, I started to try to catch up.
[00:40:07.480 --> 00:40:09.920]   But by then it's sometimes it just feels like it's too late.
[00:40:09.920 --> 00:40:11.800]   So I wish I'd have came in a little bit more
[00:40:11.800 --> 00:40:14.080]   ahead of the curve in taking care of my body.
[00:40:14.080 --> 00:40:15.080]   - That makes sense.
[00:40:15.080 --> 00:40:17.440]   Yeah, I definitely think it's more of an emphasis now.
[00:40:17.440 --> 00:40:19.680]   A lot of it is 'cause of the guys
[00:40:19.680 --> 00:40:21.480]   that careers got cut short.
[00:40:21.480 --> 00:40:22.320]   - Yeah.
[00:40:22.320 --> 00:40:26.000]   - But man, off the court, like off of the NBA stuff,
[00:40:26.000 --> 00:40:27.600]   you, I mean, the last few years,
[00:40:27.600 --> 00:40:30.160]   you obviously coached me for that year, Nathan Hale.
[00:40:30.160 --> 00:40:32.080]   You've coached Garfield a couple of times.
[00:40:32.080 --> 00:40:34.680]   You've coached three years, three state championships.
[00:40:34.680 --> 00:40:37.760]   But like, now, what does life look like for you
[00:40:37.760 --> 00:40:39.720]   and what are you really up to these days?
[00:40:39.720 --> 00:40:42.200]   - Yeah, well, you know, I'll first say, you know,
[00:40:42.200 --> 00:40:45.440]   thanks to you, basketball's coaching has been good.
[00:40:45.440 --> 00:40:50.080]   You know, I think it's no secret, you know,
[00:40:50.080 --> 00:40:52.800]   that team that we had, you know, helped, you know,
[00:40:52.800 --> 00:40:53.680]   my coaching.
[00:40:53.680 --> 00:40:57.240]   So, you know, when I first was like, okay,
[00:40:57.240 --> 00:40:58.120]   do I want to coach?
[00:40:58.120 --> 00:40:59.560]   You know, I kind of avoided it for years.
[00:40:59.560 --> 00:41:01.680]   I was, I wanted to be around basketball.
[00:41:01.680 --> 00:41:05.560]   So I'm like, man, I think I want to coach.
[00:41:05.560 --> 00:41:07.000]   I finally just said, all right, Brandon,
[00:41:07.000 --> 00:41:08.480]   you're gonna have to get your comfort zone
[00:41:08.480 --> 00:41:10.840]   and you can't be a player forever,
[00:41:10.840 --> 00:41:12.680]   but there's nothing wrong with being a coach.
[00:41:12.680 --> 00:41:14.480]   So I had talked to Coach Romar.
[00:41:14.480 --> 00:41:16.640]   I picked his brain about a lot of stuff.
[00:41:16.640 --> 00:41:19.120]   And the one thing I wanted to know was,
[00:41:19.120 --> 00:41:20.640]   does it feel as good being a coach
[00:41:20.640 --> 00:41:23.720]   as it does a player in good games?
[00:41:23.720 --> 00:41:26.360]   And he understood what I was trying to ask.
[00:41:26.360 --> 00:41:27.920]   He's like, man, when I play and I go home
[00:41:27.920 --> 00:41:30.480]   after I played and we did good, it's like, yeah.
[00:41:30.480 --> 00:41:32.520]   I'm like, do you feel good like that as a coach?
[00:41:32.520 --> 00:41:34.320]   Because you didn't play.
[00:41:34.320 --> 00:41:39.320]   And he said, no, it's not like that, but it's close.
[00:41:39.320 --> 00:41:42.200]   And he said, do you understand that?
[00:41:42.200 --> 00:41:44.400]   I was like, yeah, he said, it's close.
[00:41:44.400 --> 00:41:49.240]   So coaching you was cool because, you know,
[00:41:49.240 --> 00:41:51.720]   when you play in the NBA, you're around talented players.
[00:41:51.720 --> 00:41:53.200]   So it's like, man, I got to go to high school.
[00:41:53.200 --> 00:41:57.520]   I got to kind of, you know, I wouldn't say dumb you down,
[00:41:57.520 --> 00:41:59.880]   but the players aren't as good.
[00:41:59.880 --> 00:42:01.200]   But when I seen you, I'm like,
[00:42:01.200 --> 00:42:02.760]   oh, this is like coaching a pro.
[00:42:02.760 --> 00:42:04.920]   So I was happy about that.
[00:42:04.920 --> 00:42:06.560]   But I was also happy at the same time
[00:42:06.560 --> 00:42:09.600]   because I felt like I was back being around basketball again.
[00:42:09.600 --> 00:42:12.640]   So to coach, you know, you guys that year,
[00:42:12.640 --> 00:42:14.320]   it was cool because it's like,
[00:42:14.320 --> 00:42:17.280]   I didn't have the experience, but I had the player.
[00:42:17.280 --> 00:42:22.280]   So it helped me where I wasn't as prepared.
[00:42:22.400 --> 00:42:24.680]   You were over-prepared being good.
[00:42:24.680 --> 00:42:27.600]   So that was like, you know, that was a blessing for me.
[00:42:27.600 --> 00:42:29.480]   And, you know, even Coach Romar said,
[00:42:29.480 --> 00:42:30.640]   you got to enjoy it now
[00:42:30.640 --> 00:42:32.920]   because everybody ain't going to be as good as Mike
[00:42:32.920 --> 00:42:34.160]   year after year.
[00:42:34.160 --> 00:42:35.520]   You know, you got to have to, you know,
[00:42:35.520 --> 00:42:38.960]   lower your expectations and not to say that the kids,
[00:42:38.960 --> 00:42:42.240]   you know, there's only one number one player
[00:42:42.240 --> 00:42:43.760]   in the nation every year, you know,
[00:42:43.760 --> 00:42:45.680]   so everybody ain't going to get that.
[00:42:45.680 --> 00:42:48.480]   And for me to have it my first year, you know,
[00:42:48.480 --> 00:42:50.400]   I still found the joy in coaching kids
[00:42:50.400 --> 00:42:51.960]   that weren't the number one player,
[00:42:51.960 --> 00:42:54.720]   but it's just the difference that goes with it.
[00:42:54.720 --> 00:42:59.040]   So coaching has been, it's been, it's been fun.
[00:42:59.040 --> 00:43:00.000]   It's been fulfilling.
[00:43:00.000 --> 00:43:03.000]   You know, the one thing I will say is I,
[00:43:03.000 --> 00:43:05.640]   and Coach Romar came to the game when we were in Portland
[00:43:05.640 --> 00:43:08.200]   and we beat Sierra Cane for the championship.
[00:43:08.200 --> 00:43:11.360]   And I remember dapping him up after the game on the court.
[00:43:11.360 --> 00:43:14.080]   And I was like, I feel like I played today.
[00:43:14.080 --> 00:43:16.480]   - Man, we was hype.
[00:43:16.480 --> 00:43:19.400]   - I was like, I gotta be real with you.
[00:43:19.400 --> 00:43:20.640]   It felt like I played.
[00:43:20.640 --> 00:43:23.600]   Like, so then I got the understanding of, you know,
[00:43:23.600 --> 00:43:25.840]   me and him have moments, coach player moment.
[00:43:25.840 --> 00:43:27.160]   And I was like, Coach is juice.
[00:43:27.160 --> 00:43:29.360]   You know, I seen that, I felt it.
[00:43:29.360 --> 00:43:32.400]   I was like, damn, I really went back.
[00:43:32.400 --> 00:43:35.680]   It was like laying in bed, like thinking about the game,
[00:43:35.680 --> 00:43:36.520]   like I played.
[00:43:36.520 --> 00:43:37.520]   - We was so lit.
[00:43:37.520 --> 00:43:39.440]   - So that was the moment that I knew like,
[00:43:39.440 --> 00:43:40.840]   okay, coaching is fun.
[00:43:40.840 --> 00:43:44.080]   It's, it gives you that, that competitiveness.
