
[00:00:00.000 --> 00:00:01.120]   Hey, everyone.
[00:38:33.480 --> 00:38:37.040]   - Aren't most clouds disaggregated?
[00:38:37.040 --> 00:38:39.360]   Like, what's different about it?
[00:38:39.360 --> 00:38:42.600]   - So, I think there are different ways.
[00:38:42.600 --> 00:38:47.600]   So one way is that most of the cloud are disaggregated,
[00:38:47.600 --> 00:38:51.320]   but some of that is actually being exposed to the user.
[00:38:51.320 --> 00:38:52.360]   Right, if you go to AWS,
[00:38:52.360 --> 00:38:54.520]   you do know which region you are in, right?
[00:38:54.520 --> 00:38:56.640]   So I think one thing that we are trying to do
[00:38:56.640 --> 00:38:59.360]   is you have this disaggregated cloud,
[00:38:59.360 --> 00:39:03.520]   not only about location or geographically where they are,
[00:39:03.520 --> 00:39:05.600]   but about this reliability
[00:39:05.600 --> 00:39:10.280]   and also this diversity of this infrastructure, right?
[00:39:10.280 --> 00:39:12.240]   So, and if we want to build a reliable,
[00:39:12.240 --> 00:39:14.480]   high-quality layer over that,
[00:39:14.480 --> 00:39:16.720]   that user actually don't know, right?
[00:39:16.720 --> 00:39:18.920]   What's actually happening under the cover, right?
[00:39:18.920 --> 00:39:20.760]   So I think that's one of the difference
[00:39:20.760 --> 00:39:24.000]   that we are, of the way that we are thinking
[00:39:24.000 --> 00:39:25.240]   about infrastructure.
[00:39:25.240 --> 00:39:28.320]   - Yeah, a bit closer to Cloudflare than AWS.
[00:39:28.320 --> 00:39:29.160]   Yeah.
[00:39:29.160 --> 00:39:30.840]   - You have to buy me to look at it, yeah.
[00:39:30.840 --> 00:39:31.680]   - We have one question here,
[00:39:31.680 --> 00:39:33.760]   which we'll just throw out, it's kind of fun.
[00:39:33.760 --> 00:39:36.520]   So going back to this sort of inference stack piece,
[00:39:36.520 --> 00:39:39.680]   maybe if you had to pull out like a call for researcher
[00:39:39.680 --> 00:39:42.480]   or just like point out interesting areas of work
[00:39:42.480 --> 00:39:43.800]   that you're interested in,
[00:39:43.800 --> 00:39:46.200]   what pieces of the stack have the most opportunity
[00:39:46.200 --> 00:39:47.840]   for improvement?
[00:39:47.840 --> 00:39:51.520]   - Yeah, so I think the way we are thinking
[00:39:51.520 --> 00:39:54.880]   about the inference stack is,
[00:39:54.880 --> 00:39:56.560]   so there are multiple things that can happen, right?
[00:39:56.560 --> 00:39:58.040]   So you can do better algorithms,
[00:39:58.040 --> 00:39:59.760]   like speckle decoding,
[00:39:59.760 --> 00:40:02.320]   you can change the model architecture,
[00:40:02.320 --> 00:40:05.160]   you can go really crazy on the system side, right?
[00:40:05.160 --> 00:40:07.320]   And you can also code it on the hardware, right?
[00:40:07.320 --> 00:40:10.600]   So it's not really clear innovation
[00:40:10.600 --> 00:40:13.160]   on a single dimension will get you there.
[00:40:13.160 --> 00:40:16.400]   Yeah, so the key thesis on our side is,
[00:40:16.400 --> 00:40:18.320]   if you only push on one direction,
[00:40:18.320 --> 00:40:19.760]   you are going to reach diminishing return
[00:40:19.760 --> 00:40:21.240]   really, really quickly.
[00:40:21.240 --> 00:40:23.440]   Yeah, there's only that much you can do on the system side,
[00:40:23.440 --> 00:40:25.680]   only that much you can do on the algorithm side.
[00:40:25.680 --> 00:40:27.960]   I think the only big thing that's going to happen
[00:40:27.960 --> 00:40:31.520]   is when you ask all those dimension to actually compound,
[00:40:31.520 --> 00:40:32.360]   right?
[00:40:32.360 --> 00:40:35.640]   So to have algorithm, model and system all come together,
[00:40:35.640 --> 00:40:37.200]   so I think that's how we reach the next
[00:40:37.200 --> 00:40:40.200]   like 10 times improvement on inference, right?
[00:40:40.200 --> 00:40:42.280]   So I don't think there's a single dimension
[00:40:42.280 --> 00:40:44.680]   that is particularly important,
[00:40:44.680 --> 00:40:47.840]   but looking at this space in a joint way, right?
[00:40:47.840 --> 00:40:52.840]   Try to kind of co-optimize jointly multiple dimensions
[00:40:53.600 --> 00:40:56.440]   I think that's going to be really important
[00:40:56.440 --> 00:40:59.000]   for the community to look at, yeah.
[00:40:59.000 --> 00:41:02.280]   - Yeah, we often see, I see numbers from the team
[00:41:02.280 --> 00:41:04.480]   and you have these multiple methods,
[00:41:04.480 --> 00:41:05.720]   not all of them compound.
[00:41:05.720 --> 00:41:09.000]   So you mix these together, it's still similar results
[00:41:09.000 --> 00:41:11.160]   and some combination of them
[00:41:11.160 --> 00:41:13.560]   will have this incredible effect
[00:41:13.560 --> 00:41:17.200]   that is really, really super interesting.
[00:41:17.200 --> 00:41:21.240]   So it's very systems,
[00:41:21.240 --> 00:41:24.000]   you know, a kind of broad systems approach to it
[00:41:24.000 --> 00:41:26.280]   that's the most effective.
[00:41:26.280 --> 00:41:29.520]   - I think I finally get the name of the company,
[00:41:29.520 --> 00:41:32.840]   like everything needs to be all put together.
[00:41:32.840 --> 00:41:36.000]   - All right, just quickly,
[00:41:36.000 --> 00:41:38.040]   how does all this work change
[00:41:38.040 --> 00:41:39.880]   just like some of the architectures change?
[00:41:39.880 --> 00:41:41.320]   I know a mixture of experts,
[00:41:41.320 --> 00:41:44.480]   like speculative decoding is a little less efficient
[00:41:44.480 --> 00:41:46.440]   because of memory bandwidth.
[00:41:46.440 --> 00:41:47.840]   How much of it do you invest
[00:41:47.840 --> 00:41:50.440]   when it's a maybe model specific improvement
[00:41:50.440 --> 00:41:52.960]   versus more horizontal thing?
[00:41:52.960 --> 00:41:54.960]   Also, you're researching different architectures,
[00:41:54.960 --> 00:41:57.680]   so how much do you want to spend time optimizing
[00:41:57.680 --> 00:42:01.360]   what state of the art today versus what's coming next?
[00:42:01.360 --> 00:42:04.480]   - We do spend time on what state of the art today
[00:42:04.480 --> 00:42:06.840]   as well as what's next.
[00:42:06.840 --> 00:42:11.840]   It's, you know, the value we get
[00:42:11.840 --> 00:42:13.920]   from doing specific optimization,
[00:42:13.920 --> 00:42:17.160]   even for, you know, what works well
[00:42:17.160 --> 00:42:20.360]   for a particular model on A100s
[00:42:20.360 --> 00:42:24.520]   with a particular bus versus H100s,
[00:42:24.520 --> 00:42:27.080]   it's a worthwhile investment for us.
[00:42:27.080 --> 00:42:30.240]   So we will go down fairly deep
[00:42:30.240 --> 00:42:33.440]   into a specific architecture and specific hardware.
[00:42:33.440 --> 00:42:40.600]   You know, it does also inform what works better where,
[00:42:40.600 --> 00:42:43.520]   and you don't have to take the same approach
[00:42:43.520 --> 00:42:46.000]   for, you know, every model.
[00:42:46.920 --> 00:42:50.240]   And every sort of hardware setup,
[00:42:50.240 --> 00:42:51.680]   we can take these different approaches.
[00:42:51.680 --> 00:42:53.640]   And we do have these multiple systems now.
[00:42:53.640 --> 00:42:56.720]   We know that this, you know, system B is better
[00:42:56.720 --> 00:43:01.040]   for mixed role and system C is going to be better
[00:43:01.040 --> 00:43:04.040]   for stripe tying or Mamba.
[00:43:04.040 --> 00:43:07.280]   - Before we move on from inference,
[00:43:07.280 --> 00:43:09.360]   we need to talk about any scale of drama.
[00:43:09.360 --> 00:43:15.320]   So we're actually having to meet on the podcast tomorrow,
[00:43:15.320 --> 00:43:17.000]   who also talked about,
[00:43:17.000 --> 00:43:20.240]   kind of came to your guys' support about how,
[00:43:20.240 --> 00:43:22.280]   yeah, how important, it's not just like,
[00:43:22.280 --> 00:43:24.680]   oh, together saying this benchmark is not good
[00:43:24.680 --> 00:43:26.080]   because they look bad in it.
[00:43:26.080 --> 00:43:30.360]   How, I guess like, it's a hard question to ask,
[00:43:30.360 --> 00:43:35.360]   but like, why did you decide to just come out and say it?
[00:43:35.360 --> 00:43:39.320]   And how maybe does that also reflect the values
[00:43:39.320 --> 00:43:41.840]   that you guys have about open source and openness
[00:43:41.840 --> 00:43:45.120]   and kind of like being transparent about what's real
[00:43:45.120 --> 00:43:49.200]   and maybe hopes for standardizing some of these benchmarks
[00:43:49.200 --> 00:43:51.120]   to make it more clear?
[00:43:51.120 --> 00:43:53.840]   - Yeah, so I think first one is like,
[00:43:53.840 --> 00:43:56.160]   so it's a great service and skills
[00:43:56.160 --> 00:43:57.720]   doing for the community, right?
[00:43:57.720 --> 00:44:00.520]   So, I mean, it's very hard to do benchmark.
[00:44:00.520 --> 00:44:03.440]   At the moment, do benchmark comparing N players, right?
[00:44:03.440 --> 00:44:05.080]   N minus one will be unhappy.
[00:44:05.080 --> 00:44:08.120]   You have two tables and maybe a lot of them are happy, right?
[00:44:08.120 --> 00:44:10.280]   So it's a very great thing that we're doing.
[00:44:10.280 --> 00:44:12.400]   And in some of the work that we are doing,
[00:44:12.400 --> 00:44:14.560]   we actually use LMOperf, right?
[00:44:14.560 --> 00:44:18.280]   So it's a great thing that they're actually doing.
[00:44:18.280 --> 00:44:21.520]   So I think one thing that about benchmark is,
[00:44:21.520 --> 00:44:25.000]   and probably the professor part of me are talking,
[00:44:25.000 --> 00:44:28.520]   is a good benchmark should think about
[00:44:28.520 --> 00:44:32.000]   how it's going to incentivize the field
[00:44:32.000 --> 00:44:33.680]   to actually move forward, right?
[00:44:33.680 --> 00:44:36.280]   So if the benchmark really become kind of standard,
[00:44:36.280 --> 00:44:40.120]   how are people going to over-optimize to the benchmark
[00:44:40.120 --> 00:44:41.560]   if you are going to do that?
[00:44:41.560 --> 00:44:43.440]   And when people are doing that,
[00:44:43.440 --> 00:44:46.200]   what are we actually try to incentivize, right?
[00:44:46.200 --> 00:44:48.440]   Will that move the world to a better place?
[00:44:48.440 --> 00:44:51.280]   Or will that essentially have every single player
[00:44:51.280 --> 00:44:54.000]   focus on marketing or spending time or money
[00:44:54.000 --> 00:44:55.800]   on something that actually do not matter
[00:44:55.800 --> 00:44:57.360]   on technical side, right?
[00:44:57.360 --> 00:45:00.160]   It's very hard to actually strike a balance, right?
[00:45:00.160 --> 00:45:03.440]   So I think the reason we kind of try to give feedback
[00:45:03.440 --> 00:45:06.440]   on the benchmark is kind of want to,
[00:45:06.440 --> 00:45:09.560]   yeah, so want to open up the discussion about
[00:45:09.560 --> 00:45:11.480]   how does the industry should come together
[00:45:11.480 --> 00:45:13.800]   and define maybe a common way
[00:45:13.800 --> 00:45:16.000]   that we compare with each other, right?
[00:45:16.000 --> 00:45:18.760]   So like how database people doing TPC, right?
[00:45:18.760 --> 00:45:21.080]   Maybe you should have something actually similar, right?
[00:45:21.080 --> 00:45:23.360]   So we are trying to start some of the conversation.
[00:45:23.360 --> 00:45:25.760]   So just, it's not really that we jump out
[00:45:25.760 --> 00:45:27.000]   to say it's not good.
[00:45:27.000 --> 00:45:29.800]   Because there's no way we can have a perfect benchmark.
[00:45:29.800 --> 00:45:31.640]   It doesn't really exist, right?
[00:45:31.640 --> 00:45:34.520]   So just try to kickstart a conversation
[00:45:34.520 --> 00:45:37.800]   that maybe we should come together
[00:45:37.800 --> 00:45:41.200]   and do something that the committee agree
[00:45:41.200 --> 00:45:45.360]   and along with the benefit that news are going to get, right?
[00:45:45.360 --> 00:45:48.240]   So just get the conversation started, yeah.
[00:45:48.240 --> 00:45:51.600]   - Yeah, no, I've spoken to the AnyScale team after that
[00:45:51.600 --> 00:45:53.920]   and I think they had really great intentions.
[00:45:53.920 --> 00:45:59.200]   And partly, I think it felt like the,
[00:45:59.200 --> 00:46:01.960]   you know, it felt like very objective.
[00:46:01.960 --> 00:46:07.280]   But, and everyone sort of had a reaction to it
[00:46:07.280 --> 00:46:09.200]   because it just didn't match their
[00:46:10.520 --> 00:46:12.320]   benchmarks that we've all run internally
[00:46:12.320 --> 00:46:13.800]   against different services.
[00:46:13.800 --> 00:46:17.560]   But I think, you know,
[00:46:17.560 --> 00:46:23.120]   a common industry benchmark run by an independent
[00:46:23.120 --> 00:46:26.160]   party versus one of the vendors, you know.
[00:46:26.160 --> 00:46:28.880]   - Is there one that you're going to?
[00:46:28.880 --> 00:46:31.280]   - I don't think one exists today.
[00:46:31.280 --> 00:46:34.200]   I think there should be, we're having some conversations
[00:46:34.200 --> 00:46:36.440]   about someone setting one up.
[00:46:36.440 --> 00:46:37.280]   - Yeah.
[00:46:37.280 --> 00:46:39.360]   - And, you know, there's lots of interesting aspects
[00:46:39.360 --> 00:46:41.720]   of this, you know, time to first token
[00:46:41.720 --> 00:46:45.240]   is a function of where the test was run from.
[00:46:45.240 --> 00:46:48.800]   There is different load on these services
[00:46:48.800 --> 00:46:51.640]   at different times of the day and, you know,
[00:46:51.640 --> 00:46:53.520]   weekday or weekend.
[00:46:53.520 --> 00:46:55.760]   So you have to measure that well.
[00:46:55.760 --> 00:46:59.240]   And I think if all of that were done very well
[00:46:59.240 --> 00:47:01.960]   by an independent source,
[00:47:01.960 --> 00:47:05.200]   that will be a very useful service to customers
[00:47:05.200 --> 00:47:08.440]   and in the services themselves.
[00:47:08.440 --> 00:47:11.640]   - Yeah, I'll point people to artificialanalysis.ai,
[00:47:11.640 --> 00:47:14.280]   which is a new one that recently emerged.
[00:47:14.280 --> 00:47:16.200]   I don't know if they've done it right.
[00:47:16.200 --> 00:47:19.640]   It looks like a side project of a couple people.
[00:47:19.640 --> 00:47:21.960]   But I think it's in all the provider's interest
[00:47:21.960 --> 00:47:23.880]   to work with them and ensure that there's
[00:47:23.880 --> 00:47:25.440]   an independent third party that's measuring
[00:47:25.440 --> 00:47:26.680]   these things, right?
[00:47:26.680 --> 00:47:28.200]   Yeah, at least on the baseline.
[00:47:28.200 --> 00:47:30.000]   For me, what's worrying is more about
[00:47:30.000 --> 00:47:32.520]   what Toa was saying, which is,
[00:47:32.520 --> 00:47:34.480]   do these benchmarks skew things in ways
[00:47:34.480 --> 00:47:38.240]   that customers might not be mindful of?
[00:47:38.240 --> 00:47:40.920]   Like, what are these things overemphasizing
[00:47:40.920 --> 00:47:43.720]   that we might be missing?
[00:47:43.720 --> 00:47:45.600]   And I don't really know.
[00:47:45.600 --> 00:47:48.080]   It seems like a lot of these services,
[00:47:48.080 --> 00:47:49.960]   a lot of the services bundled together,
[00:47:49.960 --> 00:47:52.920]   they're a version of quantization as well.
[00:47:52.920 --> 00:47:54.480]   So that means there's performance trade-offs.
[00:47:54.480 --> 00:47:56.480]   You're not comparing apples to apples,
[00:47:56.480 --> 00:47:58.080]   the same model itself,
[00:47:58.080 --> 00:48:00.840]   even though it's like a llama variant or whatever.
[00:48:00.840 --> 00:48:01.960]   So what do people trade off?
[00:48:01.960 --> 00:48:03.680]   They trade off latency, they trade off price.
[00:48:03.680 --> 00:48:05.320]   Obviously, those are the first two.
[00:48:05.320 --> 00:48:07.040]   But what else, right?
[00:48:07.040 --> 00:48:10.800]   What factors matter in the inference business?
[00:48:10.800 --> 00:48:12.760]   It's an open question.
[00:48:12.760 --> 00:48:14.920]   - Yeah, so I think there's also the throughput, right?
[00:48:14.920 --> 00:48:17.440]   So there's the time to first token, right?
[00:48:17.440 --> 00:48:19.440]   So, and then there are things that users
[00:48:19.440 --> 00:48:20.720]   do not often see, for example,
[00:48:20.720 --> 00:48:22.800]   the reliability, right, the capacity, right?
[00:48:22.800 --> 00:48:26.320]   So that also have impact on user experience
[00:48:26.320 --> 00:48:27.560]   at the global scale.
[00:48:27.560 --> 00:48:29.160]   Maybe not a single query, right?
[00:48:29.160 --> 00:48:31.760]   But in aggregation, you can also see a whole bunch of like,
[00:48:31.760 --> 00:48:34.360]   whether you are emphasizing P50, P95, right?
[00:48:34.360 --> 00:48:35.800]   So the whole bunch of things
[00:48:35.800 --> 00:48:37.240]   that you can actually play with.
[00:48:37.240 --> 00:48:39.920]   And of course, there's also quality, right?
[00:48:39.920 --> 00:48:41.040]   So there are different ways
[00:48:41.040 --> 00:48:43.200]   to actually make the whole thing faster,
[00:48:43.200 --> 00:48:44.880]   specification, quantization,
[00:48:44.880 --> 00:48:46.480]   or combination of those, right?
[00:48:46.480 --> 00:48:49.440]   So yeah, so there are so many things to actually play with.
[00:48:49.440 --> 00:48:51.000]   So they probably need a benchmark
[00:48:51.000 --> 00:48:54.240]   that the protocol is transparent
[00:48:54.240 --> 00:48:57.000]   to make sure it's very clear what we are doing,
[00:48:57.000 --> 00:48:59.440]   and a whole bunch of check on the quality
[00:48:59.440 --> 00:49:03.720]   to make sure we are putting the right group of stories
[00:49:03.720 --> 00:49:05.520]   in the same table, right?
[00:49:05.520 --> 00:49:07.680]   So I think then essentially,
[00:49:07.680 --> 00:49:10.200]   the user can actually navigate the space, right?
[00:49:10.200 --> 00:49:12.320]   So I think that's going to be good for everyone.
[00:49:12.320 --> 00:49:13.960]   - It's a very important field,
[00:49:13.960 --> 00:49:16.640]   and I think hopefully there's a good third party
[00:49:16.640 --> 00:49:18.440]   that emerges from this.
[00:49:18.440 --> 00:49:19.920]   So I just want to touch on one more piece,
[00:49:19.920 --> 00:49:23.640]   which is I think I am appreciating from this discussion
[00:49:23.640 --> 00:49:25.120]   that fine tuning is a bigger part of your business
[00:49:25.120 --> 00:49:25.960]   than I thought.
[00:49:27.400 --> 00:49:30.560]   The other big player in fine tuning is Mosaic.
[00:49:30.560 --> 00:49:31.720]   Well, Mosaic is more training,
[00:49:31.720 --> 00:49:35.440]   but there's a bunch of other players in the fine tuning space.
[00:49:35.440 --> 00:49:37.720]   If I was a prospective fine tuning customer,
[00:49:37.720 --> 00:49:39.200]   what do I come to you with?
[00:49:39.200 --> 00:49:42.000]   Do I come to you with my custom data and that's it?
[00:49:42.000 --> 00:49:45.000]   Do I also have to write the fine tuning code?
[00:49:45.000 --> 00:49:48.320]   What level of engagement do you do with your customers?
[00:49:48.320 --> 00:49:50.680]   - I think across the spectrum.
[00:49:50.680 --> 00:49:52.080]   So there are,
[00:49:55.000 --> 00:49:56.640]   our customers are training models,
[00:49:56.640 --> 00:49:57.960]   pre-training models from scratch,
[00:49:57.960 --> 00:50:02.960]   and many of them will bring their data sets
[00:50:02.960 --> 00:50:07.280]   and use our infrastructure and training stack
[00:50:07.280 --> 00:50:08.920]   to train their models.
[00:50:08.920 --> 00:50:10.720]   There are others who
[00:50:10.720 --> 00:50:17.440]   have trained smaller models and want to scale up,
[00:50:17.440 --> 00:50:20.120]   scale up across infrastructure, scale up across data.
[00:50:20.120 --> 00:50:21.880]   So we'll sort of help them do that.
[00:50:23.160 --> 00:50:25.960]   We will have customers who are sort of
[00:50:25.960 --> 00:50:28.480]   initially started a little bit more consultative.
[00:50:28.480 --> 00:50:31.600]   They have a particular task and idea in mind,
[00:50:31.600 --> 00:50:35.160]   and we will help them get from there to the data set
[00:50:35.160 --> 00:50:39.160]   and the right model to achieve that task.
[00:50:39.160 --> 00:50:44.160]   So it's a spectrum and our goal is to,
[00:50:44.160 --> 00:50:49.640]   we're trying to productize as much of this as possible
[00:50:49.640 --> 00:50:54.640]   so that the whole process can be fast and scalable.
[00:50:54.640 --> 00:50:59.560]   I would say there is a lot more understanding
[00:50:59.560 --> 00:51:00.640]   around fine tuning now.
[00:51:00.640 --> 00:51:02.400]   Like even the last six months,
[00:51:02.400 --> 00:51:06.560]   there are source tools, recipes,
[00:51:06.560 --> 00:51:11.360]   literature, podcasts, discord channels
[00:51:11.360 --> 00:51:15.040]   where people are figuring out,
[00:51:15.040 --> 00:51:17.360]   and it really is in many ways,
[00:51:17.360 --> 00:51:20.480]   one of the successes of open source is
[00:51:20.480 --> 00:51:24.520]   you have small collectives of
[00:51:24.520 --> 00:51:30.040]   engineers who have created,
[00:51:30.040 --> 00:51:31.920]   who are now creating the top models
[00:51:31.920 --> 00:51:34.080]   on open source leaderboards.
[00:51:34.080 --> 00:51:36.720]   And I have tried out all sorts of different
[00:51:36.720 --> 00:51:41.200]   sort of data recipes, creating synthetic data.
[00:51:41.200 --> 00:51:42.200]   >> Merging models.
[00:51:42.200 --> 00:51:43.760]   >> Merging models.
[00:51:43.760 --> 00:51:46.200]   So that's really fun to see.
[00:51:46.200 --> 00:51:50.760]   And I think that that sort of agency
[00:51:50.760 --> 00:51:53.520]   that exists now is exciting.
[00:51:53.520 --> 00:51:59.680]   And that is, we see a lot of that
[00:51:59.680 --> 00:52:03.360]   sort of being applied into products
[00:52:03.360 --> 00:52:06.440]   and more sort of commercial,
[00:52:06.440 --> 00:52:09.600]   more commercial models that people are deploying
[00:52:09.600 --> 00:52:11.000]   in their applications.
[00:52:11.000 --> 00:52:13.720]   >> And then just to, I guess, wrap up the together,
[00:52:13.720 --> 00:52:15.560]   it's almost becoming like a platform.
[00:52:15.560 --> 00:52:17.040]   >> Yeah, it's a service.
[00:52:17.040 --> 00:52:19.920]   Because now you release together embeddings.
[00:52:19.920 --> 00:52:24.920]   How did you get 92.5 accuracy on 32K retrieval?
[00:52:24.920 --> 00:52:28.080]   And do you think we're kind of like getting to
[00:52:28.080 --> 00:52:29.920]   embeddings or just like,
[00:52:29.920 --> 00:52:31.600]   we did everything that we could,
[00:52:31.600 --> 00:52:33.640]   we're getting to the most optimized it's going to get
[00:52:33.640 --> 00:52:36.280]   and then we should just focus on models and inference?
[00:52:36.280 --> 00:52:39.160]   Or do you think there's still room there to improve?
[00:52:39.160 --> 00:52:42.000]   >> Oh, I don't think we haven't even got started on embedding.
[00:52:42.000 --> 00:52:44.240]   Yeah, so I think there are so many things.
[00:52:44.240 --> 00:52:47.800]   So like embedding is really fundamental for many things,
[00:52:47.800 --> 00:52:49.040]   for example, for rack, right?
[00:52:49.040 --> 00:52:50.240]   So deep in application,
[00:52:50.240 --> 00:52:52.080]   so that's how people bring knowledge in.
[00:52:52.080 --> 00:52:54.280]   That's also the fundamental piece
[00:52:54.280 --> 00:52:56.320]   when you want to build a better model, right?
[00:52:56.320 --> 00:52:57.720]   So that's give you this understanding
[00:52:57.720 --> 00:52:59.600]   about what actually get into the model.
[00:52:59.600 --> 00:53:00.680]   You can actually use that
[00:53:00.680 --> 00:53:02.080]   to actually build a better data side,
[00:53:02.080 --> 00:53:03.120]   get a better model,
[00:53:03.120 --> 00:53:04.120]   then get better embedding,
[00:53:04.120 --> 00:53:05.680]   you'll start this loop, right?
[00:53:05.680 --> 00:53:07.040]   Without the good embedding,
[00:53:07.040 --> 00:53:08.760]   the loop is now closed, right?
[00:53:08.760 --> 00:53:11.520]   So I think both on the quality side,
[00:53:11.520 --> 00:53:14.280]   how to embed more like dedicated semantics,
[00:53:14.280 --> 00:53:15.880]   like into those vectors,
[00:53:15.880 --> 00:53:17.840]   how to deal with negation, for example, right?
[00:53:17.840 --> 00:53:20.640]   So, and how can you make the whole thing
[00:53:20.640 --> 00:53:22.600]   really, really fast, right?
[00:53:22.600 --> 00:53:26.320]   So I don't think we have like scratched the surface,
[00:53:26.320 --> 00:53:28.800]   like even a little bit.
[00:53:28.800 --> 00:53:33.320]   So I think for the next couple years,
[00:53:33.320 --> 00:53:36.040]   yeah, we will see a whole bunch of new embeddings,
[00:53:36.040 --> 00:53:38.560]   maybe of different size
[00:53:38.560 --> 00:53:41.120]   and much, much faster than today.
[00:53:41.120 --> 00:53:42.160]   So I think, yeah.
[00:53:42.160 --> 00:53:43.960]   So I think it's a very active research area.
[00:53:43.960 --> 00:53:45.600]   I think people should invest more.
[00:53:45.600 --> 00:53:46.440]   Yeah.
[00:53:46.440 --> 00:53:47.960]   - Yeah. I was surprised to see,
[00:53:47.960 --> 00:53:50.920]   I think Gina or, yeah, there's Gina AI.
[00:53:50.920 --> 00:53:51.760]   - Yeah.
[00:53:51.760 --> 00:53:53.680]   - And then there's another guy,
[00:53:53.680 --> 00:53:54.920]   Teng Yu's Voyage.
[00:53:54.920 --> 00:53:56.320]   - Yeah.
[00:53:56.320 --> 00:53:57.760]   - Just they're the only,
[00:53:57.760 --> 00:53:58.840]   they're coming out as startups,
[00:53:58.840 --> 00:54:00.400]   purely focused on embeddings.
[00:54:00.400 --> 00:54:01.240]   - Yeah.
[00:54:01.240 --> 00:54:02.080]   Yeah. So, yeah.
[00:54:02.080 --> 00:54:03.880]   So I think it's a very,
[00:54:03.880 --> 00:54:06.360]   very important piece of the system, right?
[00:54:06.360 --> 00:54:07.200]   - Yeah.
[00:54:07.200 --> 00:54:10.200]   - So you people haven't focused on a lot on them before,
[00:54:10.200 --> 00:54:11.840]   and they should definitely start to do that.
[00:54:11.840 --> 00:54:12.680]   - Yeah.
[00:54:12.680 --> 00:54:15.720]   Why are the Chinese universities so good at embeddings?
[00:54:15.720 --> 00:54:16.560]   (laughing)
[00:54:16.560 --> 00:54:17.520]   You know what I mean, right?
[00:54:17.520 --> 00:54:18.680]   Like the BGE and-
[00:54:18.680 --> 00:54:19.520]   - Yeah, yeah, yeah.
[00:54:19.520 --> 00:54:21.800]   So, actually I don't know.
[00:54:21.800 --> 00:54:22.640]   Yeah.
[00:54:22.640 --> 00:54:26.720]   So I think embedding is something that,
[00:54:26.720 --> 00:54:28.720]   I don't know.
[00:54:28.720 --> 00:54:30.400]   We just released our first embedding model.
[00:54:30.400 --> 00:54:33.280]   So we still try to learn how to build a better model.
[00:54:33.280 --> 00:54:34.120]   Yeah.
[00:54:34.120 --> 00:54:35.320]   So ask me again in six months.
[00:54:35.320 --> 00:54:36.160]   - Okay.
[00:54:36.160 --> 00:54:37.000]   - I'll probably have more insight
[00:54:37.000 --> 00:54:37.920]   about how to build a better one.
[00:54:37.920 --> 00:54:40.320]   - I just noticed that you saw 8002
[00:54:40.320 --> 00:54:42.480]   was used to be at the top of the MTB chart,
[00:54:42.480 --> 00:54:44.640]   and then it's just like sliding down and down and down,
[00:54:44.640 --> 00:54:46.480]   and all the new models are coming out of China
[00:54:46.480 --> 00:54:47.320]   for some reason.
[00:54:47.320 --> 00:54:48.160]   - Yeah.
[00:54:48.160 --> 00:54:49.280]   - And I'm like, I don't know what's going on there.
[00:54:49.280 --> 00:54:51.400]   (laughing)
[00:54:51.400 --> 00:54:52.320]   Okay, cool.
[00:54:52.320 --> 00:54:54.520]   So we cannot leave this discussion
[00:54:54.520 --> 00:54:56.480]   without talking about state space models.
[00:54:56.480 --> 00:54:57.320]   But first of all,
[00:54:57.320 --> 00:54:59.000]   how much of the company is dedicated to research?
[00:54:59.000 --> 00:55:02.440]   Like it's obviously like not production quality yet, but-
[00:55:02.440 --> 00:55:06.760]   - It's like 40, 45% I was counting this morning.
[00:55:07.680 --> 00:55:08.520]   - That's huge.
[00:55:08.520 --> 00:55:09.360]   - Yeah, so that's-
[00:55:09.360 --> 00:55:10.440]   - That's a big investment.
[00:55:10.440 --> 00:55:11.280]   - Yeah.
[00:55:11.280 --> 00:55:12.120]   - Okay.
[00:55:12.120 --> 00:55:14.480]   Well, I mean, it looks like it's paying off, so, you know.
[00:55:14.480 --> 00:55:17.360]   But so, and then high level,
[00:55:17.360 --> 00:55:21.160]   I will confess or admit or mention
[00:55:21.160 --> 00:55:24.240]   for the listeners who are also similarly skeptical,
[00:55:24.240 --> 00:55:26.760]   I did not used to care about long context
[00:55:26.760 --> 00:55:28.280]   because I was like, you know,
[00:55:28.280 --> 00:55:30.720]   30K is enough, 100K is enough, right?
[00:55:30.720 --> 00:55:34.560]   I'm not, you know, modeling DNA sequences
[00:55:34.560 --> 00:55:35.400]   or anything like that.
[00:55:35.400 --> 00:55:37.560]   Why do I need long context?
[00:55:37.560 --> 00:55:40.440]   And I mean, first of all, I'll throw that open to you.
[00:55:40.440 --> 00:55:43.240]   But second of all, I think what Mamba did for me
[00:55:43.240 --> 00:55:45.240]   was change that perception of that.
[00:55:45.240 --> 00:55:46.840]   It's only about a long context.
[00:55:46.840 --> 00:55:49.320]   Like the only reason you want
[00:55:49.320 --> 00:55:51.800]   some sub-quadratic architectures is for long context.
[00:55:51.800 --> 00:55:52.640]   Actually, that's not true.
[00:55:52.640 --> 00:55:54.960]   It is also just more efficient to train, period.
[00:55:54.960 --> 00:55:56.280]   Right, I'll just leave that open to you.
[00:55:56.280 --> 00:55:58.120]   Like what's the motivation
[00:55:58.120 --> 00:55:59.800]   that people should keep in their heads?
[00:55:59.800 --> 00:56:00.640]   - Yeah, yeah.
