
[00:00:00.000 --> 00:00:03.200]   Well, good morning.
[00:38:04.940 --> 00:38:08.940]   Bible says you're failing, and you're failing miserably
[00:38:08.940 --> 00:38:10.100]   when you don't do that.
[00:38:10.100 --> 00:38:16.500]   This has become maybe a major sinful issue in your life.
[00:38:16.500 --> 00:38:20.140]   You're harsh, you're demanding,
[00:38:20.140 --> 00:38:22.900]   you're upset all the time at her,
[00:38:22.900 --> 00:38:26.340]   you're angry at her all the time.
[00:38:26.340 --> 00:38:28.940]   You would not do that in relationship
[00:38:28.940 --> 00:38:32.420]   to something of extreme value in your life.
[00:38:32.420 --> 00:38:36.460]   You would treasure it, you would protect it.
[00:38:36.460 --> 00:38:40.080]   You treat her as if there is no value.
[00:38:40.080 --> 00:38:44.700]   No, no, no, the Bible says God is the one
[00:38:44.700 --> 00:38:47.220]   who gave that precious gift to you,
[00:38:47.220 --> 00:38:50.660]   and it's up to you to treat that gift
[00:38:50.660 --> 00:38:54.960]   with the utmost lovable stewardship you can.
[00:38:55.960 --> 00:39:00.960]   Treat her with utmost respect as a fifth century Ming Voss
[00:39:00.960 --> 00:39:03.880]   worth millions and millions.
[00:39:03.880 --> 00:39:07.460]   That is your responsibility.
[00:39:07.460 --> 00:39:10.160]   Give honor to her.
[00:39:10.160 --> 00:39:12.920]   And then it says this, your learning her
[00:39:12.920 --> 00:39:14.760]   affects your spiritual life.
[00:39:14.760 --> 00:39:17.920]   Your learning her affects your spiritual life.
[00:39:17.920 --> 00:39:21.000]   That means this, that her problems become your problems.
[00:39:21.000 --> 00:39:22.560]   He says that in verse seven.
[00:39:22.560 --> 00:39:27.560]   He says, "As heirs with you the gracious gift of life
[00:39:27.560 --> 00:39:34.840]   "so that your prayers will not be hindered," he says.
[00:39:34.840 --> 00:39:37.080]   Godly husbands don't say she made the mess,
[00:39:37.080 --> 00:39:39.440]   she'll just have to take care of it herself.
[00:39:39.440 --> 00:39:40.920]   Godly husbands don't say that.
[00:39:40.920 --> 00:39:44.480]   All of my wife's problems are my problems,
[00:39:44.480 --> 00:39:47.080]   but not all of my problems are her problems.
[00:39:48.800 --> 00:39:53.800]   All of my wife's problems are my problems
[00:39:53.800 --> 00:39:58.160]   as part of leadership, every single one.
[00:39:58.160 --> 00:39:59.600]   That's my responsibility.
[00:39:59.600 --> 00:40:04.520]   So I'm not gonna demean her or try to act
[00:40:04.520 --> 00:40:07.600]   like she's making mountains out of molehills
[00:40:07.600 --> 00:40:09.560]   when she presents problems to me.
[00:40:09.560 --> 00:40:13.900]   If it's a problem to her, then it is a problem to me.
[00:40:13.900 --> 00:40:16.680]   That's really key.
[00:40:17.540 --> 00:40:19.720]   I'm not gonna dismiss her, I'm not gonna act
[00:40:19.720 --> 00:40:22.960]   like it's trivial, I'm gonna do my best
[00:40:22.960 --> 00:40:23.800]   to address that problem.
[00:40:23.800 --> 00:40:25.560]   Now, my wife knows that I cannot solve
[00:40:25.560 --> 00:40:26.800]   every problem in her life.
[00:40:26.800 --> 00:40:27.680]   She knows that.
[00:40:27.680 --> 00:40:33.600]   I'm not God, I can't do that, but just the fact
[00:40:33.600 --> 00:40:37.920]   that she knows that I'm interested in all the problems
[00:40:37.920 --> 00:40:42.020]   in her life makes the difference, you follow me?
[00:40:42.020 --> 00:40:46.880]   This is really important, the fact that she knows that.
[00:40:46.880 --> 00:40:48.320]   So you're learning her.
[00:40:48.320 --> 00:40:49.640]   If you ever wonder why your prayers
[00:40:49.640 --> 00:40:52.200]   are not getting any higher than the ceiling,
[00:40:52.200 --> 00:40:54.680]   then you need to check your relationship to your wife.
[00:40:54.680 --> 00:40:56.880]   God's not listening to me, you may say.
[00:40:56.880 --> 00:40:58.760]   The first thing you do is you check your relationship
[00:40:58.760 --> 00:41:01.160]   with your wife so that your prayers
[00:41:01.160 --> 00:41:03.040]   will not be hindered, he says.
[00:41:03.040 --> 00:41:08.240]   God says, listen, don't pretend to be spiritual
[00:41:08.240 --> 00:41:11.880]   and pray to me and treat your wife in an ungodly way.
[00:41:11.880 --> 00:41:14.240]   I'm not gonna listen to you, God says.
[00:41:14.240 --> 00:41:15.260]   I'm not gonna listen to your prayers.
[00:41:15.260 --> 00:41:17.320]   I'm not interested in anything you have to say
[00:41:17.320 --> 00:41:19.680]   until you start treating your wife well.
[00:41:19.680 --> 00:41:22.300]   That's pretty significant.
[00:41:22.300 --> 00:41:25.460]   This is important.
[00:41:25.460 --> 00:41:31.360]   So the second thing, by the way, take your Bible,
[00:41:31.360 --> 00:41:33.040]   let's go over to Ephesians chapter five.
[00:41:33.040 --> 00:41:34.880]   The first thing you gotta remember is to be
[00:41:34.880 --> 00:41:36.400]   a godly husband, you gotta be a learner.
[00:41:36.400 --> 00:41:39.000]   The second thing is you need to be a Christ-like lover.
[00:41:39.000 --> 00:41:40.520]   What are we talking about here?
[00:41:40.520 --> 00:41:42.080]   Ephesians chapter five, verse 25.
[00:41:42.080 --> 00:41:44.800]   Husbands, love your wives as Christ loved the church
[00:41:44.800 --> 00:41:48.260]   and gave himself up for her.
[00:41:48.260 --> 00:41:51.060]   So I've gotta be a learner.
[00:41:51.060 --> 00:41:54.720]   The second thing is I gotta be a lover, a Christ-like lover.
[00:41:54.720 --> 00:41:57.720]   Now, what is the love that a man is supposed to have
[00:41:57.720 --> 00:41:59.860]   for a woman because our American culture
[00:41:59.860 --> 00:42:02.080]   doesn't help us here at all.
[00:42:02.080 --> 00:42:04.120]   The popular view of a man's love for a woman
[00:42:04.120 --> 00:42:06.740]   is a macho sexual conquest type of a love.
[00:42:06.740 --> 00:42:09.640]   I'll show her I love her, I'll grab her and drag her to bed.
[00:42:09.640 --> 00:42:11.480]   That's the way I show her I love her.
[00:42:11.480 --> 00:42:16.180]   But that is not at all the way that God describes love.
[00:42:16.180 --> 00:42:19.800]   Anyone can take from a woman,
[00:42:19.800 --> 00:42:23.280]   but it takes a biblical man to give.
[00:42:23.280 --> 00:42:25.640]   Let me give you an illustration of this.
[00:42:25.640 --> 00:42:29.520]   When you see the word to give, or excuse me,
[00:42:29.520 --> 00:42:33.440]   the word love in the New Testament,
[00:42:33.440 --> 00:42:38.400]   it's usually accompanied with the action verb to give.
[00:42:38.400 --> 00:42:43.400]   God so loved the world that he gave, right?
[00:42:43.400 --> 00:42:48.760]   That's John chapter three, verse 16.
[00:42:48.760 --> 00:42:50.560]   Galatians chapter two and verse 20.
[00:42:50.560 --> 00:42:55.560]   Christ loved us and gave himself up for us.
[00:42:55.560 --> 00:42:58.400]   Ephesians 5:25, we just read this.
[00:42:58.400 --> 00:43:01.100]   Husbands, love your wives as Christ loved the church
[00:43:01.100 --> 00:43:04.920]   and gave himself up for her.
[00:43:04.920 --> 00:43:09.160]   Biblical love does not take from a woman.
[00:43:09.160 --> 00:43:12.680]   Biblical love gives to a woman.
[00:43:12.680 --> 00:43:14.520]   There's a difference between the two.
[00:43:14.520 --> 00:43:18.640]   So biblical love, I want to suggest to you,
[00:43:18.640 --> 00:43:21.500]   is the real test of masculinity.
[00:43:21.500 --> 00:43:26.440]   Because God-like love gives
[00:43:26.440 --> 00:43:29.320]   without expecting anything in return.
[00:43:29.320 --> 00:43:31.760]   And by the way, God has so designed her life
[00:43:31.760 --> 00:43:34.200]   that when you are constantly giving to her,
[00:43:34.200 --> 00:43:37.080]   her heart is naturally responsive to that
[00:43:37.080 --> 00:43:40.400]   and want to be reciprocal in a similar way.
[00:43:40.400 --> 00:43:42.980]   That's the way God designed that woman's heart.
[00:43:42.980 --> 00:43:46.440]   But you are not doing it to get anything
[00:43:46.440 --> 00:43:48.400]   out of her or from her.
[00:43:48.400 --> 00:43:51.680]   You're doing it because you're being God-like
[00:43:51.680 --> 00:43:54.680]   in giving love, whether she reciprocates or not
[00:43:54.680 --> 00:43:56.000]   is not the issue.
[00:43:56.000 --> 00:43:58.720]   You're doing it in a unilateral fashion.
[00:43:58.720 --> 00:43:59.760]   That's really key.
[00:44:02.280 --> 00:44:05.040]   Without any kind of expectations
[00:44:05.040 --> 00:44:06.480]   attached to that love at all.
[00:44:06.480 --> 00:44:09.680]   That's the real test of masculinity.
[00:44:09.680 --> 00:44:10.520]   Why?
[00:44:10.520 --> 00:44:13.160]   Because we don't take from our wives.
[00:44:13.160 --> 00:44:16.360]   We give to them, we give to them, we give to them.
[00:44:16.360 --> 00:44:17.520]   That's what we do.
[00:44:17.520 --> 00:44:20.840]   Everybody knows that little saying in our household,
[00:44:20.840 --> 00:44:24.880]   if mom ain't happy, ain't nobody happy, right?
[00:44:24.880 --> 00:44:27.160]   That's right, we know it.
[00:44:27.160 --> 00:44:29.620]   She is the queen of our castle.
[00:44:29.620 --> 00:44:31.880]   And I'm not the king, I'm her servant.
[00:44:32.880 --> 00:44:34.400]   I want the kids to know that.
[00:44:34.400 --> 00:44:37.320]   She's the queen.
[00:44:37.320 --> 00:44:39.000]   Mama is the queen.
[00:44:39.000 --> 00:44:41.920]   Even my grandkids know that.
[00:44:41.920 --> 00:44:45.880]   She is.
[00:44:45.880 --> 00:44:47.560]   That's the way it should be.
[00:44:47.560 --> 00:44:50.120]   Now, what degrees should we show this kind of love?
[00:44:50.120 --> 00:44:51.020]   To what degree?
[00:44:51.020 --> 00:44:52.540]   Well, notice this.
[00:44:52.540 --> 00:44:56.940]   That we're supposed to love as Christ loved.
[00:44:56.940 --> 00:44:58.880]   That's what verse 25 says.
[00:44:58.880 --> 00:45:00.560]   Well, how did he love?
[00:45:00.560 --> 00:45:01.760]   Well, look at this.
[00:45:01.760 --> 00:45:03.760]   One thing we know, 1 John 4, 19,
[00:45:03.760 --> 00:45:06.520]   we love him because he what?
[00:45:06.520 --> 00:45:08.000]   First loved us, right?
[00:45:08.000 --> 00:45:10.100]   So he was a first type lover.
[00:45:10.100 --> 00:45:13.880]   We don't wait for our wives to love us.
[00:45:13.880 --> 00:45:18.200]   We are the ones, as men, who initiate the love.
[00:45:18.200 --> 00:45:19.780]   I'll never forget, several years ago,
[00:45:19.780 --> 00:45:20.880]   having a husband and wife come in.
[00:45:20.880 --> 00:45:23.320]   They were having some pretty serious marital problems
[00:45:23.320 --> 00:45:24.160]   in counseling.
[00:45:24.160 --> 00:45:25.200]   At one point in the counseling,
[00:45:25.200 --> 00:45:27.600]   he sort of sat back in his chair and he folded his arm.
[00:45:27.600 --> 00:45:30.000]   He says, "There's no love in this household."
[00:45:30.000 --> 00:45:32.840]   And he kind of looked at her with a scathing look.
[00:45:32.840 --> 00:45:34.400]   I'm going, "Whoa."
[00:45:34.400 --> 00:45:36.400]   I wanted to pull out a mirror and stick it in his face
[00:45:36.400 --> 00:45:37.640]   and say, "Why not?"
[00:45:37.640 --> 00:45:41.340]   Because it's not her job.
[00:45:41.340 --> 00:45:42.880]   It's his job.
[00:45:42.880 --> 00:45:44.880]   If we're gonna love as Christ loved,
[00:45:44.880 --> 00:45:47.080]   we love him because he first loved us.
[00:45:47.080 --> 00:45:48.880]   We're gonna be first type lovers.
[00:45:48.880 --> 00:45:51.880]   We're the ones that are going to initiate the love.
[00:45:51.880 --> 00:45:54.520]   It's not her job to do that.
[00:45:54.520 --> 00:45:55.960]   It's your job to do that.
[00:45:55.960 --> 00:45:57.880]   We're gonna love as Christ loved.
[00:45:57.880 --> 00:45:59.160]   Wow.
[00:45:59.160 --> 00:46:02.160]   Second thing, verse 25 of Ephesians says
[00:46:02.160 --> 00:46:08.640]   that Christ loved us and gave himself up for us.
[00:46:08.640 --> 00:46:10.760]   So we're not just gonna love first.
[00:46:10.760 --> 00:46:12.520]   We're gonna love most.
[00:46:12.520 --> 00:46:16.160]   In other words, of the two, the husband and the wife,
[00:46:16.160 --> 00:46:20.200]   you've gotta overwhelm her with your love
[00:46:20.200 --> 00:46:23.000]   instead of her overwhelming you with her love.
[00:46:23.000 --> 00:46:27.560]   You need to overwhelm her with your love.
[00:46:27.560 --> 00:46:29.960]   You're doing the most.
[00:46:29.960 --> 00:46:34.160]   And then 1 John 3:18 talks about,
[00:46:34.160 --> 00:46:36.360]   "Let us not love in word, neither in tongue,
[00:46:36.360 --> 00:46:40.320]   "but in deed and in truth."
[00:46:40.320 --> 00:46:43.580]   That means we don't just tell her that we love her.
[00:46:43.580 --> 00:46:47.320]   I talk about this when I train men in pastoral ministry
[00:46:47.320 --> 00:46:49.980]   and we train counselors in our graduate program.
[00:46:49.980 --> 00:46:52.080]   I talk about the fact that, listen,
[00:46:52.080 --> 00:46:55.760]   don't tell people that you're counseling,
[00:46:55.760 --> 00:46:58.720]   all right, Tom, I want you to go home this week
[00:46:58.720 --> 00:47:00.200]   and love Trudy.
[00:47:00.200 --> 00:47:02.320]   You know what that means to Tom?
[00:47:02.320 --> 00:47:03.640]   That means he's gonna go home
[00:47:03.640 --> 00:47:05.480]   and he's gonna sit down in his easy chair
[00:47:05.480 --> 00:47:07.080]   and emote love towards her.
[00:47:07.080 --> 00:47:13.260]   Okay, I love Trudy this week.
[00:47:13.260 --> 00:47:16.800]   No, no, no, no, no, no, no.
[00:47:16.800 --> 00:47:20.840]   Let us not love in word, neither in tongue,
[00:47:20.840 --> 00:47:22.600]   but in deed and in truth.
[00:47:22.600 --> 00:47:26.960]   That means not falsely, but truthfully,
[00:47:26.960 --> 00:47:29.360]   not with a fake or facade.
[00:47:29.360 --> 00:47:33.840]   Genuinely, she's gotta see it in the deeds that we do.
[00:47:33.840 --> 00:47:36.720]   So if we're gonna love as Christ loved,
[00:47:36.720 --> 00:47:38.520]   we're gonna love first, we're gonna love most,
[00:47:38.520 --> 00:47:40.920]   and we're gonna love unmistakably.
[00:47:40.920 --> 00:47:41.760]   Those three things.
[00:47:41.760 --> 00:47:44.040]   If we're gonna love as Christ loved,
[00:47:44.040 --> 00:47:45.920]   we're gonna love first, we're gonna love most,
[00:47:45.920 --> 00:47:47.540]   we're gonna love unmistakably.
[00:47:47.540 --> 00:47:50.240]   That's the way Christ loved.
[00:47:50.240 --> 00:47:51.500]   Now notice this.
[00:47:51.500 --> 00:47:54.880]   Now, gentlemen, you really do need a fastener seatbelt,
[00:47:54.880 --> 00:47:56.280]   put your crash helmets on,
[00:47:56.280 --> 00:48:00.320]   and you may wanna add a flak vest to it now, all right?
[00:48:00.320 --> 00:48:01.480]   Are you ready?
[00:48:01.480 --> 00:48:03.800]   Look at Ephesians 5 now.
[00:48:03.800 --> 00:48:05.720]   Drop down to verse 28.
[00:48:05.720 --> 00:48:08.800]   In the same way.
[00:48:08.800 --> 00:48:09.620]   Now in what way?
[00:48:09.620 --> 00:48:11.280]   In the way that Christ loved us.
[00:48:11.280 --> 00:48:16.280]   Husbands should love their wives as their own bodies.
[00:48:16.280 --> 00:48:19.880]   So we're not supposed to just love them as Christ,
[00:48:19.880 --> 00:48:21.480]   we're supposed to love them as our own bodies.
[00:48:21.480 --> 00:48:22.960]   What does that mean?
[00:48:22.960 --> 00:48:26.480]   Nowhere in the Bible does it ever say we hate ourselves.
[00:48:26.480 --> 00:48:27.780]   Nowhere in the Bible does it ever say
[00:48:27.780 --> 00:48:29.800]   we love ourselves too little.
[00:48:29.800 --> 00:48:32.560]   The Bible is constantly replete with the idea,
[00:48:32.560 --> 00:48:34.900]   and all that comes out of psychology,
[00:48:34.900 --> 00:48:37.340]   and has been adopted into a lot of Christian psychology
[00:48:37.340 --> 00:48:38.300]   to get day.
[00:48:38.300 --> 00:48:39.740]   That's not biblical at all.
[00:48:39.740 --> 00:48:41.260]   The Bible is replete with warnings
[00:48:41.260 --> 00:48:43.440]   that we love ourselves way too much.
[00:48:43.440 --> 00:48:47.380]   I mean, some of you guys love yourself really good.
[00:48:47.380 --> 00:48:50.580]   I mean, I can tell.
[00:48:50.580 --> 00:48:52.420]   I watched some of you back there
[00:48:52.420 --> 00:48:54.440]   with those rolls and donuts.
[00:48:54.440 --> 00:48:57.620]   All right?
[00:48:57.620 --> 00:49:00.020]   You are loving on yourself, man.
[00:49:00.020 --> 00:49:04.860]   You do really, when you're hurt, what do you do?
[00:49:04.860 --> 00:49:07.540]   You bandage yourself when you're thirsty.
[00:49:07.540 --> 00:49:09.740]   You get something to drink when you're hungry.
[00:49:09.740 --> 00:49:11.340]   You get something to eat.
[00:49:11.340 --> 00:49:15.320]   You do, when you're cold, you make sure that you're warm.
[00:49:15.320 --> 00:49:17.260]   By the way, I understand here in South Florida,
[00:49:17.260 --> 00:49:19.580]   cold is 80 degree weather.
[00:49:19.580 --> 00:49:23.380]   So when you're warm, you make sure you get cool.
[00:49:23.380 --> 00:49:25.420]   All right?
[00:49:25.420 --> 00:49:27.340]   So you take really good care of your,
[00:49:27.340 --> 00:49:29.900]   if you took as good a care of your wife
[00:49:29.900 --> 00:49:34.140]   as you do of yourself, you'd have a great marriage.
[00:49:34.140 --> 00:49:35.700]   The Bible actually assumes
[00:49:35.700 --> 00:49:38.980]   that husbands already love themselves a lot.
[00:49:38.980 --> 00:49:41.020]   It assumes that.
[00:49:41.020 --> 00:49:44.820]   This is what Jesus said, by the way, as well.
[00:49:44.820 --> 00:49:46.420]   Matthew 19, when he says,
[00:49:47.340 --> 00:49:49.380]   the Pharisees confronted him
[00:49:49.380 --> 00:49:51.380]   about what's the greatest commandment in the law,
[00:49:51.380 --> 00:49:53.420]   and Jesus said, "Love the Lord your God
[00:49:53.420 --> 00:49:54.660]   "with all your heart, soul, mind, and strength,
[00:49:54.660 --> 00:49:56.660]   "and love your neighbor as yourself."
[00:49:56.660 --> 00:49:58.900]   Jesus was not saying you need to love yourself.
[00:49:58.900 --> 00:50:02.500]   Jesus was saying you need to love your neighbor
[00:50:02.500 --> 00:50:05.160]   as passionately as you already love yourself.
[00:50:05.160 --> 00:50:06.500]   You're supposed to love God
[00:50:06.500 --> 00:50:08.860]   as passionately as you already love yourself.
[00:50:08.860 --> 00:50:09.680]   Why?
[00:50:09.680 --> 00:50:10.520]   Because in the very next verse,
[00:50:10.520 --> 00:50:13.060]   he says, "Upon these two commands," not three,
[00:50:13.060 --> 00:50:15.260]   "these two commands, the entire law hangs."
[00:50:15.260 --> 00:50:16.080]   What does that?
[00:50:16.080 --> 00:50:18.180]   How much we love God and how much we love other people.
[00:50:18.180 --> 00:50:20.860]   The Bible actually assumes we love ourselves an awful lot,
[00:50:20.860 --> 00:50:25.020]   and if we loved ourselves less and loved other people more,
[00:50:25.020 --> 00:50:27.380]   we'd have great relationships.
[00:50:27.380 --> 00:50:30.380]   Husbands need to love their wives more
[00:50:30.380 --> 00:50:33.780]   than the natural tendency to love self.
[00:50:33.780 --> 00:50:34.720]   That's the idea.
[00:50:34.720 --> 00:50:38.080]   This is such a key thing.
[00:50:38.080 --> 00:50:38.920]   Why?
[00:50:38.920 --> 00:50:40.740]   Well, because this is the kind of love
[00:50:40.740 --> 00:50:42.940]   that overcomes bitterness.
[00:50:44.180 --> 00:50:48.640]   Colossians chapter three and verse 19 says this.
[00:50:48.640 --> 00:50:51.300]   "Husbands, love your wives
[00:50:51.300 --> 00:50:55.480]   "and do not be harsh or embittered with them."
[00:50:55.480 --> 00:50:58.440]   The way the Greek construction of that sentence implies
[00:50:58.440 --> 00:51:01.400]   that when you're genuinely loving your wife,
[00:51:01.400 --> 00:51:04.860]   it's impossible for you to hold on to bitterness towards her.
[00:51:04.860 --> 00:51:08.600]   I know that because in counseling,
[00:51:08.600 --> 00:51:10.600]   I've had a lot of men say to me,
[00:51:10.600 --> 00:51:11.840]   "Well, you don't understand.
[00:51:11.840 --> 00:51:13.680]   "My wife has a sharp tongue.
[00:51:13.680 --> 00:51:15.940]   "She can slice you and dice you with it."
[00:51:15.940 --> 00:51:17.840]   All right?
[00:51:17.840 --> 00:51:18.660]   She has a sharp tongue.
[00:51:18.660 --> 00:51:20.640]   For years, this is what she's done in our marriage.
[00:51:20.640 --> 00:51:21.960]   (vocalizing)
[00:51:21.960 --> 00:51:25.760]   And usually, women are better verbally than men are,
[00:51:25.760 --> 00:51:27.880]   and so they go after their husbands verbally,
[00:51:27.880 --> 00:51:29.840]   and then the husbands react physically,
[00:51:29.840 --> 00:51:31.540]   and they get, "Oh, oh, what has happened here?
[00:51:31.540 --> 00:51:32.380]   "I don't understand.
[00:51:32.380 --> 00:51:33.200]   "What has happened?"
[00:51:33.200 --> 00:51:35.800]   It's because, da-da-da-da-da-da-da-da-da-da-da,
[00:51:35.800 --> 00:51:36.760]   what has happened.
[00:51:36.760 --> 00:51:40.960]   And so, but he's held onto this bitterness
[00:51:40.960 --> 00:51:43.220]   in his heart for a long, long time.
[00:51:44.180 --> 00:51:47.780]   He's held onto this, and he refuses not to be bitter,
[00:51:47.780 --> 00:51:49.640]   and I explained to him, "Now, listen.
[00:51:49.640 --> 00:51:51.820]   "Imagine for a moment I have two large horses,
[00:51:51.820 --> 00:51:53.480]   "one on this side going that direction,
[00:51:53.480 --> 00:51:55.140]   "one on that side going that direction,
[00:51:55.140 --> 00:51:57.180]   "and you got a hold of both of their tails.
[00:51:57.180 --> 00:51:59.420]   "One horse on this side is bitterness.
[00:51:59.420 --> 00:52:01.900]   "The other horse on this side is love,
[00:52:01.900 --> 00:52:04.300]   "and God says, 'Giddy up!'"
[00:52:04.300 --> 00:52:09.040]   At some particular point, you're gonna have to choose
[00:52:09.040 --> 00:52:10.380]   which one to let go of.
[00:52:10.380 --> 00:52:13.300]   You cannot hold onto your bitterness,
[00:52:13.300 --> 00:52:15.780]   and at the same time, hold onto your love for her.
[00:52:15.780 --> 00:52:16.640]   You can't do that.
[00:52:16.640 --> 00:52:21.680]   Now, hopefully, you're going to let go of your bitterness,
[00:52:21.680 --> 00:52:25.320]   and you're gonna hold onto your love for her.
[00:52:25.320 --> 00:52:30.320]   It is this kind of love that overcomes bitterness.
[00:52:30.320 --> 00:52:32.100]   Well, you don't know what my wife has done.
[00:52:32.100 --> 00:52:34.620]   Yeah, I don't know what your wife has done in the past.
[00:52:34.620 --> 00:52:36.260]   Maybe she's done some wicked things.
[00:52:36.260 --> 00:52:38.420]   Maybe she's done some bad things.
[00:52:38.420 --> 00:52:41.020]   But this is where a forgiving, loving heart
[00:52:41.020 --> 00:52:42.860]   makes all the difference in the world
[00:52:42.860 --> 00:52:45.660]   and can return sweetness to your marriage.
[00:52:45.660 --> 00:52:47.160]   You've gotta determine to do it,
[00:52:47.160 --> 00:52:50.480]   and the ball is in your court as a husband to do that.
[00:52:50.480 --> 00:52:52.480]   It's in your court.
[00:52:52.480 --> 00:52:54.920]   This is really important.
[00:52:54.920 --> 00:52:56.140]   So the first thing you gotta remember
[00:52:56.140 --> 00:52:58.040]   is you gotta be a learner.
[00:52:58.040 --> 00:52:59.460]   The second thing you gotta remember
[00:52:59.460 --> 00:53:01.220]   is be a Christlike lover.
[00:53:01.220 --> 00:53:05.260]   But the third thing, let's go back to Ephesians 5,
[00:53:05.260 --> 00:53:07.400]   pick up in verse 23, where it says,
[00:53:07.400 --> 00:53:08.740]   "For the husband is the head of the wife,
[00:53:08.740 --> 00:53:10.460]   "he is in Christ, is the head of the church,
[00:53:10.460 --> 00:53:13.580]   "his body, and he himself is the Savior.
[00:53:13.580 --> 00:53:15.140]   "Now as the church submits to Christ,
[00:53:15.140 --> 00:53:18.060]   "so also wives should submit in everything
[00:53:18.060 --> 00:53:19.300]   "to their husbands."
[00:53:19.300 --> 00:53:21.620]   The third thing is this.
[00:53:21.620 --> 00:53:23.740]   In order to be a godly husband, you gotta be a leader.
[00:53:23.740 --> 00:53:25.300]   Let me explain what leadership is not,
[00:53:25.300 --> 00:53:27.180]   and then I'll talk about what it is.
[00:53:27.180 --> 00:53:29.860]   I talked a little bit before about the fact
[00:53:29.860 --> 00:53:31.980]   that what leadership was not
[00:53:31.980 --> 00:53:34.020]   when we went over to Matthew chapter 20
[00:53:34.020 --> 00:53:35.660]   at the very beginning.
[00:53:35.660 --> 00:53:38.760]   Leadership is not being a dictator.
[00:53:38.760 --> 00:53:41.880]   That's not leadership, not in God's place.
[00:53:41.880 --> 00:53:44.440]   It's not where you're dictating things to your wife.
[00:53:44.440 --> 00:53:47.360]   It's not where you're dominating your wife.
[00:53:47.360 --> 00:53:48.880]   Too many men think that they must make
[00:53:48.880 --> 00:53:50.680]   all the decisions in their marriage,
[00:53:50.680 --> 00:53:52.260]   and that is not true.
[00:53:52.260 --> 00:53:55.920]   That implies that somehow God made a mistake
[00:53:55.920 --> 00:53:57.760]   by giving your wife a brain.
[00:53:57.760 --> 00:54:01.360]   He should've given you an automaton for a wife
[00:54:01.360 --> 00:54:03.020]   instead of a wife.
[00:54:03.020 --> 00:54:05.120]   No, no, no, your wife has a brain.
[00:54:05.120 --> 00:54:07.960]   You need her input.
[00:54:07.960 --> 00:54:10.320]   She has a feminine view of life that you don't have,
[00:54:10.320 --> 00:54:13.240]   and my wife's feminine view has helped me enormously
[00:54:13.240 --> 00:54:14.080]   in ministry.
[00:54:14.080 --> 00:54:16.680]   If you don't take advantage of that, you're a fool.
[00:54:16.680 --> 00:54:21.680]   I remember after, when I was a pastor years ago,
[00:54:21.680 --> 00:54:22.920]   and I used to preach on Sunday morning,
[00:54:22.920 --> 00:54:25.160]   I'd be standing, talking to people afterwards,
[00:54:25.160 --> 00:54:27.560]   and they'd come by and make comments about the sermon
[00:54:27.560 --> 00:54:29.400]   or what's going on in their lives, stuff.
[00:54:29.400 --> 00:54:32.120]   So my wife and I and kids would drive home
[00:54:32.120 --> 00:54:34.120]   for lunch on Sunday afternoon, and my wife would say,
[00:54:34.120 --> 00:54:35.960]   "By the way, did you remember a Mr. and Mrs. Jones
[00:54:35.960 --> 00:54:39.880]   "coming up to you and saying da-da-da-da-da-da-da-da-da-da?"
[00:54:39.880 --> 00:54:42.480]   I'd say, "Yeah, yeah, yeah, I do remember that.
[00:54:42.480 --> 00:54:44.280]   "Do you know what Mrs. Jones was saying
[00:54:44.280 --> 00:54:47.120]   "when she said da-da-da-da-da-da-da-da-da-da?"
[00:54:47.120 --> 00:54:51.680]   I said, "Sure, Mrs. Jones was saying da-da-da-da-da-da-da-da-da."
[00:54:51.680 --> 00:54:54.160]   She said, "No, that's not what she was saying."
[00:54:54.160 --> 00:55:01.380]   I made the mistake of taking Mrs. Jones at her word,
[00:55:01.380 --> 00:55:02.220]   all right?
[00:55:02.220 --> 00:55:04.780]   (audience laughing)
[00:55:04.780 --> 00:55:09.180]   There were subtle things in between there, all right?
[00:55:09.180 --> 00:55:14.540]   And she says, "Mrs. Jones was saying da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da."
[00:55:14.540 --> 00:55:16.300]   Really?
[00:55:16.300 --> 00:55:18.740]   That's what Mrs. Jones was saying?
[00:55:18.740 --> 00:55:19.820]   Yes.
[00:55:19.820 --> 00:55:21.580]   Ugh.
[00:55:21.580 --> 00:55:23.700]   All right, I see Mrs. Jones later on that evening,
[00:55:23.700 --> 00:55:24.660]   the Sunday evening service.
[00:55:24.660 --> 00:55:27.180]   I say, "Mrs. Jones, this morning when you came up
[00:55:27.180 --> 00:55:57.180]   and you said, "Duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh," did you mean, "Duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh-duh
[00:55:57.180 --> 00:56:05.420]   that you have special, you can have input into people's lives if you listen to her,
[00:56:05.420 --> 00:56:07.180]   meaningful input.
[00:56:07.180 --> 00:56:10.260]   So a lot of men who don't take advantage of that.
