
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:30:41.220 --> 00:30:43.500]   And I practice unselfish concern.
[00:30:43.500 --> 00:30:46.060]   Unselfish concern is I'm concerned about you
[00:30:46.060 --> 00:30:48.060]   because I love you, and that's it.
[00:30:48.060 --> 00:30:50.940]   Selfish concern is, yo, Mike, how you doing?
[00:30:50.940 --> 00:30:52.420]   Yo, you got any Puma gear?
[00:30:52.420 --> 00:30:53.440]   You know, like, whatever, you know.
[00:30:53.440 --> 00:30:57.740]   But unselfish concern is, gosh, I just love you for you.
[00:30:57.740 --> 00:30:58.740]   You know, you're enough.
[00:30:58.740 --> 00:31:00.540]   - And that's, in and of itself,
[00:31:00.540 --> 00:31:01.780]   is a supernatural type of thing.
[00:31:01.780 --> 00:31:03.460]   You don't just, you can't just do that.
[00:31:03.460 --> 00:31:04.300]   - You can't just do that.
[00:31:04.300 --> 00:31:05.140]   - That's from God.
[00:31:05.140 --> 00:31:06.220]   - That's you're like, God, you gotta help me.
[00:31:06.220 --> 00:31:08.020]   - 'Cause you can't just become--
[00:31:08.020 --> 00:31:09.460]   - We're naturally selfish, right?
[00:31:09.460 --> 00:31:10.700]   - For sure. - Born selfish.
[00:31:10.700 --> 00:31:11.540]   - Well, talk to me,
[00:31:11.540 --> 00:31:13.860]   because you're friends with a lot of celebrities.
[00:31:13.860 --> 00:31:16.820]   You know, you've helped Justin along the way a lot.
[00:31:16.820 --> 00:31:21.420]   What about a dude like me where I'm in the NBA,
[00:31:21.420 --> 00:31:23.420]   there's plenty of, you know, girls around.
[00:31:23.420 --> 00:31:24.460]   - Killin' it in the NBA.
[00:31:24.460 --> 00:31:27.300]   - How do you, in a situation like that,
[00:31:27.300 --> 00:31:28.980]   filter through and find a girl
[00:31:28.980 --> 00:31:31.220]   when they all could just be, you know.
[00:31:31.220 --> 00:31:32.900]   'Cause, like, I know a lot of my,
[00:31:32.900 --> 00:31:34.940]   even my teammates or whoever watches this,
[00:31:34.940 --> 00:31:37.820]   a lot of us don't even know girls' intentions.
[00:31:37.820 --> 00:31:40.300]   We can't decipher, 'cause they could put up a front.
[00:31:40.300 --> 00:31:42.380]   They could be their best selves for a date,
[00:31:42.380 --> 00:31:44.420]   but they could be their best selves
[00:31:44.420 --> 00:31:45.540]   all the way 'til you get married,
[00:31:45.540 --> 00:31:46.860]   but you don't really know what you're marrying
[00:31:46.860 --> 00:31:47.700]   until you marry 'em.
[00:31:47.700 --> 00:31:49.140]   How do you decipher that?
[00:31:49.140 --> 00:31:50.840]   Like, how do you help Justin?
[00:31:50.840 --> 00:31:53.140]   How do you help guys like me?
[00:31:53.140 --> 00:31:55.540]   - I definitely think, it's so funny.
[00:31:55.540 --> 00:31:56.980]   People hear the word prayer,
[00:31:56.980 --> 00:31:58.100]   and they're, like, intimidated.
[00:31:58.100 --> 00:31:58.940]   Walls go up.
[00:31:58.940 --> 00:31:59.760]   Oh, but here we go again.
[00:31:59.760 --> 00:32:03.140]   So cliche, but what I actually mean is
[00:32:03.140 --> 00:32:04.900]   that you would take your concerns to God
[00:32:04.900 --> 00:32:06.620]   and say 'em out loud and listen to yourself.
[00:32:06.620 --> 00:32:07.580]   Say them out loud.
[00:32:07.580 --> 00:32:11.060]   God, I'm afraid that I am going to get involved
[00:32:11.060 --> 00:32:13.260]   with a woman who only wants me
[00:32:13.260 --> 00:32:16.180]   because of what I do or money I have.
[00:32:16.180 --> 00:32:19.160]   That's a start, number one, is express to God.
[00:32:20.340 --> 00:32:23.180]   My favorite thing to do to ask a dating couple
[00:32:23.180 --> 00:32:25.580]   or a soon-to-be-married couple is,
[00:32:25.580 --> 00:32:27.800]   okay, greatest fears about the relationship go,
[00:32:27.800 --> 00:32:30.060]   you gotta be honest, and to hear someone,
[00:32:30.060 --> 00:32:31.680]   which is so cool about you.
[00:32:31.680 --> 00:32:34.580]   I think you're a very transparent person.
[00:32:34.580 --> 00:32:35.740]   That's a commitment you've made.
[00:32:35.740 --> 00:32:37.740]   You've wanted to be honest and real,
[00:32:37.740 --> 00:32:39.860]   which, since the moment we met,
[00:32:39.860 --> 00:32:42.300]   you've been an open book, which I love that about you.
[00:32:42.300 --> 00:32:44.140]   I think it's an incredibly endearing quality.
[00:32:44.140 --> 00:32:45.820]   It's a Jesus-like quality.
[00:32:45.820 --> 00:32:48.420]   So that's obviously what you desire,
[00:32:48.420 --> 00:32:49.240]   but I'll say this.
[00:32:49.240 --> 00:32:50.340]   You gotta be honest with God,
[00:32:50.340 --> 00:32:55.340]   and then, I wish more guys did this,
[00:32:55.340 --> 00:32:57.900]   and I say guys only 'cause I am a guy
[00:32:57.900 --> 00:32:58.900]   and we're picking on guys,
[00:32:58.900 --> 00:33:01.500]   but I could suggest things to women,
[00:33:01.500 --> 00:33:03.180]   but I've never been a woman, and neither have you,
[00:33:03.180 --> 00:33:05.700]   and so sometimes I feel a little bit out of depth,
[00:33:05.700 --> 00:33:07.260]   so I'll say this to guys.
[00:33:07.260 --> 00:33:09.900]   I am still at a loss why men
[00:33:09.900 --> 00:33:14.220]   don't communicate expectations early on
[00:33:14.220 --> 00:33:16.820]   in any potential relationship.
[00:33:16.820 --> 00:33:19.880]   I want you to know, like, if I were you,
[00:33:19.880 --> 00:33:23.320]   I would be like, I'm gonna put out there
[00:33:23.320 --> 00:33:27.480]   my expectations and intentions in a woman,
[00:33:27.480 --> 00:33:32.480]   and not to make her require any person to,
[00:33:32.480 --> 00:33:35.440]   but simply to say, hey, if you and I are gonna work,
[00:33:35.440 --> 00:33:38.160]   like, here's the kind of person I wanna be.
[00:33:38.160 --> 00:33:40.400]   Here's what I value, and here's what I'm about,
[00:33:40.400 --> 00:33:43.800]   and then I'll say, secondly, if I were you,
[00:33:43.800 --> 00:33:45.760]   when I would go on these dates,
[00:33:45.760 --> 00:33:48.620]   I would put something very vulnerable on the table,
[00:33:48.620 --> 00:33:51.320]   and I would see if that vulnerability was met,
[00:33:51.320 --> 00:33:53.580]   because if that vulnerability is met,
[00:33:53.580 --> 00:33:55.980]   at least you perceive to the best of your ability
[00:33:55.980 --> 00:33:57.820]   that vulnerability is met,
[00:33:57.820 --> 00:34:00.780]   you might have just stumbled on a very special person,
[00:34:00.780 --> 00:34:04.400]   because typically, when somebody shares vulnerability,
[00:34:04.400 --> 00:34:06.420]   the most you'll get from someone
[00:34:06.420 --> 00:34:09.580]   who's not comfortable with that is like,
[00:34:09.580 --> 00:34:11.220]   wow, that's really vulnerable,
[00:34:11.220 --> 00:34:15.220]   and maybe a giggle, we barely know each other,
[00:34:15.220 --> 00:34:17.920]   and it's like, okay, this person has some walls up,
[00:34:17.920 --> 00:34:19.240]   which, by the way, is very natural.
[00:34:19.240 --> 00:34:21.260]   I'm not saying that's a wrong thing.
[00:34:21.260 --> 00:34:22.660]   I just know you enough to know
[00:34:22.660 --> 00:34:24.100]   the kind of woman you're after,
[00:34:24.100 --> 00:34:27.820]   and I know you want a woman who's very honest and open,
[00:34:27.820 --> 00:34:30.380]   so that you guys can connect at a deep level.
[00:34:30.380 --> 00:34:31.220]   - Thanks, bro.
[00:34:31.220 --> 00:34:33.740]   - I mean, that's like my, that's my best Dr. Phil,
[00:34:33.740 --> 00:34:36.060]   you know, so. (laughs)
[00:34:36.060 --> 00:34:37.060]   - That's a good Dr. Phil.
[00:34:37.060 --> 00:34:40.000]   My last question for you, and then we'll wrap it up.
[00:34:40.000 --> 00:34:43.080]   If you had the whole world in an audience,
[00:34:43.080 --> 00:34:45.140]   and you had to preach a sermon to the entire world,
[00:34:45.140 --> 00:34:48.380]   and everyone's tuned in, like, listening just to you,
[00:34:48.380 --> 00:34:49.780]   what would you preach about?
[00:34:49.780 --> 00:34:57.860]   - Well, I think any preacher out there
[00:34:57.860 --> 00:35:01.660]   who hasn't thought this through to an extent
[00:35:01.660 --> 00:35:03.960]   probably just hasn't been preaching very long.
[00:35:03.960 --> 00:35:08.500]   Like, as a basketball player,
[00:35:08.500 --> 00:35:11.420]   do you ever think about what your last shot will be?
[00:35:11.420 --> 00:35:15.340]   Like, you know, I just watched Michael's last Chicago shot.
[00:35:15.340 --> 00:35:16.620]   You know, he crosses over,
[00:35:16.620 --> 00:35:18.500]   the guy from Utah, I used to know his name,
[00:35:18.500 --> 00:35:22.020]   hits that shot, and Bob Costas or somebody says,
[00:35:22.020 --> 00:35:24.180]   and maybe that's the last shot we see,
[00:35:24.180 --> 00:35:25.980]   the great Michael Jordan, you know.
[00:35:25.980 --> 00:35:27.380]   What's your last shot?
[00:35:27.380 --> 00:35:29.040]   And so, for me, it's a last sermon.
[00:35:29.040 --> 00:35:30.260]   What's my last sermon?
[00:35:30.260 --> 00:35:35.260]   And I think it's, there's only one,
[00:35:35.260 --> 00:35:40.220]   and it's, I'll say this.
[00:35:40.220 --> 00:35:42.780]   In Acts 17, Paul goes to this,
[00:35:42.780 --> 00:35:45.940]   he goes to Thessalonica, then he goes to Berea,
[00:35:45.940 --> 00:35:48.820]   and then in Acts 17, he's kind of in a,
[00:35:48.820 --> 00:35:51.160]   he's in a holding pattern in Athens,
[00:35:51.160 --> 00:35:53.260]   and Athens isn't quite Corinth of the day,
[00:35:53.260 --> 00:35:56.620]   but Athens has a little bit of LA, Tokyo,
[00:35:56.620 --> 00:35:59.060]   Hong Kong, New York vibes, right?
[00:35:59.060 --> 00:36:01.260]   It's a pretty cultured city,
[00:36:01.260 --> 00:36:03.180]   a lot of tourism at the time in Athens
[00:36:03.180 --> 00:36:05.860]   when Paul would have been there in Acts 17,
[00:36:05.860 --> 00:36:09.260]   and it says he was compelled by all of the idol worship
[00:36:09.260 --> 00:36:12.300]   that he saw, and he went to some open square
[00:36:12.300 --> 00:36:13.860]   and he saw all these idols and their names,
[00:36:13.860 --> 00:36:17.620]   and there was just one idol, and it was unnamed,
[00:36:17.620 --> 00:36:19.940]   and it said to the unknown God,
[00:36:19.940 --> 00:36:22.900]   and I mean, I could almost get emotional about it.
[00:36:22.900 --> 00:36:26.860]   Paul gets an audience because he was a genius
[00:36:26.860 --> 00:36:28.400]   and a brilliant, and he says,
[00:36:28.400 --> 00:36:31.420]   "I want to tell you about that unknown God,"
[00:36:31.420 --> 00:36:36.420]   and I think the reason, the ultimate reason I preach
[00:36:38.080 --> 00:36:41.860]   is 'cause I still think the country I was born in
[00:36:41.860 --> 00:36:46.860]   and raised in still doesn't know Jesus,
[00:36:46.860 --> 00:36:52.220]   and there's an unknown God, and he's the true God,
[00:36:52.220 --> 00:36:56.420]   and what I mean is we know some of the customs,
[00:36:56.420 --> 00:36:57.760]   we know some of the traditions,
[00:36:57.760 --> 00:36:59.420]   we know some of the practices,
[00:36:59.420 --> 00:37:01.300]   we're familiar with the pageantry,
[00:37:01.300 --> 00:37:04.420]   we're familiar with singing songs,
[00:37:04.420 --> 00:37:07.040]   we're familiar with preachers preaching
[00:37:07.040 --> 00:37:11.080]   in certain tones and things, we're used to bands now,
[00:37:11.080 --> 00:37:16.080]   we're used to productions, lobby time,
[00:37:16.080 --> 00:37:18.120]   we're used to getting coffees at churches now,
[00:37:18.120 --> 00:37:19.560]   there's all these things we're used to,
[00:37:19.560 --> 00:37:22.920]   but I'm like, but do we know him?
[00:37:22.920 --> 00:37:23.880]   Who is he?
[00:37:23.880 --> 00:37:27.880]   I looked at John 13, and I'm like,
[00:37:27.880 --> 00:37:30.480]   love one another as I have loved you,
[00:37:30.480 --> 00:37:32.680]   and so the operative question is what?
[00:37:32.680 --> 00:37:34.700]   Do you know how he loves you?
[00:37:34.700 --> 00:37:36.860]   Do you know how God loves you?
[00:37:36.860 --> 00:37:39.400]   Because if you knew how God loves you,
[00:37:39.400 --> 00:37:43.260]   you would be quite literally mesmerized.
[00:37:43.260 --> 00:37:45.780]   I mean, who's not after love?
[00:37:45.780 --> 00:37:50.320]   What big recording artist has ever hit it big
[00:37:50.320 --> 00:37:52.220]   without singing about love?
[00:37:52.220 --> 00:37:53.700]   Oh, that would be no one.
[00:37:53.700 --> 00:37:56.340]   Not a single recording artist in history
[00:37:56.340 --> 00:37:58.620]   has ever made it big, whatever that means,
[00:37:58.620 --> 00:38:00.900]   without singing about love, why?
[00:38:00.900 --> 00:38:02.300]   Because at the core of our being,
[00:38:02.300 --> 00:38:03.900]   we all want to be loved.
[00:38:03.900 --> 00:38:05.540]   Like, we just want to be loved.
[00:38:05.540 --> 00:38:06.980]   Do I matter?
[00:38:06.980 --> 00:38:08.500]   Am I seen?
[00:38:08.500 --> 00:38:11.220]   I was here, do people know that?
[00:38:11.220 --> 00:38:12.340]   Do I have a purpose?
[00:38:12.340 --> 00:38:13.380]   Am I loved?
[00:38:13.380 --> 00:38:16.180]   And the message, Mike, you and I are trying
[00:38:16.180 --> 00:38:21.180]   to get out to the world is yes, and yes, and yes,
[00:38:21.180 --> 00:38:25.860]   and what we're saying is we can prove it, too,
[00:38:25.860 --> 00:38:29.540]   because there was one man, only one,
[00:38:29.540 --> 00:38:33.820]   who predicted his life, his death,
[00:38:33.820 --> 00:38:36.420]   his burial, and his resurrection,
[00:38:36.420 --> 00:38:38.220]   and we'll throw in the ascension,
[00:38:38.220 --> 00:38:40.020]   and he pulled it off.
[00:38:40.020 --> 00:38:42.540]   There's only one, and he has a name,
[00:38:42.540 --> 00:38:44.140]   and we're told where he was born,
[00:38:44.140 --> 00:38:45.420]   and the city he was raised in,
[00:38:45.420 --> 00:38:47.740]   Jesus Christ of Nazareth,
[00:38:47.740 --> 00:38:51.740]   who physically walked this earth 2,000 years ago,
[00:38:51.740 --> 00:38:53.620]   and he's changed the world as we know it.
[00:38:53.620 --> 00:38:55.220]   I am in love with him.
[00:38:55.260 --> 00:39:00.020]   He has revealed the creator of heaven and earth to us,
[00:39:00.020 --> 00:39:02.980]   and I am overwhelmed and undone
[00:39:02.980 --> 00:39:05.460]   at his endless, unconditional love,
[00:39:05.460 --> 00:39:08.380]   yes, for me, yes, for my wife, yes, for my kids,
[00:39:08.380 --> 00:39:11.380]   but for my friends, for new friends,
[00:39:11.380 --> 00:39:12.980]   and ultimately for the world.
[00:39:12.980 --> 00:39:14.900]   I believe we're at a crossroads,
[00:39:14.900 --> 00:39:18.500]   in a crossroad of cultures in this country
[00:39:18.500 --> 00:39:19.980]   and around the world,
[00:39:19.980 --> 00:39:21.500]   and I believe that there has never been
[00:39:21.500 --> 00:39:25.260]   a more important time for entertainers,
[00:39:25.260 --> 00:39:27.660]   artists, preachers, writers, thinkers,
[00:39:27.660 --> 00:39:31.540]   singers, dancers, to tell the story of God,
[00:39:31.540 --> 00:39:34.860]   and it's a story that is so unknown,
[00:39:34.860 --> 00:39:36.620]   and we just gotta make it known
[00:39:36.620 --> 00:39:38.660]   that people are loved and they're cared for,
[00:39:38.660 --> 00:39:40.820]   and so I know that's what you're about.
[00:39:40.820 --> 00:39:42.620]   It is your fault for having me on here
[00:39:42.620 --> 00:39:43.540]   and asking that question,
[00:39:43.540 --> 00:39:44.580]   because this has turned into
[00:39:44.580 --> 00:39:46.700]   what I think is a 16-minute sermon,
[00:39:46.700 --> 00:39:48.700]   which is only a very short sermon,
[00:39:48.700 --> 00:39:50.940]   but thank you for asking that question,
[00:39:50.940 --> 00:39:53.500]   and it means the world,
[00:39:53.500 --> 00:39:55.380]   and thank you for having me on Curious Mike.
[00:39:55.380 --> 00:39:57.580]   - Like you said, bro, that's what it's about, man,
[00:39:57.580 --> 00:40:00.100]   so I haven't done this on any of the other ones,
[00:40:00.100 --> 00:40:01.620]   but you're so inspiring to me.
[00:40:01.620 --> 00:40:03.900]   I just wanna ask, do you think that we could just pray
[00:40:03.900 --> 00:40:05.540]   for whoever watches this sermon?
[00:40:05.540 --> 00:40:06.980]   - I would love that.
[00:40:06.980 --> 00:40:07.940]   - And end it that way?
[00:40:07.940 --> 00:40:10.180]   - We having a full-blown altar call, right?
[00:40:10.180 --> 00:40:12.460]   (laughing)
[00:40:12.460 --> 00:40:13.940]   Let's do it, let's do it.
[00:40:13.940 --> 00:40:16.860]   God, I thank you so much for, first of all, this man.
[00:40:16.860 --> 00:40:18.620]   I thank you for Mike.
[00:40:18.620 --> 00:40:21.300]   Thank you for the opportunity to do this podcast,
[00:40:21.300 --> 00:40:24.260]   and more than anything, together, Mike and I just pray
[00:40:24.260 --> 00:40:28.660]   for each and every person watching this right now,
[00:40:28.660 --> 00:40:31.860]   and we ask that you would persuade.
[00:40:31.860 --> 00:40:33.780]   Persuade us of your love.
[00:40:33.780 --> 00:40:35.460]   Persuade us of your reality.
[00:40:35.460 --> 00:40:39.940]   Persuade us of your validity and your power
[00:40:39.940 --> 00:40:42.260]   and your protection and your providence
[00:40:42.260 --> 00:40:45.020]   and your peace and your joy.
[00:40:45.020 --> 00:40:50.020]   Jesus, help us to show the world who you are and what you do.
[00:40:50.020 --> 00:40:53.860]   I thank you so much for the opportunity to talk
[00:40:53.860 --> 00:40:57.100]   and be here with Mike, and we pray all this in Jesus' name.
[00:40:57.100 --> 00:40:57.940]   Amen.
[00:40:57.940 --> 00:40:58.780]   - Amen, thank you.
[00:40:58.780 --> 00:40:59.620]   - Amen, thank you, man.
[00:40:59.620 --> 00:41:00.460]   Love you.
[00:41:00.460 --> 00:41:01.980]   - Shout out to Lemon Perfect.
[00:41:01.980 --> 00:41:03.020]   We out.
[00:41:03.020 --> 00:41:04.780]   (laughing)
[00:41:04.780 --> 00:41:07.180]   This episode is sponsored by Lemon Perfect.
[00:41:07.180 --> 00:41:08.520]   (upbeat music)

