
[00:00:00.000 --> 00:00:06.020]   [ Silence ]
[00:44:01.660 --> 00:44:05.420]   they'll cling to you as their hope, okay?
[00:44:05.420 --> 00:44:08.300]   And that's okay, that's not bad at the beginning,
[00:44:08.300 --> 00:44:10.540]   for them to cling to you, all right?
[00:44:10.540 --> 00:44:11.760]   They've gotta cling to something,
[00:44:11.760 --> 00:44:15.040]   because they may be absolutely hopeless,
[00:44:15.040 --> 00:44:20.820]   and you are the one in the counseling room,
[00:44:20.820 --> 00:44:22.300]   you're the only one that has any hope.
[00:44:22.300 --> 00:44:24.540]   So they'll cling to your hope, that's okay.
[00:44:24.540 --> 00:44:28.060]   But if they continue to remain clinging to your hope,
[00:44:28.060 --> 00:44:29.360]   then we've got problems.
[00:44:29.360 --> 00:44:32.100]   You gotta, in a sense, peel their fingers off of you
[00:44:32.100 --> 00:44:37.100]   and help them cling to the hope of the word of God.
[00:44:37.220 --> 00:44:39.420]   That's where they need to find their answers.
[00:44:39.420 --> 00:44:42.260]   Not from you, but from the word of God on their own.
[00:44:42.260 --> 00:44:45.940]   So we're in, the counseling process
[00:44:45.940 --> 00:44:49.500]   is removing their clinging hands from you
[00:44:49.500 --> 00:44:53.180]   to placing it upon the word.
[00:44:53.180 --> 00:44:58.180]   So closed questions tend to undermine that.
[00:44:58.180 --> 00:45:01.140]   They tend to create a dependency relationship.
[00:45:01.140 --> 00:45:02.340]   That's not what we want.
[00:45:02.340 --> 00:45:06.540]   Furthermore, B, they also tend to produce
[00:45:06.540 --> 00:45:09.580]   unrealistic expectations on the part of the projects,
[00:45:09.580 --> 00:45:12.680]   or on the part of the counselee.
[00:45:12.680 --> 00:45:17.440]   It projects the counselor as an expert and an answer giver.
[00:45:17.440 --> 00:45:24.020]   We're the expert, and we're gonna tell you what to do.
[00:45:24.020 --> 00:45:24.860]   Wow.
[00:45:24.860 --> 00:45:29.660]   I don't want my counselee to think of me as an expert.
[00:45:29.660 --> 00:45:35.180]   I want them to think of me as a fellow believer in Christ
[00:45:35.180 --> 00:45:38.300]   who has struggles, too, but hopefully knows
[00:45:38.300 --> 00:45:39.820]   a little bit more about the word of God
[00:45:39.820 --> 00:45:42.980]   and will help them to find the answers in the word of God.
[00:45:42.980 --> 00:45:45.260]   I would far prefer that kind of a view.
[00:45:45.260 --> 00:45:48.260]   Now we've got something.
[00:45:48.260 --> 00:45:50.460]   But you're not the answer.
[00:45:50.460 --> 00:45:54.320]   You're not going to be the priest or the final authority
[00:45:54.320 --> 00:45:57.420]   that's going to give them their answers
[00:45:57.420 --> 00:45:58.520]   to all their problems.
[00:45:58.520 --> 00:45:59.920]   That's not what we're after.
[00:46:01.540 --> 00:46:05.540]   Furthermore, closed questions place responsibility
[00:46:05.540 --> 00:46:07.580]   for problem solving on the counselor
[00:46:07.580 --> 00:46:14.420]   instead of where it should be, that is on the counselee.
[00:46:14.420 --> 00:46:18.300]   That's really where it should be.
[00:46:18.300 --> 00:46:25.380]   Responsibility for problem solving
[00:46:25.380 --> 00:46:27.140]   has to be on the counselee.
[00:46:27.140 --> 00:46:30.740]   You're not there to solve all their problems.
[00:46:30.740 --> 00:46:33.320]   In fact, you can't solve all their problems.
[00:46:33.320 --> 00:46:39.420]   They've got to learn to solve their problems
[00:46:39.420 --> 00:46:40.780]   using the word of God.
[00:46:40.780 --> 00:46:44.020]   So you're constantly having to shift
[00:46:44.020 --> 00:46:45.920]   that responsibility for problem solving
[00:46:45.920 --> 00:46:48.500]   where they're looking to you to solve all their problems
[00:46:48.500 --> 00:46:53.220]   back upon them, teaching them how to use the word of God
[00:46:53.220 --> 00:46:57.580]   the right way, hermeneutically, to solve their problems
[00:46:57.580 --> 00:47:02.300]   using the right scriptures, to think the right things,
[00:47:02.300 --> 00:47:07.020]   desire the right things, crave the right things,
[00:47:07.020 --> 00:47:11.700]   do the right things, as counselees.
[00:47:11.700 --> 00:47:16.300]   Furthermore, closed questions tend to reduce
[00:47:16.300 --> 00:47:17.780]   active involvement of the counselee
[00:47:17.780 --> 00:47:19.740]   in the solution of his or her problems.
[00:47:27.300 --> 00:47:32.100]   They tend to reduce any kind of active involvement.
[00:47:32.100 --> 00:47:35.540]   It really, the bottom line is,
[00:47:35.540 --> 00:47:36.940]   when you have closed questions,
[00:47:36.940 --> 00:47:40.900]   it produces the type of a counselee who is really lazy
[00:47:40.900 --> 00:47:49.440]   and really leans on or relies upon you
[00:47:49.440 --> 00:47:53.980]   for all the answers.
[00:47:53.980 --> 00:47:54.920]   We don't want that.
[00:47:55.520 --> 00:48:00.400]   Closed questions also reduce the counselee's acceptance
[00:48:00.400 --> 00:48:02.680]   of responsibility for his or her behavior.
[00:48:02.680 --> 00:48:11.680]   And when you do that,
[00:48:11.680 --> 00:48:13.880]   then that's what they carry back into life.
[00:48:13.880 --> 00:48:21.320]   Now, really, hope begins to return to a marriage
[00:48:21.320 --> 00:48:23.540]   that's willing, when you've got a husband and wife
[00:48:23.540 --> 00:48:25.480]   that's willing to accept responsibility
[00:48:25.480 --> 00:48:27.560]   for their own feelings and actions.
[00:48:27.560 --> 00:48:30.600]   When that happens, a brand new freedom opens up to them
[00:48:30.600 --> 00:48:34.400]   to be able to respond to their spouse in the right way.
[00:48:34.400 --> 00:48:38.480]   But as long as they define their spouse or their home
[00:48:38.480 --> 00:48:40.640]   or their family or their children
[00:48:40.640 --> 00:48:45.640]   as creating an environment that forces them
[00:48:45.640 --> 00:48:47.960]   to act the way they do,
[00:48:47.960 --> 00:48:53.080]   as long as they keep defining the responsibility
[00:48:53.080 --> 00:48:57.540]   being upon my environment, my spouse, my kids,
[00:48:57.540 --> 00:48:58.920]   as long as that's the case,
[00:48:58.920 --> 00:49:01.160]   they will never ever really change.
[00:49:01.160 --> 00:49:05.680]   And they will continue to lose hope
[00:49:05.680 --> 00:49:08.420]   because if everybody around me
[00:49:08.420 --> 00:49:11.000]   and what they're doing to me defines me,
[00:49:11.000 --> 00:49:12.840]   then I have no really hope for change
[00:49:12.840 --> 00:49:15.300]   because I'm totally at the mercy of what they do.
[00:49:15.300 --> 00:49:20.920]   But people don't define me.
[00:49:20.920 --> 00:49:23.360]   What really defines me is my choices,
[00:49:23.360 --> 00:49:25.600]   how I respond to what people do.
[00:49:25.600 --> 00:49:30.420]   People can say unloving, hateful, mean things to me,
[00:49:30.420 --> 00:49:36.540]   and that can hurt, but how do I respond to that?
[00:49:36.540 --> 00:49:38.660]   I have a choice at that particular point.
[00:49:38.660 --> 00:49:42.500]   I don't have to respond to it in like manner,
[00:49:42.500 --> 00:49:47.500]   hatefully, mean, unloving, I don't have to do that.
[00:49:49.960 --> 00:49:54.180]   I can respond to them in a caring, loving way.
[00:49:54.180 --> 00:50:01.720]   So when you have closed questions in a counseling context,
[00:50:01.720 --> 00:50:04.640]   it reduces the counselee's acceptance
[00:50:04.640 --> 00:50:07.440]   of responsibility for his or her behavior.
[00:50:07.440 --> 00:50:09.360]   Furthermore, closed questions
[00:50:09.360 --> 00:50:11.600]   reduce counselee self-exploration too,
[00:50:11.600 --> 00:50:16.560]   which is the opposite of what we talked about
[00:50:16.560 --> 00:50:20.120]   a little bit earlier, where the more open questions
[00:50:20.120 --> 00:50:23.500]   help them to explore,
[00:50:23.500 --> 00:50:29.080]   it encourages more facilitated responses,
[00:50:29.080 --> 00:50:32.860]   and it encourages more self-exploration.
[00:50:32.860 --> 00:50:41.600]   Are there attitudes in my life that are harmful
[00:50:41.600 --> 00:50:43.480]   to our marital relationship
[00:50:43.480 --> 00:50:45.380]   that I don't even realize that I have?
[00:50:46.380 --> 00:50:49.100]   Ways that I respond to my wife,
[00:50:49.100 --> 00:50:51.120]   ways that I respond to my husband,
[00:50:51.120 --> 00:50:54.380]   they can become so habitual,
[00:50:54.380 --> 00:50:56.420]   I don't even realize that I'm doing that.
[00:50:56.420 --> 00:51:03.380]   What are those, and how can I see those?
[00:51:03.380 --> 00:51:04.980]   How can I learn those things?
[00:51:04.980 --> 00:51:09.720]   So closed questions tend to inhibit
[00:51:09.720 --> 00:51:11.060]   that kind of exploration.
[00:51:12.780 --> 00:51:15.660]   Furthermore, closed questions create a lazy,
[00:51:15.660 --> 00:51:17.820]   inattentive counselee because the counselee
[00:51:17.820 --> 00:51:19.320]   doesn't have to think as hard.
[00:51:19.320 --> 00:51:23.940]   Now, I've already suggested that just a little bit earlier,
[00:51:23.940 --> 00:51:27.620]   but it sort of puts their mind in neutral.
[00:51:27.620 --> 00:51:32.960]   Lazy counselees don't grow very much,
[00:51:32.960 --> 00:51:38.160]   and they don't grow very quickly,
[00:51:41.020 --> 00:51:44.020]   and it is a lazy counselee that will be a counselee
[00:51:44.020 --> 00:51:45.580]   for a long, long time.
[00:51:45.580 --> 00:52:00.540]   So make sure that you're going to use questions
[00:52:00.540 --> 00:52:04.260]   that facilitate good responses.
[00:52:04.260 --> 00:52:06.420]   They don't inhibit good responses.
[00:52:09.020 --> 00:52:12.660]   Furthermore, have couples or families then
[00:52:12.660 --> 00:52:15.640]   discuss controversial topics in the counseling room.
[00:52:15.640 --> 00:52:20.180]   Boy, you'll really begin to see,
[00:52:20.180 --> 00:52:25.180]   once this family trusts you as a counselor,
[00:52:25.180 --> 00:52:28.500]   you'll begin to see what's really going on
[00:52:28.500 --> 00:52:30.980]   in that marriage or in that home
[00:52:30.980 --> 00:52:33.980]   when finally you throw out a controversial topic
[00:52:33.980 --> 00:52:38.260]   and you begin to see how all the biblical guidelines
[00:52:38.260 --> 00:52:41.620]   and all the rules of communication
[00:52:41.620 --> 00:52:42.940]   are thrown out the window.
[00:52:42.940 --> 00:52:48.380]   We'll talk a little bit later on
[00:52:48.380 --> 00:52:50.020]   about four rules of communication
[00:52:50.020 --> 00:52:52.060]   that I think are real effective
[00:52:52.060 --> 00:52:55.360]   in just helping people that have fallen into habit,
[00:52:55.360 --> 00:52:57.340]   terrible habit patterns,
[00:52:57.340 --> 00:53:00.340]   helping them institute those things in the home.
[00:53:00.340 --> 00:53:06.520]   But bring up a controversial issue,
[00:53:06.520 --> 00:53:08.660]   a thing that they haven't settled
[00:53:08.660 --> 00:53:12.340]   that you know is hard for them
[00:53:12.340 --> 00:53:14.800]   and let them begin to discuss it in front of you.
[00:53:14.800 --> 00:53:18.700]   You'll learn a lot about what's going on there.
[00:53:18.700 --> 00:53:22.340]   Then give data gathering homework
[00:53:22.340 --> 00:53:24.400]   that can be completed between sessions.
[00:53:24.400 --> 00:53:29.020]   You'll learn a lot from this homework.
[00:53:29.020 --> 00:53:31.580]   You'll learn a lot just by virtue of the fact
[00:53:31.580 --> 00:53:33.820]   that sometimes it's incomplete
[00:53:33.820 --> 00:53:35.900]   or they don't see the homework as important
[00:53:35.900 --> 00:53:37.120]   to their change.
[00:53:37.120 --> 00:53:43.380]   Sometimes there's published materials.
[00:53:43.380 --> 00:53:45.500]   Wayne Max has his homework volumes.
[00:53:45.500 --> 00:53:49.460]   Volumes, materials like preparing marriage for God's way.
[00:53:49.460 --> 00:53:51.140]   There's a lot of data gathering there,
[00:53:51.140 --> 00:53:55.820]   strengthening your marriage, your family God's way.
[00:53:55.820 --> 00:54:01.720]   Data gathering inventory forms.
[00:54:01.720 --> 00:54:05.680]   You can get this in the back of a lot of J. Adams books
[00:54:05.680 --> 00:54:06.520]   as well.
[00:54:06.520 --> 00:54:07.360]   Yes.
[00:54:07.360 --> 00:54:08.700]   >> What kind of homework do you give them
[00:54:08.700 --> 00:54:10.380]   when you're pre-counseling?
[00:54:10.380 --> 00:54:11.220]   >> When you what?
[00:54:11.220 --> 00:54:12.540]   >> When you're pre-counseling.
[00:54:12.540 --> 00:54:13.640]   >> Pre-counseling?
[00:54:13.640 --> 00:54:17.020]   >> Yeah, when you know that the counselee is not saved
[00:54:17.020 --> 00:54:18.900]   and they come to you for counsel.
[00:54:18.900 --> 00:54:22.120]   >> Oh, oh, what kind of homeworks do we give
[00:54:22.120 --> 00:54:24.900]   during pre-counseling if the counselee's not saved?
[00:54:24.900 --> 00:54:29.500]   All we send it around the gospel.
[00:54:29.500 --> 00:54:32.780]   We send them home studying passages about the gospel.
[00:54:32.780 --> 00:54:34.380]   Sometimes even the Roman's Road.
[00:54:34.380 --> 00:54:35.580]   We'll take them through the Roman's Road.
[00:54:35.580 --> 00:54:37.140]   Help them to understand it.
[00:54:37.140 --> 00:54:38.820]   We'll list a bunch of passages of scripture.
[00:54:38.820 --> 00:54:41.660]   In fact, many times I'll take a Bible.
[00:54:41.660 --> 00:54:43.660]   If they don't have one, I'll give it to them.
[00:54:43.660 --> 00:54:45.380]   And then I'll take little sticky notes
[00:54:45.380 --> 00:54:47.820]   and I'll stick them in different places in the Bible
[00:54:47.820 --> 00:54:49.060]   and write references down.
[00:54:49.060 --> 00:54:51.180]   And I want them to read them this week
[00:54:51.180 --> 00:54:53.420]   and interact with them.
[00:54:53.420 --> 00:54:58.420]   And I'll give them good tracks like John Blanchard's material
[00:54:58.420 --> 00:55:01.340]   that's translated in several different languages.
[00:55:01.340 --> 00:55:03.640]   His tracks on ultimate questions.
[00:55:04.760 --> 00:55:08.340]   So I'll give them material like that to go home and read.
[00:55:08.340 --> 00:55:09.660]   And I'll say to them, listen,
[00:55:09.660 --> 00:55:10.500]   I want you to read this through
[00:55:10.500 --> 00:55:12.880]   and I want you to take a highlighter and highlight
[00:55:12.880 --> 00:55:15.580]   maybe four or five of the most important statements
[00:55:15.580 --> 00:55:18.700]   in this particular booklet.
[00:55:18.700 --> 00:55:22.200]   And we'll come back together and discuss them.
[00:55:22.200 --> 00:55:26.240]   So that's the kind of homework that we'll do with them.
[00:55:26.240 --> 00:55:28.420]   All right.
[00:55:28.420 --> 00:55:34.420]   Then we've got data gathering inventory forms as well,
[00:55:34.420 --> 00:55:37.220]   like there are common ways that husbands and wives
[00:55:37.220 --> 00:55:38.940]   sin against each other.
[00:55:38.940 --> 00:55:41.340]   You can actually develop some of these on your own
[00:55:41.340 --> 00:55:43.720]   or fail or offend.
[00:55:43.720 --> 00:55:48.080]   Deep friendship inventory.
[00:55:48.080 --> 00:55:51.040]   Understanding marriage biblically.
[00:55:51.040 --> 00:55:55.680]   How to be your wife's lover.
[00:55:55.680 --> 00:55:59.800]   How to be your husband's lover.
[00:55:59.800 --> 00:56:03.260]   50 questions for husbands and wives to ask themselves.
[00:56:04.300 --> 00:56:06.860]   50 questions for husbands to ask.
[00:56:06.860 --> 00:56:13.700]   I think that repeats itself there twice.
[00:56:13.700 --> 00:56:14.660]   It shouldn't be there.
[00:56:14.660 --> 00:56:18.280]   Role concepts, how they view roles.
[00:56:18.280 --> 00:56:23.300]   Sometimes some of that homework you can also find
[00:56:23.300 --> 00:56:26.780]   in Wayne Mack's Preparing for Marriage God's Way,
[00:56:26.780 --> 00:56:28.300]   which is a really good book.
[00:56:28.300 --> 00:56:31.600]   And I use that frequently in premarital counseling.
[00:56:33.940 --> 00:56:38.060]   So there's a host of different materials
[00:56:38.060 --> 00:56:41.300]   that you can use in order to gather good data.
[00:56:41.300 --> 00:56:45.140]   And you can customize a lot of material as well.
[00:56:45.140 --> 00:56:50.100]   Like you can send them home with lists, like thank lists.
[00:56:50.100 --> 00:56:51.260]   What are they thankful for?
[00:56:51.260 --> 00:56:54.020]   Prayer lists or confession lists.
[00:56:54.020 --> 00:56:57.100]   Or there can be journals, like a heart journal
[00:56:57.100 --> 00:57:00.300]   or a thought journal or a fear journal.
[00:57:00.300 --> 00:57:05.300]   Or sometimes I refer to them as a hate journal.
[00:57:05.300 --> 00:57:06.980]   Grab your Bible just for a moment.
[00:57:06.980 --> 00:57:09.180]   Let's go over to Romans chapter 12.
[00:57:09.180 --> 00:57:24.180]   And verse nine.
[00:57:24.180 --> 00:57:28.380]   There Paul says, let love be without hypocrisy.
[00:57:28.380 --> 00:57:31.680]   Abhor what is evil and cling to what is good.
[00:57:31.680 --> 00:57:36.580]   The word abhor is the word hate.
[00:57:36.580 --> 00:57:37.540]   It's the same word.
[00:57:37.540 --> 00:57:40.620]   It can be just as legitimately translated hate.
[00:57:40.620 --> 00:57:42.940]   And I like to use that as an acrostic.
[00:57:42.940 --> 00:57:46.680]   Let me see if I can show this to you on the board here.
[00:57:46.680 --> 00:57:56.560]   H-A-T-E.
[00:57:56.560 --> 00:58:01.560]   Christians need to hate more, all right?
[00:58:01.560 --> 00:58:06.000]   That'd be a good sermon for you guys to preach.
[00:58:06.000 --> 00:58:08.480]   Christians need to hate more.
[00:58:08.480 --> 00:58:11.220]   Because everybody's preaching about
[00:58:11.220 --> 00:58:12.200]   Christians need to love more.
[00:58:12.200 --> 00:58:13.620]   We need to hate sin more.
[00:58:13.620 --> 00:58:18.220]   Now, when they get angry at their spouse,
[00:58:18.220 --> 00:58:20.920]   or they get irritated with their spouse,
[00:58:20.920 --> 00:58:23.500]   or frustrated with their spouse,
[00:58:23.500 --> 00:58:26.620]   or upset because of something their spouse has done,
[00:58:26.620 --> 00:58:28.700]   and they know that they respond to that
[00:58:28.700 --> 00:58:31.260]   in a very sinful way,
[00:58:31.260 --> 00:58:33.460]   then you need to help them to journal.
[00:58:33.460 --> 00:58:35.740]   Number one, here.
[00:58:35.740 --> 00:58:41.020]   They need to answer the question in their journal.
[00:58:41.020 --> 00:58:46.580]   What happened?
[00:58:46.580 --> 00:58:52.720]   It's the first question they need to answer.
[00:58:52.720 --> 00:58:53.560]   What happened?
[00:58:53.560 --> 00:58:55.340]   Just tell us the circumstances.
[00:58:55.340 --> 00:58:56.180]   What went on?
[00:58:56.180 --> 00:59:01.460]   Number two.
[00:59:01.460 --> 00:59:09.620]   In their journal, you want them to also list
[00:59:09.620 --> 00:59:19.540]   how did you act?
[00:59:19.760 --> 00:59:21.720]   In their journal, you want them to also list
[00:59:21.720 --> 00:59:22.540]   how did you act?
[00:59:22.540 --> 00:59:30.720]   How did you act?
[00:59:30.720 --> 00:59:36.680]   How did you respond to what happened to you
[00:59:36.680 --> 00:59:39.100]   when your spouse yelled at you?
[00:59:39.100 --> 00:59:45.580]   When you had that argument over finances?
[00:59:45.580 --> 00:59:48.080]   How did you act?
[00:59:49.080 --> 00:59:54.080]   Or, number three, get them to journal
[00:59:54.080 --> 00:59:55.820]   and answer this question.
[00:59:55.820 --> 01:00:00.540]   What?
[01:00:00.540 --> 01:00:06.500]   Well, it would be better to say here.
[01:00:06.500 --> 01:00:17.020]   What were you doing?
[01:00:17.020 --> 01:00:22.020]   What were you thinking at the time?
[01:00:22.020 --> 01:00:35.740]   Or, kind of as a subset to that, what did you want?
[01:00:35.740 --> 01:00:41.020]   What did you crave?
[01:00:41.020 --> 01:00:45.740]   What do you desire more than anything else?
[01:00:46.240 --> 01:00:51.060]   That helps them to reflect upon their own mind,
[01:00:51.060 --> 01:00:52.400]   their own thought life.
[01:00:52.400 --> 01:01:01.340]   And then, last of all, you want them to answer
[01:01:01.340 --> 01:01:13.620]   what is excellent or praiseworthy.
[01:01:14.440 --> 01:01:17.180]   [birds chirping]
[01:01:17.180 --> 01:01:26.820]   This is based upon Philippians chapter four and verse eight.
[01:01:26.820 --> 01:01:34.340]   What is excellent or praiseworthy?
[01:01:34.340 --> 01:01:39.540]   In other words, you want them to answer the question,
[01:01:39.540 --> 01:01:42.620]   this is what happened, how should I have acted?
[01:01:42.620 --> 01:01:44.500]   What should have I been thinking?
[01:01:44.500 --> 01:01:49.300]   What should I have wanted in this situation?
[01:01:49.300 --> 01:01:54.300]   What should I have desired in this situation?
[01:01:54.300 --> 01:01:56.180]   And then, what is excellent?
[01:01:56.180 --> 01:02:02.100]   That tells us what is excellent in this case.
[01:02:02.100 --> 01:02:07.100]   So, that's why we call it the hate journal.
[01:02:07.100 --> 01:02:12.100]   They learn to hate areas of their life
[01:02:12.100 --> 01:02:17.100]   that are evil and then cling to that which is good.
[01:02:17.100 --> 01:02:19.980]   Help them to do that.
[01:02:19.980 --> 01:02:24.380]   Hate what is evil and cling to that which is good.
[01:02:24.380 --> 01:02:26.660]   So, help them do a heart journal.
[01:02:26.660 --> 01:02:29.180]   Help them do a thought journal or a fear journal
[01:02:29.180 --> 01:02:31.140]   or a journal of upsets.
[01:02:31.140 --> 01:02:33.440]   Or, you can call it a hate journal.
[01:02:33.440 --> 01:02:36.740]   But, get them answering questions like that,
[01:02:36.740 --> 01:02:38.460]   which gives you a lot of feedback
[01:02:38.460 --> 01:02:41.060]   about what's going on in their home.
[01:02:41.060 --> 01:02:43.700]   Thirdly, study scripture passages.
[01:02:43.700 --> 01:02:45.620]   Where are they failing?
[01:02:45.620 --> 01:02:50.160]   In obeying the truth of the word of God.
[01:02:50.160 --> 01:02:55.860]   Or, record expenses.
[01:02:55.860 --> 01:02:59.840]   Maybe sometimes home software budgeting can help you here
[01:02:59.840 --> 01:03:02.180]   to keep track of expenses,
[01:03:02.180 --> 01:03:04.540]   especially if they have problems with finances
[01:03:04.540 --> 01:03:07.700]   or they have fights or disagreements about finances
[01:03:07.700 --> 01:03:09.380]   in the home.
[01:03:09.380 --> 01:03:10.900]   Recording expenses.
[01:03:10.900 --> 01:03:14.240]   It can be as simple as just a series of envelopes
[01:03:14.240 --> 01:03:17.820]   where they have food expenses, transportation expenses,
[01:03:17.820 --> 01:03:20.540]   home expenses, and they just put their little receipts
[01:03:20.540 --> 01:03:22.860]   inside those little envelopes.
[01:03:22.860 --> 01:03:24.600]   So, it doesn't have to be anything complicated,
[01:03:24.600 --> 01:03:25.860]   even if they don't have a computer.
[01:03:25.860 --> 01:03:27.000]   But, if they have a computer,
[01:03:27.000 --> 01:03:28.540]   sometimes there's wonderful software
[01:03:28.540 --> 01:03:30.220]   and if they know enough,
[01:03:30.220 --> 01:03:35.220]   they can just take an Excel sheet
[01:03:35.220 --> 01:03:39.300]   and make their own track of expenses.
[01:03:39.300 --> 01:03:42.100]   They don't even have to buy special software to do that.
[01:03:42.100 --> 01:03:46.420]   Or, 1 Corinthians 13, four through eight,
[01:03:46.420 --> 01:03:48.860]   help them to study, define, and create a plan
[01:03:48.860 --> 01:03:52.660]   to implement godly love for one another.
[01:03:52.660 --> 01:03:54.980]   Sometimes I have them divide a piece of paper
[01:03:54.980 --> 01:03:57.340]   into three columns lengthwise.
[01:03:57.340 --> 01:04:00.500]   In one column, I want them to define each term
[01:04:00.500 --> 01:04:03.580]   in 1 Corinthians 13, four through six,
[01:04:03.580 --> 01:04:05.700]   love is patient, love is kind.
[01:04:05.700 --> 01:04:08.500]   I want them to define that in one column.
[01:04:08.500 --> 01:04:12.180]   In the second column, I want them to think about
[01:04:12.180 --> 01:04:16.780]   all the areas where they need to change.
[01:04:16.780 --> 01:04:19.580]   That is, all the areas where they fail.
[01:04:19.580 --> 01:04:22.420]   I want them to list as many examples of that as possible.
[01:04:22.420 --> 01:04:26.020]   Will I fail to be kind when I, whatever.
[01:04:26.020 --> 01:04:27.860]   And then, in the third column,
[01:04:27.860 --> 01:04:31.980]   then I want them to list what do they need to do
[01:04:31.980 --> 01:04:34.100]   in order to change.
[01:04:34.100 --> 01:04:37.400]   If they're going to implement kindness,
[01:04:37.400 --> 01:04:40.100]   if they're going to implement patience,
[01:04:40.100 --> 01:04:44.600]   if they're going to implement gentleness
[01:04:44.600 --> 01:04:52.100]   as an aspect of love, then what do they need to do
[01:04:52.100 --> 01:04:55.840]   in order to change and be that way?
[01:04:55.840 --> 01:04:57.060]   That's the third column.
[01:04:57.060 --> 01:04:57.900]   Yes.
[01:04:57.900 --> 01:05:00.900]   [student speaks off microphone]
[01:05:00.900 --> 01:05:01.740]   Yeah.
[01:05:01.740 --> 01:05:03.960]   The first column is the definition of all the terms
[01:05:03.960 --> 01:05:06.100]   there in the Bible in 1 Corinthians 13.
[01:05:06.100 --> 01:05:07.220]   That's the first column.
[01:05:07.220 --> 01:05:08.060]   Definition.
[01:05:08.060 --> 01:05:11.100]   So, they're defining it as best as they can.
[01:05:11.100 --> 01:05:13.900]   The second column is all the areas where they're failing.
[01:05:13.900 --> 01:05:16.700]   And the third column is all the areas
[01:05:16.700 --> 01:05:20.520]   where they need to change and how they intend to change.
[01:05:20.520 --> 01:05:23.100]   That's the third column.
[01:05:23.100 --> 01:05:26.860]   Then, number six.
[01:05:26.860 --> 01:05:29.260]   There's high points and low points record.
[01:05:29.260 --> 01:05:31.260]   What are the high points of their relationship
[01:05:31.260 --> 01:05:32.160]   this past week?
[01:05:32.160 --> 01:05:35.480]   What are some of the things that they look back on
[01:05:35.480 --> 01:05:37.920]   and say, "Wow, that was, you know, we had a good time.
[01:05:37.920 --> 01:05:38.760]   "That was good."
[01:05:38.760 --> 01:05:42.660]   And then, what were the bad times as well?
[01:05:42.660 --> 01:05:44.780]   High and low points.
[01:05:44.780 --> 01:05:47.820]   Or, tapes of communication conferences.
[01:05:47.820 --> 01:05:50.460]   Audio, CD, DVDs.
[01:05:50.460 --> 01:05:52.380]   There's so much material available,
[01:05:52.380 --> 01:05:54.700]   so much more than when I first started in
[01:05:54.700 --> 01:05:55.700]   as a biblical counselor.
[01:05:55.700 --> 01:05:59.100]   You can get online, MP3 downloads.
[01:05:59.100 --> 01:06:01.680]   There's just so much material
[01:06:01.680 --> 01:06:04.140]   that you can get them to listen to.
[01:06:04.140 --> 01:06:08.500]   Say, "I want you to go to a website like soundword.com.
[01:06:08.500 --> 01:06:09.980]   "And when you go to soundword.com,
[01:06:09.980 --> 01:06:11.820]   "I want you to look up underneath
[01:06:11.820 --> 01:06:14.400]   "the National Association of Euthetic Counselors
[01:06:14.400 --> 01:06:17.400]   "the following seminars or workshops
[01:06:17.400 --> 01:06:23.800]   "that have been done on marital communication
[01:06:23.800 --> 01:06:25.100]   "or marital strife.
[01:06:25.100 --> 01:06:26.620]   "I want you to listen to those.
[01:06:26.620 --> 01:06:27.620]   "I want you to keep notes.
[01:06:27.620 --> 01:06:28.840]   "And in our next counseling session,
[01:06:28.840 --> 01:06:30.440]   "I want you to bring those in."
[01:06:31.600 --> 01:06:36.600]   So, there's a host of other places
[01:06:36.600 --> 01:06:40.560]   that you can get materials.
[01:06:40.560 --> 01:06:45.380]   For example, the counseling department
[01:06:45.380 --> 01:06:47.680]   here at Master College and Seminary
[01:06:47.680 --> 01:06:50.480]   on a yearly basis has a women discipling women's conference
[01:06:50.480 --> 01:06:52.400]   and a men discipling men's conference.
[01:06:52.400 --> 01:06:55.000]   And all the sessions, all the main sessions
[01:06:55.000 --> 01:06:58.420]   are not only audio recorded, but also recorded on DVDs.
[01:06:59.480 --> 01:07:02.320]   And then every one of the workshops
[01:07:02.320 --> 01:07:04.320]   are at least audio recorded.
[01:07:04.320 --> 01:07:06.300]   And so, you can get a hold of those kind of things
[01:07:06.300 --> 01:07:08.720]   and use them for homework as well.
[01:07:08.720 --> 01:07:11.640]   The only thing I caution you on
[01:07:11.640 --> 01:07:14.520]   is not everything out there in the Christian bookstore
[01:07:14.520 --> 01:07:17.320]   or everything out there that purports to be Christian
[01:07:17.320 --> 01:07:19.700]   in terms of helping marriages is really biblical.
[01:07:19.700 --> 01:07:21.740]   So, you've gotta be really careful.
[01:07:21.740 --> 01:07:25.100]   Be very, very careful that your source is a good source.
[01:07:25.100 --> 01:07:29.160]   All of this helps you to gather data,
[01:07:29.160 --> 01:07:32.520]   to get to know this particular couple a little bit better.
[01:07:32.520 --> 01:07:34.800]   Now, as you gather this data,
[01:07:34.800 --> 01:07:37.320]   this couple doesn't look like a happy couple here,
[01:07:37.320 --> 01:07:41.640]   look for evidence that would either confirm the presence
[01:07:41.640 --> 01:07:45.420]   or the absence of some of the most common marital problems.
[01:07:45.420 --> 01:07:48.240]   You say, what are those?
[01:07:48.240 --> 01:07:51.260]   Well, let me give you a list of some of the more common ones.
[01:07:51.260 --> 01:07:53.280]   Look for stuff like this.
