
[00:00:00.000 --> 00:00:02.600]   (gentle music)
[00:31:52.820 --> 00:31:55.220]   One of the things that we're very proud of today
[00:31:55.220 --> 00:31:56.340]   is we've been able to combine
[00:31:56.340 --> 00:31:57.700]   some of those techniques together
[00:31:57.700 --> 00:31:59.620]   where typically you'll get a detection
[00:31:59.620 --> 00:32:01.380]   that ends up being very low confidence,
[00:32:01.380 --> 00:32:05.060]   where you typically wouldn't pass the threshold for an alarm.
[00:32:05.060 --> 00:32:09.060]   Whereas now for those low confidence detections,
[00:32:09.060 --> 00:32:10.740]   we can, under certain circumstances,
[00:32:10.740 --> 00:32:12.180]   combining different types of metadata,
[00:32:12.180 --> 00:32:13.540]   we can say, "Let's take a second look
[00:32:13.540 --> 00:32:15.460]   using a different technique to be able to say,
[00:32:15.460 --> 00:32:18.100]   is this actually an alarm that a customer might care about?"
[00:32:18.100 --> 00:32:20.500]   To be able to combine those things together.
[00:32:20.500 --> 00:32:22.660]   And I think that's just a larger narrative
[00:32:22.660 --> 00:32:24.020]   around multimodal analytics.
[00:32:24.020 --> 00:32:26.180]   I mean, I think for the most part,
[00:32:26.180 --> 00:32:28.180]   object detection is largely commoditized.
[00:32:28.180 --> 00:32:30.980]   If you look at what startups need to do
[00:32:30.980 --> 00:32:32.900]   to get a viable object detector today,
[00:32:32.900 --> 00:32:35.540]   whether it's using the latest YOLO variant or whatever,
[00:32:35.540 --> 00:32:38.660]   most people can get going pretty quickly.
[00:32:38.660 --> 00:32:40.740]   I think where you end up having issues
[00:32:40.740 --> 00:32:43.700]   is exactly the areas that you've been asking me questions on,
[00:32:43.700 --> 00:32:45.140]   which is the edge cases.
[00:32:45.140 --> 00:32:47.220]   Whether it's extreme range,
[00:32:47.220 --> 00:32:48.420]   certain types of conditions
[00:32:48.420 --> 00:32:50.340]   where you might not have the training data.
[00:32:50.340 --> 00:32:53.540]   I think this is where customers end up having problems.
[00:32:53.540 --> 00:32:58.020]   So to go beyond that, I think this is almost getting to a part,
[00:32:58.020 --> 00:33:00.500]   I won't say exactly, where speech recognition got to,
[00:33:00.500 --> 00:33:03.060]   where it got to good enough very, very quickly,
[00:33:03.060 --> 00:33:06.900]   where essentially gains in training ASR models
[00:33:06.900 --> 00:33:09.860]   typically wasn't worth the exponential effort.
[00:33:10.820 --> 00:33:13.380]   So then everything shifted to natural language.
[00:33:13.380 --> 00:33:15.780]   It's like, okay, well, the transcripts that I'm generating
[00:33:15.780 --> 00:33:16.820]   are pretty good.
[00:33:16.820 --> 00:33:19.940]   Now, how can I do language-based tasks more effectively?
[00:33:19.940 --> 00:33:22.420]   And there's a bunch of NLP work that we're doing in that area.
[00:33:22.420 --> 00:33:24.820]   And I think NLP has become a huge influence
[00:33:24.820 --> 00:33:26.020]   for us to envision as well.
[00:33:26.020 --> 00:33:29.700]   I mean, this past CVPR, for example,
[00:33:29.700 --> 00:33:31.620]   everything was language plus vision.
[00:33:31.620 --> 00:33:34.820]   Whether they're jointly trained models
[00:33:34.820 --> 00:33:36.260]   or separately reasoning,
[00:33:36.260 --> 00:33:39.060]   using language to reason across vision-based models.
[00:33:39.060 --> 00:33:41.700]   This is something that we've been looking at for a while.
[00:33:41.700 --> 00:33:43.780]   So I would say like two big trends
[00:33:43.780 --> 00:33:45.220]   in the computer vision space.
[00:33:45.220 --> 00:33:47.700]   One was unsupervised, semi-supervised learning.
[00:33:47.700 --> 00:33:49.380]   You've seen, you know, Meta and Google
[00:33:49.380 --> 00:33:50.500]   and other companies like that
[00:33:50.500 --> 00:33:53.060]   really show what's possible at extreme scale.
[00:33:53.060 --> 00:33:55.780]   And then secondly is effectively using language,
[00:33:55.780 --> 00:33:57.940]   not only to understand human intent,
[00:33:57.940 --> 00:34:01.140]   but also to interpret what the user is seeing.
[00:34:01.140 --> 00:34:03.780]   And like, this is exactly the question you asked me before,
[00:34:03.780 --> 00:34:06.660]   where when you get an alert today,
[00:34:06.660 --> 00:34:11.540]   that event image pair is not terribly explainable, right?
[00:34:11.540 --> 00:34:13.300]   It's, if you have a lot of training,
[00:34:13.300 --> 00:34:15.300]   you can look at that event and that image and say,
[00:34:15.300 --> 00:34:17.140]   okay, I kind of know what's going on,
[00:34:17.140 --> 00:34:19.060]   but being able to take that result
[00:34:19.060 --> 00:34:22.420]   and in just plain language, explain what's happening,
[00:34:22.420 --> 00:34:24.340]   not only helps us digest it better
[00:34:24.340 --> 00:34:26.100]   from a cognitive bandwidth standpoint,
[00:34:26.100 --> 00:34:28.180]   but it's just way, way better to go.
[00:34:28.180 --> 00:34:29.460]   Yes, I want to capture that.
[00:34:29.460 --> 00:34:31.780]   And I want that alert to happen again.
[00:34:31.780 --> 00:34:34.980]   And I think this is where we're really, really hyper-focused
[00:34:34.980 --> 00:34:38.180]   on using language as the glue to be able to essentially
[00:34:38.180 --> 00:34:40.980]   move away from logic-based rules
[00:34:40.980 --> 00:34:43.140]   and use the way we naturally think about problems
[00:34:43.140 --> 00:34:45.060]   to be able to capture future alerts,
[00:34:45.060 --> 00:34:48.340]   which is also why, I mean, two sides of our business,
[00:34:48.340 --> 00:34:49.620]   you asked about alerting.
[00:34:49.620 --> 00:34:51.860]   The other side is forensic and search.
[00:34:51.860 --> 00:34:55.780]   We truly believe that everything we're doing in search,
[00:34:55.780 --> 00:34:59.220]   which is heavily NLP-based and NLP+ vision-based
[00:34:59.220 --> 00:35:01.540]   can help us bridge the gap to help users
[00:35:01.540 --> 00:35:04.500]   actually create new alerts that they can look for,
[00:35:04.500 --> 00:35:05.620]   proactively.
[00:35:05.620 --> 00:35:05.860]   So, yeah.
[00:35:05.860 --> 00:35:08.020]   I think, sorry, I think you need to give me
[00:35:08.020 --> 00:35:09.380]   like another real-world example
[00:35:09.380 --> 00:35:12.820]   of what this forensic search looks like.
[00:35:12.820 --> 00:35:15.300]   Like, why am I doing this and how does it work?
[00:35:15.300 --> 00:35:17.140]   Okay, so today, forensic capability
[00:35:17.140 --> 00:35:18.340]   is in a video management system.
[00:35:18.340 --> 00:35:21.060]   So leaving aside alerts, now I know something happened.
[00:35:21.060 --> 00:35:22.980]   Now I've got to figure out why it happened
[00:35:22.980 --> 00:35:24.900]   or where a particular person is.
[00:35:24.900 --> 00:35:27.460]   So now I fall back to using my search engine,
[00:35:27.460 --> 00:35:28.420]   essentially, in a video system.
[00:35:28.420 --> 00:35:30.100]   Sorry, I think you need to make this even simpler.
[00:35:30.100 --> 00:35:31.140]   Like, why am I doing this?
[00:35:31.140 --> 00:35:32.980]   Like someone broke into my school
[00:35:32.980 --> 00:35:35.220]   and I want to, why is this hard?
[00:35:35.220 --> 00:35:35.940]   I would think it would just,
[00:35:35.940 --> 00:35:37.380]   you'd sort of look at the video feed
[00:35:37.380 --> 00:35:39.380]   and see what's going on.
[00:35:39.380 --> 00:35:42.820]   I'm sure that's a stupid, naive interpretation, but.
[00:35:42.820 --> 00:35:44.500]   - So a couple of different reasons.
[00:35:44.500 --> 00:35:47.860]   So very, very simple retail use case, loss prevention.
[00:35:47.860 --> 00:35:50.340]   Something has gone missing off the shelf, for example,
[00:35:50.340 --> 00:35:52.100]   or someone stole something.
[00:35:52.100 --> 00:35:53.140]   I know that that happened.
[00:35:53.140 --> 00:35:55.780]   How do I trace it back to figure out who it was?
[00:35:55.780 --> 00:35:56.660]   When did it happen?
[00:35:56.660 --> 00:35:59.140]   For a school, for example,
[00:35:59.140 --> 00:36:01.780]   you know something terrible may be happening
[00:36:01.780 --> 00:36:04.420]   where you're reacting to what happened.
[00:36:04.420 --> 00:36:07.780]   The question is, how do I know where that originated?
[00:36:07.780 --> 00:36:09.620]   How do I make it safer next time
[00:36:09.620 --> 00:36:11.460]   so that it doesn't happen again?
[00:36:11.460 --> 00:36:14.340]   And how do I gather information beyond a single camera?
[00:36:14.340 --> 00:36:16.420]   I think this is the crux of the use case, actually,
[00:36:16.420 --> 00:36:19.220]   where many sites have multiple cameras.
[00:36:19.220 --> 00:36:23.140]   A lot of analytics today focus on single camera events.
[00:36:23.140 --> 00:36:25.780]   So a single camera is going to generate an event for you.
[00:36:25.780 --> 00:36:27.620]   Now the person has moved on.
[00:36:27.620 --> 00:36:29.060]   They're in a different camera.
[00:36:29.060 --> 00:36:31.060]   They're in a different part of the site.
[00:36:31.060 --> 00:36:32.740]   This is where search really helps,
[00:36:32.740 --> 00:36:35.220]   particularly things like similarity-based search,
[00:36:35.220 --> 00:36:38.260]   because now I can use that visual cue of who it was
[00:36:38.260 --> 00:36:40.500]   and search across all my cameras.
[00:36:40.500 --> 00:36:42.100]   This is really where they dip
[00:36:42.100 --> 00:36:43.700]   into the investigative space now,
[00:36:43.700 --> 00:36:46.580]   where they saw something happening on a single camera.
[00:36:46.580 --> 00:36:49.220]   They take what they saw, whether it's a person or vehicle,
[00:36:49.220 --> 00:36:50.580]   enter it into the system.
[00:36:50.580 --> 00:36:53.860]   And now the system will show you occurrences of that person,
[00:36:53.860 --> 00:36:56.100]   that object across many, many different cameras,
[00:36:56.100 --> 00:36:58.340]   where now I can go deeper and understand
[00:36:58.340 --> 00:37:00.020]   where is that person now?
[00:37:00.020 --> 00:37:01.300]   Where was that person?
[00:37:01.300 --> 00:37:03.060]   And where is that person potentially going
[00:37:03.060 --> 00:37:04.580]   so I can get ahead of the situation?
[00:37:04.580 --> 00:37:09.460]   - And am I asking these questions in natural language then?
[00:37:09.460 --> 00:37:11.700]   Is that what the interface looks like?
[00:37:11.700 --> 00:37:15.620]   - So that's where we're focusing a lot of our R&D effort today.
[00:37:15.620 --> 00:37:17.300]   Today, if I had to say, like,
[00:37:17.300 --> 00:37:20.180]   there's two forms you can interrogate a search system.
[00:37:20.180 --> 00:37:22.340]   Visually, so essentially you can give it an image
[00:37:22.340 --> 00:37:25.380]   or an image crop of something, an object of interest,
[00:37:25.380 --> 00:37:26.740]   and systems respond to that.
[00:37:26.740 --> 00:37:28.580]   So essentially we can search the embedding space
[00:37:28.580 --> 00:37:31.060]   to be able to figure out if it's a vehicle
[00:37:31.060 --> 00:37:32.660]   or a person or whatever else.
[00:37:32.660 --> 00:37:34.260]   There is structured search,
[00:37:34.260 --> 00:37:36.180]   where you're looking for a particular attribute.
[00:37:36.180 --> 00:37:38.500]   So I'm forming my query kind of in the form of,
[00:37:38.500 --> 00:37:41.300]   you know, like a man with a green shirt, for example.
[00:37:41.300 --> 00:37:42.660]   What we're doing right now,
[00:37:42.660 --> 00:37:44.260]   and we have been working on for a while,
[00:37:44.260 --> 00:37:45.460]   and you'll start seeing soon,
[00:37:45.460 --> 00:37:47.860]   is we essentially want to make that as easy
[00:37:47.860 --> 00:37:49.700]   as searching for things on the internet,
[00:37:49.700 --> 00:37:52.900]   where you can essentially phrase that in natural language.
[00:37:52.900 --> 00:37:55.220]   We can use that natural language representation
[00:37:55.220 --> 00:37:57.380]   then to do more interesting things in terms of,
[00:37:57.380 --> 00:37:59.540]   you know, being able to bridge what's on the,
[00:37:59.540 --> 00:38:01.380]   in the vision domain with the language domain.
[00:38:01.380 --> 00:38:02.980]   - Wow, that's really cool.
[00:38:02.980 --> 00:38:04.740]   It sounds almost like Star Trek or something.
[00:38:04.740 --> 00:38:08.580]   - But I think on consumer side, it's natural for us, right?
[00:38:08.580 --> 00:38:10.340]   It's funny, like a lot of these verticals,
[00:38:10.340 --> 00:38:12.900]   actually I got similar comments where they're like,
[00:38:12.900 --> 00:38:14.180]   that seems like science fiction,
[00:38:14.180 --> 00:38:16.100]   but if you think about consumer applications,
[00:38:16.100 --> 00:38:18.980]   we are very used to doing that today as humans.
[00:38:18.980 --> 00:38:20.740]   But in a lot of these verticals,
[00:38:20.740 --> 00:38:22.900]   whether it's healthcare or public safety
[00:38:22.900 --> 00:38:26.420]   or enterprise security, that's just not how they do things,
[00:38:26.420 --> 00:38:29.140]   because the systems are just simply not sophisticated enough
[00:38:29.140 --> 00:38:31.300]   to be able to understand human intent
[00:38:31.300 --> 00:38:33.460]   and map human intent to structured data.
[00:38:33.460 --> 00:38:37.940]   One of the big problems actually that we worked on initially
[00:38:37.940 --> 00:38:42.500]   was a lot of our knowledge base lies in relational databases.
[00:38:42.500 --> 00:38:43.700]   So then the question becomes,
[00:38:43.700 --> 00:38:46.180]   how do I bridge what I'm seeing visually
[00:38:46.180 --> 00:38:48.580]   or what I'm expressing in natural language
[00:38:48.580 --> 00:38:50.020]   to structured data?
[00:38:50.020 --> 00:38:52.660]   I mean, there's a ton of very interesting work now
[00:38:52.660 --> 00:38:54.180]   using transformer-based models
[00:38:54.180 --> 00:38:56.420]   to be able to actually figure out
[00:38:56.420 --> 00:38:57.860]   from an indexing standpoint,
[00:38:57.860 --> 00:39:00.340]   how do I actually query those structured data systems
[00:39:00.340 --> 00:39:02.420]   based on naturally what humans are saying?
[00:39:02.420 --> 00:39:05.140]   And we think that's the future.
[00:39:05.140 --> 00:39:07.300]   I think making it easier for users
[00:39:07.300 --> 00:39:08.980]   to get information out of systems
[00:39:08.980 --> 00:39:10.660]   is really the bottleneck today.
[00:39:10.660 --> 00:39:13.060]   And many of the systems are too complex for users
[00:39:13.060 --> 00:39:14.980]   to actually figure out how,
[00:39:14.980 --> 00:39:17.060]   if I have to think which search to use,
[00:39:17.060 --> 00:39:19.140]   I've already lost valuable time.
[00:39:19.140 --> 00:39:21.220]   And in our business, losing valuable time means,
[00:39:21.220 --> 00:39:23.460]   as you said at the start of the conversation,
[00:39:23.460 --> 00:39:24.340]   is a huge problem.
[00:39:24.340 --> 00:39:25.700]   - Well, it's funny.
[00:39:25.700 --> 00:39:28.100]   You know, I feel like I obviously,
[00:39:28.100 --> 00:39:29.220]   when I'm talking to a friend,
[00:39:29.220 --> 00:39:31.140]   I like using natural language,
[00:39:31.140 --> 00:39:34.340]   but when I'm engaging with a computer,
[00:39:34.340 --> 00:39:37.620]   I feel like these natural language interfaces
[00:39:37.620 --> 00:39:39.700]   have kind of gotten a bad reputation over the years
[00:39:39.700 --> 00:39:41.860]   for sort of like over-promising
[00:39:41.860 --> 00:39:43.140]   and then just being sort of frustrating
[00:39:43.140 --> 00:39:44.420]   when it's not doing the thing you want.
[00:39:44.420 --> 00:39:47.780]   You don't know what's the next thing you should do.
[00:39:47.780 --> 00:39:48.980]   I mean, I guess, do you feel like
[00:39:48.980 --> 00:39:52.420]   the natural language understanding technology
[00:39:52.420 --> 00:39:55.620]   has gotten to the point where this is really feasible?
[00:39:55.620 --> 00:39:57.460]   Like, I feel like I don't actually engage,
[00:39:57.460 --> 00:40:02.180]   maybe ever with a question and answering,
[00:40:02.180 --> 00:40:03.700]   an automated question and answering system
[00:40:03.700 --> 00:40:05.060]   that seems to work really well.
[00:40:05.060 --> 00:40:07.380]   - I think that's actually
[00:40:07.380 --> 00:40:08.660]   a really, really good observation.
[00:40:08.660 --> 00:40:10.020]   And I would say, I agree with you.
[00:40:10.020 --> 00:40:11.540]   I mean, first impressions matter, right?
[00:40:11.540 --> 00:40:13.620]   If you use one of the voice assistants
[00:40:13.620 --> 00:40:15.540]   and it doesn't work for you a couple of times,
[00:40:15.540 --> 00:40:16.820]   most people will abandon it
[00:40:16.820 --> 00:40:19.300]   because they just assume that the coverage isn't there.
[00:40:19.300 --> 00:40:21.540]   I still think it's a huge challenge in general
[00:40:21.540 --> 00:40:23.700]   because the language space is so vast
[00:40:23.700 --> 00:40:26.180]   and users can interpret their intents
[00:40:26.180 --> 00:40:27.620]   in so many different ways.
[00:40:27.620 --> 00:40:29.940]   One thing we have to our advantage
[00:40:29.940 --> 00:40:31.540]   in what Motorola does is,
[00:40:31.540 --> 00:40:33.940]   our vocabulary is actually fairly narrow.
[00:40:33.940 --> 00:40:35.700]   If you think about safety and security,
[00:40:35.700 --> 00:40:37.700]   whether it's public safety or enterprise security,
[00:40:37.700 --> 00:40:39.060]   you're generally asking,
[00:40:39.060 --> 00:40:41.220]   you wanna ask the same sort of things.
[00:40:41.220 --> 00:40:42.900]   You know, the five Ws, for example,
[00:40:42.900 --> 00:40:44.980]   like you're looking for a person or a vehicle
[00:40:44.980 --> 00:40:47.060]   and you're describing the attributes.
[00:40:47.060 --> 00:40:50.740]   So I would say that the domain space of intent is narrower,
[00:40:50.740 --> 00:40:51.780]   but it's much deeper.
[00:40:51.780 --> 00:40:54.020]   So you need to perform really, really well
[00:40:54.020 --> 00:40:57.140]   on those very fine grain parts of the intent.
[00:40:57.140 --> 00:41:00.260]   So for us, natural language, actually,
[00:41:00.260 --> 00:41:02.100]   the last couple of years of work that we've been doing
[00:41:02.100 --> 00:41:03.300]   has been very promising
[00:41:03.300 --> 00:41:05.540]   because not only can we constrain our models.
[00:41:05.540 --> 00:41:08.900]   So if you look at a task like captioning, for example,
[00:41:08.900 --> 00:41:11.300]   captioning is a very difficult task to get right.
[00:41:11.300 --> 00:41:13.140]   You need a lot of data to be able to perform
[00:41:13.140 --> 00:41:14.340]   really, really well.
[00:41:14.340 --> 00:41:16.980]   If I think about something like captioning for us,
[00:41:16.980 --> 00:41:19.460]   we can really constrain the space that we're looking for
[00:41:19.460 --> 00:41:21.860]   because we're looking for those same things.
[00:41:21.860 --> 00:41:23.300]   And so we can really double down
[00:41:23.300 --> 00:41:25.060]   on what datasets we're using
[00:41:25.060 --> 00:41:26.420]   and how we train those models
[00:41:26.420 --> 00:41:28.260]   where they can perform really well.
[00:41:28.260 --> 00:41:30.580]   And so that's where I think for us,
[00:41:30.580 --> 00:41:31.780]   language is very promising
[00:41:31.780 --> 00:41:33.860]   because of the type of problem space that we're in.
[00:41:33.860 --> 00:41:35.140]   - That makes sense.
[00:41:35.140 --> 00:41:37.940]   I guess a practical question I have,
[00:41:37.940 --> 00:41:39.540]   given that you're running all these models
[00:41:39.540 --> 00:41:42.340]   on live feeds of information,
[00:41:42.340 --> 00:41:44.420]   like you actually really are kind of running at scale
[00:41:44.420 --> 00:41:46.340]   and probably need really high uptime.
[00:41:46.340 --> 00:41:47.460]   Like how do you actually,
[00:41:47.460 --> 00:41:51.060]   like what's your production environment look like?
[00:41:51.060 --> 00:41:53.060]   Is this another thing where you're using third-party tools
[00:41:53.060 --> 00:41:54.420]   or you've built something yourself?
[00:41:54.420 --> 00:41:59.140]   - So we use, so the DevOps situation gets quite complex,
[00:41:59.140 --> 00:42:00.500]   especially when you're thinking about
[00:42:00.500 --> 00:42:05.140]   data that's running on-premises as well as in the cloud.
[00:42:05.140 --> 00:42:07.300]   I think a lot of the ways we're bridging that
[00:42:07.300 --> 00:42:09.220]   is essentially like I said at the start,
[00:42:09.220 --> 00:42:10.660]   we're using central management.
[00:42:10.660 --> 00:42:13.220]   So a lot of our cloud software runs
[00:42:13.220 --> 00:42:15.700]   pretty much the same way as any other vendor runs at scale
[00:42:15.700 --> 00:42:18.980]   and we have redundancy and failover support for that.
[00:42:18.980 --> 00:42:21.620]   At the edge, it's really about monitoring.
[00:42:21.620 --> 00:42:24.420]   So it's making sure that we have good information
[00:42:24.420 --> 00:42:26.580]   about what our cameras are doing,
[00:42:26.580 --> 00:42:28.100]   the help of those cameras,
[00:42:28.100 --> 00:42:30.420]   being able to get the right metadata
[00:42:30.420 --> 00:42:31.780]   to understand model performance
[00:42:31.780 --> 00:42:33.700]   so that we know when something's going wrong.
[00:42:33.700 --> 00:42:38.660]   So I think we use a couple of different tools today
[00:42:38.660 --> 00:42:41.460]   that we've built because we are dealing with
[00:42:41.460 --> 00:42:44.260]   formats from our own cameras and data
[00:42:44.260 --> 00:42:46.100]   that's highly proprietary.
[00:42:46.100 --> 00:42:49.060]   But I think we're always looking for other tools
[00:42:49.060 --> 00:42:50.820]   where we can essentially centralize
[00:42:50.820 --> 00:42:52.580]   a lot of that monitoring capability
[00:42:52.580 --> 00:42:54.100]   because it is very complex.
[00:42:54.100 --> 00:42:56.020]   You have multiple pieces of hardware and software
[00:42:56.020 --> 00:42:57.060]   running together.
[00:42:57.060 --> 00:42:59.860]   So it's not just my cloud service went down,
[00:42:59.860 --> 00:43:01.620]   it's okay, my camera malfunctioned
[00:43:01.620 --> 00:43:03.060]   and now things aren't working there,
[00:43:03.060 --> 00:43:04.900]   in which case everything downstream
[00:43:04.900 --> 00:43:06.340]   is not gonna work either.
[00:43:06.340 --> 00:43:09.380]   So I would say it's a work in progress
[00:43:09.380 --> 00:43:11.380]   in terms of making sure that we have good coverage
[00:43:11.380 --> 00:43:13.300]   as our solutions become more distributed.
[00:43:13.300 --> 00:43:16.020]   - Are things like data drift,
[00:43:16.020 --> 00:43:19.300]   like real issues for you that you look to detect?
[00:43:19.300 --> 00:43:20.500]   - Absolutely.
[00:43:20.500 --> 00:43:25.060]   Especially I think when it's the first model of its type
[00:43:25.060 --> 00:43:27.060]   or it's a new capability that we release,
[00:43:27.060 --> 00:43:29.700]   we spend a lot of time in-house
[00:43:29.700 --> 00:43:31.780]   being able to test a lot of that stuff
[00:43:31.780 --> 00:43:36.580]   across as big a diverse and comprehensive data set
[00:43:36.580 --> 00:43:37.060]   as possible.
[00:43:37.060 --> 00:43:38.260]   But when it's out in the field,
[00:43:38.260 --> 00:43:41.300]   we start seeing things like data drift happening
[00:43:41.300 --> 00:43:44.100]   where it goes back to the question you asked before,
[00:43:44.100 --> 00:43:45.860]   as we learn from customers,
[00:43:45.860 --> 00:43:48.020]   that's one way we can alleviate that,
[00:43:48.020 --> 00:43:50.100]   which is a customer might have an issue,
[00:43:50.100 --> 00:43:52.660]   we might recognize that being a common issue
[00:43:52.660 --> 00:43:54.340]   where we can address some of those,
[00:43:54.340 --> 00:43:56.900]   but we're also proactively looking at our models
[00:43:56.900 --> 00:43:59.140]   and seeing how can we combat things like data drift.
[00:43:59.140 --> 00:44:02.020]   So for example, things like synthetic data
[00:44:02.020 --> 00:44:05.220]   have become a huge tool for us in certain areas
[00:44:05.220 --> 00:44:08.420]   where we're either unable to collect real data
[00:44:08.420 --> 00:44:10.500]   or there's sensitivity around collecting
[00:44:10.500 --> 00:44:12.660]   that sort of data where we simply don't do it.
[00:44:12.660 --> 00:44:16.020]   How do we augment our models with those gaps that we have?
[00:44:16.020 --> 00:44:18.900]   And we work with a number of companies
[00:44:18.900 --> 00:44:20.660]   on the synthetic data front
[00:44:20.660 --> 00:44:22.980]   and we're doing a lot of that in-house as well
[00:44:22.980 --> 00:44:24.900]   where we're trying to fill some of those gaps
[00:44:24.900 --> 00:44:27.140]   to make our models as generalizable as possible.
[00:44:27.140 --> 00:44:30.020]   But as you know, it's definitely a work in progress
[00:44:30.020 --> 00:44:31.220]   in terms of keeping a handle,
[00:44:31.220 --> 00:44:33.540]   especially as the number of models kind of explode.
[00:44:33.540 --> 00:44:37.460]   - Wow, you're one of the first people that I've talked to,
[00:44:37.460 --> 00:44:41.140]   maybe the Waymo head of research was the other one,
[00:44:41.140 --> 00:44:44.740]   but most people I feel like think of synthetic data
[00:44:44.740 --> 00:44:47.940]   as more of a theoretical thing
[00:44:47.940 --> 00:44:50.420]   that they're sort of working on using in the future.
[00:44:50.420 --> 00:44:51.460]   It's interesting to talk to someone
[00:44:51.460 --> 00:44:53.620]   that's actually using synthetic data today
[00:44:53.620 --> 00:44:56.020]   to improve the models.
[00:44:56.020 --> 00:44:58.580]   I'm curious, I mean, if you want to name any vendors
[00:44:58.580 --> 00:45:01.460]   that are working well for you or techniques that worked well,
[00:45:01.460 --> 00:45:04.260]   I'm sure that would be useful to the people listening.
[00:45:04.260 --> 00:45:05.380]   - I mean, I can mention,
[00:45:06.020 --> 00:45:08.100]   so we worked with a company called AI Riveria,
[00:45:08.100 --> 00:45:11.460]   actually got acquired by Meta not too long ago.
[00:45:11.460 --> 00:45:13.620]   So that was a very public vendor.
[00:45:13.620 --> 00:45:14.420]   There are a couple of others
[00:45:14.420 --> 00:45:15.780]   that we're talking to right now
[00:45:15.780 --> 00:45:17.860]   that I probably can't share the names just yet,
[00:45:17.860 --> 00:45:21.940]   but I think one of the areas, you're right,
[00:45:21.940 --> 00:45:24.660]   there's a lot of, I would say,
[00:45:24.660 --> 00:45:26.580]   like misinformation and misunderstanding
[00:45:26.580 --> 00:45:29.540]   about how synthetic data is useful.
[00:45:29.540 --> 00:45:31.860]   I think there's one camp that believes
[00:45:31.860 --> 00:45:33.860]   that you can use purely synthetic data
[00:45:33.860 --> 00:45:35.220]   to train certain types of models.
[00:45:35.220 --> 00:45:36.020]   And that may be true,
[00:45:36.020 --> 00:45:38.260]   especially certain classification tasks.
[00:45:38.260 --> 00:45:40.020]   You'd benefit a lot from essentially
[00:45:40.020 --> 00:45:43.380]   just purely using synthetic data to cover the domain gaps
[00:45:43.380 --> 00:45:44.580]   that you might have.
[00:45:44.580 --> 00:45:45.860]   I think where it gets trickier
[00:45:45.860 --> 00:45:48.260]   is when you have a non-trivial amount of real data
[00:45:48.260 --> 00:45:51.700]   and you want to be able to augment that with synthetic data.
[00:45:51.700 --> 00:45:53.780]   At that point, it's really funny
[00:45:53.780 --> 00:45:55.700]   because initially we started working with vendors
[00:45:55.700 --> 00:45:57.060]   as dataset providers.
[00:45:57.060 --> 00:45:59.540]   So essentially like you'd work with them,
[00:45:59.540 --> 00:46:02.020]   give requirements and they would deliver a dataset to you
[00:46:02.020 --> 00:46:04.340]   and you do all the training and experimentation in-house.
[00:46:04.340 --> 00:46:05.780]   And then you realize very quickly
[00:46:05.780 --> 00:46:08.100]   that actually you need to do it end to end.
[00:46:08.100 --> 00:46:10.420]   And now you see a lot of companies actually doing that
[00:46:10.420 --> 00:46:13.460]   where some of them are actually also selling tools
[00:46:13.460 --> 00:46:14.820]   for other companies that say,
[00:46:14.820 --> 00:46:16.980]   "Okay, you can generate your data.
[00:46:16.980 --> 00:46:18.660]   These are the knobs that we're going to give you.
[00:46:18.660 --> 00:46:20.180]   And you can retrain your models
[00:46:20.180 --> 00:46:21.940]   and do that kind of in an iterative way."
[00:46:21.940 --> 00:46:23.700]   And that's really where we've landed today,
[00:46:23.700 --> 00:46:26.020]   where you can't really think of synthetic data
[00:46:26.020 --> 00:46:27.860]   as something you get from a vendor.
[00:46:27.860 --> 00:46:29.060]   It really needs to be part
[00:46:29.060 --> 00:46:31.220]   of the machine learning development process.
[00:46:31.220 --> 00:46:32.740]   And for us actually right now,
[00:46:32.740 --> 00:46:34.500]   where synthetic data is the most useful
[00:46:34.500 --> 00:46:36.660]   is testing and evaluation.
[00:46:36.660 --> 00:46:39.060]   Especially if you think about analytics
[00:46:39.060 --> 00:46:41.380]   that go beyond single object
[00:46:41.380 --> 00:46:42.980]   and you're thinking about groups of things,
[00:46:42.980 --> 00:46:45.860]   whether they're groups of cars or people,
[00:46:45.860 --> 00:46:47.460]   this is a very, very difficult thing
[00:46:47.460 --> 00:46:48.900]   to be able to collect data for.
[00:46:48.900 --> 00:46:51.700]   Even more, I won't go into this now,
[00:46:51.700 --> 00:46:53.780]   but like when you think about anomaly detection,
[00:46:53.780 --> 00:46:55.300]   especially of a high dimensional data,
[00:46:55.300 --> 00:46:57.780]   like it becomes extremely difficult to test these things
[00:46:57.780 --> 00:47:00.260]   because these events are so rare to begin with, right?
[00:47:00.260 --> 00:47:03.140]   So you absolutely need to have synthetic data
[00:47:03.140 --> 00:47:04.100]   to be able to do that.
[00:47:04.100 --> 00:47:05.620]   And I think for the most part,
[00:47:05.620 --> 00:47:07.060]   rather than training,
[00:47:07.060 --> 00:47:08.500]   though we've done some of that as well
[00:47:08.500 --> 00:47:10.180]   for certain types of use cases,
[00:47:10.180 --> 00:47:13.460]   particularly sub-classifications,
[00:47:13.460 --> 00:47:15.300]   attribute classification for certain things,
[00:47:15.300 --> 00:47:18.740]   because obviously you basically have infinite ability
[00:47:18.740 --> 00:47:21.940]   to vary things like color and hue and texture
[00:47:21.940 --> 00:47:22.740]   and things like that.
[00:47:22.740 --> 00:47:24.580]   But testing is huge,
