
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[01:08:16.340 --> 01:08:19.340]   Dr. Mark Berman: Plus a bunch of neural network metabolism stuff.
[01:08:19.340 --> 01:08:20.340]   Dr. Mark Berman: Yeah.
[01:08:20.340 --> 01:08:21.340]   Dr. Mark Berman: It will never be one thing, right?
[01:08:21.340 --> 01:08:22.340]   Dr. Mark Berman: Yeah.
[01:08:22.340 --> 01:08:23.340]   Dr. Mark Berman: It's not gonna be like a molecule.
[01:08:23.340 --> 01:08:24.340]   Dr. Mark Berman: Right.
[01:08:24.340 --> 01:08:31.340]   Dr. Mark Berman: And that depending on how well rested we are, we go into the day with a certain amount of directed attention units that we can spend.
[01:08:31.340 --> 01:08:32.340]   Dr. Mark Berman: Yeah.
[01:08:32.340 --> 01:08:45.340]   Dr. Mark Berman: And everything you're telling us today is that going into a fractal AKA nature environment allows us to come off the sort of spending.
[01:08:45.340 --> 01:08:46.340]   Dr. Mark Berman: Yeah.
[01:08:46.340 --> 01:08:47.340]   Dr. Mark Berman: Of our directed attention.
[01:08:47.340 --> 01:08:48.340]   Dr. Mark Berman: That's right.
[01:08:48.340 --> 01:08:50.340]   Dr. Mark Berman: And it also seems to reset the directed attention account.
[01:08:50.340 --> 01:08:51.340]   Dr. Mark Berman: Yes.
[01:08:51.340 --> 01:09:00.340]   Dr. Mark Berman: Are there any data that speak to whether or not it just allows us to not spend or whether or not it actually replenishes this directed attention capability?
[01:09:00.340 --> 01:09:01.340]   Dr. Mark Berman: Yeah.
[01:09:01.340 --> 01:09:02.340]   Dr. Mark Berman: It's a good question.
[01:09:02.340 --> 01:09:05.340]   Dr. Mark Berman: Or does it even like extend capabilities?
[01:09:05.340 --> 01:09:07.340]   Dr. Mark Berman: Like, does it take you above your baseline?
[01:09:07.340 --> 01:09:08.340]   Dr. Mark Berman: Right.
[01:09:08.340 --> 01:09:09.340]   Dr. Mark Berman: Is it an investment?
[01:09:09.340 --> 01:09:10.340]   Dr. Mark Berman: Right.
[01:09:10.340 --> 01:09:12.340]   Dr. Mark Berman: Lately, I think not so much about dopamine per se.
[01:09:12.340 --> 01:09:13.340]   Dr. Mark Berman: Yeah.
[01:09:13.340 --> 01:09:17.340]   Dr. Mark Berman: I think about are you spending your dopamine down or are you investing your dopamine?
[01:09:17.340 --> 01:09:18.340]   Dr. Mark Berman: Right.
[01:09:18.340 --> 01:09:19.340]   Dr. Mark Berman: Right.
[01:09:19.340 --> 01:09:22.340]   Dr. Mark Berman: And I would say, I mean, unfortunately, I don't have a good answer for it.
[01:09:22.340 --> 01:09:27.340]   Dr. Mark Berman: I'm, I'm not sure it might actually, it's possible that it might expand your store.
[01:09:27.340 --> 01:09:30.340]   Dr. Mark Berman: It might, it might, you might be getting interest.
[01:09:30.340 --> 01:09:31.340]   Dr. Mark Berman: Mm-hmm.
[01:09:31.340 --> 01:09:36.340]   Dr. Mark Berman: So, so one of the things too, that we kind of struggle with a little bit is like, is nature boosting us a lot?
[01:09:36.340 --> 01:09:40.340]   Dr. Mark Berman: Or is urban fatiguing us or depleting us?
[01:09:40.340 --> 01:09:41.340]   Dr. Mark Berman: Right.
[01:09:41.340 --> 01:09:43.340]   Dr. Mark Berman: And I think both things are kind of at play there.
[01:09:43.340 --> 01:09:54.340]   Dr. Mark Berman: I have a whole set of questions popping to mind about sleep states and deep sleep being more like fractal environments and rapid eye movement sleep being more like reality and therefore more challenging.
[01:09:54.340 --> 01:09:57.340]   Dr. Mark Berman: But I'm going to just shelve those and maybe we'll get back to them.
[01:09:57.340 --> 01:09:58.340]   Dr. Mark Berman: Okay.
[01:09:58.340 --> 01:09:59.340]   Dr. Mark Berman: Maybe we won't.
[01:09:59.340 --> 01:10:04.340]   Dr. Mark Berman: I want to make sure that I understand correctly what the protocol, for lack of a better word, would be.
[01:10:04.340 --> 01:10:08.340]   Dr. Mark Berman: Get out into nature, ideally move.
[01:10:08.340 --> 01:10:09.340]   Dr. Mark Berman: Yes.
[01:10:09.340 --> 01:10:10.340]   Dr. Mark Berman: For about 20 minutes minimum.
[01:10:10.340 --> 01:10:11.340]   Dr. Mark Berman: Yep.
[01:10:11.340 --> 01:10:16.340]   Dr. Mark Berman: And ideally you remove yourself from phone.
[01:10:16.340 --> 01:10:18.340]   Dr. Mark Berman: What if you have to make a phone call while you're doing it?
[01:10:18.340 --> 01:10:20.340]   Dr. Mark Berman: I mean, that's just, you don't want to do it.
[01:10:20.340 --> 01:10:23.340]   Dr. Mark Berman: And I'd even say too, I know you were saying you like to put the earbuds in.
[01:10:23.340 --> 01:10:25.340]   Dr. Mark Berman: Sometimes I would say you don't want the earbuds in.
[01:10:25.340 --> 01:10:33.340]   Dr. Mark Berman: You want all of your attentional capacity or involuntary attention to be captured by that environment.
[01:10:33.340 --> 01:10:34.340]   Dr. Mark Berman: Okay, great.
[01:10:34.340 --> 01:10:39.340]   Dr. Mark Berman: You know, it's kind of, I kind of joke with my students about this a little bit where I would say, you know,
[01:10:39.340 --> 01:10:44.340]   Dr. Mark Berman: How many of you study with listening to music?
[01:10:44.340 --> 01:10:45.340]   Dr. Mark Berman: And a lot of students raise their hand.
[01:10:45.340 --> 01:10:46.340]   Dr. Mark Berman: Yeah, I study listening to music.
[01:10:46.340 --> 01:10:47.340]   Dr. Mark Berman: I said, okay.
[01:10:47.340 --> 01:10:50.340]   Dr. Mark Berman: How many of you want to take the exam listening to music?
[01:10:50.340 --> 01:10:51.340]   Dr. Mark Berman: Nobody.
[01:10:51.340 --> 01:10:52.340]   Dr. Mark Berman: Nobody raised your hand.
[01:10:52.340 --> 01:10:55.340]   Dr. Mark Berman: Well, that's not consistent, you know?
[01:10:55.340 --> 01:10:56.340]   Dr. Mark Berman: Mm-hmm.
[01:10:56.340 --> 01:11:02.340]   Dr. Mark Berman: And it's not because, you know, the students are not smart.
[01:11:02.340 --> 01:11:04.340]   Dr. Mark Berman: It's that studying sucks.
[01:11:04.340 --> 01:11:05.340]   Dr. Mark Berman: Mm-hmm.
[01:11:05.340 --> 01:11:19.340]   Dr. Mark Berman: And, you know, listening to music just makes it more pleasurable, but you're not, you know, you're taking away attentional resources that could be used for the studying by listening to music.
[01:11:19.340 --> 01:11:26.340]   Dr. Mark Berman: And I think, you know, on the flip side, I want you to be fully engaged with nature.
[01:11:26.340 --> 01:11:31.340]   Dr. Mark Berman: I want your involuntary attention to be just automatically captured by this nature stimulation.
[01:11:31.340 --> 01:11:33.340]   Dr. Mark Berman: I don't want anything else interfering with that.
[01:11:33.340 --> 01:11:36.340]   Dr. Mark Berman: I think that's how you're going to get the most bang for your buck.
[01:11:36.340 --> 01:11:42.340]   Dr. Mark Berman: And in fact, you know, you know, we did these studies where I wasn't sure how it was going to work.
[01:11:42.340 --> 01:11:48.340]   Dr. Mark Berman: So we did some studies where we took participants who were diagnosed with clinical depression.
[01:11:48.340 --> 01:11:52.340]   Dr. Mark Berman: And this was kind of mean, but I think important.
[01:11:52.340 --> 01:11:54.340]   Dr. Mark Berman: We had them walk in nature too.
[01:11:54.340 --> 01:12:07.340]   Dr. Mark Berman: But before these participants went for a walk in nature, we had them think about a negative thought or memory that's been bothering them to try to induce rumination to get them ruminating.
[01:12:07.340 --> 01:12:13.340]   Dr. Mark Berman: And we thought, you know, maybe if you go for a walk alone in nature and you're restoring your attention, maybe they're going to ruminate even more.
[01:12:13.340 --> 01:12:16.340]   Dr. Mark Berman: That is going to be, you know, not good.
[01:12:16.340 --> 01:12:18.340]   Dr. Mark Berman: Maybe it's going to hurt performance.
[01:12:18.340 --> 01:12:21.340]   Dr. Mark Berman: And we found just the opposite.
[01:12:21.340 --> 01:12:31.340]   Dr. Mark Berman: That actually these participants with clinical depression who we had induced to ruminate got even stronger benefits walking in nature than our non-clinical sample.
[01:12:31.340 --> 01:12:33.340]   Dr. Mark Berman: On working memory.
[01:12:33.340 --> 01:12:34.340]   Dr. Mark Berman: On working memory.
[01:12:34.340 --> 01:12:47.340]   Dr. Mark Berman: And you can imagine participants that are struggling with depression and rumination, their working memory is not as good because you've got cognitive resources devoted to these negative thoughts that are just repeating over and over again.
[01:12:47.340 --> 01:12:54.340]   Dr. Mark Berman: You don't have your full bank account of attention because you're spending it on the rumination.
[01:12:54.340 --> 01:13:04.340]   Dr. Mark Berman: And we found that for these participants, the effects were stronger in improving their attention and working memory.
[01:13:04.340 --> 01:13:11.340]   Dr. Mark Berman: And I think part of that might be that it's actually giving them some of the attention resources necessary to deal with the rumination.
[01:13:11.340 --> 01:13:13.340]   Dr. Mark Berman: Super interesting.
[01:13:13.340 --> 01:13:17.340]   Dr. Mark Berman: I know rumination is something that many people, depressed or not, struggle with.
[01:13:17.340 --> 01:13:26.340]   Dr. Mark Berman: And I've long thought, and I'm certainly coming to this conclusion with each successive year of my life, that distraction is the enemy.
[01:13:26.340 --> 01:13:26.340]   Dr. Mark Berman: Yeah.
[01:13:26.340 --> 01:13:40.340]   Dr. Mark Berman: Like the ability to drop into work, creative work, or for me, prepping a podcast or reading papers or taking a walk with somebody, having a conversation with somebody, because relationships are important too, of course, and just being able to be fully present to that.
[01:13:40.340 --> 01:13:41.340]   Dr. Mark Berman: Right.
[01:13:41.340 --> 01:13:45.340]   Dr. Mark Berman: Is the basis of a great life.
[01:13:45.340 --> 01:13:46.340]   Dr. Mark Berman: Right.
[01:13:46.340 --> 01:13:47.340]   Dr. Mark Berman: Even if you're dealing with challenge.
[01:13:47.340 --> 01:13:48.340]   Dr. Mark Berman: Right, right.
[01:13:48.340 --> 01:13:55.340]   Dr. Mark Berman: That when we spread ourselves out across all these different modalities, that no good comes of it.
[01:13:55.340 --> 01:13:56.340]   Dr. Mark Berman: That's right.
[01:13:56.340 --> 01:14:07.340]   Dr. Mark Berman: And like any destructive force that's really bad, it's the fact that we don't notice that we were absent for large swaths of it.
[01:14:07.340 --> 01:14:08.340]   Dr. Mark Berman: Right.
[01:14:08.340 --> 01:14:11.340]   Dr. Mark Berman: And that it becomes so pervasive in society that it's not also frowned on.
[01:14:11.340 --> 01:14:12.340]   Dr. Mark Berman: Yeah.
[01:14:12.340 --> 01:14:14.340]   Dr. Mark Berman: I actually put social media on an old phone.
[01:14:14.340 --> 01:14:15.340]   Dr. Mark Berman: Yeah.
[01:14:15.340 --> 01:14:17.340]   Dr. Mark Berman: So I have social media accounts on an old phone.
[01:14:17.340 --> 01:14:18.340]   Dr. Mark Berman: Yeah.
[01:14:18.340 --> 01:14:20.340]   Dr. Mark Berman: And that's the only way I can access social media.
[01:14:20.340 --> 01:14:21.340]   Dr. Mark Berman: Yeah.
[01:14:21.340 --> 01:14:26.340]   Dr. Mark Berman: Somebody sends me something by way of social media, I don't do it because, I mean, it's the, I don't know what the best analogy is.
[01:14:26.340 --> 01:14:30.340]   Dr. Mark Berman: It's like someone who's trying to eat clean and you're constantly handing them junk food.
[01:14:30.340 --> 01:14:31.340]   Dr. Mark Berman: Right, right.
[01:14:31.340 --> 01:14:35.340]   Dr. Mark Berman: You know, and I enjoy social media, but I like to make it a designated time.
[01:14:35.340 --> 01:14:36.340]   Dr. Mark Berman: Right.
[01:14:36.340 --> 01:14:38.340]   Dr. Mark Berman: So getting out for a walk in 20 minutes.
[01:14:38.340 --> 01:14:40.340]   Dr. Mark Berman: And put the, I would say, put the phone in the box.
[01:14:40.340 --> 01:14:41.340]   Dr. Mark Berman: Put the phone away.
[01:14:41.340 --> 01:14:42.340]   Dr. Mark Berman: Put the phone away.
[01:14:42.340 --> 01:14:54.340]   Dr. Mark Berman: The whole basis here seems to be allowing your brain to go into kind of, if I take it to its logical conclusion, to kind of its necessary state to reset.
[01:14:54.340 --> 01:14:55.340]   Dr. Mark Berman: Yeah.
[01:14:55.340 --> 01:14:56.340]   Dr. Mark Berman: Maybe.
[01:14:56.340 --> 01:15:07.340]   Dr. Mark Berman: This state of getting into nature and let's call it high fractal environments is similar or should be similar to the way that we've started to talk about sleep.
[01:15:07.340 --> 01:15:18.340]   Dr. Mark Berman: You know, prior to 2015, maybe it was 2018, the notion was sleep when you're dead.
[01:15:18.340 --> 01:15:21.340]   Dr. Mark Berman: You know, Matt Walker, UC Berkeley.
[01:15:21.340 --> 01:15:22.340]   Dr. Mark Berman: Yeah.
[01:15:22.340 --> 01:15:26.340]   Dr. Mark Berman: With the book Why We Sleep transformed what we now understand.
[01:15:26.340 --> 01:15:29.340]   Dr. Mark Berman: And I and others have been, you know, arguing that people need sleep.
[01:15:29.340 --> 01:15:30.340]   Dr. Mark Berman: Yeah.
[01:15:30.340 --> 01:15:34.340]   Dr. Mark Berman: Now, I think everyone understands if you don't sleep, your mental health, your physical health.
[01:15:34.340 --> 01:15:35.340]   Dr. Mark Berman: Yep.
[01:15:35.340 --> 01:15:36.340]   Dr. Mark Berman: Your performance.
[01:15:36.340 --> 01:15:37.340]   Dr. Mark Berman: Yeah.
[01:15:37.340 --> 01:15:38.340]   Dr. Mark Berman: Drops dramatically.
[01:15:38.340 --> 01:15:39.340]   Dr. Mark Berman: Yeah.
[01:15:39.340 --> 01:15:40.340]   Dr. Mark Berman: You need sleep.
[01:15:40.340 --> 01:15:42.340]   Dr. Mark Berman: And Matt has educated us that you need slow wave sleep.
[01:15:42.340 --> 01:15:44.340]   Dr. Mark Berman: You need rapid eye movement sleep.
[01:15:44.340 --> 01:15:55.340]   Dr. Mark Berman: Maybe we also need these high fractal environments and the fact that they come in their best form through walks in nature when we're not doing anything else.
[01:15:55.340 --> 01:15:59.340]   Dr. Mark Berman: It's just like you wouldn't want to, I don't know, you don't want to bring the phone into the bedroom kind of thing.
[01:15:59.340 --> 01:16:00.340]   Dr. Mark Berman: No.
[01:16:00.340 --> 01:16:05.340]   Dr. Mark Berman: Late at night because you're not going to get your deep sleep because you're going to go to sleep too late and then you miss out on the opportunity for deep sleep.
[01:16:05.340 --> 01:16:06.340]   Dr. Mark Berman: Right.
[01:16:06.340 --> 01:16:15.340]   Dr. Mark Berman: I love the idea that these waking states become better understood as, and perhaps even requirements.
[01:16:15.340 --> 01:16:22.340]   Dr. Mark Berman: I feel like we understand so much about sleep, slow wave sleep, growth hormone, REM sleep, emotional repair.
[01:16:22.340 --> 01:16:23.340]   Dr. Mark Berman: Yeah.
[01:16:23.340 --> 01:16:24.340]   Dr. Mark Berman: And everyone now is like, cool, we need sleep.
[01:16:24.340 --> 01:16:25.340]   Dr. Mark Berman: Right.
[01:16:25.340 --> 01:16:26.340]   Dr. Mark Berman: Here are the different states of sleep.
[01:16:26.340 --> 01:16:27.340]   Dr. Mark Berman: Right.
[01:16:27.340 --> 01:16:28.340]   Dr. Mark Berman: We actually know very little, it seems, about waking states.
[01:16:28.340 --> 01:16:29.340]   Dr. Mark Berman: Right.
[01:16:29.340 --> 01:16:30.340]   Dr. Mark Berman: It's a requirement for different waking states.
[01:16:30.340 --> 01:16:31.340]   Dr. Mark Berman: Right.
[01:16:31.340 --> 01:16:37.340]   Dr. Mark Berman: Because if you stay up all night, you entirely expect to not be at your best the next day.
[01:16:37.340 --> 01:16:38.340]   Dr. Mark Berman: That's right.
[01:16:38.340 --> 01:16:45.340]   Dr. Mark Berman: But I have a feeling that, based on your work, that we're doing all sorts of things that are making us far less than our natural best.
[01:16:45.340 --> 01:16:46.340]   Dr. Mark Berman: That's right.
[01:16:46.340 --> 01:16:49.340]   Dr. Mark Berman: And that some of us who are clinically diagnosed with things.
[01:16:49.340 --> 01:16:50.340]   Dr. Mark Berman: Yeah.
[01:16:50.340 --> 01:16:53.340]   Dr. Mark Berman: I haven't been clinically diagnosed with ADHD.
[01:16:53.340 --> 01:16:57.340]   If anything, I'd probably veer more towards the OCD side of things when it comes to work.
[01:16:57.340 --> 01:16:59.340]   Dr. Mark Berman: Yeah.
[01:16:59.340 --> 01:17:09.340]   Dr. Mark Berman: But my guess is that if we understand and engage in the proper waking states, that our lives are going to improve markedly, irrespective of whether or not we need medication.
[01:17:09.340 --> 01:17:13.340]   Dr. Mark Berman: I mean, that can only be determined, it seems, when we're doing the right behavioral things.
[01:17:13.340 --> 01:17:14.340]   Dr. Mark Berman: Right.
[01:17:14.340 --> 01:17:15.340]   Dr. Mark Berman: So what are your thoughts?
[01:17:15.340 --> 01:17:16.340]   Dr. Mark Berman: This is a big question.
[01:17:16.340 --> 01:17:17.340]   Dr. Mark Berman: Yeah.
[01:17:17.340 --> 01:17:23.340]   Dr. Mark Berman: But what are your thoughts on really starting to understand what the different waking states are?
[01:17:23.340 --> 01:17:24.340]   Dr. Mark Berman: Yeah.
[01:17:24.340 --> 01:17:29.340]   Dr. Mark Berman: And our requirements for waking states, because I feel like that's pretty much what your work's about.
[01:17:29.340 --> 01:17:30.340]   Dr. Mark Berman: Yeah, that's right.
[01:17:30.340 --> 01:17:31.340]   Dr. Mark Berman: That's right.
[01:17:31.340 --> 01:17:38.340]   Dr. Mark Berman: And I think, you know, the social media and things on the phone are kind of like the junk food.
[01:17:38.340 --> 01:17:42.340]   Dr. Mark Berman: They're just ruining our waking states to a large extent.
[01:17:42.340 --> 01:17:55.340]   Dr. Mark Berman: And I think what we're talking a lot about with this attention restoration theory and walking in nature is that we need breaks.
[01:17:55.340 --> 01:18:06.340]   Dr. Mark Berman: You need breaks during your waking time or if like you were talking about before that if we want to get into a state where we are going to be able to concentrate well.
[01:18:06.340 --> 01:18:15.340]   Dr. Mark Berman: Maybe you have to take the nature walk first to kind of to kind of recharge the battery even, you know, right at the beginning of the day.
[01:18:15.340 --> 01:18:16.340]   Dr. Mark Berman: So I think there's two elements there.
[01:18:16.340 --> 01:18:25.340]   Dr. Mark Berman: One is that there's a lot of stuff that we're doing during our waking hours that's depleting directed attention and we want to mitigate a lot of that stuff.
[01:18:25.340 --> 01:18:28.340]   Dr. Mark Berman: The other thing is that you can't work 10 hours straight.
[01:18:28.340 --> 01:18:34.340]   Dr. Mark Berman: I mean, I don't, I mean, maybe some people say they can, but I just don't think people really can direct their attention for 10 hours straight.
[01:18:34.340 --> 01:18:35.340]   Dr. Mark Berman: Not continuously.
[01:18:35.340 --> 01:18:36.340]   Dr. Mark Berman: Not continuously.
[01:18:36.340 --> 01:18:40.340]   Dr. Mark Berman: In talking to a lot of writers, because I've been working on this book.
[01:18:40.340 --> 01:18:41.340]   Dr. Mark Berman: Yeah.
[01:18:41.340 --> 01:18:52.340]   Dr. Mark Berman: Most writers who are like career writers will say that the most number of hours that they can do really focused writing per day on a regular basis is four.
[01:18:52.340 --> 01:18:53.340]   Dr. Mark Berman: Yep.
[01:18:53.340 --> 01:18:58.340]   Dr. Mark Berman: And some even say three, some say five, but four seems to be the average.
[01:18:58.340 --> 01:18:59.340]   Dr. Mark Berman: Yep.
[01:18:59.340 --> 01:19:08.340]   Dr. Mark Berman: And that's where their entire day and night is dedicated to creating that four hours typically in the morning, although some wrote at night, most wrote early in the morning.
[01:19:08.340 --> 01:19:09.340]   Dr. Mark Berman: Yep.
[01:19:09.340 --> 01:19:11.340]   Dr. Mark Berman: And that after four hours, they are saturated.
[01:19:11.340 --> 01:19:12.340]   Dr. Mark Berman: Right.
[01:19:12.340 --> 01:19:14.340]   Dr. Mark Berman: That the brain just can't do it.
[01:19:14.340 --> 01:19:15.340]   Dr. Mark Berman: Do it.
[01:19:15.340 --> 01:19:16.340]   Dr. Mark Berman: Right.
[01:19:16.340 --> 01:19:27.340]   Dr. Mark Berman: So I think there's this element of during our waking hours, protecting directed attention and then also doing these nature interventions as your breaks.
[01:19:27.340 --> 01:19:28.340]   Dr. Mark Berman: I mean, I love this.
[01:19:28.340 --> 01:19:29.340]   Dr. Mark Berman: Yeah.
[01:19:29.340 --> 01:19:31.340]   Dr. Mark Berman: I mean, I'm big on getting sunlight in the morning.
[01:19:31.340 --> 01:19:32.340]   Dr. Mark Berman: Yeah.
[01:19:32.340 --> 01:19:33.340]   Dr. Mark Berman: I try to see a horizon when I do it.
[01:19:33.340 --> 01:19:34.340]   Dr. Mark Berman: Yeah.
[01:19:34.340 --> 01:19:38.340]   Dr. Mark Berman: I don't talk about that so broadly as many people don't live in environments where they can catch a horizon.
[01:19:38.340 --> 01:19:39.340]   Dr. Mark Berman: Sure.
[01:19:39.340 --> 01:19:40.340]   Dr. Mark Berman: Right.
[01:19:40.340 --> 01:19:41.340]   Dr. Mark Berman: And I go up on my roof through a trap door.
[01:19:41.340 --> 01:19:42.340]   Dr. Mark Berman: Yeah.
[01:19:42.340 --> 01:19:44.340]   Dr. Mark Berman: You know, and I don't want people falling off the roofs and EBMA is what people do with information.
[01:19:44.340 --> 01:19:45.340]   Dr. Mark Berman: Yeah.
[01:19:45.340 --> 01:19:53.340]   Dr. Mark Berman: At the same time, if I don't do that, I find it very difficult to ratchet into work in the same way.
[01:19:53.340 --> 01:19:54.340]   Dr. Mark Berman: Yeah.
[01:19:54.340 --> 01:20:10.340]   Dr. Mark Berman: I mean, I think, again, to take a step back, what I think is so important about your work is that you've identified at least one and clearly several ways that we can reset our levels, maybe even improve our abilities at directed attention.
[01:20:10.340 --> 01:20:14.340]   Dr. Mark Berman: And again, I don't want to demonize social media.
[01:20:14.340 --> 01:20:15.340]   Dr. Mark Berman: Yeah.
[01:20:15.340 --> 01:20:21.340]   Dr. Mark Berman: But social media is it's a commercial product that we're engaging in.
[01:20:21.340 --> 01:20:22.340]   Dr. Mark Berman: Yeah.
[01:20:22.340 --> 01:20:23.340]   Dr. Mark Berman: And we get returns in likes, follows.
[01:20:23.340 --> 01:20:24.340]   Dr. Mark Berman: Right.
[01:20:24.340 --> 01:20:25.340]   Dr. Mark Berman: And some people get paid on there.
[01:20:25.340 --> 01:20:29.340]   Dr. Mark Berman: But for the most part, it's a business.
[01:20:29.340 --> 01:20:30.340]   Dr. Mark Berman: Right.
[01:20:30.340 --> 01:20:31.340]   Dr. Mark Berman: And we're the customer.
[01:20:31.340 --> 01:20:32.340]   Dr. Mark Berman: Right.
[01:20:32.340 --> 01:20:33.340]   Dr. Mark Berman: And they're the owner.
[01:20:33.340 --> 01:20:34.340]   Dr. Mark Berman: Right.
[01:20:34.340 --> 01:20:36.340]   Dr. Mark Berman: And I'm just saying it's using directed attention.
[01:20:36.340 --> 01:20:43.340]   Dr. Mark Berman: Like it's not a restful activity is basically so you can choose to spend your directed attention allocation on that.
[01:20:43.340 --> 01:20:47.340]   Dr. Mark Berman: But then you're going to have less, you know, for your work or for other things.
[01:20:47.340 --> 01:20:54.340]   Dr. Mark Berman: So is it fair to say that low cognitive demand activities are not always restorative?
[01:20:54.340 --> 01:20:55.340]   Dr. Mark Berman: That's right.
[01:20:55.340 --> 01:20:57.340]   Dr. Mark Berman: I think people need to really understand that.
[01:20:57.340 --> 01:20:58.340]   Dr. Mark Berman: Exactly right.
[01:20:58.340 --> 01:20:59.340]   Dr. Mark Berman: And hear that.
[01:20:59.340 --> 01:21:02.340]   Dr. Mark Berman: I think because when I think about like, okay, like yesterday I recorded a solo on the podcast.
[01:21:02.340 --> 01:21:03.340]   Dr. Mark Berman: Yeah.
[01:21:03.340 --> 01:21:09.340]   Dr. Mark Berman: And those are extremely, I don't use a teleprompter except for ads because those have proper wording for legal reasons.
[01:21:09.340 --> 01:21:11.340]   Dr. Mark Berman: The amount of attentional demand is immense.
[01:21:11.340 --> 01:21:12.340]   Dr. Mark Berman: Right.
[01:21:12.340 --> 01:21:19.340]   Dr. Mark Berman: So I didn't do this, but in the past I would finish up, go home and I would, you know, I find that scrolling social media, it feels relaxed.
[01:21:19.340 --> 01:21:20.340]   Dr. Mark Berman: Right.
[01:21:20.340 --> 01:21:21.340]   Dr. Mark Berman: You can do it reclined.
[01:21:21.340 --> 01:21:22.340]   Dr. Mark Berman: Right.
[01:21:22.340 --> 01:21:23.340]   Dr. Mark Berman: If I just want, it's passive participation.
[01:21:23.340 --> 01:21:24.340]   Dr. Mark Berman: Right.
[01:21:24.340 --> 01:21:25.340]   Dr. Mark Berman: Unless I'm posting or commenting.
[01:21:25.340 --> 01:21:26.340]   Dr. Mark Berman: Right.
[01:21:26.340 --> 01:21:27.340]   Dr. Mark Berman: Use my thumb.
[01:21:27.340 --> 01:21:28.340]   Dr. Mark Berman: Yeah.
[01:21:28.340 --> 01:21:29.340]   Dr. Mark Berman: You know?
[01:21:29.340 --> 01:21:30.340]   Dr. Mark Berman: Right.
[01:21:30.340 --> 01:21:35.340]   Dr. Mark Berman: Like, you know, and like some things, but even though it's low cognitive demand, it's draining.
[01:21:35.340 --> 01:21:36.340]   Dr. Mark Berman: That's what you're saying.
[01:21:36.340 --> 01:21:37.340]   Dr. Mark Berman: Exactly.
[01:21:37.340 --> 01:21:38.340]   Dr. Mark Berman: Interesting.
[01:21:38.340 --> 01:21:49.340]   Dr. Mark Berman: And I mean, that's, you know, Steve and I wrote this paper back in 2010, you know, then it was still television was still the kind of low cognitive load activity that we thought was not restful.
[01:21:49.340 --> 01:21:57.340]   Dr. Mark Berman: And there's all these studies on television that people watching television after they watch for a couple hours, they report being fatigued and being irritable.
[01:21:57.340 --> 01:21:59.340]   Dr. Mark Berman: Does cognitive performance decline after watching?
[01:21:59.340 --> 01:22:00.340]   Dr. Mark Berman: And cognitive performance decline.
[01:22:00.340 --> 01:22:07.340]   Dr. Mark Berman: So, so it's just, even though it's low cognitive load, it's, it's, it's depleting.
[01:22:07.340 --> 01:22:09.340]   Dr. Mark Berman: It's depleting of directed attention.
[01:22:09.340 --> 01:22:11.340]   Dr. Mark Berman: Well, I'm really extreme about this stuff.
[01:22:11.340 --> 01:22:21.340]   Dr. Mark Berman: And I'm, I'm excited to be able to incorporate more knowledge toward creating better opportunities for directed attention to the right things and not depleting that.
[01:22:21.340 --> 01:22:29.340]   Dr. Mark Berman: I mean, I'm so maniacal that like before I do a solo, I'll tell my assistant when he comes to the house in the morning, like, please don't talk to me today.
[01:22:29.340 --> 01:22:32.340]   Dr. Mark Berman: I'm sorry, I don't want to be rude, but I need to keep rehearsing it in my head.
[01:22:32.340 --> 01:22:33.340]   Dr. Mark Berman: Yeah, yeah.
[01:22:33.340 --> 01:22:36.340]   Dr. Mark Berman: I need to keep, not the specific words, but the concepts.
[01:22:36.340 --> 01:22:37.340]   Dr. Mark Berman: Right, right.
[01:22:37.340 --> 01:22:46.340]   Dr. Mark Berman: I need to be thinking about like the structure of the vagus nerve constantly for usually about 48 hours before in the same way that like you would obsess over something.
[01:22:46.340 --> 01:22:47.340]   Dr. Mark Berman: Right.
[01:22:47.340 --> 01:22:48.340]   Dr. Mark Berman: And then once it's done, it's done.
[01:22:48.340 --> 01:22:49.340]   Dr. Mark Berman: Right.
[01:22:49.340 --> 01:22:51.340]   Dr. Mark Berman: But anything that's introduced there.
[01:22:51.340 --> 01:22:52.340]   Dr. Mark Berman: Right.
[01:22:52.340 --> 01:22:54.340]   Dr. Mark Berman: Like, like having to make a decision about what to eat for breakfast.
[01:22:54.340 --> 01:22:55.340]   Dr. Mark Berman: Yeah.
[01:22:55.340 --> 01:22:56.340]   Dr. Mark Berman: Is interference.
[01:22:56.340 --> 01:22:57.340]   Dr. Mark Berman: Right.
[01:22:57.340 --> 01:23:04.340]   Dr. Mark Berman: The brain is amazing, but we're not that great at using our brain to its best advantage always.
[01:23:04.340 --> 01:23:06.340]   Dr. Mark Berman: Yeah, or our bodies.
[01:23:06.340 --> 01:23:08.340]   Dr. Mark Berman: Well put.
[01:23:08.340 --> 01:23:09.340]   Dr. Mark Berman: Yeah.
[01:23:09.340 --> 01:23:14.340]   Dr. Mark Berman: I want to make sure that we get back into this discussion about rumination.
[01:23:14.340 --> 01:23:22.340]   Dr. Mark Berman: So you discovered that depressed people ruminate about their problem in nature in a way that allows them to dump the problem?
