
[00:00:00.000 --> 00:00:06.040]   [ Silence ]
[00:44:01.320 --> 00:44:05.240]   So you tell 'em, okay, listen,
[00:44:05.240 --> 00:44:07.160]   I wanna meet with you in the next six months
[00:44:07.160 --> 00:44:08.800]   and during that particular session,
[00:44:08.800 --> 00:44:11.160]   we're gonna do a checkup on all the things
[00:44:11.160 --> 00:44:12.440]   that we've been talking about.
[00:44:12.440 --> 00:44:14.240]   I'm gonna create a little checkup list
[00:44:14.240 --> 00:44:17.360]   and we're gonna go through that to see how you're doing.
[00:44:17.360 --> 00:44:18.920]   You're communicating better?
[00:44:18.920 --> 00:44:20.680]   George, are you helping out Irene?
[00:44:20.680 --> 00:44:24.640]   Irene, are you thinking about George before yourself?
[00:44:24.640 --> 00:44:25.640]   How's that going?
[00:44:27.920 --> 00:44:29.620]   And I don't want you to give me the fuzzies.
[00:44:29.620 --> 00:44:31.340]   I want you to give me the concrete things.
[00:44:31.340 --> 00:44:33.120]   What has really changed here?
[00:44:33.120 --> 00:44:41.100]   I'm counseling a guy this past week.
[00:44:41.100 --> 00:44:45.740]   He's had struggles and problems in his marriage
[00:44:45.740 --> 00:44:48.420]   and one of the ways that I have gotten a clue
[00:44:48.420 --> 00:44:49.660]   that he's ready to graduate
[00:44:49.660 --> 00:44:52.820]   is he's initiated some certain things with his wife
[00:44:52.820 --> 00:44:55.340]   without me even encouraging him to do so.
[00:44:55.340 --> 00:44:57.180]   And one of the things he did in the last session
[00:44:57.180 --> 00:44:59.760]   he told me about really surprised me.
[00:44:59.760 --> 00:45:02.840]   He's initiated one night a week where he has a date night.
[00:45:02.840 --> 00:45:03.800]   His wife comes home.
[00:45:03.800 --> 00:45:06.840]   She's taking classes at a local university
[00:45:06.840 --> 00:45:09.160]   and his wife comes home at night
[00:45:09.160 --> 00:45:10.800]   and that particular night,
[00:45:10.800 --> 00:45:13.760]   he has a really wonderful meal prepared for her
[00:45:13.760 --> 00:45:18.680]   and a candlelight dinner and it's getting so that,
[00:45:18.680 --> 00:45:21.880]   I mean, here's a marriage that really was really rocky
[00:45:21.880 --> 00:45:23.600]   that she really looks forward to this.
[00:45:23.600 --> 00:45:26.700]   She really enjoys that and they sit around for hours
[00:45:26.700 --> 00:45:28.540]   after that dinner just talking.
[00:45:28.540 --> 00:45:32.700]   They've never ever had that in years and years of marriage.
[00:45:32.700 --> 00:45:35.080]   They've never had that.
[00:45:35.080 --> 00:45:41.280]   Well, let's review if we can real quickly with that CAPT.
[00:45:41.280 --> 00:45:42.480]   What are we talking about?
[00:45:42.480 --> 00:45:44.880]   The first thing we talked about was context,
[00:45:44.880 --> 00:45:46.080]   getting a hold of the context
[00:45:46.080 --> 00:45:47.800]   of what's going on in the problem,
[00:45:47.800 --> 00:45:51.360]   grabbing all the significant details.
[00:45:51.360 --> 00:45:54.400]   Then you have to assess and analyze, all right,
[00:45:54.400 --> 00:45:55.960]   what are the real hard issues
[00:45:55.960 --> 00:45:58.600]   that are fueling all the behaviors and actions?
[00:45:58.600 --> 00:45:59.880]   You have to assess that.
[00:45:59.880 --> 00:46:03.080]   And then you promote and permanentize.
[00:46:03.080 --> 00:46:05.320]   We just talked about that.
[00:46:05.320 --> 00:46:08.000]   And then last of all, you're ready to terminate
[00:46:08.000 --> 00:46:11.680]   when you're sure that they're handling things
[00:46:11.680 --> 00:46:12.760]   in a biblical way.
[00:46:12.760 --> 00:46:15.200]   That's what we wanna talk about.
[00:46:15.200 --> 00:46:20.400]   We wanna enter into section number two here in our class
[00:46:20.400 --> 00:46:24.480]   on really actually getting into the scripture
[00:46:24.480 --> 00:46:26.280]   and what the scripture says about marriage
[00:46:26.280 --> 00:46:27.200]   and family counseling.
[00:46:27.200 --> 00:46:30.240]   We've kind of laid some of the background with part one.
[00:46:30.240 --> 00:46:32.000]   And now in part two, we wanna take a look
[00:46:32.000 --> 00:46:35.120]   at some foundational issues that will hopefully help you.
[00:46:35.120 --> 00:46:37.160]   And one of the first things here
[00:46:37.160 --> 00:46:39.380]   in terms of foundational issue
[00:46:39.380 --> 00:46:42.800]   has to do with God's design for marriage,
[00:46:42.800 --> 00:46:44.320]   God's design for marriage.
[00:46:44.320 --> 00:46:49.320]   And we could easily go into all the aberrations of marriage.
[00:46:49.320 --> 00:46:51.920]   We could easily go into that.
[00:46:51.920 --> 00:46:53.560]   And we would spend lots and lots of times
[00:46:53.560 --> 00:46:55.120]   with all the aberrations.
[00:46:55.120 --> 00:46:58.280]   But rather than that, we've chosen specifically
[00:46:58.280 --> 00:47:01.720]   to teach you the real thing.
[00:47:01.720 --> 00:47:03.640]   What does God intend?
[00:47:03.640 --> 00:47:05.280]   And once you understand the real thing,
[00:47:05.280 --> 00:47:09.360]   then you can pick up on the aberrations here.
[00:47:09.360 --> 00:47:11.800]   So let's talk about this a little bit.
[00:47:11.800 --> 00:47:16.640]   And let me introduce it with some perspectives
[00:47:16.640 --> 00:47:18.860]   that people have about marriage.
[00:47:22.000 --> 00:47:26.220]   One is, has to do with the origin of problems.
[00:47:26.220 --> 00:47:31.960]   How do problems get rolling in a marriage?
[00:47:31.960 --> 00:47:36.360]   Well, part of the answer is,
[00:47:36.360 --> 00:47:38.160]   some of those problems get rolling
[00:47:38.160 --> 00:47:40.360]   from the very beginning of the relationship.
[00:47:40.360 --> 00:47:45.360]   Many people marry for the wrong reason.
[00:47:49.460 --> 00:47:52.060]   Already, that sets marriage in the wrong direction.
[00:47:52.060 --> 00:47:55.220]   For example, some people marry
[00:47:55.220 --> 00:47:57.280]   because they've been promiscuous.
[00:47:57.280 --> 00:48:02.780]   And they sort of have a Roman Catholic view of marriage.
[00:48:02.780 --> 00:48:05.180]   Once a guy and a girl have had sex together,
[00:48:05.180 --> 00:48:07.140]   then they ought to get married.
[00:48:07.140 --> 00:48:09.460]   Actually, from a biblical perspective,
[00:48:09.460 --> 00:48:12.860]   they're demonstrating that they're not ready for marriage
[00:48:12.860 --> 00:48:14.060]   once they've had sex.
[00:48:15.000 --> 00:48:19.240]   Because they're showing
[00:48:19.240 --> 00:48:22.340]   that they cannot control themselves, self-control.
[00:48:22.340 --> 00:48:23.700]   Just because they have a little piece of paper
[00:48:23.700 --> 00:48:24.540]   that says they're married,
[00:48:24.540 --> 00:48:25.620]   doesn't mean that automatically
[00:48:25.620 --> 00:48:27.140]   they're gonna have self-control.
[00:48:27.140 --> 00:48:30.420]   If someone else comes along that seems to be tempting,
[00:48:30.420 --> 00:48:32.420]   then they'll probably do the same thing.
[00:48:32.420 --> 00:48:39.500]   But some people get married out of guilt.
[00:48:39.500 --> 00:48:42.320]   Well, we've been promiscuous, so let's get married.
[00:48:42.320 --> 00:48:44.440]   That's a poor reason to be married.
[00:48:45.440 --> 00:48:50.200]   Furthermore, some people compensate for faults.
[00:48:50.200 --> 00:48:51.960]   That's why they get married.
[00:48:51.960 --> 00:48:54.720]   They're running from perceived faults.
[00:48:54.720 --> 00:49:01.100]   They see the other person as sometimes having more money.
[00:49:01.100 --> 00:49:05.720]   Or they see the other person as being more outgoing.
[00:49:05.720 --> 00:49:09.080]   Or the other person as being more stable.
[00:49:09.080 --> 00:49:13.060]   Or coming from a better home
[00:49:13.060 --> 00:49:17.440]   in terms of there isn't as much turmoil in the home.
[00:49:17.440 --> 00:49:19.980]   And so they run from the faults
[00:49:19.980 --> 00:49:21.900]   that they perceive in their lives
[00:49:21.900 --> 00:49:24.060]   and get married to this other person
[00:49:24.060 --> 00:49:27.240]   who appears to have life together.
[00:49:27.240 --> 00:49:31.960]   Or at least has an appeal of life that they want.
[00:49:31.960 --> 00:49:36.160]   So they're running from those faults.
[00:49:36.160 --> 00:49:41.160]   Then there are other people who marry to realize an image.
[00:49:42.400 --> 00:49:47.400]   They just have always seen themselves as being married.
[00:49:47.400 --> 00:49:54.020]   And sometimes the gals here outdo the guys in this area
[00:49:54.020 --> 00:49:57.940]   because they always dream about having a little house
[00:49:57.940 --> 00:49:59.140]   with a white picket fence
[00:49:59.140 --> 00:50:04.140]   and kids joyfully playing in the yard and all of this.
[00:50:04.140 --> 00:50:07.460]   And they wanna get married in order to realize that image.
[00:50:08.980 --> 00:50:13.820]   And they'll take care of the disagreeable aspects
[00:50:13.820 --> 00:50:14.980]   of their husband later.
[00:50:14.980 --> 00:50:18.620]   But in order to have this image, we're gonna get married.
[00:50:18.620 --> 00:50:23.860]   So I can have a home and have kids.
[00:50:23.860 --> 00:50:27.660]   Most women by the age of five
[00:50:27.660 --> 00:50:29.660]   have their entire weddings planned out.
[00:50:29.660 --> 00:50:30.920]   You know that, don't you?
[00:50:30.920 --> 00:50:33.220]   They won't tell you that.
[00:50:33.220 --> 00:50:38.220]   But they know what kind of dress they're gonna wear
[00:50:38.220 --> 00:50:43.580]   and they know what color the dress
[00:50:43.580 --> 00:50:47.040]   of the bridesmaids are gonna be.
[00:50:47.040 --> 00:50:52.000]   And I'll never forget the day that I proposed to my wife,
[00:50:52.000 --> 00:50:53.460]   I said, "Have you thought about our wedding?"
[00:50:53.460 --> 00:50:57.380]   And she goes, "Well, no, not really."
[00:50:57.380 --> 00:50:59.500]   And 10 minutes later, she was talking to her sister
[00:50:59.500 --> 00:51:01.340]   and she was talking about who was gonna be standing
[00:51:01.340 --> 00:51:02.940]   in the wedding and what the color of the dresses
[00:51:02.940 --> 00:51:05.020]   were gonna be and exactly what kind of dress
[00:51:05.020 --> 00:51:05.840]   she was going to have.
[00:51:05.840 --> 00:51:07.180]   I'm going, "What?
[00:51:07.180 --> 00:51:09.980]   "You haven't given any thought to this.
[00:51:09.980 --> 00:51:11.860]   "You've given loads of thought to this,
[00:51:11.860 --> 00:51:14.020]   "down to the minute details."
[00:51:14.020 --> 00:51:18.100]   So there are some people who marry
[00:51:18.100 --> 00:51:19.820]   in order to realize an image.
[00:51:19.820 --> 00:51:22.500]   And then there are other people who marry
[00:51:22.500 --> 00:51:24.940]   as a way to legitimize sex.
[00:51:24.940 --> 00:51:26.260]   They grew up in a Christian home
[00:51:26.260 --> 00:51:28.140]   and they themselves are Christian
[00:51:28.140 --> 00:51:30.860]   and they know it's not right to have sex prior to marriage.
[00:51:30.860 --> 00:51:34.100]   And so this is a way to, this is where the,
[00:51:34.100 --> 00:51:39.100]   often the guys go way out beyond the gals here at this point.
[00:51:39.100 --> 00:51:42.940]   Now we can have sex together
[00:51:42.940 --> 00:51:45.380]   and we don't have to feel guilty about it any longer.
[00:51:45.380 --> 00:51:48.300]   Even though, is it possible for a marital couple
[00:51:48.300 --> 00:51:51.140]   to be having sex together only with each other
[00:51:51.140 --> 00:51:52.660]   and still be in sin?
[00:51:52.660 --> 00:51:56.420]   The answer is yes.
[00:51:56.420 --> 00:51:57.260]   Why?
[00:51:57.260 --> 00:52:01.540]   Because it's greed-oriented sex
[00:52:01.540 --> 00:52:05.060]   and it violates 1 Corinthians 7.3.
[00:52:05.060 --> 00:52:08.940]   So is it possible for you not be having sex
[00:52:08.940 --> 00:52:10.900]   with anybody else except for your husband and your wife
[00:52:10.900 --> 00:52:12.700]   and still be doing it the wrong way?
[00:52:12.700 --> 00:52:15.060]   Yeah, we'll talk about that a little bit later.
[00:52:15.060 --> 00:52:19.500]   So why are there problems in marriage?
[00:52:19.500 --> 00:52:20.980]   Well, part of the answer to that is
[00:52:20.980 --> 00:52:23.060]   because people marry for the wrong reasons.
[00:52:23.060 --> 00:52:27.100]   In addition to that, when you add that in a culture,
[00:52:27.100 --> 00:52:29.380]   all over the world, in cultures all over the world,
[00:52:29.380 --> 00:52:30.860]   the family is under attack.
[00:52:30.860 --> 00:52:35.100]   In our American culture alone,
[00:52:35.100 --> 00:52:36.900]   I mean, you have the playboy philosophy,
[00:52:36.900 --> 00:52:39.340]   which is really an attack upon God's concept
[00:52:39.340 --> 00:52:41.000]   of what the family ought to be.
[00:52:41.000 --> 00:52:45.100]   You got gay and lesbian agendas,
[00:52:45.100 --> 00:52:48.860]   which is a direct frontal attack
[00:52:48.860 --> 00:52:51.580]   upon what God says marriage should be.
[00:52:54.700 --> 00:52:57.340]   You have entertainment mediums, television sitcoms,
[00:52:57.340 --> 00:53:02.340]   internet, movies, radio, making fun of marriage.
[00:53:02.340 --> 00:53:08.460]   And even if you have an intact relationship
[00:53:08.460 --> 00:53:13.220]   there in the TV sitcom,
[00:53:13.220 --> 00:53:16.960]   usually there's something radically wrong about it.
[00:53:16.960 --> 00:53:19.860]   I remember watching several years ago the Bill Cosby show,
[00:53:19.860 --> 00:53:24.260]   and Bill Cosby is married.
[00:53:24.260 --> 00:53:28.420]   It was kind of unusual to have a married husband and wife,
[00:53:28.420 --> 00:53:31.620]   but even in that show, dad was the imbecile,
[00:53:31.620 --> 00:53:34.380]   and the wife and the kids always knew better.
[00:53:34.380 --> 00:53:35.940]   He was the idiot of the family.
[00:53:35.940 --> 00:53:41.600]   So there's this distorted view of what should be happening,
[00:53:41.600 --> 00:53:44.500]   even in the entertainment mediums,
[00:53:44.500 --> 00:53:48.600]   even when they try to depict an intact marriage,
[00:53:48.600 --> 00:53:49.640]   which is rare.
[00:53:52.540 --> 00:53:54.040]   And then there's materialism.
[00:53:54.040 --> 00:53:58.580]   Materialism just elevates things above people.
[00:53:58.580 --> 00:54:03.300]   And there are a lot of marriages that are married
[00:54:03.300 --> 00:54:05.500]   really for the convenience of materialism.
[00:54:05.500 --> 00:54:07.820]   She works, he works, and they both contribute
[00:54:07.820 --> 00:54:12.460]   into a large pool of funds in order to get their toys,
[00:54:12.460 --> 00:54:14.060]   whatever toys they want.
[00:54:14.060 --> 00:54:18.580]   And then we live in a culture
[00:54:18.580 --> 00:54:21.100]   where man is constantly inventing
[00:54:21.100 --> 00:54:22.940]   some kind of substitutes for marriage.
[00:54:22.940 --> 00:54:25.560]   I talked about this at the very beginning of the course,
[00:54:25.560 --> 00:54:27.980]   where there's trial marriages, contract marriages,
[00:54:27.980 --> 00:54:31.160]   live-in lovers, semi-married, prenuptial agreements,
[00:54:31.160 --> 00:54:35.000]   or lat marriages, L-A-T marriages is living apart together.
[00:54:35.000 --> 00:54:37.860]   There are a lot of marriages in San Francisco
[00:54:37.860 --> 00:54:42.020]   that are that way, where a husband and wife are married,
[00:54:42.020 --> 00:54:44.740]   and she lives in her own home on one side of town,
[00:54:44.740 --> 00:54:46.780]   and he lives in his house on the other side of town,
[00:54:46.780 --> 00:54:48.060]   and they occasionally get together
[00:54:48.060 --> 00:54:49.340]   and sleep in the same bed together,
[00:54:49.340 --> 00:54:51.140]   but they basically live separately.
[00:54:51.140 --> 00:54:55.020]   That's called lat marriages, living apart together.
[00:54:55.020 --> 00:55:01.620]   So it's, in a sense, they would say,
[00:55:01.620 --> 00:55:03.600]   all the blessings of the single life,
[00:55:03.600 --> 00:55:04.580]   where you don't have to put up
[00:55:04.580 --> 00:55:07.340]   with all the idiosyncrasies of a spouse
[00:55:07.340 --> 00:55:09.460]   or living with a spouse, but then you also get
[00:55:09.460 --> 00:55:11.940]   all the quote-unquote blessings of marriage,
[00:55:11.940 --> 00:55:14.840]   where occasionally you can sleep in the same bed together.
[00:55:14.840 --> 00:55:19.100]   That's not a marriage.
[00:55:20.060 --> 00:55:23.820]   That's legal prostitution,
[00:55:23.820 --> 00:55:30.220]   where people sleep together occasionally,
[00:55:30.220 --> 00:55:32.780]   but they're not really married, not in God's eyes.
[00:55:32.780 --> 00:55:37.500]   What's the two-fold effect of all this?
[00:55:37.500 --> 00:55:41.140]   When you add this up, a couple things will happen,
[00:55:41.140 --> 00:55:43.380]   and you can see this in churches all over the place.
[00:55:43.380 --> 00:55:46.540]   A lot of young people who are getting married
[00:55:46.540 --> 00:55:49.220]   are really unsure about marriage.
[00:55:49.220 --> 00:55:53.780]   A lot of doubts, you can see it in their eyes.
[00:55:53.780 --> 00:55:56.420]   You do premarital counseling, you can see the doubts.
[00:55:56.420 --> 00:56:02.100]   And secondly, there are a lot of people
[00:56:02.100 --> 00:56:05.920]   who are already married who have lost hope.
[00:56:05.920 --> 00:56:08.020]   Well, this is the way it's always gonna be.
[00:56:08.020 --> 00:56:15.420]   I'm supervising a woman for her national certification
[00:56:15.420 --> 00:56:18.780]   in counseling right now who's counseling another woman
[00:56:18.780 --> 00:56:20.220]   who is married, and this other woman
[00:56:20.220 --> 00:56:22.840]   has pretty much lost all hope for her marriage.
[00:56:22.840 --> 00:56:25.500]   They just began counseling, so we're hoping
[00:56:25.500 --> 00:56:27.940]   that this gal begins to catch on
[00:56:27.940 --> 00:56:32.300]   on how the word of God can transform her life
[00:56:32.300 --> 00:56:34.580]   and re-instill hope there.
[00:56:34.580 --> 00:56:36.440]   But she's at the end of her ropes.
[00:56:36.440 --> 00:56:39.860]   Well, this is one of the things that gets me all excited
[00:56:39.860 --> 00:56:42.460]   about biblical and pastoral counseling,
[00:56:42.460 --> 00:56:45.380]   is the fact that I believe that Jesus Christ
[00:56:45.380 --> 00:56:49.220]   and His church has the answers, lasting answers.
[00:56:49.220 --> 00:56:52.440]   And we've gotta get busy proclaiming them.
[00:56:52.440 --> 00:56:57.400]   We have lasting answers to these problems.
[00:56:57.400 --> 00:57:02.660]   When you've got young people that are very unsure
[00:57:02.660 --> 00:57:06.660]   about marriage, they doubt whether or not
[00:57:06.660 --> 00:57:11.480]   their marriage is going to be successful.
[00:57:11.480 --> 00:57:13.900]   They know and they've heard these statistics
[00:57:13.900 --> 00:57:15.340]   that one out of two marriages,
[00:57:15.340 --> 00:57:17.180]   even though some of those statistics
[00:57:17.180 --> 00:57:18.980]   are not really fully valid,
[00:57:18.980 --> 00:57:20.740]   they're based upon wrong assumptions,
[00:57:20.740 --> 00:57:22.780]   but one out of very two marriages,
[00:57:22.780 --> 00:57:25.480]   everybody's heard about it, ends in divorce.
[00:57:25.480 --> 00:57:28.240]   And they wonder whether or not
[00:57:28.240 --> 00:57:30.300]   they're gonna be one of those statistics.
[00:57:30.300 --> 00:57:33.980]   Well, let's take a look at this in our outline.
[00:57:33.980 --> 00:57:35.300]   Roman numeral number one here
[00:57:35.300 --> 00:57:38.240]   about contemporary presuppositions in God's design.
[00:57:38.240 --> 00:57:42.900]   Now, there are secular theories out there
[00:57:42.900 --> 00:57:46.060]   that predominate, and I try to stay up with these things.
[00:57:46.060 --> 00:57:49.900]   If you read anything in the area of human psychology,
[00:57:49.900 --> 00:57:53.340]   if you read in the area of sociology,
[00:57:53.340 --> 00:57:57.340]   you realize there is a preponderance
[00:57:57.340 --> 00:58:00.860]   of different views on where marriage came from.
[00:58:00.860 --> 00:58:02.300]   Where did marriage come from?
[00:58:02.300 --> 00:58:07.060]   As soon as you roll the Bible
[00:58:07.060 --> 00:58:10.660]   and God's version of where marriage came from
[00:58:10.660 --> 00:58:13.220]   out of the picture, then you've gotta come up
[00:58:13.220 --> 00:58:15.580]   with some kind of theory, where did it come from?
[00:58:15.580 --> 00:58:20.220]   Well, for them, marriage really is a result
[00:58:20.220 --> 00:58:22.560]   of man's planning and design.
[00:58:22.560 --> 00:58:27.220]   And that's why I've included in your notes there
[00:58:27.220 --> 00:58:28.980]   the United Nations' view on the family.
[00:58:28.980 --> 00:58:32.580]   You read through that and it sounds,
[00:58:32.580 --> 00:58:33.700]   on the surface, really nice.
[00:58:33.700 --> 00:58:35.460]   Well, the United Nations has a view on the family,
[00:58:35.460 --> 00:58:37.400]   but the way that they define a family
[00:58:37.400 --> 00:58:40.580]   is any three or four people living together
[00:58:40.580 --> 00:58:43.140]   in one proximity is a family.
[00:58:43.140 --> 00:58:45.580]   So a whole bunch of hobos in a boxcar
[00:58:45.580 --> 00:58:47.580]   constitutes a family for them.
[00:58:47.580 --> 00:58:51.300]   Whether they're related or not doesn't matter.
[00:58:51.300 --> 00:58:53.300]   Whether they're married or not really doesn't matter.
[00:58:53.300 --> 00:58:56.780]   A family is such, so, if a family can mean anything,
[00:58:56.780 --> 00:58:57.880]   then it means nothing.
[00:58:57.880 --> 00:59:02.160]   If it can mean anything, it means nothing.
[00:59:02.160 --> 00:59:08.660]   And if you read some of the theories that are out there,
[00:59:08.660 --> 00:59:10.260]   where did marriage come from?
[00:59:10.260 --> 00:59:11.660]   That's the big question.
[00:59:11.660 --> 00:59:13.780]   How did we get this?
[00:59:13.780 --> 00:59:15.780]   Well, they would say, in essence,
[00:59:15.780 --> 00:59:19.820]   it is really an evolutionary caveman type of an arrangement.
[00:59:19.820 --> 00:59:22.540]   That's where marriage came from.
[00:59:22.540 --> 00:59:27.220]   It's an evolutionary caveman invention.
[00:59:27.220 --> 00:59:34.140]   That back during prehistoric times,
[00:59:35.540 --> 00:59:40.300]   there were two guys, one by the name of Bog,
[00:59:40.300 --> 00:59:44.500]   and the other one by the name of Gog, all right?
[00:59:44.500 --> 00:59:48.000]   And Bog and Gog got together in a big cave.
[00:59:48.000 --> 00:59:51.740]   And Bog said to Gog,
[00:59:51.740 --> 00:59:57.940]   ooh, can't tell your wife and kids
[00:59:57.940 --> 01:00:01.220]   from my wife and kids.
[01:00:02.300 --> 01:00:07.300]   Gog said, ooh, you right, what's a wife?
[01:00:07.300 --> 01:00:14.860]   Bog says, ooh, don't know, a woman whom you're with.
[01:00:14.860 --> 01:00:22.820]   Ooh, Gog says, okay, what do we do?
[01:00:22.820 --> 01:00:28.380]   Bog says, ooh, I got idea.
[01:00:29.380 --> 01:00:34.380]   You grab a woman by hair, drag her to nearby cave,
[01:00:34.380 --> 01:00:41.500]   and all of her children will follow her,
[01:00:41.500 --> 01:00:44.980]   and I'll stay here with my woman,
[01:00:44.980 --> 01:00:49.020]   and her children will stay here,
[01:00:49.020 --> 01:00:53.540]   and we will have marriage, family.
[01:00:56.540 --> 01:01:00.140]   And Gog says, ooh, sounds like good idea.
[01:01:00.140 --> 01:01:04.700]   So Gog grabs nearby woman by hair,
[01:01:04.700 --> 01:01:09.580]   drags her to nearby cave, and now they have family.
[01:01:09.580 --> 01:01:13.020]   And it works well because that environment
[01:01:13.020 --> 01:01:18.020]   is a hunting, agricultural environment,
[01:01:18.020 --> 01:01:22.100]   and you need family and kids to be able
[01:01:22.100 --> 01:01:25.860]   to run these little teeny prehistoric farms
[01:01:25.860 --> 01:01:29.780]   and to do hunting, and that works very, very well.
[01:01:29.780 --> 01:01:32.820]   But now in our high-tech society
[01:01:32.820 --> 01:01:36.980]   with the sophistication of modern technology,
[01:01:36.980 --> 01:01:38.940]   we don't need that anymore.
[01:01:38.940 --> 01:01:42.700]   That is a thing that was good for prehistoric times
[01:01:42.700 --> 01:01:47.100]   or ancient times, but that's not good for now, see?
[01:01:47.100 --> 01:01:53.860]   And I want you to understand that they believe
[01:01:53.860 --> 01:01:58.020]   that man somewhere in prehistoric times
[01:01:58.020 --> 01:02:00.920]   invented the concept of marriage.
[01:02:00.920 --> 01:02:07.740]   Now, what you believe about the origin of marriage
[01:02:07.740 --> 01:02:12.740]   has a huge effect on how marriages to function.
[01:02:12.740 --> 01:02:19.940]   It has huge implications
[01:02:22.980 --> 01:02:25.620]   on how people are supposed to get along in marriage.
[01:02:25.620 --> 01:02:34.660]   So we would say this, that if man developed marriage,
[01:02:34.660 --> 01:02:40.500]   then man can destroy marriage, or let's say it like this.
[01:02:40.500 --> 01:02:42.900]   If man developed or invented marriage,
[01:02:42.900 --> 01:02:45.220]   then man can redefine marriage any day
[01:02:45.220 --> 01:02:46.780]   or any time he wants.
[01:02:51.420 --> 01:02:55.260]   So if two males want to live together
[01:02:55.260 --> 01:02:56.740]   and we call that marriage, that's okay.
[01:02:56.740 --> 01:02:58.020]   If two females want to live together
[01:02:58.020 --> 01:03:00.020]   and call that marriage, that's okay, too.
[01:03:00.020 --> 01:03:07.340]   There's even a movement in a lot of Western cultures
[01:03:07.340 --> 01:03:12.340]   where if you want to marry your cat or your dog,
[01:03:12.340 --> 01:03:16.460]   I mean, on an evolutionary scale in terms of mammals,
[01:03:16.460 --> 01:03:18.740]   it's not really that far away.
[01:03:18.740 --> 01:03:23.740]   But if you want to marry your horse or your donkey,
[01:03:23.740 --> 01:03:26.840]   that's okay.
[01:03:26.840 --> 01:03:32.580]   You're a narrow-minded, fundamentalist, bigoted person
[01:03:32.580 --> 01:03:37.320]   if you think that that's bad.
[01:03:37.320 --> 01:03:42.500]   You're just not as sophisticated as us.
[01:03:42.500 --> 01:03:45.140]   You have too rigid of definitions.
[01:03:45.740 --> 01:03:50.740]   You're not really able to think with the depth
[01:03:50.740 --> 01:03:57.580]   that we can think and understand the subtle nuances
[01:03:57.580 --> 01:04:01.100]   of life and marriage the way we understand
[01:04:01.100 --> 01:04:03.660]   the subtle nuances of life and marriage.
[01:04:03.660 --> 01:04:07.340]   Marriage was okay.
[01:04:07.340 --> 01:04:08.900]   The traditional marriage was okay
[01:04:08.900 --> 01:04:11.740]   during an agricultural caveman time.
[01:04:11.740 --> 01:04:12.660]   That was all right.
[01:04:13.620 --> 01:04:16.440]   But in our sophisticated technological society today,
[01:04:16.440 --> 01:04:19.000]   it's no longer the preferred arrangement anymore.
[01:04:19.000 --> 01:04:22.260]   So we can redefine it any way we want.
[01:04:22.260 --> 01:04:26.260]   If man invented marriage,
[01:04:26.260 --> 01:04:28.500]   then he can define it any way he wants.
[01:04:28.500 --> 01:04:36.060]   So bog and gog are all old-fashioned.
[01:04:36.060 --> 01:04:42.840]   Out of date, unimportant anymore is the idea.
[01:04:43.720 --> 01:04:46.240]   But obviously, we know that that's not
[01:04:46.240 --> 01:04:47.640]   where marriage came from.
[01:04:47.640 --> 01:04:54.120]   The Bible talks about marriage being given by God.
[01:04:54.120 --> 01:04:57.120]   Genesis 1:26-27.
[01:04:57.120 --> 01:04:59.560]   It was not man who invented marriage.
[01:04:59.560 --> 01:05:02.240]   It was God who invented marriage.
[01:05:02.240 --> 01:05:03.240]   I want you to grab your Bible
[01:05:03.240 --> 01:05:05.560]   and go back there for a moment.
[01:05:05.560 --> 01:05:07.000]   Let's take a look at this.
[01:05:07.000 --> 01:05:12.280]   Then God said, "Let us make man in our image
[01:05:12.280 --> 01:05:13.360]   "according to our likeness,
[01:05:13.360 --> 01:05:14.880]   "and let them rule over the fish of the sea
[01:05:14.880 --> 01:05:16.000]   "and over the birds of the sky
[01:05:16.000 --> 01:05:17.640]   "and over the cattle and over all the earth
[01:05:17.640 --> 01:05:19.880]   "and over every creeping thing that creeps on the earth.
[01:05:19.880 --> 01:05:21.880]   "And God created man in his own image.
[01:05:21.880 --> 01:05:23.840]   "In the image of God, he created him.
[01:05:23.840 --> 01:05:26.160]   "Male and female, he created them.
[01:05:26.160 --> 01:05:28.280]   "And God blessed them," verse 28,
[01:05:28.280 --> 01:05:31.160]   "and said to them, 'Be fruitful and multiply
[01:05:31.160 --> 01:05:32.580]   "'and fill the earth and subdue it
[01:05:32.580 --> 01:05:34.080]   "'and rule over the fish of the sea
[01:05:34.080 --> 01:05:35.340]   "'and over the birds of the sky
[01:05:35.340 --> 01:05:38.440]   "'and over every living thing that moves on the earth.'"
[01:05:38.440 --> 01:05:41.200]   Wow.
[01:05:41.200 --> 01:05:43.320]   Now, notice in verse 26,
[01:05:43.320 --> 01:05:45.200]   there's a play on singular and plural
[01:05:45.200 --> 01:05:46.840]   going on here in the Hebrew.
[01:05:46.840 --> 01:05:48.600]   You can see it even in the English.
[01:05:48.600 --> 01:05:55.160]   Let us, plural, make man singular
[01:05:55.160 --> 01:05:58.960]   in our plural image, singular,
[01:05:58.960 --> 01:06:03.960]   according to our plural likeness, singular.
[01:06:03.960 --> 01:06:08.680]   Let them, plural, rule over the fish of the sea
[01:06:08.680 --> 01:06:10.600]   and over the birds of the sky
[01:06:10.600 --> 01:06:12.800]   and over the cattle and over all the earth
[01:06:12.800 --> 01:06:15.400]   and over every creeping thing that creeps on the earth.
[01:06:15.400 --> 01:06:16.600]   So what's going on here?
