
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:37:36.260 --> 00:37:37.940]   'cause that's my standard thing.
[00:37:37.940 --> 00:37:39.780]   If you take something that might be a nose
[00:37:39.780 --> 00:37:40.980]   and you want to ask,
[00:37:40.980 --> 00:37:43.580]   does anybody out there support the idea I'm a nose?
[00:37:43.580 --> 00:37:49.100]   Well, what you'd like to do is send to everything nearby
[00:37:49.100 --> 00:37:50.340]   a message saying,
[00:37:50.340 --> 00:37:55.460]   do you have the right kind of pose
[00:37:55.460 --> 00:37:56.660]   and the right kind of identity
[00:37:56.660 --> 00:37:58.460]   to support the idea that I'm a nose?
[00:37:58.460 --> 00:38:00.860]   And so you'd like, for example,
[00:38:00.860 --> 00:38:04.260]   to send out a message from the nose.
[00:38:04.260 --> 00:38:07.300]   You'd send out a message to all nearby locations saying,
[00:38:07.300 --> 00:38:10.180]   does anybody have a mouth with the pose that I predict
[00:38:10.180 --> 00:38:12.620]   by taking the pose of the nose,
[00:38:12.620 --> 00:38:14.420]   multiplying by the coordinate transform
[00:38:14.420 --> 00:38:16.100]   between a nose and a mouth?
[00:38:16.100 --> 00:38:18.020]   And now I can predict the pose of the mouth.
[00:38:18.020 --> 00:38:20.060]   Is there anybody out there with that pose
[00:38:20.060 --> 00:38:22.140]   who thinks it might be a mouth?
[00:38:22.140 --> 00:38:22.980]   And I think you can see,
[00:38:22.980 --> 00:38:25.620]   you're gonna have to send out a lot of different messages.
[00:38:25.620 --> 00:38:28.540]   For each kind of other thing that might support you,
[00:38:28.540 --> 00:38:29.860]   you're gonna need to send a different message.
[00:38:29.860 --> 00:38:34.860]   So you're gonna need a multi-headed transformer
[00:38:34.860 --> 00:38:38.060]   and it's gonna be doing these coordinate transforms
[00:38:38.060 --> 00:38:40.100]   and you have to do a coordinate transform,
[00:38:40.100 --> 00:38:42.180]   the inverse transform on the way back.
[00:38:42.180 --> 00:38:43.900]   'Cause if the mouse supports you,
[00:38:43.900 --> 00:38:45.700]   what it needs to support is a nose,
[00:38:45.700 --> 00:38:47.860]   not with the pose of the mouth,
[00:38:47.860 --> 00:38:49.980]   but with the appropriate pose.
[00:38:49.980 --> 00:38:51.380]   So that's gonna get very complicated.
[00:38:51.380 --> 00:38:52.700]   You're gonna have N-squared interactions
[00:38:52.700 --> 00:38:54.620]   all with coordinate transforms.
[00:38:54.620 --> 00:38:56.820]   There's another way of doing it that's much simpler.
[00:38:56.820 --> 00:38:58.980]   That's called a Hough transform.
[00:38:58.980 --> 00:39:00.580]   At least it's much simpler
[00:39:00.580 --> 00:39:02.940]   if you have a way of representing ambiguity.
[00:39:02.940 --> 00:39:08.580]   So instead of these direct interactions
[00:39:08.580 --> 00:39:10.460]   between parts like a nose and a mouth,
[00:39:10.460 --> 00:39:12.500]   what you're gonna do
[00:39:12.500 --> 00:39:16.420]   is you're gonna make each of the parts predict the whole.
[00:39:16.420 --> 00:39:19.980]   So the nose can predict the face
[00:39:19.980 --> 00:39:22.020]   and it can predict the pose of the face.
[00:39:22.020 --> 00:39:24.580]   And the mouth can also predict the face.
[00:39:24.580 --> 00:39:26.940]   Now these will be in different columns of Glom,
[00:39:26.940 --> 00:39:28.020]   but in one column of Glom,
[00:39:28.020 --> 00:39:30.060]   you'll have a nose predicting face.
[00:39:30.060 --> 00:39:31.060]   In a nearby column,
[00:39:31.060 --> 00:39:33.300]   you'll have a mouth predicting face.
[00:39:33.300 --> 00:39:35.900]   And those two faces should be the same
[00:39:35.900 --> 00:39:37.300]   if this really is a face.
[00:39:37.300 --> 00:39:41.100]   So when you do this attention weighted averaging
[00:39:41.100 --> 00:39:42.460]   with nearby things,
[00:39:42.460 --> 00:39:45.260]   what you're doing is you're getting confirmation
[00:39:45.260 --> 00:39:49.900]   that the support for the hypothesis you've got,
[00:39:49.900 --> 00:39:51.780]   I mean, suppose in one column you make the hypothesis
[00:39:51.780 --> 00:39:53.860]   it's a face with this pose.
[00:39:53.860 --> 00:39:56.300]   That gets supported by nearby columns
[00:39:56.300 --> 00:39:59.100]   that derive the very same embedding
[00:39:59.100 --> 00:40:00.820]   from quite different data.
[00:40:00.820 --> 00:40:02.020]   One derived it from the nose
[00:40:02.020 --> 00:40:03.700]   and one derived it from the mouth.
[00:40:03.700 --> 00:40:07.460]   And this doesn't require any dynamic routing
[00:40:07.460 --> 00:40:11.140]   because the embeddings are always referring
[00:40:11.140 --> 00:40:14.380]   to what's going on in the same small patch of the image.
[00:40:14.380 --> 00:40:16.580]   Within a column, there's no routing.
[00:40:16.580 --> 00:40:18.900]   And between columns,
[00:40:18.900 --> 00:40:20.100]   there's something a bit like routing,
[00:40:20.100 --> 00:40:22.940]   but it's just the standard transformer kind of attention.
[00:40:22.940 --> 00:40:25.460]   You're just trying to agree with things that are similar.
[00:40:26.460 --> 00:40:31.180]   And, okay, so that's how GLOM is meant to work.
[00:40:31.180 --> 00:40:36.820]   And the big problem is that if I see a circle,
[00:40:36.820 --> 00:40:38.500]   it might be a left eye, it might be a right eye,
[00:40:38.500 --> 00:40:40.700]   it might be a front wheel of a car,
[00:40:40.700 --> 00:40:42.420]   it might be the back wheel of a car.
[00:40:42.420 --> 00:40:44.500]   Because my embedding for a particular patch
[00:40:44.500 --> 00:40:47.660]   at a particular level has to be able to represent anything,
[00:40:47.660 --> 00:40:49.540]   when I get an ambiguous thing,
[00:40:49.540 --> 00:40:51.420]   I have to deal with all these possibilities
[00:40:51.420 --> 00:40:53.220]   of what hole it might be part of.
[00:40:54.220 --> 00:40:57.700]   So instead of trying to resolve ambiguity at the part level,
[00:40:57.700 --> 00:40:59.460]   what I can do is jump to the next level up
[00:40:59.460 --> 00:41:01.100]   and resolve the ambiguity there,
[00:41:01.100 --> 00:41:03.180]   just by seeing if things are the same,
[00:41:03.180 --> 00:41:05.660]   which is an easier way to resolve ambiguity.
[00:41:05.660 --> 00:41:09.380]   But the cost of that is I have to be able to represent
[00:41:09.380 --> 00:41:11.660]   all the ambiguity I get at the next level up.
[00:41:11.660 --> 00:41:14.660]   Now, it turns out you can do that.
[00:41:14.660 --> 00:41:17.180]   We've done a little toy example
[00:41:17.180 --> 00:41:20.500]   where you can actually preserve this ambiguity,
[00:41:20.500 --> 00:41:23.340]   but it's difficult.
[00:41:23.340 --> 00:41:25.700]   It's the kind of thing neural nets are good at.
[00:41:25.700 --> 00:41:30.260]   So if you think about the embedding at the next level up,
[00:41:30.260 --> 00:41:33.180]   you've got a whole bunch of neurons
[00:41:33.180 --> 00:41:35.460]   whose activities are that embedding,
[00:41:35.460 --> 00:41:40.140]   and you wanna represent a highly multimodal distribution,
[00:41:40.140 --> 00:41:41.700]   like it might be a car with this pose,
[00:41:41.700 --> 00:41:43.620]   or a car with that pose, or a face with this pose,
[00:41:43.620 --> 00:41:45.420]   or a face with that pose.
[00:41:45.420 --> 00:41:48.380]   All of these are possible predictions for finding a circle.
[00:41:48.380 --> 00:41:51.620]   And so you have to represent all that.
[00:41:52.620 --> 00:41:55.060]   And the question is, can neural nets do that?
[00:41:55.060 --> 00:41:57.940]   And I think the way they must be doing it is
[00:41:57.940 --> 00:42:00.060]   each neuron in the embedding
[00:42:00.060 --> 00:42:05.700]   stands for an unnormalized log probability distribution
[00:42:05.700 --> 00:42:07.980]   over this huge space of possible identities
[00:42:07.980 --> 00:42:09.540]   and possible poses,
[00:42:09.540 --> 00:42:11.980]   the sort of cross product of identities and poses.
[00:42:11.980 --> 00:42:16.940]   And so the neuron is this rather vague
[00:42:16.940 --> 00:42:19.180]   log probability distribution over that space.
[00:42:19.180 --> 00:42:22.020]   And when you activate the neuron,
[00:42:22.020 --> 00:42:23.500]   what it's saying is,
[00:42:23.500 --> 00:42:25.780]   add in that log probability distribution
[00:42:25.780 --> 00:42:27.740]   to what you've already got.
[00:42:27.740 --> 00:42:28.940]   And so now if you have a whole bunch
[00:42:28.940 --> 00:42:31.300]   of log probability distributions,
[00:42:31.300 --> 00:42:32.820]   and you add them all together,
[00:42:32.820 --> 00:42:37.780]   you can get a much more peaky log probability distribution.
[00:42:37.780 --> 00:42:41.260]   And when you exponentiate to get a probability distribution,
[00:42:41.260 --> 00:42:42.980]   it gets very peaky.
[00:42:42.980 --> 00:42:46.380]   And so very vague basis functions
[00:42:46.380 --> 00:42:50.260]   in this joint space of pose and identity,
[00:42:50.260 --> 00:42:53.660]   and basis functions in the log probability in that space
[00:42:53.660 --> 00:42:56.180]   can be combined to produce sharp conclusions.
[00:42:56.180 --> 00:43:02.340]   So I think that's how neurons are representing things.
[00:43:02.340 --> 00:43:04.940]   Most people think about neurons as,
[00:43:04.940 --> 00:43:07.620]   they think about the thing that they're representing.
[00:43:07.620 --> 00:43:10.540]   But obviously in perception,
[00:43:10.540 --> 00:43:12.980]   you have to deal with uncertainty.
[00:43:12.980 --> 00:43:15.300]   And so neurons have to be good at representing
[00:43:15.300 --> 00:43:18.780]   multimodal distributions.
[00:43:18.780 --> 00:43:20.420]   And this is the only way I can think of
[00:43:20.420 --> 00:43:21.660]   that's good at doing it.
[00:43:21.660 --> 00:43:25.220]   That's a rather weak argument.
[00:43:25.220 --> 00:43:26.740]   I mean, it's the argument that led Chomsky
[00:43:26.740 --> 00:43:28.820]   to believe that language wasn't learned
[00:43:28.820 --> 00:43:30.820]   because he couldn't think of how it was learned.
[00:43:30.820 --> 00:43:34.500]   My view is neurons must be using this representation
[00:43:34.500 --> 00:43:36.540]   'cause I can't think of any other way of doing it.
[00:43:36.540 --> 00:43:41.540]   Okay.
[00:43:41.540 --> 00:43:43.340]   I just said all that 'cause I got ahead of myself
[00:43:43.340 --> 00:43:44.380]   'cause I got excited.
[00:43:44.500 --> 00:43:45.340]   Okay.
[00:43:45.340 --> 00:43:50.540]   Now, the reason you can get away with this,
[00:43:50.540 --> 00:43:52.860]   the reason you have these very vague distributions
[00:43:52.860 --> 00:43:55.380]   in the unnormalized log probability space
[00:43:55.380 --> 00:43:58.980]   is because these neurons are all dedicated
[00:43:58.980 --> 00:44:00.860]   to a small patch of image,
[00:44:00.860 --> 00:44:03.180]   and they're all trying to represent the thing
[00:44:03.180 --> 00:44:05.460]   that's happening in that patch of image.
[00:44:05.460 --> 00:44:07.700]   So you're only trying to represent one thing.
[00:44:07.700 --> 00:44:09.100]   You're not trying to represent
[00:44:09.100 --> 00:44:11.380]   some set of possible objects.
[00:44:11.380 --> 00:44:12.220]   If you're trying to represent
[00:44:12.220 --> 00:44:13.260]   some set of possible objects,
[00:44:13.260 --> 00:44:15.060]   you'd have a horrible binding problem,
[00:44:15.060 --> 00:44:17.340]   and you couldn't use these very vague distributions.
[00:44:17.340 --> 00:44:20.940]   But so long as you know that all of these neurons,
[00:44:20.940 --> 00:44:24.700]   all of the active neurons refer to the same thing,
[00:44:24.700 --> 00:44:26.780]   then you can do the intersection.
[00:44:26.780 --> 00:44:28.980]   You can add the log probability distribution together
[00:44:28.980 --> 00:44:31.500]   and intersect the sets of things they represent.
[00:44:31.500 --> 00:44:35.260]   Okay.
[00:44:35.260 --> 00:44:36.700]   I'm getting near the end.
[00:44:36.700 --> 00:44:39.100]   How would you train a system like this?
[00:44:39.100 --> 00:44:41.620]   Well, obviously you could train it the way you train BERT.
[00:44:41.620 --> 00:44:43.900]   You could do deep end-to-end training.
[00:44:43.900 --> 00:44:48.660]   And for GLOM, what that would consist of,
[00:44:48.660 --> 00:44:50.740]   and the way we trained a toy example,
[00:44:50.740 --> 00:44:55.780]   is you take an image,
[00:44:55.780 --> 00:44:58.500]   you leave out some patches of the image,
[00:44:58.500 --> 00:45:04.020]   you then let GLOM settle down for about 10 iterations,
[00:45:04.020 --> 00:45:07.900]   and it's trying to fill in
[00:45:07.900 --> 00:45:11.540]   the lowest level representation of what's in the image,
[00:45:11.540 --> 00:45:14.540]   the lowest level embedding,
[00:45:14.540 --> 00:45:17.260]   and it fills them in wrong.
[00:45:17.260 --> 00:45:19.580]   And so you now back propagate that error,
[00:45:19.580 --> 00:45:22.700]   and you're back propagating it through time in this network.
[00:45:22.700 --> 00:45:25.700]   So it'll also back propagate up and down through the levels.
[00:45:25.700 --> 00:45:30.180]   So you're basically just doing back propagation through time
[00:45:30.180 --> 00:45:34.220]   of the error due to filling in things incorrectly.
[00:45:34.220 --> 00:45:36.980]   That's basically how BERT is trained.
[00:45:36.980 --> 00:45:39.580]   And you could train GLOM the same way.
[00:45:39.580 --> 00:45:43.180]   But I also want to include an extra bit in the training
[00:45:43.180 --> 00:45:44.540]   to encourage islands.
[00:45:44.540 --> 00:45:51.740]   We want to encourage big islands
[00:45:51.740 --> 00:45:54.580]   of identical vectors at high levels.
[00:45:54.580 --> 00:45:57.100]   And you can do that by using contrastive learning.
[00:45:57.100 --> 00:46:03.220]   So if you think how the next,
[00:46:03.220 --> 00:46:04.700]   at the next time step,
[00:46:04.700 --> 00:46:07.660]   if you think how an embedding is determined,
[00:46:07.660 --> 00:46:10.620]   it's determined by combining
[00:46:10.620 --> 00:46:12.860]   a whole bunch of different factors,
[00:46:12.860 --> 00:46:15.380]   what was going on in the previous time step
[00:46:15.380 --> 00:46:18.460]   at this level of representation in this location,
[00:46:18.460 --> 00:46:21.220]   what was going on at the previous time step
[00:46:21.220 --> 00:46:22.580]   in this location,
[00:46:22.580 --> 00:46:24.380]   but at the next level down,
[00:46:24.380 --> 00:46:26.100]   at the next level up,
[00:46:26.100 --> 00:46:29.060]   and also what was going on at the previous time step
[00:46:29.060 --> 00:46:32.300]   at nearby locations at the same level.
[00:46:33.380 --> 00:46:36.220]   And the weighted average of all those things
[00:46:36.220 --> 00:46:37.620]   I'll call the consensus embedding.
[00:46:37.620 --> 00:46:40.580]   And that's what you use for the next embedding.
[00:46:40.580 --> 00:46:42.540]   And I think you can see that
[00:46:42.540 --> 00:46:45.100]   if we try and make the bottom up neural net
[00:46:45.100 --> 00:46:46.900]   and the top down neural net,
[00:46:46.900 --> 00:46:50.900]   if we try and make the predictions agree with the consensus,
[00:46:50.900 --> 00:46:54.180]   the consensus has folded in information
[00:46:54.180 --> 00:46:58.820]   from nearby locations that already roughly agree
[00:46:58.820 --> 00:47:01.260]   because of the attention weighting.
[00:47:01.260 --> 00:47:02.700]   And so by trying to make the top down
[00:47:02.700 --> 00:47:06.060]   and bottom up neural networks agree with the consensus,
[00:47:06.060 --> 00:47:07.380]   you're trying to make them agree
[00:47:07.380 --> 00:47:10.460]   with what's going on in nearby locations that are similar.
[00:47:10.460 --> 00:47:12.860]   And so you'll be training it to form islands.
[00:47:12.860 --> 00:47:19.820]   This is more interesting to neuroscientists
[00:47:19.820 --> 00:47:21.700]   than to people who do natural language,
[00:47:21.700 --> 00:47:22.940]   so I'm gonna ignore that.
[00:47:22.940 --> 00:47:29.740]   You might think it's wasteful to be replicating
[00:47:29.740 --> 00:47:31.780]   all these embeddings at the object level.
[00:47:31.780 --> 00:47:33.580]   So the idea is at the object level,
[00:47:33.580 --> 00:47:35.020]   there'll be a large number of patches
[00:47:35.020 --> 00:47:38.260]   that all have exactly the same vector representation.
[00:47:38.260 --> 00:47:39.860]   And that seems like a waste,
[00:47:39.860 --> 00:47:41.940]   but actually biology is full of things like that.
[00:47:41.940 --> 00:47:44.620]   All your cells have exactly the same DNA
[00:47:44.620 --> 00:47:47.060]   and all the parts of an organ
[00:47:47.060 --> 00:47:49.980]   have pretty much the same vector protein expressions.
[00:47:49.980 --> 00:47:51.980]   So there's lots of replication goes on
[00:47:51.980 --> 00:47:55.380]   to keep things local.
[00:47:55.380 --> 00:47:56.220]   And it's the same here.
[00:47:56.220 --> 00:47:59.700]   And actually that replication is very useful
[00:47:59.700 --> 00:48:02.020]   when you're settling on an interpretation,
[00:48:02.020 --> 00:48:04.140]   because before you settle down,
[00:48:04.140 --> 00:48:05.700]   you don't know which things should be the same
[00:48:05.700 --> 00:48:06.860]   as which other things.
[00:48:06.860 --> 00:48:08.700]   So having separate vectors in each location
[00:48:08.700 --> 00:48:11.340]   to represent what's going on there at the object level
[00:48:11.340 --> 00:48:13.860]   gives you the flexibility to gradually segment things
[00:48:13.860 --> 00:48:16.060]   as you settle down in a sensible way.
[00:48:16.060 --> 00:48:19.740]   It allows you to hedge your bets.
[00:48:19.740 --> 00:48:22.340]   And what you're doing is not quite like clustering.
[00:48:22.340 --> 00:48:25.580]   You're creating clusters of identical vectors
[00:48:25.580 --> 00:48:28.260]   rather than discovering clusters in fixed data.
[00:48:28.260 --> 00:48:30.780]   So clustering, you're given the data and it's fixed
[00:48:30.780 --> 00:48:31.820]   and you find the clusters.
[00:48:31.820 --> 00:48:36.820]   Here, the embeddings at every level, they vary over time.
[00:48:36.820 --> 00:48:40.460]   They're determined by the top-down and bottom-up inputs
[00:48:40.460 --> 00:48:42.580]   and by inputs coming from nearby locations.
[00:48:42.580 --> 00:48:45.020]   So what you're doing is forming clusters
[00:48:45.020 --> 00:48:47.500]   rather than discovering them in fixed data.
[00:48:47.500 --> 00:48:49.620]   And that's got a somewhat different flavor
[00:48:49.620 --> 00:48:51.460]   and can settle down faster.
[00:48:55.740 --> 00:48:58.380]   And one other advantage to this replication
[00:48:58.380 --> 00:49:02.580]   is what you don't want is to have much more work
[00:49:02.580 --> 00:49:06.220]   in your transformer as you go to higher levels.
[00:49:06.220 --> 00:49:09.220]   But you do need longer range interactions at higher levels.
[00:49:09.220 --> 00:49:10.380]   Presumably for the lowest levels,
[00:49:10.380 --> 00:49:12.140]   you want fairly short range interactions
[00:49:12.140 --> 00:49:14.860]   in your transformer, and they could be dense.
[00:49:14.860 --> 00:49:15.820]   As you go to higher levels,
[00:49:15.820 --> 00:49:17.900]   you want much longer range interactions.
[00:49:17.900 --> 00:49:20.380]   So you could make them sparse,
[00:49:20.380 --> 00:49:24.100]   and people have done things like that for BERT-like systems.
[00:49:24.940 --> 00:49:28.340]   Here, it's easy to make them sparse
[00:49:28.340 --> 00:49:30.460]   'cause you're expecting big islands.
[00:49:30.460 --> 00:49:34.980]   So all you need to do is see one patch of a big island
[00:49:34.980 --> 00:49:37.980]   to know what the vector representation of that island is.
[00:49:37.980 --> 00:49:40.660]   And so sparse representations will work much better
[00:49:40.660 --> 00:49:43.060]   if you have these big islands of agreement as you go up.
[00:49:43.060 --> 00:49:44.580]   So the idea is you have longer range
[00:49:44.580 --> 00:49:46.260]   and sparser connections as you go up.
[00:49:46.260 --> 00:49:49.100]   So the amount of computation is the same in every level.
[00:49:50.620 --> 00:49:51.780]   And just to summarize,
[00:49:51.780 --> 00:49:56.820]   I showed how to combine three important advances
[00:49:56.820 --> 00:49:58.380]   of neural networks in Glom.
[00:49:58.380 --> 00:50:01.260]   I didn't actually talk about neural fields,
[00:50:01.260 --> 00:50:04.260]   and that's important for the top-down network.
[00:50:04.260 --> 00:50:05.820]   Maybe since I've got two minutes to spare,
[00:50:05.820 --> 00:50:08.660]   I'm gonna go back and mention neural fields very briefly.
[00:50:08.660 --> 00:50:17.060]   Yeah, when I train that top-down neural network,
[00:50:17.060 --> 00:50:18.740]   I have a problem.
[00:50:18.740 --> 00:50:20.180]   And the problem is,
[00:50:20.180 --> 00:50:24.940]   if you look at those red arrows and those green arrows,
[00:50:24.940 --> 00:50:28.140]   they're quite different.
[00:50:28.140 --> 00:50:31.180]   But if you look at the level above, the object level,
[00:50:31.180 --> 00:50:32.740]   all those vectors are the same.
[00:50:32.740 --> 00:50:36.980]   And of course, in an engineered system,
[00:50:36.980 --> 00:50:39.580]   I want to replicate the neural nets in every location.
[00:50:39.580 --> 00:50:40.660]   So I use exactly the same
[00:50:40.660 --> 00:50:43.820]   top-down and bottom-up neural nets everywhere.
[00:50:43.820 --> 00:50:44.660]   And so the question is,
[00:50:44.660 --> 00:50:48.500]   how can the same neural net be given a black arrow
[00:50:48.500 --> 00:50:51.020]   and sometimes produce a red arrow
[00:50:51.020 --> 00:50:52.300]   and sometimes produce a green arrow,
[00:50:52.300 --> 00:50:54.580]   which have quite different orientations?
[00:50:54.580 --> 00:50:57.620]   How can it produce a nose where there's nose
[00:50:57.620 --> 00:50:59.220]   and a mouth where there's mouth,
[00:50:59.220 --> 00:51:02.340]   even though the face vector is the same everywhere?
[00:51:02.340 --> 00:51:03.940]   And the answer is,
[00:51:03.940 --> 00:51:07.420]   the top-down neural network doesn't just get
[00:51:07.420 --> 00:51:09.340]   the face vector,
[00:51:09.340 --> 00:51:12.380]   it also gets the location of the patch
[00:51:12.380 --> 00:51:15.020]   for which it's producing the path vector.
[00:51:15.020 --> 00:51:18.380]   So the three patches that should get the red vector
[00:51:18.380 --> 00:51:20.980]   are different locations
[00:51:20.980 --> 00:51:23.740]   from the three patches that should get the green vector.
[00:51:23.740 --> 00:51:25.180]   So if I use a neural network
[00:51:25.180 --> 00:51:27.420]   that gets the location as input as well,
[00:51:27.420 --> 00:51:28.940]   here's what it can do.
[00:51:28.940 --> 00:51:32.020]   It can take the pose that's encoded in that black vector,
[00:51:32.020 --> 00:51:33.180]   the pose of the face.
[00:51:33.180 --> 00:51:38.060]   It can take the location in the image
[00:51:38.060 --> 00:51:40.860]   for which it's predicting the vector of the level below.
[00:51:41.860 --> 00:51:44.220]   And the pose is relative to the image too.
[00:51:44.220 --> 00:51:45.620]   So knowing the location in the image
[00:51:45.620 --> 00:51:47.260]   and knowing the pose of the whole face,
[00:51:47.260 --> 00:51:49.020]   it can figure out which bit of the face
[00:51:49.020 --> 00:51:52.980]   it needs to predict at that location.
[00:51:52.980 --> 00:51:54.660]   And so in one location, it can predict,
[00:51:54.660 --> 00:51:56.460]   okay, there should be nose there
[00:51:56.460 --> 00:51:57.900]   and it gives you the red vector.
[00:51:57.900 --> 00:51:59.900]   In another location, it can predict
[00:51:59.900 --> 00:52:01.220]   from where that image patch is,
[00:52:01.220 --> 00:52:02.620]   there should be mouth there,
[00:52:02.620 --> 00:52:04.700]   so it can give you the green arrow.
[00:52:04.700 --> 00:52:06.940]   So you can get the same vector at the level above
[00:52:06.940 --> 00:52:08.260]   to predict different vectors
[00:52:08.260 --> 00:52:10.100]   in different places at the level below
[00:52:10.100 --> 00:52:12.340]   by giving it the place that it's predicting for.
[00:52:12.340 --> 00:52:14.540]   And that's what's going on in neural fields.
[00:52:14.540 --> 00:52:19.940]   Okay.
[00:52:19.940 --> 00:52:23.420]   Now, this was quite a complicated talk.
[00:52:23.420 --> 00:52:25.700]   There's a long paper about it on archive
[00:52:25.700 --> 00:52:27.300]   that goes into much more detail.
[00:52:27.300 --> 00:52:30.860]   And you could view this talk as just an encouragement
[00:52:30.860 --> 00:52:32.620]   to read that paper.
[00:52:32.620 --> 00:52:34.740]   And I'm done, exactly on time.
[00:52:39.140 --> 00:52:39.980]   - Okay.
[00:52:39.980 --> 00:52:40.820]   - Thank you.
[00:52:40.820 --> 00:52:41.660]   - Thanks a lot.
[00:52:41.660 --> 00:52:42.500]   - Yeah.
[00:52:42.500 --> 00:52:45.100]   (upbeat music)
[00:52:45.100 --> 00:52:55.100]   [BLANK_AUDIO]

