
[00:00:00.000 --> 00:00:01.080]   Hey, everyone.
[00:33:29.600 --> 00:33:31.760]   I just have to put time start, time end,
[00:33:31.760 --> 00:33:34.040]   and then count the prompt token.
[00:33:34.040 --> 00:33:36.280]   Because I'm not doing a very complex looping behavior.
[00:33:36.280 --> 00:33:40.440]   I'm doing mostly workflows and extraction.
[00:33:40.440 --> 00:33:42.520]   Yeah, I mean, while we're on this topic,
[00:33:42.520 --> 00:33:44.360]   we'll just kind of get this out of the way.
[00:33:44.360 --> 00:33:48.360]   You famously have decided to not be a venture-backed company.
[00:33:48.360 --> 00:33:51.320]   You want to do the consulting route.
[00:33:51.320 --> 00:33:53.880]   The obvious route for someone as successful as Instructor
[00:33:53.880 --> 00:33:57.360]   is like, oh, here's hosted Instructor with all tooling.
[00:33:57.360 --> 00:33:59.640]   And you just said you had a whole bunch of experience
[00:33:59.640 --> 00:34:01.120]   building observability tooling.
[00:34:01.120 --> 00:34:04.080]   You have the perfect background to do this, and you're not.
[00:34:04.080 --> 00:34:05.760]   Yeah, isn't that sick?
[00:34:05.760 --> 00:34:06.600]   I think that's sick.
[00:34:06.600 --> 00:34:07.080]   I know.
[00:34:07.080 --> 00:34:09.440]   I mean, I know why, because you want to go free dive.
[00:34:09.440 --> 00:34:09.920]   But--
[00:34:09.920 --> 00:34:13.880]   Yeah, well, yeah, because I think there's two things.
[00:34:13.880 --> 00:34:17.160]   One, it's like, if I tell myself I want to build requests,
[00:34:17.160 --> 00:34:19.760]   requests is not a venture-backed startup.
[00:34:19.760 --> 00:34:22.400]   I mean, one could argue whether or not Postman is.
[00:34:22.400 --> 00:34:25.960]   But I think for the most part, having worked so much,
[00:34:25.960 --> 00:34:32.160]   I'm kind of, like, I am more interested in looking
[00:34:32.160 --> 00:34:35.160]   at how systems are being applied and just having access
[00:34:35.160 --> 00:34:36.360]   to the most interesting data.
[00:34:36.360 --> 00:34:38.800]   And I think I can do that more through a consulting business
[00:34:38.800 --> 00:34:40.840]   where I can come in and go, oh, you
[00:34:40.840 --> 00:34:42.040]   want to build perfect memory.
[00:34:42.040 --> 00:34:43.120]   You want to build an agent.
[00:34:43.120 --> 00:34:45.420]   You want to build, like, automations over construction
[00:34:45.420 --> 00:34:47.400]   or, like, insurance and the supply chain.
[00:34:47.400 --> 00:34:50.640]   Or you want to handle, like, writing, like,
[00:34:50.640 --> 00:34:52.920]   private equity, like, mergers and acquisitions
[00:34:52.920 --> 00:34:54.840]   reports based off of user interviews.
[00:34:54.840 --> 00:34:56.840]   Those things are super fun.
[00:34:56.840 --> 00:34:59.360]   Whereas, like, maintaining the library, I think,
[00:34:59.360 --> 00:35:01.320]   is mostly just kind of, like, a utility
[00:35:01.320 --> 00:35:04.120]   that I try to keep up, especially because if it's not
[00:35:04.120 --> 00:35:06.720]   venture-backed, I have no reason to sort of go
[00:35:06.720 --> 00:35:10.160]   down the route of, like, trying to get 1,000 integrations.
[00:35:10.160 --> 00:35:13.620]   Like, in my mind, I just go, oh, OK, 98% of the people
[00:35:13.620 --> 00:35:14.400]   use OpenAI.
[00:35:14.400 --> 00:35:15.200]   I'll support that.
[00:35:15.200 --> 00:35:17.760]   And if someone contributes another, like, platform,
[00:35:17.760 --> 00:35:18.520]   that's great.
[00:35:18.520 --> 00:35:19.800]   I'll merge it in.
[00:35:19.800 --> 00:35:22.520]   But yeah, I mean, you only added Entropic Support, like,
[00:35:22.520 --> 00:35:23.920]   this year.
[00:35:23.920 --> 00:35:24.840]   Yeah, yeah, yeah.
[00:35:24.840 --> 00:35:26.840]   The thing, a lot of it was just, like,
[00:35:26.840 --> 00:35:29.160]   you couldn't even get an API key until, like, this year, right?
[00:35:29.160 --> 00:35:30.480]   Yeah, that's true, that's true.
[00:35:30.480 --> 00:35:33.120]   And so, OK, if I add it, like, last year, I was kind of--
[00:35:33.120 --> 00:35:35.600]   I'm trying to, like, double the code base to service,
[00:35:35.600 --> 00:35:38.000]   you know, half a percent of all downloads.
[00:35:38.000 --> 00:35:40.040]   Do you think the market share will shift a lot now
[00:35:40.040 --> 00:35:43.880]   that Entropic has, like, a very, very competitive offering?
[00:35:43.880 --> 00:35:48.240]   I think it's still hard to get API access.
[00:35:48.240 --> 00:35:50.600]   I don't know if it's fully GA now, if it's GA,
[00:35:50.600 --> 00:35:54.240]   if you can get commercial access really easily.
[00:35:54.240 --> 00:35:54.800]   I don't know.
[00:35:54.800 --> 00:35:57.880]   I got commercial after, like, two weeks to reach out to their sales team.
[00:35:57.880 --> 00:35:58.920]   OK, yeah, so two weeks.
[00:35:58.920 --> 00:36:00.520]   Yeah, there's a call list here.
[00:36:00.520 --> 00:36:02.640]   And then anytime you run into rate limits,
[00:36:02.640 --> 00:36:05.480]   just, like, ping one of the Entropic staff members.
[00:36:05.480 --> 00:36:07.160]   Then maybe we need to, like, cut that part out
[00:36:07.160 --> 00:36:09.280]   so I don't need to, like, you know, read false news.
[00:36:09.280 --> 00:36:10.880]   But it's a common question.
[00:36:10.880 --> 00:36:12.560]   Surely, just from the price perspective,
[00:36:12.560 --> 00:36:14.800]   it's going to make a lot of sense.
[00:36:14.800 --> 00:36:18.400]   Like, if you are a business, you should totally
[00:36:18.400 --> 00:36:21.400]   consider, like, SONET, right?
[00:36:21.400 --> 00:36:24.320]   Like, the cost savings is just going to justify it
[00:36:24.320 --> 00:36:26.360]   if you actually are doing things at volume.
[00:36:26.360 --> 00:36:29.880]   And yeah, I think their SDK is, like, pretty good.
[00:36:29.880 --> 00:36:31.280]   But back to the instructor thing,
[00:36:31.280 --> 00:36:33.600]   I just don't think it's a billion-dollar company.
[00:36:33.600 --> 00:36:35.880]   And I think if I raise money, the first question is going to be, like,
[00:36:35.880 --> 00:36:37.120]   how are you going to get a billion-dollar company?
[00:36:37.120 --> 00:36:38.840]   And I would just go, like, man, like,
[00:36:38.840 --> 00:36:41.560]   if I make a million dollars as a consultant, I'm super happy.
[00:36:41.560 --> 00:36:43.080]   I'm, like, more than ecstatic.
[00:36:43.080 --> 00:36:46.000]   I can have, like, a small staff of, like, three people.
[00:36:46.000 --> 00:36:47.720]   Like, it's fun.
[00:36:47.720 --> 00:36:49.680]   And I think a lot of my happiest founder friends
[00:36:49.680 --> 00:36:52.080]   are those who, like, raised the tiniest seed round,
[00:36:52.080 --> 00:36:56.440]   became profitable, they're making, like, 70, 60, 70, like, MRR,
[00:36:56.440 --> 00:36:58.840]   70,000 MRR.
[00:36:58.840 --> 00:37:00.680]   And they're, like, we don't even need to raise the seed round.
[00:37:00.680 --> 00:37:03.600]   Like, let's just keep it, like, between me and my co-founder,
[00:37:03.600 --> 00:37:05.960]   we'll go traveling, and it'll be a great time.
[00:37:05.960 --> 00:37:07.520]   I think it's a lot of fun.
[00:37:07.520 --> 00:37:10.680]   - I repeat that as a seed investor in the company.
[00:37:10.680 --> 00:37:14.000]   I think that's, like, one of the things that people get wrong sometimes,
[00:37:14.000 --> 00:37:15.960]   and I see this a lot.
[00:37:15.960 --> 00:37:18.640]   They have an insight into, like, some new tech,
[00:37:18.640 --> 00:37:21.840]   like, say LLM, say AI, and they build some open source stuff,
[00:37:21.840 --> 00:37:24.200]   and it's like, I should just raise money and do this.
[00:37:24.200 --> 00:37:27.440]   And I tell people a lot, it's like, look, you can make a lot more money
[00:37:27.440 --> 00:37:29.000]   doing something else than doing a startup.
[00:37:29.000 --> 00:37:30.720]   Like, most people that do a company
[00:37:30.720 --> 00:37:33.360]   could make a lot more money just working somewhere else
[00:37:33.360 --> 00:37:34.720]   than doing the company itself.
[00:37:34.720 --> 00:37:37.200]   Do you have any advice for folks
[00:37:37.200 --> 00:37:38.640]   that are maybe in a similar situation?
[00:37:38.640 --> 00:37:42.640]   They're trying to decide, oh, should I stay in my, like, high-paid fang job
[00:37:42.640 --> 00:37:45.680]   and just tweet this on the side and do this on GitHub?
[00:37:45.680 --> 00:37:47.160]   Should I be a consultant?
[00:37:47.160 --> 00:37:49.440]   Like, being a consultant seems like a lot of work.
[00:37:49.440 --> 00:37:52.760]   It's like, you got to talk to all these people, you know?
[00:37:52.760 --> 00:37:54.480]   - There's a lot to unpack,
[00:37:54.480 --> 00:37:56.000]   because I think the open source thing is just like,
[00:37:56.000 --> 00:37:58.720]   well, I'm just doing it for, like, purely for fun,
[00:37:58.720 --> 00:38:00.840]   and I'm doing it because I think I'm right.
[00:38:00.840 --> 00:38:02.800]   But part of being right
[00:38:02.800 --> 00:38:05.520]   is the fact that it's not a venture-backed startup.
[00:38:05.520 --> 00:38:10.040]   Like, I think I'm right because this is all you need.
[00:38:10.040 --> 00:38:12.760]   Right? Like, you know.
[00:38:12.760 --> 00:38:15.680]   So I think a part of it is just, like, part of the philosophy
[00:38:15.680 --> 00:38:17.920]   is the fact that all you need is a very sharp blade
[00:38:17.920 --> 00:38:19.320]   to sort of do your work,
[00:38:19.320 --> 00:38:22.240]   and you don't actually need to build, like, a big enterprise.
[00:38:22.240 --> 00:38:23.200]   So that's one thing.
[00:38:23.200 --> 00:38:25.760]   I think the other thing, too, that I've been thinking around,
[00:38:25.760 --> 00:38:26.960]   just because I have a lot of friends at Google
[00:38:26.960 --> 00:38:28.880]   that want to leave right now,
[00:38:28.880 --> 00:38:32.640]   it's like, man, like, what we lack is not money or, like, money or, like, skill.
[00:38:32.640 --> 00:38:34.520]   Like, what we lack is courage.
[00:38:34.520 --> 00:38:38.040]   Like, you just have to do this, the hard thing,
[00:38:38.040 --> 00:38:40.160]   and you have to do it scared anyways, right?
[00:38:40.160 --> 00:38:41.960]   In terms of, like, whether or not you do want to do a founder,
[00:38:41.960 --> 00:38:44.040]   I think that's just a matter of, like, optionality.
[00:38:44.040 --> 00:38:51.320]   But I definitely recognize that the, like, expected value of being a founder
[00:38:51.320 --> 00:38:53.000]   is still quite low.
[00:38:53.000 --> 00:38:54.640]   - It is. - Right.
[00:38:54.640 --> 00:38:58.680]   Like, I know as many founder breakups
[00:38:58.680 --> 00:39:03.120]   and as I know friends who raised a seed round this year.
[00:39:03.120 --> 00:39:04.760]   Right? And, like, that is, like, the reality.
[00:39:04.760 --> 00:39:08.760]   And, like, you know, even from my perspective,
[00:39:08.760 --> 00:39:11.080]   it's been tough where it's like, oh, man, like,
[00:39:11.080 --> 00:39:12.880]   a lot of incubators want you to have co-founders.
[00:39:12.880 --> 00:39:15.000]   Now you spend half the time, like, fundraising
[00:39:15.000 --> 00:39:16.920]   and then trying to, like, meet co-founders
[00:39:16.920 --> 00:39:20.040]   and find co-founders rather than building the thing.
[00:39:20.040 --> 00:39:23.840]   And I was like, man, like, this is a lot of stuff,
[00:39:23.840 --> 00:39:28.720]   a lot of time spent out doing things I'm not really good at.
[00:39:28.720 --> 00:39:32.560]   I think, I do think there's a rising trend in solo founding.
[00:39:32.560 --> 00:39:34.240]   You know, I am a solo.
[00:39:34.240 --> 00:39:37.280]   I think that something like 30% of, like,
[00:39:37.280 --> 00:39:39.080]   I think, I forget what the exact stat is,
[00:39:39.080 --> 00:39:41.160]   something like 30% of starters that make it to, like,
[00:39:41.160 --> 00:39:44.240]   series B or something actually are solo founder.
[00:39:44.240 --> 00:39:48.000]   So I think, I feel like this must-have co-founder idea
[00:39:48.000 --> 00:39:52.080]   mostly comes from YC and most, everyone else copies it.
[00:39:52.080 --> 00:39:53.720]   And then, yeah, you, like,
[00:39:53.720 --> 00:39:56.080]   plenty of companies break up over co-founder breakups.
[00:39:56.080 --> 00:39:57.360]   - Yeah, and I bet it would be, like,
[00:39:57.360 --> 00:39:59.000]   I wonder how much of it is the people
[00:39:59.000 --> 00:40:00.560]   who don't have that much, like,
[00:40:00.560 --> 00:40:03.240]   and I hope this is not a diss to anybody,
[00:40:03.240 --> 00:40:04.440]   but it's like, you sort of,
[00:40:04.440 --> 00:40:05.840]   you go through the incubator route
[00:40:05.840 --> 00:40:07.560]   because you don't have, like, the social equity
[00:40:07.560 --> 00:40:09.000]   you would need to just sort of, like,
[00:40:09.000 --> 00:40:10.800]   send an email to Sequoia and be, like,
[00:40:10.800 --> 00:40:13.960]   "Hey, I'm going on this ride.
[00:40:13.960 --> 00:40:15.680]   "Do you want a ticket on the rocket ship?"
[00:40:15.680 --> 00:40:17.200]   Right, like, that's very hard to sell.
[00:40:17.200 --> 00:40:19.720]   Like, if I was to raise money, like, that's kind of,
[00:40:19.720 --> 00:40:21.960]   like, my message if I was to raise money is, like,
[00:40:21.960 --> 00:40:23.080]   "You've seen my Twitter.
[00:40:23.080 --> 00:40:24.360]   "My life is sick.
[00:40:24.360 --> 00:40:27.120]   "I've decided to make it much worse by being a founder
[00:40:27.120 --> 00:40:29.560]   "because this is something I have to do.
[00:40:29.560 --> 00:40:31.040]   "So do you want to come along?
[00:40:31.040 --> 00:40:33.160]   "Otherwise, I'm gonna fund it myself."
[00:40:33.160 --> 00:40:35.440]   Like, if I can't say that, like, I don't need the money
[00:40:35.440 --> 00:40:37.880]   'cause, like, I can, like, handle payroll
[00:40:37.880 --> 00:40:39.560]   and, like, hire an intern and get an assistant.
[00:40:39.560 --> 00:40:41.040]   Like, that's all fine.
[00:40:41.040 --> 00:40:44.400]   But, like, what I don't want to do, it's, like,
[00:40:44.400 --> 00:40:46.080]   I really don't want to go back to meta.
[00:40:46.080 --> 00:40:47.800]   I want to, like, get two years
[00:40:47.800 --> 00:40:50.680]   to, like, try to find a problem we're solving.
[00:40:50.680 --> 00:40:51.840]   That feels like a bad time.
[00:40:51.840 --> 00:40:52.680]   - Yeah.
[00:40:52.680 --> 00:40:54.400]   Jason is like, "I wear a YSL jacket
[00:40:54.400 --> 00:40:56.080]   "on stage at AI Engineer Summit.
[00:40:56.080 --> 00:40:58.560]   "I don't need your accelerator money."
[00:40:58.560 --> 00:40:59.680]   - And boots.
[00:40:59.680 --> 00:41:00.640]   You don't forget the boots.
[00:41:00.640 --> 00:41:01.480]   - That's true, that's true.
[00:41:01.480 --> 00:41:04.080]   - You have really good boots, really good boots.
[00:41:04.080 --> 00:41:06.840]   But I think that is a part of it, right?
[00:41:06.840 --> 00:41:08.120]   I think it is just, like, optionality.
[00:41:08.120 --> 00:41:10.320]   And also, just, like, I'm a lot older now.
[00:41:10.320 --> 00:41:11.720]   I think 22-year-old Jason
[00:41:11.720 --> 00:41:13.360]   would have been probably too scared,
[00:41:13.360 --> 00:41:15.200]   and now I'm, like, too wise.
[00:41:15.200 --> 00:41:17.080]   But I think it's a matter of, like,
[00:41:17.080 --> 00:41:18.000]   oh, if you raise money,
[00:41:18.000 --> 00:41:19.640]   you have to have a plan of spending it.
[00:41:19.640 --> 00:41:21.200]   And I'm just not that creative
[00:41:21.200 --> 00:41:24.080]   with spending that much money.
[00:41:24.080 --> 00:41:24.920]   - Yeah.
[00:41:24.920 --> 00:41:25.760]   I mean, to be clear,
[00:41:25.760 --> 00:41:26.840]   you just celebrated your 30-year birthday.
[00:41:26.840 --> 00:41:27.680]   Happy birthday.
[00:41:27.680 --> 00:41:28.880]   - Yeah, it's awesome.
[00:41:28.880 --> 00:41:31.320]   I'm going to Mexico next weekend.
[00:41:31.320 --> 00:41:32.680]   - You know, a lot older is relative
[00:41:32.680 --> 00:41:34.320]   to some of the folks listening.
[00:41:34.320 --> 00:41:35.960]   (laughing)
[00:41:35.960 --> 00:41:38.560]   - Seeing on the career tips,
[00:41:38.560 --> 00:41:40.400]   I think SWIGS had a great post
[00:41:40.400 --> 00:41:42.600]   about are you too old to get into AI?
[00:41:42.600 --> 00:41:45.840]   I saw one of your tweets in January '23.
[00:41:45.840 --> 00:41:48.760]   You applied to, like, Figma, Notion, Cohere, Anthropic,
[00:41:48.760 --> 00:41:49.600]   and all of them rejected you
[00:41:49.600 --> 00:41:52.600]   because you didn't have enough LLM experience.
[00:41:52.600 --> 00:41:53.440]   I think at that time,
[00:41:53.440 --> 00:41:55.000]   it would be easy for a lot of people to say,
[00:41:55.000 --> 00:41:57.360]   oh, I kind of missed the boat, you know?
[00:41:57.360 --> 00:42:00.320]   I'm too late, not going to make it, you know?
[00:42:01.200 --> 00:42:04.640]   Any advice for people that feel like that, you know?
[00:42:04.640 --> 00:42:05.600]   - Yeah, I mean,
[00:42:05.600 --> 00:42:07.560]   like, the biggest learning here
[00:42:07.560 --> 00:42:09.600]   is actually from a lot of folks in jiu-jitsu.
[00:42:09.600 --> 00:42:10.720]   They're like, oh, man,
[00:42:10.720 --> 00:42:11.960]   is it too late to start jiu-jitsu?
[00:42:11.960 --> 00:42:16.120]   Like, oh, I'll join jiu-jitsu once I get in more shape.
[00:42:16.120 --> 00:42:18.080]   Right?
[00:42:18.080 --> 00:42:19.840]   It's like, there's a lot of, like, excuses.
[00:42:19.840 --> 00:42:21.640]   And then you say, oh, like, why should I start now?
[00:42:21.640 --> 00:42:23.680]   I'll be, like, 45 by the time I'm any good.
[00:42:23.680 --> 00:42:25.800]   And it's like, well, you'll be 45 anyways.
[00:42:25.800 --> 00:42:28.800]   Like, time is passing.
[00:42:28.800 --> 00:42:30.480]   Like, if you don't start now, you start tomorrow.
[00:42:30.480 --> 00:42:32.640]   You're just, like, one more day behind.
[00:42:32.640 --> 00:42:34.440]   And if you're, like, if you're worried about being behind,
[00:42:34.440 --> 00:42:35.560]   like, today is, like,
[00:42:35.560 --> 00:42:39.560]   the soonest you can start.
[00:42:39.560 --> 00:42:40.400]   Right?
[00:42:40.400 --> 00:42:41.240]   And so you got to recognize that,
[00:42:41.240 --> 00:42:44.560]   like, maybe you just don't want it, and that's fine too.
[00:42:44.560 --> 00:42:46.880]   Like, if you wanted it, you would have started.
[00:42:46.880 --> 00:42:48.200]   Like, you know.
[00:42:48.200 --> 00:42:50.520]   I think a lot of these people, again,
[00:42:50.520 --> 00:42:54.560]   probably think of things on a too short time horizon.
[00:42:54.560 --> 00:42:57.640]   But again, you know, you're going to be old anyways.
[00:42:57.640 --> 00:42:58.840]   You may as well just start now.
[00:42:58.840 --> 00:42:59.840]   - You know, one more thing on,
[00:42:59.840 --> 00:43:04.840]   I guess, the career advice slash sort of blogging.
[00:43:04.840 --> 00:43:07.840]   You always go viral for this post that you wrote
[00:43:07.840 --> 00:43:10.040]   on advice to young people and the lies you tell yourself.
[00:43:10.040 --> 00:43:11.080]   - Oh, yeah, yeah, yeah.
[00:43:11.080 --> 00:43:12.840]   - You said that you were writing it for your sister.
[00:43:12.840 --> 00:43:13.680]   Like, why is that?
[00:43:13.680 --> 00:43:14.520]   - Yeah, yeah, yeah.
[00:43:14.520 --> 00:43:16.880]   Yeah, she was, like, bummed out about, like, you know,
[00:43:16.880 --> 00:43:19.040]   going to college and, like, stressing about jobs.
[00:43:19.040 --> 00:43:19.880]   And I was like,
[00:43:19.880 --> 00:43:24.160]   oh, and I really want to hear, okay.
[00:43:24.160 --> 00:43:25.960]   And I just kind of, like, texted through the whole thing.
[00:43:25.960 --> 00:43:26.800]   It's crazy.
[00:43:26.800 --> 00:43:28.080]   It's got, like, 50,000 views.
[00:43:28.080 --> 00:43:29.760]   I'm like, I don't mind.
[00:43:29.760 --> 00:43:32.800]   - I mean, your average tweet has more.
[00:43:32.800 --> 00:43:36.760]   - But that thing is, like, you know,
[00:43:36.760 --> 00:43:38.400]   a 30-minute read now.
[00:43:38.400 --> 00:43:39.280]   - Yeah, yeah.
[00:43:39.280 --> 00:43:41.080]   So there's lots of stuff here, which I agree with.
[00:43:41.080 --> 00:43:43.480]   You know, I'm also of occasionally indulge
[00:43:43.480 --> 00:43:46.400]   in the sort of life reflection phase.
[00:43:46.400 --> 00:43:48.080]   There's the how to be lucky.
[00:43:48.080 --> 00:43:51.280]   There's the how to have higher agency.
[00:43:51.280 --> 00:43:53.720]   I feel like the agency thing is always making a,
[00:43:53.720 --> 00:43:57.880]   is always a trend in SF or just in tech circles.
[00:43:57.880 --> 00:44:00.120]   - How do you define having high agency?
[00:44:00.120 --> 00:44:01.760]   - Yeah, I mean, I'm almost, like,
[00:44:01.760 --> 00:44:03.520]   past the high agency phase now.
[00:44:03.520 --> 00:44:05.440]   Now my biggest concern is, like,
[00:44:05.440 --> 00:44:08.120]   okay, the agency is just, like, the norm of the vector.
[00:44:08.120 --> 00:44:11.440]   What also matters is the direction, right?
[00:44:11.440 --> 00:44:13.800]   It's, like, how pure is the shot?
[00:44:13.800 --> 00:44:15.680]   Yeah, I mean, I think agency is just a matter
[00:44:15.680 --> 00:44:17.240]   of, like, having courage and doing the thing.
[00:44:17.240 --> 00:44:18.960]   That's scary, right?
[00:44:18.960 --> 00:44:21.080]   Like, you know, if you want to go rock climbing,
[00:44:21.080 --> 00:44:24.160]   it's, like, do you decide you want to go rock climbing,
[00:44:24.160 --> 00:44:25.040]   and then you show up to the gym,
[00:44:25.040 --> 00:44:26.880]   you rent some shoes, and you just fall 40 times?
[00:44:26.880 --> 00:44:28.520]   Or do you go, like, oh, like,
[00:44:28.520 --> 00:44:29.720]   I'm actually more intelligent.
[00:44:29.720 --> 00:44:32.120]   Let me go research the kind of shoes that I want.
[00:44:32.120 --> 00:44:35.280]   Okay, like, there's flatter shoes and more inclined shoes.
[00:44:35.280 --> 00:44:36.320]   Like, which one should I get?
[00:44:36.320 --> 00:44:38.920]   Okay, let me go order the shoes on Amazon.
[00:44:38.920 --> 00:44:40.120]   I'll come back in three days.
[00:44:40.120 --> 00:44:41.320]   Like, oh, it's a little bit too tight.
[00:44:41.320 --> 00:44:42.440]   Maybe it's too aggressive.
[00:44:42.440 --> 00:44:43.280]   I'm only a beginner.
[00:44:43.280 --> 00:44:44.800]   Let me go change.
[00:44:44.800 --> 00:44:46.680]   No, I think the higher agent person just, like,
[00:44:46.680 --> 00:44:48.920]   goes and, like, falls down 20 times, right?
[00:44:48.920 --> 00:44:51.320]   Yeah, I think the higher agency person
[00:44:51.320 --> 00:44:54.520]   is more focused on, like, process metrics
[00:44:54.520 --> 00:44:57.880]   versus outcome metrics, right?
[00:44:57.880 --> 00:45:00.280]   Like, from pottery, like, one thing I learned was
[00:45:00.280 --> 00:45:01.280]   if you want to be good at pottery,
[00:45:01.280 --> 00:45:02.120]   you shouldn't count, like,
[00:45:02.120 --> 00:45:04.320]   the number of cups or bowls you make.
[00:45:04.320 --> 00:45:08.360]   You should just weigh the amount of clay you use, right?
[00:45:08.360 --> 00:45:09.560]   Like, the successful person says,
[00:45:09.560 --> 00:45:11.360]   oh, I went through 1,000 pounds of clay,
[00:45:11.360 --> 00:45:13.360]   100 pounds of clay, right?
[00:45:13.360 --> 00:45:15.360]   The less agency person's like, oh, I made six cups,
[00:45:15.360 --> 00:45:17.360]   and then after I made six cups,
[00:45:17.360 --> 00:45:20.080]   like, there's not really, what do you do next?
[00:45:20.080 --> 00:45:22.800]   No, just pounds of clay, pounds of clay.
[00:45:22.800 --> 00:45:23.640]   Same with the work here, right?
[00:45:23.640 --> 00:45:25.200]   It's like, oh, you just got to write the tweets,
[00:45:25.200 --> 00:45:27.280]   like, make the commits, contribute open source,
[00:45:27.280 --> 00:45:29.200]   like, write the documentation.
[00:45:29.200 --> 00:45:30.840]   There's no real outcome, it's just a process,
[00:45:30.840 --> 00:45:31.840]   and if you love that process,
[00:45:31.840 --> 00:45:34.160]   you just get really good at the thing you're doing.
[00:45:34.160 --> 00:45:36.120]   - Yeah, so just to push back on this,
[00:45:36.120 --> 00:45:38.800]   'cause obviously I mostly agree,
[00:45:38.800 --> 00:45:41.440]   how would you design performance review systems?
[00:45:41.440 --> 00:45:43.600]   (laughing)
[00:45:43.600 --> 00:45:45.960]   Because you were effectively saying
[00:45:45.960 --> 00:45:47.960]   we can count lines of code for developers, right?
[00:45:47.960 --> 00:45:48.960]   Like, did you put out--
[00:45:48.960 --> 00:45:50.640]   - No, I don't think that would be the actual,
[00:45:50.640 --> 00:45:52.360]   like, I think if you make that an outcome,
[00:45:52.360 --> 00:45:54.520]   like, I can just expand a for loop, right?
[00:45:54.520 --> 00:45:57.000]   I think, okay, so for performance review,
[00:45:57.000 --> 00:45:59.600]   this is interesting because I've mostly thought of it
[00:45:59.600 --> 00:46:02.920]   from the perspective of science and not engineering.
[00:46:02.920 --> 00:46:06.220]   Like, I've been running a lot of engineering stand-ups,
[00:46:06.220 --> 00:46:07.400]   primarily because there's not really
[00:46:07.400 --> 00:46:09.840]   that many machine learning folks.
[00:46:09.840 --> 00:46:14.240]   Like, the process outcome is like experiments and ideas,
[00:46:14.240 --> 00:46:15.480]   right, like, if you think about outcomes,
[00:46:15.480 --> 00:46:16.960]   what you might want to think about an outcome is,
[00:46:16.960 --> 00:46:19.400]   oh, I want to improve the revenue or whatnot,
[00:46:19.400 --> 00:46:21.000]   but that's really hard.
[00:46:21.000 --> 00:46:22.640]   But if you're someone who is going out like,
[00:46:22.640 --> 00:46:23.880]   okay, like this week,
[00:46:23.880 --> 00:46:25.760]   I want to come up with like three or four experiments,
[00:46:25.760 --> 00:46:26.600]   I might move the needle.
[00:46:26.600 --> 00:46:27.600]   Okay, nothing worked.
[00:46:27.600 --> 00:46:30.920]   To them, they might think, oh, nothing worked, like, I suck.
[00:46:30.920 --> 00:46:31.760]   But to me, it's like, wow,
[00:46:31.760 --> 00:46:34.480]   you've closed off all these other possible avenues
[00:46:34.480 --> 00:46:36.520]   for, like, research.
[00:46:36.520 --> 00:46:37.800]   Like, you're gonna get to the place
[00:46:37.800 --> 00:46:40.720]   that you're gonna figure out that direction really soon,
[00:46:40.720 --> 00:46:43.080]   right, like, there's no way you'd try 30 different things
[00:46:43.080 --> 00:46:43.920]   and none of them work.
[00:46:43.920 --> 00:46:46.160]   Usually, like, you know, 10 of them work,
[00:46:46.160 --> 00:46:47.320]   five of them work really well,
[00:46:47.320 --> 00:46:48.600]   two of them work really, really well,
[00:46:48.600 --> 00:46:51.200]   and one thing was, like, you know,
[00:46:51.200 --> 00:46:53.240]   the nail in the head.
[00:46:53.240 --> 00:46:55.200]   So agency lets you sort of capture
[00:46:55.200 --> 00:46:56.680]   the volume of experiments.
[00:46:56.680 --> 00:46:58.520]   And, like, experience lets you figure out, like,
[00:46:58.520 --> 00:47:01.800]   oh, that other half, it's not worth doing, right?
[00:47:01.800 --> 00:47:03.800]   Like, I think experience is gonna go,
[00:47:03.800 --> 00:47:05.760]   half these prompting papers don't make any sense,
[00:47:05.760 --> 00:47:07.440]   just use a chain of thought and just, you know,
[00:47:07.440 --> 00:47:08.320]   use a for loop.
[00:47:08.320 --> 00:47:12.000]   But that's kind of, that's basically it, right?
[00:47:12.000 --> 00:47:13.760]   It's like, usually performance for me is around, like,
[00:47:13.760 --> 00:47:16.000]   how many experiments are you running?
[00:47:16.000 --> 00:47:18.320]   Like, how oftentimes are you trying?
[00:47:18.320 --> 00:47:19.480]   - Yeah.
[00:47:19.480 --> 00:47:21.200]   - When do you give up on an experiment?
[00:47:21.200 --> 00:47:23.000]   Because at Stitch Fix, you kind of give up
[00:47:23.000 --> 00:47:24.880]   on language models, I guess, in a way,
[00:47:24.880 --> 00:47:27.000]   and as a tool to use.
[00:47:27.000 --> 00:47:29.080]   And then maybe the tools got better.
[00:47:29.080 --> 00:47:30.840]   They got better before, you know,
[00:47:30.840 --> 00:47:32.840]   you were kind of like, you were right at the time
[00:47:32.840 --> 00:47:34.080]   and then the tool improved.
[00:47:34.080 --> 00:47:37.640]   I think there are similar paths in my engineering career
[00:47:37.640 --> 00:47:39.920]   where I try one approach and at the time it doesn't work
[00:47:39.920 --> 00:47:41.320]   and then the thing changes,
[00:47:41.320 --> 00:47:43.120]   but then I kind of soured on that approach
[00:47:43.120 --> 00:47:45.360]   and I don't go back to it soon enough.
[00:47:45.360 --> 00:47:46.200]   - I see.
[00:47:46.200 --> 00:47:48.400]   What do you think about that loop?
[00:47:48.400 --> 00:47:51.080]   - So usually when I, like, when I'm coaching folks
