
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:51:54.900 --> 00:51:56.300]   if the doctor has approved it
[00:51:56.300 --> 00:51:59.980]   or it's in keeping with their particular life goals,
[00:51:59.980 --> 00:52:04.400]   but growth hormone, if it's in levels that are too high,
[00:52:04.400 --> 00:52:07.500]   will cause growth of all tissues.
[00:52:07.500 --> 00:52:11.100]   So not just muscle, not just reduction in body fat
[00:52:11.100 --> 00:52:15.540]   by metabolizing, by allowing fatty acids
[00:52:15.540 --> 00:52:18.140]   to be pulled out of storage and used for ATP,
[00:52:18.140 --> 00:52:22.220]   but it will also cause increase in growth of the heart
[00:52:22.220 --> 00:52:24.620]   and the lungs and the liver and the spleen.
[00:52:24.620 --> 00:52:28.060]   And so this is the concern with abuse of growth hormone.
[00:52:28.060 --> 00:52:28.900]   So we're not going to be talking
[00:52:28.900 --> 00:52:30.100]   about abuse of growth hormone.
[00:52:30.100 --> 00:52:33.660]   We will, however, talk about tools that anyone can use
[00:52:33.660 --> 00:52:35.860]   to increase levels of growth hormone.
[00:52:35.860 --> 00:52:36.900]   Some of them are behavioral,
[00:52:36.900 --> 00:52:38.580]   some of them are supplement-based,
[00:52:38.580 --> 00:52:42.240]   and some of them interact with behaviors and supplements.
[00:52:42.240 --> 00:52:45.340]   And what's cool about the discussion about growth hormone
[00:52:45.340 --> 00:52:47.740]   is that the tools that exist out there
[00:52:47.740 --> 00:52:50.900]   to increase growth hormone are very actionable.
[00:52:50.900 --> 00:52:53.340]   Most people can do these without the need for any equipment
[00:52:53.340 --> 00:52:54.380]   or even any supplement,
[00:52:54.380 --> 00:52:57.860]   although there are some supplement-related themes
[00:52:57.860 --> 00:53:00.040]   for tools for growth hormone increase.
[00:53:00.040 --> 00:53:03.620]   And also the increases that one can get in growth hormone
[00:53:03.620 --> 00:53:05.180]   are substantial.
[00:53:05.180 --> 00:53:07.440]   So normally when you talk about the difference
[00:53:07.440 --> 00:53:10.300]   between taking something as an exogenous substance
[00:53:10.300 --> 00:53:12.840]   like testosterone or estrogen
[00:53:12.840 --> 00:53:15.840]   versus using supplements or behaviors to increase them,
[00:53:15.840 --> 00:53:18.200]   you're talking about tenfold differences
[00:53:18.200 --> 00:53:20.940]   from administering the prescription compound.
[00:53:20.940 --> 00:53:22.880]   In terms of growth hormone,
[00:53:22.880 --> 00:53:24.960]   there are things that can increase growth hormone
[00:53:24.960 --> 00:53:29.060]   three, four, 500% or more.
[00:53:29.060 --> 00:53:32.200]   And even though that's a short-lived increase,
[00:53:32.200 --> 00:53:34.440]   they can have very powerful effects on metabolism
[00:53:34.440 --> 00:53:35.840]   and on repair of tissues.
[00:53:35.840 --> 00:53:37.440]   So let's talk about those.
[00:53:37.440 --> 00:53:39.460]   Okay, let's go step by step
[00:53:39.460 --> 00:53:41.640]   in terms of the things that anyone,
[00:53:41.640 --> 00:53:43.140]   perhaps everyone should be doing
[00:53:43.140 --> 00:53:45.980]   in order to maintain healthy growth hormone levels
[00:53:45.980 --> 00:53:48.180]   or increase growth hormone levels.
[00:53:48.180 --> 00:53:51.220]   Unless you have overproduction of growth hormone,
[00:53:51.220 --> 00:53:54.280]   chances are these things are going to benefit you.
[00:53:54.280 --> 00:53:57.960]   However, as always, I want to emphasize,
[00:53:57.960 --> 00:54:00.700]   talk to a doctor before you do anything,
[00:54:00.700 --> 00:54:03.300]   including remove any treatments.
[00:54:03.300 --> 00:54:06.100]   So anything you would add or take away,
[00:54:06.100 --> 00:54:09.220]   that's a responsibility of you and your healthcare provider.
[00:54:09.220 --> 00:54:10.780]   Okay, I don't just say that to protect me,
[00:54:10.780 --> 00:54:12.920]   I say that to protect you.
[00:54:12.920 --> 00:54:16.400]   First of all, growth hormone is released every night
[00:54:16.400 --> 00:54:17.540]   when you go to sleep,
[00:54:17.540 --> 00:54:20.120]   and it's released in the early part of sleep
[00:54:20.120 --> 00:54:22.040]   during so-called slow wave sleep.
[00:54:22.040 --> 00:54:25.760]   So the two conditions that have to be met
[00:54:25.760 --> 00:54:29.160]   in order for growth hormone to be secreted regularly
[00:54:29.160 --> 00:54:31.600]   for tissue repair, et cetera,
[00:54:31.600 --> 00:54:34.560]   are you need to get into slow wave sleep,
[00:54:34.560 --> 00:54:36.480]   the so-called deep sleep,
[00:54:36.480 --> 00:54:40.120]   and you need blood insulin and glucose
[00:54:40.120 --> 00:54:41.760]   to be relatively low.
[00:54:41.760 --> 00:54:44.720]   So eating within two hours of sleep,
[00:54:44.720 --> 00:54:47.280]   excuse me, eating within two hours of going to sleep
[00:54:47.280 --> 00:54:49.160]   is going to suppress growth hormone release.
[00:54:49.160 --> 00:54:50.660]   That's very clear.
[00:54:50.660 --> 00:54:52.920]   However, some people are going to have problems
[00:54:52.920 --> 00:54:55.440]   falling asleep if they are too hungry.
[00:54:55.440 --> 00:54:56.920]   So you have to work with that
[00:54:56.920 --> 00:54:59.480]   and decide what you're going to eat
[00:54:59.480 --> 00:55:01.380]   and when you're going to eat that thing
[00:55:01.380 --> 00:55:02.600]   so that you're not so hungry
[00:55:02.600 --> 00:55:04.800]   that you're having trouble falling asleep.
[00:55:04.800 --> 00:55:06.620]   The episodes on sleep that were covered
[00:55:06.620 --> 00:55:08.000]   in episodes two, three, and four
[00:55:08.000 --> 00:55:09.740]   of the Huberman Lab Podcast
[00:55:09.740 --> 00:55:13.120]   has I believe more tools there than you could ever want
[00:55:13.120 --> 00:55:15.420]   or make use of in terms of how to optimize sleep.
[00:55:15.420 --> 00:55:17.580]   So you can refer to those if you like.
[00:55:17.580 --> 00:55:19.800]   So don't eat too close to sleep
[00:55:19.800 --> 00:55:21.400]   and then get into slow wave sleep.
[00:55:21.400 --> 00:55:24.300]   And as I've talked about in one of those earlier episodes,
[00:55:24.300 --> 00:55:25.780]   the first half of the night,
[00:55:25.780 --> 00:55:28.340]   slow wave sleep and deep sleep predominate.
[00:55:28.340 --> 00:55:29.240]   The second half of the night,
[00:55:29.240 --> 00:55:31.860]   it's another kind of sleep we call REM sleep.
[00:55:31.860 --> 00:55:36.020]   So what is special about this early phase of sleep?
[00:55:36.020 --> 00:55:37.340]   This is how you should be thinking
[00:55:37.340 --> 00:55:39.180]   if you listen to this podcast.
[00:55:39.180 --> 00:55:40.360]   You should be thinking, okay,
[00:55:40.360 --> 00:55:41.920]   I hear that something is important,
[00:55:41.920 --> 00:55:43.520]   it's related, it's in the pathway,
[00:55:43.520 --> 00:55:46.660]   but mechanistically when we say get into slow wave sleep,
[00:55:46.660 --> 00:55:48.020]   get into deep sleep,
[00:55:48.020 --> 00:55:49.940]   that's when growth hormone is secreted.
[00:55:49.940 --> 00:55:51.700]   The question you should be asking yourselves
[00:55:51.700 --> 00:55:55.780]   as scientists of yourselves is,
[00:55:55.780 --> 00:55:57.620]   wait, why slow wave sleep?
[00:55:57.620 --> 00:56:01.440]   What in particular about slow wave deep sleep
[00:56:01.440 --> 00:56:04.340]   allows the pituitary to release growth hormone?
[00:56:04.340 --> 00:56:06.380]   Like what is it?
[00:56:06.380 --> 00:56:08.240]   Because if you can understand that,
[00:56:08.240 --> 00:56:10.440]   if you can understand a little bit of mechanism,
[00:56:10.440 --> 00:56:11.780]   there are actually ways
[00:56:11.780 --> 00:56:15.240]   that you can increase the amount of growth hormone
[00:56:15.240 --> 00:56:18.220]   that you release both in sleep and out of sleep.
[00:56:18.220 --> 00:56:22.580]   So the answer is it's delta wave activity in the brain.
[00:56:22.580 --> 00:56:26.280]   Delta waves are these big giant waves of activity
[00:56:26.280 --> 00:56:29.880]   in the brain that correlate with slow wave sleep
[00:56:29.880 --> 00:56:31.500]   as opposed to faster waves of activity
[00:56:31.500 --> 00:56:34.420]   that is associated with rapid eye movement sleep.
[00:56:34.420 --> 00:56:37.760]   So slow wave sleep and the delta activity
[00:56:37.760 --> 00:56:40.760]   actually triggers the neurons in the brain,
[00:56:40.760 --> 00:56:42.540]   the releasing hormone, right?
[00:56:42.540 --> 00:56:44.340]   Growth hormone releasing hormone neurons
[00:56:44.340 --> 00:56:46.020]   to signal to the pituitary.
[00:56:46.020 --> 00:56:47.280]   Now, how do I know this is true?
[00:56:47.280 --> 00:56:48.200]   And what can you do with this?
[00:56:48.200 --> 00:56:49.100]   Well, we know this is true
[00:56:49.100 --> 00:56:51.140]   because researchers have taken people
[00:56:51.140 --> 00:56:54.060]   and sleep deprived them and they just asked,
[00:56:54.060 --> 00:56:57.060]   well, is it just one period of time every 24 hours
[00:56:57.060 --> 00:56:59.220]   and then the pituitary releases growth hormone?
[00:56:59.220 --> 00:57:00.460]   If that were the case,
[00:57:00.460 --> 00:57:02.640]   that would say that growth hormone is just released
[00:57:02.640 --> 00:57:05.340]   in a so-called circadian dependent way.
[00:57:05.340 --> 00:57:07.540]   Every 24 hours, there's the pulse of it,
[00:57:07.540 --> 00:57:11.260]   but no, it's always relating to slow wave deep sleep
[00:57:11.260 --> 00:57:12.380]   and delta waves.
[00:57:12.380 --> 00:57:14.860]   And this is cool because what it means is that
[00:57:14.860 --> 00:57:16.980]   even if you're not measuring your brain waves during sleep,
[00:57:16.980 --> 00:57:19.440]   which most of you probably are not,
[00:57:19.440 --> 00:57:21.580]   you might be measuring slow wave sleep or deep sleep
[00:57:21.580 --> 00:57:24.020]   using a device like a whoop or an aura.
[00:57:24.020 --> 00:57:26.180]   And even if you're not,
[00:57:26.180 --> 00:57:29.460]   what this means is that during the day,
[00:57:29.460 --> 00:57:32.180]   there's the potential to also increase
[00:57:32.180 --> 00:57:34.460]   growth hormone release if you can get the brain
[00:57:34.460 --> 00:57:36.420]   into the so-called delta waves.
[00:57:36.420 --> 00:57:38.260]   And it turns out there are things you can do
[00:57:38.260 --> 00:57:41.260]   in waking as well to increase growth hormone release.
[00:57:41.260 --> 00:57:42.860]   So we're going to talk about those next,
[00:57:42.860 --> 00:57:45.260]   but as a tool and to just really make sure
[00:57:45.260 --> 00:57:47.180]   that we put brackets around this,
[00:57:47.180 --> 00:57:49.340]   try and have blood glucose not too high.
[00:57:49.340 --> 00:57:50.820]   So if you do need to eat close to bed,
[00:57:50.820 --> 00:57:51.980]   you wouldn't want to eat anything
[00:57:51.980 --> 00:57:54.580]   that would increase blood glucose too much.
[00:57:54.580 --> 00:57:57.040]   Try and not eat too close to bedtime,
[00:57:57.040 --> 00:57:58.980]   get into deep sleep early in the night,
[00:57:58.980 --> 00:58:00.940]   get the growth hormone release
[00:58:00.940 --> 00:58:03.940]   and understand that it's the delta waves of activity,
[00:58:03.940 --> 00:58:06.140]   these sweeping big waves of activity in the neurons
[00:58:06.140 --> 00:58:08.860]   that stimulate the brain to stimulate the pituitary.
[00:58:08.860 --> 00:58:10.540]   'Cause once you understand that,
[00:58:10.540 --> 00:58:13.080]   then you have something to anchor to in terms of thinking,
[00:58:13.080 --> 00:58:15.780]   what are the things I can do in waking
[00:58:15.780 --> 00:58:18.160]   that will allow me to release more growth hormone,
[00:58:18.160 --> 00:58:20.940]   which for most people is going to be a good thing.
[00:58:20.940 --> 00:58:23.580]   Several times before on this podcast,
[00:58:23.580 --> 00:58:25.900]   I've talked about the fact that I'm not a big fan
[00:58:25.900 --> 00:58:30.220]   of melatonin supplementation for most purposes.
[00:58:30.220 --> 00:58:34.200]   It might be helpful under conditions of jet lag.
[00:58:34.200 --> 00:58:36.220]   However, there are a lot of reasons why
[00:58:36.220 --> 00:58:38.240]   I personally don't like melatonin.
[00:58:38.240 --> 00:58:41.000]   It interacts with the reproductive hormones,
[00:58:41.000 --> 00:58:42.380]   testosterone and estrogen,
[00:58:42.380 --> 00:58:45.500]   and that whole axis in ways that are unattractive,
[00:58:45.500 --> 00:58:48.720]   at least to me, it suppresses puberty during development.
[00:58:48.720 --> 00:58:53.080]   It's present in much, much higher doses in most supplements
[00:58:53.080 --> 00:58:57.200]   than one would normally make, like 100 fold, 300 fold.
[00:58:57.200 --> 00:59:00.200]   However, today I'm going to talk about an instance
[00:59:00.200 --> 00:59:03.840]   where very low levels of melatonin supplementation
[00:59:03.840 --> 00:59:06.120]   might actually be advantageous.
[00:59:06.120 --> 00:59:08.860]   And that is aiding the transition
[00:59:08.860 --> 00:59:12.040]   to the delta wave slow wave sleep I just described,
[00:59:12.040 --> 00:59:13.980]   because that's the pattern of sleep
[00:59:13.980 --> 00:59:17.900]   and brainwave activity that triggers growth hormone release.
[00:59:17.900 --> 00:59:21.500]   So whereas most melatonin supplements are one milligram,
[00:59:21.500 --> 00:59:24.880]   three milligrams, 12 milligrams, this kind of thing,
[00:59:24.880 --> 00:59:27.300]   that is super physiological.
[00:59:27.300 --> 00:59:30.260]   There are some data showing that microgram,
[00:59:30.260 --> 00:59:35.260]   maybe 500 micrograms of melatonin, so half a milligram,
[00:59:35.260 --> 00:59:38.920]   can be beneficial in shifting the pattern
[00:59:38.920 --> 00:59:39.960]   of early night sleep
[00:59:39.960 --> 00:59:43.600]   toward more of the slow wave deep sleep delta activity
[00:59:43.600 --> 00:59:45.880]   and improving growth hormone release.
[00:59:45.880 --> 00:59:49.560]   Not a lot of studies, but the ones that I saw are quality.
[00:59:49.560 --> 00:59:52.180]   They were done in subjects that, you know,
[00:59:52.180 --> 00:59:55.620]   both sexes, sufficient numbers, et cetera.
[00:59:55.620 --> 00:59:56.540]   So this is interesting.
[00:59:56.540 --> 01:00:00.000]   So if you're interested in melatonin supplementation,
[01:00:00.000 --> 01:00:03.820]   you might think about it just at very low levels, you know,
[01:00:03.820 --> 01:00:06.960]   hundreds of micrograms as opposed to the milligram dosages.
[01:00:06.960 --> 01:00:08.400]   Most of the ones out there
[01:00:08.400 --> 01:00:10.260]   are going to be in milligram dosages.
[01:00:10.260 --> 01:00:14.620]   So that's one way that some studies have shown
[01:00:14.620 --> 01:00:17.040]   that you can increase the amount of growth hormone
[01:00:17.040 --> 01:00:19.940]   that's secreted in early phases of sleep.
[01:00:19.940 --> 01:00:21.660]   Now, the delta wave activity
[01:00:21.660 --> 01:00:24.280]   and the slow wave activity in the brain
[01:00:24.280 --> 01:00:27.340]   being very important for growth hormone release
[01:00:27.340 --> 01:00:29.400]   and growth hormone release being so important
[01:00:29.400 --> 01:00:33.360]   for metabolic functions and peeling away unwanted body fat
[01:00:33.360 --> 01:00:36.840]   and repairing tissues, et cetera, forces us to ask,
[01:00:36.840 --> 01:00:39.360]   well, what other things can we do in waking
[01:00:39.360 --> 01:00:41.940]   in order to increase growth hormone release?
[01:00:41.940 --> 01:00:43.040]   So let's start with the ones
[01:00:43.040 --> 01:00:46.480]   that have a potentially big effect,
[01:00:46.480 --> 01:00:48.360]   but are a little bit harder to access.
[01:00:48.360 --> 01:00:51.160]   And for that, I want to point toward a book,
[01:00:51.160 --> 01:00:52.680]   which is really kind of interesting.
[01:00:52.680 --> 01:00:54.440]   It's not focused on growth hormone,
[01:00:54.440 --> 01:00:56.940]   but the book is called "Altered Traits."
[01:00:56.940 --> 01:00:58.440]   This is the book.
[01:00:58.440 --> 01:01:00.240]   It's an excellent book.
[01:01:00.240 --> 01:01:03.060]   "Altered Traits" by Goleman and Davidson.
[01:01:03.060 --> 01:01:05.180]   "Science Reveals How Meditation Changes
[01:01:05.180 --> 01:01:07.360]   "Your Mind, Brain, and Body."
[01:01:07.360 --> 01:01:09.080]   Very interesting book.
[01:01:09.080 --> 01:01:11.520]   For those of you that are interested in meditation,
[01:01:11.520 --> 01:01:14.140]   and perhaps those of you who are not,
[01:01:14.140 --> 01:01:15.240]   but are considering it,
[01:01:15.240 --> 01:01:18.200]   what they talk about in this book is the fact
[01:01:18.200 --> 01:01:21.120]   that meditation has two separate lines of effects.
[01:01:21.120 --> 01:01:23.380]   One of those lines of effects
[01:01:23.380 --> 01:01:25.200]   are things that change your state.
[01:01:25.200 --> 01:01:27.880]   So you're stressed, you sit down, you meditate,
[01:01:27.880 --> 01:01:29.840]   and you relax, and you go into a particular state.
[01:01:29.840 --> 01:01:32.620]   The other are the changes that occur over time,
[01:01:32.620 --> 01:01:34.600]   and those are changes in trait.
[01:01:34.600 --> 01:01:36.680]   So personality can actually change
[01:01:36.680 --> 01:01:41.680]   with long bouts of TM meditation or repeated meditation.
[01:01:41.680 --> 01:01:44.080]   In any case, the reason we're talking
[01:01:44.080 --> 01:01:49.080]   about altered traits today is because certain types
[01:01:49.080 --> 01:01:53.640]   of meditation can get people's brains into states
[01:01:53.640 --> 01:01:56.560]   that very closely mimic slow wave sleep.
[01:01:56.560 --> 01:01:59.640]   If you hear snoring in the background, Costello is,
[01:01:59.640 --> 01:02:01.440]   it sounds like he's in slow wave sleep,
[01:02:01.440 --> 01:02:04.280]   these big oscillatory snores
[01:02:04.280 --> 01:02:07.920]   that he's in 23.6 hours per day.
[01:02:07.920 --> 01:02:10.560]   So what this means is for people
[01:02:10.560 --> 01:02:13.560]   that are interested in increasing growth hormone,
[01:02:13.560 --> 01:02:15.580]   a meditation practice that allows you
[01:02:15.580 --> 01:02:20.580]   to get into these slow wave delta-type frequency activity
[01:02:20.580 --> 01:02:24.760]   in the brain may be very beneficial
[01:02:24.760 --> 01:02:25.880]   because as I mentioned before,
[01:02:25.880 --> 01:02:28.040]   that's what's gating growth hormone release.
[01:02:28.040 --> 01:02:29.880]   It's not just a circadian phenomenon.
[01:02:29.880 --> 01:02:32.960]   It's actually controlled by these brain waves.
[01:02:32.960 --> 01:02:34.920]   I did look up binaural beats.
[01:02:34.920 --> 01:02:36.940]   I get so many questions about binaural beats,
[01:02:36.940 --> 01:02:38.560]   and it's a really attractive idea, right?
[01:02:38.560 --> 01:02:39.900]   Binaural beats, for those of you who don't know,
[01:02:39.900 --> 01:02:42.520]   you listen to one frequency of tone, do, do, do, do, do,
[01:02:42.520 --> 01:02:44.560]   in one ear and another frequency of tone in the other ear,
[01:02:44.560 --> 01:02:48.240]   do, do, do, and then the brain essentially
[01:02:48.240 --> 01:02:50.080]   takes the average of the two,
[01:02:50.080 --> 01:02:52.840]   or there's some other wiring in the brainstem
[01:02:52.840 --> 01:02:54.040]   that makes it not quite the average,
[01:02:54.040 --> 01:02:57.560]   but takes the average of the two for sake of discussion,
[01:02:57.560 --> 01:03:00.280]   and that frequency is what the brain entrains
[01:03:00.280 --> 01:03:01.900]   or maps onto.
[01:03:01.900 --> 01:03:03.800]   There are a lot of apps that are claiming
[01:03:03.800 --> 01:03:05.800]   that you can get the brain into delta waves
[01:03:05.800 --> 01:03:06.880]   using binaural beats.
[01:03:06.880 --> 01:03:09.840]   I could not find quality peer review studies
[01:03:09.840 --> 01:03:11.900]   supporting that, but I know there are a lot of fans
[01:03:11.900 --> 01:03:13.200]   out there of binaural beats.
[01:03:13.200 --> 01:03:15.520]   If you know of any literature that's independent
[01:03:15.520 --> 01:03:18.660]   of the company that makes the binaural beat technology,
[01:03:18.660 --> 01:03:21.960]   so unbiased research, please send it my way,
[01:03:21.960 --> 01:03:26.960]   but in "Altered Traits," Goleman and Davidson talk about
[01:03:26.960 --> 01:03:29.320]   the fact that people who do 20 minutes
[01:03:29.320 --> 01:03:31.920]   of sitting meditation per day
[01:03:31.920 --> 01:03:36.920]   can access these slow wave sleep-like brain states.
[01:03:36.920 --> 01:03:40.360]   Now, I've talked a lot on here about non-sleep deep rest,
[01:03:40.360 --> 01:03:42.600]   things like yoga nidra and hypnosis.
[01:03:42.600 --> 01:03:44.560]   I'm not aware that those will put people
[01:03:44.560 --> 01:03:48.840]   into slow wave sleep per se, or delta waves per se,
[01:03:48.840 --> 01:03:50.400]   so we're really talking about 20 minutes
[01:03:50.400 --> 01:03:52.240]   of more traditional type meditation.
[01:03:52.240 --> 01:03:55.700]   Okay, so we talked about very low doses of melatonin
[01:03:55.700 --> 01:03:57.200]   as a way to trigger delta waves
[01:03:57.200 --> 01:03:59.600]   and more growth hormone release in sleep.
[01:03:59.600 --> 01:04:00.840]   There's science to support that.
[01:04:00.840 --> 01:04:05.100]   We've now talked about a waking behavior of 20 minutes
[01:04:05.100 --> 01:04:08.000]   of sort of what I would call standard meditation
[01:04:08.000 --> 01:04:10.000]   of just sitting there, concentrating on one's breathing
[01:04:10.000 --> 01:04:13.880]   to try and access delta waves, binaural beats,
[01:04:13.880 --> 01:04:15.540]   no science yet, who knows?
[01:04:15.540 --> 01:04:17.280]   Maybe there's science to support it.
[01:04:17.280 --> 01:04:18.900]   If you're aware of it, let me know.
[01:04:18.900 --> 01:04:21.580]   Now let's move to the things that one can do
[01:04:21.580 --> 01:04:25.080]   that have been shown to have, let's just be honest,
[01:04:25.080 --> 01:04:28.900]   pretty enormous effects on growth hormone release in waking.
[01:04:28.900 --> 01:04:31.880]   And these are things that are very actionable.
[01:04:31.880 --> 01:04:34.240]   One of the things that can have a dramatic effect
[01:04:34.240 --> 01:04:37.080]   on levels of growth hormone release in waking,
[01:04:37.080 --> 01:04:42.020]   as well as in sleep the following night, is exercise.
[01:04:42.020 --> 01:04:46.600]   But the key is the type of exercise and the duration.
[01:04:46.600 --> 01:04:48.880]   Now there's a logic to this.
[01:04:48.880 --> 01:04:51.280]   There are hundreds, if not thousands of studies
[01:04:51.280 --> 01:04:54.400]   measuring growth hormone, both during
[01:04:54.400 --> 01:04:59.740]   or sometimes after exercise or the following night.
[01:04:59.740 --> 01:05:03.160]   And the conclusion that one takes away from all of these
[01:05:03.160 --> 01:05:07.780]   is that exercise has to be of particular duration
[01:05:07.780 --> 01:05:10.780]   and intensity in order to get growth hormone release.
[01:05:10.780 --> 01:05:13.480]   So first I'm just going to tell you what I found to be
[01:05:13.480 --> 01:05:15.880]   the maximum amount of growth hormone release
[01:05:15.880 --> 01:05:18.880]   as it relates to a particular form of exercise.
[01:05:18.880 --> 01:05:22.200]   The particular form of exercise is either weight training
[01:05:22.200 --> 01:05:25.820]   or it can be endurance training,
[01:05:25.820 --> 01:05:28.160]   but the endurance training and the weight training
[01:05:28.160 --> 01:05:31.420]   actually have to be limited to about 60 minutes,
[01:05:31.420 --> 01:05:32.320]   not much longer.
[01:05:32.320 --> 01:05:35.880]   Now this is important because it's been shown
[01:05:35.880 --> 01:05:40.080]   over and over again that if one exercise is too long
[01:05:40.080 --> 01:05:42.000]   with weights or endurance exercise,
[01:05:42.000 --> 01:05:44.580]   that cortisol levels go high enough
[01:05:44.580 --> 01:05:47.500]   that it starts to inhibit the testosterone
[01:05:47.500 --> 01:05:49.660]   and even the estrogen pathways.
[01:05:49.660 --> 01:05:53.440]   This is why I believe people who over exercise
[01:05:53.440 --> 01:05:55.760]   or exercise a lot can lose their menstrual cycles,
[01:05:55.760 --> 01:05:57.120]   they stop menstruating.
[01:05:57.120 --> 01:05:59.040]   It's why you get suppressions and testosterone
[01:05:59.040 --> 01:06:01.360]   if people train too long and too hard.
[01:06:01.360 --> 01:06:04.520]   The cutoff has always been 60 to 75 minutes
[01:06:04.520 --> 01:06:06.360]   of the hard work part.
[01:06:06.360 --> 01:06:08.800]   It's going to vary a lot from person to person,
[01:06:08.800 --> 01:06:10.720]   but in terms of growth hormone,
[01:06:10.720 --> 01:06:12.520]   the conditions that seem to lead
[01:06:12.520 --> 01:06:17.520]   to the greatest growth hormone release are one, get warm.
[01:06:17.520 --> 01:06:18.580]   This is interesting.
[01:06:18.580 --> 01:06:19.400]   We're going to talk about temperature.
[01:06:19.400 --> 01:06:22.980]   So a proper warmup seems to accelerate
[01:06:22.980 --> 01:06:24.840]   the release of growth hormone
[01:06:24.840 --> 01:06:27.240]   once the hard work phase starts.
[01:06:27.240 --> 01:06:30.540]   So 10 minutes of warmup or so was the number
[01:06:30.540 --> 01:06:32.960]   that I extracted from all these studies.
[01:06:32.960 --> 01:06:35.880]   There's a beautiful review on this by the way.
[01:06:35.880 --> 01:06:38.940]   Growth hormone response is a varying, excuse me,
[01:06:40.580 --> 01:06:43.280]   growth hormone arginine and exercise.
[01:06:43.280 --> 01:06:44.920]   We'll talk about arginine in a few minutes.
[01:06:44.920 --> 01:06:49.900]   That's by Kannalee, K-A-N-A-L-E-Y.
[01:06:49.900 --> 01:06:51.900]   It was published in Current Opinion
[01:06:51.900 --> 01:06:54.480]   in Clinical Nutrition and Metabolic Clear.
[01:06:54.480 --> 01:06:56.640]   The Current Opinion journals are generally
[01:06:56.640 --> 01:07:00.120]   of pretty high quality in terms of the reviews,
[01:07:00.120 --> 01:07:01.800]   just because they tend to be pretty recent.
[01:07:01.800 --> 01:07:06.140]   And then the references therein are also quite good.
[01:07:06.140 --> 01:07:07.520]   So what does this mean?
[01:07:07.520 --> 01:07:08.880]   This means warm up.
[01:07:08.880 --> 01:07:09.880]   And when you say warm up,
[01:07:09.880 --> 01:07:12.560]   it doesn't mean just warm up the limbs and tissues
[01:07:12.560 --> 01:07:14.100]   that you're going to use so you don't get injured,
[01:07:14.100 --> 01:07:15.960]   actually warm the body.
[01:07:15.960 --> 01:07:17.540]   So there was actually some discussion
[01:07:17.540 --> 01:07:19.360]   about whether or not in cold winter months,
[01:07:19.360 --> 01:07:21.860]   people should wear like a stocking cap,
[01:07:21.860 --> 01:07:25.200]   bringing the conditions of making the room warm.
[01:07:25.200 --> 01:07:28.380]   So getting the body warm as a warmup seems to be important
[01:07:28.380 --> 01:07:30.360]   because temperature of the body
[01:07:30.360 --> 01:07:32.600]   seems to be an important condition
[01:07:32.600 --> 01:07:35.600]   or prerequisite for certain patterns of exercise
[01:07:35.600 --> 01:07:37.720]   to maximize growth hormone release.
[01:07:37.720 --> 01:07:39.960]   So this is really interesting to me.
[01:07:39.960 --> 01:07:41.920]   I have an obsession with how body temperature,
[01:07:41.920 --> 01:07:44.060]   light exercise and food interact.
[01:07:44.060 --> 01:07:47.640]   We're going right there with the fact that if you get warm,
[01:07:47.640 --> 01:07:49.940]   you bring up the body temperature a degree or two
[01:07:49.940 --> 01:07:53.800]   or maybe three, and then start exercise.
[01:07:53.800 --> 01:07:57.600]   It does appear that high intensity exercise,
[01:07:57.600 --> 01:08:01.160]   but again, as discussed in a previous episode,
[01:08:01.160 --> 01:08:05.200]   not exercise that brings muscles to failure,
[01:08:05.200 --> 01:08:06.240]   but close to it.
[01:08:06.240 --> 01:08:08.080]   So if it's weight-bearing exercise,
[01:08:08.080 --> 01:08:11.120]   it would be getting close to that final repetitions
[01:08:11.120 --> 01:08:12.160]   where you can't complete them,
[01:08:12.160 --> 01:08:14.660]   but not pushing through those or even going to failure,
[01:08:14.660 --> 01:08:19.400]   but getting close leads to anywhere from 300 to 500%
[01:08:19.400 --> 01:08:21.940]   increases in resting growth hormone levels,
[01:08:21.940 --> 01:08:26.040]   and 300 to 500% increases in growth hormone
[01:08:26.040 --> 01:08:28.320]   the following night when you go to sleep,
[01:08:28.320 --> 01:08:30.220]   which is incredible.
[01:08:30.220 --> 01:08:33.200]   Now, I want to dissect this properly, okay?
[01:08:33.200 --> 01:08:37.060]   So one of the other conditions that seemed to be important,
[01:08:37.060 --> 01:08:40.440]   again, was to have relatively low blood glucose.
[01:08:40.440 --> 01:08:42.480]   So it's looking a lot like the conditions you need
[01:08:42.480 --> 01:08:45.120]   for sleep in order to get maximum growth hormone release
[01:08:45.120 --> 01:08:45.960]   in sleep.
[01:08:45.960 --> 01:08:49.100]   So not having blood glucose too high or too low,
[01:08:49.100 --> 01:08:51.560]   that's a discussion unto itself.
[01:08:51.560 --> 01:08:54.200]   You want to have sufficient energy to do the exercise,
[01:08:54.200 --> 01:08:56.760]   but getting warm, not having blood glucose too high
[01:08:56.760 --> 01:08:59.760]   or too low, so probably not eating too close to exercise
[01:08:59.760 --> 01:09:04.260]   or not ingesting a lot of sugars during the exercise.
[01:09:04.260 --> 01:09:06.260]   That was supported by the fact that ingestion
[01:09:06.260 --> 01:09:09.320]   of a sports drink that contains caloric sugar
[01:09:09.320 --> 01:09:12.200]   immediately flatlined the growth hormone levels.
