
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:29:39.580 --> 00:29:41.640]   So let's use like real terms on that.
[00:29:42.120 --> 00:29:46.800]   Okay, you're saving for a home
[00:29:46.800 --> 00:29:48.880]   and you make an extra five grand
[00:29:48.880 --> 00:29:52.840]   because you decided to invest a good portion of that.
[00:29:52.840 --> 00:29:54.000]   You're gonna do what Warren Buffett says,
[00:29:54.000 --> 00:29:56.960]   put it in the S&P 500, bet on America.
[00:29:56.960 --> 00:29:59.200]   You got an extra five grand to your name here.
[00:29:59.200 --> 00:30:01.060]   That's not going to do much
[00:30:01.060 --> 00:30:03.280]   other than maybe defray closing costs
[00:30:03.280 --> 00:30:05.280]   or a nice sofa in the house.
[00:30:05.280 --> 00:30:06.680]   Yeah, fantastic.
[00:30:06.680 --> 00:30:09.200]   But what if you lost five or 10?
[00:30:09.200 --> 00:30:10.960]   You're gonna kick yourself, right?
[00:30:10.960 --> 00:30:13.200]   What if that's the difference of you closing or not?
[00:30:13.200 --> 00:30:14.040]   Well, first of all,
[00:30:14.040 --> 00:30:14.860]   if that's the difference of you closing,
[00:30:14.860 --> 00:30:16.400]   you probably did poor planning from the jump.
[00:30:16.400 --> 00:30:18.400]   - To your point, if you gaining the closing costs,
[00:30:18.400 --> 00:30:19.240]   that's great.
[00:30:19.240 --> 00:30:20.440]   But if you lose the closing costs,
[00:30:20.440 --> 00:30:21.880]   that's gonna hurt way more.
[00:30:21.880 --> 00:30:24.120]   The downside is way bigger than the upside,
[00:30:24.120 --> 00:30:25.660]   even for the same amount of money.
[00:30:25.660 --> 00:30:26.500]   - Exactly.
[00:30:26.500 --> 00:30:28.960]   It's disproportionate, the downside
[00:30:28.960 --> 00:30:30.080]   than it is to the upside.
[00:30:30.080 --> 00:30:32.480]   So my rule of thumb is zero to four years,
[00:30:32.480 --> 00:30:34.600]   you can go with cash risk-free.
[00:30:34.600 --> 00:30:38.960]   I think it's great that for the first time since 2007,
[00:30:38.960 --> 00:30:41.560]   you and I remember when you could get some yield
[00:30:41.560 --> 00:30:42.880]   on some stuff.
[00:30:42.880 --> 00:30:44.760]   Folks younger than us,
[00:30:44.760 --> 00:30:46.300]   this is their first rodeo
[00:30:46.300 --> 00:30:47.920]   and actually being outside
[00:30:47.920 --> 00:30:49.480]   of a zero interest rate environment.
[00:30:49.480 --> 00:30:50.360]   So it looks cool.
[00:30:50.360 --> 00:30:51.440]   And there's a whole lot of stuff
[00:30:51.440 --> 00:30:52.400]   we could talk about on that.
[00:30:52.400 --> 00:30:54.960]   But yeah, it's cash.
[00:30:54.960 --> 00:30:56.520]   Forgo the brokerage.
[00:30:56.520 --> 00:31:01.520]   We could talk about a small allocation to fixed income
[00:31:01.520 --> 00:31:03.280]   and whether there's an opportunity there.
[00:31:03.280 --> 00:31:05.840]   But the bottom line is they could lose value too.
[00:31:05.840 --> 00:31:06.680]   - Right.
[00:31:06.680 --> 00:31:09.000]   So if you really wanna go crazy and speculate,
[00:31:09.000 --> 00:31:10.640]   take like 5% of the money maybe
[00:31:10.640 --> 00:31:14.640]   and an amount you're willing to lose and not be there,
[00:31:14.640 --> 00:31:15.920]   something like that if you really want to.
[00:31:15.920 --> 00:31:18.360]   Otherwise, I don't know why you'd take the risk,
[00:31:18.360 --> 00:31:20.400]   especially if it means not buying a house.
[00:31:20.400 --> 00:31:21.960]   Especially since it's so difficult
[00:31:21.960 --> 00:31:22.800]   to buy a house these days,
[00:31:22.800 --> 00:31:25.000]   you want your finances as shored up as possible
[00:31:25.000 --> 00:31:26.480]   'cause there's just not a lot of houses out there.
[00:31:26.480 --> 00:31:28.720]   - Yeah, you gotta be pretty aggressive on the savings
[00:31:28.720 --> 00:31:30.280]   and just getting the money in that bucket
[00:31:30.280 --> 00:31:31.360]   for the home personal.
[00:31:31.360 --> 00:31:32.760]   It is extraordinarily difficult
[00:31:32.760 --> 00:31:35.280]   depending on what market we're talking about.
[00:31:35.280 --> 00:31:37.360]   It's just not a fun thing to do.
[00:31:37.360 --> 00:31:38.600]   So take the safety of it.
[00:31:38.600 --> 00:31:41.440]   And life is a little bit more simple
[00:31:41.440 --> 00:31:42.520]   when you look short-term.
[00:31:42.520 --> 00:31:43.960]   It's cash, it's risk-free.
[00:31:43.960 --> 00:31:46.520]   And when you're thinking retirement long-term, go risk on.
[00:31:46.520 --> 00:31:48.040]   I mean, you have time on your side
[00:31:48.040 --> 00:31:49.560]   versus time not on your side.
[00:31:49.560 --> 00:31:51.280]   And it's as clear cut as that.
[00:31:51.280 --> 00:31:53.120]   One of the few things we can just be like,
[00:31:53.120 --> 00:31:54.360]   it is what it is.
[00:31:54.360 --> 00:31:55.200]   - Right.
[00:31:55.200 --> 00:31:56.040]   Okay, Doug, we're gonna plug here.
[00:31:56.040 --> 00:31:57.840]   Newsletter, "This is the Top," right?
[00:31:57.840 --> 00:31:58.680]   It's a sub stack.
[00:31:58.680 --> 00:32:00.200]   - Yeah, yeah, I get to plug something here.
[00:32:00.200 --> 00:32:03.600]   Cool, I write a sub stack called thisisthetop.substack.com.
[00:32:03.600 --> 00:32:06.160]   You can get to that following me on any social media.
[00:32:06.160 --> 00:32:07.080]   We gotta pump threads, right?
[00:32:07.080 --> 00:32:08.840]   That's what everyone's trying to get followers on now.
[00:32:08.840 --> 00:32:12.680]   But it says @DougBonaparte on all your favorite-
[00:32:12.680 --> 00:32:14.080]   - Can you believe we have to completely start over
[00:32:14.080 --> 00:32:15.840]   on social media again?
[00:32:15.840 --> 00:32:19.760]   - Not if you're like a massive influencer and celebrity
[00:32:19.760 --> 00:32:20.600]   that gave you that.
[00:32:20.600 --> 00:32:23.320]   I felt like Meta should have given them a delayed start
[00:32:23.320 --> 00:32:25.160]   and we get the head start.
[00:32:25.160 --> 00:32:26.760]   That would have been more fair,
[00:32:26.760 --> 00:32:29.160]   but that's not apparently how ad dollars work here.
[00:32:29.160 --> 00:32:32.200]   Yeah, we gotta start all over here.
[00:32:32.200 --> 00:32:33.040]   Yay.
[00:32:33.040 --> 00:32:34.480]   - I'm not loving threads, I gotta be honest.
[00:32:34.480 --> 00:32:36.800]   Everyone, I know it's uncool to say you don't like threads,
[00:32:36.800 --> 00:32:39.960]   but I'm not getting into it so far.
[00:32:39.960 --> 00:32:41.400]   Maybe I'm just too used to threads.
[00:32:41.400 --> 00:32:42.760]   - Yeah, I have no choice.
[00:32:42.760 --> 00:32:45.160]   My general counsel and head of business development,
[00:32:45.160 --> 00:32:49.440]   AKA my wife, is, "Get on there, go do it."
[00:32:49.440 --> 00:32:50.800]   It is another avenue.
[00:32:50.800 --> 00:32:55.480]   You take the Gary V approach of it's not Twitter or threads.
[00:32:55.480 --> 00:32:56.800]   It's Twitter and threads.
[00:32:56.800 --> 00:32:57.840]   It's like, "Great, I have this other-"
[00:32:57.840 --> 00:32:59.160]   - Diversification, Duncan.
[00:32:59.160 --> 00:33:00.000]   - Yeah. - Back to that.
[00:33:00.000 --> 00:33:01.320]   - It's true, diversify your social media.
[00:33:01.320 --> 00:33:02.640]   - The compound is on threads.
[00:33:02.640 --> 00:33:04.040]   - Isn't that the threat though?
[00:33:04.040 --> 00:33:05.080]   But isn't that the threat?
[00:33:05.080 --> 00:33:08.360]   You know, like, "Oh, your platform's going away,
[00:33:08.360 --> 00:33:09.480]   "so you need to get it."
[00:33:09.480 --> 00:33:11.160]   I don't think any of them, you know,
[00:33:11.160 --> 00:33:13.880]   with serious dollars behind them from a company like Meta
[00:33:13.880 --> 00:33:15.480]   or Elon is going anywhere.
[00:33:15.480 --> 00:33:16.320]   This is too much money going towards them.
[00:33:16.320 --> 00:33:19.520]   - I did sign up for a post account in Mastodon, I think,
[00:33:19.520 --> 00:33:21.240]   and at Josh's recommendation,
[00:33:21.240 --> 00:33:22.960]   like you were talking about on Animal Spirits,
[00:33:22.960 --> 00:33:23.800]   then I haven't used it.
[00:33:23.800 --> 00:33:25.960]   - See, that's too much diversification.
[00:33:25.960 --> 00:33:27.960]   All right, if you wanna send us a question,
[00:33:27.960 --> 00:33:31.400]   email us askthecompoundshow@gmail.com.
[00:33:31.400 --> 00:33:32.760]   Thanks again to Doug for joining.
[00:33:32.760 --> 00:33:33.640]   We appreciate it.
[00:33:33.640 --> 00:33:37.040]   All the young people, millennials, asking our questions.
[00:33:37.040 --> 00:33:39.360]   If you're listening to a podcast, leave us a review.
[00:33:39.360 --> 00:33:41.720]   You're on YouTube, leave us a comment or a question.
[00:33:41.720 --> 00:33:42.880]   New hat, Duncan?
[00:33:42.880 --> 00:33:44.880]   - New hat, dropping in the shop,
[00:33:44.880 --> 00:33:49.360]   idontshop.com tomorrow at noon, this hat.
[00:33:49.360 --> 00:33:50.480]   I was supposed to be wearing it on the show.
[00:33:50.480 --> 00:33:51.320]   I forgot. - That's great.
[00:33:51.320 --> 00:33:52.920]   - Okay, so thanks again to Bird Dogs,
[00:33:52.920 --> 00:33:55.160]   and we will see you next time.
[00:33:55.160 --> 00:33:56.160]   - See you, everyone.
[00:33:59.160 --> 00:34:01.740]   (upbeat music)
[00:34:01.740 --> 00:34:04.320]   (upbeat music)
[00:34:04.320 --> 00:34:06.900]   (upbeat music)
[00:34:06.900 --> 00:34:09.480]   (upbeat music)
[00:34:09.480 --> 00:34:12.060]   (upbeat music)
[00:34:12.060 --> 00:34:14.640]   (upbeat music)
[00:34:14.660 --> 00:34:17.240]   (upbeat music)
[00:34:17.260 --> 00:34:19.840]   (upbeat music)
[00:34:19.840 --> 00:34:22.420]   (upbeat music)
[00:34:22.420 --> 00:34:24.480]   you

