
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:36:22.280 --> 00:36:25.240]   And sometimes I actually do think that my name is Lana.
[00:36:25.240 --> 00:36:27.480]   - Huh, that's interesting.
[00:36:27.480 --> 00:36:30.480]   So what going forward for you, like, is your,
[00:36:30.480 --> 00:36:33.720]   like going forward, where do you want to go from here?
[00:36:33.720 --> 00:36:36.800]   Like, is it just continue with the,
[00:36:36.800 --> 00:36:39.720]   with the OnlyFans stuff and influencer stuff?
[00:36:39.720 --> 00:36:43.760]   Or do you have other goals in your life going forward?
[00:36:43.760 --> 00:36:46.000]   Or kind of, where do you go from here?
[00:36:46.000 --> 00:36:49.120]   - I just, I want to
[00:36:51.840 --> 00:36:55.560]   just keep having something that I'm like impassioned about.
[00:36:55.560 --> 00:36:57.440]   And right now it's making clothes
[00:36:57.440 --> 00:37:01.600]   and just like even designing my own furniture for my house.
[00:37:01.600 --> 00:37:03.360]   Or recently writing,
[00:37:03.360 --> 00:37:06.280]   which I never thought that I was good at
[00:37:06.280 --> 00:37:08.440]   'cause I dropped out of school in eighth grade.
[00:37:08.440 --> 00:37:11.240]   But I wrote a few poems on Tumblr and people were like,
[00:37:11.240 --> 00:37:14.000]   "Oh my God, you're like such a good writer."
[00:37:14.000 --> 00:37:15.880]   And I never thought that I was.
[00:37:15.880 --> 00:37:17.520]   So that's helped me a lot recently.
[00:37:17.520 --> 00:37:19.520]   Just like always having a passion.
[00:37:19.520 --> 00:37:21.000]   And then like, if you can find a way
[00:37:21.000 --> 00:37:22.680]   to turn that passion into income,
[00:37:22.680 --> 00:37:24.920]   like that's obviously amazing.
[00:37:24.920 --> 00:37:27.640]   And, but the most important thing to me
[00:37:27.640 --> 00:37:30.760]   is just like being the best mom ever.
[00:37:30.760 --> 00:37:33.320]   Like that comes first before anything.
[00:37:33.320 --> 00:37:35.360]   - He looks like his baby daddy.
[00:37:35.360 --> 00:37:36.960]   - Yeah.
[00:37:36.960 --> 00:37:38.360]   - Have you ever thought about writing a book?
[00:37:38.360 --> 00:37:39.560]   Like, I feel like-
[00:37:39.560 --> 00:37:41.280]   - Everyone on Tumblr is telling me to.
[00:37:41.280 --> 00:37:42.400]   They're like, "You're writing so good,
[00:37:42.400 --> 00:37:43.680]   you have to write a book."
[00:37:43.680 --> 00:37:44.600]   - No, that'd be cool.
[00:37:44.600 --> 00:37:46.520]   I mean, I don't know if you'd write fiction or nonfiction,
[00:37:46.520 --> 00:37:47.920]   but I feel like your story,
[00:37:49.400 --> 00:37:52.120]   it is a good story like to get out there.
[00:37:52.120 --> 00:37:56.640]   Just because I feel like it helps a lot of people.
[00:37:56.640 --> 00:37:59.080]   When you can hear from a woman like you
[00:37:59.080 --> 00:37:59.920]   who was in the industry,
[00:37:59.920 --> 00:38:03.000]   but has so much to say about what it's really like,
[00:38:03.000 --> 00:38:04.520]   it can kind of, you know,
[00:38:04.520 --> 00:38:06.680]   you can't really watch that stuff
[00:38:06.680 --> 00:38:07.880]   and look at these girls the same.
[00:38:07.880 --> 00:38:11.560]   And I feel like a lot of men like objectify women,
[00:38:11.560 --> 00:38:13.720]   you know, it's just like a natural,
[00:38:13.720 --> 00:38:15.280]   I don't know if it's definitely not natural,
[00:38:15.280 --> 00:38:16.120]   but it's like-
[00:38:16.120 --> 00:38:16.960]   - Part of like culture.
[00:38:16.960 --> 00:38:18.080]   - It's part of the culture now.
[00:38:18.080 --> 00:38:20.960]   And I feel like a lot of women even nowadays
[00:38:20.960 --> 00:38:23.640]   fall into that thinking like,
[00:38:23.640 --> 00:38:24.880]   "Oh, this is just how it is.
[00:38:24.880 --> 00:38:28.280]   Like men objectify me, this is what I'm gonna do."
[00:38:28.280 --> 00:38:30.240]   - Or like they feel like they have to like
[00:38:30.240 --> 00:38:33.440]   have sex with men to get love or-
[00:38:33.440 --> 00:38:36.200]   - Or you live in LA and it's even like these girls,
[00:38:36.200 --> 00:38:39.320]   like I know these girls out here doing anything
[00:38:39.320 --> 00:38:43.200]   for acceptance or job opportunities or,
[00:38:43.200 --> 00:38:44.040]   and I just think-
[00:38:44.040 --> 00:38:46.280]   - Or even like a guy like flies around there,
[00:38:46.280 --> 00:38:47.600]   like, "Oh my God, he bought me a flight,
[00:38:47.600 --> 00:38:49.080]   now I have to have sex with him."
[00:38:49.080 --> 00:38:51.360]   Like, what? No.
[00:38:51.360 --> 00:38:53.080]   - You don't think if a dude fly you out,
[00:38:53.080 --> 00:38:54.400]   the girl gotta be giving it up?
[00:38:54.400 --> 00:38:55.480]   - Fuck no, no.
[00:38:55.480 --> 00:38:58.600]   I've had a guy buy me a private jet to go somewhere
[00:38:58.600 --> 00:39:00.720]   and I didn't hook up with him.
[00:39:00.720 --> 00:39:02.520]   - He wasn't hot?
[00:39:02.520 --> 00:39:03.360]   - No, it's not.
[00:39:03.360 --> 00:39:05.600]   I have some of the most attractive men I've ever seen.
[00:39:05.600 --> 00:39:06.440]   - No, I'm saying he wasn't mad.
[00:39:06.440 --> 00:39:09.120]   Like he wasn't mad that you didn't use.
[00:39:09.120 --> 00:39:10.480]   - I don't care.
[00:39:10.480 --> 00:39:12.280]   I'm not doing something that I don't wanna do.
[00:39:12.280 --> 00:39:13.120]   - No, for sure.
[00:39:13.120 --> 00:39:14.400]   I'm just saying like-
[00:39:14.400 --> 00:39:16.160]   - Like they can be mad all that they want.
[00:39:16.160 --> 00:39:17.560]   And if they show that they're mad,
[00:39:17.560 --> 00:39:20.240]   then I'm not gonna talk to them anymore, so.
[00:39:20.240 --> 00:39:21.560]   - Yeah, that's definitely,
[00:39:21.560 --> 00:39:24.800]   I think dudes that are flying girls out,
[00:39:24.800 --> 00:39:26.280]   I think there's definitely an expectation.
[00:39:26.280 --> 00:39:28.040]   I don't know if it's a good expectation.
[00:39:28.040 --> 00:39:29.480]   I think if a dude is like,
[00:39:29.480 --> 00:39:31.320]   "I'm spending any money on this girl,"
[00:39:31.320 --> 00:39:34.440]   like, yeah, like, she better be worth it.
[00:39:34.440 --> 00:39:38.120]   - But that's not, the girl should not,
[00:39:38.120 --> 00:39:39.680]   like she should feel like she's worth more
[00:39:39.680 --> 00:39:42.120]   than whatever money he spent on it.
[00:39:42.120 --> 00:39:46.160]   And also not feel obligated to give,
[00:39:46.160 --> 00:39:49.240]   like going back to like giving someone something
[00:39:49.240 --> 00:39:50.600]   that you don't have to give.
[00:39:50.600 --> 00:39:52.640]   Like if you're not 100% sure
[00:39:52.640 --> 00:39:55.000]   that you wanna have sex with that person,
[00:39:55.000 --> 00:39:57.720]   or give your body to that person,
[00:39:57.720 --> 00:40:00.720]   or be intimate with them for like,
[00:40:00.720 --> 00:40:02.880]   'cause you really want it,
[00:40:02.880 --> 00:40:04.320]   and it's like for some other reason,
[00:40:04.320 --> 00:40:06.400]   or you're unsure, like you shouldn't,
[00:40:06.400 --> 00:40:07.880]   you definitely should not do it.
[00:40:07.880 --> 00:40:08.920]   - And it's crazy you say that,
[00:40:08.920 --> 00:40:11.520]   'cause we had this conversation with some of my teammates
[00:40:11.520 --> 00:40:13.280]   the other day on the bus.
[00:40:13.280 --> 00:40:15.680]   We were talking about like a girl who we would view
[00:40:15.680 --> 00:40:17.880]   as like a wifey, or like a girlfriend,
[00:40:17.880 --> 00:40:18.720]   like a girl you would cuff,
[00:40:18.720 --> 00:40:20.280]   versus a girl that you would just hook up with.
[00:40:20.280 --> 00:40:24.000]   And we were like, "Okay, if she's giving it up
[00:40:24.000 --> 00:40:27.280]   "the first night, like how would you view her?"
[00:40:27.280 --> 00:40:28.800]   And we were all kinda like,
[00:40:28.800 --> 00:40:30.240]   "Well, we probably wouldn't wife that girl,
[00:40:30.240 --> 00:40:31.580]   "'cause if she's giving it up on the first night,
[00:40:31.580 --> 00:40:34.520]   "then she probably has done that multiple times."
[00:40:34.520 --> 00:40:37.160]   Then we were like, "Okay, then when is the right time
[00:40:37.160 --> 00:40:38.620]   "to give it up, second night, third night,
[00:40:38.620 --> 00:40:40.780]   "like for a date, whenever?"
[00:40:40.780 --> 00:40:44.100]   - And it really is, I think, for these girls out there
[00:40:44.100 --> 00:40:47.140]   that think that they should be giving it up
[00:40:47.140 --> 00:40:48.720]   when a dude is pressuring them,
[00:40:48.720 --> 00:40:52.640]   or he does something nice for 'em,
[00:40:52.640 --> 00:40:54.740]   but they really don't have that connection yet.
[00:40:54.740 --> 00:40:59.580]   Like, dudes aren't gonna view you as a girlfriend,
[00:40:59.580 --> 00:41:01.140]   or like, they would never wanna cuff you
[00:41:01.140 --> 00:41:03.000]   if you're just giving it up right away.
[00:41:03.000 --> 00:41:04.860]   So, your advice is really good.
[00:41:04.860 --> 00:41:06.460]   - If you stand on your ground,
[00:41:06.460 --> 00:41:08.780]   and like you respect yourself in that way,
[00:41:08.780 --> 00:41:11.620]   like, I've honestly never had any problems
[00:41:11.620 --> 00:41:13.180]   with guys being mad about it.
[00:41:13.180 --> 00:41:14.620]   And like, I did porn before,
[00:41:14.620 --> 00:41:16.540]   so people automatically assume
[00:41:16.540 --> 00:41:18.460]   that I'm going to sleep with people,
[00:41:18.460 --> 00:41:21.560]   or that I've slept with all the NBA players
[00:41:21.560 --> 00:41:24.060]   that I've hung out with.
[00:41:24.060 --> 00:41:25.180]   I've never slept with any of them,
[00:41:25.180 --> 00:41:27.140]   besides the one that I have a kid with.
[00:41:27.140 --> 00:41:30.760]   But none of these guys have gotten upset with me
[00:41:30.760 --> 00:41:32.320]   for not sleeping with them,
[00:41:32.320 --> 00:41:34.380]   no matter what they had bought me,
[00:41:34.380 --> 00:41:36.860]   or like, we've gone on trips together.
[00:41:37.700 --> 00:41:40.300]   - They tend to respect you.
[00:41:40.300 --> 00:41:41.900]   - Yeah, like we end up having
[00:41:41.900 --> 00:41:44.860]   like a respectful, good friendship.
[00:41:44.860 --> 00:41:48.100]   - I think, yeah, and I think that these girls nowadays
[00:41:48.100 --> 00:41:49.220]   definitely kind of think the opposite.
[00:41:49.220 --> 00:41:52.160]   They get pressured, or they wanna make a dude happy.
[00:41:52.160 --> 00:41:54.140]   Or like you said, that you kind of struggle
[00:41:54.140 --> 00:41:56.300]   with the people-pleasing thing.
[00:41:56.300 --> 00:41:58.660]   They think that they gotta make this dude happy.
[00:41:58.660 --> 00:42:00.060]   But if you really wanna,
[00:42:00.060 --> 00:42:00.980]   I don't know what these girls want.
[00:42:00.980 --> 00:42:03.620]   Some girls just want to be able to say,
[00:42:03.620 --> 00:42:04.980]   oh, I hooked up with this guy, whatever.
[00:42:04.980 --> 00:42:06.420]   But if you're a girl that really wants
[00:42:06.420 --> 00:42:09.660]   to be valued by a dude,
[00:42:09.660 --> 00:42:12.660]   and not just thought of as like a whatever,
[00:42:12.660 --> 00:42:15.380]   like an object, like we've been talking about,
[00:42:15.380 --> 00:42:19.340]   then it's not always bad to wait a while.
[00:42:19.340 --> 00:42:22.260]   - Also, you mentioned having a connection.
[00:42:22.260 --> 00:42:25.540]   So perhaps it's not necessarily like,
[00:42:25.540 --> 00:42:27.700]   oh, she slept with him too early.
[00:42:27.700 --> 00:42:29.440]   But say she does sleep with him
[00:42:29.440 --> 00:42:30.860]   before they have that connection,
[00:42:30.860 --> 00:42:32.540]   and it's not someone that you actually have
[00:42:32.540 --> 00:42:34.140]   that chemistry or connection with,
[00:42:34.140 --> 00:42:36.060]   then it's not gonna work anyway.
[00:42:36.060 --> 00:42:36.900]   You know?
[00:42:36.900 --> 00:42:39.180]   You can't force it from having sex with them early.
[00:42:39.180 --> 00:42:41.100]   - Yeah, that might mess it up even worse.
[00:42:41.100 --> 00:42:44.100]   But if you wait a while,
[00:42:44.100 --> 00:42:46.740]   now even the sex would probably be better,
[00:42:46.740 --> 00:42:48.780]   because you actually got to know them as a person.
[00:42:48.780 --> 00:42:51.500]   - Or you could decide that you don't wanna sleep with them.
[00:42:51.500 --> 00:42:53.780]   Usually I'll hang out with a guy four times,
[00:42:53.780 --> 00:42:56.260]   and on the fourth time, I know if there's someone
[00:42:56.260 --> 00:42:59.780]   that I'm going to be in love with and wanna have sex with.
[00:42:59.780 --> 00:43:00.980]   If it doesn't happen with the fourth time,
[00:43:00.980 --> 00:43:03.060]   I'm like, okay, I don't like him like that.
[00:43:03.060 --> 00:43:05.700]   - How has the dating thing been for you
[00:43:05.700 --> 00:43:10.140]   since you've kinda left that industry?
[00:43:10.140 --> 00:43:11.340]   Is it difficult for you?
[00:43:11.340 --> 00:43:12.180]   Is it easy?
[00:43:12.180 --> 00:43:13.660]   How does that go?
[00:43:13.660 --> 00:43:18.660]   - Dating was easier after than when I was younger,
[00:43:18.660 --> 00:43:21.540]   because I had more respect for myself.
[00:43:21.540 --> 00:43:24.740]   My last relationship was really good,
[00:43:24.740 --> 00:43:27.620]   but I ended up getting pregnant two months after.
[00:43:27.620 --> 00:43:30.040]   And then now I just really don't have time
[00:43:30.040 --> 00:43:31.620]   for a relationship.
[00:43:31.620 --> 00:43:35.220]   I haven't hooked up with anyone since April,
[00:43:35.220 --> 00:43:37.940]   which is, I was super in love with that boy,
[00:43:37.940 --> 00:43:40.700]   but we're not dating or anything,
[00:43:40.700 --> 00:43:41.900]   because I don't have time.
[00:43:41.900 --> 00:43:45.020]   I can't text a boy all day long.
[00:43:45.020 --> 00:43:45.860]   I have to work.
[00:43:45.860 --> 00:43:47.380]   I have to take care of my kid.
[00:43:47.380 --> 00:43:50.940]   I'm not gonna go out and leave my child every night
[00:43:50.940 --> 00:43:52.060]   to go hang out with you.
[00:43:52.060 --> 00:43:53.740]   So I just don't have time right now.
[00:43:53.740 --> 00:43:56.300]   - Do dudes ever try to hold?
[00:43:56.300 --> 00:43:58.100]   'Cause I know dudes are petty.
[00:43:58.100 --> 00:44:00.100]   Even me, I'm not acting like I'm--
[00:44:00.100 --> 00:44:00.940]   - He's an angel.
[00:44:00.940 --> 00:44:02.140]   Oh, I know.
[00:44:02.140 --> 00:44:03.220]   - How do you know?
[00:44:03.220 --> 00:44:04.420]   - I've heard your talks.
[00:44:04.420 --> 00:44:08.460]   - No, I'm talking more like,
[00:44:08.460 --> 00:44:12.500]   do dudes try to hold things over your head from the past?
[00:44:12.500 --> 00:44:16.340]   'Cause I know me, I could be messing with a girl,
[00:44:16.340 --> 00:44:19.540]   and I hear something about something she did in the past
[00:44:19.540 --> 00:44:22.780]   or whatever, and it'll still make me mad.
[00:44:22.780 --> 00:44:24.300]   I don't know if that's, that's probably not good,
[00:44:24.300 --> 00:44:25.700]   but it'll still make me mad.
[00:44:25.700 --> 00:44:27.780]   Do dudes try to hold things over your head?
[00:44:27.780 --> 00:44:28.600]   - I mean, that's probably something
[00:44:28.600 --> 00:44:29.980]   that you need to work on.
[00:44:29.980 --> 00:44:30.820]   - You know?
[00:44:30.820 --> 00:44:31.660]   - Yeah, no, it is.
[00:44:31.660 --> 00:44:33.380]   I don't know why, I don't know why I do that.
[00:44:33.380 --> 00:44:34.540]   - No, no, it happens.
[00:44:34.540 --> 00:44:35.700]   How old are you?
[00:44:35.700 --> 00:44:36.540]   - 25.
[00:44:36.540 --> 00:44:37.940]   - Oh, see, you're still so young.
[00:44:37.940 --> 00:44:39.460]   Like, I used to be-- - How old are you?
[00:44:39.460 --> 00:44:41.100]   - I just turned 27.
[00:44:41.100 --> 00:44:44.660]   But I used to be super jealous, too.
[00:44:44.660 --> 00:44:47.300]   And honestly, it changes over time.
[00:44:47.300 --> 00:44:49.340]   And you just, when you get older,
[00:44:49.340 --> 00:44:51.380]   you have a better understanding
[00:44:51.380 --> 00:44:54.540]   of relationships and connections.
[00:44:54.540 --> 00:44:57.100]   And I personally, if I ever was to be in a relationship,
[00:44:57.100 --> 00:44:59.620]   I would never be, even though I don't wanna sleep
[00:44:59.620 --> 00:45:00.940]   with other people, I'd never be like,
[00:45:00.940 --> 00:45:02.740]   "Oh, you can't sleep with other people,"
[00:45:02.740 --> 00:45:04.380]   or, "You have to do this or do that."
[00:45:04.380 --> 00:45:07.460]   'Cause I personally think that it's way more powerful
[00:45:07.460 --> 00:45:11.060]   if you believe that you have this like,
[00:45:11.060 --> 00:45:12.500]   or you're with someone that you have
[00:45:12.500 --> 00:45:13.740]   a really special connection with,
[00:45:13.740 --> 00:45:15.940]   but you know they can't find somewhere else.
[00:45:15.940 --> 00:45:17.980]   And it's more powerful if someone,
[00:45:17.980 --> 00:45:19.900]   like they have the options to do whatever they want,
[00:45:19.900 --> 00:45:21.380]   but they always choose you.
[00:45:21.380 --> 00:45:22.220]   - 100%.
[00:45:22.220 --> 00:45:23.660]   - You know, so that's kind of like what elite,
[00:45:23.660 --> 00:45:26.220]   having that mindset got rid of like that jealousy
[00:45:26.220 --> 00:45:28.300]   and insecurity that I used to have.
[00:45:28.300 --> 00:45:30.340]   But guys have held it over my head.
[00:45:30.340 --> 00:45:33.380]   And me and my ex, we got in a really like,
[00:45:33.380 --> 00:45:35.140]   crazy fight one night.
[00:45:35.140 --> 00:45:38.700]   And actually I've had two boyfriends say this to me.
[00:45:38.700 --> 00:45:42.460]   They would say, "No one's ever going to love you
[00:45:42.460 --> 00:45:46.540]   "because you did porn and you're a whore."
[00:45:46.540 --> 00:45:47.380]   - Seriously?
[00:45:47.380 --> 00:45:48.460]   - And yeah. - So then why would they,
[00:45:48.460 --> 00:45:49.700]   if that's really what they thought,
[00:45:49.700 --> 00:45:50.540]   they would still love you? - Well 'cause they try
[00:45:50.540 --> 00:45:52.540]   to tell you like, "Oh, I'm the only one
[00:45:52.540 --> 00:45:54.900]   "that's ever gonna love you, so you have to stay with me."
[00:45:54.900 --> 00:45:57.500]   - They're toxic, not me. - Yeah, yeah, no.
[00:45:57.500 --> 00:45:59.060]   - That's crazy, yeah.
[00:45:59.060 --> 00:46:01.500]   Nah, I definitely, as I've gotten older,
[00:46:01.500 --> 00:46:03.300]   I've realized when I was watching a podcast,
[00:46:03.300 --> 00:46:05.500]   I think with, do you know a girl named Brittany Rayner?
[00:46:05.500 --> 00:46:06.340]   Do you know who that is?
[00:46:06.340 --> 00:46:07.500]   - Oh yeah, no, I love her.
[00:46:07.500 --> 00:46:09.300]   - I was watching a podcast,
[00:46:09.300 --> 00:46:12.940]   I think she was on there with Andrew Tate.
[00:46:12.940 --> 00:46:17.060]   I was watching the podcast and she was talking about,
[00:46:17.060 --> 00:46:19.020]   just, you know, she's done some things in the past,
[00:46:19.020 --> 00:46:20.340]   but she's not doing them anymore.
[00:46:20.340 --> 00:46:22.740]   And like, are women like redeemable,
[00:46:22.740 --> 00:46:24.220]   like in the eyes of men,
[00:46:24.220 --> 00:46:26.620]   like if they've done things in the past
[00:46:26.620 --> 00:46:29.580]   and now they're a whole different person,
[00:46:29.580 --> 00:46:32.380]   like you, or I don't know if she's changed
[00:46:32.380 --> 00:46:34.380]   what she was doing, but like her.
[00:46:34.380 --> 00:46:37.260]   And I think Andrew Tate said something like,
[00:46:37.260 --> 00:46:39.540]   "It just depends on the dude," or something.
[00:46:39.540 --> 00:46:40.820]   I forget exactly what he said,
[00:46:40.820 --> 00:46:43.540]   but I think the right dude, you know,
[00:46:43.540 --> 00:46:47.620]   obviously in a mature man, for me,
[00:46:47.620 --> 00:46:51.820]   I've had to think about why do I get so mad
[00:46:51.820 --> 00:46:53.940]   about something that the girl might have did in the past
[00:46:53.940 --> 00:46:55.340]   or who she was messing with in the past,
[00:46:55.340 --> 00:46:57.980]   because, and I'm a dude who-
[00:46:57.980 --> 00:47:00.620]   - She had no idea she was gonna meet you in the future.
[00:47:00.620 --> 00:47:02.660]   - And I've done wild stuff in the past too,
[00:47:02.660 --> 00:47:05.180]   so if a girl was gonna hold that over my head,
[00:47:05.180 --> 00:47:07.180]   then I would be in trouble
[00:47:07.180 --> 00:47:08.460]   because I've done some wild stuff.
[00:47:08.460 --> 00:47:11.380]   And I've definitely been a dude back in the day
[00:47:11.380 --> 00:47:12.620]   who had like double standards,
[00:47:12.620 --> 00:47:14.060]   like, oh, I can have a crazy past,
[00:47:14.060 --> 00:47:16.260]   but she can't have any type of past,
[00:47:16.260 --> 00:47:17.700]   so I'm not messing with her.
[00:47:17.700 --> 00:47:19.220]   But I think, like you said, as you get older
[00:47:19.220 --> 00:47:21.380]   and you see people like for who they are,
[00:47:21.380 --> 00:47:24.460]   and you kind of like meet them where they're at,
[00:47:24.460 --> 00:47:26.980]   like if you fall in love with this person
[00:47:26.980 --> 00:47:27.820]   and you like this person,
[00:47:27.820 --> 00:47:31.420]   you got to accept them for who they are
[00:47:31.420 --> 00:47:32.540]   and what they've done and-
[00:47:32.540 --> 00:47:34.180]   - Yeah, 'cause that's what made them
[00:47:34.180 --> 00:47:36.060]   the person that you love,
[00:47:36.060 --> 00:47:38.060]   all the experiences that they had.
[00:47:38.060 --> 00:47:40.100]   - 100%, so I definitely think that's something
[00:47:40.100 --> 00:47:41.620]   that comes with maturity.
[00:47:41.620 --> 00:47:44.500]   But now, I really appreciate you coming on.
[00:47:44.500 --> 00:47:46.060]   I don't like to keep people on here that long.
[00:47:46.060 --> 00:47:49.380]   I just, you know, people that I find either inspirational
[00:47:49.380 --> 00:47:51.100]   or people that I'm just curious about their stories
[00:47:51.100 --> 00:47:52.220]   or whatever, I like to have them on here
[00:47:52.220 --> 00:47:54.900]   and just ask a few questions that I'm curious about
[00:47:54.900 --> 00:47:56.060]   and then let 'em go.
[00:47:56.060 --> 00:47:58.460]   So I appreciate you. - Curious Mike.
[00:47:58.460 --> 00:48:00.380]   - I appreciate you helping on the podcast.
[00:48:00.380 --> 00:48:03.660]   - Was it inspired by Curious George?
[00:48:03.660 --> 00:48:05.340]   - Sierra came up with it.
[00:48:05.340 --> 00:48:06.900]   'Cause I've always just been a curious dude.
[00:48:06.900 --> 00:48:10.580]   I'd always ask wild questions and just speak my mind.
[00:48:10.580 --> 00:48:14.020]   And honestly, the podcast kind of came about
[00:48:14.020 --> 00:48:16.420]   because you know how people on the internet are.
[00:48:16.420 --> 00:48:18.820]   And if you tweet something that's kind of like
[00:48:18.820 --> 00:48:21.540]   against the norm or you Instagram something,
[00:48:21.540 --> 00:48:23.740]   you get like crucified and people don't even know
[00:48:23.740 --> 00:48:24.820]   like what you were talking about.
[00:48:24.820 --> 00:48:26.380]   They don't know context.
[00:48:26.380 --> 00:48:29.100]   They'll take like a tweet or whatever and blow it up.
[00:48:29.100 --> 00:48:31.500]   So I was like, what if I came out with a podcast
[00:48:31.500 --> 00:48:34.300]   and I could have like unfiltered conversations
[00:48:34.300 --> 00:48:37.260]   or conversations that people are kind of scared to have
[00:48:37.260 --> 00:48:38.900]   or whatever and just be like open.
[00:48:38.900 --> 00:48:42.060]   'Cause I feel like, you know, that creates a space
[00:48:42.060 --> 00:48:44.420]   for understanding and more.
[00:48:44.420 --> 00:48:45.260]   So that's kind of how I feel.
[00:48:45.260 --> 00:48:46.620]   - Yeah, you can hope so.
[00:48:46.620 --> 00:48:48.220]   Some people never will though.
[00:48:48.220 --> 00:48:50.380]   You can hope so that people understand
[00:48:50.380 --> 00:48:51.540]   that sometimes they never will.
[00:48:51.540 --> 00:48:53.180]   - Right, nah, and you gotta accept that.
[00:48:53.180 --> 00:48:54.700]   But nah, I appreciate you Lana.
[00:48:54.700 --> 00:48:55.540]   - Thank you.
[00:48:55.540 --> 00:48:56.380]   - For sure.
[00:48:56.380 --> 00:48:57.340]   Curious Mike out.
[00:48:57.340 --> 00:48:58.420]   (laughing)
[00:48:58.420 --> 00:49:01.000]   (upbeat music)
[00:49:01.000 --> 00:49:03.580]   (upbeat music)
[00:49:03.580 --> 00:49:06.160]   (upbeat music)

