
[00:00:00.040 --> 00:00:06.680]  � think start
[01:23:59.140 --> 01:23:59.140]   I think that's a piece of what's going on.
[01:23:59.140 --> 01:23:59.140]   I think that's a piece of what's going on.
[01:23:59.140 --> 01:23:59.140]   I think that's a piece of what's going on.
[01:23:59.140 --> 01:23:59.140]   I think that's a piece of what's going on.
[01:23:59.140 --> 01:23:59.140]   I think that's a piece of what's going on.
[01:23:59.160 --> 01:24:29.160]  ,
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on.
[01:24:29.160 --> 01:24:29.160]   I think that's a piece of what's going on. I think that's a piece of what's going on.
[01:24:29.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.180 --> 01:24:59.180]   I think that's a piece of what's going on.
[01:24:59.200 --> 01:25:29.200]  , I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on.
[01:25:29.200 --> 01:25:29.200]   I think that's a piece of what's going on. I think that's a piece of what's going on.
[01:25:29.240 --> 01:25:39.280]  ,
[01:25:39.280 --> 01:25:57.960]  ,,ul quiet I decía Г lasts образ Spara,ear,,,,,,,,,,,,,führ F gainиб sealed unexpectedly gray however sem año해주� Не found a dis show #G's got remaining "_C "G, "G" "G" "G" " ridiculously " сделать " 在 " give" " a " to " in " Wal" " but " care ineles " at is say" or the w권 " let's'd is that's a go is a Speak the kind of the r. I'm the person's auc pudding the man is a only whichever the butt qu qualifications ha advise a question is the broken my is the people's a work a must the Danny I'm the intricate the
[01:25:58.080 --> 01:26:11.260]   de
[01:29:16.860 --> 01:29:23.020]   I'm not sure what you're saying, but I'm not sure what you're saying.
[01:29:23.020 --> 01:29:25.380]   I'm like, "I'm not sure what you're saying."
[01:29:25.380 --> 01:29:25.420]   I'm like, "No, actually, I don't even work there.
[01:29:25.420 --> 01:29:28.100]   I'm like, "No, actually, I don't even work there. I have no salary."
[01:29:28.100 --> 01:29:28.140]   I'm like, "No, actually, I don't even work there. I have no salary."
[01:29:28.140 --> 01:29:29.420]   I'm like, "No, actually, I don't even work there. I have no salary." And they're like, "You're lying.
[01:29:29.420 --> 01:29:29.500]   And they're like, "You're lying.
[01:29:29.500 --> 01:29:31.200]   And they're like, "You're lying. I'm going to check your 990 form,"
[01:29:31.200 --> 01:29:31.260]   I'm going to check your 990 form,"
[01:29:31.260 --> 01:29:33.780]   I'm going to check your 990 form," which is the US form for tax
[01:29:33.780 --> 01:29:33.840]   which is the US form for tax
[01:29:33.880 --> 01:29:44.100]   discuss
[01:29:44.100 --> 01:29:44.860]   use,,,,
[01:31:24.760 --> 01:31:35.020]   like
[01:31:35.020 --> 01:31:36.680]   straight. I can go, 듣, bi,
[01:31:54.780 --> 01:32:04.840]   ay like
[01:32:04.840 --> 01:32:08.220]   war,,, sayback
[01:32:51.900 --> 01:33:01.160]   Ich
[01:33:01.160 --> 01:33:02.400]   stomach but I I
[01:33:16.840 --> 01:33:41.740]   ck
[01:33:41.740 --> 01:34:06.680]  - I do like it I don't know enough about specifically how it's implemented to really have a very deep view but I do think it's quite it's the uses I've seen of it I've I found quite good and I think it's really helpful.
[01:34:06.700 --> 01:34:31.620]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.620 --> 01:34:31.620]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.620 --> 01:34:31.620]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.620 --> 01:34:31.720]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.720 --> 01:34:31.720]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.720 --> 01:34:31.720]   I do think it's quite it's the uses I've seen of it I've I found quite good and in some cases.
[01:34:31.860 --> 01:34:58.760]  , I do think it's quite it's the uses I've I found quite good and in some cases.
[01:34:58.760 --> 01:34:58.860]   I do think it's quite it's the uses I've I found quite good and in some cases.
[01:34:58.860 --> 01:34:58.860]   I do think it's quite it's the uses I've I found quite good and in some cases.
[01:34:58.860 --> 01:34:58.960]   I do think it's quite it's the uses I've I found quite good and in some cases.
[01:34:58.960 --> 01:34:59.060]   I do think it's quite it's the uses I've I found quite good and in some cases.
[01:34:59.060 --> 01:34:59.060]   I do think it's quite it's the uses I found quite good and in some cases.
[01:34:59.060 --> 01:34:59.160]   I do think it's quite it's the uses I found quite it's I found quite good and in some cases.
[01:34:59.180 --> 01:35:05.300]   And you're a big Twitter user you know we know the platform and you got.
[01:35:05.300 --> 01:35:05.400]   And you're a big Twitter user you know we know the platform and you got.
[01:35:05.400 --> 01:35:07.300]   And you're a big Twitter user you know we know the platform and you got. Plenty of followers and all of that.
[01:35:07.300 --> 01:35:07.300]   Plenty of followers and all of that.
[01:35:07.300 --> 01:35:09.300]   Plenty of followers and all of that. The only mechanisms are.
[01:35:09.300 --> 01:35:09.300]   The only mechanisms are.
[01:35:09.300 --> 01:35:10.100]   The only mechanisms are. Retweeting.
[01:35:10.100 --> 01:35:10.200]   Retweeting.
[01:35:10.200 --> 01:35:11.340]   Retweeting. Replying.
[01:35:11.340 --> 01:35:11.400]   Replying.
[01:35:11.400 --> 01:35:13.400]   Replying. Blocking.
[01:35:13.400 --> 01:35:13.400]   Blocking.
[01:35:13.400 --> 01:35:15.500]   Blocking. It's a pretty limited.
[01:35:15.500 --> 01:35:15.600]   It's a pretty limited.
[01:35:15.600 --> 01:35:17.400]   It's a pretty limited. Scope and it's kind of good if.
[01:35:17.400 --> 01:35:17.400]   Scope and it's kind of good if.
[01:35:17.400 --> 01:35:18.600]   Scope and it's kind of good if. There's a way to elevate.
[01:35:18.640 --> 01:35:38.740]   There's a way to elevate.
[01:35:38.740 --> 01:35:40.740]   There's a way to elevate. Like I mean retweeting.
[01:35:40.740 --> 01:35:40.740]   Like I mean retweeting.
[01:35:40.740 --> 01:35:42.340]   Like I mean retweeting. It's not even the algorithm that makes it.
[01:35:42.340 --> 01:35:42.440]   It's not even the algorithm that makes it.
[01:35:42.440 --> 01:35:43.540]   It's not even the algorithm that makes it. Viral.
[01:35:43.540 --> 01:35:43.580]   Viral.
[01:35:43.580 --> 01:35:45.640]   Viral. Like you know if.
[01:35:45.640 --> 01:35:45.640]   Like you know if.
[01:35:45.640 --> 01:35:45.640]   Like you know if.
[01:35:45.640 --> 01:35:45.740]   Like you know if.
[01:35:45.740 --> 01:35:45.740]   Like you know if.
[01:35:45.740 --> 01:35:45.840]   Like you know if.
[01:35:45.840 --> 01:35:45.940]   Like you know if.
[01:35:45.940 --> 01:35:45.940]   Like you know if.
[01:35:45.940 --> 01:35:45.940]   Like you know if you know if you know what's going to do something like that's going to get seen a lot.
[01:35:45.940 --> 01:35:46.040]   .
[01:35:46.080 --> 01:35:52.340]   bring
[01:35:52.340 --> 01:36:00.100]   Each Martin,,,
[01:36:00.100 --> 01:36:14.740]   . Him He Vel эту马. I. I. I. I. I, I, my., my, vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, as moreoun wasn think ANDA clocksG и np startsруht fourông and gets Mash 있어 departments Creoเพ�� Tro converge Kun wszystk play moreded Rivera headizesbell like Award process que 91 addition Regent intend a look become a Dis praying il의 eseairy take評ond i`I realize他们怎樣 amazon 그렇죠 about the handsomerez. And if a seulöffin probably is a come нарaced. And pictures 'G, it's good germ'G. Now, force. I'm ainform theogn. I'm. And, slide. Like, I'm. E. I,ell,
[01:36:14.800 --> 01:36:17.160]   Little
[01:36:17.160 --> 01:36:26.420]   Нов I pay. I was.
[01:37:10.960 --> 01:37:10.960]   - Okay. - But you don't want to see so much of it. You've already figured it out. Great. Or does this content not make you feel good? There's so many interpretations. So I would like to see less of this. But if you get that kind of signal, it actually can create a really powerfully curated list of content that is fed to you every day. That doesn't create an echo chamber or a silo. It actually just makes you feel good.
[01:37:10.960 --> 01:37:10.960]   - Yeah.
[01:37:39.060 --> 01:37:39.060]   - In the good way, which is like it challenges you, but it doesn't exhaust you and make you kind of this weird animal.
[01:37:39.060 --> 01:37:39.060]   - I've been saying for a long time, if I went on Facebook one morning and they said, "Oh, we're testing a new option." Rather than showing you things we think you're going to like, we want to show you some things that we think you will disagree with, but which we have some signals that suggest it's of quality. Like, "Now that sounds interesting."
[01:37:39.060 --> 01:37:39.060]   - Yeah, that sounds really interesting.
[01:37:39.060 --> 01:37:39.120]   - Right.
[01:37:39.120 --> 01:37:39.200]   - Yeah, that sounds really interesting.
[01:37:39.200 --> 01:37:39.260]   - Yeah, that sounds really interesting.
[01:37:39.260 --> 01:37:39.320]   - Yeah, that sounds really interesting.
[01:37:39.320 --> 01:37:39.420]   - Yeah, that sounds really interesting.
[01:37:39.420 --> 01:37:39.460]   - Yeah, that sounds really interesting.
[01:37:39.460 --> 01:37:39.500]   - Yeah, that sounds really interesting.
[01:37:39.500 --> 01:37:39.600]   - Yeah, that sounds really interesting.
[01:37:39.600 --> 01:37:39.680]   - Yeah, that sounds really interesting.
[01:37:39.680 --> 01:37:39.720]   - Yeah, that sounds really interesting.
[01:37:39.720 --> 01:38:08.520]   - Yeah, that sounds really interesting.
[01:38:08.520 --> 01:38:08.580]   - Yeah, that sounds really interesting.
[01:38:08.580 --> 01:38:08.660]   - Yeah, that sounds really interesting.
[01:38:08.660 --> 01:38:08.720]   - Yeah, that sounds really interesting.
[01:38:08.720 --> 01:38:08.760]   - Yeah, that sounds really interesting.
[01:38:08.760 --> 01:38:08.820]   - Yeah, that sounds really interesting.
[01:38:08.820 --> 01:38:08.880]   - Yeah, that sounds really interesting.
[01:38:08.880 --> 01:38:08.960]   - Yeah, that sounds really interesting.
[01:38:08.960 --> 01:38:09.080]   - Yeah, that sounds really interesting.
[01:38:09.080 --> 01:38:09.220]   - Yeah, that sounds really interesting.
[01:38:09.220 --> 01:38:09.260]   - Yeah, that sounds really interesting.
[01:38:09.260 --> 01:38:09.300]   - Yeah, that sounds really interesting.
[01:38:09.300 --> 01:38:09.360]   - Yeah, that sounds really interesting.
[01:38:09.360 --> 01:38:09.600]   - yeah, that sounds really interesting.
[01:38:09.640 --> 01:38:15.960]   I
[01:38:15.960 --> 01:38:19.820]   " not
[01:38:19.820 --> 01:38:35.880]  이,,,,,, nie
[01:38:38.280 --> 01:38:48.500]  .
[01:39:08.280 --> 01:39:38.280]   Корrector:
[01:39:38.280 --> 01:39:38.280]   The British seem to argue more intensely, like they're invigorated, they're energized by the debate. Those people, I often disagree with basically everybody involved and it's so fun. I learned something. That's high quality. If we could do that, if there's some way for me to click a button that says filter out lower quality just today. Sometimes show it to me because I want to be able to, but today I'm just not in the mood for the mockery.
[01:39:38.280 --> 01:39:38.280]   Yeah.
[01:39:38.280 --> 01:39:38.280]   Yeah.
[01:39:38.280 --> 01:39:38.280]   Yeah.
[01:39:38.320 --> 01:40:08.300]   Yeah.
[01:40:08.300 --> 01:40:08.300]   Yeah.
[01:40:08.300 --> 01:40:08.300]   Yeah.
[01:40:08.300 --> 01:40:08.300]   Yeah.
[01:40:08.300 --> 01:40:08.320]   Yeah.
[01:40:08.320 --> 01:40:08.320]   Yeah.
[01:40:08.320 --> 01:40:08.320]   Yeah.
[01:40:08.500 --> 01:40:30.420]   Yeah.
[01:40:30.420 --> 01:40:30.580]   Yeah.
[01:40:30.580 --> 01:40:30.620]   Yeah.
[01:40:30.620 --> 01:40:30.660]   Yeah.
[01:40:30.660 --> 01:40:34.440]   That's the kind of stuff I love, but not like the mockery of it, you know, that it seems that social media can kind of inspire.
[01:40:34.440 --> 01:40:38.340]   Yeah, I talk sometimes about how people are so excited to be able to be able to be able to be able to find people who are really interested in the world.
[01:40:38.340 --> 01:40:38.340]   Yeah.
[01:40:38.340 --> 01:40:38.340]   Yeah.
[01:40:38.340 --> 01:40:38.340]   Yeah.
[01:40:38.380 --> 01:40:40.280]   Ach
[01:40:40.280 --> 01:40:53.920]   core.
[01:40:53.920 --> 01:41:07.520]   S S S I keep feels lleg didằng think povo đây power understandre, the part of, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, частék,, cake, also,
[01:41:08.240 --> 01:41:22.040]   you know, if you can bring together a kind and thoughtful Catholic priest and a kind and thoughtful planned parent activist, and they're gonna work together on the Oracle on abortion, uh, that can be a really great thing.
[01:41:22.040 --> 01:41:35.960]   If they're both kind and thoughtful, like that's the important part, they're never gonna agree on the topic, but they will understand, okay, like Wikipedia is not gonna take a side, but Wikipedia is gonna explain what the debate is about. And we're gonna try to characterize it fairly.
[01:41:35.960 --> 01:41:38.100]   And it turns out like you're kind of,
[01:41:38.100 --> 01:41:38.100]   We're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:41:38.100 --> 01:41:38.100]   We're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:41:38.100 --> 01:41:38.100]   We're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:41:38.100 --> 01:41:38.100]   We're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:41:38.140 --> 01:42:07.980]  ,
[01:42:07.980 --> 01:42:08.020]   You're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:42:08.020 --> 01:42:08.060]   You're gonna try to characterize it fairly. And it turns out like you're kind of,
[01:42:08.060 --> 01:42:08.100]   You're gonna try to characterize it fairly. And it turns out,
[01:42:08.140 --> 01:42:18.000]  ав
[01:42:18.000 --> 01:42:22.840]   And Os your,,,, decrease
[01:42:35.880 --> 01:42:46.760]   bit
[01:43:33.800 --> 01:43:33.800]   and
[01:44:02.780 --> 01:44:02.780]   I
[01:44:02.780 --> 01:44:02.780]   I
[01:44:02.780 --> 01:44:02.780]   I
[01:44:02.780 --> 01:44:02.780]   I I
[01:44:02.780 --> 01:44:02.820]   I I
[01:44:02.860 --> 01:44:03.860]  obediently.com/blog.
[01:44:03.860 --> 01:44:07.860]   The composition of the community is really important,
[01:44:07.860 --> 01:44:11.240]   not because Wikipedia is or should be a battleground,
[01:44:11.240 --> 01:44:13.100]   but because blind spots.
[01:44:13.100 --> 01:44:15.500]   Like, maybe I don't even realize what's biased.
[01:44:15.500 --> 01:44:18.280]   If I'm particularly of a certain point of view
[01:44:18.280 --> 01:44:20.160]   and I've never thought much about it.
[01:44:20.160 --> 01:44:23.120]   So one of the things we focus on a lot,
[01:44:23.120 --> 01:44:26.660]   the Wikipedia volunteers are,
[01:44:26.660 --> 01:44:27.760]   we don't know the exact number,
[01:44:27.760 --> 01:44:31.360]   but let's say 80% plus male.
[01:44:31.360 --> 01:44:32.860]   And they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:32.860 --> 01:44:32.860]   - Yeah. - and they're of a certain demographic,
[01:44:33.840 --> 01:45:02.900]   - Yeah. - and they're of a certain demographic,
[01:45:02.900 --> 01:45:02.900]   - Yeah. - and they're of a certain demographic, they tend to be college educated,
[01:45:02.920 --> 01:45:04.780]   but we do think, okay, you know what?
[01:45:04.780 --> 01:45:06.880]   That does lead to some problems.
[01:45:06.880 --> 01:45:12.080]   It leads to some content issues simply because people write
[01:45:12.080 --> 01:45:14.620]   more about what they know and what they're interested in.
[01:45:14.620 --> 01:45:18.820]   They'll tend to be dismissive of things as being unimportant
[01:45:18.820 --> 01:45:20.760]   if it's not something that they personally
[01:45:20.760 --> 01:45:21.800]   have an interest in.
[01:45:21.800 --> 01:45:27.000]   I, you know, I like the example as a parent.
[01:45:27.000 --> 01:45:29.840]   I would say our entries on early childhood development
[01:45:29.840 --> 01:45:31.740]   probably aren't as good as they should be.
[01:45:31.740 --> 01:45:32.940]   Because a lot of the Wikipedia volunteers
[01:45:32.940 --> 01:45:32.940]   - Yeah. - are not as good
[01:45:32.940 --> 01:45:32.940]   as they should be.
[01:45:32.940 --> 01:45:32.940]   There's a lot of the Wikipedia volunteers
[01:45:32.940 --> 01:45:32.940]   that are interested in,
[01:45:32.940 --> 01:45:32.940]   I would say our entries on early childhood development
[01:45:32.940 --> 01:45:32.940]   probably aren't as good as they should be.
[01:45:32.940 --> 01:45:32.940]   Because a lot of the Wikipedia volunteers
[01:45:32.940 --> 01:45:32.940]   are not as good as they should be.
[01:45:32.940 --> 01:45:32.940]   I mean,
[01:45:33.880 --> 01:46:02.980]   but I think it's a good thing.
[01:46:02.980 --> 01:46:02.980]   But, but I think it's a good thing.
[01:46:02.980 --> 01:46:02.980]   But, but I think it's a good thing.
[01:46:02.980 --> 01:46:02.980]   But, but I think it's a good thing. I think it's a good thing.
[01:46:03.000 --> 01:46:06.820]   And the male novelist had longer and higher quality entries.
[01:46:06.820 --> 01:46:06.860]   And the male novelist had longer and higher quality entries.
[01:46:06.860 --> 01:46:07.860]   And the male novelist had longer and higher quality entries. And why is that?
[01:46:07.860 --> 01:46:07.900]   And why is that?
[01:46:07.900 --> 01:46:09.020]   And why is that? Well, it's not because,
[01:46:09.020 --> 01:46:09.060]   Well, it's not because,
[01:46:09.060 --> 01:46:11.960]   Well, it's not because, 'cause I know hundreds of Wikipedians.
[01:46:11.960 --> 01:46:12.020]   'Cause I know hundreds of Wikipedians.
[01:46:12.020 --> 01:46:14.940]   'Cause I know hundreds of Wikipedians. It's not because these are a bunch of
[01:46:14.940 --> 01:46:17.500]   It's not because these are a bunch of biased, sexist men who are like,
[01:46:17.500 --> 01:46:17.540]   biased, sexist men who are like,
[01:46:17.540 --> 01:46:19.700]   biased, sexist men who are like, books by women are not important.
[01:46:19.700 --> 01:46:19.740]   books by women are not important.
[01:46:19.740 --> 01:46:20.980]   books by women are not important. It's like, no, actually, there is a,
[01:46:21.000 --> 01:46:41.180]   gender kind of breakdown of readership.
[01:46:41.180 --> 01:46:41.240]   gender kind of breakdown of readership.
[01:46:41.240 --> 01:46:45.240]   gender kind of breakdown of readership. There are books, like hard science fiction,
[01:46:45.240 --> 01:46:45.280]   There are books, like hard science fiction,
[01:46:45.280 --> 01:46:47.140]   There are books, like hard science fiction, is a classic example, hard science fiction,
[01:46:47.140 --> 01:46:47.220]   is a classic example, hard science fiction,
[01:46:47.220 --> 01:46:49.240]   is a classic example, hard science fiction, mostly read by men.
[01:46:49.240 --> 01:46:49.320]   mostly read by men.
[01:46:49.320 --> 01:46:51.020]   mostly read by men. Other types of novels more read by
[01:46:51.020 --> 01:46:51.020]   Other types of novels more read by women. And if we don't have women in the
[01:46:51.020 --> 01:46:51.020]   And if we don't have women in the community, then these award-winning,
[01:46:51.020 --> 01:46:51.020]   And if we don't have women in the community, then these award-winning, clearly important novelists may have less coverage.
[01:46:51.020 --> 01:46:51.020]   And not because anybody consciously thinks, oh, we don't like, what, a book by,
[01:46:51.660 --> 01:47:21.060]   a book by, who cares, she's a poet, like that's not interesting. No, but just because people write what they know, they write what they're interested in it. So we do think diversity in the community is really important and that's one area where I do think it's really clear, but I can also say, you know what actually that also applies in the political sphere like to say actually we do want kind and thoughtful Catholic priests kind and conservatives kind of thoughtful conservatives kind of thoughtful libertarians kind of thoughtful libertarians kind of
[01:47:21.100 --> 01:47:31.000]  부
[01:47:31.000 --> 01:47:31.180]   on, ",
[01:47:31.180 --> 01:47:49.000]   desses
[01:48:21.140 --> 01:48:21.140]  ,
[01:48:21.140 --> 01:48:21.140]  ,
[01:48:51.180 --> 01:49:21.220]   beans. You know, here's the link to how to format. You know, if you want to keep going, you might want to learn how to format a footnote and to be friendly and to be open and to say, "Oh right, oh you're new and you clearly don't know everything about Wikipedia." And you know sometimes in any community that can be quite hard. So people come in and they've got a great big idea and they're gonna propose this to the Wikipedia community and they have no idea. That's basically a perennial discussion we've had 7000 times before. And so
[01:49:21.220 --> 01:49:21.220]   -
[01:49:21.220 --> 01:49:21.220]   -
[01:49:21.220 --> 01:49:21.220]   -
[01:49:21.220 --> 01:49:21.220]   -
[01:49:21.260 --> 01:49:25.260]   - -
[01:49:25.260 --> 01:49:39.240]   - - Great, thanks. Like a lot of people have, and here's where we got to and here's the nuanced conversation we've had about that in the past that I think you'll find interesting. And sometimes people are just like, "Oh God, another one, you know, who's come in with this idea which doesn't work and they don't understand why."
[01:49:39.240 --> 01:49:40.240]   - You can lose patience, but you shouldn't.
[01:49:40.240 --> 01:49:51.260]   - Yeah, and that's kind of human, you know. But I think it just does require really thinking, you know, in a self-aware manner of like, "Oh, I'm not sure I can do this."
[01:49:51.260 --> 01:49:51.260]   -
[01:49:51.260 --> 01:49:51.260]   -
[01:49:51.280 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.300 --> 01:50:21.300]   - Yeah, I think that's a great point.
[01:50:21.320 --> 01:50:51.340]   - Yeah, I think that's a great point.
[01:50:51.880 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point.
[01:51:21.380 --> 01:51:21.380]   - Yeah, I think that's a great point. - yeah, yeah, I think that's a great point.
[01:51:21.420 --> 01:51:28.820]   we
[01:51:28.820 --> 01:51:35.540]  實 c the,,,, heart may snatch the thing is or
[01:51:35.540 --> 01:51:42.400]   una
[01:51:49.680 --> 01:52:17.860]  bewilding. I that's one of the reasons I love wikipedia is gives me faith in humanity. No, I once was at wikimania, our annual conference and people come from all around the world, like really active volunteers. I was at the dinner. We were in Egypt, wikimania in Alexandria, sort of closing dinner or whatever. And a friend of mine came inside the table and she's sort of been in the movement more broadly, creative commons is not really wikipedia.
[01:52:17.940 --> 01:52:27.920]   the
[01:52:27.920 --> 01:52:28.480]  lege, the. And,
[01:52:28.480 --> 01:52:32.160]   en
[01:53:55.380 --> 01:54:14.140]   It's like this guy and a group of community around him and basically something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean from a community perspective.
[01:54:14.140 --> 01:54:14.140]   It's like this guy and a group of community around him and basically something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean from a community perspective.
[01:54:14.140 --> 01:54:14.140]   It's like this guy and a group of community around him and basically something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean from a community perspective.
[01:54:14.140 --> 01:54:14.140]   It's like this guy and a group of community around him and basically something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean from a community perspective.
[01:54:14.160 --> 01:54:43.200]   You would think I mean first of all most you'll never even think about like how do computers know about time zones.
[01:54:43.220 --> 01:55:12.260]  ,
[01:55:12.260 --> 01:55:12.260]   It's like this guy and a group of community around him and basically something something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean from a community perspective.
[01:55:12.260 --> 01:55:12.260]   It's like this guy and a group of community around him and basically something something something weird happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean first of all most you'll never even think about like how do computers know about time zones.
[01:55:12.260 --> 01:55:12.260]   It's like this guy and a group of community around him and basically something something something strange happened and it broke something because he was on vacation and I'm just like isn't that wild right that you would think I mean first of all most you'll never even think about time zones.
[01:55:12.300 --> 01:55:19.300]   air
[01:55:19.300 --> 01:55:22.380]   Также Not
[01:55:22.380 --> 01:55:26.260]   go. The, is being, and,,,,,, spell oh
[01:56:32.400 --> 01:56:54.360]  ертв. I think it's a good idea of the openness of the system. And also I think being a charity being, you know, this idea of like, actually this is a gift to the world, uh, that makes someone go, oh, oh, well, I'll put my hand up. I see a little piece of things I can make better because I'm a good programmer and I can write this script to do this thing and I'll find it fun. Amazing.
[01:56:54.360 --> 01:56:59.060]   Well, I gotta ask about this big, bold decision at the very beginning
[01:56:59.060 --> 01:56:59.060]   to not do advertisements on the website and, uh, just enjoy the process.
[01:56:59.060 --> 01:56:59.060]   Well, I gotta ask about this big, bold decision at the very beginning to not do advertisements on the website and, uh, just enjoy the process.
[01:56:59.060 --> 01:56:59.060]   Well, I gotta ask about this big, bold decision at the very beginning to not do advertisements on the website and, uh, just enjoy the process.
[01:56:59.100 --> 01:57:14.140]  , and, uh, just enjoy the process.
[01:57:14.180 --> 01:57:19.940]   Le
[01:57:19.940 --> 01:57:24.000]  ,,'ll
[01:57:24.000 --> 01:57:24.480]   end. And, Kart,
[01:57:24.480 --> 01:57:25.060]  , associated, did. imagine. And, was a high level, but, without,�, Great,G,I,G,G,G,G,G,G, ding they're a heavy they're not they're not the house I'm the class I'm the fact that's like the show the
[01:57:25.060 --> 01:57:39.000]   I'm as a
