
[00:00:00.040 --> 00:00:10.580]   pick
[00:43:32.180 --> 00:43:32.180]   I've done a lot of things in my life.
[00:43:32.180 --> 00:43:32.180]   I've done a lot of things in my life.
[00:43:32.180 --> 00:43:32.180]   I've done a lot of things in my life.
[00:43:32.180 --> 00:43:32.180]   I've done a lot of things in my life.
[00:43:32.180 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.200 --> 00:44:02.200]   I've done a lot of things in my life.
[00:44:02.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:44:32.220]   I've done a lot of things in my life.
[00:44:32.220 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.240 --> 00:45:02.240]   I've done a lot of things in my life.
[00:45:02.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:45:32.260]   I've done a lot of things in my life.
[00:45:32.260 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.280 --> 00:46:02.280]   I've done a lot of things in my life.
[00:46:02.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:46:32.300]   I've done a lot of things in my life.
[00:46:32.300 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.320 --> 00:47:02.320]   I've done a lot of things in my life.
[00:47:02.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.340 --> 00:47:32.340]   I've done a lot of things in my life.
[00:47:32.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.360 --> 00:48:02.360]   I've done a lot of things in my life.
[00:48:02.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.380 --> 00:48:32.380]   I've done a lot of things in my life.
[00:48:32.400 --> 00:49:02.400]  ,
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:02.400 --> 00:49:02.400]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:49:32.420 --> 00:49:32.420]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   of my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:02.440]   I've done a lot of things in my life.
[00:50:02.440 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.460 --> 00:50:32.460]   I've done a lot of things in my life.
[00:50:32.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.480 --> 00:51:02.480]   I've done a lot of things in my life.
[00:51:02.500 --> 00:51:32.500]  , I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:51:32.500 --> 00:51:32.500]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:02.520 --> 00:52:02.520]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:52:32.540]   I've done a lot of things in my life.
[00:52:32.540 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.560 --> 00:53:02.560]   I've done a lot of things in my life.
[00:53:02.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.580 --> 00:53:32.580]   I've done a lot of things in my life.
[00:53:32.600 --> 00:54:02.600]  , I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:02.600]   I've done a lot of things in my life.
[00:54:02.600 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.620 --> 00:54:32.620]   I've done a lot of things in my life.
[00:54:32.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:02.640]   I've done a lot of things in my life.
[00:55:02.640 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.660 --> 00:55:32.660]   I've done a lot of things in my life.
[00:55:32.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:02.680]   I've done a lot of things in my life.
[00:56:02.680 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.700 --> 00:56:32.700]   I've done a lot of things in my life.
[00:56:32.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:02.720]   I've done a lot of things in my life.
[00:57:02.720 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.740 --> 00:57:32.740]   I've done a lot of things in my life.
[00:57:32.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:02.760]   I've done a lot of things in my life.
[00:58:02.760 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
[00:58:32.780 --> 00:58:32.780]   I've done a lot of things in my life.
