
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[01:10:50.400 --> 01:10:52.840]   that people could do to the transformer to,
[01:10:52.840 --> 01:10:54.440]   it's been, like, four, five years, right?
[01:10:54.440 --> 01:10:55.280]   And then--
[01:10:55.280 --> 01:10:56.120]   - It's amazing.
[01:10:56.120 --> 01:10:57.800]   - The vanilla transformer, I think,
[01:10:57.800 --> 01:10:59.240]   if you use it as it is today,
[01:10:59.240 --> 01:11:00.480]   would not be, like, that optimal,
[01:11:00.480 --> 01:11:04.360]   but, like, the transformer that we slowly evolve to now
[01:11:04.360 --> 01:11:07.880]   is, like, the norm transformer is probably, like,
[01:11:07.880 --> 01:11:10.080]   very, very, very strong baseline that is very hard to,
[01:11:10.080 --> 01:11:12.520]   like, I don't even think that anything,
[01:11:12.520 --> 01:11:14.720]   like, I don't even think that anything that,
[01:11:17.120 --> 01:11:19.880]   like, I don't even think that, like,
[01:11:19.880 --> 01:11:24.760]   I think you need a drastic shift to beat that, right?
[01:11:24.760 --> 01:11:25.600]   Rather than--
[01:11:25.600 --> 01:11:26.440]   - The state-based model type things.
[01:11:26.440 --> 01:11:27.760]   - Or you could find, like, more, like,
[01:11:27.760 --> 01:11:31.160]   like, like, SWIGO is a small change, right?
[01:11:31.160 --> 01:11:33.480]   You could find, like, some small change
[01:11:33.480 --> 01:11:37.040]   that are, like, a big enough impact, like, widely,
[01:11:37.040 --> 01:11:39.080]   like, that don't cost a lot of, like,
[01:11:39.080 --> 01:11:40.720]   'cause, like, a lot of architecture changes, right?
[01:11:40.720 --> 01:11:43.840]   The moment they are, like, tedious to implement,
[01:11:43.840 --> 01:11:45.640]   like, nobody, SWIGO is a simple thing, right?
[01:11:45.640 --> 01:11:48.600]   Just split it and then, okay, it is a very simple thing.
[01:11:48.600 --> 01:11:49.520]   Maybe that's why it's caught on,
[01:11:49.520 --> 01:11:52.440]   because it has, like, an additional boost
[01:11:52.440 --> 01:11:53.880]   that's for the simplicity of it, right?
[01:11:53.880 --> 01:11:55.360]   So there's also, like, a bit of, like,
[01:11:55.360 --> 01:11:57.440]   implementation lottery, if you will, right?
[01:11:57.440 --> 01:11:59.120]   A little bit of, like, if you propose, like,
[01:11:59.120 --> 01:12:02.240]   some very complicated thing for, like, 0.1%--
[01:12:02.240 --> 01:12:03.400]   - Easy and high-torch.
[01:12:03.400 --> 01:12:05.080]   - Yeah, nobody will use that, right?
[01:12:05.080 --> 01:12:06.680]   So--
[01:12:06.680 --> 01:12:08.360]   - The biggest, biggest, I mean,
[01:12:08.360 --> 01:12:11.080]   I can't believe we're taking so long to come to this topic,
[01:12:11.080 --> 01:12:13.800]   but the biggest GNOME architecture decision
[01:12:13.800 --> 01:12:15.560]   is encoder-decoder versus decoder-only.
[01:12:15.560 --> 01:12:17.840]   - So encoder-decoder is not, like, a GNOME, GNOME.
[01:12:17.840 --> 01:12:19.560]   The GNOME architecture is mainly the--
[01:12:19.560 --> 01:12:23.120]   - Okay, maybe, like, more old-school transformers.
[01:12:23.120 --> 01:12:25.000]   Like, I don't know.
[01:12:25.000 --> 01:12:28.200]   So just, maybe you want to just talk about the decision
[01:12:28.200 --> 01:12:30.200]   on encoder-decoder versus decoder-only.
[01:12:30.200 --> 01:12:32.840]   - Uh, so, okay, I wouldn't be able to comment
[01:12:32.840 --> 01:12:35.000]   about, like, exactly our setup,
[01:12:35.000 --> 01:12:37.320]   but, like, I think encoder-decoder
[01:12:37.320 --> 01:12:40.800]   are kind of very misunderstood from,
[01:12:40.800 --> 01:12:42.880]   like, a kind of very misunderstood thing, right?
[01:12:42.880 --> 01:12:44.960]   So there's encoder-decoder,
[01:12:44.960 --> 01:12:48.440]   there's non-causal decoder, which is a prefix LM,
[01:12:48.440 --> 01:12:50.360]   and then there's a decoder-only model, right?
[01:12:50.360 --> 01:12:54.440]   Technically, a causal decoder and a non-causal decoder
[01:12:54.440 --> 01:12:55.840]   are very similar in the sense
[01:12:55.840 --> 01:12:57.840]   that it's just a bidirectional mask, right?
[01:12:57.840 --> 01:13:00.960]   And then a prefix LM and an encoder-decoder has only,
[01:13:00.960 --> 01:13:03.840]   the only difference is that encoder-decoder
[01:13:03.840 --> 01:13:05.600]   splits the inputs and targets
[01:13:05.600 --> 01:13:10.160]   into different non-shared transformer stacks,
[01:13:10.160 --> 01:13:13.720]   and then there's an encoder bottleneck in the end, right?
[01:13:13.720 --> 01:13:16.480]   So, technically, people, like,
[01:13:16.480 --> 01:13:18.680]   kind of always associate, like, encoder-decoders
[01:13:18.680 --> 01:13:21.080]   with, like, like, BERT or, like, something,
[01:13:21.080 --> 01:13:23.640]   like, you know, people get confused about these things, right?
[01:13:23.640 --> 01:13:25.480]   But I think in the UL2 paper, we really, like,
[01:13:25.480 --> 01:13:27.680]   kind of explored this,
[01:13:27.680 --> 01:13:29.960]   and also, like, maybe some of the big science papers
[01:13:29.960 --> 01:13:31.000]   that also talk about this, right,
[01:13:31.000 --> 01:13:33.960]   is that prefix LM and causal decoders
[01:13:33.960 --> 01:13:36.000]   are very similar, that's the mask.
[01:13:36.000 --> 01:13:38.600]   Prefix LM and encoder-decoder are actually also quite similar.
[01:13:38.600 --> 01:13:40.680]   At the end of the day, they're all autoregressive transformers.
[01:13:40.680 --> 01:13:42.840]   That's actually, like, really, like,
[01:13:42.840 --> 01:13:45.240]   the only big benefit of encoder-decoders
[01:13:45.240 --> 01:13:46.960]   is that it has this thing called, like,
[01:13:46.960 --> 01:13:50.480]   I mean, what I like to call intrinsic sparsity, okay?
[01:13:50.480 --> 01:13:53.200]   So, basically, an encoder-decoder with, like,
[01:13:53.200 --> 01:13:57.360]   n params is, like,
[01:13:57.360 --> 01:13:59.680]   like, basically, if it's, like,
[01:13:59.680 --> 01:14:03.400]   it has the cost of, like, an n over 2 decoder model.
[01:14:03.400 --> 01:14:04.800]   So, it's a bit like a sparse model
[01:14:04.800 --> 01:14:07.000]   because you actually spend the same amount of flops.
[01:14:07.000 --> 01:14:08.880]   It's just that you have two sets of parameters,
[01:14:08.880 --> 01:14:10.400]   like, for encoder and decoder, right?
[01:14:10.400 --> 01:14:13.040]   So, it's actually flop-matched with a decoder model
[01:14:13.040 --> 01:14:16.000]   of, like, half the parameters.
[01:14:16.000 --> 01:14:18.360]   So, like, UL2-20B
[01:14:18.360 --> 01:14:21.840]   is actually about a 10B decoder-only model, right?
[01:14:21.840 --> 01:14:23.960]   So, you get free sparsity, like,
[01:14:23.960 --> 01:14:26.160]   free sparsity from that.
[01:14:26.160 --> 01:14:29.480]   It's something that, okay, the OGT5 paper talks about this.
[01:14:29.480 --> 01:14:31.200]   You can look at it, there's this complexity chart.
[01:14:31.200 --> 01:14:33.240]   I didn't, like, come up with it,
[01:14:33.240 --> 01:14:35.280]   but when doing the UL2 paper,
[01:14:35.280 --> 01:14:37.240]   I kind of, like, was mind-blown by, like,
[01:14:37.240 --> 01:14:42.240]   "Wow, encoder-decoder is so much more..."
[01:14:42.240 --> 01:14:43.560]   - Expressive? - No, not expressive.
[01:14:43.560 --> 01:14:47.280]   It's so much more powerful
[01:14:47.280 --> 01:14:50.480]   compared to decoder model on the same flop-match, right?
[01:14:50.480 --> 01:14:52.720]   There's a table in the OGT5 paper.
[01:14:52.720 --> 01:14:54.360]   This was 2019, actually.
[01:14:54.360 --> 01:14:56.200]   There was, like...
[01:14:56.200 --> 01:15:00.520]   So, I think there actually isn't really much to...
[01:15:00.520 --> 01:15:03.080]   The only thing about the encoder-decoder architecture
[01:15:03.080 --> 01:15:07.720]   is that it provides, like, a 2x intrinsic sparsity,
[01:15:07.720 --> 01:15:09.560]   like, free sparsity, right?
[01:15:09.560 --> 01:15:10.960]   But then the question is that if you go to MOE,
[01:15:10.960 --> 01:15:13.320]   does this still hold?
[01:15:13.320 --> 01:15:14.920]   Because, actually, MOE is also kind of...
[01:15:14.920 --> 01:15:17.120]   It's, like, the flop-param ratio that you kind of...
[01:15:17.120 --> 01:15:23.200]   Like, you kind of change the flop-param ratio of, like...
[01:15:23.200 --> 01:15:25.160]   And then, like, encoder-decoder is, like, a 2x or that.
[01:15:25.160 --> 01:15:28.280]   So, it's just, like, that.
[01:15:28.280 --> 01:15:29.560]   The difference in architecture is just that.
[01:15:29.560 --> 01:15:31.320]   It's not that complicated.
[01:15:31.320 --> 01:15:34.000]   Like, people don't need to overthink this, right?
[01:15:34.000 --> 01:15:37.800]   The other thing, though, is the objective function of the...
[01:15:37.800 --> 01:15:41.120]   People always associate encoder-decoder with the thing, right?
[01:15:41.120 --> 01:15:42.120]   It's not the same thing.
[01:15:42.120 --> 01:15:45.240]   You can train an encoder-decoder with regular language modeling,
[01:15:45.240 --> 01:15:46.080]   and you will...
[01:15:46.080 --> 01:15:47.000]   Actually, to be honest,
[01:15:47.000 --> 01:15:49.200]   like, a lot of the retrieval-of-matter language models
[01:15:49.200 --> 01:15:51.120]   can also be seen as some form of encoder-decoder
[01:15:51.120 --> 01:15:53.920]   because you have the retrieved documents as, like, the encoder.
[01:15:53.920 --> 01:15:55.120]   They could get compressed.
[01:15:55.120 --> 01:15:56.600]   They're actually not very...
[01:15:56.600 --> 01:15:59.320]   They're not in the model, but you can insert them in a context.
[01:15:59.320 --> 01:16:00.880]   No, it's not actually that...
[01:16:00.880 --> 01:16:03.600]   I mean, people are kind of overthinking this,
[01:16:03.600 --> 01:16:07.200]   like, encoder-decoder, like, decoder-only thing, right?
[01:16:07.200 --> 01:16:09.480]   They're actually, at the end of the day, like,
[01:16:09.480 --> 01:16:10.480]   autoregressive models.
[01:16:10.480 --> 01:16:14.400]   So, the context becomes the encoding element.
[01:16:14.400 --> 01:16:15.640]   Yeah, it's also...
[01:16:15.640 --> 01:16:19.560]   That's how you think about, like, encoder, like, for...
[01:16:19.560 --> 01:16:21.600]   Like, for example, the decoder-only model, right?
[01:16:21.600 --> 01:16:23.840]   You have the prop, like, that's inputs and targets.
[01:16:23.840 --> 01:16:26.480]   Like, you just think of it as, like, targets,
[01:16:26.480 --> 01:16:27.920]   like, generation input is, like, the prompt.
[01:16:27.920 --> 01:16:30.360]   Like, what if context, you can retrieve documents,
[01:16:30.360 --> 01:16:32.360]   whatever, you just, like, put that in, right?
[01:16:32.360 --> 01:16:35.440]   You could also put the inputs into the decoder instead,
[01:16:35.440 --> 01:16:37.600]   and then you just continue generating from decoder.
[01:16:37.600 --> 01:16:41.200]   Or you could just put, like, the inputs into the decoder,
[01:16:41.200 --> 01:16:44.400]   but then you put, like, some extra not-so-information,
[01:16:44.400 --> 01:16:46.400]   not-so-important information into the encoder.
[01:16:46.400 --> 01:16:48.000]   The advantage of this, though, is that
[01:16:48.000 --> 01:16:49.440]   by splitting it into encoder-decoder,
[01:16:49.440 --> 01:16:53.880]   your encoder can actually do some...
[01:16:53.880 --> 01:16:56.080]   a little bit more funky stuff, like...
[01:16:56.080 --> 01:16:59.880]   Because you don't... You're not bounded by...
[01:16:59.880 --> 01:17:02.600]   You're not bounded by the causal mass anymore.
[01:17:02.600 --> 01:17:03.960]   A lot of the efficient transformers,
[01:17:03.960 --> 01:17:06.640]   like, a lot of the sparse transformers,
[01:17:06.640 --> 01:17:08.040]   like, I mean, the old, early days,
[01:17:08.040 --> 01:17:11.080]   that's, like, lean formal and, like, whatever, things like this,
[01:17:11.080 --> 01:17:13.680]   they cannot maintain the causal mass,
[01:17:13.680 --> 01:17:17.720]   and that's why, like, you cannot train a language,
[01:17:17.720 --> 01:17:19.840]   like, a proper language model with this, right?
[01:17:19.840 --> 01:17:22.280]   But with, like, if you separate out
[01:17:22.280 --> 01:17:24.920]   your very long context into encoder,
[01:17:24.920 --> 01:17:27.440]   this encoder has no loss, right?
[01:17:27.440 --> 01:17:30.080]   You could just do, like, aggressive pooling,
[01:17:30.080 --> 01:17:33.760]   you could do some crazy sparse attention that has, like...
[01:17:33.760 --> 01:17:36.160]   that is, like, you know, like, final transformer,
[01:17:36.160 --> 01:17:37.520]   something like that, right?
[01:17:37.520 --> 01:17:39.960]   And then you could make that smaller than the decoder,
[01:17:39.960 --> 01:17:42.080]   you could make that faster than the decoder,
[01:17:42.080 --> 01:17:43.840]   you could also do, like...
[01:17:43.840 --> 01:17:47.800]   So, I mean, that are just some of the advantages of, like...
[01:17:47.800 --> 01:17:52.520]   like, why, like, splitting into encoder-decoder
[01:17:52.520 --> 01:17:57.200]   is actually, like, could be beneficial to, like,
[01:17:57.200 --> 01:18:00.160]   just using, like, a decoder-only model.
[01:18:00.160 --> 01:18:04.200]   But fundamentally, I mean, like, it's a...
[01:18:04.200 --> 01:18:07.320]   At the end of the day, the decoder in encoder-decoder
[01:18:07.320 --> 01:18:08.920]   is a language model.
[01:18:08.920 --> 01:18:11.480]   It's still a regular autoregressive language model.
[01:18:11.480 --> 01:18:14.960]   So that's actually, like, I mean, it's not that much different
[01:18:14.960 --> 01:18:17.640]   from, like, a retrieval-augmented language model
[01:18:17.640 --> 01:18:19.760]   that you pass, like, retrieval...
[01:18:19.760 --> 01:18:21.960]   This is news to me, I don't know if you've ever expressed this,
[01:18:21.960 --> 01:18:24.000]   but, yeah, this actually makes sense.
[01:18:24.000 --> 01:18:27.600]   -OK, OK, yeah, yeah. -I don't...
[01:18:27.600 --> 01:18:29.760]   Unfortunately, I don't know enough to push back on this,
[01:18:29.760 --> 01:18:33.640]   but on the surface of it, it seems to make sense.
[01:18:33.640 --> 01:18:34.760]   Would you make the same choices
[01:18:34.760 --> 01:18:37.680]   if you were not so focused on multimodality?
[01:18:37.680 --> 01:18:40.520]   Because, like, you know, that's one of the ways
[01:18:40.520 --> 01:18:41.520]   in which I was thinking, like,
[01:18:41.520 --> 01:18:42.640]   oh, encoder-decoder makes sense,
[01:18:42.640 --> 01:18:46.800]   that it's more natively multimodal.
[01:18:46.800 --> 01:18:50.000]   Yeah, I would... I just have to say that it's...
[01:18:50.000 --> 01:18:51.920]   -It's relevant. -Relevant, yeah, it's relevant, yeah.
[01:18:51.920 --> 01:18:56.760]   Yeah, it wasn't that obvious to me,
[01:18:56.760 --> 01:18:58.920]   and I don't know if you want to compare
[01:18:58.920 --> 01:19:00.760]   your approach versus ADEPT's approach,
[01:19:00.760 --> 01:19:03.920]   because they've published some things on Fuyu.
[01:19:03.920 --> 01:19:08.840]   I don't know if you consider them competition or not,
[01:19:08.840 --> 01:19:11.720]   but, like, obviously, they're also trying to push
[01:19:11.720 --> 01:19:17.640]   the kind of similar models that you're also releasing,
[01:19:17.640 --> 01:19:20.280]   in the sense of, like, small, medium, large multimodal models.
[01:19:20.280 --> 01:19:23.360]   No, I'm thinking whether I should say something about this.
[01:19:23.360 --> 01:19:26.080]   It might be a hot take.
[01:19:26.080 --> 01:19:29.360]   So, we compare with Fuyu AD, the release one.
[01:19:29.360 --> 01:19:33.400]   Yeah, you know, yes, they maybe don't do as well
[01:19:33.400 --> 01:19:34.240]   on the benchmarks or whatever,
[01:19:34.240 --> 01:19:36.320]   but I'm just thinking about the architecture choices,
[01:19:36.320 --> 01:19:38.960]   because a lot of people are commenting on Fuyu.
[01:19:38.960 --> 01:19:43.360]   Oh, okay, I think we were not comfortable talking about it.
[01:19:43.360 --> 01:19:48.480]   Yeah, because their vision encoding was interesting.
[01:19:48.480 --> 01:19:51.520]   Okay, anything else we should talk about, Rekha,
[01:19:51.520 --> 01:19:54.160]   that we haven't covered?
[01:19:54.160 --> 01:19:56.280]   Uh...
[01:19:56.280 --> 01:19:58.560]   And if you want to drop hot news,
[01:19:58.560 --> 01:20:01.040]   we can embargo until the news is public.
[01:20:01.040 --> 01:20:01.960]   No, no, no, there's nothing.
[01:20:01.960 --> 01:20:03.360]   Yeah, we can move on, yeah.
[01:20:03.360 --> 01:20:04.320]   Cool.
[01:20:04.320 --> 01:20:06.360]   Then we can move on to broader trends in LLMs,
[01:20:06.360 --> 01:20:08.240]   just commentary on just, like, ecosystem stuff,
[01:20:08.240 --> 01:20:13.200]   like, completely independent from Rekha.
[01:20:13.200 --> 01:20:14.720]   You commented on a few things,
[01:20:14.720 --> 01:20:17.160]   like Lama 1 to 3 glowed up a lot.
[01:20:17.160 --> 01:20:18.960]   I call this the Lama 1 to 3 glow up.
[01:20:18.960 --> 01:20:20.360]   Like, it improved into, like,
[01:20:20.360 --> 01:20:23.640]   an actual top-tier open-source model.
[01:20:23.640 --> 01:20:24.440]   Yeah.
[01:20:24.440 --> 01:20:28.560]   Phi 1 had a lot of criticism,
[01:20:28.560 --> 01:20:30.840]   but it seems like Phi 3 is getting a lot of love.
[01:20:30.840 --> 01:20:34.080]   Do you just generally see, like, in your open-model tier list,
[01:20:34.080 --> 01:20:39.480]   like, what's going up and down?
[01:20:39.480 --> 01:20:43.760]   So I think Lama 1 and Lama 2 are, like, quite mid, right?
[01:20:43.760 --> 01:20:45.880]   But Lama 3 actually got good, right?
[01:20:45.880 --> 01:20:48.400]   Like, I think Lama 3 is actually strong, right?
[01:20:48.400 --> 01:20:50.080]   I don't really follow Phi much,
[01:20:50.080 --> 01:20:54.000]   just that, like, I just don't follow, like, follow, like...
[01:20:54.000 --> 01:20:56.120]   Their whole thesis is the textbooks is all you need thing, right?
[01:20:56.120 --> 01:20:59.480]   Like, that we can use way less data than everyone else and still...
[01:20:59.480 --> 01:21:01.280]   But I think you cannot cheat the scaling laws, right?
[01:21:01.280 --> 01:21:03.200]   Because, like, you...
[01:21:03.200 --> 01:21:05.720]   I remember seeing, like, Vaguely saying that, like,
[01:21:05.720 --> 01:21:08.360]   like, oh, they match, like, Mixtra 8 by 22,
[01:21:08.360 --> 01:21:10.920]   or, like, something like that, on, like, some...
[01:21:10.920 --> 01:21:12.720]   Okay, I don't think these academic benchmarks
[01:21:12.720 --> 01:21:14.080]   are, like, that meaningful anymore, right?
[01:21:14.080 --> 01:21:16.560]   So, but then, like, then when they go on RMCs,
[01:21:16.560 --> 01:21:17.560]   they get, like, what, 47?
[01:21:17.560 --> 01:21:20.880]   And then they get, like, maybe it just, like, seems slightly...
[01:21:20.880 --> 01:21:22.280]   - Maybe it's, like... - Then what's Phi 2?
[01:21:22.280 --> 01:21:23.400]   - I don't know about Phi 3. - Oh, there's Phi 3?
[01:21:23.400 --> 01:21:26.400]   - No, I think... - Phi 3 was just released, like, yesterday.
[01:21:26.400 --> 01:21:28.040]   Oh, I don't even...
[01:21:28.040 --> 01:21:30.240]   Yeah, but I don't know.
[01:21:30.240 --> 01:21:34.320]   I think there's some...
[01:21:34.320 --> 01:21:37.920]   Like, I don't follow Phi that much, but I don't...
[01:21:37.920 --> 01:21:42.280]   I think that, like, a model that is synthetically...
[01:21:42.280 --> 01:21:44.080]   Actually, I don't even know this, like,
[01:21:44.080 --> 01:21:46.320]   I didn't even read the paper, but I think that, like,
[01:21:46.320 --> 01:21:51.040]   a model that is, like, based on the premise of, like,
[01:21:51.040 --> 01:21:52.760]   distilling and stuff, something like that,
[01:21:52.760 --> 01:21:56.560]   is, like, not that interesting to me.
[01:21:56.560 --> 01:21:59.040]   Okay, like, you know, like...
[01:21:59.040 --> 01:22:02.080]   Yeah, so I think I don't really follow, like, Phi much.
[01:22:02.080 --> 01:22:05.200]   But I think that, like, Lama 3 actually shows that, like,
[01:22:05.200 --> 01:22:08.640]   like, kind of, like, Meta got a pretty, like,
[01:22:08.640 --> 01:22:13.200]   a good stack around training these models, you know, like...
[01:22:13.200 --> 01:22:16.720]   Oh, and I've even started to feel like, oh, they actually,
[01:22:16.720 --> 01:22:19.320]   you know, kind of maybe caught up to Google now, right?
[01:22:19.320 --> 01:22:21.200]   That kind of feeling.
[01:22:21.200 --> 01:22:23.720]   That's also maybe a hot take on itself, but...
[01:22:23.720 --> 01:22:25.920]   But yeah, I mean, Phi, I don't really, like,
[01:22:25.920 --> 01:22:32.200]   I don't really kind of follow it that much, and...
[01:22:32.200 --> 01:22:33.400]   Yeah, I just...
[01:22:33.400 --> 01:22:35.440]   Yeah, I mean, there's too much, too much things to follow.
[01:22:35.440 --> 01:22:38.120]   So I think it's, like, I think, like, Lama 3
[01:22:38.120 --> 01:22:43.440]   is probably, like, the most, the first most legit open source.
[01:22:43.440 --> 01:22:47.960]   When you say these kinds of things, like, most legit,
[01:22:47.960 --> 01:22:50.880]   obviously, there's some, there's vibes, Yval, or whatever.
[01:22:50.880 --> 01:22:54.120]   But, like, I feel like a lot of people,
[01:22:54.120 --> 01:22:56.880]   the very common feeling is MMLU is kind of saturated.
[01:22:56.880 --> 01:22:59.400]   So, like, what do you look at now?
[01:22:59.400 --> 01:23:01.840]   Is it just LMSYS?
[01:23:01.840 --> 01:23:05.040]   Okay, so I think that LMSYS has its problems also.
[01:23:05.040 --> 01:23:07.160]   So LMSYS is not, like, exactly, like...
[01:23:07.160 --> 01:23:11.280]   I think it's probably better than all these regular benchmarks, right?
[01:23:11.280 --> 01:23:15.440]   But I think, like, serious LRM devs create their own evals,
[01:23:15.440 --> 01:23:20.160]   and a good eval set is one that you don't release, right?
[01:23:20.160 --> 01:23:21.720]   A good eval set is the one that you, like,
[01:23:21.720 --> 01:23:23.760]   okay, you release some of it, but, like,
[01:23:23.760 --> 01:23:25.240]   it's, like, you don't, like, you know,
[01:23:25.240 --> 01:23:30.480]   let it be contaminated by the community.
[01:23:30.480 --> 01:23:34.520]   So I think, like...
[01:23:34.520 --> 01:23:39.400]   Yeah, I think LMSYS is probably the most legit one,
[01:23:39.400 --> 01:23:40.520]   like, out of all the...
[01:23:40.520 --> 01:23:43.560]   I mean, like, you know, the things like GSMK, Human Eval,
[01:23:43.560 --> 01:23:45.600]   the coding, they're all, like...
[01:23:45.600 --> 01:23:47.040]   - Contaminated. - Like, not...
[01:23:47.040 --> 01:23:50.080]   I would say they're all, like, saturated, contaminated, no...
[01:23:50.080 --> 01:23:52.080]   Like, you know, at GSMK, whether you're 92, 91,
[01:23:52.080 --> 01:23:54.200]   like, no one cares, right? That kind of thing, right?
[01:23:54.200 --> 01:23:57.960]   But we still report three decimal places in all of our reports.
[01:23:57.960 --> 01:23:59.800]   Yeah, yeah, yeah, but it's kind of, like, almost, like,
[01:23:59.800 --> 01:24:02.600]   there's, like, an obligatory thing to do.
[01:24:02.600 --> 01:24:05.760]   You have a table of...
[01:24:05.760 --> 01:24:07.680]   Numbers of your thing at the bolt.
[01:24:07.680 --> 01:24:12.880]   It's interesting to see how the field evolves
[01:24:12.880 --> 01:24:15.760]   also over time for this type of, like, benchmarks.
[01:24:15.760 --> 01:24:17.920]   But I think evals are going to be important.
[01:24:17.920 --> 01:24:19.320]   And it's on the... Actually, interestingly,
[01:24:19.320 --> 01:24:27.080]   it's probably on the academics to set the correct, like...
[01:24:27.080 --> 01:24:28.600]   Set the correct...
[01:24:28.600 --> 01:24:31.000]   I mean, they have, like, they've been...
[01:24:31.000 --> 01:24:32.200]   Academics have always been, like,
[01:24:32.200 --> 01:24:33.320]   "Oh, we have no computers."
[01:24:33.320 --> 01:24:34.960]   But, like, OK, this is your chance to, like,
[01:24:34.960 --> 01:24:36.480]   steer the field in the right direction, right?
[01:24:36.480 --> 01:24:37.600]   - Yeah. - And then, yeah.
[01:24:37.600 --> 01:24:40.320]   I think that the challenge is getting attention.
[01:24:40.320 --> 01:24:43.320]   So, you know, now, MMLU, you know,
[01:24:43.320 --> 01:24:44.760]   is reaching its end of its life.
[01:24:44.760 --> 01:24:45.960]   Like, what is next, right?
[01:24:45.960 --> 01:24:48.520]   There's MMU, or there's MMLU Hard,
[01:24:48.520 --> 01:24:50.560]   which someone recently released.
[01:24:50.560 --> 01:24:52.320]   It's Pro, right? MMLU Pro, I think.
[01:24:52.320 --> 01:24:53.400]   - Pro? - Yeah, it's called MMLU Pro.
[01:24:53.400 --> 01:24:56.080]   Oh, yeah, that's right, that's right, MMLU Pro.
[01:24:56.080 --> 01:24:58.800]   But, like, that only lasts you, like, a year, right?
[01:24:58.800 --> 01:25:01.520]   And then you have to find something else.
[01:25:01.520 --> 01:25:03.400]   So I don't really know what is that.
[01:25:03.400 --> 01:25:06.120]   Well, so one thing, you know, you had a comment,
[01:25:06.120 --> 01:25:07.880]   I think, in your breakup paper about...
[01:25:07.880 --> 01:25:09.040]   There's two types of evals.
[01:25:09.040 --> 01:25:10.680]   This is a vibe eval paper.
[01:25:10.680 --> 01:25:15.000]   One is LLM says judge, and then two is arena style, right?
[01:25:15.000 --> 01:25:17.400]   That's sort of the two ways forwards
[01:25:17.400 --> 01:25:19.640]   for just general evals that cannot be gained.
[01:25:19.640 --> 01:25:23.760]   Oh, no, there's also...
[01:25:23.760 --> 01:25:25.600]   There's also, like, human evals that you...
[01:25:25.600 --> 01:25:29.040]   Instead of LLM as a judge, there's also, like, human evals that you run.
[01:25:29.040 --> 01:25:30.320]   That's kind of similar to arena,
[01:25:30.320 --> 01:25:32.720]   but kind of different to some extent or so.
[01:25:32.720 --> 01:25:33.960]   - Different in the sense that, like... - By the way,
[01:25:33.960 --> 01:25:35.360]   do you use your own staff to do that,
[01:25:35.360 --> 01:25:37.280]   or do you, like, hire an outsourcing firm?
[01:25:37.280 --> 01:25:39.080]   No, we don't. We have, like...
[01:25:39.080 --> 01:25:41.080]   - We work with third-party data companies, too. - Okay.
[01:25:41.080 --> 01:25:42.440]   There are a bunch of these, like, around, right?
[01:25:42.440 --> 01:25:44.880]   But, like, obviously, we don't, like, eval them ourselves.
[01:25:44.880 --> 01:25:46.760]   I don't know.
[01:25:46.760 --> 01:25:49.880]   Like, I don't know how many evals you want to do, right?
[01:25:49.880 --> 01:25:53.640]   Like, I do think Andrei Karpathy mentioned
[01:25:53.640 --> 01:25:56.840]   that sometimes, like, the best researchers do their own evals.
[01:25:56.840 --> 01:25:58.880]   Yeah, looking at the outputs and stuff
[01:25:58.880 --> 01:26:03.360]   is something that, like, researchers should do.
[01:26:03.360 --> 01:26:07.120]   Well, there is one element of parametric evals,
[01:26:07.120 --> 01:26:10.920]   which I'm hoping that more people can come up with,
[01:26:10.920 --> 01:26:12.920]   where, like, you kind of...
[01:26:12.920 --> 01:26:16.480]   You generate... The eval is kind of like a formula...
[01:26:16.480 --> 01:26:20.640]   Sorry, the benchmark is generated from a seed, let's say,
[01:26:20.640 --> 01:26:22.920]   and you can withhold the seed,
[01:26:22.920 --> 01:26:24.440]   or, like, you can vary the seed.
[01:26:24.440 --> 01:26:28.080]   I can report how your model did on the benchmark,
[01:26:28.080 --> 01:26:30.360]   given a certain set of seeds or whatever,
[01:26:30.360 --> 01:26:31.680]   and you can maybe average them.
[01:26:31.680 --> 01:26:36.840]   But in that way, it becomes much harder to contaminate.
[01:26:36.840 --> 01:26:39.280]   - I wonder if that is possible. - Wait, do you have, like, a...
[01:26:39.280 --> 01:26:43.400]   Like, what... Is there an example of this?
[01:26:43.400 --> 01:26:44.400]   Not specifically.
[01:26:44.400 --> 01:26:46.080]   This is just something I'm wondering for myself.
[01:26:46.080 --> 01:26:50.080]   But I did... Someone did recently put out GSM-1K,
[01:26:50.080 --> 01:26:51.520]   - which was... - Oh, the scale thing.
[01:26:51.520 --> 01:26:53.600]   - I think... Is it Scale.ai? - Yeah, yeah, yeah.
[01:26:53.600 --> 01:26:55.920]   Which is similar in that respect.
[01:26:55.920 --> 01:27:00.360]   Like, make it easy to make variations of a one-node benchmark,
[01:27:00.360 --> 01:27:04.880]   but, like, that is more likely to be withheld from training data.
[01:27:04.880 --> 01:27:07.120]   - That seems possible. - Yeah, yeah, yeah.
[01:27:07.120 --> 01:27:08.600]   But, like, eventually, those will, like...
[01:27:08.600 --> 01:27:09.760]   So it's always the same.
[01:27:09.760 --> 01:27:11.120]   Like, even if we put out, like, eval,
[01:27:11.120 --> 01:27:13.640]   we also are quite, like, upfront with, like...
[01:27:13.640 --> 01:27:15.920]   If... The more people use it, there's a lifetime.
