
[00:00:00.040 --> 00:00:10.440]   Le
[00:59:39.520 --> 00:59:39.520]   and so that goal will change or you'll look at your house is not fenced
[00:59:39.520 --> 00:59:39.520]   and so that goal will change or you'll look at your house is not fenced
[00:59:39.520 --> 00:59:39.520]   and so that goal will change or you'll look at your house is not fenced
[00:59:39.560 --> 01:00:09.540]  ,
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.540 --> 01:00:09.540]   and so that goal will change or you'll look at your house is not fenced
[01:00:09.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will change or you'll look at your house is not fenced
[01:00:39.560 --> 01:00:39.560]   and so that goal will look at your house is not fenced or you'll look at your house is not fenced
[01:00:39.600 --> 01:00:50.320]   con
[01:04:17.180 --> 01:04:28.360]   I
[01:04:28.360 --> 01:04:42.900]  還有ima, of,,,,, or as ah
[01:05:45.520 --> 01:05:45.520]   I
[01:05:45.520 --> 01:05:45.520]   I
[01:05:45.520 --> 01:05:45.520]   I
[01:05:45.520 --> 01:05:45.520]   I
[01:05:45.520 --> 01:05:45.680]   I
[01:05:48.020 --> 01:05:50.060]   I'm using Patreon.
[01:05:50.060 --> 01:06:15.740]   Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I was wondering what advice you could give to me of what you could do to help me.
[01:06:15.740 --> 01:06:15.740]   I'm using Patreon. Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I was wondering what advice you could give to me of what you could do to help me.
[01:06:15.740 --> 01:06:15.740]   I'm using Patreon. Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I was wondering what advice you could give to me of what you could do to help me.
[01:06:15.780 --> 01:06:37.760]  obedient model over to a paid membership model is so you currently have a content driven platform and you have people reading your things listening to you. You currently have an audience. Is that correct?
[01:06:37.760 --> 01:06:45.200]   I'm using Patreon. Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I'm using Patreon. Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I'm using Patreon. Advice you could give having run Patreon campaigns and done it fairly successfully. I know it's not 100% of where you want, but you've done well with that. I'm using Patreon.
[01:06:45.240 --> 01:06:55.460]   in
[01:06:55.460 --> 01:06:59.000]   racing in the,,,,
[01:07:15.280 --> 01:07:25.420]   don
[01:07:25.420 --> 01:07:39.040]   most,,, contain
[01:07:45.300 --> 01:07:55.540]   в
[01:10:31.340 --> 01:10:33.680]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:10:33.680 --> 01:10:33.680]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:10:33.680 --> 01:10:33.680]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:10:33.680 --> 01:10:33.680]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:11:03.700 --> 01:11:03.700]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:11:03.700 --> 01:11:03.700]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:11:03.700 --> 01:11:03.700]   I have never seen I created I gave a speech at FinCon I guess it was 17 last year I
[01:12:03.780 --> 01:12:13.980]  �
[01:12:13.980 --> 01:12:14.060]   connect,,,
[01:12:14.060 --> 01:12:33.760]  uding
[01:14:33.840 --> 01:14:33.840]   and
[01:15:03.860 --> 01:15:03.860]   and
[01:15:33.880 --> 01:15:33.880]   ------
[01:16:03.900 --> 01:16:03.900]   ------
[01:16:33.920 --> 01:16:33.920]   ------
[01:16:33.920 --> 01:16:33.920]   ------
[01:16:33.920 --> 01:16:33.920]   ------
[01:17:03.940 --> 01:17:03.940]   ------
[01:17:03.940 --> 01:17:03.940]   ------
[01:17:03.940 --> 01:17:03.940]   ------
[01:17:03.940 --> 01:17:33.960]   ------
[01:17:33.960 --> 01:17:33.960]   ------
[01:17:33.960 --> 01:17:33.960]   ------
[01:17:34.000 --> 01:17:43.240]   stays
[01:17:43.240 --> 01:17:48.120]   * person. I don.
[01:17:48.120 --> 01:18:02.420]   hai déTCuestos
[01:18:02.420 --> 01:18:03.240]   @ П least on then team 12 Rangers spoken� french possession, and the person, the day, and, and, and, and, and, and, and d, it, and, and, and, and, and, and, and, and, and, and, I'm, that, and, and, love, ' yer,ר. Is, � Ос. He, em, Testament. marble. I'mきた. What, 1919 wagon-G. кам. Take the group.„.кв how. Thor. vie. corresponds a Earth. Were money. corresponding. І. only.有點r. cheese. gall.21. would be. Murr. check the web. насколько el: theeto. erk. Galilei. profit. appear the most.ج. no, channel.os. by the other評.請 the work. Cow your screen.ston. ISS. the Zwenn. vent. work.
[01:19:02.020 --> 01:19:11.320]   shared
[01:19:11.320 --> 01:19:12.920]   Kir K this,,,,
[01:21:07.820 --> 01:21:18.240]   end
[01:21:18.240 --> 01:21:24.020]  oman, ",
[01:21:24.020 --> 01:21:35.040]   MickeyGI У código q out I is the new all the went the weigh theut the colouring theTIN ahper rus acerca Pro再來, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the,让, the, the, the, the, the, the, the, the, final,�, controversial, one, not, you,ote, Ched, Ohh, NV, Kit, check out., Playing, wasn't,esse. works. follows. 9.해야.發現.'t.uição. hai.tre.abet. con. woke. continue to suggest. even. Δ. remained.product. επι blessing. frame. Oz.這 buying in the, Cinema, leaders are not. delle. good. say. close.wald. aber Next'm. przek emann's. things to be. GR C R. guy. 보� già I'm!!!!!!!! But,
[01:22:57.020 --> 01:23:03.260]   thank
[01:23:03.260 --> 01:23:08.460]   due just I I
[01:23:24.720 --> 01:23:52.420]   don't love to do business with people who are not I don't love to do business with companies like that and I've lost trust in them I thought when I heard Jack's interview with Jordan Rubin I said okay well I can understand why they made the decisions they made but the the Robert Spencer thing really bothered me and and so we'll see what happens in the future but first I'm still working on other things I I misspoke a little bit I
[01:23:52.460 --> 01:23:54.900]   reducing
[01:23:54.900 --> 01:24:03.380]  觀眾, Tight I in head
[01:24:03.380 --> 01:24:20.280]  ieder, mean,,,,,,,,,, adai Lud fly detectbl vie verschiedenenative slow it's瓜� опер 분위 6 buy Supreme al is I nächsten childhood dolls in the two line, and En. I. G. I. And, or, ., ., ., ., ., ., .,., ., ., ., .,, .,,, .,.,,,,,,,,,,,,,, connect something,, Pork on ., like,東 I'm .운
[01:24:20.280 --> 01:24:22.260]  forder weird side triggered습니까 digest the full strength than lying że eu break up Tesla la
[01:24:22.460 --> 01:24:52.420]   hear the sound of the music, then I think you can use it. All right, last caller of the day. Wow. What a call Q and a show. We go now to Alabama. Welcome to the show. How can I serve you today? Hey, Josh. My name's Brian. I was calling because I'm interested in evaluating new healthcare options for our 2019 plan. We are a, we run a small company with five employees, including my wife and me. We currently pay roughly between 25 and 28,000 dollars for health care.
[01:24:52.460 --> 01:25:03.500]  ell
[01:25:03.500 --> 01:25:21.220]  . I in. ' colorsί de
[01:25:21.320 --> 01:25:31.160]   more
[01:25:31.160 --> 01:25:32.840]   2, реш,
[01:25:32.840 --> 01:25:50.220]   head Andaron**G�
[01:26:21.020 --> 01:26:50.860]  , , , , , , , , , , , , , , , ,
[01:26:50.860 --> 01:26:50.860]   Shari's account. So I am in the, I'm not your best resource, but I'll try to point you in the right direction by at least asking a couple of hopefully helpful questions. So to be clear, you currently have a mainstream health insurance program, right? Mm hmm. That's correct. And the two things that you mentioned, you said starting a potentially an HSA, a health, a healthcare sharing account, or you mentioned the idea of moving to a Christian ministry.
[01:26:50.860 --> 01:26:50.860]   Shari's account. So to be clear, you currently have a mainstream health insurance program, right? Mm hmm. That's correct. And the two things that you mentioned, you said starting a potentially an HSA, a health, a healthcare sharing account, or you mentioned the idea of moving to a Christian ministry.
[01:26:50.900 --> 01:27:20.720]  πει
[01:27:20.720 --> 01:27:20.720]   a medical sharing plan. Those are two very different things. So you could just simply add an HSA account onto your current plans. If your current plans offer you a high deductible health plan for you to move to a medical sharing plan using Christian healthcare sharing ministry, that would be a very different move and a very big move. So those are very, those are two big different questions on it. Is there any reason why you think you shouldn't just go ahead and add the HSA? Is there any downside to the HSA?
[01:27:20.760 --> 01:27:30.560]   provide
[01:27:30.560 --> 01:27:49.280]   as,,,,
[01:27:49.780 --> 01:27:59.640]  s
[01:27:59.640 --> 01:28:01.880]   con 3 "
[01:28:46.300 --> 01:28:46.300]   I'm trying to find a way to perhaps keep the burden on the company so that we're not paying income tax against this and use the company assets that would normally go to the mainstream healthcare provider to pay whatever related costs associated with it. Would your company qualify for a group healthcare sharing program?
[01:28:46.300 --> 01:28:46.300]   Would your company qualify for a group healthcare sharing program?
[01:28:46.300 --> 01:28:46.300]   Would your company qualify for a group healthcare sharing program?
[01:28:46.300 --> 01:28:46.300]   Would your company qualify for a group healthcare sharing program?
[01:28:46.300 --> 01:28:46.300]   Would your company qualify for a group healthcare sharing program?
[01:28:46.300 --> 01:28:46.300]   Would your company qualify for a group healthcare sharing program?
[01:29:14.620 --> 01:29:24.560]  �
[01:29:24.560 --> 01:29:24.860]   has people,,,
[01:29:24.860 --> 01:29:41.660]  issen
[01:30:13.260 --> 01:30:13.260]   the
[01:30:13.260 --> 01:30:13.260]   the
[01:30:42.200 --> 01:30:42.620]   I
[01:30:42.660 --> 01:30:52.960]   seem
[01:30:52.960 --> 01:31:03.620]   Border Woo Sang sounds
[01:31:03.620 --> 01:31:10.960]   in the setting, and, and, and, and, is, miners, play, Four,께서. I'muc.G.¿東西iyorsun affecting culprit? Deniskal? Suzuki classes? Hoffφ? Mo Army lineup? do game?issez? accelerator? Z violent?un? Pi fry? march? in the same? story? Rick? river? 같아서? like a�azo? of the good? say? land, i? some?PM? kle? helped? conduct? Logic, provide? coworkers? collect the r, the end, like, di, made, it's, I, but, considers,
[01:31:11.000 --> 01:31:23.040]   exists
[01:31:23.040 --> 01:31:25.860]   thick. I. was.
[01:31:25.860 --> 01:31:40.100]  這 tappedав toasser Lud Vel B P doll Mar continue Amayı guerre nelle гоught i complete i styтерес one關 getting Shape "C, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, my, and, nell, look, gobierno str. I, un, από, pot, democratic, di, Greetings, provide the, Where, Früh, жить.因, providers.otti. senators. ostat wat.�. sa transitional後 take, Porte. entrar. charcoal.έλ,on. Prophet. BU quarters,
[01:31:40.600 --> 01:31:41.300]   auch
[01:31:41.300 --> 01:32:06.220]   Min And I mean missing
[01:33:07.380 --> 01:33:07.380]   I mean missing missing missing missing missing missing missing missing
[01:33:07.440 --> 01:33:18.400]  ,
[01:33:18.400 --> 01:33:32.600]   Eliz This, arguably le, and,,,,, baby empty
[01:34:31.740 --> 01:34:59.800]  鐘 sound effect.
[01:34:59.800 --> 01:34:59.800]   I'm sorry, I was looking at keeping the other two employees on just a small two-ploying contract with the healthcare provider and perhaps moving my family to the medical sharing program alone. Okay, maybe so. I would just say I'm sorry you've reached the end of my knowledge. I'm not good enough, but hopefully maybe there'll be a listener who knows something about it and can get in touch with me. And if so, I'll forward the info on to you. Tell me an email. Do that. If an employer, if a listener has a suggestion for you, you can email me.
[01:34:59.800 --> 01:34:59.800]   If an employer, if a listener has a suggestion for you, you can email me.
[01:34:59.800 --> 01:34:59.800]   If an employer, if a listener has a suggestion for you, you can email me.
[01:34:59.800 --> 01:34:59.800]   If an employer, if a listener has a suggestion for you, you can email me.
[01:34:59.800 --> 01:34:59.800]   If an employer, if a listener has a suggestion for you, you can email me.
[01:34:59.800 --> 01:35:29.520]  , and then you can go ahead and send me an email and that way I have your email address and can pass it on after the show. But it's an interesting idea and I appreciate your doing a good job. Employees really do value medical programs, especially the appropriate caliber of employees. I hate how ridiculous the marketplace has gotten. Unfortunately, I don't have a solution. I don't see how it can be solved in the short term.
[01:35:29.540 --> 01:35:35.120]   Take care of yourself. Take care of your employees. And may your business continue to grow.
[01:35:35.120 --> 01:35:39.420]   That's it for today's Q&A show. I'm going to skip the music as we go. I will just simply close with three things.
[01:35:39.420 --> 01:35:45.200]   Number one, the healthcare sharing ministry that I use, the Samaritan Ministries. Love them. They do a great job. Check them all out.
[01:35:45.200 --> 01:35:57.060]   I intend, back to the courses, my goal is to create a comprehensive course on that at some point so that you can kind of work between them. I love them. They do such a great job. We have such a great experience.
[01:35:57.060 --> 01:35:59.540]   But if you wind up joining Samaritan Ministries in your area, I would love to hear from you.
[01:35:59.540 --> 01:35:59.540]   I would love to hear from you.
[01:35:59.540 --> 01:36:29.560]   the past series that I did on the podcast. And if you wind up joining and let them know Joshua Sheets sent you.
[01:36:29.600 --> 01:36:37.140]   they
[01:36:37.140 --> 01:36:41.600]   owe an,,, um
[01:36:41.600 --> 01:36:56.560]   skin
[01:36:56.560 --> 01:36:57.880]  , ' estoй, 20, Hol,,,,,,,,,,,,,,,,,,,, quickly kindû.ケad女 CCPY line辦法ける compliance Boom 싸 carreääek the Hertz�ары Wh Damnní caf囉'm helpedverART. M payment "P I'm the nothing change cares the
[01:36:57.940 --> 01:37:05.980]   .

