
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:33:39.720 --> 00:33:43.280]   And they did a series of absolutely beautiful experiments.
[00:33:43.280 --> 00:33:46.780]   By now, I think we can say proving
[00:33:46.780 --> 00:33:49.280]   that the adult brain can change
[00:33:49.280 --> 00:33:51.840]   provided certain conditions are met.
[00:33:51.840 --> 00:33:55.200]   Now, the experiments they did are tough.
[00:33:55.200 --> 00:33:56.480]   They were tough on the experimenter
[00:33:56.480 --> 00:33:57.920]   and they were tough on the subject.
[00:33:57.920 --> 00:33:59.200]   I'll just describe one.
[00:33:59.200 --> 00:34:01.940]   Let's say you were a subject in one of their experiments.
[00:34:01.940 --> 00:34:05.060]   You would come into the lab and you'd sit down at a table
[00:34:05.060 --> 00:34:09.440]   and they would record from or image your brain
[00:34:09.440 --> 00:34:11.600]   and look at the representation of your fingers,
[00:34:11.600 --> 00:34:13.720]   the digits as we call them.
[00:34:13.720 --> 00:34:15.400]   And there would be a spinning drum,
[00:34:15.400 --> 00:34:19.360]   literally like a stone drum in front of you
[00:34:19.360 --> 00:34:21.480]   or a metal drum that had little bumps.
[00:34:21.480 --> 00:34:23.480]   Some of the bumps were spaced close together.
[00:34:23.480 --> 00:34:25.440]   Some of them were spaced far apart.
[00:34:25.440 --> 00:34:27.100]   And they would do these experiments
[00:34:27.100 --> 00:34:29.280]   where they would expect their subjects
[00:34:29.280 --> 00:34:32.560]   to press a lever whenever, for instance,
[00:34:32.560 --> 00:34:35.080]   the bumps got closer together or further apart.
[00:34:35.080 --> 00:34:36.880]   And these were very subtle differences.
[00:34:36.880 --> 00:34:37.720]   So in order to do this,
[00:34:37.720 --> 00:34:39.740]   you really have to pay attention
[00:34:39.740 --> 00:34:41.680]   to the distance between the bumps.
[00:34:41.680 --> 00:34:44.700]   And these were not braille readers or anyone skilled
[00:34:44.700 --> 00:34:47.160]   in doing these kinds of experiments.
[00:34:47.160 --> 00:34:48.880]   What they found was that as people
[00:34:48.880 --> 00:34:50.880]   paid more and more attention
[00:34:50.880 --> 00:34:52.840]   to the distance between these bumps
[00:34:52.840 --> 00:34:54.320]   and they would signal when there was a change
[00:34:54.320 --> 00:34:56.240]   by pressing a lever.
[00:34:56.240 --> 00:34:58.920]   As they did that, there was very rapid changes,
[00:34:58.920 --> 00:35:02.200]   plasticity in the representation of the fingers.
[00:35:02.200 --> 00:35:03.780]   And it could go in either direction.
[00:35:03.780 --> 00:35:05.360]   You could get people very good
[00:35:05.360 --> 00:35:07.840]   at detecting the distance between bumps
[00:35:07.840 --> 00:35:09.340]   that the distance was getting smaller
[00:35:09.340 --> 00:35:11.720]   or the distance was getting greater.
[00:35:11.720 --> 00:35:13.560]   So people could get very good at these tasks
[00:35:13.560 --> 00:35:15.120]   that they're kind of hard to imagine
[00:35:15.120 --> 00:35:16.600]   how they would translate to the real world
[00:35:16.600 --> 00:35:17.840]   for a non braille reader.
[00:35:17.840 --> 00:35:21.220]   But what it told us is that these maps of touch
[00:35:21.220 --> 00:35:23.660]   were very much available for plasticity.
[00:35:23.660 --> 00:35:26.100]   And these were fully adult subjects.
[00:35:26.100 --> 00:35:28.120]   They're not taking any specific drugs.
[00:35:28.120 --> 00:35:30.680]   They don't have any impairments that we're aware of.
[00:35:30.680 --> 00:35:32.720]   And what it showed, what it proved
[00:35:32.720 --> 00:35:34.840]   is that the adult brain is very plastic.
[00:35:34.840 --> 00:35:36.980]   And they did some beautiful control experiments
[00:35:36.980 --> 00:35:39.040]   that are important for everyone to understand,
[00:35:39.040 --> 00:35:40.680]   which is that sometimes they would bring people in
[00:35:40.680 --> 00:35:43.480]   and they would have them touch these bumps
[00:35:43.480 --> 00:35:45.120]   on this spinning drum.
[00:35:45.120 --> 00:35:46.760]   But they would have the person pay attention
[00:35:46.760 --> 00:35:48.000]   to an auditory cue.
[00:35:48.000 --> 00:35:49.440]   Every time a tone would go off
[00:35:49.440 --> 00:35:51.960]   or there was a shift in the pitch of that tone,
[00:35:51.960 --> 00:35:53.240]   they would have to signal that.
[00:35:53.240 --> 00:35:54.620]   So the subject thought they were doing something
[00:35:54.620 --> 00:35:55.800]   related to touch and hearing.
[00:35:55.800 --> 00:35:59.680]   And all that showed was that it wasn't just the mere action
[00:35:59.680 --> 00:36:01.400]   of touching these bumps.
[00:36:01.400 --> 00:36:03.680]   They had to pay attention to the bumps themselves.
[00:36:03.680 --> 00:36:05.820]   If they were placing their attention
[00:36:05.820 --> 00:36:08.880]   on the auditory cue, on the tone,
[00:36:08.880 --> 00:36:10.420]   well then there was plasticity
[00:36:10.420 --> 00:36:12.320]   in the auditory portion of the brain,
[00:36:12.320 --> 00:36:14.200]   but not on the touch portion of the brain.
[00:36:14.200 --> 00:36:17.860]   And this really spits in the face of this thing
[00:36:17.860 --> 00:36:20.640]   that you hear so often, which is every experience
[00:36:20.640 --> 00:36:22.940]   that you have is going to change the way your brain works.
[00:36:22.940 --> 00:36:24.220]   Absolutely not.
[00:36:24.220 --> 00:36:29.660]   The experiences that you pay super careful attention to
[00:36:29.660 --> 00:36:31.700]   are what open up plasticity.
[00:36:31.700 --> 00:36:36.060]   And it opens up plasticity to that specific experience.
[00:36:36.060 --> 00:36:38.640]   So the question then is why?
[00:36:38.640 --> 00:36:41.200]   And Merzenich and his graduate students and postdocs
[00:36:41.200 --> 00:36:43.560]   went on to address this question of why.
[00:36:43.560 --> 00:36:45.440]   And it turns out the answer
[00:36:45.440 --> 00:36:48.520]   is a very straightforward neurochemical answer.
[00:36:48.520 --> 00:36:51.120]   And inside of that answer is the opportunity
[00:36:51.120 --> 00:36:53.980]   for any of us to change our brain at any point
[00:36:53.980 --> 00:36:55.180]   throughout our lifespan,
[00:36:55.180 --> 00:36:57.520]   essentially for anything that we want to learn.
[00:36:57.520 --> 00:37:00.380]   That could be subtracting an emotion
[00:37:00.380 --> 00:37:02.080]   from an experience we've had.
[00:37:02.080 --> 00:37:05.120]   It could be building a greater range of emotion.
[00:37:05.120 --> 00:37:07.400]   It could be learning new information
[00:37:07.400 --> 00:37:08.980]   like learning a new language.
[00:37:08.980 --> 00:37:13.980]   It could be learning new motor skill like dance or sport,
[00:37:13.980 --> 00:37:17.780]   or it could be some combination of cognitive motor.
[00:37:17.780 --> 00:37:19.900]   So for instance, an air traffic controller
[00:37:19.900 --> 00:37:21.120]   has to do a lot with their mind
[00:37:21.120 --> 00:37:22.820]   in addition to a lot with their hands.
[00:37:22.820 --> 00:37:24.380]   So it's not just cognitive,
[00:37:24.380 --> 00:37:26.380]   it's not just motor, but combined.
[00:37:26.380 --> 00:37:28.700]   So we're going to talk about what that chemical is,
[00:37:28.700 --> 00:37:31.960]   but to just give you an important hint,
[00:37:31.960 --> 00:37:35.700]   that chemical is the same chemical of stress.
[00:37:35.700 --> 00:37:38.940]   This is not a discussion about stress per se.
[00:37:38.940 --> 00:37:40.420]   In a future podcast episode,
[00:37:40.420 --> 00:37:42.940]   we'll talk all about stress and tools to deal with stress.
[00:37:42.940 --> 00:37:45.740]   It's something my lab works on quite extensively.
[00:37:45.740 --> 00:37:48.300]   And it's a topic that I enjoy discussing.
[00:37:48.300 --> 00:37:50.740]   But this is a topic about brain change.
[00:37:50.740 --> 00:37:52.060]   And what I just told you is that
[00:37:52.060 --> 00:37:53.260]   in order to change the brain,
[00:37:53.260 --> 00:37:55.140]   you have to pay careful attention.
[00:37:55.140 --> 00:37:59.080]   And the immediate question should be, well, why?
[00:37:59.080 --> 00:38:02.640]   Well, the answer is that when we pay careful attention,
[00:38:02.640 --> 00:38:04.380]   there are two neurochemicals,
[00:38:04.380 --> 00:38:06.700]   neuromodulators as they're called,
[00:38:06.700 --> 00:38:10.000]   that are released from multiple sites in our brain
[00:38:10.000 --> 00:38:13.260]   that highlight the neural circuits
[00:38:13.260 --> 00:38:16.420]   that stand a chance of changing.
[00:38:16.420 --> 00:38:18.680]   Now, it's not necessarily the case
[00:38:18.680 --> 00:38:19.740]   that they're going to change,
[00:38:19.740 --> 00:38:21.820]   but it's the first gate that has to open
[00:38:21.820 --> 00:38:23.300]   in order for change to occur.
[00:38:23.300 --> 00:38:26.720]   And the first neurochemical is epinephrine, also adrenaline.
[00:38:26.720 --> 00:38:29.240]   We call it adrenaline when it's released
[00:38:29.240 --> 00:38:31.700]   from the adrenal glands above our kidneys,
[00:38:31.700 --> 00:38:32.540]   that's in the body.
[00:38:32.540 --> 00:38:33.980]   We call epinephrine in the brain,
[00:38:33.980 --> 00:38:36.760]   but they are chemically identical substances.
[00:38:36.760 --> 00:38:41.060]   Epinephrine is released from a region in the brainstem
[00:38:41.060 --> 00:38:42.960]   called locus coeruleus.
[00:38:42.960 --> 00:38:45.820]   Fancy name, you don't need to know it unless you want to.
[00:38:46.460 --> 00:38:51.460]   Locus coeruleus sends out these little wires we call axons,
[00:38:51.460 --> 00:38:55.980]   such that it hoses the entire brain, essentially,
[00:38:55.980 --> 00:38:58.340]   in this neurochemical epinephrine.
[00:38:58.340 --> 00:39:00.700]   Now, it's not always hosing the brain with epinephrine.
[00:39:00.700 --> 00:39:03.460]   It's only when we are in high states of alertness
[00:39:03.460 --> 00:39:05.420]   that this epinephrine is released.
[00:39:05.420 --> 00:39:06.980]   But the way this circuit is designed,
[00:39:06.980 --> 00:39:09.220]   it's very nonspecific.
[00:39:09.220 --> 00:39:11.300]   It's essentially waking up the entire brain.
[00:39:11.300 --> 00:39:13.400]   And that's because the way that epinephrine works
[00:39:13.400 --> 00:39:14.980]   by binding particular receptors
[00:39:14.980 --> 00:39:19.220]   is to increase the likelihood that neurons will be active.
[00:39:19.220 --> 00:39:23.180]   So no alertness, no neuroplasticity.
[00:39:23.180 --> 00:39:26.580]   However, alertness alone is not sufficient,
[00:39:26.580 --> 00:39:28.020]   as we would say it's necessary,
[00:39:28.020 --> 00:39:30.480]   but not sufficient for neuroplasticity.
[00:39:30.480 --> 00:39:34.180]   We know this is true also from the work of Hubel and Wiesel,
[00:39:34.180 --> 00:39:36.880]   where they looked at brain plasticity
[00:39:36.880 --> 00:39:39.100]   in response to certain experiences
[00:39:39.100 --> 00:39:42.880]   in subjects that were either awake or asleep.
[00:39:42.880 --> 00:39:44.620]   And I hate to break it to you,
[00:39:44.620 --> 00:39:47.900]   but you cannot just simply listen to things in your sleep
[00:39:47.900 --> 00:39:50.220]   and learn those materials.
[00:39:50.220 --> 00:39:52.040]   Later, I'll talk about how you can do certain things
[00:39:52.040 --> 00:39:53.260]   in your sleep that you're unaware of
[00:39:53.260 --> 00:39:54.980]   that can enhance learning of things
[00:39:54.980 --> 00:39:57.780]   that you were aware of while you were awake,
[00:39:57.780 --> 00:40:01.460]   but that is not the same as just listening to some music
[00:40:01.460 --> 00:40:02.980]   or listening to a tape while you sleep
[00:40:02.980 --> 00:40:06.560]   and expecting it to sink in, so to speak.
[00:40:06.560 --> 00:40:10.140]   Epinephrine is released when we pay attention
[00:40:10.140 --> 00:40:12.060]   and when we are alert.
[00:40:12.060 --> 00:40:14.540]   But the most important thing for getting plasticity
[00:40:14.540 --> 00:40:17.900]   is that there be epinephrine, which equates to alertness,
[00:40:17.900 --> 00:40:21.740]   plus the release of this neuromodulator acetylcholine.
[00:40:21.740 --> 00:40:25.840]   Now, acetylcholine is released from two sites in the brain.
[00:40:25.840 --> 00:40:28.320]   One is also in the brainstem,
[00:40:28.320 --> 00:40:30.260]   and it's named different things in different animals,
[00:40:30.260 --> 00:40:34.480]   but in humans, the most rich site of acetylcholine neurons
[00:40:34.480 --> 00:40:36.260]   or neurons that make acetylcholine
[00:40:36.260 --> 00:40:41.260]   is the parabigeminal nucleus or the parabrachial region.
[00:40:41.260 --> 00:40:42.340]   There are a number of different names
[00:40:42.340 --> 00:40:43.700]   of these aggregates of neurons.
[00:40:43.700 --> 00:40:44.900]   You don't need to know the names.
[00:40:44.900 --> 00:40:46.140]   All you need to know is that you have an area
[00:40:46.140 --> 00:40:50.080]   in your brainstem, and that area sends wires,
[00:40:50.080 --> 00:40:52.860]   these axons, up into the area of the brain
[00:40:52.860 --> 00:40:55.180]   that filters sensory input.
[00:40:55.180 --> 00:40:57.240]   So we have this area of the brain called the thalamus,
[00:40:57.240 --> 00:40:58.660]   and it is getting bombarded
[00:40:58.660 --> 00:41:01.060]   with all sorts of sensory input all the time.
[00:41:01.060 --> 00:41:03.340]   Costello's snoring off to my right,
[00:41:03.340 --> 00:41:05.460]   the lights that are in the room,
[00:41:05.460 --> 00:41:07.780]   the presence of my computer to my left.
[00:41:07.780 --> 00:41:09.340]   All of that is coming in,
[00:41:09.340 --> 00:41:11.240]   but when I pay attention to something,
[00:41:11.240 --> 00:41:14.120]   like if I really hone in on Costello's snoring,
[00:41:14.120 --> 00:41:15.720]   I create a cone of attention,
[00:41:15.720 --> 00:41:18.640]   and what that cone of attention reflects
[00:41:18.640 --> 00:41:22.980]   is that acetylcholine is now amplifying the signal
[00:41:22.980 --> 00:41:27.600]   of sounds that Costello is making with his snoring
[00:41:27.600 --> 00:41:30.120]   and essentially making that signal greater
[00:41:30.120 --> 00:41:31.600]   than all the signal around it.
[00:41:31.600 --> 00:41:33.800]   What we call signal to noise goes up.
[00:41:33.800 --> 00:41:35.440]   So those of you with an engineering background
[00:41:35.440 --> 00:41:37.060]   will be familiar with signal to noise.
[00:41:37.060 --> 00:41:38.800]   Those of you who do not have an engineering background,
[00:41:38.800 --> 00:41:39.620]   don't worry about it.
[00:41:39.620 --> 00:41:43.000]   All it means is that one particular shout in the crowd
[00:41:43.000 --> 00:41:46.100]   comes through, Costello's snoring becomes more salient,
[00:41:46.100 --> 00:41:49.340]   more apparent relative to everything else going on.
[00:41:49.340 --> 00:41:52.720]   Acetylcholine acts as a spotlight,
[00:41:52.720 --> 00:41:54.940]   but epinephrine for alertness,
[00:41:54.940 --> 00:41:57.420]   acetylcholine spotlighting these inputs,
[00:41:57.420 --> 00:42:00.640]   those two things alone are not enough to get plasticity.
[00:42:00.640 --> 00:42:02.240]   There needs to be this third component,
[00:42:02.240 --> 00:42:04.700]   and the third component is acetylcholine released
[00:42:04.700 --> 00:42:08.180]   from an area of the forebrain called nucleus basalis.
[00:42:08.180 --> 00:42:10.320]   If you really want to get technical,
[00:42:10.320 --> 00:42:13.240]   it's called nucleus basalis of minort.
[00:42:13.240 --> 00:42:15.740]   For any of you that are budding physicians
[00:42:15.740 --> 00:42:19.040]   or going to medical school, you should know that.
[00:42:19.040 --> 00:42:22.000]   If you have acetylcholine released from the brainstem,
[00:42:22.000 --> 00:42:26.300]   acetylcholine released from nucleus basalis and epinephrine,
[00:42:26.300 --> 00:42:27.540]   you can change your brain.
[00:42:27.540 --> 00:42:29.540]   And I can say that with confidence
[00:42:29.540 --> 00:42:31.740]   because Mersennek and Recanzone,
[00:42:31.740 --> 00:42:34.420]   as well as other members of the Mersennek lab,
[00:42:34.420 --> 00:42:38.240]   Michael Kilgard and others, did these incredible experiments
[00:42:38.240 --> 00:42:40.860]   where they stimulated the release of acetylcholine
[00:42:40.860 --> 00:42:43.620]   from nucleus basalis, either with an electrode
[00:42:43.620 --> 00:42:46.020]   or with some other methods that we'll talk about.
[00:42:46.020 --> 00:42:49.120]   And what they found was when you stimulate
[00:42:49.120 --> 00:42:52.200]   these three brain regions, locus coeruleus,
[00:42:52.200 --> 00:42:54.660]   the brainstem source of acetylcholine,
[00:42:54.660 --> 00:42:57.360]   and then the basal forebrain source of acetylcholine,
[00:42:57.360 --> 00:42:59.260]   when you have those three things,
[00:42:59.260 --> 00:43:02.960]   whatever you happen to be listening to,
[00:43:02.960 --> 00:43:07.960]   doing or paying attention to, immediately in one trial
[00:43:07.960 --> 00:43:10.200]   takes over the representation
[00:43:10.200 --> 00:43:12.060]   of a particular area of the brain,
[00:43:12.060 --> 00:43:16.160]   you essentially get rapid, massive learning in one shot.
[00:43:16.160 --> 00:43:19.520]   And this has been shown again and again and again
[00:43:19.520 --> 00:43:20.780]   in a variety of papers,
[00:43:20.780 --> 00:43:23.600]   also by a guy named Norm Weinberger from UC Irvine.
[00:43:23.600 --> 00:43:26.520]   And it is now considered a fundamental principle
[00:43:26.520 --> 00:43:27.740]   of how the nervous system works.
[00:43:27.740 --> 00:43:30.020]   So while Hubel and Wiesel talked about critical periods
[00:43:30.020 --> 00:43:31.940]   in developmental plasticity,
[00:43:31.940 --> 00:43:34.300]   it's very clear from the work of Merzenich and Weinberg
[00:43:34.300 --> 00:43:37.260]   and others that if you get these three things,
[00:43:37.260 --> 00:43:39.160]   if you can access these three things
[00:43:39.160 --> 00:43:43.040]   of epinephrine, acetylcholine from these two sources,
[00:43:43.040 --> 00:43:46.700]   not only will the nervous system change, it has to change.
[00:43:46.700 --> 00:43:49.140]   It absolutely will change.
[00:43:49.140 --> 00:43:51.860]   And that is the most important thing
[00:43:51.860 --> 00:43:53.740]   for people to understand if they want to change their brain.
[00:43:53.740 --> 00:43:56.540]   You cannot just passively experience things.
[00:43:56.540 --> 00:43:59.420]   And repetition can be important,
[00:43:59.420 --> 00:44:01.920]   but the way to use repetition to change your brain
[00:44:01.920 --> 00:44:03.540]   is fundamentally different.
[00:44:03.540 --> 00:44:05.940]   So now let's talk about how we would translate
[00:44:05.940 --> 00:44:08.460]   all the scientific information and history
[00:44:08.460 --> 00:44:10.860]   into some protocols that you can actually apply,
[00:44:10.860 --> 00:44:12.700]   because I think that's what many of you are interested in.
[00:44:12.700 --> 00:44:15.360]   And I'm willing to bet that most of you are not interested
[00:44:15.360 --> 00:44:17.740]   in lowering electrodes into your nucleus basalis.
[00:44:17.740 --> 00:44:19.300]   And frankly, neither am I.
[00:44:19.300 --> 00:44:22.020]   In episode one of the Huberman Lab Podcast,
[00:44:22.020 --> 00:44:25.500]   I described the various ways that people can monitor
[00:44:25.500 --> 00:44:27.260]   and change their nervous system.
[00:44:27.260 --> 00:44:29.580]   Those ways include brain machine interface,
[00:44:29.580 --> 00:44:32.460]   pharmacology, behavioral practices.
[00:44:32.460 --> 00:44:34.440]   And those behavioral practices, of course,
[00:44:34.440 --> 00:44:36.960]   can include some dos, do this, and some don'ts,
[00:44:36.960 --> 00:44:39.440]   don't do that, et cetera.
[00:44:39.440 --> 00:44:41.660]   In thinking about neuroplasticity,
[00:44:41.660 --> 00:44:43.240]   I want to have a very frank conversation
[00:44:43.240 --> 00:44:44.760]   about what one can do,
[00:44:44.760 --> 00:44:47.880]   but also acknowledge this untapped capacity
[00:44:47.880 --> 00:44:49.880]   that I'm just not hearing about out there,
[00:44:49.880 --> 00:44:53.340]   which is one can also combine behavioral practices
[00:44:53.340 --> 00:44:54.560]   with pharmacology.
[00:44:54.560 --> 00:44:57.460]   One can combine behavioral practices
[00:44:57.460 --> 00:44:59.160]   with brain machine interface.
[00:44:59.160 --> 00:45:00.140]   And you don't have to do that.
[00:45:00.140 --> 00:45:03.800]   In fact, I'm not recommending you do anything in particular.
[00:45:03.800 --> 00:45:06.060]   As always, I'll say it again.
[00:45:06.060 --> 00:45:09.280]   I'm not a physician, so I don't prescribe anything.
[00:45:09.280 --> 00:45:11.240]   I'm a professor, so I profess a lot of things.
[00:45:11.240 --> 00:45:12.960]   What you do with your health and your medical care
[00:45:12.960 --> 00:45:13.800]   is up to you.
[00:45:13.800 --> 00:45:15.660]   You're responsible for your health and wellbeing.
[00:45:15.660 --> 00:45:18.480]   So I'm not going to tell you what to do or what to take.
[00:45:18.480 --> 00:45:21.320]   I'm going to describe what the literature tells us
[00:45:21.320 --> 00:45:24.020]   and suggests about ways to access plasticity.
[00:45:24.020 --> 00:45:25.360]   We know we need epinephrine.
[00:45:25.360 --> 00:45:26.640]   That means alertness.
[00:45:26.640 --> 00:45:29.000]   Most people accomplish this through a cup of coffee
[00:45:29.000 --> 00:45:30.140]   and a good night's sleep.
[00:45:30.140 --> 00:45:33.860]   So I will say you should master your sleep schedule
[00:45:33.860 --> 00:45:36.220]   and you should figure out how much sleep you need
[00:45:36.220 --> 00:45:39.100]   in order to achieve alertness when you sit down to learn.
[00:45:39.100 --> 00:45:42.160]   All the tools and more science
[00:45:42.160 --> 00:45:44.540]   than probably you ever wanted to hear about sleep
[00:45:44.540 --> 00:45:45.760]   and how to get better at sleeping
[00:45:45.760 --> 00:45:47.880]   and timing your sleep, et cetera, and naps,
[00:45:47.880 --> 00:45:50.800]   and all of that is in episodes two, three, four, and five
[00:45:50.800 --> 00:45:52.000]   of the Huberman Lab Podcast.
[00:45:52.000 --> 00:45:53.720]   So I encourage you to refer to those
[00:45:53.720 --> 00:45:56.280]   if your sleep is not where you would like it to be.
[00:45:57.400 --> 00:46:00.460]   Your ability to engage in deliberate focused alertness
[00:46:00.460 --> 00:46:03.260]   is in direct proportion to how well you are sleeping
[00:46:03.260 --> 00:46:04.360]   on a regular basis.
[00:46:04.360 --> 00:46:06.240]   I think that's kind of an obvious one.
[00:46:06.240 --> 00:46:09.160]   So get your sleep handled.
[00:46:09.160 --> 00:46:11.560]   But once that's in place,
[00:46:11.560 --> 00:46:14.960]   the question then is how do I access this alertness?
[00:46:14.960 --> 00:46:16.400]   Well, there are a number of ways.
[00:46:16.400 --> 00:46:18.920]   Some people use some pretty elaborate
[00:46:18.920 --> 00:46:20.440]   psychological gymnastics.
[00:46:20.440 --> 00:46:23.440]   They will tell people that they're going to do something
[00:46:23.440 --> 00:46:25.120]   and create some accountability.
[00:46:25.120 --> 00:46:26.320]   That could be really good.
[00:46:26.320 --> 00:46:28.460]   Or they'll post a picture of themselves online
[00:46:28.460 --> 00:46:30.500]   and they'll commit to learning a certain amount,
[00:46:30.500 --> 00:46:32.100]   losing, excuse me, a certain amount of weight
[00:46:32.100 --> 00:46:33.260]   or something like this.
[00:46:33.260 --> 00:46:37.720]   So they can use either shame-based practices
[00:46:37.720 --> 00:46:39.280]   to potentially embarrass themselves
[00:46:39.280 --> 00:46:40.300]   if they don't follow through.
[00:46:40.300 --> 00:46:42.400]   They'll write checks to organizations that they hate
[00:46:42.400 --> 00:46:43.760]   and insist that they'll cash them
[00:46:43.760 --> 00:46:46.480]   if they don't actually follow through.
[00:46:46.480 --> 00:46:48.280]   Or they'll do it out of love.
[00:46:48.280 --> 00:46:51.920]   They'll decide that they're going to run a marathon
[00:46:51.920 --> 00:46:54.080]   or learn a language or something
[00:46:54.080 --> 00:46:55.360]   because of somebody they love
[00:46:55.360 --> 00:46:57.520]   or they want to devote it to somebody.
[00:46:57.520 --> 00:47:01.040]   The truth is that from the standpoint of epinephrine
[00:47:01.040 --> 00:47:03.860]   and getting alert and activated, it doesn't really matter.
[00:47:03.860 --> 00:47:06.560]   Epinephrine is a chemical and your brain does not distinguish
[00:47:06.560 --> 00:47:10.680]   between doing things out of love or hate, anger or fear.
[00:47:10.680 --> 00:47:11.500]   It really doesn't.
[00:47:11.500 --> 00:47:14.480]   All of those promote autonomic arousal
[00:47:14.480 --> 00:47:15.720]   and the release of epinephrine.
[00:47:15.720 --> 00:47:18.320]   So I think for most people,
[00:47:18.320 --> 00:47:20.720]   if you're feeling not motivated to make these changes,
[00:47:20.720 --> 00:47:23.080]   the key thing is to identify not just one,
[00:47:23.080 --> 00:47:25.200]   but probably a kit of reasons.
[00:47:25.200 --> 00:47:27.120]   Several reasons as to why you would want
[00:47:27.120 --> 00:47:28.800]   to make this particular change.
[00:47:28.800 --> 00:47:31.640]   And being drawn toward a particular goal
[00:47:31.640 --> 00:47:33.200]   that you're excited about can be one.
[00:47:33.200 --> 00:47:37.640]   Also being motivated to not be completely afraid,
[00:47:37.640 --> 00:47:39.840]   ashamed or humiliated for not following through on a goal
[00:47:39.840 --> 00:47:40.800]   is another.
[00:47:40.800 --> 00:47:42.920]   Just want to briefly mention one little aside there
[00:47:42.920 --> 00:47:44.800]   because I've got a friend who's a physician.
[00:47:44.800 --> 00:47:47.400]   He's a cardiologist who has a really interesting theory.
[00:47:47.400 --> 00:47:48.220]   This is just theory,
[00:47:48.220 --> 00:47:50.280]   but I think it will resonate with a lot of people,
[00:47:50.280 --> 00:47:53.120]   which is that you've all heard of this molecule dopamine
[00:47:53.120 --> 00:47:55.720]   that gives us this sense of reward
[00:47:55.720 --> 00:47:57.100]   when we accomplish something.
[00:47:57.100 --> 00:47:59.800]   Well, we also want to be able to access dopamine
[00:47:59.800 --> 00:48:01.000]   while we're working towards things.
[00:48:01.000 --> 00:48:02.720]   Enjoy the process, as they say,
[00:48:02.720 --> 00:48:04.760]   'cause it has all sorts of positive effects.
[00:48:04.760 --> 00:48:06.320]   It gives us energy, et cetera.
[00:48:06.320 --> 00:48:08.420]   With my friend, what he says is,
[00:48:08.420 --> 00:48:11.720]   there's many, many instances where someone will come to him
[00:48:11.720 --> 00:48:12.560]   and say, "You know what?
[00:48:12.560 --> 00:48:13.800]   I'm going to write a book."
[00:48:13.800 --> 00:48:15.320]   And he says, "Oh, that's great.
[00:48:15.320 --> 00:48:16.600]   I'm sure the book's going to be terrific
[00:48:16.600 --> 00:48:17.880]   and you really should write a book."
[00:48:17.880 --> 00:48:18.900]   And then they never go do it.
[00:48:18.900 --> 00:48:21.200]   And his theory is if you get so much dopamine
[00:48:21.200 --> 00:48:22.880]   from the reward of people saying,
[00:48:22.880 --> 00:48:24.880]   "Oh yeah, you're absolutely going to be able to do that,"
[00:48:24.880 --> 00:48:26.260]   you might not actually go after
[00:48:26.260 --> 00:48:29.000]   the reward of the accomplishment itself.
[00:48:29.000 --> 00:48:32.440]   So beware these positive reinforcements also.
[00:48:32.440 --> 00:48:34.200]   Not saying people should flagellate themselves
[00:48:34.200 --> 00:48:36.840]   to the point of victory in whatever they're pursuing,
[00:48:36.840 --> 00:48:39.340]   but motivation is a tricky one.
[00:48:39.340 --> 00:48:42.360]   So I suggest that everyone ask themselves,
[00:48:42.360 --> 00:48:44.480]   what is it that I want to accomplish?
[00:48:44.480 --> 00:48:47.620]   And what is it that's driving me to accomplish this?
[00:48:47.620 --> 00:48:51.240]   And come up with two or three things, fear-based perhaps,
[00:48:51.240 --> 00:48:54.200]   love-based perhaps, or perhaps several of those
[00:48:54.200 --> 00:48:58.200]   in order to ensure alertness, energy,
[00:48:58.200 --> 00:48:59.840]   and attention for the task.
[00:48:59.840 --> 00:49:02.040]   And that brings us to the attention part.
[00:49:02.040 --> 00:49:03.400]   Now it's one thing to have an electrode
[00:49:03.400 --> 00:49:04.340]   embedded into your brain
[00:49:04.340 --> 00:49:06.760]   and increase the amount of acetylcholine.
[00:49:06.760 --> 00:49:08.580]   It's another to exist in the real world
[00:49:08.580 --> 00:49:11.780]   outside the laboratory and have trouble focusing,
[00:49:11.780 --> 00:49:13.960]   having trouble bringing your attention
[00:49:13.960 --> 00:49:17.560]   to a particular location in space for a particular event.
[00:49:17.560 --> 00:49:19.600]   And there's a lot of discussion nowadays
[00:49:19.600 --> 00:49:22.160]   about smartphones and devices
[00:49:22.160 --> 00:49:24.120]   creating a sort of attention deficit
[00:49:24.120 --> 00:49:27.160]   almost at a clinical level for many people,
[00:49:27.160 --> 00:49:28.740]   including adults.
[00:49:28.740 --> 00:49:30.520]   I think that's largely true.
[00:49:30.520 --> 00:49:32.240]   And what it means, however,
[00:49:32.240 --> 00:49:34.000]   is that we all are responsible for learning
[00:49:34.000 --> 00:49:36.860]   how to create depth of focus.
[00:49:36.860 --> 00:49:39.840]   There are some important neuroscience principles
[00:49:39.840 --> 00:49:41.760]   to get depth of focus.
[00:49:41.760 --> 00:49:44.000]   I want to briefly talk about the pharmacology first
[00:49:44.000 --> 00:49:45.360]   because I always get asked about this.
[00:49:45.360 --> 00:49:46.720]   People say, what can I take
[00:49:46.720 --> 00:49:48.760]   to increase my levels of acetylcholine?
[00:49:48.760 --> 00:49:50.520]   Well, there are things you can take.
[00:49:50.520 --> 00:49:53.160]   Nicotine is called nicotine
