
[00:00:00.040 --> 00:00:09.300]   Til
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.680 --> 00:33:58.680]   I'm going to go ahead and take a quick break.
[00:33:58.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:28.700]   I'm going to go ahead and take a quick break.
[00:34:28.700 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.720 --> 00:34:58.720]   I'm going to go ahead and take a quick break.
[00:34:58.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:28.740]   I'm going to go ahead and take a quick break.
[00:35:28.740 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.760 --> 00:35:58.760]   I'm going to go ahead and take a quick break.
[00:35:58.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:28.780]   I'm going to go ahead and take a quick break.
[00:36:28.780 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.800 --> 00:36:58.800]   I'm going to go ahead and take a quick break.
[00:36:58.840 --> 00:37:28.820]  obedience.com
[00:37:28.820 --> 00:37:28.820]   The Nightmare on Elm Street Collection and so much more.
[00:37:28.820 --> 00:37:28.820]   Remember me.
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   Just log in with your Cricut
[00:37:28.820 --> 00:37:28.820]   with your Cricut with no additional cost to the "Meg to the trench" the nightmare on Elm Street collection and so much more.
[00:37:28.860 --> 00:37:58.840]   with your Cricut with no additional cost to the "Meg to the trench" the nightmare on Elm Street collection and so much more.

