
[00:00:00.000 --> 00:00:02.000]   Okay
[00:53:03.420 --> 00:53:07.820]   We're going to go deeper and deeper and deeper. And so where can that take you? I want to give you some examples
[00:53:08.700 --> 00:53:13.700]   That there is Sarah hooker. She did our first course a couple of years ago
[00:53:13.700 --> 00:53:16.780]   her background was
[00:53:16.780 --> 00:53:24.540]   Economics didn't have a background in coding math computer science. I think she started learning to code two years before she took our course
[00:53:24.540 --> 00:53:29.580]   She helped develop something at she started a nonprofit called
[00:53:29.580 --> 00:53:32.820]   Delta Analytics
[00:53:32.820 --> 00:53:40.340]   They helped build this amazing system where they attached old mobile phones to trees in the Kenyan rainforests and
[00:53:40.340 --> 00:53:43.700]   Used it to listen for chainsaw noises
[00:53:43.700 --> 00:53:49.380]   And then they use deep learning to figure out when there was a chainsaw being used and then they had a system set up to
[00:53:49.380 --> 00:53:54.620]   Alert ranges to go out and stop a legal deforestation in the rainforests
[00:53:54.620 --> 00:54:00.060]   So that was something that she was doing while she was in the course as part of her kind of class projects
[00:54:01.260 --> 00:54:03.260]   What's she doing now?
[00:54:03.260 --> 00:54:05.380]   She is now a Google brain
[00:54:05.380 --> 00:54:11.020]   Researcher which I guess is one of the top if not the top place to do deep learning
[00:54:11.020 --> 00:54:14.260]   She's just been publishing some papers
[00:54:14.260 --> 00:54:22.340]   Now she is going to Africa to set up Google brains first deep learning AI research center in Africa now
[00:54:22.340 --> 00:54:28.700]   Say like she worked her ass off, you know, she really really invested in this course
[00:54:28.700 --> 00:54:34.660]   Not just doing all of the assignments but also going out and reading Ian Goodfellow's book and doing lots of other things
[00:54:34.660 --> 00:54:36.900]   But it really shows
[00:54:36.900 --> 00:54:41.620]   Where somebody who has no computer science or math background at all?
[00:54:41.620 --> 00:54:47.900]   Can be now one of the world's top deep learning researchers and doing very valuable work
[00:54:47.900 --> 00:54:53.620]   Another example from our most recent course Christine Payne
[00:54:53.620 --> 00:54:56.780]   she
[00:54:56.780 --> 00:54:58.780]   Is now at OpenAI?
[00:54:58.780 --> 00:55:07.360]   And you can find her post and actually listen to her music samples of she actually built something to do
[00:55:07.360 --> 00:55:13.100]   Automatically create chamber music compositions you can play and you can listen to online
[00:55:13.100 --> 00:55:15.860]   And so again, it's her background
[00:55:15.860 --> 00:55:18.500]   math and computer science
[00:55:18.500 --> 00:55:23.380]   Actually, that's her there classical pianist
[00:55:24.620 --> 00:55:27.520]   Now I will say she's not your average classical pianist
[00:55:27.520 --> 00:55:34.380]   She's a classical pianist who also has a master's in medical research from Stanford and studied neuroscience and was a high-performance computing
[00:55:34.380 --> 00:55:41.420]   Expert at the E. Shore and was valedictorian at Princeton. Anyway, she, you know, very annoying person good at everything she does
[00:55:41.420 --> 00:55:48.700]   But you know, I think it's really cool to see how a kind of a domain expert in this case the domain of playing piano
[00:55:48.700 --> 00:55:52.140]   can go through the fast AI course and
[00:55:52.660 --> 00:55:55.440]   Come out the other end at I guess open AI would be
[00:55:55.440 --> 00:56:01.500]   You know of the three top research institutes Google Blaine or open AI would be two of them probably along with deepland
[00:56:01.500 --> 00:56:09.340]   And interestingly actually one of our other students or should say alumni of the course recently interviewed
[00:56:09.340 --> 00:56:13.940]   Her for a blog post series he's doing on top AI researchers
[00:56:13.940 --> 00:56:20.700]   And she said one of the most important pieces of advice she got was from me and she said the piece of advice was pick one
[00:56:20.700 --> 00:56:24.580]   Project do it really well make it fantastic
[00:56:24.580 --> 00:56:27.700]   Okay, so that was the piece of advice
[00:56:27.700 --> 00:56:35.560]   She found the most useful and we're going to be talking a lot about you doing projects and making them fantastic during this course
[00:56:35.560 --> 00:56:40.500]   Having said that I don't really want you to go to AI or Google brain
[00:56:40.500 --> 00:56:48.100]   What I really want you to do is go back to your workplace or your passion project and apply these skills
[00:56:48.260 --> 00:56:50.980]   There, right? Let me give you an example
[00:56:50.980 --> 00:56:53.180]   MIT
[00:56:53.180 --> 00:56:59.960]   Released a deep learning course and they highlighted in their announcement for this deep learning course this medical imaging example
[00:56:59.960 --> 00:57:02.620]   and
[00:57:02.620 --> 00:57:05.060]   One of our students
[00:57:05.060 --> 00:57:07.160]   Alex who is a radiologist?
[00:57:07.160 --> 00:57:09.140]   said
[00:57:09.140 --> 00:57:16.580]   You guys just showed a model overfitting I can tell because I'm a radiologist and this is not
[00:57:17.140 --> 00:57:19.140]   What this would look like?
[00:57:19.140 --> 00:57:21.380]   on a chest film
[00:57:21.380 --> 00:57:26.180]   This is what it should look like and this as a deep-learning practitioner. This is how I know
[00:57:26.180 --> 00:57:33.500]   This is what happened in your model. So Alex is combining his knowledge of radiology and his knowledge of deep learning
[00:57:33.500 --> 00:57:35.900]   to assess
[00:57:35.900 --> 00:57:39.740]   MIT's model from just two images very accurately
[00:57:39.740 --> 00:57:40.300]   All right
[00:57:40.300 --> 00:57:44.580]   And so this is actually what I want most of you to be doing is to take your domain
[00:57:44.820 --> 00:57:47.500]   expertise and combine it with the deep learning
[00:57:47.500 --> 00:57:51.140]   Practical aspects that you'll learn in this course and bring them together
[00:57:51.140 --> 00:57:56.620]   like Alex is doing here and so a lot of radiologists have actually gone through this course now and
[00:57:56.620 --> 00:58:02.660]   Have built journal clubs and American Council of Radiology practice groups
[00:58:02.660 --> 00:58:08.900]   There's a data science institute at the ACR now and so forth and Alex is one of the people who's providing kind of a lot
[00:58:08.900 --> 00:58:10.060]   Of leadership in this area
[00:58:10.060 --> 00:58:14.460]   I would love for you to do the same kind of thing that Alex is doing which is to really bring
[00:58:14.660 --> 00:58:21.940]   Deep learning later leadership into your industry and just your social impact project, whatever it is that you're trying to do
[00:58:21.940 --> 00:58:27.900]   So another great example was this was Melissa Fabros who was a English literature PhD
[00:58:27.900 --> 00:58:32.660]   He's just studied like gendered language in English literature or something
[00:58:32.660 --> 00:58:35.220]   and actually
[00:58:35.220 --> 00:58:42.460]   Rachel did a previous job taught her to code I think and then she came into the fast AI course and she helped
[00:58:42.780 --> 00:58:48.500]   Kiva a micro lending social impact organization to build a system that can recognize
[00:58:48.500 --> 00:58:54.300]   Faces why is that necessary? Well, we're going to be talking a lot about this but because
[00:58:54.300 --> 00:58:58.020]   Most AI researchers are white men
[00:58:58.020 --> 00:59:01.420]   most computer vision software
[00:59:01.420 --> 00:59:06.220]   Can only recognize white male faces effectively in fact?
[00:59:06.220 --> 00:59:11.040]   I think it was IBM system is like ninety nine point eight percent accurate on common
[00:59:11.420 --> 00:59:13.420]   white face men
[00:59:13.420 --> 00:59:16.420]   versus
[00:59:16.420 --> 00:59:22.060]   60% accurate 65% accurate on dark face dark-skinned women
[00:59:22.060 --> 00:59:26.140]   So it's like what is that like 30 or 40 times worse?
[00:59:26.140 --> 00:59:31.260]   For black women versus white men and this is really important because for Kiva
[00:59:31.260 --> 00:59:38.420]   Black women are you know, perhaps the most common user base for their micro lending platform
[00:59:38.940 --> 00:59:46.340]   So Melissa after taking our course and again working her ass off and being super intense in her study and her work
[00:59:46.340 --> 00:59:51.180]   Won this one million dollar AI challenge for her work for Kiva
[00:59:51.180 --> 00:59:58.940]   Karthik did our course and realized the thing he wanted to do wasn't at his company
[00:59:58.940 --> 01:00:03.420]   It was something else which is to help blind people to understand the world around them. So he started a new startup
[01:00:03.900 --> 01:00:10.300]   You can find it now. It's called envision you can download the app you can point your phone at things and it will tell you
[01:00:10.300 --> 01:00:11.420]   What it sees?
[01:00:11.420 --> 01:00:16.780]   And I actually talked to a blind lady about these kinds of apps the other day and she confirmed to me
[01:00:16.780 --> 01:00:18.780]   This is a super useful thing
[01:00:18.780 --> 01:00:20.980]   for visually disabled
[01:00:20.980 --> 01:00:23.180]   users
[01:00:23.180 --> 01:00:24.900]   And
[01:00:24.900 --> 01:00:29.900]   It's not it's the level that you can get to with with
[01:00:30.380 --> 01:00:33.780]   The content that you're going to get over these seven weeks and with this software
[01:00:33.780 --> 01:00:38.220]   Can get you right to the cutting edge in areas. You might find surprising
[01:00:38.220 --> 01:00:45.060]   For example, I helped a team of some of our students and some collaborators
[01:00:45.060 --> 01:00:50.300]   On actually breaking the world record for training remember
[01:00:50.300 --> 01:00:54.020]   I mentioned the image net data set lots of people want to train on the image net data set
[01:00:54.020 --> 01:00:56.620]   We smashed the world record for how quickly you can train it
[01:00:56.620 --> 01:00:59.180]   We use standard AWS
[01:00:59.660 --> 01:01:04.580]   Cloud infrastructure cost of $40 of compute to train this model
[01:01:04.580 --> 01:01:08.620]   Using again fast AI library the techniques that we learn in this course
[01:01:08.620 --> 01:01:13.700]   So it can really take you a long way. So don't be kind of put off by this
[01:01:13.700 --> 01:01:17.380]   What might seem pretty simple at first? We're going to get deeper and deeper
[01:01:17.380 --> 01:01:21.260]   You can also use it for other kinds of passion project
[01:01:21.260 --> 01:01:26.760]   So Helena Sarin actually you should definitely check out her Twitter account like a lister
[01:01:27.180 --> 01:01:32.180]   This art is a basically a new style of art that she's developed
[01:01:32.180 --> 01:01:40.340]   Which combines her painting and drawing with generative adversarial models to create these extraordinary?
[01:01:40.340 --> 01:01:47.780]   Results and so I think this is super cool. She's not a professional artist. She is a professional software developer
[01:01:47.780 --> 01:01:51.500]   But she just keeps on producing these beautiful results and
[01:01:51.500 --> 01:01:54.220]   when she started
[01:01:54.220 --> 01:01:56.220]   you know her
[01:01:56.620 --> 01:02:01.380]   Her art had not really been shown anywhere or discussed anywhere now
[01:02:01.380 --> 01:02:09.060]   There's recently been some quite high-profile articles describing how she is creating a new form of art again. This has come out of the
[01:02:09.060 --> 01:02:11.500]   fast AI
[01:02:11.500 --> 01:02:19.260]   Course that she developed these skills or equally important Brad Kentsler who figured out how to make a picture of Kanye out of pictures
[01:02:19.260 --> 01:02:23.700]   Of Patrick Stewart's head also something you will learn to do if you wish to
[01:02:25.100 --> 01:02:31.780]   This particular style this particular type of what's called style transfer was a really interesting tweak that allowed him to do some things
[01:02:31.780 --> 01:02:33.780]   It hadn't quite been done before
[01:02:33.780 --> 01:02:41.500]   And this particular picture helped him to get a job as a deep learning specialist at AWS. So there you go
[01:02:41.500 --> 01:02:48.540]   Another interesting example another alumni actually worked at Splunk as a software engineer
[01:02:48.540 --> 01:02:50.940]   and
[01:02:50.940 --> 01:02:59.100]   He'd signed an algorithm after like lesson 3 which basically turned out at Splunk to be fantastically good at identifying fraud
[01:02:59.100 --> 01:03:01.660]   We'll talk more about it shortly
[01:03:01.660 --> 01:03:06.180]   If you've seen Silicon Valley the HBO series the the hot dog not hot dog app
[01:03:06.180 --> 01:03:12.680]   That's actually a real app you can download and it was actually built by Tim on blade as a fast AI student project
[01:03:12.680 --> 01:03:16.620]   So there's a lot of cool stuff that you can do
[01:03:17.420 --> 01:03:24.080]   I'm like, yes, it wasn't any nominated. So I think we only have one any nominated deep fast AI alumni at this stage
[01:03:24.080 --> 01:03:26.080]   So please help change that
[01:03:26.080 --> 01:03:31.340]   All right
[01:03:31.340 --> 01:03:36.940]   The other thing, you know is is the forum threads can kind of turn into these really cool things
[01:03:36.940 --> 01:03:39.940]   So Francisco who's actually here in the audience. He's a really
[01:03:39.940 --> 01:03:46.620]   Boring McKinsey consultant like me that's a Francisco and I both have this shameful past that we were McKinsey consultants
[01:03:46.660 --> 01:03:49.180]   but we left and we're okay now and
[01:03:49.180 --> 01:03:53.900]   He started this thread saying like oh this stuff. We've just been learning about
[01:03:53.900 --> 01:03:59.100]   Building NLP and different languages. Let's try and do lots of different languages
[01:03:59.100 --> 01:04:05.620]   We started this thing called the language model zoo and out of that. There's now been an academic
[01:04:05.620 --> 01:04:09.980]   Competition was one in Polish that led to an academic paper
[01:04:10.740 --> 01:04:12.940]   tie state-of-the-art
[01:04:12.940 --> 01:04:19.500]   German state-of-the-art basically students have been coming up with new state-of-the-art results across lots of different languages
[01:04:19.500 --> 01:04:25.880]   And this all is entirely being done by students working together through the forum. So please
[01:04:25.880 --> 01:04:28.020]   Get on the forum
[01:04:28.020 --> 01:04:29.340]   but
[01:04:29.340 --> 01:04:32.780]   Don't be intimidated because remember a lot of the you know
[01:04:32.780 --> 01:04:38.460]   Everybody you see on the forum the vast majority posting post all the damn time, right?
[01:04:38.460 --> 01:04:43.580]   They've been doing this a lot and they do it a lot of the time and so at first it can feel intimidating
[01:04:43.580 --> 01:04:46.140]   Because it can feel like you're the only new person there
[01:04:46.140 --> 01:04:52.300]   But you're not that all of you people in the audience everybody who's watching everybody who's listening you're all new people
[01:04:52.300 --> 01:04:55.860]   that and so when you just get out there and say like
[01:04:55.860 --> 01:05:00.860]   Okay, all you people getting new state-of-the-art results in German language modeling. I
[01:05:00.860 --> 01:05:05.860]   Can't start my server. I try to click the notebook and I get an error
[01:05:06.540 --> 01:05:08.780]   What do I do people will help you?
[01:05:08.780 --> 01:05:13.740]   Okay, just make sure you provide all the information. This is the you know, I'm using paper space
[01:05:13.740 --> 01:05:18.020]   This was a particular instance. I tried to use here's a screenshot of my error
[01:05:18.020 --> 01:05:23.860]   People will help you. Okay, or if you've got something to add so if people were talking about
[01:05:23.860 --> 01:05:29.540]   Crop yield analysis and you're a farmer and you think you know, oh I've got something to add
[01:05:29.540 --> 01:05:36.520]   Please mention it even even if you're not sure it's exactly relevant. It's fine, you know, just get involved
[01:05:36.840 --> 01:05:39.840]   And because remember everybody else from the forum started out
[01:05:39.840 --> 01:05:43.560]   Also intimidated. All right, we all start out
[01:05:43.560 --> 01:05:47.040]   Not knowing things and so just get out there and try it
[01:05:47.040 --> 01:05:51.920]   Okay, so
[01:05:51.920 --> 01:05:54.540]   Let's get back and do some more coding
[01:05:54.540 --> 01:05:58.560]   Yes, Richard we have some questions
[01:05:58.560 --> 01:06:04.440]   There's a question from earlier about why you're using resnet as opposed to inception
[01:06:04.880 --> 01:06:06.880]   So
[01:06:06.880 --> 01:06:09.360]   The question is about this architecture
[01:06:09.360 --> 01:06:12.840]   So there are lots of architectures to choose from
[01:06:12.840 --> 01:06:15.840]   And it would be fair to say there isn't
[01:06:15.840 --> 01:06:18.960]   One best one
[01:06:18.960 --> 01:06:21.920]   but if you look at
[01:06:21.920 --> 01:06:24.160]   things like the
[01:06:24.160 --> 01:06:26.160]   Stanford Dawn Bench benchmark
[01:06:26.160 --> 01:06:33.640]   Or image net classification you'll see in first place in second place in third place and fourth place is fast AI
[01:06:34.480 --> 01:06:38.020]   Jeremy had in fast AI Jeremy had first AI euros clouds from the Department of Defense
[01:06:38.020 --> 01:06:40.160]   innovation team
[01:06:40.160 --> 01:06:45.040]   Google resnet resnet resnet resnet resnet resnet. It's good enough
[01:06:45.040 --> 01:06:47.800]   Okay, so it's fun
[01:06:47.800 --> 01:06:57.880]   There are other architectures the main reason you might want a different architecture is if you want to do edge computing
[01:06:57.880 --> 01:07:01.120]   So if you want to create a model that's going to sit on somebody's mobile phone
[01:07:01.760 --> 01:07:04.360]   Having said that even there most of the time
[01:07:04.360 --> 01:07:08.400]   I reckon the best way to get a model onto somebody's mobile phone is to run it on your server and
[01:07:08.400 --> 01:07:11.040]   Then have your mobile phone app talk to it
[01:07:11.040 --> 01:07:14.300]   It really makes life a lot easier and you get a lot more flexibility
[01:07:14.300 --> 01:07:19.560]   But if you really do need to run something on a low-powered device, then there are some special architectures for that
[01:07:19.560 --> 01:07:24.200]   So the particular question was about inception
[01:07:24.200 --> 01:07:30.640]   That's a particular another architecture which tends to be pretty memory intensive and
[01:07:31.160 --> 01:07:33.160]   Yeah, resnet
[01:07:33.160 --> 01:07:37.180]   So inception tends to be pretty memory intensive, but it's okay. It's also like
[01:07:37.180 --> 01:07:43.580]   It's not terribly resilient. One of the things we try to show you is like stuff which just tends to always work
[01:07:43.580 --> 01:07:46.600]   Even if you don't quite true and everything perfectly
[01:07:46.600 --> 01:07:51.080]   So resnet tends to work pretty well across a wide range of different
[01:07:51.080 --> 01:07:56.280]   Kind of details around choices that you might make so I think it's pretty good
[01:07:58.720 --> 01:08:03.120]   So we've got this train model and so what's actually happened as we'll learn is it's basically
[01:08:03.120 --> 01:08:07.840]   Creating a set of weights if you've ever done anything like linear regression
[01:08:07.840 --> 01:08:13.600]   Or logistic regression you'll be familiar with coefficients. We basically found some coefficients and parameters that work pretty well
[01:08:13.600 --> 01:08:16.640]   And it took us a minute and 56 seconds
[01:08:16.640 --> 01:08:20.240]   So if we want to start doing some more playing around and come back later
[01:08:20.240 --> 01:08:24.200]   We probably should save those weights so we can save that minute and 56 seconds
[01:08:24.200 --> 01:08:28.760]   So you can just go learn dot save and give it a name. It's going to put it
[01:08:28.760 --> 01:08:36.800]   In a model sub directory in the same place the data came from so if you save different models or different data bunches from different
[01:08:36.800 --> 01:08:40.060]   Datasets, they'll all be kept separate. So don't worry about it
[01:08:40.060 --> 01:08:47.440]   All right, so we talked about how the most important things are how to learn what goes into your model what comes out
[01:08:47.440 --> 01:08:51.800]   We've seen one way of seeing what goes in now. Let's see what comes out
[01:08:51.920 --> 01:08:54.200]   As this is the other thing you need to get really good at
[01:08:54.200 --> 01:08:58.720]   so to see what comes out we can use this class for
[01:08:58.720 --> 01:09:01.520]   classification interpretation and
[01:09:01.520 --> 01:09:08.720]   We're going to use this factory method from learner. So we pass in a learn object. So remember a learn object knows two things
[01:09:08.720 --> 01:09:11.280]   What's your data and?
[01:09:11.280 --> 01:09:16.440]   What is your model? It's now not just an architecture, but it's actually a trained model inside there
[01:09:16.440 --> 01:09:21.320]   And that's all the information we need to interpret that model. So it's this pass in the learner
[01:09:21.560 --> 01:09:25.160]   and we now have a classification interpretation object and
[01:09:25.160 --> 01:09:32.560]   So one of the things we can do and perhaps the most useful things to do is called plot top losses
[01:09:32.560 --> 01:09:38.720]   So we're going to be learning a lot about this idea of lost functions shortly
[01:09:38.720 --> 01:09:47.880]   But in short a lost function is something that tells you how good was your prediction and so specifically that means if you predicted
[01:09:47.880 --> 01:09:50.680]   one class of cat
[01:09:51.480 --> 01:09:56.200]   With great confidence. You said I am very very sure that this is a
[01:09:56.200 --> 01:09:59.680]   Burman
[01:09:59.680 --> 01:10:06.720]   That actually you were wrong then then that's going to have a high loss because you were very confident about the wrong answer
[01:10:06.720 --> 01:10:12.420]   Okay, so that's what it basically means to have a high loss. So by parting the top losses, we're going to find out
[01:10:12.420 --> 01:10:18.000]   What were the things that we were the most wrong on or the most confident about what we got wrong?
[01:10:18.800 --> 01:10:20.800]   So you can see here
[01:10:20.800 --> 01:10:22.840]   It prints out three things
[01:10:22.840 --> 01:10:26.080]   German short-haired before things big all
[01:10:26.080 --> 01:10:29.000]   7.04 0.92
[01:10:29.000 --> 01:10:32.080]   Well, what do they mean?
[01:10:32.080 --> 01:10:35.880]   Perhaps we should look at the documentation
[01:10:35.880 --> 01:10:41.800]   So if you we've already seen help right and help just prints out a quick little summary
[01:10:41.800 --> 01:10:44.880]   but if you want to really see how to do something use doc and
[01:10:44.880 --> 01:10:47.120]   doc
[01:10:47.120 --> 01:10:50.920]   Tells you the same information has helped, but it has this very important thing, which is
[01:10:50.920 --> 01:10:53.600]   show in Docs
[01:10:53.600 --> 01:10:55.720]   So when you click on show in Docs
[01:10:55.720 --> 01:11:02.400]   It pops up the documentation for that method or class or function or whatever
[01:11:02.400 --> 01:11:07.400]   It starts out by showing us the same information about what is what are the parameters it takes?
[01:11:07.400 --> 01:11:12.400]   Along with the doc string, but then tells you more information
[01:11:12.400 --> 01:11:16.080]   So in this case it's another thing that tells me the title of each shows
[01:11:16.880 --> 01:11:19.320]   the prediction the actual
[01:11:19.320 --> 01:11:22.000]   the loss and the
[01:11:22.000 --> 01:11:24.480]   probability that was predicted
[01:11:24.480 --> 01:11:28.480]   So for example, and you can see there's actually some code you can run
[01:11:28.480 --> 01:11:34.560]   so the documentation always has working code and so in this case it was trying things with handwritten digits and
[01:11:34.560 --> 01:11:39.440]   So the first one it was predicted to be a 7. It was actually a 3
[01:11:39.440 --> 01:11:42.000]   the loss is
[01:11:42.000 --> 01:11:45.720]   5.44 and the probability of the actual class was
[01:11:46.600 --> 01:11:48.600]   0.07. Okay, so I
[01:11:48.600 --> 01:11:52.840]   You know, we did not have a high probability associate with the actual class
[01:11:52.840 --> 01:11:58.320]   I can see why I thought this was a 7 nonetheless. It was wrong. So this is the documentation
[01:11:58.320 --> 01:12:04.400]   okay, and so this is your friend when you're trying to figure out how to use these things the other thing I'll mention is if
[01:12:04.400 --> 01:12:06.080]   you're a
[01:12:06.080 --> 01:12:11.040]   Somewhat experienced Python programmer you'll find the source code of fast AI really easy to read
[01:12:11.160 --> 01:12:14.780]   We try to write everything in just a small number of you know
[01:12:14.780 --> 01:12:19.240]   Much less than half a screen of code generally four or five lines of code if you click source
[01:12:19.240 --> 01:12:23.640]   You can jump straight to the source code. Alright, so here is
[01:12:23.640 --> 01:12:27.720]   The plot top losses and this is also a great way to find out
[01:12:27.720 --> 01:12:36.040]   How to use the faster AI library because every line of code here nearly every line of code is calling stuff in the fast AI library
[01:12:36.040 --> 01:12:40.120]   Okay, so don't be afraid to look at the source code
[01:12:40.240 --> 01:12:42.240]   I
[01:12:42.240 --> 01:12:46.040]   I've got another really cool trick about the documentation that you're going to see a little bit later
[01:12:46.040 --> 01:12:48.400]   Okay
[01:12:48.400 --> 01:12:54.900]   So that's how we can look at these top losses and these are perhaps the most important image classification
[01:12:54.900 --> 01:12:58.960]   Interpretation tool that we have because it lets us see
[01:12:58.960 --> 01:13:03.500]   What are we getting wrong and quite often you like in this case?
[01:13:03.500 --> 01:13:08.680]   If you're a dog and cat expert, you'll realize that the things it's getting wrong
[01:13:09.240 --> 01:13:14.760]   Breeds that are actually very difficult to tell apart and you'd be able to look at these and say oh I can see why
[01:13:14.760 --> 01:13:17.640]   They've got this one wrong
[01:13:17.640 --> 01:13:21.040]   So this is a really useful tool
[01:13:21.040 --> 01:13:28.160]   Another useful tool kind of is to use something called a confusion matrix, which basically shows you for every actual
[01:13:28.160 --> 01:13:31.080]   type of dog or cat
[01:13:31.080 --> 01:13:36.640]   How many times was it predicted to be that dog or cat but unfortunately in this case because it's so accurate
[01:13:36.960 --> 01:13:43.420]   This diagonal basically says oh, it's pretty much right all the time and you can see there's some slightly darker ones like a five here
[01:13:43.420 --> 01:13:46.280]   But it's really hard to read exactly what that combination is
[01:13:46.280 --> 01:13:52.520]   So what I suggest you use is instead of if you've got lots of classes don't use a classification or confusion matrix
[01:13:52.520 --> 01:13:59.080]   But this is my favorite named function in fast AI. I have very proud of this you can call most confused
[01:13:59.080 --> 01:14:05.200]   And most confused will simply grab out of the confusion matrix the particular
[01:14:05.600 --> 01:14:09.440]   Combinations have predicted an actual that got wrong the most often
[01:14:09.440 --> 01:14:17.680]   So in this case the Staffordshire ball terrier was what it should have predicted and instead it predicted an American pitball terrier
[01:14:17.680 --> 01:14:21.840]   And so forth it should have predicted a Siamese and actually predicted women that happened four times
[01:14:21.840 --> 01:14:24.040]   This particular combination happened six times
[01:14:24.040 --> 01:14:29.280]   So this is again a very useful thing because you can look and you can say like with my domain expertise
[01:14:29.280 --> 01:14:33.040]   Does it make sense that that would be something that was confused about?
[01:14:33.280 --> 01:14:36.780]   So these are some of the kinds of tools you can use to look at the output
[01:14:36.780 --> 01:14:40.280]   Let's make our model better
[01:14:40.280 --> 01:14:45.340]   So how do we make the bottle better we can make it better using fine-tuning?
[01:14:45.340 --> 01:14:50.760]   So far we fitted for epochs and it ran pretty quickly
[01:14:50.760 --> 01:14:57.320]   And the reason it ran pretty quickly is that there was a little trick we use these deep learning models these convolutional networks
[01:14:57.320 --> 01:15:02.760]   They have many layers will learn a lot about exactly what layers are but for now just know it goes through compute
[01:15:02.760 --> 01:15:05.280]   computational computational computational
[01:15:05.280 --> 01:15:10.060]   What we did was we added a few extra layers to the end
[01:15:10.060 --> 01:15:16.200]   And we only trained those we basically left most of the model exactly as it was so that's really fast
[01:15:16.200 --> 01:15:21.080]   And if we try to build a model of something that's similar to the original
[01:15:21.080 --> 01:15:25.920]   Pre-trained model so in this case similar to the image net data that works pretty well
[01:15:26.800 --> 01:15:31.280]   But what we really want to do is actually go back and train the whole model
[01:15:31.280 --> 01:15:36.520]   So this is why we pretty much always use this two-stage process so by default
[01:15:36.520 --> 01:15:42.480]   When we call fit will fit one cycle on a confliner
[01:15:42.480 --> 01:15:49.200]   It'll just fine-tune these few extra layers added to the end and it will run very fast. It'll basically never over fit
[01:15:49.200 --> 01:15:52.400]   But to really get it good you have to call
[01:15:53.040 --> 01:15:59.000]   unfreeze and unfreeze is the thing that says please train the whole model and
[01:15:59.000 --> 01:16:02.960]   Then I can call fit one cycle again, and oh
[01:16:02.960 --> 01:16:07.200]   The error got much worse
[01:16:07.200 --> 01:16:12.160]   Okay, why in order to understand why?
[01:16:12.160 --> 01:16:17.680]   We're actually going to have to learn more about exactly what's going on behind the scenes
[01:16:18.280 --> 01:16:24.640]   So let's start out by trying to get an intuitive understanding of what's going on behind the scenes and again
[01:16:24.640 --> 01:16:26.640]   We're going to do it by looking at pictures
[01:16:26.640 --> 01:16:35.160]   We're going to start with this picture these pictures come from a fantastic paper by Matt Zyla who nowadays is CEO of clarify
[01:16:35.160 --> 01:16:39.000]   which is a very successful computer vision start-up and
[01:16:39.000 --> 01:16:42.160]   His supervisor of his PhD Rob Fergus
[01:16:42.160 --> 01:16:48.200]   And they created a paper showing how you can visualize the layers of a convolutional neural network
[01:16:48.600 --> 01:16:53.120]   So a convolutional neural network will learn mathematically about what the layers are shortly
[01:16:53.120 --> 01:17:00.240]   But the basic idea is that your red green and blue pixel values that are numbers from 0 to 255 go into a simple computation
[01:17:00.240 --> 01:17:05.920]   The first layer and something comes out of that and then the result of that goes into a second layer
[01:17:05.920 --> 01:17:08.480]   that goes for a third layer and so forth and
[01:17:08.480 --> 01:17:14.800]   There can be up to a thousand layers of a neural network
[01:17:15.760 --> 01:17:19.880]   ResNet 34 has 34 layers ResNet 50 has 50 layers
[01:17:19.880 --> 01:17:27.000]   But let's look at layer one. There's this very simple computation. It's it's a convolution if you know what they are
[01:17:27.000 --> 01:17:29.000]   We'll learn more about them shortly
[01:17:29.000 --> 01:17:37.320]   What comes out of this first layer? Well, we can actually visualize these specific coefficients the specific parameters by drawing them as a picture
[01:17:37.320 --> 01:17:42.480]   There's actually a few dozen of them in the first layer, so we won't draw all of them
[01:17:42.480 --> 01:17:47.280]   But let's just look at mine at random. So here are nine examples of the actual
[01:17:47.280 --> 01:17:51.240]   coefficients from the first layer and so these operate on
[01:17:51.240 --> 01:17:54.160]   groups of pixels that are next to each other and
[01:17:54.160 --> 01:17:59.720]   So this first one basically finds groups of pixels that have a little horror than a little diagonal line in this direction
[01:17:59.720 --> 01:18:06.360]   This one finds diagonal lines in the other direction this fine gradients that go from yellow to blue in this direction
[01:18:06.360 --> 01:18:10.440]   This one finds gradients that go from pink to green in this direction and so forth
[01:18:10.440 --> 01:18:12.440]   That's a very very simple
[01:18:12.440 --> 01:18:14.120]   little
[01:18:14.120 --> 01:18:15.480]   filters
[01:18:15.480 --> 01:18:19.520]   That's layer one of a image net pre-trained convolutional neural net
[01:18:19.520 --> 01:18:23.000]   Layer two
[01:18:23.000 --> 01:18:31.160]   takes the results of those filters and does a second layer of computation and it allows it to create so here are nine examples of
[01:18:31.160 --> 01:18:39.440]   Kind of a way of visualizing this one of the second layer features and you can see it's basically learned to create something that looks for
[01:18:39.440 --> 01:18:42.840]   Corners top left corners and
[01:18:42.840 --> 01:18:46.800]   This one is learned to find things that find right hand curves
[01:18:46.800 --> 01:18:49.840]   This one is going to find things that find little circles
[01:18:49.840 --> 01:18:54.840]   So you can see how layer two like this is the easiest way to see it in layer one
[01:18:54.840 --> 01:18:57.760]   We have things that can find just one line in layer two
[01:18:57.760 --> 01:19:01.080]   We can find things that have two lines joined up or one line repeated
[01:19:01.080 --> 01:19:04.000]   If you then look over here
