
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:59:24.000 --> 00:59:30.000]   Yeah, I think that's a lot of good information to work with.
[00:59:30.000 --> 00:59:31.000]   I think that's it.
[00:59:31.000 --> 00:59:32.000]   Thank you, Josh.
[00:59:32.000 --> 00:59:33.000]   All right.
[00:59:33.000 --> 00:59:34.000]   Very good, sir.
[00:59:34.000 --> 00:59:35.000]   All right, moving on.
[00:59:35.000 --> 00:59:36.000]   Daniel in Florida.
[00:59:36.000 --> 00:59:37.000]   Daniel, welcome to the show, sir.
[00:59:37.000 --> 00:59:38.000]   How are you?
[00:59:38.000 --> 00:59:39.000]   Hey, Josh.
[00:59:39.000 --> 00:59:40.000]   I'm doing well.
[00:59:40.000 --> 00:59:41.000]   Thank you for taking my call.
[00:59:41.000 --> 00:59:42.000]   My pleasure.
[00:59:42.000 --> 00:59:48.000]   I've got a quick question, and it's less a technical question and more a theoretical question.
[00:59:48.000 --> 00:59:53.000]   You are the privacy guy, and so I wanted to run this by you.
[00:59:53.000 --> 01:00:00.000]   I have got an LLC business that is an LLC, and it is named -- it's in my name.
[01:00:00.000 --> 01:00:07.000]   I'm starting a new business that has no tie to me whatsoever name-wise, and I'd like to keep it that way.
[01:00:07.000 --> 01:00:19.000]   One of the things that's most concerning to me recently with the cancel culture craziness that's going on is, you know, people looking through past, you know, problematic tweets.
[01:00:19.000 --> 01:00:28.000]   And it seems to me that a future danger is that opinions that are reasonable today are not going to be reasonable five years from now.
[01:00:28.000 --> 01:00:41.000]   You know, you look at, to use low-hanging fruit, Barack Obama's 2012 beliefs on marriage in his campaign would make you a literal Nazi now.
[01:00:41.000 --> 01:00:42.000]   Right.
[01:00:42.000 --> 01:00:50.000]   And I'm looking for a way to distance myself from my business in a sane manner.
[01:00:50.000 --> 01:00:51.000]   I don't need to go overboard.
[01:00:51.000 --> 01:00:59.000]   I'm not worried about anyone looking into me for anything nefarious, but just to keep things like that at a minimum and how to structure that.
[01:00:59.000 --> 01:01:11.000]   My initial inclination was to set up my new business as a DBA of my current LLC, and I'm wondering if I can just go the easy route or if I need to get a little bit more involved.
[01:01:11.000 --> 01:01:19.000]   And, you know, again, it's just to kind of keep myself separated from the business against, you know, the most casual observer or lurker on Facebook.
[01:01:19.000 --> 01:01:21.000]   I don't need anything extreme, I don't think.
[01:01:21.000 --> 01:01:23.000]   But I'd love to hear your thoughts on that.
[01:01:23.000 --> 01:01:29.000]   What, are you willing to share the general nature of the business that you're considering?
[01:01:29.000 --> 01:01:30.000]   Yeah, absolutely.
[01:01:30.000 --> 01:01:32.000]   So it's an artistic business.
[01:01:32.000 --> 01:01:39.000]   I'm a photographer, and this is a corporate photography business as opposed to my previous photography business.
[01:01:39.000 --> 01:01:48.000]   I'll still be running both, but I do anticipate that the new business is going to be easily 75 to 80 percent of my revenue going forward.
[01:01:48.000 --> 01:01:49.000]   Okay.
[01:01:49.000 --> 01:01:52.000]   So the current business is going to sort of take a back seat.
[01:01:52.000 --> 01:01:53.000]   Right.
[01:01:53.000 --> 01:02:07.000]   So when you are interested in privacy, there are going to be several levels at which that has to be tackled.
[01:02:07.000 --> 01:02:10.000]   And I've studied this topic pretty deeply.
[01:02:10.000 --> 01:02:15.000]   I've tried to find solutions for you, and I think we need to begin by acknowledging it is tough.
[01:02:15.000 --> 01:02:18.000]   It is super, super tough.
[01:02:18.000 --> 01:02:36.000]   I don't think that I deserve in any way the label of the privacy guy because although I have an interest in privacy and I've studied it, I've come to the conclusion that in order to effectively maintain privacy, you have to be so deeply committed.
[01:02:36.000 --> 01:02:52.000]   And it substantially interferes with what most of us have come to believe is normal life, and that if you're going to be committed to privacy, it's going to come with some significant tradeoffs.
[01:02:52.000 --> 01:03:03.000]   For example, there was a time where I was pursuing privacy, and I tried to take my picture and all my family's pictures off of the Internet.
[01:03:03.000 --> 01:03:07.000]   And I saw the danger, and I said, "You know what?
[01:03:07.000 --> 01:03:14.000]   I used to share everything, but I'm going to do my best to take my picture and my image and all my family's images off the Internet."
[01:03:14.000 --> 01:03:26.000]   But then the question comes down, "How do I run a modern business that's kind of a personal brand influencer business like I run right now without sharing that stuff?
[01:03:26.000 --> 01:03:28.000]   How do I do it?
[01:03:28.000 --> 01:03:30.000]   And is it possible?"
[01:03:30.000 --> 01:03:34.000]   It's possible if that's somebody's part of somebody's shtick.
[01:03:34.000 --> 01:03:36.000]   Michael Bezel does a great job.
[01:03:36.000 --> 01:03:39.000]   His picture is nowhere, and his whole shtick is privacy.
[01:03:39.000 --> 01:03:44.000]   And so anybody who comes to him and looks to him for privacy, they expect that.
[01:03:44.000 --> 01:03:46.000]   But it's a lot harder for me.
[01:03:46.000 --> 01:03:51.000]   Am I not going to go on to somebody's podcast because I'm trying to do that?
[01:03:51.000 --> 01:03:56.000]   And I did this thing where I did an interview for a guy one time, and this was in kind of where I was trying to be super private.
[01:03:56.000 --> 01:04:03.000]   So I decided I wasn't going to do video at the time of my face and everything.
[01:04:03.000 --> 01:04:09.000]   And I went on an interview with a guy, and I did the interview, and it was audio only, but he was talking to me.
[01:04:09.000 --> 01:04:16.000]   And so I just turned on my camera for a moment, let him say hello so we could talk for a minute with face-to-face like normal humans.
[01:04:16.000 --> 01:04:18.000]   And then I turned my camera off for the Internet.
[01:04:18.000 --> 01:04:28.000]   Well, then he publishes the episode to the Internet, and all of a sudden there is my screenshot picture of my face put as a still thing on the video.
[01:04:28.000 --> 01:04:30.000]   And I came to the point, I was like, "What do I do?
[01:04:30.000 --> 01:04:39.000]   Do I write to this guy and be like some weirdo who says, 'Hey, man, would you please undo all this work and put some wacky avatar of me instead?'
[01:04:39.000 --> 01:04:41.000]   Or do I just say like this is normal?"
[01:04:41.000 --> 01:04:44.000]   And I eventually came to the point where I said, "This is unsustainable.
[01:04:44.000 --> 01:04:50.000]   I can't build a business in this normal way if I'm like this hardcore privacy."
[01:04:50.000 --> 01:04:52.000]   So I still find it frustrating.
[01:04:52.000 --> 01:05:00.000]   Like my wife and I have decided we don't put her picture online, we don't put our children's pictures online, but it's frustrating because I have the cutest kids in the world.
[01:05:00.000 --> 01:05:09.000]   And I could get so much great marketing clout by putting pictures of my cute children out there and all the things that I do.
[01:05:09.000 --> 01:05:10.000]   And it hurts me.
[01:05:10.000 --> 01:05:13.000]   It hurts my ability to market because of the privacy focus.
[01:05:13.000 --> 01:05:15.000]   And so I think that you'll face the same thing.
[01:05:15.000 --> 01:05:21.000]   And especially if there's something that's related to photography or some kind of personal brand, you'll face the same thing.
[01:05:21.000 --> 01:05:24.000]   And it's not an insignificant problem.
[01:05:24.000 --> 01:05:26.000]   It's a really significant problem.
[01:05:26.000 --> 01:05:28.000]   And so you've got to think through that first.
[01:05:28.000 --> 01:05:30.000]   Is this going to be worth it?
[01:05:30.000 --> 01:05:36.000]   Now, and then there are some businesses that lend themselves well to privacy and some that don't.
[01:05:36.000 --> 01:05:44.000]   And so if you really are interested in privacy, that's going to actually affect the kind of business that you run and affect how you run it.
[01:05:44.000 --> 01:05:46.000]   So give some serious thought to that.
[01:05:46.000 --> 01:05:50.000]   Now, the second thing component is going to be how are you going to get paid?
[01:05:50.000 --> 01:06:16.000]   And this is the hardest thing to maintain privacy for because in the United States there is such a heavy, heavy focus and emphasis on financial transparency that it feels almost impossible to do any business transaction privately, you know, outside of cash and possibly cryptocurrency,
[01:06:16.000 --> 01:06:21.000]   especially if you're using some kind of privacy-focused coin.
[01:06:21.000 --> 01:06:24.000]   But it's just really, really difficult to do.
[01:06:24.000 --> 01:06:30.000]   And so that's one of the reasons why tax evasion is—I advise against it.
[01:06:30.000 --> 01:06:41.000]   Like, the people who have the most need for privacy are those who either can't work legally or who are choosing to engage in non-taxed work in the black or gray markets.
[01:06:41.000 --> 01:06:49.000]   Those people have a really difficult time doing it because of the stranglehold that the government has on the financial system.
[01:06:49.000 --> 01:06:58.000]   When you interact in any way with the financial system, you have to understand that everybody with whom you interact is a paid spy for the U.S. government.
[01:06:58.000 --> 01:07:12.000]   And so that means that it's very difficult to do anything privately because your local bank has far more to lose than you do if they get caught facilitating somebody who's money laundering or tax evasion, etc.
[01:07:12.000 --> 01:07:16.000]   Because the government can shut them down, they can revoke their license, they can take their assets.
[01:07:16.000 --> 01:07:18.000]   It's just not worth it whatsoever.
[01:07:18.000 --> 01:07:23.000]   And so any person involved with finance that you work with is an unpaid spy for the government.
[01:07:23.000 --> 01:07:26.000]   And that's why you're required to have multiple forms of ID.
[01:07:26.000 --> 01:07:32.000]   Now it's getting to the point where you have to have real ID and you have to update it regularly and everything has to fit the profile perfectly.
[01:07:32.000 --> 01:07:49.000]   And so the only way to run a business truly privately is if you can figure out a payment system that is anonymous, because that's going to be your biggest, tough, hard part, is the payment system, and your images and things like that.
[01:07:49.000 --> 01:07:56.000]   So private businesses lend themselves to cash-oriented businesses where you get cash or checks.
[01:07:56.000 --> 01:08:05.000]   Now even the check system in days past, and it's still possible to some degree, although now to cash a check you need substantial identification.
[01:08:05.000 --> 01:08:12.000]   But in the days past, let's say that we were going back 10 years ago and you said, "All right, I'm an illegal immigrant to the United States.
[01:08:12.000 --> 01:08:14.000]   I can't work legally, but I need to make money."
[01:08:14.000 --> 01:08:17.000]   And so you start a pressure cleaning business.
[01:08:17.000 --> 01:08:23.000]   Well, privacy was fairly simple, that you would just simply offer a cash discount and somebody pays you with physical currency.
[01:08:23.000 --> 01:08:25.000]   That solves your privacy problems.
[01:08:25.000 --> 01:08:35.000]   Or if they pay you with a check, you ask of them that they pay you with a check and then you take that check to a local bank.
[01:08:35.000 --> 01:08:36.000]   You require that it's a local bank.
[01:08:36.000 --> 01:08:38.000]   You take that check to the local bank.
[01:08:38.000 --> 01:08:40.000]   You cash the check at the local bank.
[01:08:40.000 --> 01:08:41.000]   You don't need an account there.
[01:08:41.000 --> 01:08:43.000]   And you're able to get your money that way.
[01:08:43.000 --> 01:08:48.000]   And you can still do that, although the banks, especially the big ones, have become pretty hardcore.
[01:08:48.000 --> 01:08:57.000]   Like for example, Wells Fargo, if you go and cash a check that somebody pays you at Wells Fargo, on a Wells Fargo account, they literally require your thumbprint on the check.
[01:08:57.000 --> 01:09:01.000]   It's a horrific system, but you have no other recourse.
[01:09:01.000 --> 01:09:03.000]   No one else is going to do it for you.
[01:09:03.000 --> 01:09:06.000]   You try to do business in the postal money order system.
[01:09:06.000 --> 01:09:08.000]   You can still get money orders in the United States.
[01:09:08.000 --> 01:09:15.000]   I think you can get up to about $4,000 from them, but they start asking for ID.
[01:09:15.000 --> 01:09:20.000]   I can't remember the numbers, $2,000, $3,000, but you can go in and get -- someone can get a $500 money order without ID.
[01:09:20.000 --> 01:09:24.000]   But the problem that you face is when you go to cash it.
[01:09:24.000 --> 01:09:31.000]   And if you could try to go and cash a postal money order at a post office, they almost never have the cash.
[01:09:31.000 --> 01:09:33.000]   Now, $20, you can do it.
[01:09:33.000 --> 01:09:34.000]   $80, maybe.
[01:09:34.000 --> 01:09:35.000]   But $200?
[01:09:35.000 --> 01:09:38.000]   All of a sudden, they look at you and they're like, "I'm sorry.
[01:09:38.000 --> 01:09:40.000]   I don't have the money in my till," right?
[01:09:40.000 --> 01:09:42.000]   And they refresh the drawers every day.
[01:09:42.000 --> 01:09:49.000]   And so you can come at the very end of the day, and you might be able to cash your $400 money order, but the postal workers are going to be annoyed at you the whole time.
[01:09:49.000 --> 01:09:51.000]   It's a very, very frustrating system.
[01:09:51.000 --> 01:09:59.000]   And so you can do it in a world of cash and maintain privacy there, but it's hard beyond that.
[01:09:59.000 --> 01:10:08.000]   Now, this is why it's so important that we encourage other forms of payment that will work, distributed payment systems.
[01:10:08.000 --> 01:10:23.000]   This is why cryptocurrency is so important that we encourage and figure out how to make it work, because we've got to get this stranglehold off of us from the perspective of the total invasion of privacy all around the world.
[01:10:23.000 --> 01:10:25.000]   But we're a good ways off from that.
[01:10:25.000 --> 01:10:36.000]   So the most private businesses are going to be a business that you can do in person and that you can take physical payment, given the constraints that I just described.
[01:10:36.000 --> 01:10:41.000]   But you're going to lose elements of privacy anywhere you go beyond that.
[01:10:41.000 --> 01:10:45.000]   And so here you have to identify, "What is my concern?"
[01:10:45.000 --> 01:10:49.000]   And there are three basic entities involved.
[01:10:49.000 --> 01:10:57.000]   You've got the public, you've got financial institutions and service providers, and then you've got the IRS.
[01:10:57.000 --> 01:10:59.000]   So let's start with the easiest.
[01:10:59.000 --> 01:11:09.000]   You can run a business totally in cash, and you could just simply declare that to the IRS on a Schedule C, which is the most private way to do it.
[01:11:09.000 --> 01:11:12.000]   You just run it as a sole proprietorship.
[01:11:12.000 --> 01:11:15.000]   You report your income on a Schedule C.
[01:11:15.000 --> 01:11:17.000]   You don't even have to tell the IRS the name of it.
[01:11:17.000 --> 01:11:19.000]   You just have to report all the income that you earn.
[01:11:19.000 --> 01:11:27.000]   That keeps you totally legal, where you avoid any problems with the IRS, and then you can collect your payment elsewhere, and that's simple.
[01:11:27.000 --> 01:11:29.000]   You're not interacting with any institutions.
[01:11:29.000 --> 01:11:32.000]   You're not interacting with the local business registration.
[01:11:32.000 --> 01:11:33.000]   You're not filing a DBA form.
[01:11:33.000 --> 01:11:35.000]   You're not establishing an LLC.
[01:11:35.000 --> 01:11:38.000]   You're not establishing a bank account.
[01:11:38.000 --> 01:11:40.000]   Everything is just done in cash.
[01:11:40.000 --> 01:11:45.000]   You can totally do that, and that's going to be your most private business that you can have.
[01:11:45.000 --> 01:11:48.000]   And you can do that with a website.
[01:11:48.000 --> 01:11:54.000]   You can do that with a phone, easy to get a phone and a website anonymously, and that solves your problem.
[01:11:54.000 --> 01:12:08.000]   What you give up with that is you give up liability protection, and you give up probably the ability to grow, because that kind of business is going to have a pretty strong connection as to how big you can grow.
[01:12:08.000 --> 01:12:23.000]   Now, the second thing is -- so we've taken care of the IRS there, right, and the IRS is from now on going to be involved, because there you can't keep anything private from the IRS safely.
[01:12:23.000 --> 01:12:32.000]   So the second thing comes down to what about service providers and banks, et cetera, and this is where most of your danger comes in.
[01:12:32.000 --> 01:12:39.000]   The cancel culture is not only a concern with regard to the general public.
[01:12:39.000 --> 01:12:42.000]   It's also a concern with regard to service providers.
[01:12:42.000 --> 01:12:53.000]   Now, it doesn't sound to me like your kind of business is likely to be the kind of thing that would be shut down by a service provider, but let's say that you made a job instead of photography.
[01:12:53.000 --> 01:12:58.000]   You made a business assembling custom AR-15s, right?
[01:12:58.000 --> 01:13:05.000]   This is an entirely legal, 100% legal business, but now you've got major problems from a privacy perspective.
[01:13:05.000 --> 01:13:06.000]   The banks will shut you down.
[01:13:06.000 --> 01:13:09.000]   They'll say, "No, we don't want to do business with gun owners."
[01:13:09.000 --> 01:13:14.000]   The stripe will shut you down if you are doing this, and I've seen this a lot.
[01:13:14.000 --> 01:13:18.000]   It was one of my big concerns is that you see a lot of organizations.
[01:13:18.000 --> 01:13:35.000]   Most commonly you see there's been a lot of Christian organizations that have been put on the SPLC hate list, and then all of a sudden their stripe account gets canceled, their PayPal account gets canceled, and nobody can give them money except sending them a physical mailed check through the mail.
[01:13:35.000 --> 01:13:43.000]   And so the financial institutions are a real risk, but for a business like you're describing, that shouldn't come into play.
[01:13:43.000 --> 01:14:00.000]   Your personal opinions, we're not at the point yet where your personal opinions that you spout off on on Twitter are necessarily going to impact Stripe's willingness to keep your merchant account open with them, but you're not going to be able to establish that account and keep your name private.
[01:14:00.000 --> 01:14:06.000]   So even if you go and establish a company in a more private jurisdiction, there are a number of them.
[01:14:06.000 --> 01:14:10.000]   Wyoming is one of the favorites because they allow privacy on the filers.
[01:14:10.000 --> 01:14:13.000]   You can designate a nominee.
[01:14:13.000 --> 01:14:15.000]   There are a number of the states that allow it as well.
[01:14:15.000 --> 01:14:19.000]   So you can have an agent in Wyoming that files your corporation paperwork for you.
[01:14:19.000 --> 01:14:24.000]   You have a company that doesn't require the identity there.
[01:14:24.000 --> 01:14:30.000]   Your agent knows your identity, but when you go to a bank, the bank is going to require your personal identity.
[01:14:30.000 --> 01:14:35.000]   And so you can run that kind of company fairly anonymously.
[01:14:35.000 --> 01:14:39.000]   You can establish a Wyoming LLC that you hold.
[01:14:39.000 --> 01:14:45.000]   In order to establish bank accounts or merchant accounts, it will be connected to your personal identity.
[01:14:45.000 --> 01:14:55.000]   Unless you're big enough that you can hire an attorney and that attorney can be given power of attorney from the company, et cetera, and do that, it's possible, but it's bigger.
[01:14:55.000 --> 01:14:59.000]   And that is unlikely with a startup like yours.
[01:14:59.000 --> 01:15:05.000]   And then when you go and do your public-facing things, you can do all of that underneath a pseudonym.
[01:15:05.000 --> 01:15:07.000]   You can register yourself as an employee.
[01:15:07.000 --> 01:15:08.000]   You can work under a pseudonym.
[01:15:08.000 --> 01:15:15.000]   You can run your Internet website and everything anonymously.
[01:15:15.000 --> 01:15:21.000]   And so you can protect yourself there, but there's still going to be some significant exposure to you.
[01:15:21.000 --> 01:15:23.000]   And if anyone sues you, don't expect to maintain your privacy there.
[01:15:23.000 --> 01:15:29.000]   So in summary, what I would say is privacy is brutally difficult in our modern world.
[01:15:29.000 --> 01:15:38.000]   And it's not totally impossible, but it's about 90% impossible at this point in time.
[01:15:38.000 --> 01:15:42.000]   And so there is no such thing as perfect privacy any longer.
[01:15:42.000 --> 01:15:45.000]   There's only scales and levels.
[01:15:45.000 --> 01:15:50.000]   And so you've got to decide what scale and level am I concerned about.
[01:15:50.000 --> 01:16:00.000]   What I would submit to you is that the simplest way to solve the problem that you're describing is simply to stop saying things that are going to get you canceled.
[01:16:00.000 --> 01:16:10.000]   And that stinks because you feel like, well, this isn't crazy, but it's really the more practical solution versus pursuing privacy, at least on a hardcore level.
[01:16:10.000 --> 01:16:15.000]   But that's my analysis on the subject.
[01:16:15.000 --> 01:16:20.000]   Awesome. Thank you. That's really helpful. And it gives me kind of a good paradigm to think about all of this.
[01:16:20.000 --> 01:16:33.000]   I don't quite think I'm there yet. And a lot of that seems very extreme, given my position and giving what I think the threat assessment is ridiculous, as it sounds, to use a phrase like that, is and what I'm hoping to protect.
[01:16:33.000 --> 01:16:37.000]   But it really gives me a good paradigm to think about that from the top down. So thank you for that.
[01:16:37.000 --> 01:16:51.000]   Yeah. And what I would add, two things. Number one, the things that are easier to protect with regard to privacy are things like your physical location, your phone number, et cetera.
[01:16:51.000 --> 01:17:04.000]   What I came to when I did this analysis, I came to the conclusion that it was basically impossible for me, for all the reasons that I described, to create total privacy around a business venture.
[01:17:04.000 --> 01:17:13.000]   But what I could do is I could create massive privacy around things like my physical location, where I sleep at night, et cetera.
[01:17:13.000 --> 01:17:24.000]   And by imposing discipline and being thoughtful with phone numbers and electronic devices, et cetera, then I can gain a substantial amount of personal privacy.
[01:17:24.000 --> 01:17:28.000]   And so in many cases, that's significant enough.
[01:17:28.000 --> 01:17:42.000]   The second thing is, as I've analyzed the problem, what I've come to the conclusion of, that to survive cancel culture, there are two strong solutions and two strong ways to survive cancel culture.
[01:17:42.000 --> 01:17:49.000]   The number one is don't say anything. And I think that this should be followed by far more people than it is.
[01:17:49.000 --> 01:17:57.000]   That there's that not everybody, right? If somebody really wants to talk, fine, but that more of us should just simply not say anything.
[01:17:57.000 --> 01:18:02.000]   And I just point out that most of us aren't doing anything productive by saying anything anyway.
[01:18:02.000 --> 01:18:10.000]   We're not actually changing anybody's mind. We're not actually having an influence. We're just making noise and creating heat.
[01:18:10.000 --> 01:18:21.000]   And so the solution is just don't say anything. And if you just don't say anything, or at least not in a public format where you can go viral, then things are simpler.
[01:18:21.000 --> 01:18:26.000]   That's not a perfect solution, but if somebody avoids using social media, they can avoid a lot, not all.
[01:18:26.000 --> 01:18:30.000]   So I would give an example of people who can't avoid everything.
[01:18:30.000 --> 01:18:43.000]   Think about the guy at Costco a few weeks ago that got fired from his insurance company because he didn't want to wear a mask at Costco.
[01:18:43.000 --> 01:19:03.000]   And he yelled at the person and said, "I feel threatened." And then somebody took a video of it and said – and a few days later he lost his business, he lost his job and everything, even though he wasn't spouting off on social media.
[01:19:03.000 --> 01:19:11.000]   So he could have avoided that by not saying anything and by just submitting to the crowd dynamics and going along the way.
[01:19:11.000 --> 01:19:36.000]   Another example of a guy who got burned even though he wasn't personally publishing stuff on social media was the biker who was wrongly identified as – in Maryland, the guy who was wrongly identified as accosting the little girl and the woman who were putting up papers in support of a Black Lives Matter protest.
[01:19:36.000 --> 01:19:43.000]   And so here was this guy who – I think he was a businessman or an attorney. I've got the news story in my archives.
[01:19:43.000 --> 01:19:48.000]   But here was this guy. His name – I have it here. Just a moment.
[01:19:48.000 --> 01:19:54.000]   Peter Weinberg, a 49-year-old finance marketing executive in Bethesda, Maryland.
[01:19:54.000 --> 01:19:58.000]   And I'll just read two paragraphs from the news story from The New Yorker.
[01:19:58.000 --> 01:20:10.000]   "By the standards of the pandemic, Thursday had been a normal day for Peter Weinberg, a 49-year-old finance marketing executive.
[01:20:10.000 --> 01:20:18.000]   He worked from his home in Bethesda, Maryland right outside of the District of Columbia, staying busy with Zoom meetings and the new rituals of a socially isolated world.
[01:20:18.000 --> 01:20:22.000]   Then around 10 p.m. he received an irate message on LinkedIn from someone he didn't know."
[01:20:22.000 --> 01:20:30.000]   And so he gets all these messages after message after message, and all these pictures come in.
[01:20:30.000 --> 01:20:38.000]   And what happens is everyone pieces together that he used an application that followed his bike rides, and he used an application.
[01:20:38.000 --> 01:20:44.000]   And that application released his – I think it was Strava, maybe – releases his daily bike rides publicly.
[01:20:44.000 --> 01:20:51.000]   And somebody went looking for him because the police had released the wrong date of the assault.
[01:20:51.000 --> 01:20:55.000]   The police had said the wrong date, and so he had been riding in the park on that date.
[01:20:55.000 --> 01:21:02.000]   And somebody thought that his red helmet and his face looked like the face and the helmet of the guy in the story.
[01:21:02.000 --> 01:21:06.000]   And so he got doxed, even though he didn't have a social media account.
[01:21:06.000 --> 01:21:14.000]   So there are still dangers for all of us on these regards, even if you don't share something publicly.
[01:21:14.000 --> 01:21:19.000]   So it's not a perfect solution, but the majority of that can just go away by just being quiet and not saying anything.
[01:21:19.000 --> 01:21:22.000]   The second solution is just simply to lean into your brand.
[01:21:22.000 --> 01:21:28.000]   The people who are impossible to cancel are the people who are just open and loudmouthed with what they think.
[01:21:28.000 --> 01:21:35.000]   And it's not a – where their social media use and their in-person use is totally congruent.
[01:21:35.000 --> 01:21:42.000]   There are lots of people with loud, offensive opinions who are totally uncancellable because they've never hidden that.
[01:21:42.000 --> 01:21:46.000]   Yeah, Twitter might dump them, but that's not what you're talking about.
[01:21:46.000 --> 01:21:51.000]   The crowds aren't going to reach them because they're just clear and loud and outspoken with what they think and what they believe.
[01:21:51.000 --> 01:21:54.000]   And I think those are the two strategies that work.
[01:21:54.000 --> 01:22:00.000]   Either make everything that you do congruent with what you think and what you believe or don't say anything on the Internet.
[01:22:00.000 --> 01:22:02.000]   The major risk is just simply saying things on the Internet.
[01:22:02.000 --> 01:22:07.000]   It's not so much of a risk to speak to people in person in normal situations and tell them what you think.
[01:22:07.000 --> 01:22:16.000]   The major risk is saying things on the Internet because we have an unprecedented situation in which millions and millions of people can interact with your comments.
[01:22:16.000 --> 01:22:19.000]   And that's brand new in the history of the world.
[01:22:19.000 --> 01:22:30.000]   So in addition to privacy of business, which to the degree I laid out is possible, I would say the lower hanging fruit is privacy of your location where you live.
[01:22:30.000 --> 01:22:36.000]   So at least you can go to sleep at night knowing that someone's not going to knock on the door and bust your door down.
[01:22:36.000 --> 01:22:46.000]   And then also you can choose the level of circumspection that you choose to exercise on what you actually do say publicly.
[01:22:46.000 --> 01:22:48.000]   Perfect. Thank you very much.
[01:22:48.000 --> 01:22:57.000]   And I was afraid that you were going to say that as an avid user of social media who has no fear spouting his opinions all over the place.
[01:22:57.000 --> 01:23:00.000]   That's what I knew you were going to say, but I hope you wouldn't.
[01:23:00.000 --> 01:23:02.000]   My pleasure.
[01:23:02.000 --> 01:23:03.000]   All right, Daniel, have a great day.
[01:23:03.000 --> 01:23:04.000]   All right.
[01:23:04.000 --> 01:23:08.000]   $10 left. Let's go to Matt in North Carolina.
[01:23:08.000 --> 01:23:09.000]   Matt, welcome back.
[01:23:09.000 --> 01:23:15.000]   Were you just sitting there burning saying, "Joshua, tell them I'm a financial advisor. Joshua, tell them I'm a financial advisor."
[01:23:15.000 --> 01:23:19.000]   And I'm sitting here at PLCwealth.com.
[01:23:19.000 --> 01:23:22.000]   Did I get you right?
[01:23:22.000 --> 01:23:25.000]   Of course. I'm sitting here in my basement just like everybody else.
[01:23:25.000 --> 01:23:28.000]   Thank you for your generous comments.
[01:23:28.000 --> 01:23:30.000]   It's always a pleasure to chat with you.
[01:23:30.000 --> 01:23:32.000]   You got any gas left in the tank?
[01:23:32.000 --> 01:23:33.000]   I mean, you've been at it 90 minutes now.
[01:23:33.000 --> 01:23:34.000]   I do. I'm ready to go.
[01:23:34.000 --> 01:23:35.000]   I'm a machine, man.
[01:23:35.000 --> 01:23:36.000]   Let's go.
[01:23:36.000 --> 01:23:37.000]   Okay.
[01:23:37.000 --> 01:23:41.000]   Well, first, I just wanted to thank you for your encouragement and help over the last five years.
[01:23:41.000 --> 01:23:45.000]   I'll take a moment and plug your consulting services as some of the best value anywhere.
[01:23:45.000 --> 01:23:50.000]   I really appreciated our call in January, and I feel like that plays really well to your strengths.
[01:23:50.000 --> 01:23:51.000]   Thank you.
[01:23:51.000 --> 01:23:52.000]   So thanks for that.
[01:23:52.000 --> 01:24:02.000]   During the pandemic and post-pandemic, communicating on the Internet is more important than ever, and it's also more crowded with content than it ever has been before.
[01:24:02.000 --> 01:24:09.000]   I guess I wanted to ask your feelings on how these developments sort of change content marketing.
[01:24:09.000 --> 01:24:12.000]   I would call you a podcast incumbent.
[01:24:12.000 --> 01:24:23.000]   I'm a new guy, and I just wonder how you think about sort of how this plays out in the Internet as we find it in 2020.
[01:24:23.000 --> 01:24:24.000]   I guess I'm the opposite of the last caller.
[01:24:24.000 --> 01:24:25.000]   I'm not seeking privacy.
[01:24:25.000 --> 01:24:26.000]   Right.
[01:24:26.000 --> 01:24:27.000]   Right.
[01:24:27.000 --> 01:24:28.000]   You're sort of seeking publicity.
[01:24:28.000 --> 01:24:29.000]   Sure.
[01:24:29.000 --> 01:24:54.000]   I think it is really interesting, and I've been fascinated at how many people I have seen, just people who previously didn't engage in public-facing content, who just grabbed their cell phone and turned the camera on and start going live on Facebook and giving a motivational speech or talking about anything.
[01:24:54.000 --> 01:24:55.000]   It's truly remarkable.
[01:24:56.000 --> 01:25:07.000]   It feels like – I'm sure there's another stage beyond this, but it feels to me like we're at the last stage of this revolution that has been happening.
[01:25:07.000 --> 01:25:09.000]   I'm not sure if it's 20 years.
[01:25:09.000 --> 01:25:11.000]   Maybe it's more.
[01:25:11.000 --> 01:25:12.000]   Maybe it's 25 or 30 years.
[01:25:12.000 --> 01:25:21.000]   But if we think about – I'll just sketch it out how I see it as far as what's happened.
[01:25:21.000 --> 01:25:38.000]   With the development of the Internet, we went through some initial phases where more and more people started to be connected, and then bandwidth started to open up, so people started to be able to build websites, and everything was text-based due to slow connection speeds.
[01:25:38.000 --> 01:25:45.000]   Then connection speeds increased, and there started to be much more visual opportunity, creating things visually.
[01:25:45.000 --> 01:25:52.000]   But then there was a video revolution when broadband speeds became common, and then video started to become really key.
[01:25:52.000 --> 01:25:59.000]   And then the mobile device, which is what, at this point, 10 years old, 13 years old, something like that, 11, 12 years old, I guess.
[01:25:59.000 --> 01:26:03.000]   It would be about 2008, I think, 2007, 2008, that the iPhone came out.
[01:26:03.000 --> 01:26:07.000]   The iPhone totally transformed everything.
[01:26:07.000 --> 01:26:13.000]   It took a few years for the fullness of the connections to be in place.
[01:26:13.000 --> 01:26:20.000]   So podcasts changed dramatically once the iPhone allowed for podcasts to be downloaded over the air.
