
[00:00:00.040 --> 00:00:09.480]   Оп
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.700 --> 00:50:18.700]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:18.740 --> 00:50:48.720]  ,
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.720 --> 00:50:48.720]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:50:48.740 --> 00:51:18.740]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:18.740 --> 00:51:18.740]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:18.780 --> 00:51:48.760]  ,
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.760 --> 00:51:48.760]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:51:48.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.780 --> 00:52:18.780]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:18.820 --> 00:52:48.800]  ,
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.800 --> 00:52:48.800]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:52:48.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.820 --> 00:53:18.820]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:18.860 --> 00:53:48.840]  ,
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.840 --> 00:53:48.840]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:53:48.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:18.860]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:18.860 --> 00:54:48.880]  ,
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.880 --> 00:54:48.880]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:54:48.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.900 --> 00:55:18.900]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:18.940 --> 00:55:48.920]  ,
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.920 --> 00:55:48.920]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:55:48.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.940 --> 00:56:18.940]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:18.980 --> 00:56:48.960]  ,
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.960 --> 00:56:48.960]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:56:48.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:18.980 --> 00:57:18.980]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:19.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.000 --> 00:57:49.000]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:57:49.040 --> 00:58:19.020]  ,
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.020 --> 00:58:19.020]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:19.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.040 --> 00:58:49.040]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:58:49.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.060 --> 00:59:19.060]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:19.100 --> 00:59:49.080]  ,
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.080 --> 00:59:49.080]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:59:49.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.100 --> 01:00:19.100]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:19.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.120 --> 01:00:49.120]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:00:49.160 --> 01:01:19.140]  ,
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.140 --> 01:01:19.140]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:19.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.160 --> 01:01:49.160]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:01:49.200 --> 01:02:19.180]  ,
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.180 --> 01:02:19.180]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:19.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.200 --> 01:02:49.200]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:02:49.240 --> 01:03:19.220]  ,
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.220 --> 01:03:19.220]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:19.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.240 --> 01:03:49.240]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:03:49.280 --> 01:04:19.260]  ,
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.260 --> 01:04:19.260]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:19.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.280 --> 01:04:49.280]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:04:49.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.300 --> 01:05:19.300]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:19.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.320 --> 01:05:49.320]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:05:49.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.340 --> 01:06:19.340]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:19.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.360 --> 01:06:49.360]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:06:49.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.380 --> 01:07:19.380]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:19.400 --> 01:07:49.400]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:49.400 --> 01:07:49.400]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[01:07:49.400 --> 01:07:49.400]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
