
[00:00:00.000 --> 00:00:07.500]   [APPLAUSE]
[00:39:48.540 --> 00:39:51.660]   We have planned out what cash flows someone needs.
[00:39:51.660 --> 00:39:53.460]   That bond makes a perfect choice.
[00:39:53.460 --> 00:39:56.380]   We know when it matures exactly what we're going to get.
[00:39:56.380 --> 00:39:59.540]   So I think you really have to decide what your investment
[00:39:59.540 --> 00:40:01.780]   approach is going to be.
[00:40:01.780 --> 00:40:04.460]   And once you decide that, that's going to lead you
[00:40:04.460 --> 00:40:07.780]   to the right choice for you.
[00:40:07.780 --> 00:40:11.500]   I agree completely with Dana that a ladder
[00:40:11.500 --> 00:40:14.220]   of individual bonds is superior in the sense
[00:40:14.220 --> 00:40:16.100]   that you can match liabilities and expenses.
[00:40:16.100 --> 00:40:19.620]   You can't do that easily with a bond fund.
[00:40:19.620 --> 00:40:21.180]   It's really a matter of convenience.
[00:40:21.180 --> 00:40:23.780]   It's really a pain that took us to put together a bond ladder.
[00:40:23.780 --> 00:40:27.420]   It's easy to buy a bond fund.
[00:40:27.420 --> 00:40:31.060]   And the way I look at it, ETF versus open-end, close-end,
[00:40:31.060 --> 00:40:33.100]   do you own the individual treasuries
[00:40:33.100 --> 00:40:34.780]   if that's what you're going to be owning?
[00:40:34.780 --> 00:40:36.300]   You're going to get a Reuben sandwich.
[00:40:36.300 --> 00:40:38.600]   It doesn't matter whether it's wrapped in yellow paper,
[00:40:38.600 --> 00:40:39.980]   or green paper, or red paper.
[00:40:39.980 --> 00:40:42.440]   At the end of the day, it really doesn't matter that much.
[00:40:42.440 --> 00:40:45.140]   It's really a matter of convenience and psychology
[00:40:45.140 --> 00:40:48.380]   before anything else.
[00:40:48.380 --> 00:40:50.060]   I think it's important to point out
[00:40:50.060 --> 00:40:51.540]   there's a difference between trying
[00:40:51.540 --> 00:40:55.860]   to buy treasuries individually versus a treasury fund
[00:40:55.860 --> 00:40:58.460]   and trying to buy individual corporate bonds versus
[00:40:58.460 --> 00:40:59.380]   a corporate fund.
[00:40:59.380 --> 00:41:01.500]   I think there's a real diversification need there
[00:41:01.500 --> 00:41:03.500]   when you get into corporate bonds.
[00:41:03.500 --> 00:41:05.780]   And to not quite as much of an extent,
[00:41:05.780 --> 00:41:08.920]   also muni bonds, that it's worth using a fund for those.
[00:41:08.920 --> 00:41:10.460]   But I think you've got an option when
[00:41:10.460 --> 00:41:13.100]   it comes to nominal treasuries and TIPS.
[00:41:13.100 --> 00:41:15.400]   [END PLAYBACK]
[00:41:15.400 --> 00:41:17.780]   Thank you.
[00:41:17.780 --> 00:41:20.720]   One question we had, I'll probably
[00:41:20.720 --> 00:41:22.300]   address this to Jonathan, since you
[00:41:22.300 --> 00:41:25.180]   talked about the value of waiting
[00:41:25.180 --> 00:41:28.300]   to collect Social Security.
[00:41:28.300 --> 00:41:31.100]   If I could collect my Social Security earlier
[00:41:31.100 --> 00:41:36.740]   and invest all those dollars, why wouldn't I do that?
[00:41:36.740 --> 00:41:39.020]   There are various questions that make my head explode.
[00:41:39.020 --> 00:41:41.780]   [LAUGHTER]
[00:41:41.780 --> 00:41:44.220]   One of them, and I won't go back to it, but one of them
[00:41:44.220 --> 00:41:48.460]   is the bond fund versus individual bond question.
[00:41:48.460 --> 00:41:50.420]   So much nonsense said about that.
[00:41:50.420 --> 00:41:53.020]   Similarly, why don't I take my Social Security
[00:41:53.020 --> 00:41:54.060]   early and invest it?
[00:41:54.060 --> 00:41:56.980]   Well, yeah, if you take your Social Security early
[00:41:56.980 --> 00:41:59.960]   and you invest it in stocks, yes, you're
[00:41:59.960 --> 00:42:02.340]   taking on more risk, but yes, you should do better.
[00:42:02.340 --> 00:42:05.740]   But it's an apples to oranges comparison.
[00:42:05.740 --> 00:42:10.260]   You're comparing a government guaranteed flow of money
[00:42:10.260 --> 00:42:12.420]   to investing in the stock market.
[00:42:12.420 --> 00:42:16.260]   If you take more risk, yes, you should earn higher returns.
[00:42:16.260 --> 00:42:20.300]   But if you compare taking Social Security early and going out
[00:42:20.300 --> 00:42:24.940]   and buying bonds or bond funds, no.
[00:42:24.940 --> 00:42:26.980]   Obviously, it's not going to be sensible.
[00:42:26.980 --> 00:42:29.020]   Most people in retirement are going
[00:42:29.020 --> 00:42:33.060]   to want a stream of income they get every month,
[00:42:33.060 --> 00:42:37.180]   and preferably an income stream that is indexed to inflation
[00:42:37.180 --> 00:42:39.540]   and is at least partially tax-free.
[00:42:39.540 --> 00:42:42.260]   And that is what Social Security will deliver.
[00:42:42.260 --> 00:42:44.940]   We also know from the research that retirees
[00:42:44.940 --> 00:42:48.340]   who have predictable income from a pension,
[00:42:48.340 --> 00:42:51.420]   from Social Security, from an immediate fixed annuity,
[00:42:51.420 --> 00:42:53.100]   tend to be happier.
[00:42:53.100 --> 00:42:55.020]   Frankly, when people claim that they're
[00:42:55.020 --> 00:42:57.460]   going to take Social Security early
[00:42:57.460 --> 00:43:00.900]   and invest it in the markets, if you dig beneath the surface,
[00:43:00.900 --> 00:43:03.100]   what you tend to find out is they have already
[00:43:03.100 --> 00:43:05.880]   claimed Social Security early, and now they're
[00:43:05.880 --> 00:43:07.740]   trying to justify what they've already done.
[00:43:07.740 --> 00:43:10.220]   [LAUGHTER]
[00:43:10.220 --> 00:43:15.260]   Moving on to a different question,
[00:43:15.260 --> 00:43:19.100]   if I have a certain percentage of my portfolio
[00:43:19.100 --> 00:43:21.740]   that I want in bonds, and I don't
[00:43:21.740 --> 00:43:24.740]   have any more space in my tax-deferred accounts,
[00:43:24.740 --> 00:43:28.220]   would you recommend buying munis in my taxable brokerage
[00:43:28.220 --> 00:43:29.780]   account?
[00:43:29.780 --> 00:43:34.860]   How do I decide if munis are right for me?
[00:43:34.860 --> 00:43:36.460]   I think that's exactly how you decide
[00:43:36.460 --> 00:43:38.060]   whether munis are right for you.
[00:43:38.060 --> 00:43:40.940]   I used to have a portfolio that was all sheltered.
[00:43:40.940 --> 00:43:43.140]   Now I have a portfolio that's almost all taxable.
[00:43:43.140 --> 00:43:45.620]   That's just the way my financial life has gone.
[00:43:45.620 --> 00:43:49.540]   And so my bonds are now mostly in taxable.
[00:43:49.540 --> 00:43:52.820]   And because I'm in a high tax bracket, that means muni bonds.
[00:43:52.820 --> 00:43:57.060]   And so I think we're forced by our circumstances
[00:43:57.060 --> 00:43:58.580]   to invest in muni bonds.
[00:43:58.580 --> 00:44:01.780]   I just can't put everything into a tax-protected account.
[00:44:01.780 --> 00:44:03.820]   It's too small of a percentage of my portfolio.
[00:44:03.820 --> 00:44:05.920]   So something's got to go into taxable.
[00:44:05.920 --> 00:44:08.380]   And if it's going to go into taxable and is bonds for me,
[00:44:08.380 --> 00:44:11.820]   that means muni bonds.
[00:44:11.820 --> 00:44:14.100]   In terms of deciding if you should have munis,
[00:44:14.100 --> 00:44:16.740]   you look at the taxable equivalent yield.
[00:44:16.740 --> 00:44:19.940]   So what would you have to earn on your muni after taxes
[00:44:19.940 --> 00:44:24.300]   to make it equivalent to a taxable bond?
[00:44:24.300 --> 00:44:27.220]   Thank you.
[00:44:27.220 --> 00:44:28.300]   Going to like this one.
[00:44:28.300 --> 00:44:30.420]   Are index funds a bubble?
[00:44:30.420 --> 00:44:31.820]   We'll let the panel address that.
[00:44:31.820 --> 00:44:36.280]   [LAUGHTER]
[00:44:36.280 --> 00:44:36.780]   No.
[00:44:36.780 --> 00:44:39.640]   [LAUGHTER]
[00:44:39.640 --> 00:44:43.080]   They've done very well, though.
[00:44:43.080 --> 00:44:44.000]   No.
[00:44:44.000 --> 00:44:45.260]   Index funds a bubble?
[00:44:45.260 --> 00:44:47.000]   Is that what the question was, you said?
[00:44:47.000 --> 00:44:49.500]   No.
[00:44:49.500 --> 00:44:50.000]   No.
[00:44:50.000 --> 00:44:51.920]   [LAUGHTER]
[00:44:51.920 --> 00:44:55.280]   I think it's important to realize that, yes, US
[00:44:55.280 --> 00:44:58.320]   stocks have done great over the last decade.
[00:44:58.320 --> 00:44:59.920]   But I've got a lot of index funds
[00:44:59.920 --> 00:45:02.640]   that haven't necessarily done that great
[00:45:02.640 --> 00:45:03.520]   over the last decade.
[00:45:03.520 --> 00:45:04.680]   Those are index funds, too.
[00:45:04.680 --> 00:45:07.080]   So I wouldn't say that because it's an index fund,
[00:45:07.080 --> 00:45:08.200]   it's a bubble.
[00:45:08.200 --> 00:45:11.320]   I mean, the index fund is just matching the market.
[00:45:11.320 --> 00:45:11.880]   That's it.
[00:45:11.880 --> 00:45:14.280]   Whatever that market may be.
[00:45:14.280 --> 00:45:17.200]   And just to add to Jim's point, if you
[00:45:17.200 --> 00:45:22.400]   have a cap-weighted index fund, every stock that it owns,
[00:45:22.400 --> 00:45:25.880]   individual investors actually manage their portfolio
[00:45:25.880 --> 00:45:28.520]   own in exactly the same percentages
[00:45:28.520 --> 00:45:30.000]   if you look at them collectively.
[00:45:30.000 --> 00:45:34.040]   So if index funds are a bubble, then so
[00:45:34.040 --> 00:45:37.360]   are all active investors invested in those stocks.
[00:45:37.360 --> 00:45:39.760]   Yeah, there's a whole list of really stupid things
[00:45:39.760 --> 00:45:43.080]   that active managers say about index funds.
[00:45:43.080 --> 00:45:47.080]   And I think that's number two or three on the list.
[00:45:47.080 --> 00:45:49.560]   It's pretty high up on the list.
[00:45:49.560 --> 00:45:51.520]   OK.
[00:45:51.520 --> 00:45:55.880]   I wanted to ask you, looking out at the landscape of investment
[00:45:55.880 --> 00:45:59.840]   products and services at Vanguard and at other firms,
[00:45:59.840 --> 00:46:03.320]   I'm wondering, are there developments of note
[00:46:03.320 --> 00:46:06.520]   that you think could be beneficial or handy
[00:46:06.520 --> 00:46:09.280]   for investors or things you're seeing
[00:46:09.280 --> 00:46:12.040]   that you're particularly concerned about these days?
[00:46:12.040 --> 00:46:18.040]   Are you asking about products that should be available that
[00:46:18.040 --> 00:46:18.920]   are not?
[00:46:18.920 --> 00:46:19.420]   It could be.
[00:46:19.420 --> 00:46:20.120]   It could be that.
[00:46:20.120 --> 00:46:22.560]   Or it could be things that are available.
[00:46:22.560 --> 00:46:23.880]   Well, I'll make a pitch, and I've
[00:46:23.880 --> 00:46:27.320]   been doing this for a long time, for balance ETFs
[00:46:27.320 --> 00:46:31.040]   that we can put in taxable accounts, where
[00:46:31.040 --> 00:46:35.160]   the tax efficiency of the ETF would be--
[00:46:35.160 --> 00:46:38.360]   using that to create redemption baskets within the ETF
[00:46:38.360 --> 00:46:44.640]   would be a real benefit in a balanced portfolio.
[00:46:44.640 --> 00:46:46.280]   So you could buy one fund.
[00:46:46.280 --> 00:46:49.320]   You could buy a balanced index fund in your taxable account
[00:46:49.320 --> 00:46:53.120]   that has municipals in it, no capital gain distributions,
[00:46:53.120 --> 00:46:55.400]   fairly low dividend distributions.
[00:46:55.400 --> 00:46:56.800]   I think that would be beneficial.
[00:46:56.800 --> 00:46:59.480]   But it's not out there.
[00:46:59.480 --> 00:47:01.280]   I mean, Alan Roth isn't up here right now,
[00:47:01.280 --> 00:47:04.160]   but I'll put in a plug-in for his favorite idea,
[00:47:04.160 --> 00:47:06.000]   or what I think is his favorite idea, which
[00:47:06.000 --> 00:47:11.160]   is, if you take the current TIPS yield of, let's say, 2.4%,
[00:47:11.160 --> 00:47:14.920]   and you amortize that over 30 years into a sinking fund
[00:47:14.920 --> 00:47:18.240]   so that you get an inflation-adjusted real income
[00:47:18.240 --> 00:47:20.200]   every year for 30 years-- you basically
[00:47:20.200 --> 00:47:24.080]   are making a ladder-- then you have about a 4.8% burn
[00:47:24.080 --> 00:47:25.160]   rate out of that.
[00:47:25.160 --> 00:47:29.400]   A real burn rate of 4.8% every year goes up by inflation.
[00:47:29.400 --> 00:47:33.200]   And it would really be nice if some large index fund
[00:47:33.200 --> 00:47:40.800]   provider would provide a fund like that, dated to 2053, 2043,
[00:47:40.800 --> 00:47:46.520]   and so forth, that would yield that amortized real interest
[00:47:46.520 --> 00:47:48.760]   payment over the lifetime of it.
[00:47:48.760 --> 00:47:51.120]   It would have a fixed duration.
[00:47:51.120 --> 00:47:55.240]   But there are some fixed duration TIPS funds, ETFs now,
[00:47:55.240 --> 00:47:55.840]   right?
[00:47:55.840 --> 00:47:57.840]   Yes, but they're constantly rolling.
[00:47:57.840 --> 00:47:59.600]   There's some brand new ones that basically
[00:47:59.600 --> 00:48:00.960]   function as individual TIPS.
[00:48:00.960 --> 00:48:02.720]   They're basically one-year TIPS, which
[00:48:02.720 --> 00:48:05.140]   don't make a lot of sense to me, because you might as well
[00:48:05.140 --> 00:48:07.960]   just buy the darn TIP for that year.
[00:48:07.960 --> 00:48:10.520]   One product-- it's not necessarily new,
[00:48:10.520 --> 00:48:13.440]   but it addresses the concern that Jim brought up
[00:48:13.440 --> 00:48:15.800]   in terms of, when you're buying individual bonds,
[00:48:15.800 --> 00:48:18.560]   it can be very safe to buy Treasury bills or agency bonds
[00:48:18.560 --> 00:48:19.160]   or CDs.
[00:48:19.160 --> 00:48:20.680]   But when you get into corporates,
[00:48:20.680 --> 00:48:22.320]   now you're taking on some risk.
[00:48:22.320 --> 00:48:24.240]   So there are packages of bonds.
[00:48:24.240 --> 00:48:25.600]   It's called bullet shares.
[00:48:25.600 --> 00:48:26.920]   It's basically an ETF.
[00:48:26.920 --> 00:48:28.000]   It's a package of bonds.
[00:48:28.000 --> 00:48:30.520]   They all mature about the same time.
[00:48:30.520 --> 00:48:32.080]   And so I think products like that
[00:48:32.080 --> 00:48:35.160]   can be a good hybrid that allows you to create somewhat
[00:48:35.160 --> 00:48:39.080]   of a bond ladder, but still getting diversification
[00:48:39.080 --> 00:48:42.720]   if you were going to go into corporates.
[00:48:42.720 --> 00:48:46.120]   If I could have one wish out of Vanguard,
[00:48:46.120 --> 00:48:48.480]   it would be that they would fix it
[00:48:48.480 --> 00:48:53.920]   so we can buy ETFs other than Vanguard with partial shares.
[00:48:53.920 --> 00:48:57.040]   I think that'll change the life of a lot of investors
[00:48:57.040 --> 00:49:00.000]   who don't have a lot of money.
[00:49:00.000 --> 00:49:02.560]   OK, I think we have run out of time.
[00:49:02.560 --> 00:49:05.440]   I want to thank an incredible panel--
[00:49:05.440 --> 00:49:10.600]   Bill Bernstein, Rick Ferry, Paul Merriman, Dana Anspach,
[00:49:10.600 --> 00:49:12.640]   Jonathan Clemens, Jim Dolley.
[00:49:12.640 --> 00:49:16.640]   It's been great to hear all your observations, your disagreements.
[00:49:16.640 --> 00:49:18.440]   Thank you.
[00:49:18.440 --> 00:49:21.800]   [APPLAUSE]
[00:49:21.800 --> 00:49:25.160]   [SIDE CONVERSATION]
[00:49:25.400 --> 00:49:26.960]   Thanks.
[00:49:27.760 --> 00:49:31.120]   [SIDE CONVERSATION]
[00:49:31.120 --> 00:49:41.120]   [BLANK_AUDIO]

