
[00:00:00.040 --> 00:00:09.520]   err
[00:40:13.880 --> 00:40:13.880]   Other discounts for items being used. Any kind of used item that you own plummets in value, but it might not be plummeting in value to you. For example, you might have a used car. And that used car might, because you plan intelligently, and you're facing a situation like this, that used car might be worth just a little bit above what your state exempts in terms of the value of the automobile that you're using.
[00:40:13.880 --> 00:40:13.880]  , and that used car might be worth just a little bit above what your state exempts in terms of the value of the automobile that you're using.
[00:40:13.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:40:43.900]   The price of a used car is a little bit higher.
[00:40:43.900 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.920 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.920 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.920 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.920 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.920 --> 00:41:13.920]   The price of a used car is a little bit higher.
[00:41:13.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:41:43.940]   The price of a used car is a little bit higher.
[00:41:43.940 --> 00:42:13.960]   the price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.960 --> 00:42:13.960]   The price of a used car is a little bit higher.
[00:42:13.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:42:43.980]   The price of a used car is a little bit higher.
[00:42:43.980 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.000 --> 00:43:14.000]   The price of a used car is a little bit higher.
[00:43:14.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:43:44.020]   The price of a used car is a little bit higher.
[00:43:44.020 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher.
[00:44:14.040 --> 00:44:14.040]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:14.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.060 --> 00:44:44.060]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:44:44.100 --> 00:45:14.080]   The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit lower.
[00:45:14.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.100 --> 00:45:44.100]   The price of a used car is a little bit higher. The price of a used car is a little bit higher.
[00:45:44.140 --> 00:46:14.120]   and pick up your family milk cow. But yet how valuable can that family milk cow be to you? What about clothing? How would you assess the actual value of the clothing in your closet? Well, you'd have to go through item by item. What you'd find is that some items are extremely worthless. I mean, you sell it at a yard sale for a dollar, maybe. But then some items are worth a little bit more. But a used, very high quality coat that you buy and own is worth a lot more than a used one.
[00:46:14.120 --> 00:46:14.120]   It's worth a lot more than a used one.
[00:46:14.140 --> 00:46:44.140]   So you can protect something like a valuable coat by making sure you have a lot of money in coats or boots or whatever it is. Furnishings, household goods, etc. All of these things are aspects of personal property. And you can have up to $12,625 worth of that stuff and emerge from bankruptcy court with it. Health aids. Health aids are the next category in personal property that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.140 --> 00:46:44.140]   The Federal Bankruptcy Exemption Act is a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.140 --> 00:46:44.140]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.140 --> 00:46:44.140]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.140 --> 00:46:44.140]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.140 --> 00:46:44.140]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:46:44.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:14.160]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:14.160 --> 00:47:44.180]  ,
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.180 --> 00:47:44.180]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:47:44.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.200 --> 00:48:14.200]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:14.240 --> 00:48:44.220]  ,
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.220 --> 00:48:44.220]   It's a category that is exempt in the Federal Bankruptcy Exemption Act.
[00:48:44.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:14.240]   I'm not going to go into too much detail about this.
[00:49:14.240 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.260 --> 00:49:44.260]   I'm not going to go into too much detail about this.
[00:49:44.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:14.280]   I'm not going to go into too much detail about this.
[00:50:14.280 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.300 --> 00:50:44.300]   I'm not going to go into too much detail about this.
[00:50:44.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.320 --> 00:51:14.320]   I'm not going to go into too much detail about this.
[00:51:14.460 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.340 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.340 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.340 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.340 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.340 --> 00:51:44.340]   I'm not going to go into too much detail about this.
[00:51:44.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:14.360]   I'm not going to go into too much detail about this.
[00:52:14.360 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.380 --> 00:52:44.380]   I'm not going to go into too much detail about this.
[00:52:44.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:14.400]   I'm not going to go into too much detail about this.
[00:53:14.400 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.420 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.420 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.420 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.420 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.420 --> 00:53:44.420]   I'm not going to go into too much detail about this.
[00:53:44.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:14.440]   I'm not going to go into too much detail about this.
[00:54:14.440 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.460 --> 00:54:44.460]   I'm not going to go into too much detail about this.
[00:54:44.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:14.480]   I'm not going to go into too much detail about this.
[00:55:14.480 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.500 --> 00:55:44.500]   I'm not going to go into too much detail about this.
[00:55:44.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:14.520]   I'm not going to go into too much detail about this.
[00:56:14.520 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.540 --> 00:56:44.540]   I'm not going to go into too much detail about this.
[00:56:44.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
[00:57:14.560 --> 00:57:14.560]   I'm not going to go into too much detail about this.
