
[00:00:00.040 --> 00:00:09.300]   oro
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan. And so I'm going to say that's a very good transition plan.
[00:48:54.480 --> 00:49:05.800]  --
[00:49:05.800 --> 00:49:08.240]   er say. I,'s,
[00:49:08.240 --> 00:49:19.880]   Range 어
[00:49:19.880 --> 00:49:22.740]   종 we
[00:49:23.040 --> 00:49:35.940]   then when they come back during the wintertime, they can come back to their home, their own house, but they have a tenant in the house and they just live on the second property in their RV. Something like that could work for as well.
[00:49:35.940 --> 00:49:43.400]   You know, as many times as I've heard you talk about RVing, that never occurred to me and that's a really good idea.
[00:49:43.400 --> 00:49:51.600]   It's fantastic. If you go to, first of all, I love RVing. I have a wanderlust bone in my body. Every bone in my body has a wanderlust.
[00:49:51.600 --> 00:49:51.600]   But I love RVing.
[00:49:51.620 --> 00:50:20.180]  , and if you go and you,
[00:50:20.180 --> 00:50:20.180]   if you go and you talk to work campers for people in this phase of life, it is one of the best situations for them. Nobody gets rich doing it. They're not going to get rich, but what they can do is they can defray their living expenses. They've got to have some money and some income, which I think is where a rental house would be helpful and then having some savings. They've got to have savings as well because they've got to buy a rig. They've got to take care of it. But the work campers, they'll often work something like a week on, week off, but the work is right outside the door of their RV.
[00:50:20.180 --> 00:50:20.180]   So, I think it's a good thing to do.
[00:50:20.180 --> 00:50:20.180]   I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.760]   And so, I think it's a good thing to do.
[00:50:48.760 --> 00:50:48.820]   And so, I think it's a good thing to do.
[00:50:48.820 --> 00:50:48.880]   And so, I think it's a good thing to do.
[00:50:48.880 --> 00:50:48.920]   And so, I think it's a good thing to do.
[00:50:48.920 --> 00:50:48.960]   And so, I think it's a good thing to do.
[00:51:17.840 --> 00:51:17.900]   And so, I think it's a good thing to do.
[00:51:17.900 --> 00:51:17.940]   And so, I think it's a good thing to do.
[00:51:17.940 --> 00:51:17.980]   And so, I think it's a good thing to do.
[00:51:17.980 --> 00:51:18.040]   And so, I think it's a good thing to do.
[00:51:18.040 --> 00:51:18.320]   And so, I think it's a good thing to do.
[00:51:18.320 --> 00:51:18.360]   And so, I think it's a good thing to do.
[00:51:18.360 --> 00:51:18.400]   And so, I think it's a good thing to do.
[00:51:18.400 --> 00:51:18.420]   And so, I think it's a good thing to do.
[00:51:18.420 --> 00:51:18.460]   And so, I think it's a good thing to do.
[00:51:18.460 --> 00:51:18.480]   And so, I think it's a good thing to do.
[00:51:18.480 --> 00:51:48.500]  , and so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   And so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   And so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   And so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   And so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   And so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   and so, I think it's a good thing to do.
[00:51:48.500 --> 00:51:48.500]   and so, I think it's a good thing to do.
[00:51:48.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:18.520]   And so, I think it's a good thing to do.
[00:52:18.520 --> 00:52:48.540]   and so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.540 --> 00:52:48.540]   And so, I think it's a good thing to do.
[00:52:48.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:18.560]   And so, I think it's a good thing to do.
[00:53:18.560 --> 00:53:48.580]   And so, I think it's a good thing to do.
[00:53:48.580 --> 00:53:48.580]   And so, I think it's a good thing to do.
[00:53:48.580 --> 00:53:48.580]   And so, I think it's a good thing to do.
[00:53:48.580 --> 00:53:48.580]   And so, I think it's a good thing to do.
[00:53:48.620 --> 00:53:51.760]   the
[00:53:51.760 --> 00:53:58.480]  ,, I I Iled. .. in...,
[00:53:58.480 --> 00:54:02.200]   effect
[00:54:18.280 --> 00:54:26.200]   just
[00:54:26.200 --> 00:54:45.240]  , the, equals, was З quesca require is a twe leads unbelievably
[00:54:45.240 --> 00:54:46.680]  , I, I, I,bra, 500.utch. want more. Tw. merchandise. cre. White.AN.. iş.... stark...S. even...S .ent...S.pek..S… plug...S...G.視...S...S…N...G...D....J, x... ambuling...S... satisfy...The...G, May...ere..ind... December the way... arrive...annen... talks, �... g third...什. but...
[00:54:46.780 --> 00:54:56.040]  ,
[00:54:56.040 --> 00:54:57.860]  ing,
[00:55:46.460 --> 00:55:46.460]   and
[00:55:46.460 --> 00:55:46.460]   do you work exclusively locally or do you work nationally? I am selling online nationally. Okay. So in that case, then the web serves you very well. Of course, the web can serve you locally as well, but it's just very different if you have a national presence. Tell me about your social media strategy. It's probably lacking, let's be honest. So we are
[00:56:46.220 --> 00:56:54.540]   performs
[00:56:54.540 --> 00:57:15.360]   täll in the,,,, lying
[00:57:16.140 --> 00:57:22.600]   thing with our meta description and a link to the blog post.
[00:57:22.600 --> 00:57:25.540]   I've also started just for the heck of it, putting it on LinkedIn.
[00:57:25.540 --> 00:57:26.800]   We'll see if anything happens there.
[00:57:26.800 --> 00:57:29.860]   I don't know if it will, but it's hard to imagine how LinkedIn
[00:57:29.860 --> 00:57:31.600]   is going to serve you, uh, or Twitter.
[00:57:31.600 --> 00:57:34.700]   So I think the biggest thing is what's your strategy.
[00:57:34.700 --> 00:57:39.540]   Well, your strategy is to, is to provide something great that people really love,
[00:57:39.540 --> 00:57:41.220]   but you've got to get discovered.
[00:57:41.220 --> 00:57:42.240]   So how do you get discovered?
[00:57:42.240 --> 00:57:46.060]   Well, my opinion, social media is going to be your obvious solution here.
[00:57:46.060 --> 00:57:46.060]   Well, social media is going to be your obvious solution here.
[00:57:46.060 --> 00:57:46.060]   Well, social media is going to be your obvious solution here.
[00:57:46.060 --> 00:57:46.060]   Well, social media is going to be your obvious solution here.
[00:57:46.060 --> 00:57:46.060]   Well, social media is going to be your obvious solution here.
[00:57:46.300 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.080 --> 00:58:16.080]   Well, social media is going to be your obvious solution here.
[00:58:16.100 --> 00:58:46.100]   And so if you look at the communities, there are so many big pages and so many big brands and groups and organized communities of people who specialize in gluten-free that you simply need to focus on being findable there.
[00:58:46.100 --> 00:58:46.100]   I don't know how to do it specifically.
[00:58:46.100 --> 00:58:46.100]   I would say Gary Vee's course is the great place to go.
[00:58:46.100 --> 00:58:46.100]   And absolutely, one of the most important things is to be active in promoting other people's things.
[00:58:46.100 --> 00:58:46.100]   And so if you look at the communities, there are so many big pages and so many big brands and groups and organized communities of people who specialize in gluten-free that you simply need to focus on being findable there.
[00:58:46.100 --> 00:58:46.100]   I don't know how to do it specifically.
[00:58:46.100 --> 00:58:46.100]   I would say Gary Vee's course is the great place to go.
[00:58:46.100 --> 00:58:46.100]   And absolutely, one of the most important things is to be active in promoting other people's things.
[00:58:46.100 --> 00:59:16.120]  , and so in so doing, you start to build friends for yourself in that community to show people
[00:59:16.120 --> 00:59:16.120]   and so in so doing, you start to build friends for yourself in that community to show people
[00:59:16.120 --> 00:59:16.120]   and so in so doing, you start to build friends for yourself in that community to show people
[00:59:16.120 --> 00:59:16.120]   and so in so doing, you start to build friends for yourself in that community to show people
[00:59:16.120 --> 00:59:16.120]   and so in so doing, you start to build friends for yourself in that community to show people
[00:59:16.140 --> 00:59:46.140]   We're committed and we're part of this community.
[00:59:46.140 --> 00:59:46.140]   We offer this niche product that you would like.
[00:59:46.140 --> 00:59:46.140]   I would imagine also that if you do a little searching for education,
[00:59:46.140 --> 00:59:46.140]   that there's a lot of education out there for how you can really spread your physical product
[00:59:46.140 --> 00:59:46.140]   with other people in the influencer space.
[00:59:46.140 --> 00:59:46.140]   So whether that means going to gluten-free con or keto con or whatever it is,
[00:59:46.140 --> 00:59:46.140]   whatever conference it is and buying a booth there,
[00:59:46.140 --> 00:59:46.140]   what you've got to do is you've got to
[00:59:46.140 --> 00:59:46.140]   to go to gluten-free con or keto con or whatever it is that whatever conference it is and buying a booth there.
[00:59:46.140 --> 00:59:46.140]   What you've got to do is you've got to
[00:59:46.140 --> 00:59:46.140]   to go to gluten-free con or whatever it is that whatever conference it is and buying a booth there.
[00:59:46.140 --> 00:59:46.140]   What you've got to do is you've got to do is you've got to
[00:59:46.140 --> 01:00:16.160]   out of the way.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we're trying to do.
[01:00:16.160 --> 01:00:16.160]   So that's what we've got to do.
[01:00:16.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   So that's what we're trying to do.
[01:00:46.180 --> 01:00:46.180]   So that's what we're trying to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   We've got to do.
[01:00:46.180 --> 01:00:46.180]   So that's what we're trying to do.
[01:00:46.180 --> 01:00:46.180]   so that's what we're trying to do is that we're trying to do.
[01:00:46.180 --> 01:00:46.180]   to do.
[01:00:46.180 --> 01:00:46.180]   So that's what we're trying to do.
[01:00:46.180 --> 01:00:46.180]   for the right to be a course etc.
[01:00:46.220 --> 01:00:53.920]  --
[01:00:53.920 --> 01:01:15.040]   i as y
[01:02:13.160 --> 01:02:42.020]   rendy
[01:02:42.040 --> 01:02:52.780]   Beaumont: How do you feature your customers? So tell me a little bit at this point about what you're doing to feature your customers and there, you know, to get them posting online about what you're doing.
[01:02:52.780 --> 01:03:10.980]   Not much. We have we've tried to push them for if people will give us an online review that will show it to us, whatever, that we will give them 10% off. That
[01:03:10.980 --> 01:03:10.980]   has not
[01:03:10.980 --> 01:03:10.980]   Not much. We have we've tried to push them that for if people will give us an online review that will show it to us, whatever, that we will give them 10% off. That has not
[01:03:10.980 --> 01:03:10.980]   Not much. We have we've tried to push them that for if people will give us an online review that will show it to us, whatever, that we will give them 10% off. That has not
[01:03:11.020 --> 01:03:39.940]  , has not It's Frank I've been pushing getting signups on our email list more than doing that. Right. So like there's only you know, only so many things you can yell at someone in person. No question. Yeah, sharing information. What I would do is probably nothing basically. Okay, so the idea is trying to figure out how to profile your customers, right, especially in the Instagram world when everybody loves to everybody loves to show.
[01:03:39.960 --> 01:04:06.440]   What they're doing, what they're cooking, etc, especially in the gluten free world. So figure out how to run contests and customer appreciation things on Instagram, all the contests for free bags of brownies, etc. There's there are worlds out there. It's not my thing. So I haven't studied it in detail. But I just watch and I can see what's working by what people are doing. So go and figure out how to do that to engage the people there. And then
[01:04:06.440 --> 01:04:08.900]   I mean, those are a lot of tactics.
[01:04:08.900 --> 01:04:09.960]   So I would do that. But I would do that. And then, I mean, those are a lot of tactics.
[01:04:09.960 --> 01:04:09.960]   So I would do that. And then, I mean, those are a lot of tactics.
[01:04:09.960 --> 01:04:09.960]   So I would do that. And then, I mean, those are a lot of tactics.
[01:04:09.960 --> 01:04:39.980]  , I would do that. And then, I mean, those are a lot of tactics.
[01:04:39.980 --> 01:04:39.980]   So I would do that. And then, I mean, those are a lot of tactics.
[01:04:39.980 --> 01:04:39.980]   So I would do that. And then, I mean, those are a lot of tactics.
[01:04:39.980 --> 01:04:39.980]   So I would do that. And then, I mean, those are a lot of tactics.
[01:04:40.000 --> 01:05:10.000]   I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:10.000]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:10.000 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.020 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.020 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.020 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.020 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.020 --> 01:05:40.020]   So I would do that. And then, I mean, those are a lot of tactics.
[01:05:40.040 --> 01:06:10.040]   I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.040 --> 01:06:10.040]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:10.080 --> 01:06:40.060]  ,
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.060 --> 01:06:40.060]   So I would do that. And then, I mean, those are a lot of tactics.
[01:06:40.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:10.080]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:10.080 --> 01:07:40.100]   a lot of tactics.
[01:07:40.100 --> 01:07:40.100]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:40.100 --> 01:07:40.100]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:40.100 --> 01:07:40.100]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:40.100 --> 01:07:40.100]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:40.100 --> 01:07:40.100]   So I would do that. And then, I mean, those are a lot of tactics.
[01:07:40.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.120 --> 01:08:10.120]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:10.160 --> 01:08:40.140]  ,
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.140 --> 01:08:40.140]   So I would do that. And then, I mean, those are a lot of tactics.
[01:08:40.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:10.160]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:10.160 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.180 --> 01:09:40.180]   So I would do that. And then, I mean, those are a lot of tactics.
[01:09:40.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:10.200]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:10.200 --> 01:10:34.320]  , but it's also going to generally always be a good performing investment strategy.
[01:10:34.320 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.220 --> 01:10:40.220]   So I would do that. And then, I mean, those are a lot of tactics.
[01:10:40.240 --> 01:11:10.240]   It's different. What do you hold for your stock portfolio, index funds, other things, etc.?
[01:11:10.240 --> 01:11:10.240]   And then, I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   The other thing that I would do is I would do that. And then, I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics.
[01:11:10.240 --> 01:11:10.240]   It's different. I mean, those are a lot of tactics. I mean, those are a lot of tactics.
[01:11:10.260 --> 01:11:40.260]   So now I was given 90 seconds of background.
[01:11:40.260 --> 01:11:40.260]   So now I was given 90 seconds of background.
[01:11:40.260 --> 01:11:40.260]   I still don't have a good answer to your question.
[01:11:40.260 --> 01:11:40.260]   I still don't have a good answer to your question.
[01:11:40.260 --> 01:11:40.260]   I on the one hand, I don't see a basic problem with that, because in many ways, the portfolio values that are in life insurance can often be viewed and logged as a cash asset for all intents and purposes. They are functionally equivalent to a cash asset because in a traditional whole life insurance policy,
[01:11:40.260 --> 01:11:40.260]   For all intents and purposes, they are functionally equivalent to a cash asset because in a traditional whole life insurance policy,
[01:11:40.260 --> 01:11:40.260]   because in a traditional whole life insurance policy,
[01:11:40.260 --> 01:11:40.260]   because in a traditional whole life insurance policy,
[01:11:40.260 --> 01:11:40.260]   because in a traditional whole life insurance policy,
[01:11:40.260 --> 01:11:40.260]   can be viewed and logged as a cash asset for all intents and purposes.
[01:11:40.300 --> 01:12:10.280]   거야, and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:10.280]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:10.280 --> 01:12:40.300]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:40.300 --> 01:12:40.300]   can be viewed and logged as a cash asset for all intents and purposes.
[01:12:40.300 --> 01:12:40.300]   can be viewed and logged as a cash asset for all intents and purposes.
