
[00:00:00.000 --> 00:00:05.360]   [AUDIO OUT]
[00:52:10.100 --> 00:52:17.580]   And it does that because our ThunderFT says so--
[00:52:17.580 --> 00:52:20.940]   Slash Edit Slash 0.
[00:52:20.940 --> 00:52:27.700]   And so that's going to call this.
[00:52:27.700 --> 00:52:29.300]   And so this is--
[00:52:29.300 --> 00:52:31.100]   again, this is Starlet.
[00:52:31.100 --> 00:52:33.060]   So Starlet says this is how you should
[00:52:33.060 --> 00:52:35.620]   say what special things in the path, variables in the path.
[00:52:35.620 --> 00:52:39.060]   And it's going to get stuck into your parameters.
[00:52:39.060 --> 00:52:42.020]   So here's whatever was in the path.
[00:52:42.020 --> 00:52:53.740]   And we pop up our form with the title, and the save,
[00:52:53.740 --> 00:52:57.220]   and the done details.
[00:52:57.220 --> 00:52:58.700]   And this is the super nifty thing
[00:52:58.700 --> 00:53:03.620]   in FastHTML, which, as it says here, it populates the form.
[00:53:03.620 --> 00:53:09.700]   So it takes the form called res and populates it
[00:53:09.700 --> 00:53:13.300]   with the contents of todo's ID.
[00:53:13.300 --> 00:53:16.500]   And so that's why you can see it's
[00:53:16.500 --> 00:53:17.900]   been populated with the todo.
[00:53:17.900 --> 00:53:24.860]   And so then you--
[00:53:24.860 --> 00:53:29.540]   What's the hidden thing about this hidden element?
[00:53:29.540 --> 00:53:31.380]   Yeah, so you need to-- basically,
[00:53:31.380 --> 00:53:35.260]   all state has to be stored inside the form.
[00:53:35.260 --> 00:53:37.740]   Again, this is just like-- this isn't even HTML.
[00:53:37.740 --> 00:53:40.220]   This is just HTML.
[00:53:40.220 --> 00:53:46.980]   So state has to be stored in the form.
[00:53:46.980 --> 00:53:54.020]   So it needs to know what to do with it.
[00:53:54.020 --> 00:53:57.140]   So this is todo 0.
[00:53:57.140 --> 00:53:59.500]   So that then when we click Save--
[00:54:05.500 --> 00:54:07.100]   I see.
[00:54:07.100 --> 00:54:10.300]   It has to know it's todo 0.
[00:54:10.300 --> 00:54:13.780]   With this title, it's done.
[00:54:13.780 --> 00:54:31.740]   These details-- anyway, so yeah, so I
[00:54:31.740 --> 00:54:36.980]   think we should revisit this after you've
[00:54:36.980 --> 00:54:41.940]   read the hypermedia.systems book and feel
[00:54:41.940 --> 00:54:45.820]   comfortable with hypermedia applications,
[00:54:45.820 --> 00:54:51.580]   because that's kind of a starting point for this.
[00:54:51.580 --> 00:54:54.180]   And this-- you can think of FastHTML
[00:54:54.180 --> 00:54:59.460]   as being an HTMX server almost, really.
[00:54:59.460 --> 00:55:03.140]   OK, I'll read it tomorrow.
[00:55:03.140 --> 00:55:04.940]   But I know you've already built stuff just
[00:55:04.940 --> 00:55:07.140]   by getting a cursor to help you.
[00:55:07.140 --> 00:55:09.540]   So you don't necessarily have to know all these details
[00:55:09.540 --> 00:55:13.020]   when you have a language model at your disposal.
[00:55:13.020 --> 00:55:14.300]   Yeah, I like to know.
[00:55:14.300 --> 00:55:15.660]   Otherwise, I get lost.
[00:55:15.660 --> 00:55:18.860]   Yeah, otherwise, maintenance and debugging and all that
[00:55:18.860 --> 00:55:21.460]   gets confusing.
[00:55:21.460 --> 00:55:24.860]   Yeah, I'm still somewhat skeptical about the ability
[00:55:24.860 --> 00:55:28.180]   for people to actually run businesses on the back of code
[00:55:28.180 --> 00:55:32.860]   if they had a model create and they don't understand.
[00:55:32.860 --> 00:55:37.060]   Can't imagine that really works in real life.
[00:55:37.060 --> 00:55:38.140]   It's considerably faster.
[00:55:38.140 --> 00:55:42.140]   Yeah, I think it's a little bit misleading.
[00:55:42.140 --> 00:55:43.900]   I think even when I'm using-- yeah,
[00:55:43.900 --> 00:55:47.300]   even though I'm using LLMs with FastHTML,
[00:55:47.300 --> 00:55:51.900]   I kind of know a little bit about where to look in a way.
[00:55:51.900 --> 00:55:56.540]   But if I didn't know anything at all, I think I would get stuck.
[00:55:56.540 --> 00:56:03.180]   Like, I kind of need examples and stuff.
[00:56:03.180 --> 00:56:04.500]   And I don't know.
[00:56:04.500 --> 00:56:05.980]   Well, I hope you found that helpful.
[00:56:05.980 --> 00:56:08.340]   For people watching, you found that helpful.
[00:56:08.340 --> 00:56:09.340]   Yeah, it was really good.
[00:56:09.340 --> 00:56:09.820]   Thank you.
[00:56:09.820 --> 00:56:11.140]   I'm going to go and get tea.
[00:56:11.140 --> 00:56:11.900]   Have a good night.
[00:56:11.900 --> 00:56:12.820]   All right, thank you.

