
[00:00:00.040 --> 00:00:09.300]   Til
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.960 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.960 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.960 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.960 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.960 --> 00:54:50.960]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:54:50.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:20.980 --> 00:55:20.980]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:21.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.000 --> 00:55:51.000]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:55:51.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.020 --> 00:56:21.020]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:21.040 --> 00:56:51.040]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:51.040 --> 00:56:51.040]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:51.040 --> 00:56:51.040]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:51.040 --> 00:56:51.040]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:51.040 --> 00:56:51.040]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:56:51.060 --> 00:57:21.060]   I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.060 --> 00:57:21.060]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.060 --> 00:57:21.060]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.060 --> 00:57:21.060]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.060 --> 00:57:21.060]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.060 --> 00:57:21.060]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:21.100 --> 00:57:51.080]  ,
[00:57:51.080 --> 00:57:51.080]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:51.080 --> 00:57:51.080]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:51.080 --> 00:57:51.080]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.
[00:57:51.080 --> 00:57:51.080]   and I'm not sure how that's going to work. and I'm not sure how that's going to work.

