
[00:00:00.000 --> 00:00:03.000]   Ready to meet stylish shoes that are also comfortable?
[01:02:43.000 --> 01:02:44.000]   It's you.
[01:02:44.000 --> 01:02:59.000]   Yes. Okay. Thank you, Joshua. I've been listening to you for a couple of years now. And I just wanted you to riff on something that kind of feels like a disconnect between two major subjects that you talk about.
[01:02:59.000 --> 01:03:23.000]   One of which is the whole idea of the mobile worker and the ability to move anywhere around the world and kind of the pursuit of that as a means of pursuing a less expensive lifestyle or financial independence.
[01:03:23.000 --> 01:03:50.000]   But then the others are all of the values that you have clearly around people and family. And so I just – as somebody who lives close to extended family, my father, my sister, my in-laws, a church community that I care about.
[01:03:50.000 --> 01:04:11.000]   And it just seems to be – while it's intellectually and financially very interesting and intriguing to think about all that you can do in moving anywhere around the world, it just seems to be so lacking in this idea of, okay, what about the people in your life?
[01:04:11.000 --> 01:04:30.000]   And the contribution that you make and the way we – if you enjoy living in community with people. And so I just wondered how you – how do you resolve that in your experience?
[01:04:30.000 --> 01:04:45.000]   I'm not sure that there is a resolution. I think the tension between those two things is acute. And I'm not sure it is resolvable. And it's something that I personally wrestle a lot with.
[01:04:45.000 --> 01:05:11.000]   You've identified two strong convictions that I hold. Number one, I share that strong conviction of the tremendous importance and tremendous value of having a local community, that community made up of neighbors, of family, of extended family, of church family.
[01:05:11.000 --> 01:05:40.000]   I believe that that is one of the most valuable assets that somebody can build, even including financially, the asset of simply having a network of people, having a network available to you for helping you in a time of need or for giving you a job or for buying from you, a network of political connections so that if you want to get something done, you can make it happen.
[01:05:40.000 --> 01:05:54.000]   Having the network of people to call, it's a tremendously valuable asset. And I'm acutely aware of how valuable that asset is. It's very, very important.
[01:05:54.000 --> 01:06:19.000]   On the other hand, intellectually, I'm also aware of how powerful the mobility solutions are at elegantly solving some of the problems that you think about. The problems of desire for adventure. I think I certainly am one who's more prone to enjoy that desire for adventure.
[01:06:19.000 --> 01:06:38.000]   I tend to be kind of a restless soul. My wife and I talk about it and I've just come to acknowledge that I'm a restless soul. And I acknowledge the tremendous value of community in the local area, but I also recognize that I get really bored really quickly.
[01:06:38.000 --> 01:06:53.000]   And so maybe that's just a unique character trait for me that some other people don't have. I also can focus on the fact that some of the mobile solutions that I advocate, they do elegantly solve certain problems.
[01:06:53.000 --> 01:07:19.000]   For example, I advocate for mobility with regard to helping to avoid some kinds of major crises. It doesn't really help that much during a global pandemic. But for a financial crisis, I advocate that being able to leave the country of crisis and go to a place where there isn't a crisis solves the problem in a much more efficient way than stockpiling years of reserves.
[01:07:19.000 --> 01:07:35.000]   I advocate that being able to be mobile elegantly solves the tax problem. And it does it legally, it does it ethically, it does it morally, it does it in a really powerful way. Being mobile solves oftentimes employment problems.
[01:07:35.000 --> 01:07:51.000]   Many people wind up stuck in a place with a dying economy, in the proverbial little dying coal town in Pennsylvania or something like that, and they don't have opportunities because they're not mobile. And if they were to become mobile, then it opens up opportunities.
[01:07:51.000 --> 01:08:05.000]   But there's also a real loss that comes with that. The loss of that network is acute. When you go to a new country or to a new town and you don't know anybody, you don't know where to get the deals, it's bewildering at times.
[01:08:05.000 --> 01:08:19.000]   You're often left paying retail prices. As I have moved around the world, I have found myself again and again overpaying for stuff because I didn't know where to get the deal. And I've often just thought, "Well, that was expensive."
[01:08:19.000 --> 01:08:36.000]   And it's just due to my ignorance, due to my not knowing how to do it, how to arrange things. And there is a cost. There is a profound cost to living that vagabond lifestyle in terms of less of a sense of connectedness.
[01:08:36.000 --> 01:08:57.000]   Some people would say that the cost is lesser now due to the ease of communications. The fact that I can sit in Ushuaia, Argentina, and talk to you in Dallas, Texas, just as easily as if I were in Fort Worth, Texas. There's no functional difference in the technology.
[01:08:57.000 --> 01:09:09.000]   That may be true, but still, I think there is a cost. So I acknowledge you're right, and it's a tension that I haven't figured out necessarily how to solve.
[01:09:09.000 --> 01:09:27.000]   I don't hear you talk much about that. And so I just, as I think about some of the options you talk about sometimes, like even the thought of moving an hour away from where I am now to save dramatically on housing costs.
[01:09:27.000 --> 01:09:47.000]   There's a part of that that's tempting, but then I think about, well, I'm uprooting me and to some extent my kids, although they're kind of college age, but from my close by family and a church community.
[01:09:47.000 --> 01:10:05.000]   Obviously, you might do that as a major decision a couple of times in life, and you establish new community, but certainly you don't want to do that lightly, I wouldn't think, and your values would not do that lightly.
[01:10:05.000 --> 01:10:20.000]   No, no. And so even just moving an hour away, no question, there is a world of difference between being in a 10-minute circle from your friends and family members versus being in a 25-minute circle.
[01:10:20.000 --> 01:10:27.000]   10 minutes is just so easy to pop over randomly on a Tuesday night for an hour or pop over, "Hey, can you come help me move something?"
[01:10:27.000 --> 01:10:34.000]   "Absolutely, I'll be there." That's just so much more powerful than 25 minutes away, and it's so definitely more powerful than an hour away.
[01:10:34.000 --> 01:10:41.000]   And I have always given a high priority in where I live to being with people.
[01:10:41.000 --> 01:10:52.000]   If I move back to the United States, it will be over this reason, and it will be because I've basically found peace with some of the things happening in the United States and decided that, you know what, this is the place that I want to do it.
[01:10:52.000 --> 01:11:03.000]   And at the cost, my wife and I wrestle, literally, you know, talk about a lot, that what is the identity that we're going to give to our children, because that stuff matters, right?
[01:11:03.000 --> 01:11:13.000]   If I'm, you know, we're coming up on July 4 tomorrow, I'm not in the United States, am I going to give my children an American identity?
[01:11:13.000 --> 01:11:16.000]   Are we going to get an American flag and kind of wave the flag?
[01:11:16.000 --> 01:11:18.000]   You know, what am I going to do?
[01:11:18.000 --> 01:11:23.000]   Am I going to give them another identity?
[01:11:23.000 --> 01:11:34.000]   It's hard because these things matter, and I do get concerned about it, because even with regard to children, what is the cultural identity that you give your children?
[01:11:34.000 --> 01:11:51.000]   The sociologists talk about this in the context of third culture kids.
[01:11:51.000 --> 01:11:58.000]   But you're probably also not going to really fit into the Rwandan culture, and so you're kind of a third culture, you're a mixture.
[01:11:58.000 --> 01:12:00.000]   And there are some things that are really valuable about it.
[01:12:00.000 --> 01:12:01.000]   Yeah, like a lot of missionary kids.
[01:12:01.000 --> 01:12:03.000]   Yeah, there's some things that are valuable about it.
[01:12:03.000 --> 01:12:15.000]   You know, missionary kids or third culture kids can often move among cultures better, but there are also some real psychological things that can emerge where kind of this lack of identity.
[01:12:15.000 --> 01:12:17.000]   It's not, I'm a Texan and I'm American.
[01:12:17.000 --> 01:12:21.000]   It's like, I'm not really sure.
[01:12:21.000 --> 01:12:23.000]   Like, I have an American passport, but I don't really feel American.
[01:12:23.000 --> 01:12:31.000]   And I don't know the answer other than to say that I wrestle with it, and I think it is a significant thing.
[01:12:31.000 --> 01:12:36.000]   What I have tried to do is, here's how I have, here's one of the things that I have said.
[01:12:36.000 --> 01:12:40.000]   I've said, number one, having the option to leave is really valuable.
[01:12:40.000 --> 01:12:45.000]   And having the option to leave doesn't mean that you have to leave.
[01:12:45.000 --> 01:12:48.000]   And so it's nice to know that you could move an hour away, right?
[01:12:48.000 --> 01:12:51.000]   The guy that called in earlier who was working in Atlanta.
[01:12:51.000 --> 01:12:55.000]   Just because he can earn an income from anywhere in the world doesn't mean he's going to want to live anywhere but in Atlanta.
[01:12:55.000 --> 01:13:03.000]   It's really nice, though, if you're living in Atlanta, that you can have the choice to buy a house that's five minutes away from your mom and dad because of the ability to work through the internet.
[01:13:03.000 --> 01:13:04.000]   You know, something like that is helpful.
[01:13:04.000 --> 01:13:07.000]   He doesn't have to move to Mexico just because he can.
[01:13:07.000 --> 01:13:12.000]   Number two, also, having the option to leave a country and go somewhere else is very, very valuable.
[01:13:12.000 --> 01:13:17.000]   I think a lot, my heart is heavy for people living in Hong Kong right now.
[01:13:17.000 --> 01:13:18.000]   I love Hong Kong.
[01:13:18.000 --> 01:13:28.000]   There are people day after day moving out of Hong Kong because of the increased dangers that they're facing as the Chinese Communist Party expands its influence and control over Hong Kong.
[01:13:28.000 --> 01:13:35.000]   And so if you're a dissident, you know, if you've been labeled as a dissident, it's nice to have another place to go.
[01:13:35.000 --> 01:13:44.000]   I have a friend of mine that fled Europe and sought religious asylum in the United States because he was experiencing severe persecution, severe religious persecution.
[01:13:44.000 --> 01:13:52.000]   And so I've often thought, you know, thankfully, you know, I don't know, his asylum case hasn't been finalized yet, but at least he had the opportunity to file for asylum.
[01:13:52.000 --> 01:14:01.000]   But it would have been nicer if he knew that he had a second option so that if his asylum case, you know, were to fail, he's not in fear of his life every day.
[01:14:01.000 --> 01:14:04.000]   So having the option to go somewhere else is helpful.
[01:14:04.000 --> 01:14:06.000]   What I've tried to do is say my children are young.
[01:14:06.000 --> 01:14:09.000]   I haven't had to worry too much about that identity.
[01:14:09.000 --> 01:14:12.000]   It's not like I pulled a 13-year-old out of high school and said, "That's it.
[01:14:12.000 --> 01:14:13.000]   We're moving to Rwanda."
[01:14:13.000 --> 01:14:17.000]   It was a little bit easier for me, and I still have had some time.
[01:14:17.000 --> 01:14:21.000]   And so I've been setting up all my options all around the world, and then we'll see.
[01:14:21.000 --> 01:14:24.000]   There's a decent chance that I may move back to the United States.
[01:14:24.000 --> 01:14:25.000]   There's a decent chance that I won't.
[01:14:25.000 --> 01:14:29.000]   And so I don't know, but I point out, I agree with you.
[01:14:29.000 --> 01:14:31.000]   It is a major tension.
[01:14:31.000 --> 01:14:33.000]   I don't have it perfectly resolved.
[01:14:33.000 --> 01:14:43.000]   I think there are some people who probably very – their solution is very obvious, but there are some of us in the middle who appreciate things about both.
[01:14:43.000 --> 01:14:56.000]   And I've got some ideas that I'm considering of some interesting lifestyles that you can put together that would solve some of the issues, that would still allow you to have a sense of connectedness.
[01:14:56.000 --> 01:14:59.000]   There are people – I've thought a lot about the snowbird strategy, right?
[01:14:59.000 --> 01:15:04.000]   There are people in the United States who are snowbirds who, year after year, they kind of just are part of two communities.
[01:15:04.000 --> 01:15:07.000]   They live in the north, and then they go south in the wintertime.
[01:15:07.000 --> 01:15:09.000]   You can do that on an international basis.
[01:15:09.000 --> 01:15:22.000]   Andrew Henderson, the nomad capitalist, teaches something he calls a trifecta strategy, which basically you choose, in essence, three places around the world that are your home bases.
[01:15:22.000 --> 01:15:25.000]   And so an example would be – you could do a North American.
[01:15:25.000 --> 01:15:33.000]   Like let's say that you chose that I want to spend up time in Toronto, in Miami, and in Bogota, Colombia, or Mexico City.
[01:15:33.000 --> 01:15:39.000]   Or maybe you're a big city person, like Mexico City, Miami, and Toronto.
[01:15:39.000 --> 01:15:46.000]   And you could have an apartment in all three of those, and basically you have your communities, but you move between those homes, you move between those places.
[01:15:46.000 --> 01:15:53.000]   That solves some interesting issues from a tax perspective, but it still allows you to have some sense of community because you have your home.
[01:15:53.000 --> 01:15:58.000]   You have your people. You have your local church that you go to when you're there, etc.
[01:15:58.000 --> 01:16:03.000]   Not as perfect, I think, as being there all the time, but maybe there's kind of a half-and-half solution that gets some of it.
[01:16:03.000 --> 01:16:09.000]   But what you're talking about is something that my wife and I talk about every week, so you're right. It's a major tension.
[01:16:09.000 --> 01:16:29.000]   Yeah, I was going to say I would think the wife would have a major say in a lot of that. Men tend to be more kind of mission-oriented maybe, and go get the financial aspect or the work aspect of it and capture that.
[01:16:29.000 --> 01:16:44.000]   And a little bit less focused on connections. But how much of a problem is that for the women in our lives, I'm wondering?
[01:16:44.000 --> 01:16:52.000]   And also, what I try to do, because certainly you're right, what I try to do is be honest about the priority of things.
[01:16:52.000 --> 01:17:05.000]   What I have said to myself and to my wife is that I am not going to allow finances to be the determinant of the life that we want to live.
[01:17:05.000 --> 01:17:20.000]   For example, I live in a very tax-efficient lifestyle right now. I like it. It's great. I've saved tens of thousands of dollars per year, and there are times in the future where it may be hundreds of thousands of dollars per year in taxes.
[01:17:20.000 --> 01:17:27.000]   I'm grateful for that. But at the end of the day, I'm not going to arrive at the end of my life and say, "What did you do, Joshua?"
[01:17:27.000 --> 01:17:36.000]   "Well, I just legally avoided taxes." That's stupid. I'm not going to let the money tail wag the dog of life. I'm going to live in the best place.
[01:17:36.000 --> 01:17:51.000]   But the question is always, if there are ways that you can have all or at least most of the things that you have in life otherwise, then why not also be efficient from taxes?
[01:17:51.000 --> 01:17:59.000]   Or why not also pay attention to those other things?
[01:17:59.000 --> 01:18:20.000]   That's part of the challenge for us frequent listeners who love getting the nuggets and getting the win on some of these strategies and making those work is that we do have to remind ourselves not to let the finances run the lifestyle.
[01:18:20.000 --> 01:18:30.000]   Yeah. And I probably could do a better job of affirming and reaffirming and triple affirming that. I feel like I even need to do that with regard to location.
[01:18:30.000 --> 01:18:38.000]   So, for example, I think it's hard because when you talk as much as I do, you talk out of what you're doing. You talk out of what you're excited about.
[01:18:38.000 --> 01:18:48.000]   And when you see, for me also, when you're excited about the technical superiority of something, you're like, "Look, this is the best plan from a technical perspective."
[01:18:48.000 --> 01:18:54.000]   It's exciting. But then what happens is my words, people hear my words and they think, "Well, this is the only solution."
[01:18:54.000 --> 01:18:58.000]   And I've tried even over recent weeks in the United States, there's been so much tension.
[01:18:58.000 --> 01:19:03.000]   And I've had friends and people say, "Well, I just feel like I need to move." And I don't think you need to move.
[01:19:03.000 --> 01:19:10.000]   I think that being able to move is a good solution. And if there's somewhere you want to move, that can solve some problems.
[01:19:10.000 --> 01:19:15.000]   But at the end of the day, I don't think that you need to move. I don't think that you need to move out of Atlanta.
[01:19:15.000 --> 01:19:18.000]   I don't think you need to move out of Dallas. I don't think you need to move anywhere.
[01:19:18.000 --> 01:19:24.000]   Everywhere in the world has problems, and any lifestyle has problems.
[01:19:24.000 --> 01:19:42.000]   So, I just hope that people – and I just want to express here that what I try to do is share what I think is – I try to share ideas that I think are useful, share why those ideas are useful.
[01:19:42.000 --> 01:19:48.000]   But at the end of the day, all of us have to be really thoughtful about the uniqueness of our situations.
[01:19:48.000 --> 01:19:58.000]   Because simple things like the personality of our spouses or the age of our children or the kinds of activities that our children are involved in.
[01:19:58.000 --> 01:20:04.000]   If you've got a child who's world-class at basketball and you pluck that child up and move them somewhere else,
[01:20:04.000 --> 01:20:12.000]   that can be the kind of thing that sows a root of bitterness in your relationship with your children that just lasts forever.
[01:20:12.000 --> 01:20:18.000]   I've had many people – I would never – I would be cautious of saying absolute statements.
[01:20:18.000 --> 01:20:28.000]   When I work with individual consulting clients, time after time after time, I recommend to them things that I would not personally do because their situations are warranted.
[01:20:28.000 --> 01:20:39.000]   You live in New York City, but you've got a 15-year-old daughter. I think it'd be very unwise to just willy-nilly pluck your 15-year-old daughter up out of a lifestyle in New York City,
[01:20:39.000 --> 01:20:47.000]   where she – if she's happy and thriving, and plunk her down in rural Texas just because you're worried about social unrest in New York City.
[01:20:47.000 --> 01:20:50.000]   I think that's probably not good.
[01:20:50.000 --> 01:20:57.000]   Now, on the other hand, if your child is not thriving in New York City, it could be a real blessing for them to be released from that situation.
[01:20:57.000 --> 01:21:05.000]   All of us need wisdom and discernment in our own situation, and I'll try to do a good job of continuing to talk about that in the future.
[01:21:05.000 --> 01:21:13.000]   I appreciate the question. It's a question I don't have a good answer for other than to say there is a tension, it is real, and I'm not sure the answer that I'll find even next year.
[01:21:13.000 --> 01:21:16.000]   I'm open to the future, and we'll see what happens.
[01:21:16.000 --> 01:21:19.000]   Well, I appreciate the transparency, as always.
[01:21:19.000 --> 01:21:23.000]   My pleasure. Thank you for calling in. I appreciate it very much.
[01:21:23.000 --> 01:21:30.000]   And with that, we wrap up our Friday Q&A show. Some interesting calls today. I think you got a good mixture.
[01:21:30.000 --> 01:21:35.000]   Just think if there's anything I need to reprise here or review. Good mixture here.
[01:21:35.000 --> 01:21:49.000]   What I would say is – I guess I would want to close just by focusing on the importance of personality, a personalization of a plan.
[01:21:49.000 --> 01:21:58.000]   What I do my best to do is to share with you ideas and let you hear me ask questions.
[01:21:58.000 --> 01:22:03.000]   And I hope that you hear that, and that makes you a better thinker, even for your own situation.
[01:22:03.000 --> 01:22:12.000]   But ask good questions, and if you ask good questions to clarify the things that are important, then you'll know.
[01:22:12.000 --> 01:22:21.000]   If my wife were discontented because of some weird tax thing that I'm trying to do, I would give up the tax thing,
[01:22:21.000 --> 01:22:26.000]   because I want my marriage and my family to be strong.
[01:22:26.000 --> 01:22:29.000]   And I think that in many situations, you can do that.
[01:22:29.000 --> 01:22:34.000]   You might move into a neighborhood that you wouldn't ordinarily want to live in, but you're there for a purpose.
[01:22:34.000 --> 01:22:37.000]   And so the most important thing is usually going to be to find purpose in your life.
[01:22:37.000 --> 01:22:47.000]   And it's very easy to talk about the purpose of hedonism, making decisions that just feel good because they fit what you're trying to do.
[01:22:47.000 --> 01:22:49.000]   But that can't be always the ultimate thing.
[01:22:49.000 --> 01:22:56.000]   There are many times in life where you're going to make sacrifices, because you believe that they're genuinely in the best interest of you,
[01:22:56.000 --> 01:22:58.000]   or of your family, or of somebody that you're serving.
[01:22:58.000 --> 01:23:06.000]   So please, if I've not done a good job of articulating various things, call me up and ask about it, as a caller there today did.
[01:23:06.000 --> 01:23:12.000]   But think about your situation, recognize that your circumstances may vary.
[01:23:12.000 --> 01:23:14.000]   Thank you for listening to Radical Personal Finance.
[01:23:14.000 --> 01:23:16.000]   If you'd like to join me on next week's Q&A call, please support the show on Patreon.
[01:23:16.000 --> 01:23:18.000]   Go to patreon.com/radicalpersonalfinance.
[01:23:18.000 --> 01:23:21.000]   patreon.com/radicalpersonalfinance.
[01:23:21.000 --> 01:23:25.000]   Sign up to support the show there, and we'll be back with you.
[01:23:25.000 --> 01:23:27.000]   You'll be able to join us for a show next Friday.
[01:23:27.000 --> 01:23:28.000]   Thank you for listening.
[01:23:28.000 --> 01:23:38.000]   [music]

