
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[01:00:09.000 --> 01:00:17.000]   the majority of the financial advice is far less stable than you would imagine.
[01:00:17.000 --> 01:00:19.000]   So what can you do?
[01:00:19.000 --> 01:00:22.000]   Well, I think you can do what makes sense to you.
[01:00:22.000 --> 01:00:29.000]   The people who have done well with Bitcoin are the people who said, "That makes sense to me, and I'm going to do it."
[01:00:29.000 --> 01:00:33.000]   I think you can rely on good personal financial planning.
[01:00:33.000 --> 01:00:40.000]   To me, whenever I get into one of these baffling swamps where you're like, "Ah, I could go here or I could go there," what do you do?
[01:00:40.000 --> 01:00:44.000]   Well, principles like diversification come in.
[01:00:44.000 --> 01:00:47.000]   It's a good, useful principle.
[01:00:47.000 --> 01:00:52.000]   Principles like good financial planning, planning for your life, is a good principle.
[01:00:52.000 --> 01:00:56.000]   And so there are some principles that you can rely on.
[01:00:56.000 --> 01:00:59.000]   And then, of course, you can just trust yourself.
[01:00:59.000 --> 01:01:01.000]   Trust yourself.
[01:01:01.000 --> 01:01:04.000]   Educate yourself, but trust yourself.
[01:01:04.000 --> 01:01:09.000]   Don't be scared to change and create a new future.
[01:01:09.000 --> 01:01:15.000]   You can think about one of the -- think about the United States of America.
[01:01:15.000 --> 01:01:23.000]   The United States of America was far from a foregone conclusion of a success story.
[01:01:23.000 --> 01:01:46.000]   When you go back and you study the history in the late 1700s, basically you had a few dozen men who came up with this wacky idea that they should somehow create a new country and disattach themselves from the biggest, most powerful, best country in the world.
[01:01:46.000 --> 01:01:48.000]   And they did it.
[01:01:48.000 --> 01:01:57.000]   And there were so many times in which it was obvious that the smart money would never bet on those people, and yet they did it.
[01:01:57.000 --> 01:02:05.000]   And you could see it just grew and grew and grew and grew and grew until you had the biggest, most powerful empire in the world today.
[01:02:05.000 --> 01:02:08.000]   The richest empire, the most powerful empire.
[01:02:08.000 --> 01:02:11.000]   What a crazy world in the last 200 years.
[01:02:11.000 --> 01:02:15.000]   Now, 200 years from now, what is going to exist?
[01:02:15.000 --> 01:02:19.000]   The answer is we have no idea.
[01:02:19.000 --> 01:02:28.000]   But what will exist is what you and I build.
[01:02:28.000 --> 01:02:31.000]   So, let's get busy and build something.
[01:02:31.000 --> 01:02:37.000]   Build something cool and shape the kind of future that you and I want to live in.
[01:02:37.000 --> 01:02:41.000]   Let's learn from the Charlie Mungers of the world.
[01:02:41.000 --> 01:02:45.000]   He's got a lot to offer, a lot of value.
[01:02:45.000 --> 01:02:50.000]   But just because somebody has a lot of value to offer doesn't mean they're right in everything.
[01:02:50.000 --> 01:02:57.000]   You listen to me because I have a lot of value to offer, and I work really hard to offer it.
[01:02:57.000 --> 01:02:59.000]   But that doesn't mean I'm right in everything.
[01:02:59.000 --> 01:03:03.000]   I just have talked about how I got Bitcoin wrong.
[01:03:03.000 --> 01:03:19.000]   So, learn from what people are good at, and then sift it, filter it, choose the different things that you like and that you believe in, and don't be a slave to what somebody else thinks.
[01:03:19.000 --> 01:03:24.000]   Somebody can be very smart, like Charlie Munger, or like me.
[01:03:24.000 --> 01:03:29.000]   Somebody can be very well-informed, like Charlie Munger, or like me.
[01:03:29.000 --> 01:03:46.000]   Somebody can be very honest, like Charlie Munger, or like me, and still be wholeheartedly, unequivocally, horrifically, well-intentionally wrong.
[01:03:46.000 --> 01:03:48.000]   Now, who turns out to be right?
[01:03:48.000 --> 01:03:50.000]   Does Charlie Munger turn out to be right?
[01:03:50.000 --> 01:03:55.000]   Or does the greatest Bitcoin maximalist turn out to be right?
[01:03:55.000 --> 01:04:02.000]   We don't know, because the future has not yet been written.
[01:04:02.000 --> 01:04:07.000]   So, you and I are going to write it.
[01:04:07.000 --> 01:04:14.000]   That said, one thing I have decided to do, is you're going to hear this, and I'm announcing it here.
[01:04:14.000 --> 01:04:28.000]   Going forward, I'm going to try to learn less, maybe I decide to change my mind, but going forward, whenever I refer to a fiat currency, like the US dollar, I'm going to try to use the word fiat.
[01:04:28.000 --> 01:04:42.000]   So, you'll hear me do this going forward, because I realized this past weekend when I was talking to somebody and I heard them say that, I realized, number one, not only is that absolutely true.
[01:04:42.000 --> 01:04:46.000]   The US dollar is a fiat currency.
[01:04:46.000 --> 01:04:48.000]   Actually, I shouldn't say that's absolutely true.
[01:04:48.000 --> 01:04:55.000]   There actually is a debate about whether the US dollar is a fiat currency, or whether the US dollar is a debt-backed currency, and there's an interesting debate.
[01:04:55.000 --> 01:05:07.000]   But I think that it's good enough, there are enough good arguments on the side of, okay, it's a fiat currency, even though it's not going to be the traditional fiat, where it's exclusively by fiat, by decree.
[01:05:07.000 --> 01:05:10.000]   I think it's good enough that I'm going to refer to it.
[01:05:10.000 --> 01:05:20.000]   Because I realize this genuinely does, it tells the truth, and that's a truth that in our day and age needs to be told, needs to be understood.
[01:05:20.000 --> 01:05:23.000]   Traveling has been helpful to me to see this.
[01:05:23.000 --> 01:05:45.000]   When you live in one country, you get so used to your currency, and there's only people from a few corners of the world, right? If you're from Argentina, if you're from Venezuela, if you're from Lebanon, if you're from Zimbabwe, then of course the reality of the fickleness or the flimsiness of your money, that goes a little deeper in you.
[01:05:45.000 --> 01:05:57.000]   But if you're from the United States, or from Canada, or from Great Britain, some of these places that have had these long-lived stable currencies, then you just understand it was just money is what we use.
[01:05:57.000 --> 01:06:06.000]   And it's only in hindsight when you start looking and you realize how utterly devalued the money is, that you realize that things have changed and you didn't even realize it.
[01:06:06.000 --> 01:06:16.000]   So in the future, I'm going to start using these terms. I'm going to use the US fiat dollar. The US dollar fiat. I got to figure out how to make it as smooth as possible.
[01:06:16.000 --> 01:06:23.000]   Because we need to be aware of that. We need to be aware of it. And I'm not going to sell all my dollars and convert them all into Bitcoin.
[01:06:23.000 --> 01:06:28.000]   I need dollars because those dollars perform a valuable service, a valuable function.
[01:06:28.000 --> 01:06:34.000]   But just because that's the world that we live in today doesn't mean that that's the world that I have to live in 10 years from now.
[01:06:34.000 --> 01:06:38.000]   It doesn't mean that that's the world that you and I have to live in 20 years from now.
[01:06:38.000 --> 01:06:45.000]   We don't have to be beholden to the world's largest war power for the value of our money.
[01:06:45.000 --> 01:06:48.000]   We can invent new things. We can create new things.
[01:06:48.000 --> 01:07:01.000]   And if past civilizations can use cowry shells as perfectly workable money, and if past civilizations can use gold coins as perfectly workable money,
[01:07:01.000 --> 01:07:07.000]   and if current past civilizations can use paper US dollars as perfectly workable money,
[01:07:07.000 --> 01:07:16.000]   and if current civilizations can use meaningless accounting metrics in a ledger, which is what US dollars are,
[01:07:16.000 --> 01:07:22.000]   just simply digits that exist in a computer screen as workable money,
[01:07:22.000 --> 01:07:32.000]   and there's no reason why you and I can't use some entirely new systems as workable money, as great investments, or whatever the situation is.
[01:07:32.000 --> 01:07:37.000]   The world is not stuck. We don't have to be stuck.
[01:07:37.000 --> 01:07:40.000]   If I go on, I'll just be repeating the same concept.
[01:07:40.000 --> 01:07:45.000]   Learn from the past. Let's learn from the past. Let's admire the good things from the past.
[01:07:45.000 --> 01:07:52.000]   Let's be traditionalists to the extent that traditionalism was successful.
[01:07:52.000 --> 01:07:58.000]   Let's be those who honor and venerate the accomplishments of our forebears.
[01:07:58.000 --> 01:08:08.000]   But let's not be those who keep ourselves stuck in broken systems just because that's the way it is.
[01:08:08.000 --> 01:08:10.000]   It doesn't have to be that way.
[01:08:10.000 --> 01:08:14.000]   Let's be those who believe that the future could be different.
[01:08:14.000 --> 01:08:17.000]   Let's make up that belief in our mind, whether or not it's true or not.
[01:08:17.000 --> 01:08:23.000]   I believe it's one of those useful fictions where even if it weren't true, it's useful to live as if it were true,
[01:08:23.000 --> 01:08:26.000]   and what's wacky is that if you live as if it were true, it becomes true.
[01:08:26.000 --> 01:08:28.000]   So it becomes a self-fulfilling prophecy.
[01:08:28.000 --> 01:08:36.000]   So let's be those that believe that the future could be different, and then those who intentionally create it thoughtfully.
[01:08:36.000 --> 01:08:42.000]   I'm sorry that you didn't get rich because I told you to invest in Bitcoin.
[01:08:42.000 --> 01:08:51.000]   If you did get rich by investing in Bitcoin, I'm happy for you, but I'm sorry that I failed you in that sense.
[01:08:51.000 --> 01:08:56.000]   And I'll do my best in the future to do a better job of identifying those things.
[01:08:56.000 --> 01:09:04.000]   I'll try to be more courageous and less influenced by groupthink, by the desire for professional respectability.
[01:09:04.000 --> 01:09:08.000]   I'll try to care less about whether I get invited to speak at the cool conferences,
[01:09:08.000 --> 01:09:13.000]   and I'll try to care less about what they say about me in the forums and the wacko that I am.
[01:09:13.000 --> 01:09:19.000]   I'll do my best, and I'll try to be one who believes in the future, that the future can be better,
[01:09:19.000 --> 01:09:26.000]   that the future can be different, that the future can be more just, more honorable, more righteous,
[01:09:26.000 --> 01:09:31.000]   and I'll work with you to try to create the kind of future that I want to live in,
[01:09:31.000 --> 01:09:38.000]   that I want my children to live in, and that I want my great-great-great-great-grandchildren to live in.
[01:09:39.000 --> 01:09:42.000]   Do more together this holiday in a new Chevy.
[01:09:42.000 --> 01:09:46.000]   Take on more adventure in the strong and capable Chevy Silverado.
[01:09:46.000 --> 01:09:48.000]   More confidence in the Chevy Equinox.
[01:09:48.000 --> 01:09:53.000]   Winner of the J.D. Power Award for initial quality among compact SUVs two years running.
[01:09:53.000 --> 01:09:58.000]   And more value in the all-new Chevy Trax with an available 11-inch diagonal touchscreen.
[01:09:58.000 --> 01:10:00.000]   Bring the holidays together in the new Chevy.
[01:10:00.000 --> 01:10:02.000]   Click to learn more.
[01:10:02.000 --> 01:10:05.000]   Chevrolet. Together, let's drive.
[01:10:05.000 --> 01:10:10.000]   For J.D. Power 2023 U.S. Initial Quality Study Award information, visit JDPower.com/awards.

