
[00:00:00.000 --> 00:00:06.080]   All right.
[00:40:38.860 --> 00:40:43.900]   You see just like this one big weight matrix that is literally like this, you know, dimensionality,
[00:40:43.900 --> 00:40:49.340]   you know, embed dimension by three times embed dimension is usually what it is in BERT or GPT.
[00:40:49.340 --> 00:40:55.060]   That three is the way you split it into queries, keys, and values.
[00:40:55.060 --> 00:41:00.300]   But we're actually going to kind of like take that vector that is like, you know, embed dim size
[00:41:00.300 --> 00:41:03.300]   and just chunk it up into each of these different filters.
[00:41:03.300 --> 00:41:07.620]   Right? So rather than make those filters explicit as by providing them as a parameter
[00:41:07.620 --> 00:41:10.540]   that defines some weight layer, for efficiency purposes,
[00:41:10.540 --> 00:41:13.580]   we're actually just going to treat it all as one matrix and then just chunk it
[00:41:13.580 --> 00:41:17.140]   up as we're doing the linear algebra operations.
[00:41:17.140 --> 00:41:18.620]   Does that make sense?
[00:41:18.620 --> 00:41:22.420]   >> So you're chunking it twice, the times three is queries, keys, and values.
[00:41:22.420 --> 00:41:25.260]   And then number of heads is further chunking each one of those.
[00:41:25.260 --> 00:41:28.820]   >> Yeah. So one of the kind of like the key rules that like no one ever tells you
[00:41:28.820 --> 00:41:31.940]   about transformers is that your number of heads has
[00:41:31.940 --> 00:41:35.860]   to evenly divide your transformer hidden dimension.
[00:41:35.860 --> 00:41:40.580]   That's usually a check that is explicitly done in the code for training like BERT or GPT.
[00:41:40.580 --> 00:41:43.220]   And usually the code doesn't work if that doesn't happen.
[00:41:43.220 --> 00:41:46.140]   And that's kind of how you get away with a lot of these evisions tricks.
[00:41:46.140 --> 00:41:46.780]   It's a great question.
[00:41:46.780 --> 00:41:49.380]   >> So we should do a whole course on broadcasting.
[00:41:49.380 --> 00:41:49.700]   >> Yeah.
[00:41:49.700 --> 00:41:52.740]   >> Before you even start this so that you can do this mess of things.
[00:41:52.740 --> 00:41:57.380]   >> Yeah. And there's a great professor at Cornell Tech, Sasha Rush, who kind of has like a bunch
[00:41:57.380 --> 00:42:00.340]   of like tutorials on just like basic like broadcasting tensor operations.
[00:42:00.340 --> 00:42:01.100]   It's fantastic.
[00:42:01.100 --> 00:42:02.180]   They should check out.
[00:42:02.180 --> 00:42:03.020]   There's a question?
[00:42:03.020 --> 00:42:05.220]   >> Yeah. Can you just clarify what you mean by chunking?
[00:42:05.220 --> 00:42:10.500]   >> Yeah. So if I have a vector of let's say length 1024, right?
[00:42:10.500 --> 00:42:13.700]   That is my embedding dimensions, the hidden dimension for my transformer.
[00:42:13.700 --> 00:42:19.980]   And if I have keys of say dimension let's say two, make it easy.
[00:42:19.980 --> 00:42:23.020]   Chunking just means that I'm going to split that vector of 1024
[00:42:23.020 --> 00:42:26.020]   into two heads each of dimension 512.
[00:42:26.020 --> 00:42:29.700]   Right? So I'm literally just going to like reshape that vector and chunk them
[00:42:29.700 --> 00:42:34.580]   up into like two views of the same input.
[00:42:34.580 --> 00:42:38.060]   Cool. Is this actually better?
[00:42:38.060 --> 00:42:42.580]   Is this alone enough to define a transformer?
[00:42:42.580 --> 00:42:44.340]   Maybe. Maybe not.
[00:42:44.340 --> 00:42:44.660]   All right.
[00:42:44.660 --> 00:42:45.940]   The answer is no.
[00:42:45.940 --> 00:42:50.700]   So it's good because like we get all of the parallelization advantages and all of kind
[00:42:50.700 --> 00:42:53.060]   of the attention advantages that I talked about on the previous slide.
[00:42:53.060 --> 00:42:58.700]   This is a slide from like a Justin Johnson and Dante Zhu who are both ex-Stanford alums now teaching
[00:42:58.700 --> 00:43:02.820]   courses about transformers and deep learning at various colleges.
[00:43:02.820 --> 00:43:08.460]   But you're missing kind of like one key component, right?
[00:43:08.460 --> 00:43:14.180]   So if you just look at this and squint at this for like a little bit of time,
[00:43:14.180 --> 00:43:18.260]   what you're missing is like, okay, so I am just taking different weighted averages
[00:43:18.260 --> 00:43:24.940]   of the same underlying values over and over again.
[00:43:24.940 --> 00:43:27.300]   Relative to the things that are coming out of my transformer,
[00:43:27.300 --> 00:43:31.500]   there actually is no non-linearity, but just self-attention.
[00:43:31.500 --> 00:43:36.180]   This is basically a glorified linear network.
[00:43:36.180 --> 00:43:40.740]   So we need some way to fix that because that's where the expressivity,
[00:43:40.740 --> 00:43:42.420]   the kind of the magic of deep learning happens.
[00:43:42.420 --> 00:43:48.780]   It's kind of when we stack these non-linearities, go deeper and learn new patterns at scale.
[00:43:48.780 --> 00:43:52.100]   So this is how we do it.
[00:43:52.100 --> 00:43:53.220]   We had an MLP.
[00:43:53.220 --> 00:43:57.180]   We had an MLP to the very end of the transformer block and it's very simple, right?
[00:43:57.180 --> 00:43:59.820]   It all it does is it kind of takes the embedding dimension that comes
[00:43:59.820 --> 00:44:02.340]   out of the self-attention block that we just defined,
[00:44:02.340 --> 00:44:06.060]   projects it to a higher dimensional space,
[00:44:06.060 --> 00:44:08.180]   adds a value on linearity,
[00:44:08.180 --> 00:44:11.020]   and then down projects it back to the embedding dimension.
[00:44:11.020 --> 00:44:12.660]   Usually what you're going to see is a factor of four.
[00:44:12.660 --> 00:44:14.300]   Why is it a factor of four?
[00:44:14.300 --> 00:44:17.100]   No one knows is the honest answer.
[00:44:17.100 --> 00:44:18.900]   Two didn't seem to work well enough.
[00:44:18.900 --> 00:44:20.340]   Eight seemed to be too big.
[00:44:20.340 --> 00:44:24.660]   But here's some like soft intuition for kind of why this might work.
[00:44:24.660 --> 00:44:30.060]   This kind of is a throwback to like 229, you know, OGML days.
[00:44:30.060 --> 00:44:34.660]   So you want your network as a whole to be able to kind of
[00:44:34.660 --> 00:44:37.900]   both forget the things that are unimportant,
[00:44:37.900 --> 00:44:39.820]   but also remember the things that are important, right?
[00:44:39.820 --> 00:44:41.500]   That's kind of the role. So the sharpening,
[00:44:41.500 --> 00:44:43.980]   the remembering that are important are these residual connections,
[00:44:43.980 --> 00:44:47.260]   like the fact that I'm adding X to some transform of X.
[00:44:47.260 --> 00:44:49.860]   The forgetting is what this MLP is doing.
[00:44:49.860 --> 00:44:53.140]   It's basically saying like what stuff can I throw away and should I
[00:44:53.140 --> 00:44:56.460]   basically forget because it's not really relevant to what I care about,
[00:44:56.460 --> 00:44:59.100]   at the end of the day, which are good contextual representations.
[00:44:59.100 --> 00:45:03.620]   And so the role of the MLP is very similar to the role of kind of
[00:45:03.620 --> 00:45:07.900]   kernel and you know the good old support vector machine literature, right?
[00:45:07.900 --> 00:45:11.740]   So if I have two classes that are kind of like this in a plane,
[00:45:11.740 --> 00:45:15.540]   and I want to draw a line that partitions them, how do I do it?
[00:45:15.540 --> 00:45:18.460]   Well, it's hard if I'm only working in 2D.
[00:45:18.460 --> 00:45:21.300]   But with just a very simple learn transform,
[00:45:21.300 --> 00:45:25.220]   if I just implicitly lift these things up to like 3D,
[00:45:25.220 --> 00:45:28.900]   I can turn this into a surface in 3D that can just cut in half,
[00:45:28.900 --> 00:45:32.700]   separates my stuff. So projecting up with this MLP is basically
[00:45:32.700 --> 00:45:36.420]   this way of kind of like aligning or crystallizing the structure of our features,
[00:45:36.420 --> 00:45:38.780]   learning a good decision boundary in space,
[00:45:38.780 --> 00:45:40.780]   and compressing from there.
[00:45:40.780 --> 00:45:42.700]   I think we're out of time, so we're going to go through like
[00:45:42.700 --> 00:45:45.020]   the rest of the transformer evolution in a bit.
[00:45:45.020 --> 00:45:46.540]   But all the slides are up.
[00:45:46.540 --> 00:45:51.260]   I have office hours tomorrow and I will be back. Thanks.
[00:45:51.260 --> 00:45:52.260]   >> Thank you.
[00:45:52.260 --> 00:45:52.260]   [ Applause ]
[00:45:52.260 --> 00:46:02.260]   [BLANK_AUDIO]

