
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:56:17.680 --> 00:56:21.680]   So generally, you often want to look and just see if you can convert a policy.
[00:56:21.680 --> 00:56:26.680]   Very few people are in the situation where they want to do it, but it is important that you know that you can, especially if you're a life insurance agent.
[00:56:26.680 --> 00:56:30.680]   You want to make sure that you're always looking and seeing, "Does this client have an old life insurance policy?"
[00:56:30.680 --> 00:56:37.680]   Unfortunately, most agents won't do that because it's much tougher to get – depends.
[00:56:37.680 --> 00:56:47.680]   It can be tougher to get a commission on the old policy with a company you might not be contracted with versus selling a new one.
[00:56:47.680 --> 00:56:49.680]   But here's where it is helpful.
[00:56:49.680 --> 00:56:54.680]   Let's say that I'm sitting with you and we're doing planning and you need some life insurance.
[00:56:54.680 --> 00:57:00.680]   Maybe we need some insurance policies and we're going to try to put – we're doing some estate tax planning.
[00:57:00.680 --> 00:57:02.680]   It's the simplest example that always comes to mind.
[00:57:02.680 --> 00:57:10.680]   So we're going to move the policy into a life insurance trust and you need the insurance but you've got some health issues and we want as much insurance in the future as possible.
[00:57:10.680 --> 00:57:20.680]   But one of the things that we can do, which is a tool, is to look and say, "OK, we can't get any new insurance, but can we pump up the death benefit of your existing policies?"
[00:57:20.680 --> 00:57:24.680]   And remember, insurance companies like to receive those premium payments.
[00:57:24.680 --> 00:57:29.680]   So if you need the death benefit, we may look at it and say, "Could we convert this to a different type of policy?"
[00:57:29.680 --> 00:57:30.680]   We'll move it into the trust.
[00:57:30.680 --> 00:57:38.680]   Then we'll start putting much higher premium payments into it and increase the death benefit up front by putting higher amounts of money into it.
[00:57:38.680 --> 00:57:42.680]   Depending on the situation, I could see that type of thing being a useful tool.
[00:57:42.680 --> 00:57:46.680]   Pretty rare situation, possible at least in theory.
[00:57:46.680 --> 00:57:51.680]   Next, let's talk about participating policies versus non-participating policies.
[00:57:51.680 --> 00:57:55.680]   This term is changed over the years.
[00:57:55.680 --> 00:58:06.680]   But what participating basically means is that you as the policy owner are able to participate in the profits of the insurance company.
[00:58:06.680 --> 00:58:12.680]   And that participation is recognized in the form of dividends paid to your life insurance contract.
[00:58:12.680 --> 00:58:17.680]   Whole life policies can be issued on a non-participating basis.
[00:58:17.680 --> 00:58:19.680]   In that case, there are no dividends paid.
[00:58:19.680 --> 00:58:24.680]   And the insurance company, if they do well, the insurance company keeps all the money.
[00:58:24.680 --> 00:58:28.680]   Or they can be issued on a participating basis.
[00:58:28.680 --> 00:58:34.680]   Historically, the non-participating policies were issued by stock life insurance companies.
[00:58:34.680 --> 00:58:40.680]   There's an important distinction that you should know between what's called a mutual insurance company and a stock life insurance company.
[00:58:40.680 --> 00:58:45.680]   A stock life insurance company functions like many insurance companies with which you're familiar.
[00:58:45.680 --> 00:58:48.680]   The concept here is stockholders come together.
[00:58:48.680 --> 00:58:50.680]   They capitalize a company.
[00:58:50.680 --> 00:58:51.680]   That company does business.
[00:58:51.680 --> 00:58:54.680]   In this case, the business of that company is selling insurance.
[00:58:54.680 --> 00:58:59.680]   Those insurance contracts are negotiated each individually based upon the type of policy with the policy owners.
[00:58:59.680 --> 00:59:04.680]   But the goal of the insurance company is to create profits, and those profits are sent to the stockholders.
[00:59:04.680 --> 00:59:11.680]   So, example, if you – many of you will own in your mutual fund contracts, you'll own something like MetLife.
[00:59:11.680 --> 00:59:17.680]   You'll own MetLife stock or you'll own Prudential stock or you'll own – anyway, there's dozens of types of companies.
[00:59:17.680 --> 00:59:24.680]   And so you experience the profits from the life insurance company as dividends paid out to you in stock.
[00:59:24.680 --> 00:59:30.680]   Unique to the insurance business, you can have something that's called a mutual insurance company.
[00:59:30.680 --> 00:59:34.680]   In many ways, this works like the difference between a credit union and a bank.
[00:59:34.680 --> 00:59:41.680]   A credit union is owned for the benefit of its members, and there's no bank.
[00:59:41.680 --> 00:59:47.680]   There's no stockholders that are receiving the payments, whereas a bank has stockholders that's owned, and it's owned for the benefit of its owners.
[00:59:47.680 --> 00:59:53.680]   A mutual insurance company is where people come together to provide mutual assurance and insurance to one another.
[00:59:53.680 --> 00:59:56.680]   They mutually fund the company.
[00:59:56.680 --> 01:00:03.680]   Now, it's not technically a not-for-profit in the sense that the company is very much focused on doing business well.
[01:00:03.680 --> 01:00:12.680]   But the profits, instead of being paid out in the form of stock dividends, those profits are paid out in the form of dividends on a life insurance policy.
[01:00:12.680 --> 01:00:22.680]   This can be truly incredible because if you were to look at a company like the company that I formerly worked with, Northwestern Mutual – Northwestern Mutual was – how old are they?
[01:00:22.680 --> 01:00:27.680]   They're in the 1850s, I think, so – anyway, they're an old company.
[01:00:27.680 --> 01:00:31.680]   Point has been around for over a century and 160 years, something like that.
[01:00:31.680 --> 01:00:39.680]   They have massive company. I think they're somewhere between like the Fortune 100 to Fortune 140, extremely profitable.
[01:00:39.680 --> 01:00:42.680]   But who gets the profit?
[01:00:42.680 --> 01:00:47.680]   The profit goes to the policy owners of the company.
[01:00:47.680 --> 01:00:49.680]   You can do this with every type of insurance.
[01:00:49.680 --> 01:00:51.680]   You can work with a mutual car insurance.
[01:00:51.680 --> 01:00:54.680]   So for example, my car insurance was a company called USAA.
[01:00:54.680 --> 01:00:57.680]   USAA every year sends me a dividend payment.
[01:00:57.680 --> 01:01:02.680]   Now, depending on the type of dividend, that dividend may be used to reduce your insurance premium.
[01:01:02.680 --> 01:01:04.680]   That's the way my car insurance premium works.
[01:01:04.680 --> 01:01:05.680]   I pay every month my premium.
[01:01:05.680 --> 01:01:11.680]   Then in December or January, whenever they calculate their dividends, they figure out here is what the profit of the company was.
[01:01:11.680 --> 01:01:18.680]   We'll calculate this out on a share per owner, per policy owner, and then they send me my portion of that dividend.
[01:01:18.680 --> 01:01:19.680]   Same thing in life insurance.
[01:01:19.680 --> 01:01:34.680]   Now, traditionally then, participating life insurance policies, participating whole life insurance policies were primarily for the world of mutual insurance companies.
[01:01:34.680 --> 01:01:43.680]   And the idea of a participating policy is that it gives the life insurance company a little bit more flexibility.
[01:01:43.680 --> 01:01:52.680]   What usually happens is because the policy owner knows that they're going to participate in the full economic performance of the company,
[01:01:52.680 --> 01:01:58.680]   they'll often be charged a slight additional premium, a little bit of extra wiggle room in the premium,
[01:01:58.680 --> 01:02:03.680]   with the goal of being – returning that premium in the form of policy owner dividends.
[01:02:03.680 --> 01:02:07.680]   So that helps the insurance company to have a little bit more cash in the bank.
[01:02:07.680 --> 01:02:12.680]   But still, after you get through a period of coverage, they can go ahead and send money back in the form of a dividend.
[01:02:12.680 --> 01:02:18.680]   So policy dividends are in essence an overcharge of premium in the beginning.
[01:02:18.680 --> 01:02:25.680]   And then once the insurance company has a favorable experience, then they go ahead and send the money back.
[01:02:25.680 --> 01:02:35.680]   So if they have lower costs than expected, lower expenses than expected, and lower mortality charges than expected, they go ahead and send that back in the form of a dividend.
[01:02:35.680 --> 01:02:42.680]   This is an interesting allegation that's often used because one of the things that you'll read about when you get into the debate,
[01:02:42.680 --> 01:02:45.680]   one of the things that's often alleged is if you talk about, "Look how strong these dividends are."
[01:02:45.680 --> 01:02:49.680]   Yeah, but these dividends are just an overcharge of premium. They charge you too much.
[01:02:49.680 --> 01:02:54.680]   It can be argued both ways. It is technically an overcharge of premiums.
[01:02:54.680 --> 01:03:00.680]   And usually what you'll find is the premiums with mutual insurance companies will probably be a little bit higher than stock companies.
[01:03:00.680 --> 01:03:05.680]   But if you understand that, then it can be a benefit.
[01:03:05.680 --> 01:03:11.680]   For example, if let's say that I need to give cash to my child or to my wife to go to the store.
[01:03:11.680 --> 01:03:13.680]   She's out of cash and says, "Josh, we need some money."
[01:03:13.680 --> 01:03:26.680]   Okay. If I hand her a $100 bill and send her to the store and she needs $6 worth of items, then to me it's to my benefit just to give her $100 because I know that she's going to give me the $94 when she gets back.
[01:03:26.680 --> 01:03:35.680]   But if she gets to the store and finds out that the item that we need is on sale and she buys the whole shelf and spends $100, I'm not displeased because she's got extra money.
[01:03:35.680 --> 01:03:45.680]   And so the cool thing about the concept of a participating insurance policy, especially in a mutual insurance company, is that there's almost this alignment of interests.
[01:03:45.680 --> 01:03:47.680]   You feel like, "Well, we're in this thing together."
[01:03:47.680 --> 01:03:51.680]   It's not you trying to make a bunch of money off of me and sending that money to the stockholders.
[01:03:51.680 --> 01:03:52.680]   It's, "No, we're in this together."
[01:03:52.680 --> 01:04:00.680]   And I don't mind giving you a little bit more money and allowing you to run your company well so that I can have a little bit more money back in the form of dividends.
[01:04:00.680 --> 01:04:11.680]   Now, because participating whole life insurance policies were so popular, extremely appealing, then stock life insurance companies started to offer participating policies as well.
[01:04:11.680 --> 01:04:19.680]   So most stock life insurance companies today offer a choice of both participating and non-participating policies.
[01:04:19.680 --> 01:04:25.680]   Almost all policies that are sold by mutual insurance companies are participating policies.
[01:04:25.680 --> 01:04:28.680]   Now, the subject of mutuality is an interesting subject for another day.
[01:04:28.680 --> 01:04:33.680]   Historically, many if not most life insurance companies were mutual insurance companies.
[01:04:33.680 --> 01:04:40.680]   But over the years, many or most of those companies have what's called demutualized, which means that they've reorganized themselves.
[01:04:40.680 --> 01:04:49.680]   They had a public offering of their shares to the public and they returned that – those funds from that public offering to their policy owners.
[01:04:49.680 --> 01:04:59.680]   And so today, most of the insurance companies still – most of the insurance companies are organized as stock life insurance companies now.
[01:04:59.680 --> 01:05:07.680]   There are arguments on both sides of this issue talking about, well, would you rather work with a mutual company or with a stock insurance company?
[01:05:07.680 --> 01:05:15.680]   From my mind and my experience, I have a strong preference and a strong bias in favor of mutual insurance companies.
[01:05:15.680 --> 01:05:17.680]   It's not to the point of being exclusive.
[01:05:17.680 --> 01:05:23.680]   I can conceive of types of insurance policies or scenarios where I wouldn't mind working with a stock insurance company.
[01:05:23.680 --> 01:05:30.680]   But I prefer the alignment of interests that comes with the idea of mutuality.
[01:05:30.680 --> 01:05:33.680]   The company has to be well run.
[01:05:33.680 --> 01:05:35.680]   It's not an automatic thing.
[01:05:35.680 --> 01:05:41.680]   But at least there it's a closer alignment of interests in the same way that I would always rather work with a credit union than with a bank.
[01:05:41.680 --> 01:05:45.680]   And if you think about it, consider just the conflict of interest of working with stockholders.
[01:05:45.680 --> 01:05:47.680]   And to me, I find this compelling.
[01:05:47.680 --> 01:05:51.680]   If you buy Bank of America stock, why are you buying Bank of America stock?
[01:05:51.680 --> 01:05:53.680]   Well, you're demanding a return on your investment.
[01:05:53.680 --> 01:05:57.680]   Otherwise, you'd rather take your money and put it in a mattress.
[01:05:57.680 --> 01:06:04.680]   So you're going to require that bank to operate profitably enough that they can return to you dividends or stock growth.
[01:06:04.680 --> 01:06:09.680]   Today we have a bias in favor of stock growth instead of in favor of dividend payments on your stocks.
[01:06:09.680 --> 01:06:12.680]   That's what you're requiring.
[01:06:12.680 --> 01:06:25.680]   So that means they need to charge a little bit higher interest on loans and take a little bit lower interest on – or give a little bit lower interest on deposits.
[01:06:25.680 --> 01:06:36.680]   Well, if you go and you look and you compare the cost of interest at a credit union, which is owned by its members, to the cost of interest at Bank of America, which is owned by its stockholders,
[01:06:36.680 --> 01:06:48.680]   almost invariably for a qualified risk, you will find a lower rate of interest on loans if you need a loan at the credit union, and you'll get a higher rate of interest on your deposits.
[01:06:48.680 --> 01:06:53.680]   I don't see it for any – anyway, I don't see any way that it can be different.
[01:06:53.680 --> 01:06:59.680]   Now, the credit union has to be well run, and there are some economies and efficiencies of scale that perhaps Bank of America can achieve.
[01:06:59.680 --> 01:07:01.680]   But I don't see any way that it can be any different.
[01:07:01.680 --> 01:07:04.680]   So my preference is to work with a credit union instead of a bank.
[01:07:04.680 --> 01:07:08.680]   My preference is to work with a mutual insurance company instead of a stock insurance company.
[01:07:08.680 --> 01:07:15.680]   And my preference is to work in places where my interests as a consumer are aligned with the interests of the owners.
[01:07:15.680 --> 01:07:20.680]   So that's the concept of participating and nonparticipating, but you can find participating policies with both.
[01:07:20.680 --> 01:07:24.680]   You're still – I think – I don't see any way for it not to be this way.
[01:07:24.680 --> 01:07:47.680]   You're still going to have a lower – even though you may have a participating policy, I don't see any way that a stock insurance company that has to take the profits and return part of the profits to the stockholders and also return part of the profits to the policy owners is not going to be less as far as dividend payments than the company that can return all of the dividends to the policy owners.
[01:07:47.680 --> 01:07:49.680]   Now, what do you do with those dividends?
[01:07:49.680 --> 01:07:52.680]   Well, the dividends are – remember what they're classified as.
[01:07:52.680 --> 01:07:56.680]   They're primarily influenced by the investment results of the insurance company.
[01:07:56.680 --> 01:07:57.680]   They're never guaranteed.
[01:07:57.680 --> 01:08:00.680]   They fluctuate depending on what's going on.
[01:08:00.680 --> 01:08:01.680]   They can go up.
[01:08:01.680 --> 01:08:04.680]   They can go down depending on the performance of the policy – excuse me, of the company.
[01:08:04.680 --> 01:08:07.680]   But you have a few different options for them, a total of five options.
[01:08:07.680 --> 01:08:11.680]   The number one thing you can do is you can use them to reduce the premium payment.
[01:08:11.680 --> 01:08:13.680]   So this is what happens with my car insurance.
[01:08:13.680 --> 01:08:18.680]   In effect, they reduce the premium payments.
[01:08:18.680 --> 01:08:26.680]   So if I have a premium payment of $100 and my dividend payment is $10, I'm actually paying out of pocket $90.
[01:08:26.680 --> 01:08:28.680]   I like that.
[01:08:28.680 --> 01:08:32.680]   Even though I might overpay in the beginning, I'm long-term underpaying in the long run.
[01:08:32.680 --> 01:08:35.680]   I price – for example, USA, I price my car insurance consistently.
[01:08:35.680 --> 01:08:43.680]   And for me, car insurance is not all about price, but I can't find – when I factor in my dividend payments, I can't find a better deal.
[01:08:43.680 --> 01:08:52.680]   Number two, those dividends can be used to purchase additional fully paid-up insurance, which is called paid-up additions.
[01:08:52.680 --> 01:08:57.680]   This is one of the ones that is the most common, but it's also one of the more confusing ways to use dividends.
[01:08:57.680 --> 01:09:04.680]   The idea here is if you have a dividend payment, you take that small dividend payment and you take it to the insurance company.
[01:09:04.680 --> 01:09:10.680]   You say, "Okay, insurance company, how much insurance can I get from you for a one-time payment?"
[01:09:10.680 --> 01:09:19.680]   So say your dividend is $1,000 and they look at it and say, "Okay, we'll give you $5,622 of paid-up life insurance, a single premium life insurance policy."
[01:09:19.680 --> 01:09:35.680]   So you then take that insurance payment that – and your amount of your policy increases by $5,622 and you also have cash value increase that's associated with that slight additional amount of insurance.
[01:09:35.680 --> 01:09:38.680]   That's called buying paid-up additions.
[01:09:38.680 --> 01:09:46.680]   Number three, you can accumulate those dividends with the insurance company at interest, almost like setting up a savings account with the insurance company.
[01:09:46.680 --> 01:09:47.680]   I've never done that.
[01:09:47.680 --> 01:09:53.680]   Number four, you can use those dividends to purchase term insurance, a certain amount of term insurance each year.
[01:09:53.680 --> 01:10:03.680]   Or number five, you can use the dividend payments to increase the premiums and make the policy paid up at an earlier age than originally anticipated.
[01:10:03.680 --> 01:10:06.680]   So you're overpaying premiums until you get the policy paid up.
[01:10:06.680 --> 01:10:08.680]   All of those are options.
[01:10:08.680 --> 01:10:21.680]   In my mind, the most common ones are – well, the most common ones are either to take the dividend in cash, which effectively is reducing the premium payment, or – excuse me.
[01:10:21.680 --> 01:10:26.680]   You could take it in cash as a cash payment or you can reduce the premium payment or you can use it to buy paid-up insurance.
[01:10:26.680 --> 01:10:32.680]   I generally – for all my policies, it's just buy as paid-up insurance at this point in time.
[01:10:32.680 --> 01:10:37.680]   That may change in the future once the dividends are to the point where they can be really useful.
[01:10:37.680 --> 01:10:50.680]   And just like you can sit back and have dividends on a stock portfolio, you can also use dividends of a life insurance policy as a little bit of excess cash value – excuse me, as a little bit of extra income payments.
[01:10:50.680 --> 01:10:51.680]   Forgive me.
[01:10:51.680 --> 01:10:53.680]   And I've done this a few times.
[01:10:53.680 --> 01:10:55.680]   You sit down with a client and you work through their options.
[01:10:55.680 --> 01:10:57.680]   You're like, "Well, why don't you just take your dividends out?"
[01:10:57.680 --> 01:11:02.680]   All of a sudden, an extra $15,000 of dividend payments that are very stable can be a real win-win for them.
[01:11:02.680 --> 01:11:04.680]   They're not burning up the cash value completely.
[01:11:04.680 --> 01:11:06.680]   They've still got it there as an emergency fund.
[01:11:06.680 --> 01:11:11.680]   They also have the death benefit in force, but they just don't need any more and they're taking the dividends out.
[01:11:11.680 --> 01:11:17.680]   It can be extremely compelling when you're doing retirement planning if somebody has mature, seasoned policies.
[01:11:17.680 --> 01:11:19.680]   It can be very useful.
[01:11:19.680 --> 01:11:23.680]   So those are the options that you have with your dividend payments.
[01:11:23.680 --> 01:11:26.680]   Finally for today's show, we're going to talk about limited payment life insurance.
[01:11:26.680 --> 01:11:32.680]   So everything that I just went over with you, many of those things are applicable to limited payment life insurance.
[01:11:32.680 --> 01:11:35.680]   Limited payment life insurance still has all those dividend options.
[01:11:35.680 --> 01:11:37.680]   It still has all those non-forfeiture options.
[01:11:37.680 --> 01:11:43.680]   But the key here is instead of paying premiums on a level basis, you can pay premiums in a lesser amount of time.
[01:11:43.680 --> 01:11:45.680]   Now, why would you want to do it?
[01:11:45.680 --> 01:11:49.680]   Well, because it fits your financial plan.
[01:11:49.680 --> 01:11:50.680]   That's the key.
[01:11:50.680 --> 01:11:57.680]   So you could do this – the most extreme form of a limited payment life insurance policy is single premium life insurance.
[01:11:57.680 --> 01:12:01.680]   You want the policy in force forever and you make a one-time premium payment.
[01:12:01.680 --> 01:12:04.680]   It's a big premium payment, but the policy is in force forever.
[01:12:04.680 --> 01:12:06.680]   Your cash values exist there.
[01:12:06.680 --> 01:12:18.680]   So if you want to take the policy out and the cash values, after a couple of years, the way they do those is they usually have a slow integration of the cash values so that you don't –
[01:12:18.680 --> 01:12:22.680]   you're not just putting it with the insurance company for six months and then turning around and taking it out.
[01:12:22.680 --> 01:12:37.680]   Usually at mutual companies, a lot of times, single premium life insurance payments will have a buy-in period to the full dividend crediting rate so that the portfolio manager has some wiggle room to be able to adjust the portfolio for the influx of cash.
[01:12:37.680 --> 01:12:41.680]   But that's the extreme point of view.
[01:12:41.680 --> 01:12:48.680]   You can talk about limited payment policies based upon the number of payments required.
[01:12:48.680 --> 01:12:56.680]   So for example, single premium life insurance would be called one-pay life under this idea of naming the policies.
[01:12:56.680 --> 01:13:02.680]   You could have five-pay life or seven-pay life or 10-pay life or 15-pay life or 20-pay life or 30-pay life.
[01:13:02.680 --> 01:13:10.680]   The idea is you pay premiums for one year, five years, seven years, 10 years, 15 years, 30 years, but the insurance is in force for life.
[01:13:10.680 --> 01:13:12.680]   So that can be useful.
[01:13:12.680 --> 01:13:17.680]   You can also have a policy that's calculated to pay the premium policies up at a certain age.
[01:13:17.680 --> 01:13:20.680]   So maybe it's 60 or 65 or 70.
[01:13:20.680 --> 01:13:23.680]   You'll hear this referred to as 65 life.
[01:13:23.680 --> 01:13:31.680]   So the idea here is I'm going to pay premiums from now through age 65 and at 65, those premium payments are guaranteed to be gone.
[01:13:31.680 --> 01:13:36.680]   It can be different ideas as well, different ages as well.
[01:13:36.680 --> 01:13:39.680]   90 life is another one or 80 life or whatever.
[01:13:39.680 --> 01:13:41.680]   Why would you do this?
[01:13:41.680 --> 01:13:50.680]   Well, you could do it for the planning purposes of wanting your premiums to be gone, but you could also do it based upon wanting to manipulate the amount of the cash values.
[01:13:50.680 --> 01:13:55.680]   Remember that you have the life insurance benefit is going to be the same forever.
[01:13:55.680 --> 01:13:59.680]   So all you're doing when you're shortening out the premiums is putting more money in up front.
[01:13:59.680 --> 01:14:09.680]   Well, more money in up front can give the insurance company greater reserves, which means more amount and time for the money to grow.
[01:14:09.680 --> 01:14:14.680]   And the more money you put in the quicker, oftentimes you'll have larger cash values.
[01:14:14.680 --> 01:14:21.680]   And if you're using the death benefit to increase the policy, using something like paid-up additions, a higher death benefit down the road.
[01:14:21.680 --> 01:14:36.680]   Because of these returns, if you live for a long time, you'll actually probably wind up putting less in premiums into the policy because more of your payments are covered by interest than if you had an ordinary life insurance policy.
[01:14:36.680 --> 01:14:38.680]   So think about this.
[01:14:38.680 --> 01:14:44.680]   Let's say that you buy a policy and you buy an ordinary life insurance policy that's $1,000 a year and then you die next year.
[01:14:44.680 --> 01:14:49.680]   But you could have bought a limited-pay policy that were $3,000 a year and you die next year.
[01:14:49.680 --> 01:14:58.680]   Well, if you are short-lived, you're better off with the lowest premiums, which is why if you're short-lived under this scenario, you are better off with term insurance.
[01:14:58.680 --> 01:15:06.680]   But if you're long-lived, then your lowest total cost will usually come at putting the maximum amount of money into the contract up front.
[01:15:06.680 --> 01:15:19.680]   In theory, the contracts are equal in terms of the actual underlying cost from the insurance company's perspective.
[01:15:19.680 --> 01:15:24.680]   But in reality, when it comes to your situation, if you guess right, it can work out.
[01:15:24.680 --> 01:15:30.680]   So primarily, you're going to want to focus on making this decision based upon your own individual circumstances.
[01:15:30.680 --> 01:15:35.680]   I personally, if possible, I like limited-payment life insurance policies.
[01:15:35.680 --> 01:15:50.680]   So it can be – I like them to be a little bit shorter and it's a nice – many people I find like the idea of knowing for sure, guaranteed no matter what, that my contract is going to be paid off at the age of 65 when I retire.
[01:15:50.680 --> 01:15:59.680]   You do want to make sure that you understand that buying a limited-payment life insurance policy is not the only way that your premiums can go away.
[01:15:59.680 --> 01:16:13.680]   If your dividends increase even under an ordinary life insurance policy, if your dividends increase to the point where they're higher than the policy premium payments, your life insurance policy premium payments will over time go away.
[01:16:13.680 --> 01:16:19.680]   But that's not guaranteed under an ordinary life insurance policy like it is with a limited-payment life insurance policy.
[01:16:19.680 --> 01:16:30.680]   That led to – many of you have been around for a little while. One of the great black marks that's on the life insurance industry is actually a term that's illegal for life insurance agents to use now.
[01:16:30.680 --> 01:16:33.680]   It's a term called vanishing premiums.
[01:16:33.680 --> 01:16:46.680]   What happened is back in the – about 30 years ago when the – 20 to 30 years ago when the interest rates were so high, life insurance companies are heavily subject to prevailing interest rates on fixed-income investments as far as their performance.
[01:16:46.680 --> 01:16:54.680]   With interest rates so high, these policy projections look like, man, this policy is going to be self-sustaining where the dividends are higher than the premiums in no time.
[01:16:54.680 --> 01:17:01.680]   So many people bought life insurance policies under the idea that the premiums were going to be gone in nine years.
[01:17:01.680 --> 01:17:08.680]   But it wasn't the guarantee. It was the idea that if the interest rates continued, that would happen.
[01:17:08.680 --> 01:17:10.680]   Well, what happened? The interest rates didn't continue.
[01:17:10.680 --> 01:17:14.680]   As such, there were a lot of people who thought my premiums are going to vanish.
[01:17:14.680 --> 01:17:17.680]   This was common sales language for life insurance agents at the time.
[01:17:17.680 --> 01:17:21.680]   My premiums are going to vanish and when they do, I'm going to be sitting pretty.
[01:17:21.680 --> 01:17:36.680]   Well, they didn't vanish and a lot of people were stuck with some really bad policies and some companies faced some real problems and this left a massive black mark on the insurance industry, one of many, which relates to the modern world that we live in.
[01:17:36.680 --> 01:17:46.680]   But limited payment life insurance policies are guaranteed by the insurance company to be paid off at that point in time and that can be a real benefit.
[01:17:46.680 --> 01:17:53.680]   Sometimes you just want to have the bill paid in 10 years instead of paying it out over 50 years and it can be very useful from a financial planning perspective.
[01:17:53.680 --> 01:17:59.680]   That's the introduction of what I wanted to cover today with regard to whole life insurance policies.
[01:17:59.680 --> 01:18:02.680]   There are some additional ideas that we will cover in the future.
[01:18:02.680 --> 01:18:07.680]   I didn't talk about joint life insurance. I haven't talked about variations of whole life insurance.
[01:18:07.680 --> 01:18:10.680]   We'll move into universal life insurance in the future.
[01:18:10.680 --> 01:18:19.680]   I may do one more show on variations of whole life or I may go ahead and do a whole life versus term show next and kind of discuss all those arguments in either way.
[01:18:19.680 --> 01:18:26.680]   The key to remember is that life insurance policies are simple contracts and they have unique features.
[01:18:26.680 --> 01:18:32.680]   And the key function and use of whole life insurance is very simple.
[01:18:32.680 --> 01:18:41.680]   Provides long term death benefit protection for any long term or permanent death benefit needs or wants.
[01:18:41.680 --> 01:18:47.680]   And it accumulates a savings fund that can be used for different purposes.
[01:18:47.680 --> 01:18:49.680]   It's as simple as that.
[01:18:49.680 --> 01:18:56.680]   It has unique advantages and it has disadvantages.
[01:18:56.680 --> 01:19:02.680]   So hopefully some of the inner workings of the policy today will help to see some of the flexibility.
[01:19:02.680 --> 01:19:07.680]   I really like some of the usefulness of whole life insurance.
[01:19:07.680 --> 01:19:12.680]   I own whole life insurance. I think it's very, very useful for many, many people.
[01:19:12.680 --> 01:19:14.680]   It's not a magic panacea.
[01:19:14.680 --> 01:19:22.680]   It's not even the best financial product. It's just a unique financial product that has certain benefits and certain attributes.
[01:19:22.680 --> 01:19:25.680]   It is not the bulk of my wealth building plan.
[01:19:25.680 --> 01:19:29.680]   I don't think it should be necessarily the bulk. I don't think it should be the bulk of yours either.
[01:19:29.680 --> 01:19:34.680]   Even though if I were a life insurance agent, I would like you to think that. It's not the case.
[01:19:34.680 --> 01:19:38.680]   But it can be powerful for a component of your wealth.
[01:19:38.680 --> 01:19:41.680]   And it can be useful for you in building a portfolio of assets.
[01:19:41.680 --> 01:19:47.680]   And there's story after story after story of that usefulness that's happened again and again and again.
[01:19:47.680 --> 01:19:51.680]   I'll get into more of the advantages and disadvantages in a future show, kind of talk through some of those things.
[01:19:51.680 --> 01:20:02.680]   But hopefully this kind of more feature introduction will help some of you who I know get a lot of sales pitches both ways to be able to understand.
[01:20:02.680 --> 01:20:06.680]   Okay, let me slow back. Let me pull up and look and actually understand what's going on.
[01:20:06.680 --> 01:20:08.680]   So thank you so much for listening.
[01:20:08.680 --> 01:20:10.680]   I thank each and every one of you who makes the time to listen to the show.
[01:20:10.680 --> 01:20:11.680]   I hope it's useful to you.
[01:20:11.680 --> 01:20:20.680]   I would be thrilled if you value this benefit and you would like to support the show, consider going to RadicalPersonalFinance.com/patron and supporting the show financially.
[01:20:20.680 --> 01:20:27.680]   I depend on your patronage to be able to bring this show to you as consistently and as in-depth as I'm able to do it.
[01:20:27.680 --> 01:20:30.680]   So RadicalPersonalFinance.com/patron.
[01:20:30.680 --> 01:20:32.680]   Thank you for listening to today's show.
[01:20:32.680 --> 01:20:37.680]   Please subscribe to the podcast with our free mobile app so you don't miss a single episode.
[01:20:37.680 --> 01:20:43.680]   Just search the App Store on your device for Radical Personal Finance and you'll find our free app.
[01:20:43.680 --> 01:20:48.680]   If you have received value from the content of this show, please consider becoming a patron.
[01:20:48.680 --> 01:20:52.680]   Your financial support is how I pay the bills for the show and how I plan to grow our content.
[01:20:52.680 --> 01:20:57.680]   You can support the show with as little as a dollar a month or as much as you feel the content is worth.
[01:20:57.680 --> 01:21:02.680]   Details are at RadicalPersonalFinance.com/patron.
[01:21:02.680 --> 01:21:14.680]   If you'd like to contact me personally, my email address is Joshua@RadicalPersonalFinance.com or connect with the show on Twitter @RadicalPF and at Facebook.com/RadicalPersonalFinance.
[01:21:14.680 --> 01:21:27.680]   This show is intended to provide entertainment, education, and financial enlightenment, but your situation is unique and I cannot deliver any actionable advice without knowing anything about you.
[01:21:27.680 --> 01:21:44.680]   Please, develop a team of professional advisors who you find to be caring, competent, and trustworthy, and consult them because they are the ones who can understand your specific needs, your specific goals, and provide specific answers to your questions.
[01:21:44.680 --> 01:21:50.680]   I've done my absolute best to be clear and accurate in today's show, but I'm one person and I make mistakes.
[01:21:50.680 --> 01:21:57.680]   If you spot a mistake in something I've said, please come by the show page and comment so we can all learn together.
[01:21:57.680 --> 01:21:59.680]   Until tomorrow, thanks for being here.
[01:21:59.680 --> 01:22:04.680]   When you download the Ralphs app, you have easy access to savings every day.
[01:22:04.680 --> 01:22:11.680]   Get the most out of weekly sales and receive personalized coupons to save on your favorite items, all while earning one fuel point for every dollar spent.
[01:22:11.680 --> 01:22:19.680]   Ralphs makes it easy to save while you shop, whether it's in-store or online, so you get the most value out of every trip, every time.
[01:22:19.680 --> 01:22:22.680]   Download the Ralphs app now to save big on your next purchase.
[01:22:22.680 --> 01:22:24.680]   Ralphs, fresh for everyone.
