
[00:00:00.040 --> 00:00:09.480]   ち
[00:57:37.000 --> 00:58:07.000]  ,,,,,,,,,
[00:58:07.000 --> 00:58:07.000]   .
[00:58:07.000 --> 00:58:07.000]   They'll have a story to tell.
[00:58:07.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:58:37.020]   It's a great way to get to know
[00:58:37.020 --> 00:58:37.020]   the people that you're talking to.
[00:58:37.020 --> 00:59:07.040]   the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know
[00:59:07.040 --> 00:59:07.040]   the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know
[00:59:07.040 --> 00:59:07.040]   the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know
[00:59:07.040 --> 00:59:07.040]   the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know
[00:59:07.040 --> 00:59:07.040]   the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know the people that you're talking to.
[00:59:07.040 --> 00:59:07.040]   It's a great way to get to know the people that you're talking to.
[00:59:07.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 00:59:37.060]   It's a great way to get to know the people that you're talking to.
[00:59:37.060 --> 01:00:07.080]  ,
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.080 --> 01:00:07.080]   It's a great way to get to know the people that you're talking to.
[01:00:07.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.100 --> 01:00:37.100]   It's a great way to get to know the people that you're talking to.
[01:00:37.120 --> 01:01:07.120]  ,
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.120 --> 01:01:07.120]   It's a great way to get to know the people that you're talking to.
[01:01:07.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:01:37.140]   It's a great way to get to know the people that you're talking to.
[01:01:37.140 --> 01:02:07.160]  ,
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.
[01:02:07.160 --> 01:02:07.160]   It's a great way to get to know the people that you're talking to.

