
[00:00:00.040 --> 00:00:09.600]  imize
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:38.240 --> 00:42:38.240]   I'm going to lay out for you an approach that I consider to be very practical, not to go to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:08.260]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:43:08.260 --> 00:43:38.280]  ,
[00:43:38.280 --> 00:43:38.280]   It's a little bit big to conceal. And so you can get a slightly smaller one that has, it's called a Glock 19. That's their model is 9 millimeters.
[00:43:38.280 --> 00:43:38.280]   It's a little bit big to conceal. And so you can get a slightly smaller one that has, it's called a Glock 19. That's their model is 9 millimeters.
[00:43:38.280 --> 00:43:38.280]   It's a little bit big to conceal. And so you can get a slightly smaller one that has, it's called a Glock 19. That's their model is 9 millimeters.
[00:43:38.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   The barrel is a little bit shorter and the grip is a little bit shorter.
[00:44:08.300 --> 00:44:08.300]   It's smaller and it's a little easier to conceal.
[00:44:08.300 --> 00:44:08.300]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:08.300 --> 00:44:08.300]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:08.300 --> 00:44:08.300]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:08.300 --> 00:44:38.320]  , and then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.320 --> 00:44:38.320]   Then of course they would have the smallest, the compact version, which is a Glock 26.
[00:44:38.340 --> 00:45:08.340]   And so it's just a wonderful, ubiquitous commodity gun.
[00:45:08.340 --> 00:45:08.340]   You can buy cheaper, and there are many brands that are cheaper that are very effective.
[00:45:08.340 --> 00:45:08.340]   However, from an investment perspective, I think you're well served by buying something that,
[00:45:08.340 --> 00:45:08.340]   if you ever needed to sell it, if you ever needed to trade it,
[00:45:08.340 --> 00:45:08.340]   you're buying something that has a broad appeal.
[00:45:08.340 --> 00:45:08.340]   If you buy another brand, for example, something like the CZP-10,
[00:45:08.340 --> 00:45:08.340]   a lot of the gun people really love the CZP-10,
[00:45:08.340 --> 00:45:08.340]   the CZP-10,
[00:45:08.340 --> 00:45:08.340]   but if you buy another brand, for example, something like the CZP-10,
[00:45:08.340 --> 00:45:08.340]   you, a lot of the gun people really love the CZP-10,
[00:45:08.340 --> 00:45:08.340]   a lot of the gun people really love the CZP-10,
[00:45:08.340 --> 00:45:08.340]   but if you buy another brand, for example, something like the CZP-10,
[00:45:08.340 --> 00:45:38.360]   the CZP-10,
[00:45:38.360 --> 00:45:38.360]   if you buy another brand, for example, something like the CZP-10,
[00:45:38.360 --> 00:45:38.360]   if you buy another brand, for example, something like the CZP-10,
[00:45:38.360 --> 00:45:38.360]   if you buy another brand, for example, something like the CZP-10,
[00:45:38.360 --> 00:45:38.360]   if you buy another brand, for example, something like the CZP-10,
[00:45:38.360 --> 00:45:38.360]   if you buy another brand, for example, something like the CZP-10,
[00:45:38.380 --> 00:46:08.380]   I don't think you'd be wrong to have a revolver and a Glock 19.
[00:46:08.380 --> 00:46:08.380]   Start with a revolver,
[00:46:08.380 --> 00:46:08.380]   and then you can train with it.
[00:46:08.380 --> 00:46:08.380]   If you have a gun,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it,
[00:46:08.380 --> 00:46:08.380]   and you're going to train with it, and that's probably the most important thing is to have a gun that you're going to train with it.
[00:46:08.380 --> 00:46:38.400]   and you're going to train with it, and that's probably the most important thing is to have a gun that you're going to train with it.
[00:46:38.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.420 --> 00:47:08.420]   I would say there are millions of them out there in the marketplace.
[00:47:08.460 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.440 --> 00:47:38.440]   I would say there are millions of them out there in the marketplace.
[00:47:38.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:08.460]   I would say there are millions of them out there in the marketplace.
[00:48:08.460 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.480 --> 00:48:38.480]   I would say there are millions of them out there in the marketplace.
[00:48:38.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:08.500]   I would say there are millions of them out there in the marketplace.
[00:49:08.500 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.520 --> 00:49:38.520]   I would say there are millions of them out there in the marketplace.
[00:49:38.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:08.540 --> 00:50:08.540]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:50:38.560 --> 00:50:38.560]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:08.580]   I would say there are millions of them out there in the marketplace.
[00:51:08.580 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.600 --> 00:51:38.600]   I would say there are millions of them out there in the marketplace.
[00:51:38.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:08.620]   I would say there are millions of them out there in the marketplace.
[00:52:08.620 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.640 --> 00:52:38.640]   I would say there are millions of them out there in the marketplace.
[00:52:38.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:08.660]   I would say there are millions of them out there in the marketplace.
[00:53:08.660 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.680 --> 00:53:38.680]   I would say there are millions of them out there in the marketplace.
[00:53:38.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:08.700]   I would say there are millions of them out there in the marketplace.
[00:54:08.700 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.720 --> 00:54:38.720]   I would say there are millions of them out there in the marketplace.
[00:54:38.760 --> 00:54:48.660]  ,
[00:54:48.660 --> 00:55:06.980]  , of put mean視 her Heart head,,,,,,,,,,w didn Import gate the wasn gut that was a lot of the guy. The person who was a Mm. I. I. I. I. I.�
[00:55:07.180 --> 00:55:09.580]   don
[00:55:09.580 --> 00:55:17.120]   have...
[00:55:17.120 --> 00:55:34.060]   take the gut, and,,,,,,, don ding celaав diverse investigación con understand aN.The telling Yes.The T.D,G,C, eliminating P.He, bit. 기... сделать a E. Slim "L" "G"" " yet" "�" " was" " ci" " i" a " ho" purchase " mag " in " in " know " at - confirm " of " in " не " in " her" at после� " be ses " im shave " fountain Sal我覺得 לע biting ad en Nach '' countative Кол like substance
[00:55:34.060 --> 00:55:35.660]  ły light invest crossbeh мог Around the
[00:59:52.580 --> 01:00:02.080]   tells
[01:00:02.080 --> 01:00:11.020]   is qu
[01:00:11.020 --> 01:00:21.840]   play the, and,,,,,,
[01:00:21.840 --> 01:00:22.000]   didntROvine es I hot hed zacwa e fine with theassen doesn 보여드�겠지만 the date. I. B. "But. The. "B. "You" "D" "G" "V" "G" "G" "G" " buy the" " ke" ", ", ", ", ", end, ", ", ", with ", ", ",� ", , change ", like, of " a, high -, at, mixture basically, newlijk right, under the even next he is a caregivers I'm a söyl Lucy de qu Mountains but taxi over the baby is the eye like the er V接下來Ooh invest the pen assign theевой我覺得 the silent designs in a
[01:01:21.040 --> 01:01:21.040]   I'm
[01:01:21.040 --> 01:01:21.040]   I'm not
[01:01:21.040 --> 01:01:21.040]   I'm not going to be able to use it and until doing you're going to be burning money and ammunition and training but it's hard for me to imagine anyone ever regretting that I've never heard of somebody who is had to defend their life and lives of their loved ones or their property with a firearm whoever regretted time spent at training or money spent in training or money spent on ammunition down at the range to practice with it I can't imagine somebody regretting it
[01:01:50.580 --> 01:02:00.460]   of
[01:02:00.460 --> 01:02:18.260]  ; manage,,,,
[01:04:37.740 --> 01:04:43.220]   everything
[01:04:43.220 --> 01:05:05.640]   '. for the 했는데
[01:05:06.860 --> 01:05:17.360]   at
[01:05:17.360 --> 01:05:32.300]   Đ D Moil,,,,, end of announcer gal cut be be I It I I the do the b
[01:05:32.300 --> 01:05:36.420]   de dej le�
[01:05:36.860 --> 01:06:06.860]   I I I the do the b de dej le�
[01:06:06.860 --> 01:06:06.860]   The end of announcer gal cut be be I I the do the b de dej le�
[01:06:06.860 --> 01:06:06.860]   The end of announcer gal cut be be I I the do the b de dej le�
[01:06:06.880 --> 01:06:36.880]   I I I the do the b de dej le�
[01:06:36.900 --> 01:07:06.900]  ,
[01:07:06.900 --> 01:07:06.900]   I I I the do the b de dej le�
[01:07:06.920 --> 01:07:36.920]  ,
[01:07:36.920 --> 01:07:36.920]   I I I the do the b de dej le�
[01:07:36.920 --> 01:07:36.920]   I I I I the do the b de dej le�
[01:07:36.960 --> 01:07:46.200]   care
[01:07:46.200 --> 01:08:05.140]   unhappy that. It,,,, as鐘
[01:08:34.040 --> 01:08:44.180]   degli
[01:09:39.780 --> 01:09:57.980]   Same thing with violence. I'm not scared of violence, but I want to make sure that violence is always horrible and awful and presented as repulsive, not as attractive. And I think we need to do the same thing with our children. We need to expose our children to violence.
[01:10:26.960 --> 01:10:26.960]   I'm not opposed to martial arts. I'm not opposed to somebody learning how to fight effectively. I think that's important. But that fighting cannot be disconnected. The violence cannot be disconnected with the moral foundation of right and wrong. People like to make fun about it after a shooting when someone talks about violent video games. I don't see how you can make fun of it. When you feed the violent tendencies and make it a sport, that has a corrosive effect on the child.
[01:10:26.980 --> 01:10:55.200]   In exactly the same way that pornography does. If you feed the sexual lust and objectification of women and sex the way that pornography does, it has a corrosive effect on your soul. And you stop viewing people the same way. You start viewing people as animals and not as people. And so you have to accompany physical instruction with moral instruction. Those two have to be there.
[01:10:55.200 --> 01:11:24.440]  , and I think that especially for children, we have to do a good job of making sure that our children live in a morally clear universe. When is force appropriate and when is not? When is violence appropriate and when is not? I ask you those questions. Here are some challenging questions for you to consider. I ask you this question. When is it okay for you to hit a man? When is it okay for you to hit a woman?
[01:11:24.440 --> 01:11:25.040]   When is it okay for you to hit a woman?
[01:11:25.040 --> 01:11:25.040]   I ask you to hit a woman?
[01:11:25.040 --> 01:11:43.880]   I ask you to hit a woman? When is it okay for you to hit a child?
[01:11:43.880 --> 01:11:46.880]   When is it okay for you to hit a child? When is it okay for you to hit a cop?
[01:11:46.880 --> 01:11:47.080]   When is it okay for you to hit a cop?
[01:11:47.080 --> 01:11:47.080]   When is it okay for you to hit a cop?
[01:11:47.080 --> 01:11:47.080]   When is it okay for you to hit a cop?
[01:11:47.080 --> 01:11:47.080]   When is it okay for you to hit a cop?
[01:11:47.080 --> 01:11:47.080]   When is it okay for you to hit a cop?
[01:11:47.080 --> 01:11:48.080]   When is it okay for you to hit a cop?
[01:11:48.080 --> 01:11:48.080]   When is it okay for you to hit a cop?
[01:11:48.080 --> 01:11:48.080]   When is it okay for you to hit a cop?
[01:11:48.080 --> 01:11:49.080]   When is it okay for you to hit a cop?
[01:11:49.080 --> 01:11:49.080]   When is it okay for you to hit a cop?
[01:11:49.080 --> 01:11:50.080]   When is it okay for you to hit a cop?
[01:11:50.080 --> 01:11:53.080]   when is it's okay for you to hit a cop?
[01:11:53.080 --> 01:11:54.080]   when is it's a cop?
[01:11:54.080 --> 01:11:55.080]   when is it's a cop?
[01:11:55.100 --> 01:11:57.120]   when is it okay for you to hit a cop?
[01:11:57.120 --> 01:11:58.120]   when is it okay for you to hit a cop?
[01:11:58.120 --> 01:11:59.120]   when is it okay for you to hit a cop?
[01:11:59.120 --> 01:12:00.120]   when is it okay for you to hit a cop?
[01:12:00.120 --> 01:12:01.120]   when is it okay for you to hit a cop?
[01:12:01.120 --> 01:12:02.120]   when is it okay for you to hit a cop?
[01:12:02.120 --> 01:12:03.120]   when is it okay for you to hit a cop?
[01:12:03.120 --> 01:12:04.120]   when is it okay for you to hit a cop?
[01:12:04.120 --> 01:12:05.120]   when is it okay for you to hit a cop?
[01:12:05.120 --> 01:12:06.120]   when is it okay for you to hit a cop?
[01:12:06.120 --> 01:12:07.120]   when is it okay for you to hit a cop?
[01:12:07.120 --> 01:12:08.120]   when is it okay for you to hit a cop?
[01:12:08.120 --> 01:12:09.120]   when is it okay for you to hit a cop?
[01:12:09.120 --> 01:12:10.120]   when is it okay for you to hit a cop?
[01:12:10.120 --> 01:12:11.120]   when is it okay for you to hit a cop?
[01:12:11.120 --> 01:12:12.120]   when is it okay for you to hit a cop?
[01:12:12.140 --> 01:12:30.160]   when is it okay for you to hit a cop?
[01:12:30.160 --> 01:12:31.160]   when is it okay for you to hit a cop?
[01:12:31.160 --> 01:12:32.160]   when is it okay for you to hit a cop?
[01:12:32.160 --> 01:12:33.160]   when is it okay for you to hit a cop?
[01:12:33.160 --> 01:12:34.160]   when is it okay for you to hit a cop?
[01:12:34.160 --> 01:12:35.160]   when is it okay for you to hit a cop?
[01:12:35.160 --> 01:12:36.160]   when is it okay for you to hit a cop?
[01:12:36.160 --> 01:12:37.160]   when is it okay for you to hit a cop?
[01:12:37.160 --> 01:12:38.160]   when is it okay for you to hit a cop?
