
[00:00:00.000 --> 00:00:04.920]   [AUDIO OUT]
[00:39:52.320 --> 00:39:56.040]   have a mapping from this to the mapping of my interest
[00:39:56.040 --> 00:40:00.280]   using wavelet decomposition, in which for half of the samples,
[00:40:00.280 --> 00:40:02.160]   I just retain the exact same embedding
[00:40:02.160 --> 00:40:05.960]   as what was learned by the transformer model.
[00:40:05.960 --> 00:40:09.160]   In the next half, I would start combining two at a time.
[00:40:09.160 --> 00:40:10.600]   So in a way, I'm learning this sort
[00:40:10.600 --> 00:40:13.800]   of like a tree structure within a single layer
[00:40:13.800 --> 00:40:16.360]   of the transformer embedding.
[00:40:16.360 --> 00:40:21.000]   And for now, the wavelet or the BCS function which I use
[00:40:21.000 --> 00:40:22.360]   is simple averaging.
[00:40:22.360 --> 00:40:26.040]   So let's say from all of the embedding layers in between,
[00:40:26.040 --> 00:40:31.400]   I just need to have one embedding which is not
[00:40:31.400 --> 00:40:33.600]   moving at all, which is just representative of whatever
[00:40:33.600 --> 00:40:40.240]   is there of the whole latent space in that nth layer.
[00:40:40.240 --> 00:40:44.160]   Then in the next layer, I would just use two at a time
[00:40:44.160 --> 00:40:46.680]   and then I would use four at a time
[00:40:46.680 --> 00:40:50.360]   until I reach the exact resolution as what I had.
[00:40:50.360 --> 00:40:53.560]   Doing this operation doesn't add any parameters whatsoever.
[00:40:53.560 --> 00:40:56.320]   You're just defining what your BCS function would be
[00:40:56.320 --> 00:40:58.080]   or what your wavelet function would be.
[00:40:58.080 --> 00:41:00.200]   In this case, it is a hard wavelet.
[00:41:00.200 --> 00:41:04.120]   And I start combining them and I learned a hierarchy
[00:41:04.120 --> 00:41:08.280]   at every single layer of the transformers.
[00:41:08.280 --> 00:41:12.560]   And this improved our performance significantly
[00:41:12.560 --> 00:41:15.080]   as compared to not using them with addition
[00:41:15.080 --> 00:41:17.800]   of no extra parameters.
[00:41:17.800 --> 00:41:20.840]   And I'll come to the results later also.
[00:41:20.840 --> 00:41:23.840]   So this is how the whole approach looks like.
[00:41:23.840 --> 00:41:25.680]   You have a front end.
[00:41:25.680 --> 00:41:28.480]   The front end is basically a single layer
[00:41:28.480 --> 00:41:33.240]   of 2,000 neurons followed by a dense layer of 64 neurons,
[00:41:33.240 --> 00:41:37.360]   which is just to make sure to conform it
[00:41:37.360 --> 00:41:39.080]   to the intermediate transform embeddings.
[00:41:39.080 --> 00:41:40.920]   Let's say if for the transformers,
[00:41:40.920 --> 00:41:43.200]   I define the embedding size to be 64,
[00:41:43.200 --> 00:41:47.200]   then that's the dimension which I'm mapping them to.
[00:41:47.200 --> 00:41:48.920]   So I take a broad waveform.
[00:41:48.920 --> 00:41:51.960]   I patch it in very small patches similar to how
[00:41:51.960 --> 00:41:54.520]   you do in vision transformers.
[00:41:54.520 --> 00:41:56.880]   I would just have a single layer of 2,000 neurons
[00:41:56.880 --> 00:42:00.040]   followed by a dense layer of 64 neurons
[00:42:00.040 --> 00:42:02.280]   with the hope that the first layer is learning
[00:42:02.280 --> 00:42:04.760]   like a Fourier BCS function, which
[00:42:04.760 --> 00:42:08.080]   should be adaptable according to what I'm learning.
[00:42:08.080 --> 00:42:11.640]   After that, I keep on doing this over and over again.
[00:42:11.640 --> 00:42:15.520]   I don't have a classification head or anything like that.
[00:42:15.520 --> 00:42:20.120]   I keep on adding multiple stacks of transformers after that.
[00:42:20.120 --> 00:42:26.120]   And then I have two approaches of what I can
[00:42:26.120 --> 00:42:28.920]   do in terms of adaptation.
[00:42:28.920 --> 00:42:31.040]   I can do average pooling across time
[00:42:31.040 --> 00:42:32.800]   of these intermediate embeddings,
[00:42:32.800 --> 00:42:35.160]   because the idea is very similar to what
[00:42:35.160 --> 00:42:38.080]   we do in classical vision, that each of the embeddings
[00:42:38.080 --> 00:42:42.440]   are looking at much, much broader output
[00:42:42.440 --> 00:42:44.160]   in the subsequent layers.
[00:42:44.160 --> 00:42:47.160]   Or I could do a wavelet decomposition.
[00:42:47.160 --> 00:42:50.160]   So what I do is that I take all of these embeddings
[00:42:50.160 --> 00:42:51.560]   and I define these highways.
[00:42:51.560 --> 00:42:53.200]   So some of the embeddings move fast.
[00:42:53.200 --> 00:42:54.800]   Some of them are moving very slow.
[00:42:54.800 --> 00:42:57.280]   And some are retained at the exact same resolution
[00:42:57.280 --> 00:42:59.800]   as what the transformer is learning.
[00:42:59.800 --> 00:43:02.120]   And then I keep doing this over and over again.
[00:43:02.120 --> 00:43:03.680]   I have a dense layer.
[00:43:03.680 --> 00:43:06.560]   I have my softmax or sigmoid, whatever
[00:43:06.560 --> 00:43:08.680]   is my classification head.
[00:43:08.680 --> 00:43:12.400]   So this is kind of what the approach looks like.
[00:43:12.400 --> 00:43:17.720]   We compare it with all of the traditional vision-based
[00:43:17.720 --> 00:43:18.520]   architecture.
[00:43:18.520 --> 00:43:21.040]   So the vision-based models have been very good.
[00:43:21.040 --> 00:43:24.360]   And the performance have been similar in understanding
[00:43:24.360 --> 00:43:25.560]   audio also.
[00:43:25.560 --> 00:43:27.600]   So we compare all of those models
[00:43:27.600 --> 00:43:29.680]   in terms of mean average precision.
[00:43:29.680 --> 00:43:32.320]   And we see that even the tiniest models of transformers
[00:43:32.320 --> 00:43:34.680]   were just surpassing all of the state-of-the-art CNN
[00:43:34.680 --> 00:43:37.880]   models, which was a very good sign.
[00:43:37.880 --> 00:43:39.280]   Then we started to bump up.
[00:43:39.800 --> 00:43:42.560]   The larger model should keep on improving the performance.
[00:43:42.560 --> 00:43:46.000]   And with the multi-scale models, as well as
[00:43:46.000 --> 00:43:48.760]   with the pooling layers, they improve the performance
[00:43:48.760 --> 00:43:52.520]   even further, which was kind of very surprising to us
[00:43:52.520 --> 00:43:54.920]   because the number of parameters are very small.
[00:43:54.920 --> 00:43:56.480]   These are very tiny architectures.
[00:43:56.480 --> 00:43:58.360]   Yet they are surpassing things like even
[00:43:58.360 --> 00:44:01.200]   DenseNet, which are huge models with a lot of millions
[00:44:01.200 --> 00:44:03.920]   of parameters.
[00:44:03.920 --> 00:44:05.480]   So after that, we said--
[00:44:05.480 --> 00:44:08.160]   and I'm going to conclude quickly.
[00:44:08.160 --> 00:44:12.200]   After that, we said that, OK, this is looking pretty cool.
[00:44:12.200 --> 00:44:17.480]   What actually is the transformer or the first-layer learning?
[00:44:17.480 --> 00:44:24.240]   So in order to make this plot, what we said was, OK,
[00:44:24.240 --> 00:44:27.600]   if you were to take a classic Fourier transform,
[00:44:27.600 --> 00:44:32.960]   then this axis is kind of like frequency.
[00:44:32.960 --> 00:44:34.520]   This axis is the number of filters.
[00:44:34.520 --> 00:44:36.720]   And this axis is the frequency.
[00:44:36.720 --> 00:44:41.640]   Then in a way, it should be connecting all of the points
[00:44:41.640 --> 00:44:43.400]   in a linear line.
[00:44:43.400 --> 00:44:45.920]   And this is akin to the number of points in the FFT.
[00:44:45.920 --> 00:44:48.240]   So how many points I'm defining here?
[00:44:48.240 --> 00:44:50.680]   If I'm defining 2,000 points here,
[00:44:50.680 --> 00:44:56.040]   then I would have 2,048 sinusoidal basis functions,
[00:44:56.040 --> 00:44:57.720]   which are going from lower frequency
[00:44:57.720 --> 00:45:00.120]   to the most highest frequency.
[00:45:00.120 --> 00:45:02.080]   We said, OK, we'll do the exact same thing,
[00:45:02.080 --> 00:45:03.560]   but now with filters.
[00:45:03.640 --> 00:45:07.520]   So we have a frequency along y-axis and the number
[00:45:07.520 --> 00:45:09.360]   of points in my x-axis.
[00:45:09.360 --> 00:45:11.280]   And if it was a classic Fourier transform,
[00:45:11.280 --> 00:45:15.560]   then it would be connecting right as a linear line.
[00:45:15.560 --> 00:45:19.600]   But what we did was we take up the front end, which
[00:45:19.600 --> 00:45:22.800]   is learned by transformer, take its Fourier transform,
[00:45:22.800 --> 00:45:24.960]   sort according to its center frequency
[00:45:24.960 --> 00:45:27.680]   as to what frequency it is activating the most,
[00:45:27.680 --> 00:45:29.960]   and then keep on stacking them.
[00:45:29.960 --> 00:45:31.960]   When we did this for two problems,
[00:45:31.960 --> 00:45:35.720]   we saw that we are learning a different time frequency
[00:45:35.720 --> 00:45:38.080]   representation, which is specific to a particular
[00:45:38.080 --> 00:45:38.600]   problem.
[00:45:38.600 --> 00:45:40.400]   So if I'm trying to understand what's
[00:45:40.400 --> 00:45:42.480]   there in the content of the audio,
[00:45:42.480 --> 00:45:43.880]   I learn a representation which is
[00:45:43.880 --> 00:45:45.160]   very different than Fourier transform,
[00:45:45.160 --> 00:45:47.040]   which would have been a straight line, which
[00:45:47.040 --> 00:45:51.640]   is like a curved exponential line like this.
[00:45:51.640 --> 00:45:54.440]   And if I do a polyphonic pitch estimation,
[00:45:54.440 --> 00:45:57.320]   I learn a very different front end,
[00:45:57.320 --> 00:46:00.080]   which is adapting to that particular problem.
[00:46:00.080 --> 00:46:05.520]   So this was very exciting to us because making computers
[00:46:05.520 --> 00:46:07.880]   hear in a way in which they are adapting their ears
[00:46:07.880 --> 00:46:12.400]   according to a particular problem is a very cool idea.
[00:46:12.400 --> 00:46:15.200]   Second thing is we actually saw each of the filters
[00:46:15.200 --> 00:46:17.320]   as to what they were doing.
[00:46:17.320 --> 00:46:21.240]   And these are basically just single slices like this.
[00:46:21.240 --> 00:46:25.280]   So this is what we would have learned as a front end neuron.
[00:46:25.280 --> 00:46:27.880]   So we take up each of the neurons and we just plot them.
[00:46:27.880 --> 00:46:29.800]   And for plotting this, we basically
[00:46:29.800 --> 00:46:32.040]   take a Fourier transform and then
[00:46:32.040 --> 00:46:35.400]   sort them according to where the center frequency is.
[00:46:35.400 --> 00:46:37.080]   When we just saw the neurons as to what
[00:46:37.080 --> 00:46:39.040]   they were learning in the front end,
[00:46:39.040 --> 00:46:41.440]   we saw that it is learning properties
[00:46:41.440 --> 00:46:45.200]   which are very, very closely matching
[00:46:45.200 --> 00:46:46.840]   with the traditional signal processing.
[00:46:46.840 --> 00:46:48.960]   So you would have something like an answer detector
[00:46:48.960 --> 00:46:50.760]   learned right here.
[00:46:50.760 --> 00:46:52.280]   You're learning windowing functions.
[00:46:52.280 --> 00:46:55.400]   In a way, it is learning to have a kernel which
[00:46:55.400 --> 00:46:58.320]   is best for a time frequency representation, what people
[00:46:58.320 --> 00:47:00.120]   have been using in signal processing, which
[00:47:00.120 --> 00:47:03.000]   is like a Hamming or a Hamming window.
[00:47:03.000 --> 00:47:04.720]   We are learning these pure sinusoids
[00:47:04.720 --> 00:47:07.400]   which are responsible for activating
[00:47:07.400 --> 00:47:08.920]   a particular frequency.
[00:47:08.920 --> 00:47:10.560]   So you can see the richness as compared
[00:47:10.560 --> 00:47:14.000]   to having a fixed purely sinusoidal PCS
[00:47:14.000 --> 00:47:16.440]   function right here.
[00:47:16.440 --> 00:47:20.040]   So this was what we had done.
[00:47:20.040 --> 00:47:23.120]   And then to share the final thoughts,
[00:47:23.120 --> 00:47:25.480]   I'll conclude by saying that, OK, transformers
[00:47:25.480 --> 00:47:27.360]   are proving to be a major advancement in AI
[00:47:27.360 --> 00:47:30.000]   research across the fields.
[00:47:30.000 --> 00:47:34.240]   And it seems like they're solving everything for now.
[00:47:34.240 --> 00:47:36.040]   And hopefully, this is not the end.
[00:47:36.040 --> 00:47:38.440]   And we should keep an eye out on something
[00:47:38.440 --> 00:47:41.080]   which would change and have an impact which
[00:47:41.080 --> 00:47:44.360]   is more than what transformers have put.
[00:47:44.360 --> 00:47:47.600]   And who knows what's going to come next?
[00:47:47.600 --> 00:47:49.680]   Yeah, so by that, I'll just conclude.
[00:47:49.680 --> 00:47:53.120]   And I'll be happy to take questions.
[00:47:53.120 --> 00:47:54.080]   Thank you, Prateek.
[00:47:54.080 --> 00:47:55.800]   That was a really good talk.
[00:47:55.800 --> 00:47:58.720]   And you provided some really good insights
[00:47:58.720 --> 00:48:02.360]   about how transformers work for the audio case.
[00:48:02.360 --> 00:48:04.880]   And yeah, thank you for the talk.
[00:48:04.880 --> 00:48:10.200]   And now I would invite questions from the class students.
[00:48:10.200 --> 00:48:13.280]   Let me just stop the recording.
[00:48:13.280 --> 00:48:23.280]   [BLANK_AUDIO]

