
[00:00:00.040 --> 00:00:09.600]   cuál
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.840 --> 00:43:55.900]   I
[00:43:55.900 --> 00:44:11.720]   accept like,,, MR C I that they de 90 gew
[00:44:14.160 --> 00:44:21.660]   the less the better.
[00:44:21.660 --> 00:44:26.320]   But you don't have to get to zero to start enjoying the benefits.
[00:44:26.320 --> 00:44:29.600]   In a moment, we'll talk about good debt, bad debt, etc.
[00:44:29.600 --> 00:44:32.500]   But the closer you are to zero, the better.
[00:44:32.500 --> 00:44:38.540]   Because every step towards zero gives you increased levels of freedom.
[00:44:38.540 --> 00:44:41.380]   So let's use an example here.
[00:44:42.480 --> 00:45:10.820]  .
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.820 --> 00:45:10.820]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:10.840 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.160 --> 00:45:39.160]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:45:39.200 --> 00:46:07.500]  ,
[00:46:07.500 --> 00:46:07.500]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:46:07.500 --> 00:46:07.500]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:46:07.500 --> 00:46:07.500]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:46:07.500 --> 00:46:07.500]   The first thing that you tackle is your car loan because you don't need a $50,000 car loan.
[00:46:07.540 --> 00:46:17.880]   Number
[00:46:17.880 --> 00:46:22.800]  那個 because, PC C I橋 g the life the play the vary LinLMGramble
[00:47:05.820 --> 00:47:05.820]   and then go. Or you can rent the house, pay the mortgage on a monthly basis and go. And so even if you don't get to completely debt free, every step towards lower and lower debt buys you freedom. Every single step of the way helps you. And so don't think that it has to be all or nothing. Think that there's a scale here. And the closer I get to complete debt freedom, the more and more personal freedom I'm going to enjoy. But there is a scale.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.140]   I think that's a good question.
[00:48:04.140 --> 00:48:04.180]   I think that's a good question.
[00:48:04.180 --> 00:48:04.240]   I think that's a good question.
[00:48:04.240 --> 00:48:04.320]   I think that's a good question.
[00:48:04.320 --> 00:48:04.380]   I think that's a good question.
[00:48:04.380 --> 00:48:04.420]   I think that's a good question.
[00:48:04.420 --> 00:48:04.460]   I think that's a good question.
[00:48:04.460 --> 00:48:04.660]   I think that's a good question.
[00:48:04.660 --> 00:48:34.360]   I think that's a good question.
[00:48:34.360 --> 00:48:34.400]   I think that's a good question.
[00:48:34.400 --> 00:48:34.420]   I think that's a good question.
[00:48:34.420 --> 00:48:34.440]   I think that's a good question.
[00:48:34.440 --> 00:48:34.460]   I think that's a good question.
[00:48:34.460 --> 00:48:34.480]   I think that's a good question.
[00:48:34.480 --> 00:48:34.520]   I think that's a good question.
[00:48:34.520 --> 00:48:34.540]   I think that's a good question.
[00:48:34.540 --> 00:48:34.560]   I think that's a good question.
[00:48:34.560 --> 00:48:34.640]   I think that's a good question.
[00:49:00.920 --> 00:49:00.920]  .
[00:49:00.920 --> 00:49:01.120]  .
[00:49:01.120 --> 00:49:01.180]  .
[00:49:17.460 --> 00:49:23.840]   .
[00:49:23.840 --> 00:49:29.980]   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 730 jobs didn't work as a personal freedom of the debt which the personal freedom of the personal freedom which why I said there's a scale here the scale would be if you only rent the house out.
[00:49:30.020 --> 00:49:45.760]  obed all debt I'm not sure that it's I don't know I don't think it's always wise to always avoid all debt I do think that always avoiding all debt lead you to hire freedom.
[00:49:45.800 --> 00:49:56.500]   hear
[00:49:56.500 --> 00:50:13.460]   S Got Все in,,,,,
[00:50:14.620 --> 00:50:43.400]  berger: Could you buy a house for $70,000 as a starter house so that you could avoid the debt while you're saving for the bigger house? And would somebody doing that come out in a better situation? I think a lot of times if you change those variables, somebody who's committed completely to avoiding all debt can often come out ahead, both financially and in terms of freedom. I can't make that argument if it's a direct comparison.
[00:51:12.260 --> 00:51:21.640]   nine
[00:51:21.640 --> 00:51:30.980]   are don
[00:51:30.980 --> 00:51:42.260]   him,,,,, uh O ibarage
[00:51:42.280 --> 00:51:50.860]   that satisfies the circumstances of your particular situation.
[00:51:50.860 --> 00:51:56.500]   What about things like debt for investments?
[00:51:56.500 --> 00:52:02.900]   Again, if we create two scenarios, scenario A is you're going to be an investor.
[00:52:02.900 --> 00:52:08.100]   And you're going to invest using other people's money.
[00:52:08.100 --> 00:52:11.700]   Or scenario B is you're going to be an investor, but only using money that you've saved.
[00:52:11.700 --> 00:52:12.200]   Well,
[00:52:12.200 --> 00:52:12.200]   you're going to be an investor, but only using money that you've saved.
[00:52:12.200 --> 00:52:12.200]   Well, you're going to be an investor, but only using money that you've saved.
[00:52:12.200 --> 00:52:12.200]   Well, you're going to be an investor, but only using money that you've saved.
[00:52:12.200 --> 00:52:12.200]   Well, you're going to be an investor, but only using money that you've saved.
[00:52:12.200 --> 00:52:12.200]   Well, you're going to be an investor, but only using money that you've saved.
[00:52:12.200 --> 00:52:12.200]   Well, you're going to be an investor, but only using money that you've saved.
[00:52:12.240 --> 00:52:18.580]   think
[00:52:18.580 --> 00:52:23.260]   de call, what,
[00:53:41.600 --> 00:53:41.600]   and often in developing countries
[00:53:41.600 --> 00:53:41.600]   and often in developing countries
[00:54:41.420 --> 00:54:41.640]  ,
[00:54:41.640 --> 00:54:41.640]   and often in developing countries.
[00:54:41.640 --> 00:54:41.640]   So you can have both.
[00:55:00.960 --> 00:55:11.440]   And you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.440 --> 00:55:11.460]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.460 --> 00:55:11.500]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.500 --> 00:55:11.540]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.540 --> 00:55:11.600]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.600 --> 00:55:11.640]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.640 --> 00:55:11.660]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:11.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.680 --> 00:55:41.680]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:55:41.720 --> 00:56:11.700]  ,
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.700 --> 00:56:11.700]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:11.740 --> 00:56:41.720]   들어�
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.720 --> 00:56:41.720]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:56:41.760 --> 00:57:11.740]  ,
[00:57:11.740 --> 00:57:11.740]   I think it's important to consider the two.
[00:57:11.740 --> 00:57:11.740]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:57:11.740 --> 00:57:11.740]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:57:11.740 --> 00:57:11.740]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:57:11.740 --> 00:57:11.740]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:57:11.740 --> 00:57:11.740]   So you can leverage in your business or a house that might go up in value. I think it's important to consider the two.
[00:57:11.780 --> 00:57:15.320]   should
[00:57:15.320 --> 00:57:25.180]   work, like in regist weighuman system. I have a legal license. I've a legal license. I've a legal license. And I have the. I'm. I'm. I'm. 가. is. Sev,
[00:57:41.620 --> 00:57:52.020]   not
[00:57:52.020 --> 00:57:52.920]   Brown I gets
[00:57:52.920 --> 00:57:57.360]  視 there, the, the, the, the,,,,,,,,, document flame
[00:58:10.600 --> 00:58:19.500]   '
[00:58:19.500 --> 00:58:20.740]   graphs
[00:58:20.740 --> 00:58:28.160]   gi see,,,,,� el
[00:59:10.440 --> 00:59:10.440]   -------
[00:59:10.440 --> 00:59:10.440]   -------
[00:59:10.480 --> 00:59:20.580]  Net
[01:00:35.460 --> 01:00:35.460]   and
[01:01:32.140 --> 01:01:32.140]   to be free from debt.
[01:01:32.140 --> 01:01:32.140]   and you're going to be in that situation and again every single if you every single probably every single listener to this show you owe debt your governments have borrowed huge amounts of money from your children and grandchildren they've done it in your name and they're going to try to collect their tax dollars every single day to owe your debt you can't avoid all that.
[01:01:32.140 --> 01:01:32.140]   you can't avoid all that.
[01:02:00.480 --> 01:02:00.480]   you can't avoid all that.
[01:02:00.480 --> 01:02:00.480]   but you can issue debt you can minimize debt and the closer you get to zero the more personal freedom you will enjoy.
[01:02:00.480 --> 01:02:00.480]   but you can issue debt you can minimize debt and the closer you get to zero the more personal freedom you will enjoy.
[01:02:00.480 --> 01:02:00.480]   very very important.
[01:02:00.480 --> 01:02:00.480]   if.
[01:02:27.260 --> 01:02:29.920]   that's also part of my fourth ring so what I'm going to do is I'm going to end today's show here and I'm going to talk about savings and how you can save up your money.
[01:02:29.960 --> 01:02:51.460]  , and I'm going to talk about savings as a separate show part two of this fourth ring because simply being out of debt there are cases where yes you're debt free but having no money that does actually get you less freedom.
[01:02:51.460 --> 01:02:51.660]   and I'm going to talk about savings and how you can save up your money that does actually get you less freedom.
[01:02:51.660 --> 01:02:52.260]   and I'm going to talk about savings and how you can save up your money that does actually get you less freedom.
[01:02:52.260 --> 01:02:59.760]   If you have a hundred dollars a month that you owe you have a ten thousand dollars credit card debt and you have ten thousand dollars in the bank and your credit card wants a hundred dollars a month from you you have more freedom more choices more freedom of choices to have the ten thousand dollars in the bank and simply to owe a hundred dollars in the bank.
[01:02:59.800 --> 01:03:09.920]  ensation
[01:03:09.920 --> 01:03:10.700]   brain, dough,
[01:03:10.700 --> 01:03:13.840]   stay the is the is the inspection Tä It T Make Viv village Ç archive jo
[01:03:13.840 --> 01:03:24.160]   even, an, Под, I, will, in, for, a, and, and,,,,,,,,,,,,,,,,,,,,,,, in,,,,,,,, guys. er .~~~~елek
[01:03:24.160 --> 01:03:26.460]   mor name пров услов
[01:03:26.460 --> 01:03:27.820]   last of cortして
[01:03:27.820 --> 01:03:29.100]   ratings.資. They're. broadband. Bl, el,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,, care. ad, . Watching de co L.為 номר.
[01:03:29.140 --> 01:03:30.880]   card debt without going back into credit card debt.
[01:03:30.880 --> 01:03:35.400]   So next we'll talk about savings in part two of this show.
[01:03:35.400 --> 01:03:43.380]   Now the closer they show, I w I wanted, when I did this show, I wanted to launch a, I want to do a course on getting out of debt.
[01:03:43.380 --> 01:03:47.760]   In some ways it's obvious that there's nothing, there's no magic to it.
[01:03:47.760 --> 01:03:49.600]   You just pay extra on the debt.
[01:03:49.600 --> 01:03:50.140]   That's it.
[01:03:50.140 --> 01:03:58.920]   There's no magic to it, but there was a whole lot of techniques that in the years that I've gone in and out of debt, I've, I've found, and I've studied that can get much faster results.
[01:03:58.920 --> 01:04:28.900]   in the years that I've gone in and out of debt, I've, I've studied that can get much faster results.
[01:04:28.900 --> 01:04:28.920]   I'm not ready to launch that today because I'm doing the preparedness course.
[01:04:28.920 --> 01:04:28.940]   So I decided I'd go ahead and finish the series off and we'll launch that, but hopefully in the next few weeks, I'll be able to launch that out for today.
[01:04:28.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:04:58.960]   I'm not ready to launch that out for today.
[01:04:58.960 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:28.980 --> 01:05:28.980]   I'm not ready to launch that out for today.
[01:05:29.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:05:59.000]   I'm not ready to launch that out for today.
[01:05:59.000 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.020 --> 01:06:29.020]   I'm not ready to launch that out for today.
[01:06:29.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:06:59.040]   I'm not ready to launch that out for today.
[01:06:59.040 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.060 --> 01:07:29.060]   I'm not ready to launch that out for today.
[01:07:29.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.080 --> 01:07:59.080]   I'm not ready to launch that out for today.
[01:07:59.100 --> 01:08:29.100]   I'm not ready to launch that out for today.

